Thank	VB	thank
everything	NN	everything
in	IN	in
life	NN	life
was	VBD	be
totally	RB	totally
interconnected	VBN	interconnect
.	SENT	.
And	CC	and
then	RB	then
Leilei	NP	<unknown>
—	:	-
I	PP	I
know	VBP	know
his	PP$	his
other	JJ	other
name	NN	name
—	:	-
told	VBD	tell
us	PP	us
about	IN	about
interconnection	NN	interconnection
,	,	,
and	CC	and
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
all	RB	all
totally	RB	totally
interconnected	VBN	interconnect
here	RB	here
,	,	,
and	CC	and
how	WRB	how
we	PP	we
'	POS	'
ve	NN	ve
all	RB	all
known	VBN	know
each	DT	each
other	JJ	other
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
in	IN	in
the	DT	the
Buddhist	NN	Buddhist
universe	NN	universe
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
done	VBN	do
this	DT	this
already	RB	already
billions	NNS	billion
of	IN	of
times	NNS	time
in	IN	in
many	JJ	many
,	,	,
many	JJ	many
lifetimes	NNS	lifetime
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
And	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
give	VB	give
the	DT	the
talk	NN	talk
always	RB	always
.	SENT	.
You	PP	you
did	VBD	do
,	,	,
and	CC	and
we	PP	we
had	VBD	have
to	TO	to
watch	VB	watch
you	PP	you
,	,	,
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
all	RB	all
still	RB	still
trying	VBG	try
to	TO	to
,	,	,
I	PP	I
guess	VBP	guess
we	PP	we
'	''	'
re	IN	re
all	DT	all
trying	VBG	try
to	TO	to
become	VB	become
TEDsters	NP	<unknown>
,	,	,
if	IN	if
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
modern	JJ	modern
form	NN	form
of	IN	of
enlightenment	NN	enlightenment
.	SENT	.
I	PP	I
guess	VBP	guess
so	RB	so
.	SENT	.
Because	IN	because
in	IN	in
a	DT	a
way	NN	way
,	,	,
if	IN	if
a	DT	a
TEDster	NP	<unknown>
relates	VBZ	relate
to	TO	to
all	PDT	all
the	DT	the
interconnectedness	NN	interconnectedness
of	IN	of
all	PDT	all
the	DT	the
computers	NNS	computer
and	CC	and
everything	NN	everything
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
forging	NN	forging
of	IN	of
a	DT	a
mass	JJ	mass
awareness	NN	awareness
,	,	,
of	IN	of
where	WRB	where
everybody	NN	everybody
can	MD	can
really	RB	really
know	VB	know
everything	NN	everything
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
everywhere	RB	everywhere
in	IN	in
the	DT	the
planet	NN	planet
.	SENT	.
And	CC	and
therefore	RB	therefore
it	PP	it
will	MD	will
become	VB	become
intolerable	JJ	intolerable
—	:	-
what	WP	what
compassion	NN	compassion
is	VBZ	be
,	,	,
is	VBZ	be
where	WRB	where
it	PP	it
will	MD	will
become	VB	become
intolerable	JJ	intolerable
for	IN	for
us	PP	us
,	,	,
totally	RB	totally
intolerable	JJ	intolerable
that	IN	that
we	PP	we
sit	VBP	sit
here	RB	here
in	IN	in
comfort	NN	comfort
and	CC	and
in	IN	in
pleasure	NN	pleasure
and	CC	and
enjoying	VBG	enjoy
the	DT	the
life	NN	life
of	IN	of
the	DT	the
mind	NN	mind
or	CC	or
whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
and	CC	and
there	EX	there
are	VBP	be
people	NNS	people
who	WP	who
are	VBP	be
absolutely	RB	absolutely
riddled	VBN	riddle
with	IN	with
disease	NN	disease
and	CC	and
they	PP	they
cannot	MD	can
have	VB	have
a	DT	a
bite	NN	bite
of	IN	of
food	NN	food
and	CC	and
they	PP	they
have	VBP	have
no	DT	no
place	NN	place
,	,	,
or	CC	or
they	PP	they
'	POS	'
re	NN	re
being	VBG	be
brutalized	VBN	brutalize
by	IN	by
some	DT	some
terrible	JJ	terrible
person	NN	person
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
It	PP	it
just	RB	just
becomes	VBZ	become
intolerable	JJ	intolerable
.	SENT	.
With	IN	with
all	DT	all
of	IN	of
us	PP	us
knowing	VBG	know
everything	NN	everything
,	,	,
we	PP	we
'	POS	'
re	NN	re
kind	NN	kind
of	IN	of
forced	VBN	force
by	IN	by
technology	NN	technology
to	TO	to
become	VB	become
Buddhas	NNS	buddha
or	CC	or
something	NN	something
,	,	,
to	TO	to
become	VB	become
enlightened	JJ	enlightened
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
we	PP	we
all	RB	all
will	MD	will
be	VB	be
deeply	RB	deeply
disappointed	VBN	disappoint
when	WRB	when
we	PP	we
do	VBP	do
.	SENT	.
Because	IN	because
we	PP	we
think	VBP	think
that	IN	that
because	IN	because
we	PP	we
are	VBP	be
kind	JJ	kind
of	IN	of
tired	JJ	tired
of	IN	of
what	WP	what
we	PP	we
do	VBP	do
,	,	,
a	DT	a
little	JJ	little
bit	NN	bit
tired	JJ	tired
,	,	,
we	PP	we
do	VBP	do
suffer	VB	suffer
.	SENT	.
We	PP	we
do	VBP	do
enjoy	VB	enjoy
our	PP$	our
misery	NN	misery
in	IN	in
a	DT	a
certain	JJ	certain
way	NN	way
.	SENT	.
We	PP	we
distract	VBP	distract
ourselves	PP	ourselves
from	IN	from
our	PP$	our
misery	NN	misery
by	IN	by
running	VBG	run
around	RP	around
somewhere	RB	somewhere
,	,	,
but	CC	but
basically	RB	basically
we	PP	we
all	RB	all
have	VBP	have
this	DT	this
common	JJ	common
misery	NN	misery
that	IN	that
we	PP	we
are	VBP	be
sort	RB	sort
of	IN	of
stuck	VBN	stick
inside	IN	inside
our	PP$	our
skins	NNS	skin
and	CC	and
everyone	NN	everyone
else	RB	else
is	VBZ	be
out	RB	out
there	RB	there
.	SENT	.
And	CC	and
occasionally	RB	occasionally
we	PP	we
get	VBP	get
together	RB	together
with	IN	with
another	DT	another
person	NN	person
stuck	VBN	stick
in	IN	in
their	PP$	their
skin	NN	skin
and	CC	and
the	DT	the
two	CD	two
of	IN	of
us	PP	us
enjoy	VBP	enjoy
each	DT	each
other	JJ	other
,	,	,
and	CC	and
each	DT	each
one	CD	one
tries	VBZ	try
to	TO	to
get	VB	get
out	RP	out
of	IN	of
their	PP$	their
own	JJ	own
,	,	,
and	CC	and
ultimately	RB	ultimately
it	PP	it
fails	VBZ	fail
of	IN	of
course	NN	course
,	,	,
and	CC	and
then	RB	then
we	PP	we
'	POS	'
re	NN	re
back	RB	back
into	IN	into
this	DT	this
thing	NN	thing
.	SENT	.
Because	IN	because
our	PP$	our
egocentric	JJ	egocentric
perception	NN	perception
—	:	-
from	IN	from
the	DT	the
Buddha	NN	buddha
'	POS	'
s	JJ	<unknown>
point	NN	point
of	IN	of
view	NN	view
,	,	,
misperception	NN	misperception
—	:	-
is	VBZ	be
that	IN	that
all	RB	all
we	PP	we
are	VBP	be
is	VBZ	be
what	WP	what
is	VBZ	be
inside	IN	inside
our	PP$	our
skin	NN	skin
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
inside	NN	inside
and	CC	and
outside	JJ	outside
,	,	,
self	JJ	self
and	CC	and
other	JJ	other
,	,	,
and	CC	and
other	JJ	other
is	VBZ	be
all	DT	all
very	RB	very
different	JJ	different
.	SENT	.
And	CC	and
everyone	NN	everyone
here	RB	here
is	VBZ	be
unfortunately	RB	unfortunately
carrying	VBG	carry
that	DT	that
habitual	JJ	habitual
perception	NN	perception
,	,	,
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
right	RB	right
?	SENT	?
You	PP	you
know	VBP	know
,	,	,
someone	NN	someone
sitting	VBG	sit
next	JJ	next
to	TO	to
you	PP	you
in	IN	in
a	DT	a
seat	NN	seat
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
because	IN	because
you	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
theater	NN	theater
,	,	,
but	CC	but
if	IN	if
you	PP	you
were	VBD	be
sitting	VBG	sit
on	IN	on
a	DT	a
park	NN	park
bench	NN	bench
and	CC	and
someone	NN	someone
came	VBD	come
up	RP	up
and	CC	and
sat	VBD	sit
that	IN	that
close	JJ	close
to	TO	to
you	PP	you
,	,	,
you	PP	you
'	POS	'
d	NN	d
freak	NN	freak
out	RB	out
.	SENT	.
What	WP	what
do	VBP	do
they	PP	they
want	VBP	want
from	IN	from
me	PP	me
?	SENT	?
Like	IN	like
,	,	,
who	WP	who
'	POS	'
s	NN	S
that	RB	that
?	SENT	?
And	CC	and
so	IN	so
you	PP	you
wouldn	NN	<unknown>
'	POS	'
t	NN	t
sit	VBP	sit
that	IN	that
close	JJ	close
to	TO	to
another	DT	another
person	NN	person
because	IN	because
of	IN	of
your	PP$	your
notion	NN	notion
that	IN	that
it	PP	it
'	''	'
s	VBG	<unknown>
you	PP	you
versus	IN	versus
the	DT	the
universe	NN	universe
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
all	DT	all
Buddha	NN	buddha
discovered	VBD	discover
.	SENT	.
Because	IN	because
that	DT	that
cosmic	JJ	cosmic
basic	JJ	basic
idea	NN	idea
that	IN	that
it	PP	it
is	VBZ	be
us	PP	us
all	RB	all
alone	RB	alone
,	,	,
each	DT	each
of	IN	of
us	PP	us
,	,	,
and	CC	and
everyone	NN	everyone
else	RB	else
is	VBZ	be
different	JJ	different
,	,	,
then	RB	then
that	DT	that
puts	VBZ	put
us	PP	us
in	IN	in
an	DT	an
impossible	JJ	impossible
situation	NN	situation
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
?	SENT	?
Who	WP	who
is	VBZ	be
it	PP	it
who	WP	who
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
get	VB	get
enough	JJ	enough
attention	NN	attention
from	IN	from
the	DT	the
world	NN	world
?	SENT	?
Who	WP	who
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
get	VB	get
enough	RB	enough
out	RB	out
of	IN	of
the	DT	the
world	NN	world
?	SENT	?
Who	WP	who
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
overrun	VBN	overrun
by	IN	by
an	DT	an
infinite	JJ	infinite
number	NN	number
of	IN	of
other	JJ	other
beings	NNS	being
—	:	-
if	IN	if
you	PP	you
'	POS	'
re	NN	re
different	JJ	different
from	IN	from
all	PDT	all
the	DT	the
other	JJ	other
beings	NNS	being
?	SENT	?
So	RB	so
where	WRB	where
compassion	NN	compassion
comes	VBZ	come
is	VBZ	be
where	WRB	where
you	PP	you
surprisingly	RB	surprisingly
discover	VBP	discover
you	PP	you
lose	VB	lose
yourself	PP	yourself
in	IN	in
some	DT	some
way	NN	way
:	:	:
through	IN	through
art	NN	art
,	,	,
through	IN	through
meditation	NN	meditation
,	,	,
through	IN	through
understanding	NN	understanding
,	,	,
through	IN	through
knowledge	NN	knowledge
actually	RB	actually
,	,	,
knowing	VBG	know
that	IN	that
you	PP	you
have	VBP	have
no	DT	no
such	JJ	such
boundary	NN	boundary
,	,	,
knowing	VBG	know
your	PP$	your
interconnectedness	NN	interconnectedness
with	IN	with
other	JJ	other
beings	NNS	being
.	SENT	.
You	PP	you
can	MD	can
experience	VB	experience
yourself	PP	yourself
as	IN	as
the	DT	the
other	JJ	other
beings	NNS	being
when	WRB	when
you	PP	you
see	VBP	see
through	IN	through
the	DT	the
delusion	NN	delusion
of	IN	of
being	VBG	be
separated	VBN	separate
from	IN	from
them	PP	them
.	SENT	.
When	WRB	when
you	PP	you
do	VBP	do
that	IN	that
,	,	,
you	PP	you
'	POS	'
re	NN	re
forced	VBD	force
to	TO	to
feel	VB	feel
what	WP	what
they	PP	they
feel	VBP	feel
.	SENT	.
Luckily	RB	luckily
,	,	,
they	PP	they
say	VBP	say
—	:	-
I	PP	I
still	RB	still
am	VBP	be
not	RB	not
sure	JJ	sure
—	:	-
but	CC	but
luckily	RB	luckily
,	,	,
they	PP	they
say	VBP	say
that	IN	that
when	WRB	when
you	PP	you
reach	VBP	reach
that	DT	that
point	NN	point
because	IN	because
some	DT	some
people	NNS	people
have	VBP	have
said	VBN	say
in	IN	in
the	DT	the
Buddhist	NN	Buddhist
literature	NN	literature
,	,	,
they	PP	they
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
who	WP	who
would	MD	would
really	RB	really
want	VB	want
to	TO	to
be	VB	be
compassionate	JJ	compassionate
?	SENT	?
How	WRB	how
awful	JJ	awful
!	SENT	!
I	NP	I
'	POS	'
m	NN	m
so	RB	so
miserable	JJ	miserable
on	IN	on
my	PP$	my
own	JJ	own
.	SENT	.
My	PP$	my
head	NN	head
is	VBZ	be
aching	VBG	ache
.	SENT	.
My	PP$	my
bones	NNS	bone
are	VBP	be
aching	VBG	ache
.	SENT	.
I	PP	I
go	VBP	go
from	IN	from
birth	NN	birth
to	TO	to
death	NN	death
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
never	RB	never
satisfied	VBN	satisfy
.	SENT	.
I	PP	I
never	RB	never
have	VBP	have
enough	RB	enough
,	,	,
even	RB	even
if	IN	if
I	PP	I
'	POS	'
m	NN	m
a	DT	a
billionaire	NN	billionaire
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
enough	RB	enough
.	SENT	.
I	PP	I
need	VBP	need
a	DT	a
hundred	CD	hundred
billion	NNS	billion
.	SENT	.
"	``	"
So	IN	so
I	PP	I
'	POS	'
m	NN	m
like	IN	like
that	DT	that
.	SENT	.
Imagine	VB	imagine
if	IN	if
I	PP	I
had	VBD	have
to	TO	to
feel	VB	feel
even	RB	even
a	DT	a
hundred	CD	hundred
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
suffering	NN	suffering
.	SENT	.
It	PP	it
would	MD	would
be	VB	be
terrible	JJ	terrible
.	SENT	.
But	CC	but
apparently	RB	apparently
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
strange	JJ	strange
paradox	NN	paradox
of	IN	of
life	NN	life
.	SENT	.
When	WRB	when
you	PP	you
'	POS	'
re	NN	re
no	RB	no
longer	RBR	longer
locked	VBN	lock
in	IN	in
yourself	PP	yourself
,	,	,
and	CC	and
as	IN	as
the	DT	the
wisdom	NN	wisdom
or	CC	or
the	DT	the
intelligence	NN	intelligence
or	CC	or
the	DT	the
scientific	JJ	scientific
knowledge	NN	knowledge
of	IN	of
the	DT	the
nature	NN	nature
of	IN	of
the	DT	the
world	NN	world
,	,	,
that	WDT	that
enables	VBZ	enable
you	PP	you
to	TO	to
let	VB	let
your	PP$	your
mind	NN	mind
spread	VBD	spread
out	RP	out
,	,	,
and	CC	and
empathize	VB	empathize
,	,	,
and	CC	and
enhance	VB	enhance
the	DT	the
basic	JJ	basic
human	JJ	human
ability	NN	ability
of	IN	of
empathizing	VBG	empathize
,	,	,
and	CC	and
realizing	VBG	realize
that	IN	that
you	PP	you
are	VBP	be
the	DT	the
other	JJ	other
being	NN	being
,	,	,
somehow	RB	somehow
by	IN	by
that	DT	that
opening	NN	opening
,	,	,
you	PP	you
can	MD	can
see	VB	see
the	DT	the
deeper	JJR	deep
nature	NN	nature
of	IN	of
life	NN	life
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
,	,	,
you	PP	you
get	VBP	get
away	RB	away
from	IN	from
this	DT	this
terrible	JJ	terrible
iron	NN	iron
circle	NN	circle
of	IN	of
I	PP	I
,	,	,
me	PP	me
,	,	,
me	PP	me
,	,	,
mine	NN	mine
,	,	,
like	IN	like
the	DT	the
Beatles	NP	Beatles
used	VBD	use
to	TO	to
sing	VB	sing
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
we	PP	we
really	RB	really
learned	VBD	learn
everything	NN	everything
in	IN	in
the	DT	the
'	''	'
60s	JJ	<unknown>
.	SENT	.
Too	RB	too
bad	JJ	bad
nobody	NN	nobody
ever	RB	ever
woke	VBD	wake
up	RP	up
to	TO	to
it	PP	it
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
suppress	VB	suppress
it	PP	it
since	IN	since
then	RB	then
.	SENT	.
I	PP	I
,	,	,
me	PP	me
,	,	,
me	PP	me
,	,	,
mine	NN	mine
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
perfect	JJ	perfect
song	NN	song
,	,	,
that	DT	that
song	NN	song
.	SENT	.
A	DT	a
perfect	JJ	perfect
teaching	NN	teaching
.	SENT	.
But	CC	but
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
relieved	VBN	relieve
from	IN	from
that	DT	that
,	,	,
we	PP	we
somehow	RB	somehow
then	RB	then
become	VB	become
interested	JJ	interested
in	IN	in
all	PDT	all
the	DT	the
other	JJ	other
beings	NNS	being
.	SENT	.
And	CC	and
we	PP	we
feel	VBP	feel
ourselves	PP	ourselves
differently	RB	differently
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
totally	RB	totally
strange	JJ	strange
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
totally	RB	totally
strange	JJ	strange
.	SENT	.
The	DT	the
Dalai	NP	Dalai
Lama	NP	Lama
always	RB	always
likes	VBZ	like
to	TO	to
say	VB	say
—	:	-
he	PP	he
says	VBZ	say
that	IN	that
when	WRB	when
you	PP	you
give	VBP	give
birth	NN	birth
in	IN	in
your	PP$	your
mind	NN	mind
to	TO	to
the	DT	the
idea	NN	idea
of	IN	of
compassion	NN	compassion
,	,	,
it	PP	it
'	POS	'
s	NN	S
because	IN	because
you	PP	you
realize	VBP	realize
that	IN	that
you	PP	you
yourself	PP	yourself
and	CC	and
your	PP$	your
pains	NNS	pain
and	CC	and
pleasures	NNS	pleasure
are	VBP	be
finally	RB	finally
too	RB	too
small	JJ	small
a	DT	a
theater	NN	theater
for	IN	for
your	PP$	your
intelligence	NN	intelligence
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
too	RB	too
boring	JJ	boring
whether	IN	whether
you	PP	you
feel	VBP	feel
like	IN	like
this	DT	this
or	CC	or
like	VBP	like
that	IN	that
,	,	,
or	CC	or
what	WP	what
,	,	,
you	PP	you
know	VBP	know
—	:	-
and	CC	and
the	DT	the
more	JJR	more
you	PP	you
focus	VBP	focus
on	IN	on
how	WRB	how
you	PP	you
feel	VBP	feel
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
the	DT	the
worse	JJR	bad
it	PP	it
gets	VBZ	get
.	SENT	.
Like	IN	like
,	,	,
even	RB	even
when	WRB	when
you	PP	you
'	POS	'
re	IN	re
having	VBG	have
a	DT	a
good	JJ	good
time	NN	time
,	,	,
when	WRB	when
is	VBZ	be
the	DT	the
good	JJ	good
time	NN	time
over	RB	over
?	SENT	?
The	DT	the
good	JJ	good
time	NN	time
is	VBZ	be
over	IN	over
when	WRB	when
you	PP	you
think	VBP	think
,	,	,
how	WRB	how
good	NN	good
is	VBZ	be
it	PP	it
?	SENT	?
And	CC	and
then	RB	then
it	PP	it
'	POS	'
s	NN	S
never	RB	never
good	JJ	good
enough	RB	enough
.	SENT	.
I	PP	I
love	VBP	love
that	IN	that
Leilei	NP	<unknown>
said	VBD	say
that	IN	that
the	DT	the
way	NN	way
of	IN	of
helping	VBG	help
those	DT	those
who	WP	who
are	VBP	be
suffering	VBG	suffer
badly	RB	badly
on	IN	on
the	DT	the
physical	JJ	physical
plane	NN	plane
or	CC	or
on	IN	on
other	JJ	other
planes	NNS	plane
is	VBZ	be
having	VBG	have
a	DT	a
good	JJ	good
time	NN	time
,	,	,
doing	VBG	do
it	PP	it
by	IN	by
having	VBG	have
a	DT	a
good	JJ	good
time	NN	time
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
Dalai	NP	Dalai
Lama	NP	Lama
should	MD	should
have	VB	have
heard	VBN	hear
that	DT	that
.	SENT	.
I	PP	I
wish	VBP	wish
he	PP	he
'	''	'
d	SYM	d
been	VBN	be
there	RB	there
to	TO	to
hear	VB	hear
that	DT	that
.	SENT	.
He	PP	he
once	RB	once
told	VBD	tell
me	PP	me
—	:	-
he	PP	he
looked	VBD	look
kind	NN	kind
of	IN	of
sad	JJ	sad
;	:	;
he	PP	he
worries	VBZ	worry
very	RB	very
much	RB	much
about	IN	about
the	DT	the
haves	NNS	have
and	CC	and
have-nots	NNS	have-not
.	SENT	.
He	PP	he
looked	VBD	look
a	DT	a
little	RB	little
sad	JJ	sad
,	,	,
because	IN	because
he	PP	he
said	VBD	say
,	,	,
well	RB	well
,	,	,
a	DT	a
hundred	CD	hundred
years	NNS	year
ago	RB	ago
,	,	,
they	PP	they
went	VBD	go
and	CC	and
