file_id	link	speaker	wordcount	title	duration	tags	views	year	talk	video	event	ted_id
000037	https://www.ted.com/talks/aja_monet_and_phillip_agnew_a_love_story_about_the_power_of_art_as_organizing/transcript?language=en	Aja Monet and phillip agnew	1749	A love story about the power of art as organizing	714.0	art,love,relationships,humanity,poetry,collaboration,community,personal growth,activism	1429385	2018	aja_monet_and_phillip_agnew_a_love_story_about_the_power_of_art_as_organizing	https://pc.tedcdn.com/talk/stream/2018W/Blank/AjaMonetandPhillipAgnew_2018W-180k.mp4	TEDWomen 2018	32422
000038	https://www.ted.com/talks/anirudh_sharma_ink_made_out_of_air_pollution/transcript?language=en	Anirudh Sharma	1452	Ink made of air pollution	504.0	pollution,science,technology,design,environment,art,invention,anthropocene	429717	2018	anirudh_sharma_ink_made_out_of_air_pollution	https://pc.tedcdn.com/talk/stream/2018S/Blank/AnirudhSharma_2018S-180k.mp4	TED@BCG Toronto	29413
000039	https://www.ted.com/talks/anne_gaskett_the_sexual_deception_of_orchids/transcript?language=en	Anne Gaskett	658	The sexual deception of orchids	303.0	ted-ed,animation,plants,evolution,nature,science,insects,natural resources	332826	2019	anne_gaskett_the_sexual_deception_of_orchids	https://pc.tedcdn.com/talk/stream/2019E/Blank/AnneGaskett_OrchidSexualDeception_2019E-180k.mp4	TED-Ed	33800
000040	https://www.ted.com/talks/christina_greer_how_one_journalist_risked_her_life_to_hold_murderers_accountable/transcript?language=en	Christina Greer	746	How one journalist risked her life to hold murderers accountable	273.0	ted-ed,history,activism,animation,journalism,feminism,community,social change,culture,society,race,slavery	259233	2019	christina_greer_how_one_journalist_risked_her_life_to_hold_murderers_accountable	https://pc.tedcdn.com/talk/stream/2018E/Blank/ChristinaGreer_IdaBWells_2018E-180k.mp4	TED-Ed	31780
000041	https://www.ted.com/talks/christina_greer_notes_of_a_native_son_the_world_according_to_james_baldwin/transcript?language=en	Christina Greer	652	Notes of a native son	245.0	animation,race,activism,ted-ed,community,literature,culture,history,social change,society	187283	2019	christina_greer_notes_of_a_native_son_the_world_according_to_james_baldwin	https://pc.tedcdn.com/talk/stream/2019E/Blank/ChristinaGreer_JamesBaldwin_2019E-180k.mp4	TED-Ed	34302
000042	https://www.ted.com/talks/daniel_finkel_can_you_solve_the_vampire_hunter_riddle/transcript?language=en	Daniel Finkel	544	Can you solve the vampire hunter riddle?	212.0	math,ted-ed,animation	1137857	2019	daniel_finkel_can_you_solve_the_vampire_hunter_riddle	https://pc.tedcdn.com/talk/stream/2019E/Blank/DanFinkel_MirrorLaserPuzzle_2019E-180k.mp4	TED-Ed	31857
000043	https://www.ted.com/talks/danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential/transcript?language=en	Danielle R. Moss	1593	How we can help the &quot;forgotten middle&quot; reach their full potential	778.0	education,children,personal growth,motivation,success,potential	1678977	2018	danielle_r_moss_how_we_can_help_the_forgotten_middle_reach_their_full_potential	https://pc.tedcdn.com/talk/stream/2018W/Blank/DanielleRMoss_2018W-180k.mp4	TEDWomen 2018	32412
000044	https://www.ted.com/talks/david_puts_to_find_your_perfect_mate_think_like_an_evolutionist/transcript?language=en	David Puts	2443	To find your perfect mate, think like an evolutionist	0	science,love,sex,anthropology	203367	2014	david_puts_to_find_your_perfect_mate_think_like_an_evolutionist	NODATA	TEDxPSU	21150
000045	https://www.ted.com/talks/dropbox_how_one_team_turned_a_sprint_project_into_a_marathon_success/transcript?language=en	Dropbox	529	How one team turned a sprint project into a marathon success	194.0	work,invention,collaboration,design	18581	2019	dropbox_how_one_team_turned_a_sprint_project_into_a_marathon_success	NODATA	The Way We Work	35352
000046	https://www.ted.com/talks/emily_quinn_the_way_we_think_about_biological_sex_is_wrong/transcript?language=en	Emily Quinn	2068	The way we think about biological sex is wrong	841.0	human body,sex,activism,biology,science,society,gender spectrum,humanity,social change,health	1966237	2018	emily_quinn_the_way_we_think_about_biological_sex_is_wrong	https://pc.tedcdn.com/talk/stream/2018W/Blank/EmilyQuinn_2018W-180k.mp4	TEDWomen 2018	31813
000047	https://www.ted.com/talks/glenn_cantave_vr_ar_for_social_change/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000048	https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate/transcript?language=en	Greta Thunberg	1373	The disarming case to act right now on climate change	672.0	climate change,environment,sustainability,politics,education,society,social change,pollution,anthropocene	4154965	2018	greta_thunberg_the_disarming_case_to_act_right_now_on_climate	https://pc.tedcdn.com/talk/stream/2018X/Blank/GretaThunberg_2018X-180k.mp4	TEDxStockholm	32560
000049	https://www.ted.com/talks/iseult_gillespie_why_should_you_read_shakespeare_s_the_tempest/transcript?language=en	Iseult Gillespie	653	Why should you read Shakespeare&#39;s &quot;The Tempest&quot;?	275.0	animation,play,ted-ed,literature,writing,theater,history,books,book,novel,culture,education,world cultures	346307	2019	iseult_gillespie_why_should_you_read_shakespeare_s_the_tempest	https://pc.tedcdn.com/talk/stream/2019E/Blank/IseultGillespie_TheTempest_2019E-180k.mp4	TED-Ed	32249
000050	https://www.ted.com/talks/jennifer_verduin_how_do_ocean_currents_work/transcript?language=en	Jennifer Verduin	648	How do ocean currents work?	256.0	animation,ted-ed,science,oceans,climate change,nature,marine biology	423056	2019	jennifer_verduin_how_do_ocean_currents_work	https://pc.tedcdn.com/talk/stream/2018E/Blank/JenniferVerduin_OceanCurrents_2018E-180k.mp4	TED-Ed	31779
000051	https://www.ted.com/talks/juan_enriquez_the_age_of_genetic_wonder_feb_2019/transcript?language=en	Juan Enriquez	2864	The age of genetic wonder	1085.0	tedx,genetics,crispr,medical research,nature,life,science,biology,technology,invention,bioethics,dna,synthetic biology,biotech	1764299	2018	juan_enriquez_the_age_of_genetic_wonder_feb_2019	https://pc.tedcdn.com/talk/stream/2018X/Blank/JuanEnriquez_2018X-180k.mp4	TEDxCERN	33924
000052	https://www.ted.com/talks/julian_burschka_what_your_breath_could_reveal_about_your_health/transcript?language=en	Julian Burschka	1806	What your breath could reveal about your health	809.0	science,health,medical research,illness,disease,innovation,health care,alzheimer's,technology,medicine	1880138	2018	julian_burschka_what_your_breath_could_reveal_about_your_health	https://pc.tedcdn.com/talk/stream/2018S/Blank/JulianBurschka_2018S-180k.mp4	TED@Merck KGaA, Darmstadt, Germany	31745
000053	https://www.ted.com/talks/kasha_patel_sneaking_science_into_stand_up/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000054	https://www.ted.com/talks/laura_bates_everyday_sexism/transcript?language=en	Laura Bates	3213	Everyday sexism 	0	gender equality,activism,women,gender,social change,violence	1141254	2013	laura_bates_everyday_sexism	NODATA	TEDxCoventGardenWomen	33881
000055	https://www.ted.com/talks/leland_melvin_an_astronaut_s_story_of_curiosity_perspective_and_change/transcript?language=en	Leland Melvin	2103	An astronaut&#39;s story of curiosity, perspective and change	785.0	space,sports,humanity,society,personal growth,nasa	1525352	2018	leland_melvin_an_astronaut_s_story_of_curiosity_perspective_and_change	https://pc.tedcdn.com/talk/stream/2018S/Blank/LelandMelvin_2018S-180k.mp4	TED Salon	31849
000056	https://www.ted.com/talks/marian_wright_edelman_reflections_from_a_lifetime_fighting_to_end_child_poverty/transcript?language=en	Marian Wright Edelman	2705	Reflections from a lifetime fighting to end child poverty	909.0	activism,race,social change,leadership,law,justice system,history,children,inequality,united states,community,poverty	1197822	2018	marian_wright_edelman_reflections_from_a_lifetime_fighting_to_end_child_poverty	https://pc.tedcdn.com/talk/stream/2018W/Blank/MarianWrightEdelman_2018W-180k.mp4	TEDWomen 2018	31812
000057	https://www.ted.com/talks/mathias_basner_why_noise_is_bad_for_your_health_and_what_you_can_do_about_it/transcript?language=en	Mathias Basner	1472	Why noise is bad for your health -- and what you can do about it	604.0	sound,health,senses,tedmed,science,sleep,hearing,medical research	1731659	2018	mathias_basner_why_noise_is_bad_for_your_health_and_what_you_can_do_about_it	https://pc.tedcdn.com/talk/stream/2018P/Blank/MathiasBasner_2018P-180k.mp4	TEDMED 2018	33801
000058	https://www.ted.com/talks/matt_beane_how_do_we_learn_to_work_with_intelligent_machines/transcript?language=en	Matt Beane	1410	How do we learn to work with intelligent machines?	590.0	ai,machine learning,education,computers,collaboration,technology,future,society,robots,innovation,work	1577557	2018	matt_beane_how_do_we_learn_to_work_with_intelligent_machines	https://pc.tedcdn.com/talk/stream/2018S/Blank/MattBeane_2018S-180k.mp4	TED Salon Zebra Technologies	32189
000059	https://www.ted.com/talks/melinda_babits_do_insects_have_personalities/transcript?language=en	NODATA	0	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA	NODATA
000060	https://www.ted.com/talks/michael_s_a_graziano_what_is_consciousness/transcript?language=en	Michael S. A. Graziano	751	What is consciousness?	300.0	ted-ed,consciousness,animation,brain,neuroscience,health	484120	2019	michael_s_a_graziano_what_is_consciousness	https://pc.tedcdn.com/talk/stream/2019E/Blank/MichaelGraziano_WhatIsConsciousness_2019E-180k.mp4	TED-Ed	33799
000061	https://www.ted.com/talks/p_j_parmar_how_doctors_can_help_low_income_patients_and_still_make_a_profit/transcript?language=en	P.J. Parmar	1458	How doctors can help low-income patients (and still make a profit)	621.0	medicine,tedx,refugees,health,health care,public health,society,social change,united states,economics	1540194	2018	p_j_parmar_how_doctors_can_help_low_income_patients_and_still_make_a_profit	https://pc.tedcdn.com/talk/stream/2018X/Blank/PJParmar_2018X-180k.mp4	TEDxMileHigh	32414
000062	https://www.ted.com/talks/patty_mccord_8_lessons_on_building_a_company_people_enjoy_working_for/transcript?language=en	Patty McCord	946	8 lessons on building a company people enjoy working for	310.0	work-life balance,work,business,happiness	1176426	2019	patty_mccord_8_lessons_on_building_a_company_people_enjoy_working_for	https://pc.tedcdn.com/talk/stream/2018V/Blank/PattyMcCordWWW_2018V-180k.mp4	The Way We Work	33778
000063	https://www.ted.com/talks/pere_estupinya_the_science_of_sex/transcript?language=en	Pere Estupinyà	2196	The science of sex	0	science,gender,love,sex,relationships,neuroscience	413073	2016	pere_estupinya_the_science_of_sex	NODATA	TEDxRiodelaPlata	32557
000064	https://www.ted.com/talks/ruby_sales_how_we_can_start_to_heal_the_pain_of_racial_division/transcript?language=en	Ruby Sales	1765	How we can start to heal the pain of racial division	1228.0	activism,community,history,society,inequality,race,social change,identity,culture,united states	1501116	2018	ruby_sales_how_we_can_start_to_heal_the_pain_of_racial_division	https://pc.tedcdn.com/talk/stream/2018S/Blank/RubySales_2018S-180k.mp4	TED Salon Verizon	29949
000065	https://www.ted.com/talks/sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality/transcript?language=en	Sarah Barmak	1350	The uncomplicated truth about women&#39;s sexuality	680.0	tedx,sex,science,culture,human body,society,women,relationships	2004607	2016	sarah_barmak_the_uncomplicated_truth_about_women_s_sexuality	https://pc.tedcdn.com/talk/stream/2016X/Blank/SarahBarmak_2016X-180k.mp4	TEDxToronto	32269
000066	https://www.ted.com/talks/sean_davis_can_we_solve_global_warming_lessons_from_how_we_protected_the_ozone_layer/transcript?language=en	Sean Davis	1365	Can we solve global warming? Lessons from how we protected the ozone layer	590.0	environment,science,nature,climate change,biosphere,social change,sustainability,society,policy,government,pollution,tedx	1620444	2017	sean_davis_can_we_solve_global_warming_lessons_from_how_we_protected_the_ozone_layer	https://pc.tedcdn.com/talk/stream/2017X/Blank/SeanDavis_2017X-180k.mp4	TEDxBoulder	30297
000067	https://www.ted.com/talks/shad_begum_how_women_in_pakistan_are_creating_a_political_revolution/transcript?language=en	Shad Begum	1530	How women in Pakistan are creating political change	835.0	women,activism,politics,leadership,gender equality,social change,humanity,middle east,education,society,personal growth	1357276	2018	shad_begum_how_women_in_pakistan_are_creating_a_political_revolution	https://pc.tedcdn.com/talk/stream/2018W/Blank/ShadBegum_2018W-180k.mp4	TEDWomen 2018	31700
000068	https://www.ted.com/talks/sophia_wallace_a_case_for_cliteracy/transcript?language=en	Sophia Wallace	3608	A case for cliteracy	0	sex,science,society,gender,art	298009	2014	sophia_wallace_a_case_for_cliteracy	NODATA	TEDxSalford	32555
000069	https://www.ted.com/talks/stefan_al_will_there_ever_be_a_mile_high_skyscraper/transcript?language=en	Stefan Al	660	Will there ever be a mile-high skyscraper? 	284.0	ted-ed,animation,physics,architecture,cities,technology,infrastructure,innovation,invention	1171354	2019	stefan_al_will_there_ever_be_a_mile_high_skyscraper	https://pc.tedcdn.com/talk/stream/2019E/Blank/StefanAl_GiantSkyscrapers_2019E-180k.mp4	TED-Ed	32250
000070	https://www.ted.com/talks/steven_petrow_3_ways_to_practice_civility/transcript?language=en	Steven Petrow	2236	3 ways to practice civility	866.0	communication,society,personal growth,social change,politics,culture	1569506	2019	steven_petrow_3_ways_to_practice_civility	https://pc.tedcdn.com/talk/stream/2019S/Blank/StevenPetrow_2019S-180k.mp4	TED Salon Doha Debates	34214
