Fifty	CD	fifty
thought	NN	thought
of	IN	of
what	WP	what
Ray	NP	Ray
Anderson	NP	Anderson
calls	VBZ	call
"	``	"
tomorrow	NN	tomorrow
'	''	'
s	NN	S
child	NN	child
,	,	,
"	''	"
asking	VBG	ask
why	WRB	why
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
do	VBP	do
something	NN	something
on	IN	on
our	PP$	our
watch	NN	watch
to	TO	to
save	VB	save
sharks	NNS	shark
and	CC	and
bluefin	NN	<unknown>
tuna	NN	tuna
and	CC	and
squids	NN	squids
and	CC	and
coral	JJ	coral
reefs	NNS	reef
and	CC	and
the	DT	the
living	VBG	live
ocean	NN	ocean
while	IN	while
there	EX	there
still	RB	still
was	VBD	be
time	NN	time
.	SENT	.
Well	RB	well
,	,	,
now	RB	now
is	VBZ	be
that	DT	that
time	NN	time
.	SENT	.
I	PP	I
hope	VBP	hope
for	IN	for
your	PP$	your
help	NN	help
to	TO	to
explore	VB	explore
and	CC	and
protect	VB	protect
the	DT	the
wild	JJ	wild
ocean	NN	ocean
in	IN	in
ways	NNS	way
that	WDT	that
will	MD	will
restore	VB	restore
the	DT	the
health	NN	health
and	CC	and
,	,	,
in	IN	in
so	RB	so
doing	VBG	do
,	,	,
secure	JJ	secure
hope	NN	hope
for	IN	for
humankind	NN	humankind
.	SENT	.
Health	NN	health
to	TO	to
the	DT	the
ocean	NN	ocean
means	VBZ	mean
health	NN	health
for	IN	for
us	PP	us
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
Jill	NP	Jill
Tarter	NP	Tarter
'	POS	'
s	NNS	<unknown>
wish	VBP	wish
to	TO	to
engage	VB	engage
Earthlings	NNS	earthling
includes	VBZ	include
dolphins	NNS	dolphin
and	CC	and
whales	NNS	whale
and	CC	and
other	JJ	other
sea	NN	sea
creatures	NNS	creature
in	IN	in
this	DT	this
quest	NN	quest
to	TO	to
find	VB	find
intelligent	JJ	intelligent
life	NN	life
elsewhere	RB	elsewhere
in	IN	in
the	DT	the
universe	NN	universe
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
,	,	,
Jill	NP	Jill
,	,	,
that	IN	that
someday	RB	someday
we	PP	we
will	MD	will
find	VB	find
evidence	NN	evidence
that	IN	that
there	EX	there
is	VBZ	be
intelligent	JJ	intelligent
life	NN	life
among	IN	among
humans	NNS	human
on	IN	on
this	DT	this
planet	NN	planet
.	SENT	.
Did	VBD	do
I	PP	I
say	VBP	say
that	RB	that
?	SENT	?
I	PP	I
guess	VBP	guess
I	PP	I
did	VBD	do
.	SENT	.
For	IN	for
me	PP	me
,	,	,
as	IN	as
a	DT	a
scientist	NN	scientist
,	,	,
it	PP	it
all	RB	all
began	VBD	begin
in	IN	in
1953	CD	@card@
when	WRB	when
I	PP	I
first	RB	first
tried	VBD	try
scuba	NN	scuba
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
when	WRB	when
I	PP	I
first	RB	first
got	VBD	get
to	TO	to
know	VB	know
fish	NN	fish
swimming	NN	swimming
in	IN	in
something	NN	something
other	JJ	other
than	IN	than
lemon	JJ	lemon
slices	NNS	slice
and	CC	and
butter	NN	butter
.	SENT	.
I	PP	I
actually	RB	actually
love	VBP	love
diving	VBG	dive
at	IN	at
night	NN	night
;	:	;
you	PP	you
see	VBP	see
a	DT	a
lot	NN	lot
of	IN	of
fish	NN	fish
then	RB	then
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
see	VBP	see
in	IN	in
the	DT	the
daytime	NN	daytime
.	SENT	.
Diving	JJ	diving
day	NN	day
and	CC	and
night	NN	night
was	VBD	be
really	RB	really
easy	JJ	easy
for	IN	for
me	PP	me
in	IN	in
1970	CD	@card@
,	,	,
when	WRB	when
I	PP	I
led	VBD	lead
a	DT	a
team	NN	team
of	IN	of
aquanauts	NNS	aquanaut
living	VBG	live
underwater	JJ	underwater
for	IN	for
weeks	NNS	week
at	IN	at
a	DT	a
time	NN	time
â	NP	<unknown>
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
that	IN	that
astronauts	NNS	astronaut
were	VBD	be
putting	VBG	put
their	PP$	their
footprints	NNS	footprint
on	IN	on
the	DT	the
moon	NN	moon
.	SENT	.
In	IN	in
1979	CD	@card@
I	PP	I
had	VBD	have
a	DT	a
chance	NN	chance
to	TO	to
put	VB	put
my	PP$	my
footprints	NNS	footprint
on	IN	on
the	DT	the
ocean	NN	ocean
floor	NN	floor
while	IN	while
using	VBG	use
this	DT	this
personal	JJ	personal
submersible	NN	submersible
called	VBN	call
Jim	NP	Jim
.	SENT	.
It	PP	it
was	VBD	be
six	CD	six
miles	NNS	mile
offshore	RB	offshore
and	CC	and
1	CD	@card@
,	,	,
250	CD	@card@
feet	NNS	foot
down	RB	down
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
bathing	VBG	bath
suits	NNS	suit
.	SENT	.
Since	IN	since
then	RB	then
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
used	VBD	use
about	RB	about
30	CD	@card@
kinds	NNS	kind
of	IN	of
submarines	NNS	submarine
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
started	VBD	start
three	CD	three
companies	NNS	company
and	CC	and
a	DT	a
nonprofit	JJ	nonprofit
foundation	NN	foundation
called	VBD	call
Deep	NP	Deep
Search	NP	Search
to	TO	to
design	VB	design
and	CC	and
build	VB	build
systems	NNS	system
to	TO	to
access	VB	access
the	DT	the
deep	JJ	deep
sea	NN	sea
.	SENT	.
I	PP	I
led	VBD	lead
a	DT	a
five-year	JJ	five-year
National	NP	National
Geographic	NP	Geographic
expedition	NN	expedition
,	,	,
the	DT	the
Sustainable	JJ	sustainable
Seas	NNS	sea
expeditions	NNS	expedition
,	,	,
using	VBG	use
these	DT	these
little	JJ	little
subs	NNS	sub
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
so	RB	so
simple	JJ	simple
to	TO	to
drive	VB	drive
that	IN	that
even	RB	even
a	DT	a
scientist	NN	scientist
can	MD	can
do	VB	do
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
living	NN	living
proof	NN	proof
.	SENT	.
Astronauts	NNS	astronaut
and	CC	and
aquanauts	NNS	aquanaut
alike	RB	alike
really	RB	really
appreciate	VB	appreciate
the	DT	the
importance	NN	importance
of	IN	of
air	NN	air
,	,	,
food	NN	food
,	,	,
water	NN	water
,	,	,
temperature	NN	temperature
â	NP	<unknown>
all	RB	all
the	DT	the
things	NNS	thing
you	PP	you
need	VBP	need
to	TO	to
stay	VB	stay
alive	JJ	alive
in	IN	in
space	NN	space
or	CC	or
under	IN	under
the	DT	the
sea	NN	sea
.	SENT	.
I	PP	I
heard	VBD	hear
astronaut	NN	astronaut
Joe	NP	Joe
Allen	NP	Allen
explain	VB	explain
how	WRB	how
he	PP	he
had	VBD	have
to	TO	to
learn	VB	learn
everything	NN	everything
he	PP	he
could	MD	could
about	IN	about
his	PP$	his
life	NN	life
support	NN	support
system	NN	system
and	CC	and
then	RB	then
do	VBP	do
everything	NN	everything
he	PP	he
could	MD	could
to	TO	to
take	VB	take
care	NN	care
of	IN	of
his	PP$	his
life	NN	life
support	NN	support
system	NN	system
;	:	;
and	CC	and
then	RB	then
he	PP	he
pointed	VBD	point
to	TO	to
this	DT	this
and	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Life	NP	Life
support	NN	support
system	NN	system
.	SENT	.
"	``	"
We	PP	we
need	VBP	need
to	TO	to
learn	VB	learn
everything	NN	everything
we	PP	we
can	MD	can
about	IN	about
it	PP	it
and	CC	and
do	VBP	do
everything	NN	everything
we	PP	we
can	MD	can
to	TO	to
take	VB	take
care	NN	care
of	IN	of
it	PP	it
.	SENT	.
The	DT	the
poet	NN	poet
Auden	NP	Auden
said	VBD	say
,	,	,
"	``	"
Thousands	NNS	thousand
have	VBP	have
lived	VBN	live
without	IN	without
love	NN	love
;	:	;
none	NN	none
without	IN	without
water	NN	water
.	SENT	.
"	''	"
Ninety-seven	JJ	<unknown>
percent	NN	percent
of	IN	of
Earth	NP	Earth
'	POS	'
s	NN	S
water	NN	water
is	VBZ	be
ocean	NN	ocean
.	SENT	.
No	DT	no
blue	NN	blue
,	,	,
no	DT	no
green	NN	green
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
the	DT	the
ocean	NN	ocean
isn	NN	isn
'	POS	'
t	NN	t
important	JJ	important
,	,	,
imagine	VB	imagine
Earth	NN	earth
without	IN	without
it	PP	it
.	SENT	.
Mars	NP	Mars
comes	VBZ	come
to	TO	to
mind	VB	mind
.	SENT	.
No	DT	no
ocean	NN	ocean
,	,	,
no	DT	no
life	NN	life
support	NN	support
system	NN	system
.	SENT	.
I	PP	I
gave	VBD	give
a	DT	a
talk	NN	talk
not	RB	not
so	RB	so
long	RB	long
ago	RB	ago
at	IN	at
the	DT	the
World	NP	World
Bank	NP	Bank
and	CC	and
I	PP	I
showed	VBD	show
this	DT	this
amazing	JJ	amazing
image	NN	image
of	IN	of
Earth	NP	Earth
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
There	EX	there
it	PP	it
is	VBZ	be
!	SENT	!
The	DT	the
World	NP	World
Bank	NP	Bank
!	SENT	!
"	``	"
That	RB	that
'	''	'
s	RB	<unknown>
where	WRB	where
all	PDT	all
the	DT	the
assets	NNS	asset
are	VBP	be
!	SENT	!
And	CC	and
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
trawling	VBG	trawl
them	PP	them
down	RP	down
much	RB	much
faster	RBR	faster
than	IN	than
the	DT	the
natural	JJ	natural
systems	NNS	system
can	MD	can
replenish	VB	replenish
them	PP	them
.	SENT	.
Tim	NP	Tim
Worth	NP	Worth
says	VBZ	say
the	DT	the
economy	NN	economy
is	VBZ	be
a	DT	a
wholly-owned	VBN	wholly-own
subsidiary	NN	subsidiary
of	IN	of
the	DT	the
environment	NN	environment
.	SENT	.
With	IN	with
every	DT	every
drop	NN	drop
of	IN	of
water	NN	water
you	PP	you
drink	VBP	drink
,	,	,
every	DT	every
breath	NN	breath
you	PP	you
take	VBP	take
,	,	,
you	PP	you
'	POS	'
re	NN	re
connected	VBN	connect
to	TO	to
the	DT	the
sea	NN	sea
.	SENT	.
No	DT	no
matter	NN	matter
where	WRB	where
on	IN	on
Earth	NN	earth
you	PP	you
live	VBP	live
.	SENT	.
Most	JJS	most
of	IN	of
the	DT	the
oxygen	NN	oxygen
in	IN	in
the	DT	the
atmosphere	NN	atmosphere
is	VBZ	be
generated	VBN	generate
by	IN	by
the	DT	the
sea	NN	sea
.	SENT	.
Over	IN	over
time	NN	time
,	,	,
most	JJS	most
of	IN	of
the	DT	the
planet	NN	planet
'	POS	'
s	JJ	<unknown>
organic	JJ	organic
carbon	NN	carbon
has	VBZ	have
been	VBN	be
absorbed	VBN	absorb
and	CC	and
stored	VBN	store
there	RB	there
,	,	,
mostly	RB	mostly
by	IN	by
microbes	NNS	microbe
.	SENT	.
The	DT	the
ocean	NN	ocean
drives	VBZ	drive
climate	NN	climate
and	CC	and
weather	NN	weather
,	,	,
stabilizes	VBZ	stabilize
temperature	NN	temperature
,	,	,
shapes	VBZ	shape
Earth	NP	Earth
'	POS	'
s	NN	S
chemistry	NN	chemistry
.	SENT	.
Water	NN	water
from	IN	from
the	DT	the
sea	NN	sea
forms	VBZ	form
clouds	NNS	cloud
that	WDT	that
return	VBP	return
to	TO	to
the	DT	the
land	NN	land
and	CC	and
the	DT	the
seas	NNS	sea
as	IN	as
rain	NN	rain
,	,	,
sleet	NN	sleet
and	CC	and
snow	NN	snow
,	,	,
and	CC	and
provides	VBZ	provide
home	NN	home
for	IN	for
about	RB	about
97	CD	@card@
percent	NN	percent
of	IN	of
life	NN	life
in	IN	in
the	DT	the
world	NN	world
,	,	,
maybe	RB	maybe
in	IN	in
the	DT	the
universe	NN	universe
.	SENT	.
No	DT	no
water	NN	water
,	,	,
no	DT	no
life	NN	life
;	:	;
no	DT	no
blue	NN	blue
,	,	,
no	DT	no
green	NN	green
.	SENT	.
Yet	RB	yet
we	PP	we
have	VBP	have
this	DT	this
idea	NN	idea
,	,	,
we	PP	we
humans	NNS	human
,	,	,
that	IN	that
the	DT	the
Earth	NP	Earth
â	NP	<unknown>
all	RB	all
of	IN	of
it	PP	it
:	:	:
the	DT	the
oceans	NNS	ocean
,	,	,
the	DT	the
skies	NNS	sky
â	NP	<unknown>
are	VBP	be
so	RB	so
vast	JJ	vast
and	CC	and
so	RB	so
resilient	JJ	resilient
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
what	WP	what
we	PP	we
do	VBP	do
to	TO	to
it	PP	it
.	SENT	.
That	DT	that
may	MD	may
have	VB	have
been	VBN	be
true	JJ	true
10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
and	CC	and
maybe	RB	maybe
even	RB	even
1	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
but	CC	but
in	IN	in
the	DT	the
last	JJ	last
100	CD	@card@
,	,	,
especially	RB	especially
in	IN	in
the	DT	the
last	JJ	last
50	CD	@card@
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
drawn	VBN	draw
down	RP	down
the	DT	the
assets	NNS	asset
,	,	,
the	DT	the
air	NN	air
,	,	,
the	DT	the
water	NN	water
,	,	,
the	DT	the
wildlife	NN	wildlife
that	WDT	that
make	VBP	make
our	PP$	our
lives	NNS	life
possible	JJ	possible
.	SENT	.
New	JJ	new
technologies	NNS	technology
are	VBP	be
helping	VBG	help
us	PP	us
to	TO	to
understand	VB	understand
the	DT	the
nature	NN	nature
of	IN	of
nature	NN	nature
;	:	;
the	DT	the
nature	NN	nature
of	IN	of
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
,	,	,
showing	VBG	show
us	PP	us
our	PP$	our
impact	NN	impact
on	IN	on
the	DT	the
Earth	NN	earth
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
first	RB	first
you	PP	you
have	VBP	have
to	TO	to
know	VB	know
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
problem	NN	problem
.	SENT	.
And	CC	and
fortunately	RB	fortunately
,	,	,
in	IN	in
our	PP$	our
time	NN	time
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
learned	VBD	learn
more	JJR	more
about	IN	about
the	DT	the
problems	NNS	problem
than	IN	than
in	IN	in
all	DT	all
preceding	JJ	preceding
history	NN	history
.	SENT	.
And	CC	and
with	IN	with
knowing	JJ	knowing
comes	VBZ	come
caring	VBG	care
.	SENT	.
And	CC	and
with	IN	with
caring	NN	caring
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
hope	VBP	hope
that	IN	that
we	PP	we
can	MD	can
find	VB	find
an	DT	an
enduring	JJ	enduring
place	NN	place
for	IN	for
ourselves	PP	ourselves
within	IN	within
the	DT	the
natural	JJ	natural
systems	NNS	system
that	WDT	that
support	VBP	support
us	PP	us
.	SENT	.
But	CC	but
first	RB	first
we	PP	we
have	VBP	have
to	TO	to
know	VB	know
.	SENT	.
Three	CD	three
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
met	VBD	meet
John	NP	John
Hanke	NP	Hanke
,	,	,
who	WP	who
'	POS	'
s	NNS	<unknown>
the	DT	the
head	NN	head
of	IN	of
Google	NP	<unknown>
Earth	NP	Earth
,	,	,
and	CC	and
I	PP	I
told	VBD	tell
him	PP	him
how	WRB	how
much	JJ	much
I	PP	I
loved	VBD	love
being	VBG	be
able	JJ	able
to	TO	to
hold	VB	hold
the	DT	the
world	NN	world
in	IN	in
my	PP$	my
hands	NNS	hand
and	CC	and
go	VB	go
exploring	VBG	explore
vicariously	RB	vicariously
.	SENT	.
But	CC	but
I	PP	I
asked	VBD	ask
him	PP	him
:	:	:
"	``	"
When	WRB	when
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
finish	VB	finish
it	PP	it
?	SENT	?
You	PP	you
did	VBD	do
a	DT	a
great	JJ	great
job	NN	job
with	IN	with
the	DT	the
land	NN	land
,	,	,
the	DT	the
dirt	NN	dirt
.	SENT	.
What	WP	what
about	IN	about
the	DT	the
water	NN	water
?	SENT	?
"	''	"
Since	IN	since
then	RB	then
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
the	DT	the
great	JJ	great
pleasure	NN	pleasure
of	IN	of
working	VBG	work
with	IN	with
the	DT	the
Googlers	NP	<unknown>
,	,	,
with	IN	with
DOER	NN	doer
Marine	NP	Marine
,	,	,
with	IN	with
National	NP	National
Geographic	NP	Geographic
,	,	,
with	IN	with
dozens	NNS	dozen
of	IN	of
the	DT	the
best	JJS	good
institutions	NNS	institution
and	CC	and
scientists	NNS	scientist
around	IN	around
the	DT	the
world	NN	world
,	,	,
ones	NNS	one
that	IN	that
we	PP	we
could	MD	could
enlist	VB	enlist
,	,	,
to	TO	to
put	VB	put
the	DT	the
ocean	NN	ocean
in	IN	in
Google	NP	<unknown>
Earth	NP	Earth
.	SENT	.
And	CC	and
as	RB	as
of	IN	of
just	RB	just
this	DT	this
week	NN	week
,	,	,
last	JJ	last
Monday	NP	Monday
,	,	,
Google	NP	<unknown>
Earth	NP	Earth
is	VBZ	be
now	RB	now
whole	JJ	whole
.	SENT	.
Consider	VB	consider
this	DT	this
:	:	:
Starting	VBG	start
right	RB	right
here	RB	here
at	IN	at
the	DT	the
convention	NN	convention
center	NN	center
,	,	,
we	PP	we
can	MD	can
find	VB	find
the	DT	the
nearby	JJ	nearby
aquarium	NN	aquarium
,	,	,
we	PP	we
can	MD	can
look	VB	look
at	IN	at
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
sitting	VBG	sit
,	,	,
and	CC	and
then	RB	then
we	PP	we
can	MD	can
cruise	VB	cruise
up	RP	up
the	DT	the
coast	NN	coast
to	TO	to
the	DT	the
big	JJ	big
aquarium	NN	aquarium
,	,	,
the	DT	the
ocean	NN	ocean
,	,	,
and	CC	and
California	NP	California
'	POS	'
s	JJ	<unknown>
four	CD	four
national	JJ	national
marine	JJ	marine
sanctuaries	NNS	sanctuary
,	,	,
and	CC	and
the	DT	the
new	JJ	new
network	NN	network
of	IN	of
state	NN	state
marine	JJ	marine
reserves	NNS	reserve
that	WDT	that
are	VBP	be
beginning	VBG	begin
to	TO	to
protect	VB	protect
and	CC	and
restore	VB	restore
some	DT	some
of	IN	of
the	DT	the
assets	NNS	asset
We	PP	we
can	MD	can
flit	VB	flit
over	RP	over
to	TO	to
Hawaii	NP	Hawaii
and	CC	and
see	VB	see
the	DT	the
real	JJ	real
Hawaiian	JJ	Hawaiian
Islands	NPS	Islands
:	:	:
not	RB	not
just	RB	just
the	DT	the
little	JJ	little
bit	NN	bit
that	WDT	that
pokes	VBZ	poke
through	IN	through
the	DT	the
surface	NN	surface
,	,	,
but	CC	but
also	RB	also
what	WP	what
'	POS	'
s	NN	S
below	RB	below
.	SENT	.
To	TO	to
see	VB	see
â	NP	<unknown>
wait	VB	wait
a	DT	a
minute	NN	minute
,	,	,
we	PP	we
can	MD	can
go	VB	go
kshhplash	NN	kshhplash
!	SENT	!
â	NP	<unknown>
right	RB	right
there	RB	there
,	,	,
ha	NP	ha
â	NP	<unknown>
under	IN	under
the	DT	the
ocean	NN	ocean
,	,	,
see	VB	see
what	WP	what
the	DT	the
whales	NNS	whale
see	VBP	see
.	SENT	.
We	PP	we
can	MD	can
go	VB	go
explore	VB	explore
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
Hawaiian	JJ	Hawaiian
Islands	NPS	Islands
.	SENT	.
We	PP	we
can	MD	can
go	VB	go
actually	RB	actually
and	CC	and
swim	VBP	swim
around	RP	around
on	IN	on
Google	NP	<unknown>
Earth	NP	Earth
and	CC	and
visit	NN	visit
with	IN	with
humpback	NN	humpback
whales	NNS	whale
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
gentle	JJ	gentle
giants	NNS	giant
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
had	VBD	have
the	DT	the
pleasure	NN	pleasure
of	IN	of
meeting	NN	meeting
face	NN	face
to	TO	to
face	VB	face
many	JJ	many
times	NNS	time
underwater	JJ	underwater
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
nothing	NN	nothing
quite	RB	quite
like	IN	like
being	VBG	be
personally	RB	personally
inspected	VBN	inspect
by	IN	by
a	DT	a
whale	NN	whale
.	SENT	.
We	PP	we
can	MD	can
pick	VB	pick
up	RP	up
and	CC	and
fly	VB	fly
to	TO	to
the	DT	the
deepest	JJS	deep
place	NN	place
:	:	:
seven	CD	seven
miles	NNS	mile
down	RB	down
,	,	,
the	DT	the
Mariana	NP	Mariana
Trench	NP	Trench
,	,	,
where	WRB	where
only	RB	only
two	CD	two
people	NNS	people
have	VBP	have
ever	RB	ever
been	VBN	be
.	SENT	.
Imagine	VB	imagine
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
only	RB	only
seven	CD	seven
miles	NNS	mile
,	,	,
but	CC	but
only	RB	only
two	CD	two
people	NNS	people
have	VBP	have
been	VBN	be
there	RB	there
,	,	,
49	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
One-way	JJ	one-way
trips	NNS	trip
are	VBP	be
easy	JJ	easy
.	SENT	.
We	PP	we
need	VBP	need
new	JJ	new
deep-diving	JJ	deep-diving
submarines	NNS	submarine
.	SENT	.
How	WRB	how
about	RB	about
some	DT	some
X	NP	X
Prizes	NNS	prise
for	IN	for
ocean	NN	ocean
exploration	NN	exploration
?	SENT	?
We	PP	we
need	VBP	need
to	TO	to
see	VB	see
deep	JJ	deep
trenches	NNS	trench
,	,	,
the	DT	the
undersea	JJ	undersea
mountains	NNS	mountain
,	,	,
and	CC	and
understand	VB	understand
life	NN	life
in	IN	in
the	DT	the
deep	JJ	deep
sea	NN	sea
.	SENT	.
We	PP	we
can	MD	can
now	RB	now
go	VB	go
to	TO	to
the	DT	the
Arctic	NP	Arctic
.	SENT	.
Just	RB	just
ten	CD	ten
years	NNS	year
ago	RB	ago
I	PP	I
stood	VBD	stand
on	IN	on
the	DT	the
ice	NN	ice
at	IN	at
the	DT	the
North	NP	North
Pole	NP	Pole
.	SENT	.
An	DT	an
ice-free	JJ	ice-free
Arctic	NP	Arctic
Ocean	NP	Ocean
may	MD	may
happen	VB	happen
in	IN	in
this	DT	this
century	NN	century
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
news	NN	news
for	IN	for
the	DT	the
polar	JJ	polar
bears	NNS	bear
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
news	NN	news
for	IN	for
us	PP	us
too	RB	too
.	SENT	.
Excess	JJ	excess
carbon	NN	carbon
dioxide	NN	dioxide
is	VBZ	be
not	RB	not
only	RB	only
driving	VBG	drive
global	JJ	global
warming	NN	warming
,	,	,
it	PP	it
'	POS	'
s	NN	S
also	RB	also
changing	VBG	change
ocean	NN	ocean
chemistry	NN	chemistry
,	,	,
making	VBG	make
the	DT	the
sea	NN	sea
more	RBR	more
acidic	JJ	acidic
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
news	NN	news
for	IN	for
coral	JJ	coral
reefs	NNS	reef
and	CC	and
oxygen-producing	NN	oxygen-producing
plankton	NN	plankton
.	SENT	.
Also	RB	also
it	PP	it
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
news	NN	news
for	IN	for
us	PP	us
.	SENT	.
We	PP	we
'	''	'
re	IN	re
putting	VBG	put
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
tons	NNS	ton
of	IN	of
plastic	NN	plastic
and	CC	and
other	JJ	other
trash	NN	trash
into	IN	into
the	DT	the
sea	NN	sea
.	SENT	.
Millions	NNS	million
of	IN	of
tons	NNS	ton
of	IN	of
discarded	VBN	discard
fishing	NN	fishing
nets	NNS	net
,	,	,
gear	NN	gear
that	WDT	that
continues	VBZ	continue
to	TO	to
kill	VB	kill
.	SENT	.
We	PP	we
'	''	'
re	IN	re
clogging	VBG	clog
the	DT	the
ocean	NN	ocean
,	,	,
poisoning	VBG	poison
the	DT	the
planet	NN	planet
'	POS	'
s	JJ	<unknown>
circulatory	JJ	circulatory
system	NN	system
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
taking	VBG	take
out	RP	out
hundreds	NNS	hundred
of	IN	of
millions	NNS	million
of	IN	of
tons	NNS	ton
of	IN	of
