Hi	UH	hi
the	DT	the
highway	NN	highway
.	SENT	.
He	PP	he
has	VBZ	have
a	DT	a
telephone	NN	telephone
booth	NN	booth
.	SENT	.
And	CC	and
then	RB	then
it	PP	it
started	VBD	start
,	,	,
there	EX	there
was	VBD	be
no	RB	no
turning	VBG	turn
back	RB	back
after	IN	after
that	DT	that
.	SENT	.
This	DT	this
is	VBZ	be
Sadua	NP	<unknown>
who	WP	who
came	VBD	come
and	CC	and
surrendered	VBD	surrender
his	PP$	his
bear	NN	bear
.	SENT	.
And	CC	and
now	RB	now
he	PP	he
runs	VBZ	run
a	DT	a
cattle	NNS	cattle
fodder	NN	fodder
store	NN	store
and	CC	and
a	DT	a
grain	NN	grain
store	NN	store
near	IN	near
Agra	NP	Agra
.	SENT	.
Then	RB	then
there	EX	there
was	VBD	be
no	RB	no
looking	VBG	look
back	RB	back
at	IN	at
all	DT	all
for	IN	for
us	PP	us
.	SENT	.
We	PP	we
gave	VBD	give
cycle	NN	cycle
rickshaws	NNS	rickshaw
.	SENT	.
We	PP	we
set	VBD	set
up	RP	up
carpet-weaving	JJ	<unknown>
units	NNS	unit
,	,	,
vocational	JJ	vocational
training	NN	training
for	IN	for
the	DT	the
women	NNS	woman
.	SENT	.
The	DT	the
women	NNS	woman
were	VBD	be
just	RB	just
not	RB	not
allowed	VBN	allow
to	TO	to
come	VB	come
out	RP	out
of	IN	of
the	DT	the
community	NN	community
and	CC	and
work	NN	work
with	IN	with
mainstream	JJ	mainstream
society	NN	society
.	SENT	.
So	RB	so
,	,	,
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
address	VB	address
that	DT	that
.	SENT	.
Education	NN	education
.	SENT	.
The	DT	the
kids	NNS	kid
never	RB	never
went	VBD	go
to	TO	to
school	NN	school
.	SENT	.
They	PP	they
only	RB	only
had	VBD	have
Islamic	JJ	Islamic
education	NN	education
,	,	,
very	RB	very
little	RB	little
of	IN	of
it	PP	it
.	SENT	.
And	CC	and
they	PP	they
were	VBD	be
never	RB	never
allowed	VBN	allow
to	TO	to
go	VB	go
to	TO	to
school	NN	school
because	IN	because
they	PP	they
were	VBD	be
an	DT	an
extra	JJ	extra
earning	NN	earning
hand	NN	hand
at	IN	at
home	NN	home
.	SENT	.
So	RB	so
we	PP	we
managed	VBD	manage
to	TO	to
get	VB	get
education	NN	education
.	SENT	.
So	RB	so
,	,	,
we	PP	we
sponsor	VBP	sponsor
600	CD	@card@
children	NNS	child
education	NN	education
programs	NNS	program
today	NN	today
.	SENT	.
We	PP	we
were	VBD	be
able	JJ	able
to	TO	to
ensure	VB	ensure
brighter	JJR	bright
futures	NNS	future
for	IN	for
these	DT	these
people	NNS	people
.	SENT	.
Of	IN	of
course	NN	course
we	PP	we
also	RB	also
had	VBD	have
to	TO	to
get	VB	get
the	DT	the
bears	NNS	bear
in	IN	in
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
happens	VBZ	happen
to	TO	to
the	DT	the
bears	NNS	bear
when	WRB	when
they	PP	they
come	VBP	come
in	IN	in
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
turn	VBP	turn
them	PP	them
into	IN	into
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
veterinary	JJ	veterinary
facility	NN	facility
in	IN	in
our	PP$	our
rescue	NN	rescue
centers	NNS	center
.	SENT	.
So	RB	so
,	,	,
basically	RB	basically
in	IN	in
2002	NP	@card@
there	EX	there
were	VBD	be
1	CD	@card@
,	,	,
200	CD	@card@
dancing	NN	dancing
bears	NNS	bear
.	SENT	.
We	PP	we
rescued	VBD	rescue
over	IN	over
550	CD	@card@
dancing	NN	dancing
bears	NNS	bear
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
ensure	VB	ensure
better	JJR	good
futures	NNS	future
for	IN	for
the	DT	the
people	NNS	people
and	CC	and
the	DT	the
bears	NNS	bear
.	SENT	.
The	DT	the
big	JJ	big
news	NN	news
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
announce	VB	announce
today	NN	today
is	VBZ	be
that	IN	that
next	JJ	next
month	NN	month
we	PP	we
will	MD	will
be	VB	be
bringing	VBG	bring
in	IN	in
the	DT	the
very	RB	very
last	JJ	last
bear	NN	bear
of	IN	of
India	NP	India
,	,	,
into	IN	into
our	PP$	our
rescue	NN	rescue
center	NN	center
.	SENT	.
And	CC	and
India	NP	India
will	MD	will
no	RB	no
longer	RBR	longer
have	VB	have
to	TO	to
witness	VB	witness
this	DT	this
cruel	JJ	cruel
barbaric	JJ	barbaric
practice	NN	practice
which	WDT	which
has	VBZ	have
been	VBN	be
here	RB	here
for	IN	for
centuries	NNS	century
.	SENT	.
And	CC	and
the	DT	the
people	NNS	people
can	MD	can
hold	VB	hold
their	PP$	their
heads	NNS	head
up	RB	up
high	JJ	high
.	SENT	.
And	CC	and
the	DT	the
Qalandar	NP	<unknown>
people	NNS	people
will	MD	will
rise	VB	rise
above	IN	above
all	PDT	all
this	DT	this
cruel	JJ	cruel
barbaric	JJ	barbaric
past	NN	past
that	IN	that
they	PP	they
'	POS	'
ve	NN	ve
lived	VBD	live
all	PDT	all
their	PP$	their
lives	NNS	life
.	SENT	.
And	CC	and
the	DT	the
beautiful	JJ	beautiful
bears	NNS	bear
can	MD	can
of	IN	of
course	NN	course
live	VBP	live
in	IN	in
the	DT	the
wild	JJ	wild
again	RB	again
.	SENT	.
And	CC	and
there	EX	there
will	MD	will
be	VB	be
no	RB	no
more	RBR	more
removing	VBG	remove
of	IN	of
these	DT	these
bears	NNS	bear
.	SENT	.
And	CC	and
the	DT	the
children	NNS	child
,	,	,
both	CC	both
humans	NNS	human
and	CC	and
bear	NN	bear
cubs	NNS	cub
can	MD	can
live	VB	live
peacefully	RB	peacefully
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
