Chris chris
. .
But but
if if
all all
the the
scientists scientist
and and
engineers engineer
disappeared disappear
one one
week week
, ,
it it
would would
be be
way way
more more
than than
a a
nuisance nuisance
. .
CA ca
: :
We we
still still
believe believe
that that
, ,
I i
think think
. .
SB sb
: :
So so
focus focus
on on
that that
. .
And and
then then
the the
New new
Left left
was be
talking talk
about about
power power
to to
the the
people people
. .
And and
people people
like like
Steve steve
Jobs jobs
and and
Steve steve
Wozniak wozniak
cut cut
that that
and and
just just
said say
, ,
power power
to to
people people
, ,
tools tool
that that
actually actually
work work
. .
And and
so so
, ,
where where
Fuller fuller
was be
saying say
don don
' '
t t
try try
to to
change change
human human
nature nature
, ,
people people
have have
been be
trying try
for for
a a
long long
time time
and and
it it
does do
not not
even even
bend bend
, ,
but but
you you
can can
change change
tools tool
very very
easily easily
. .
So so
the the
efficient efficient
thing thing
to to
do do
if if
you you
want want
to to
make make
the the
world world
better well
is be
not not
try try
to to
make make
people people
behave behave
differently differently
like like
the the
New new
Left left
was be
, ,
but but
just just
give give
them them
tools tool
that that
go go
in in
the the
right right
direction direction
. .
That that
was be
the the
Whole whole
Earth earth
Catalog catalog
. .
CA ca
: :
And and
Stewart stewart
, ,
the the
central central
image image
â â
this this
is be
one one
of of
the the
first first
images image
, ,
the the
first first
time time
people people
had have
seen see
Earth earth
from from
outer outer
space space
. .
That that
had have
an an
impact impact
, ,
too too
. .
SB sb
: :
It it
was be
kind kind
of of
a a
chance chance
that that
in in
the the
spring spring
of of
' '
66 @card@
, ,
thanks thanks
to to
an an
LSD lsd
experience experience
on on
a a
rooftop rooftop
in in
San san
Francisco francisco
, ,
I i
got get
thinking think
about about
, ,
again again
, ,
something something
that that
Fuller fuller
talked talk
about about
, ,
that that
a a
lot lot
of of
people people
assume assume
that that
the the
Earth earth
is be
flat flat
and and
kind kind
of of
infinite infinite
in in
terms term
of of
its its
resources resource
, ,
but but
once once
you you
really really
grasp grasp
that that
it it
' '
s s
a a
sphere sphere
and and
that that
there there
' '
s s
only only
so so
much much
of of
it it
, ,
then then
you you
start start
husbanding husband
your your
resources resource
and and
thinking think
about about
it it
as as
a a
finite finite
system system
. .
" "
Spaceship spaceship
Earth earth
" "
was be
his his
metaphor metaphor
. .
And and
I i
wanted want
that that
to to
be be
the the
case case
, ,
but but
on on
LSD lsd
I i
was be
getting get
higher high
and and
higher high
on on
my my
hundred hundred
micrograms microgram
on on
the the
roof roof
of of
San san
Francisco francisco
, ,
and and
noticed notice
that that
the the
downtown downtown
buildings building
which which
were be
right right
in in
front front
of of
me me
were be
not not
all all
parallel parallel
, ,
they they
were be
sort sort
of of
fanned fan
out out
like like
this this
. .
And and
that that
' '
s s
because because
they they
are be
on on
a a
curved curve
surface surface
. .
And and
if if
I i
were be
even even
higher high
, ,
I i
would would
see see
that that
even even
more more
clearly clearly
, ,
higher high
than than
that that
, ,
more more
clearly clearly
still still
, ,
higher high
enough enough
, ,
and and
it it
would would
close close
, ,
and and
you you
would would
get get
the the
circle circle
of of
Earth earth
from from
space space
. .
And and
I i
thought think
, ,
you you
know know
, ,
we we
' '
ve ve
been be
in in
space space
for for
10 @card@
years year
â â
at at
that that
time time
, ,
this this
is be
' '
66 @card@
â â
and and
the the
cameras camera
had have
never never
looked look
back back
. .
They they
' '
d d
always always
been be
looking look
out out
or or
looking look
at at
just just
parts part
of of
the the
Earth earth
. .
And and
so so
I i
said say
, ,
why why
haven haven
' '
t t
we we
seen see
a a
photograph photograph
of of
the the
whole whole
Earth earth
yet yet
? ?
And and
it it
went go
around around
and and
NASA nasa
got get
it it
and and
senators senator
, ,
secretaries secretary
got get
it it
, ,
and and
various various
people people
in in
the the
Politburo politburo
got get
it it
, ,
and and
it it
went go
around around
and and
around around
. .
And and
within within
two two
and and
a a
half half
years year
, ,
about about
the the
time time
the the
Whole whole
Earth earth
Catalog catalog
came come
out out
, ,
these these
images image
started start
to to
appear appear
, ,
and and
indeed indeed
, ,
they they
did do
transform transform
everything everything
. .
And and
my my
idea idea
of of
hacking hack
civilization civilization
is be
that that
you you
try try
to to
do do
something something
lazy lazy
and and
ingenious ingenious
and and
just just
sort sort
of of
trick trick
the the
situation situation
. .
So so
all all
of of
these these
photographs photograph
that that
you you
see see
â â
and and
then then
the the
march march
for for
science science
last last
week week
, ,
they they
were be
carrying carry
these these
Whole whole
Earth earth
banners banner
and and
so so
on on
â â
I i
did do
that that
with with
no no
work work
. .
I i
sold sell
those those
buttons button
for for
25 @card@
cents cent
apiece apiece
. .
So so
, ,
you you
know know
, ,
tweaking tweak
the the
system system
is be
, ,
I i
think think
, ,
not not
only only
the the
most most
efficient efficient
way way
to to
make make
the the
system system
go go
in in
interesting interesting
ways way
, ,
but but
in in
some some
ways way
, ,
the the
safest safe
way way
, ,
because because
when when
you you
try try
to to
horse horse
the the
whole whole
system system
around around
in in
a a
big big
way way
, ,
you you
can can
get get
into into
big big
horsing-around horsing-around
problems problem
, ,
but but
if if
you you
tweak tweak
it it
, ,
it it
will will
adjust adjust
to to
the the
tweak tweak
. .
CA ca
: :
So so
since since
then then
, ,
among among
many many
other other
things thing
, ,
you you
' '
ve ve
been be
regarded regard
as as
a a
leading lead
voice voice
in in
the the
environmental environmental
movement movement
, ,
but but
you you
are be
also also
a a
counterculturalist counterculturalist
, ,
and and
recently recently
, ,
you you
' '
ve ve
been be
taking take
on on
a a
lot lot
of of
, ,
well well
, ,
you you
' '
ve ve
been be
declaring declare
what what
a a
lot lot
of of
environmentalists environmentalist
almost almost
believe believe
are be
heresies heresy
. .
I i
kind kind
of of
want want
to to
explore explore
a a
couple couple
of of
those those
. .
I i
mean mean
, ,
tell tell
me me
about about
this this
image image
here here
. .
SB sb
: :
Ha-ha ha-ha
! !
That that
' '
s s
a a
National national
Geographic geographic
image image
of of
what what
is be
called call
the the
mammoth mammoth
steppe steppe
, ,
what what
the the
far far
north north
, ,
the the
sub-Arctic sub-arctic
and and
Arctic arctic
region region
, ,
used use
to to
look look
like like
. .
In in
fact fact
, ,
the the
whole whole
world world
used use
to to
look look
like like
that that
. .
What what
we we
find find
in in
South south
Africa africa
and and
the the
Serengeti serengeti
now now
, ,
lots lot
of of
big big
animals animal
, ,
was be
the the
case case
in in
this this
part part
of of
Canada canada
, ,
throughout throughout
the the
US us
, ,
throughout throughout
Eurasia eurasia
, ,
throughout throughout
the the
world world
. .
This this
was be
the the
norm norm
and and
can can
be be
again again
. .
So so
in in
a a
sense sense
, ,
my my
long-term long-term
goal goal
at at
this this
point point
is be
to to
not not
only only
bring bring
back back
those those
animals animal
and and
the the
grassland grassland
they they
made make
, ,
which which
could could
be be
a a
climate climate
stabilization stabilization
system system
over over
the the
long long
run run
, ,
but but
even even
the the
mammoths mammoth
there there
in in
the the
background background
that that
are be
part part
of of
the the
story story
. .
And and
I i
think think
that that
' '
s s
probably probably
a a
200- @card@
year year
goal goal
. .
Maybe maybe
in in
100 @card@
, ,
by by
the the
end end
of of
this this
century century
, ,
we we
should should
be be
able able
to to
dial dial
down down
the the
extinction extinction
rate rate
to to
sort sort
of of
what what
it it
' '
s s
been be
in in
the the
background background
. .
Bringing bring
back back
this this
amount amount
of of
bio-abundance bio-abundance
will will
take take
longer longer
, ,
but but
it it
' '
s s
worth worth
doing do
. .
CA ca
: :
We we
' '
ll ll
come come
back back
to to
the the
mammoths mammoth
, ,
but but
explain explain
how how
we we
should should
think think
of of
extinctions extinction
. .
Obviously obviously
, ,
one one
of of
the the
huge huge
concerns concern
right right
now now
is be
that that
extinction extinction
is be
happening happen
at at
a a
faster fast
rate rate
than than
ever ever
in in
history history
. .
That that
' '
s s
the the
meme meme
that that
' '
s s
out out
there there
. .
How how
should should
we we
think think
of of
it it
? ?
SB sb
: :
The the
story story
that that
' '
s s
out out
there there
is be
that that
we we
' '
re re
in in
the the
middle middle
of of
the the
Sixth sixth
Extinction extinction
or or
maybe maybe
in in
the the
beginning beginning
of of
the the
Sixth sixth
Extinction extinction
. .
Because because
we we
' '
re re
in in
the the
de-extinction de-extinction
business business
, ,
the the
preventing-extinction preventing-extinction
business business
with with
Revive revive
& &
Restore restore
, ,
we we
started start
looking look
at at
what what
' '
s s
actually actually
going go
on on
with with
extinction extinction
. .
And and
it it
turns turn
out out
, ,
there there
' '
s s
a a
very very
confused confuse
set set
of of
data datum
out out
there there
which which
gets get
oversimplified oversimplify
into into
the the
narrative narrative
of of
we we
' '
re re
becoming become
. .
. .
. .
Here here
are be
five five
mass mass
extinctions extinction
that that
are be
indicated indicate
by by
the the
yellow yellow
triangles triangle
, ,
and and
we we
' '
re re
now now
next next
. .
The the
last last
one one
there there
on on
the the
far far
right right
was be
the the
meteor meteor
that that
struck strike
66 @card@
million million
years year
ago ago
and and
did do
in in
the the
dinosaurs dinosaur
. .
And and
the the
story story
is be
, ,
we we
' '
re re
the the
next next
meteor meteor
. .
Well well
, ,
here here
' '
s s
the the
deal deal
. .
I i
wound wind
up up
researching research
this this
for for
a a
paper paper
I i
wrote write
, ,
that that
a a
mass mass
extinction extinction
is be
when when
75 @card@
percent percent
of of
all all
the the
species species
in in
the the
world world
go go
extinct extinct
. .
Well well
, ,
there there
' '
s s
on on
the the
order order
of of
five-and-a-half-million five-and-a-half-million
species specie
, ,
of of
which which
we we
' '
ve ve
identified identify
one one
and and
a a
half half
million million
. .
Another another
14 @card@
, ,
000 @card@
are be
being be
identified identify
every every
year year
. .
There there
' '
s s
a a
lot lot
of of
biology biology
going go
on on
out out
there there
. .
Since since
1500 @card@
, ,
about about
500 @card@
species specie
have have
gone go
extinct extinct
, ,
and and
you you
' '
ll ll
see see
the the
term term
" "
mass mass
extinction extinction
" "
kind kind
of of
used use
in in
strange strange
ways way
. .
So so
there there
was be
, ,
about about
a a
year year
and and
a a
half half
ago ago
, ,
a a
front-page front-page
story story
by by
Carl carl
Zimmer zimmer
in in
the the
New new
York york
Times times
, ,
" "
Mass mass
Extinction extinction
in in
the the
Oceans ocean
, ,
Broad broad
Studies studies
Show show
. .
" "
And and
then then
you you
read read
into into
the the
article article
, ,
and and
it it
mentions mention
that that
since since
1500 @card@
, ,
15 @card@
species specie
â â
one one
, ,
five five
â â
have have
gone go
extinct extinct
in in
the the
oceans ocean
, ,
and and
, ,
oh oh
, ,
by by
the the
way way
, ,
none none
in in
the the
last last
50 @card@
years year
. .
And and
you you
read read
further further
into into
the the
story story
, ,
and and
it it
' '
s s
saying saying
, ,
the the
horrifying horrify
thing thing
that that
' '
s s
going go
on on
is be
that that
the the
fisheries fishery
are be
so so
overfishing overfish
the the
wild wild
fishes fish
, ,
that that
it it
is be
taking take
down down
the the
fish fish
populations population
in in
the the
oceans ocean
by by
38 @card@
percent percent
. .
That that
' '
s s
the the
serious serious
thing thing
. .
None none
of of
those those
species specie
are be
probably probably
going go
to to
go go
extinct extinct
. .
So so
you you
' '
ve ve
just just
put put
, ,
that that
headline headline
writer writer
put put
a a
panic panic
button button
on on
the the
top top
of of
the the
story story
. .
It it
' '
s s
clickbait clickbait
kind kind
of of
stuff stuff
, ,
but but
it it
' '
s s
basically basically
saying say
, ,
" "
Oh oh
my my
God god
, ,
start start
panicking panick
, ,
we we
' '
re re
going go
to to
lose lose
all all
the the
species species
in in
the the
oceans ocean
. .
" "
Nothing nothing
like like
that that
is be
in in
prospect prospect
. .
And and
in in
fact fact
, ,
what what
I i
then then
started start
looking look
into into
in in
a a
little little
more more
detail detail
, ,
the the
Red red
List list
shows show
about about
23 @card@
, ,
000 @card@
species specie
that that
are be
considered consider
threatened threaten
at at
one one
level level
or or
another another
, ,
coming come
from from
the the
International international
Union union
for for
the the
Conservation conservation
of of
Nature nature
, ,
the the
IUCN iucn
. .
And and
Nature nature
Magazine magazine
had have
a a
piece piece
surveying survey
the the
loss loss
of of
wildlife wildlife
, ,
and and
it it
said say
, ,
" "
If if
all all
of of
those those
23 @card@
, ,
000 @card@
went go
extinct extinct
in in
the the
next next
century century
or or
so so
, ,
and and
that that
rate rate
of of
extinction extinction
carried carry
on on
for for
more more
centuries century
and and
millennia millennium
, ,
then then
we we
might might
be be
at at
the the
beginning beginning
of of
a a
sixth sixth
extinction extinction
. .
So so
the the
exaggeration exaggeration
is be
way way
out out
of of
hand hand
. .
But but
environmentalists environmentalist
always always
exaggerate exaggerate
. .
That that
' '
s s
a a
problem problem
. .
CA ca
: :
I i
mean mean
, ,
they they
probably probably
feel feel
a a
moral moral
responsibility responsibility
to to
, ,
because because
they they
care care
so so
much much
about about
the the
thing thing
that that
they they
are be
looking look
at at
, ,
and and
unless unless
you you
bang bang
the the
drum drum
for for
it it
, ,
maybe maybe
no no
one one
listens listen
. .
SB sb
: :
Every every
time time
somebody somebody
says say
moral moral
this this
or or
moral moral
that that
â â
" "
moral moral
hazard hazard
, ,
" "
" "
precautionary precautionary
principle principle
" "
â â
these these
are be
terms term
that that
are be
used use
to to
basically basically
say say
no no
to to
things thing
. .
CA ca
: :
So so
the the
problem problem
isn isn
' '
t t
so so
much much
fish fish
extinction extinction
, ,
animal animal
extinction extinction
, ,
it it
' '
s s
fish fish
flourishing flourishing
, ,
animal animal
flourishing flourishing
, ,
that that
we we
' '
re re
crowding crowd
them them
to to
some some
extent extent
? ?
SB sb
: :
Yeah yeah
, ,
and and
I i
think think
we we
are be
crowding crowd
, ,
and and
there there
is be
losses loss
going go
on on
. .
The the
major major
losses loss
are be
caused cause
by by
agriculture agriculture
, ,
and and
so so
anything anything
that that
improves improve
agriculture agriculture
and and
basically basically
makes make
it it
more more
condensed condensed
, ,
more more
highly highly
productive productive
, ,
including include
GMOs gmos
, ,
please please
, ,
but but
even even
if if
you you
want want
to to
do do
vertical vertical
farms farm
in in
town town
, ,
including include
inside inside
farms farm
, ,
all all
the the
things thing
that that
have have
been be
learned learn
about about
how how
to to
grow grow
pot pot
in in
basements basement
, ,
is be
now now
being be
applied apply
to to
growing grow
vegetables vegetable
inside inside
containers container
â â
that that
' '
s s
great great
, ,
that that
' '
s s
all all
good good
stuff stuff
, ,
because because
land land
sparing spare
is be
the the
main main
thing thing
we we
can can
do do
for for
nature nature
. .
People people
moving move
to to
cities city
is be
good good
. .
Making make
agriculture agriculture
less less
of of
a a
destruction destruction
of of
the the
landscape landscape
is be
good good
. .
CA ca
: :
There there
people people
talking talk
about about
bringing bring
back back
species specie
, ,
rewilding rewilding
. .
. .
. .
Well well
, ,
first first
of of
all all
, ,
rewilding rewilding
species specie
: :
What what
' '
s s
the the
story story
with with
these these
guys guy
? ?
SB sb
: :
Ha-ha ha-ha
! !
Wolves wolf
. .
Europe europe
, ,
connecting connect
to to
the the
previous previous
point point
, ,
we we
' '
re re
now now
at at
probably probably
peak peak
farmland farmland
, ,
and and
, ,
by by
the the
way way
, ,
in in
terms term
of of
population population
, ,
we we
are be
already already
at at
peak peak
children child
being be
alive alive
. .
Henceforth henceforth
, ,
there there
will will
be be
fewer few
and and
fewer few
children child
. .
We we
are be
in in
the the
last last
doubling doubling
of of
human human
population population
, ,
and and
it it
will will
get get
to to
nine nine
, ,
maybe maybe
nine nine
and and
a a
half half
billion billion
, ,
and and
then then
start start
not not
just just
leveling level
off off
, ,
but but
probably probably
going go
down down
. .
Likewise likewise
, ,
farmland farmland
has have
now now
peaked peak
, ,
and and
one one
of of
the the
ways way
that that
plays play
out out
in in
Europe europe
is be
there there
' '
s s
a a
lot lot
of of
abandoned abandon
farmland farmland
now now
, ,
which which
immediately immediately
reforests reforest
. .
They they
don don
' '
t t
do do
wildlife wildlife
corridors corridor
in in
Europe europe
. .
They they
don don
' '
t t
need need
to to
, ,
because because
so so
many many
of of
these these
farms farm
are be
connected connect
that that
they they
' '
ve ve
made make
reforested reforest
wildlife wildlife
corridors corridor
, ,
that that
the the
wolves wolf
are be
coming come
back back
, ,
in in
this this
case case
, ,
to to
Spain spain
. .
They they
' '
ve ve
gotten get
all all
the the
way way
to to
the the
Netherlands netherlands
. .
There there
' '
s s
bears bear
coming come
back back
. .
There there
' '
s s
lynx lynx
coming come
back back
. .
There there
' '
s s
the the
European european
jackal jackal
. .
I i
had have
no no
idea idea
such such
a a
thing thing
existed exist
. .
They they
' '
re re
coming come
back back
from from
Italy italy
to to
the the
rest rest
of of
Europe europe
. .
And and
unlike unlike
here here
, ,
these these
are be
all all
predators predator
, ,
which which
is be
kind kind
of of
interesting interesting
. .
They they
are be
being be
welcomed welcome
by by
Europeans europeans
. .
They they
' '
ve ve
been be
missed miss
. .
CA ca
: :
And and
counterintuitively counterintuitively
, ,
when when
you you
bring bring
back back
the the
predators predator
, ,
it it
actually actually
increases increase
rather rather
than than
reduces reduce
the the
diversity diversity
of of
the the
underlying underlie
ecosystem ecosystem
often often
. .
SB sb
: :
Yeah yeah
, ,
generally generally
predators predator
and and
large large
animals animal
â â
large large
animals animal
and and
large large
animals animal
with with
sharp sharp
teeth tooth
and and
claws claw
â â
are be
turning turn
out out
to to
be be
highly highly
important important
for for
a a
really really
rich rich
ecosystem ecosystem
. .
CA ca
: :
Which which
maybe maybe
brings bring
us us
to to
this this
rather rather
more more
dramatic dramatic
rewilding rewilding
project project
that that
you you
' '
ve ve
got get
yourself yourself
involved involve
in in
. .
Why why
would would
someone someone
want want
to to
bring bring
back back
these these
terrifying terrifying
woolly woolly
mammoths mammoth
? ?
SB sb
: :
Hmm hmm
. .
Asian asian
elephants elephant
are be
the the
closest close
relative relative
to to
the the
woolly woolly
mammoth mammoth
, ,
and and
they they
' '
re re
about about
the the
same same
size size
, ,
genetically genetically
very very
close close
. .
They they
diverged diverge
quite quite
recently recently
in in
evolutionary evolutionary
history history
. .
The the
Asian asian
elephants elephant
are be
closer close
to to
woolly woolly
mammoths mammoth
than than
they they
are be
to to
African african
elephants elephant
, ,
but but
they they
' '
re re
close close
enough enough
to to
African african
elephants elephant
that that
they they
have have
successfully successfully
hybridized hybridize
. .
So so
we we
' '
re re
working working
with with
George george
Church church
at at
Harvard harvard
, ,
who who
has have
already already
moved move
the the
genes gene
for for
four four
major major
traits trait
from from
the the
now now
well-preserved well-preserved
, ,
well-studied well-studied
genome genome
of of
the the
woolly woolly
mammoth mammoth
, ,
thanks thanks
to to
so-called so-called
" "
ancient ancient
DNA dna
analysis analysis
. .
" "
And and
in in
the the
lab lab
, ,
he he
has have
moved move
those those
genes gene
into into
living live
Asian asian
elephant elephant
cell cell
lines line
, ,
where where
they they
' '
re re
taking take
up up
their their
proper proper
place place
thanks thanks
to to
CRISPR crispr
. .
I i
mean mean
, ,
they they
' '
re re
not not
shooting shoot
the the
genes gene
in in
like like
you you
did do
with with
genetic genetic
engineering engineering
. .
Now now
with with
CRISPR crispr
you you
' '
re re
editing edit
, ,
basically basically
, ,
one one
allele allele
, ,
and and
replacing replace
it it
in in
the the
place place
of of
another another
allele allele
. .
So so
you you
' '
re re
now now
getting get
basically basically
Asian asian
elephant elephant
germline germline
cells cell
that that
are be
effectively effectively
in in
terms term
of of
the the
traits trait
that that
you you
' '
re re
going go
for for
to to
be be
comfortable comfortable
in in
the the
Arctic arctic
, ,
you you
' '
re re
getting get
them them
in in
there there
. .
So so
we we
go go
through through
the the
process process
of of
getting get
that that
through through
a a
surrogate surrogate
mother mother
, ,
an an
Asian asian
elephant elephant
mother mother
. .
You you
can can
get get
a a
proxy proxy
, ,
as as
it it
' '
s s
being be
called call
by by
conservation conservation
biologists biologist
, ,
of of
the the
woolly woolly
mammoth mammoth
, ,
that that
is be
effectively effectively
a a
hairy hairy
, ,
curly-trunked curly-trunked
, ,
Asian asian
elephant elephant
that that
is be
perfectly perfectly
comfortable comfortable
in in
the the
sub-Arctic sub-arctic
. .
Now now
, ,
it it
' '
s s
the the
case case
, ,
so so
many many
people people
say say
, ,
" "
Well well
, ,
how how
are be
you you
going go
to to
get get
them them
there there
? ?
And and
Asian asian
elephants elephant
, ,
they they
don don
' '
t t
like like
snow snow
, ,
right right
? ?
" "
Well well
, ,
it it
turns turn
out out
, ,
they they
do do
like like
snow snow
. .
There there
' '
s s
some some
in in
an an
Ontario ontario
zoo zoo
that that
have have
made make
snowballs snowball
bigger big
than than
people people
. .
They they
just just
love love
â â
you you
know know
, ,
with with
a a
trunk trunk
, ,
you you
can can
start start
a a
little little
thing thing
, ,
roll roll
it it
and and
make make
it it
bigger big
. .
And and
then then
people people
say say
, ,
" "
Yeah yeah
, ,
but but
it it
' '
s s
22 @card@
months month
of of
gestation gestation
. .
This this
kind kind
of of
cross-species cross-specie
cloning clon
is be
tricky tricky
business business
, ,
anyway anyway
. .
Are be
you you
going go
to to
lose lose
some some
of of
the the
surrogate surrogate
Asian asian
elephant elephant
mothers mother
? ?
" "
And and
then then
George george
Church church
says say
, ,
" "
That that
' '
s s
all all
right right
. .
We we
' '
ll ll
do do
an an
artificial artificial
uterus uterus
and and
grow grow
them them
that that
way way
. .
" "
Then then
people people
say say
, ,
" "
Yeah yeah
, ,
next next
century century
, ,
maybe maybe
, ,
" "
except except
the the
news news
came come
out out
this this
week week
in in
Nature nature
that that
there there
' '
s s
now now
an an
artificial artificial
uterus uterus
in in
which which
they they
' '
ve ve
grown grow
a a
lamb lamb
to to
four four
weeks week
. .
That that
' '
s s
halfway halfway
through through
its its
gestation gestation
period period
. .
So so
this this
stuff stuff
is be
moving move
right right
along along
. .
CA ca
: :
But but
why why
should should
we we
want want
a a
world world
where where
â â
Picture picture
a a
world world
where where
there there
are be
thousands thousand
of of
these these
things thing
thundering thunder
across across
Siberia siberia
. .
Is be
that that
a a
better good
world world
? ?
SB sb
: :
Potentially potentially
. .
It it
' '
s s
â â
There there
' '
s s
three three
groups group
, ,
basically basically
, ,
working work
on on
the the
woolly woolly
mammoth mammoth
seriously seriously
: :
Revive revive
& &
Restore restore
, ,
we we
' '
re re
kind kind
of of
in in
the the
middle middle
; ;
George george
Church church
and and
the the
group group
at at
Harvard harvard
that that
are be
doing do
the the
genetics genetics
in in
the the
lab lab
; ;
and and
then then
there there
' '
s s
an an
amazing amazing
old old
scientist scientist
named name
Zimov zimov
who who
works work
in in
northern northern
Siberia siberia
, ,
and and
his his
son son
Nikita nikita
, ,
who who
has have
bought buy
into into
the the
system system
, ,
and and
they they
are be
, ,
Sergey sergey
and and
Nikita nikita
Zimov zimov
have have
been be
, ,
for for
25 @card@
years year
, ,
creating create
what what
they they
call call
" "
Pleistocene pleistocene
Park park
, ,
" "
which which
is be
a a
place place
in in
a a
really really
tough tough
part part
of of
Siberia siberia
that that
is be
pure pure
tundra tundra
. .
And and
the the
research research
that that
' '
s s
been be
done do
shows show
that that
there there
' '
s s
probably probably
one one
one-hundredth one-hundredth
of of
the the
animals animal
on on
the the
landscape landscape
there there
that that
there there
used use
to to
be be
. .
Like like
that that
earlier early
image image
, ,
we we
saw see
lots lot
of of
animals animal
. .
Now now
there there
' '
s s
almost almost
none none
. .
The the
tundra tundra
is be
mostly mostly
moss moss
, ,
and and
then then
there there
' '
s s
the the
boreal boreal
forest forest
. .
And and
that that
' '
s s
the the
way way
it it
is be
, ,
folks folk
. .
There there
' '
s s
just just
a a
few few
animals animal
there there
. .
So so
they they
brought bring
in in
a a
lot lot
of of
grazing grazing
animals animal
: :
musk musk
ox ox
, ,
Yakutian yakutian
horses horse
, ,
they they
' '
re re
bringing bring
in in
some some
bison bison
, ,
they they
' '
re re
bringing bring
in in
some some
more more
now now
, ,
and and
put put
them them
in in
at at
the the
density density
that that
they they
used use
to to
be be
. .
And and
grasslands grassland
are be
made make
by by
grazers grazer
. .
So so
these these
animals animal
are be
there there
, ,
grazing graze
away away
, ,
and and
they they
' '
re re
doing do
a a
couple couple
of of
things thing
. .
First first
of of
all all
, ,
they they
' '
re re
turning turn
the the
tundra tundra
, ,
the the
moss moss
, ,
back back
into into
grassland grassland
. .
Grassland grassland
fixes fix
carbon carbon
. .
Tundra tundra
, ,
in in
a a
warming warming
world world
, ,
is be
thawing thaw
and and
releasing release
a a
lot lot
of of
carbon carbon
dioxide dioxide
and and
also also
methane methane
. .
So so
already already
in in
their their
little little
25 @card@
square square
miles mile
, ,
they they
' '
re re
doing do
a a
climate climate
stabilization stabilization
thing thing
. .
Part part
of of
that that
story story
, ,
though though
, ,
is be
that that
the the
boreal boreal
forest forest
is be
very very
absorbent absorbent
to to
sunlight sunlight
, ,
even even
in in
the the
winter winter
when when
snow snow
is be
on on
the the
ground ground
. .
And and
the the
way way
the the
mammoth mammoth
steppe steppe
, ,
which which
used use
to to
wrap wrap
all all
the the
way way
around around
the the
North north
Pole pole
â â
there there
' '
s s
a a
lot lot
of of
landmass landmass
around around
the the
North north
Pole pole
â â
that that
was be
all all
this this
grassland grassland
. .
And and
the the
steppe steppe
was be
magnificent magnificent
, ,
probably probably
one one
of of
the the
most most
productive productive
biomes biome
in in
the the
world world
, ,
the the
biggest big
biome biome
in in
the the
world world
. .
The the
forest forest
part part
of of
it it
, ,
right right
now now
, ,
Sergey sergey
Zimov zimov
and and
Nikita nikita
go go
out out
with with
this this
old old
military military
tank tank
they they
got get
for for
nothing nothing
, ,
and and
they they
knock knock
down down
the the
trees tree
. .
And and
that that
' '
s s
a a
bore bore
, ,
and and
it it
' '
s s
tiresome tiresome
, ,
and and
as as
Sergey sergey
says say
, ,
" "
. .
. .
. .
and and
they they
make make
no no
dung dung
! !
" "
which which
, ,
by by
the the
way way
, ,
these these
big big
animals animal
do do
, ,
including include
mammoths mammoth
. .
So so
mammoths mammoth
become become
what what
conservation conservation
biologists biologist
call call
an an
umbrella umbrella
species species
. .
It it
' '
s s
an an
exciting exciting
