Chris chris
supercomputers supercomputer
, ,
but but
even even
here here
you you
see see
this this
ring ring
of of
light light
, ,
which which
is be
the the
orbit orbit
of of
photons photon
. .
That that
' '
s s
where where
photons photon
literally literally
move move
around around
the the
black black
hole hole
, ,
and and
around around
that that
is be
this this
hot hot
gas gas
that that
' '
s s
drawn draw
to to
the the
black black
hole hole
, ,
and and
it it
' '
s s
hot hot
because because
of of
friction friction
. .
All all
this this
gas gas
is be
trying try
to to
get get
into into
a a
very very
small small
volume volume
, ,
so so
it it
heats heat
up up
. .
CA ca
: :
A a
few few
years year
ago ago
, ,
you you
embarked embark
on on
this this
mission mission
to to
try try
and and
actually actually
image image
one one
of of
these these
things thing
. .
And and
I i
guess guess
you you
took take
— -
you you
focused focus
on on
this this
galaxy galaxy
way way
out out
there there
. .
Tell tell
us us
about about
this this
galaxy galaxy
. .
SD sd
: :
This this
is be
the the
galaxy galaxy
— -
we we
' '
re re
going go
to to
zoom zoom
into into
the the
galaxy galaxy
M87 m@card@
, ,
it it
' '
s s
55 @card@
million million
light-years light-year
away away
. .
CA ca
: :
Fifty-five fifty-five
million million
. .
SD sd
: :
Which which
is be
a a
long long
way way
. .
And and
at at
its its
heart heart
, ,
there there
' '
s s
a a
six-and-a-half-billion- six-and-a-half-billion-
solar-mass solar-mass
black black
hole hole
. .
That that
' '
s s
hard hard
for for
us us
to to
really really
fathom fathom
, ,
right right
? ?
Six six
and and
a a
half half
billion billion
suns sun
compressed compress
into into
a a
single single
point point
. .
And and
it it
' '
s s
governing govern
some some
of of
the the
energetics energetics
of of
the the
center center
of of
this this
galaxy galaxy
. .
CA ca
: :
But but
even even
though though
that that
thing thing
is be
so so
huge huge
, ,
because because
it it
' '
s s
so so
far far
away away
, ,
to to
actually actually
dream dream
of of
getting get
an an
image image
of of
it it
, ,
that that
' '
s s
incredibly incredibly
hard hard
. .
The the
resolution resolution
would would
be be
incredible incredible
that that
you you
need need
. .
SD sd
: :
Black black
holes hole
are be
the the
smallest small
objects object
in in
the the
known know
universe universe
. .
But but
they they
have have
these these
outsize outsize
effects effect
on on
whole whole
galaxies galaxy
. .
But but
to to
see see
one one
, ,
you you
would would
need need
to to
build build
a a
telescope telescope
as as
large large
as as
the the
Earth earth
, ,
because because
the the
black black
hole hole
that that
we we
' '
re re
looking look
at at
gives give
off off
copious copious
radio radio
waves wave
. .
It it
' '
s s
emitting emit
all all
the the
time time
. .
CA ca
: :
And and
that that
' '
s s
exactly exactly
what what
you you
did do
. .
SD sd
: :
Exactly exactly
. .
What what
you you
' '
re re
seeing see
here here
is be
we we
used use
telescopes telescope
all all
around around
the the
world world
, ,
we we
synchronized synchronize
them them
perfectly perfectly
with with
atomic atomic
clocks clock
, ,
so so
they they
received receive
the the
light light
waves wave
from from
this this
black black
hole hole
, ,
and and
then then
we we
stitched stitch
all all
of of
that that
data datum
together together
to to
make make
an an
image image
. .
CA ca
: :
To to
do do
that that
the the
weather weather
had have
to to
be be
right right
in in
all all
of of
those those
locations location
at at
the the
same same
time time
, ,
so so
you you
could could
actually actually
get get
a a
clear clear
view view
. .
SD sd
: :
We we
had have
to to
get get
lucky lucky
in in
a a
lot lot
of of
different different
ways way
. .
And and
sometimes sometimes
, ,
it it
' '
s s
better well
to to
be be
lucky lucky
than than
good good
. .
In in
this this
case case
, ,
we we
were be
both both
, ,
I i
like like
to to
think think
. .
But but
light light
had have
to to
come come
from from
the the
black black
hole hole
. .
It it
had have
to to
come come
through through
intergalactic intergalactic
space space
, ,
through through
the the
Earth earth
' '
s s
atmosphere atmosphere
, ,
where where
water water
vapor vapor
can can
absorb absorb
it it
, ,
and and
everything everything
worked work
out out
perfectly perfectly
, ,
the the
size size
of of
the the
Earth earth
at at
that that
wavelength wavelength
of of
light light
, ,
one one
millimeter millimeter
wavelength wavelength
, ,
was be
just just
right right
to to
resolve resolve
that that
black black
hole hole
, ,
55 @card@
million million
light-years light-year
away away
. .
The the
universe universe
was be
telling tell
us us
what what
to to
do do
. .
CA ca
: :
So so
you you
started start
capturing capture
huge huge
amounts amount
of of
data datum
. .
I i
think think
this this
is be
like like
half half
the the
data datum
from from
just just
one one
telescope telescope
. .
SD sd
: :
Yeah yeah
, ,
this this
is be
one one
of of
the the
members member
of of
our our
team team
, ,
Lindy lindy
Blackburn blackburn
, ,
and and
he he
' '
s s
sitting sit
with with
half half
the the
data datum
recorded record
at at
the the
Large large
Millimeter millimeter
Telescope telescope
, ,
which which
is be
atop atop
a a
15 @card@
, ,
000-foot 000-foot
mountain mountain
in in
Mexico mexico
. .
And and
what what
he he
' '
s s
holding holding
there there
is be
about about
half half
a a
petabyte petabyte
. .
Which which
, ,
to to
put put
it it
in in
terms term
that that
we we
might might
understand understand
, ,
it it
' '
s s
about about
5 @card@
, ,
000 @card@
people people
' '
s s
lifetime lifetime
selfie selfie
budget budget
. .
CA ca
: :
It it
' '
s s
a a
lot lot
of of
data datum
. .
So so
this this
was be
all all
shipped ship
, ,
you you
couldn couldn
' '
t t
send send
this this
over over
the the
internet internet
. .
All all
this this
data datum
was be
shipped ship
to to
one one
place place
and and
the the
massive massive
computer computer
effort effort
began begin
to to
try try
and and
analyze analyze
it it
. .
And and
you you
didn didn
' '
t t
really really
know know
what what
you you
were be
going go
to to
see see
coming come
out out
of of
this this
. .
SD sd
: :
The the
way way
this this
technique technique
works work
that that
we we
used use
— -
imagine imagine
taking take
an an
optical optical
mirror mirror
and and
smashing smash
it it
and and
putting put
all all
the the
shards shard
in in
different different
places place
. .
The the
way way
a a
normal normal
mirror mirror
works work
is be
the the
light light
rays ray
bounce bounce
off off
the the
surface surface
, ,
which which
is be
perfect perfect
, ,
and and
they they
focus focus
in in
a a
certain certain
point point
at at
the the
same same
time time
. .
We we
take take
all all
these these
recordings recording
, ,
and and
with with
atomic atomic
clock clock
precision precision
we we
align align
them them
perfectly perfectly
, ,
later later
in in
a a
supercomputer supercomputer
. .
And and
we we
recreate recreate
kind kind
of of
an an
Earth-sized earth-sized
lens lens
. .
And and
the the
only only
way way
to to
do do
that that
is be
to to
bring bring
the the
data datum
back back
by by
plane plane
. .
You you
can can
' '
t t
beat beat
the the
bandwidth bandwidth
of of
a a
747 747
filled fill
with with
hard hard
discs disc
. .
CA ca
: :
And and
so so
, ,
I i
guess guess
a a
few few
weeks week
or or
a a
few few
months month
ago ago
, ,
on on
a a
computer computer
screen screen
somewhere somewhere
, ,
this this
started start
to to
come come
into into
view view
. .
This this
moment moment
. .
SD sd
: :
Well well
, ,
it it
took take
a a
long long
time time
. .
CA ca
: :
I i
mean mean
, ,
look look
at at
this this
. .
That that
was be
it it
. .
That that
was be
the the
first first
image image
. .
So so
tell tell
us us
what what
we we
' '
re re
really really
looking look
at at
there there
. .
SD sd
: :
I i
still still
love love
it it
. .
So so
what what
you you
' '
re re
seeing see
is be
that that
last last
orbit orbit
of of
photons photon
. .
You you
' '
re re
seeing see
Einstein einstein
' '
s s
geometry geometry
laid lay
bare bare
. .
The the
puncture puncture
in in
space-time space-time
is be
so so
deep deep
that that
light light
moves move
around around
in in
orbit orbit
, ,
so so
that that
light light
behind behind
the the
black black
hole hole
, ,
as as
I i
think think
we we
' '
ll ll
see see
soon soon
, ,
moves move
around around
and and
comes come
to to
us us
on on
these these
parallel parallel
lines line
at at
exactly exactly
that that
orbit orbit
. .
It it
turns turn
out out
, ,
that that
orbit orbit
is be
the the
square square
root root
of of
27 @card@
times time
just just
a a
handful handful
of of
fundamental fundamental
constants constant
. .
It it
' '
s s
extraordinary extraordinary
when when
you you
think think
about about
it it
. .
CA ca
: :
When when
. .
. .
. .
In in
my my
head head
, ,
initially initially
, ,
when when
I i
thought think
of of
black black
holes hole
, ,
I i
' '
m m
thinking thinking
that that
is be
the the
event event
horizon horizon
, ,
there there
' '
s s
lots lot
of of
matter matter
and and
light light
whirling whirl
around around
in in
that that
shape shape
. .
But but
it it
' '
s s
actually actually
more more
complicated complicated
than than
that that
. .
Well well
, ,
talk talk
us us
through through
this this
animation animation
, ,
because because
it it
' '
s s
light light
being be
lensed lensed
around around
it it
. .
SD sd
: :
You you
' '
ll ll
see see
here here
that that
some some
light light
from from
behind behind
it it
gets get
lensed lensed
, ,
and and
some some
light light
does do
a a
loop-the-loop loop-the-loop
around around
the the
entire entire
orbit orbit
of of
the the
black black
hole hole
. .
But but
when when
you you
get get
enough enough
light light
from from
all all
this this
hot hot
gas gas
swirling swirl
around around
the the
black black
hole hole
, ,
then then
you you
wind wind
up up
seeing see
all all
of of
these these
light light
rays ray
come come
together together
on on
this this
screen screen
, ,
which which
is be
a a
stand-in stand-in
for for
where where
you you
and and
I i
are be
. .
And and
you you
see see
the the
definition definition
of of
this this
ring ring
begin begin
to to
come come
into into
shape shape
. .
And and
that that
' '
s s
what what
Einstein einstein
predicted predict
over over
100 @card@
years year
ago ago
. .
CA ca
: :
Yeah yeah
, ,
that that
is be
amazing amazing
. .
So so
tell tell
us us
more more
about about
what what
we we
' '
re re
actually actually
looking look
at at
here here
. .
First first
of of
all all
, ,
why why
is be
part part
of of
it it
brighter bright
than than
the the
rest rest
? ?
SD sd
: :
So so
what what
' '
s s
happening happening
is be
that that
the the
black black
hole hole
is be
spinning spin
. .
And and
you you
wind wind
up up
with with
some some
of of
the the
gas gas
moving move
towards towards
us us
below below
and and
receding recede
from from
us us
on on
the the
top top
. .
And and
just just
as as
the the
train train
whistle whistle
has have
a a
higher high
pitch pitch
when when
it it
' '
s s
coming come
towards towards
you you
, ,
there there
' '
s s
more more
energy energy
from from
the the
gas gas
coming come
towards towards
us us
than than
going go
away away
from from
us us
. .
You you
see see
the the
bottom bottom
part part
brighter bright
because because
the the
light light
is be
actually actually
being be
boosted boost
in in
our our
direction direction
. .
CA ca
: :
And and
how how
physically physically
big big
is be
that that
? ?
SD sd
: :
Our our
entire entire
solar solar
system system
would would
fit fit
well well
within within
that that
dark dark
region region
. .
And and
if if
I i
may may
, ,
that that
dark dark
region region
is be
the the
signature signature
of of
the the
event event
horizon horizon
. .
The the
reason reason
we we
don don
' '
t t
see see
light light
from from
there there
, ,
is be
that that
the the
light light
that that
would would
come come
to to
us us
from from
that that
place place
was be
swallowed swallow
by by
the the
event event
horizon horizon
. .
So so
that that
— -
that that
' '
s s
it it
. .
CA ca
: :
And and
so so
when when
we we
think think
of of
a a
black black
hole hole
, ,
you you
think think
of of
these these
huge huge
rays ray
jetting jet
out out
of of
it it
, ,
which which
are be
pointed point
directly directly
in in
our our
direction direction
. .
Why why
don don
' '
t t
we we
see see
them them
? ?
SD sd
: :
This this
is be
a a
very very
powerful powerful
black black
hole hole
. .
Not not
by by
universal universal
standards standard
, ,
it it
' '
s s
still still
powerful powerful
, ,
and and
from from
the the
north north
and and
south south
poles pole
of of
this this
black black
hole hole
we we
think think
that that
jets jet
are be
coming come
. .
Now now
, ,
we we
' '
re re
too too
close close
to to
really really
see see
all all
the the
jet jet
structure structure
, ,
but but
it it
' '
s s
the the
base base
of of
those those
jets jet
that that
are be
illuminating illuminate
the the
space-time space-time
. .
And and
that that
' '
s s
what what
' '
s s
being be
bent bend
around around
the the
black black
hole hole
. .
CA ca
: :
And and
if if
you you
were be
in in
a a
spaceship spaceship
whirling whirl
around around
that that
thing thing
somehow somehow
, ,
how how
long long
would would
it it
take take
to to
actually actually
go go
around around
it it
? ?
SD sd
: :
First first
, ,
I i
would would
give give
anything anything
to to
be be
in in
that that
spaceship spaceship
. .
Sign sign
me me
up up
. .
There—s there—s
something something
called call
the the
— -
if if
I i
can can
get get
wonky wonky
for for
one one
moment moment
— -
the the
innermost innermost
stable stable
circular circular
orbit orbit
, ,
that that
' '
s s
the the
innermost innermost
orbit orbit
at at
which which
matter matter
can can
move move
around around
a a
black black
hole hole
before before
it it
spirals spiral
in in
. .
And and
for for
this this
black black
hole hole
, ,
it it
' '
s s
going go
to to
be be
between between
three three
days day
and and
about about
a a
month month
. .
CA ca
: :
It it
' '
s s
so so
powerful powerful
, ,
it it
' '
s s
weirdly weirdly
slow slow
at at
one one
level level
. .
I i
mean mean
, ,
you you
wouldn wouldn
' '
t t
even even
notice notice
falling fall
into into
that that
event event
horizon horizon
if if
you you
were be
there there
. .
SD sd
: :
So so
you you
may may
have have
heard hear
of of
" "
spaghettification spaghettification
, ,
" "
where where
you you
fall fall
into into
a a
black black
hole hole
and and
the the
gravitational gravitational
field field
on on
your your
feet foot
is be
much much
stronger strong
than than
on on
your your
head head
, ,
so so
you you
' '
re re
ripped rip
apart apart
. .
This this
black black
hole hole
is be
so so
big big
that that
you you
' '
re re
not not
going go
to to
become become
a a
spaghetti spaghetti
noodle noodle
. .
You you
' '
re re
just just
going go
to to
drift drift
right right
through through
that that
event event
horizon horizon
. .
CA ca
: :
So so
, ,
it it
' '
s s
like like
a a
giant giant
tornado tornado
. .
When when
Dorothy dorothy
was be
whipped whip
by by
a a
tornado tornado
, ,
she she
ended end
up up
in in
Oz oz
. .
Where where
do do
you you
end end
up up
if if
you you
fall fall
into into
a a
black black
hole hole
? ?
SD sd
: :
Vancouver vancouver
. .
CA ca
: :
Oh oh
, ,
my my
God god
. .
It it
' '
s s
the the
red red
circle circle
, ,
that that
' '
s s
terrifying terrifying
. .
No no
, ,
really really
. .
SD sd
: :
Black black
holes hole
really really
are be
the the
central central
mystery mystery
of of
our our
age age
, ,
because because
that that
' '
s s
where where
the the
quantum quantum
world world
and and
the the
gravitational gravitational
world world
come come
together together
. .
What what
' '
s s
inside inside
is be
a a
singularity singularity
. .
And and
that that
' '
s s
where where
all all
the the
forces force
become become
unified unified
, ,
because because
gravity gravity
finally finally
is be
strong strong
enough enough
to to
compete compete
with with
all all
the the
other other
forces force
. .
But but
it it
' '
s s
hidden hide
from from
us us
, ,
the the
universe universe
has have
cloaked cloak
it it
in in
the the
ultimate ultimate
invisibility invisibility
cloak cloak
. .
So so
we we
don don
' '
t t
know know
what what
happens happen
in in
there there
. .
CA ca
: :
So so
there there
' '
s s
a a
smaller small
one one
of of
these these
in in
our our
own own
galaxy galaxy
. .
Can can
we we
go go
back back
to to
our our
own own
beautiful beautiful
galaxy galaxy
? ?
This this
is be
the the
Milky milky
Way way
, ,
this this
is be
home home
. .
And and
somewhere somewhere
in in
the the
middle middle
of of
that that
there there
' '
s s
another another
one one
, ,
which which
you you
' '
re re
trying try
to to
find find
as as
well well
. .
SD sd
: :
We we
already already
know know
it it
' '
s s
there there
, ,
and and
we we
' '
ve ve
already already
taken take
data datum
on on
it it
. .
And and
we we
' '
re re
working work
on on
those those
data datum
right right
now now
. .
So so
we we
hope hope
to to
have have
something something
in in
the the
near near
future future
, ,
I i
can can
' '
t t
say say
when when
. .
CA ca
: :
It it
' '
s s
way way
closer closer
but but
also also
a a
lot lot
smaller small
, ,
maybe maybe
the the
similar similar
kind kind
of of
size size
to to
what what
we we
saw see
? ?
SD sd
: :
Right right
. .
So so
it it
turns turn
out out
that that
the the
black black
hole hole
in in
M87 m@card@
, ,
that that
we we
saw see
before before
, ,
is be
six six
and and
a a
half half
billion billion
solar solar
masses mass
. .
But but
it it
' '
s s
so so
far far
away away
that that
it it
appears appear
a a
certain certain
size size
. .
The the
black black
hole hole
in in
the the
center center
of of
our our
galaxy galaxy
is be
a a
thousand thousand
times time
less less
massive massive
, ,
but but
also also
a a
thousand thousand
times time
closer closer
. .
So so
it it
looks look
the the
same same
angular angular
size size
on on
the the
sky sky
. .
CA ca
: :
Finally finally
, ,
I i
guess guess
, ,
a a
nod nod
to to
a a
remarkable remarkable
group group
of of
people people
. .
Who who
are be
these these
guys guy
? ?
SD sd
: :
So so
these these
are be
only only
some some
of of
the the
team team
. .
We we
marveled marvel
at at
the the
resonance resonance
that that
this this
image image
has have
had have
. .
If if
you you
told tell
me me
that that
it it
would would
be be
above above
the the
fold fold
in in
all all
of of
these these
newspapers newspaper
, ,
I i
' '
m m
not not
sure sure
I i
would would
have have
believed believe
you you
, ,
but but
it it
was be
. .
Because because
this this
is be
a a
great great
mystery mystery
, ,
and and
it it
' '
s s
inspiring inspiring
for for
us us
, ,
and and
I i
hope hope
it it
' '
s s
inspiring inspiring
to to
everyone everyone
. .
But but
the the
more more
important important
thing thing
is be
that that
this this
is be
just just
a a
small small
number number
of of
the the
team team
. .
We we
' '
re re
200 @card@
people people
strong strong
with with
60 @card@
institutes institute
and and
20 @card@
countries country
and and
regions region
. .
If if
you you
want want
to to
build build
a a
global global
telescope telescope
you you
need need
a a
global global
team team
. .
And and
this this
technique technique
that that
we we
use use
of of
linking link
telescopes telescope
around around
the the
world world
kind kind
of of
effortlessly effortlessly
sidesteps sidestep
some some
of of
the the
issues issue
that that
divide divide
us us
. .
And and
as as
scientists scientist
, ,
we we
naturally naturally
come come
together together
to to
do do
something something
like like
this this
. .
CA ca
: :
Wow wow
, ,
boy boy
, ,
that that
' '
s s
inspiring inspiring
for for
our our
whole whole
team team
this this
week week
. .
Shep shep
, ,
thank thank
you you
so so
much much
for for
what what
you you
did do
and and
for for
coming come
here here
. .
SD sd
: :
Thank thank
you you
. .
