Chris chris
TED ted
, ,
I i
asked ask
you you
about about
full full
self-driving self-driving
, ,
and and
you you
said say
, ,
" "
Yeah yeah
, ,
this this
very very
year year
I i
' '
m m
confident confident
that that
we we
will will
have have
a a
car car
going go
from from
LA la
to to
New new
York york
without without
any any
intervention intervention
. .
" "
EM em
: :
Yeah yeah
, ,
I i
don don
' '
t t
want want
to to
blow blow
your your
mind mind
, ,
but but
I i
' '
m m
not not
always always
right right
. .
CA ca
: :
What what
' '
s s
the the
difference difference
between between
those those
two two
? ?
Why why
has have
full full
self-driving self-driving
in in
particular particular
been be
so so
hard hard
to to
predict predict
? ?
EM em
: :
I i
mean mean
, ,
the the
thing thing
that that
really really
got get
me me
, ,
and and
I i
think think
it it
' '
s s
going go
to to
get get
a a
lot lot
of of
other other
people people
, ,
is be
that that
there there
are be
just just
so so
many many
false false
dawns dawn
with with
self-driving self-driving
where where
you you
think think
you you
' '
ve ve
got get
the the
problem problem
, ,
have have
a a
handle handle
on on
the the
problem problem
, ,
and and
then then
it it
, ,
no no
, ,
turns turn
out out
you you
just just
hit hit
a a
ceiling ceiling
. .
Because because
if if
you you
were be
to to
plot plot
the the
progress progress
, ,
the the
progress progress
looks look
like like
a a
log log
curve curve
. .
So so
it it
' '
s s
like like
a a
series series
of of
log log
curves curve
. .
So so
most most
people people
don don
' '
t t
know know
what what
a a
log log
curve curve
is be
, ,
I i
suppose suppose
. .
CA ca
: :
Show show
the the
shape shape
with with
your your
hands hand
. .
EM em
: :
It it
goes go
up up
, ,
you you
know know
, ,
sort sort
of of
a a
fairly fairly
straight straight
way way
, ,
and and
then then
it it
starts start
tailing tail
off off
and and
you you
start start
getting get
diminishing diminish
returns return
. .
You you
know know
, ,
in in
retrospect retrospect
, ,
they they
seem seem
obvious obvious
, ,
but but
in in
order order
to to
solve solve
full full
self-driving self-driving
properly properly
, ,
you you
actually actually
have have
to to
solve solve
real-world real-world
AI ai
. .
Because because
what what
are be
the the
road road
networks network
designed design
to to
work work
with with
? ?
They they
' '
re re
designed design
to to
work work
with with
a a
biological biological
neural neural
net net
, ,
our our
brains brain
, ,
and and
with with
vision vision
, ,
our our
eyes eye
. .
And and
so so
in in
order order
to to
make make
it it
work work
with with
computers computer
, ,
you you
basically basically
need need
to to
solve solve
real-world real-world
AI ai
and and
vision vision
. .
Because because
we we
need need
cameras camera
and and
silicon silicon
neural neural
nets net
in in
order order
to to
have have
self-driving self-driving
work work
for for
a a
system system
that that
was be
designed design
for for
eyes eye
and and
biological biological
neural neural
nets net
. .
You you
know know
, ,
I i
guess guess
when when
you you
put put
it it
that that
way way
, ,
it it
' '
s s
sort sort
of of
, ,
like like
, ,
quite quite
obvious obvious
that that
the the
only only
way way
to to
solve solve
full full
self-driving self-driving
is be
to to
solve solve
real-world real-world
AI ai
and and
sophisticated sophisticated
vision vision
. .
CA ca
: :
What what
do do
you you
feel feel
about about
the the
current current
architecture architecture
? ?
Do do
you you
think think
you you
have have
an an
architecture architecture
now now
where where
there there
is be
a a
chance chance
for for
the the
logarithmic logarithmic
curve curve
not not
to to
tail tail
off off
anytime anytime
soon soon
? ?
EM em
: :
Well well
I i
mean mean
, ,
admittedly admittedly
these these
maybe maybe
infamous infamous
last last
words word
, ,
but but
I i
actually actually
am be
confident confident
that that
we we
will will
solve solve
it it
this this
year year
. .
That that
we we
will will
exceed exceed
-- --
The the
probability probability
of of
an an
accident accident
, ,
at at
what what
point point
do do
you you
exceed exceed
that that
of of
the the
average average
person person
? ?
I i
think think
we we
will will
exceed exceed
that that
this this
year year
. .
We we
could could
be be
here here
talking talk
again again
in in
a a
year year
, ,
like like
, ,
well well
, ,
another another
year year
went go
by by
and and
it it
didn didn
' '
t t
happen happen
. .
But but
I i
think think
this this
is be
the the
year year
. .
CA ca
: :
Is be
there there
an an
element element
that that
you you
actually actually
deliberately deliberately
make make
aggressive aggressive
prediction prediction
timelines timeline
to to
drive drive
people people
to to
be be
ambitious ambitious
? ?
Without without
that that
, ,
nothing nothing
gets get
done do
? ?
So so
it it
feels feel
like like
at at
some some
point point
in in
the the
last last
year year
, ,
seeing see
the the
progress progress
on on
understanding understand
that that
the the
Tesla tesla
AI ai
understanding understand
the the
world world
around around
it it
, ,
led lead
to to
a a
kind kind
of of
, ,
an an
aha aha
moment moment
at at
Tesla tesla
. .
Because because
you you
really really
surprised surprise
people people
recently recently
when when
you you
said say
probably probably
the the
most most
important important
product product
development development
going go
on on
at at
Tesla tesla
this this
year year
is be
this this
robot robot
, ,
Optimus optimus
. .
Is be
it it
something something
that that
happened happen
in in
the the
development development
of of
full full
self-driving self-driving
that that
gave give
you you
the the
confidence confidence
to to
say say
, ,
" "
You you
know know
what what
, ,
we we
could could
do do
something something
special special
here here
. .
" "
EM em
: :
Yeah yeah
, ,
exactly exactly
. .
So so
, ,
you you
know know
, ,
it it
took take
me me
a a
while while
to to
sort sort
of of
realize realize
that that
in in
order order
to to
solve solve
self-driving self-driving
, ,
you you
really really
needed need
to to
solve solve
real-world real-world
AI ai
. .
And and
at at
the the
point point
of of
which which
you you
solve solve
real-world real-world
AI ai
for for
a a
car car
, ,
which which
is be
really really
a a
robot robot
on on
four four
wheels wheel
, ,
you you
can can
then then
generalize generalize
that that
to to
a a
robot robot
on on
legs leg
as as
well well
. .
The the
things thing
that that
are be
currently currently
missing missing
are be
enough enough
intelligence intelligence
for for
the the
robot robot
to to
navigate navigate
the the
real real
world world
and and
do do
useful useful
things thing
without without
being be
explicitly explicitly
instructed instruct
. .
So so
the the
missing missing
things thing
are be
basically basically
real-world real-world
intelligence intelligence
and and
scaling scale
up up
manufacturing manufacturing
. .
Those those
are be
two two
things thing
that that
Tesla tesla
is be
very very
good good
at at
. .
And and
so so
then then
we we
basically basically
just just
need need
to to
design design
the the
specialized specialized
actuators actuator
and and
sensors sensor
that that
are be
needed need
for for
a a
humanoid humanoid
robot robot
. .
People people
have have
no no
idea idea
, ,
this this
is be
going go
to to
be be
bigger big
than than
the the
car car
. .
CA ca
: :
So so
talk talk
about about
-- --
I i
think think
the the
first first
applications application
you you
' '
ve ve
mentioned mention
are be
probably probably
going go
to to
be be
in in
manufacturing manufacturing
, ,
but but
eventually eventually
, ,
the the
vision vision
is be
to to
have have
these these
available available
for for
people people
at at
home home
. .
If if
you you
had have
a a
robot robot
that that
really really
understood understand
the the
3D 3d
architecture architecture
of of
your your
house house
and and
knew know
where where
every every
object object
in in
that that
house house
was be
or or
was be
supposed suppose
to to
be be
and and
could could
recognize recognize
all all
those those
objects object
, ,
I i
mean mean
, ,
that that
' '
s s
kind kind
of of
amazing amazing
, ,
isn isn
' '
t t
it it
, ,
like like
, ,
the the
kind kind
of of
thing thing
that that
you you
could could
ask ask
a a
robot robot
to to
do do
would would
be be
what what
? ?
Like like
, ,
tidy tidy
up up
? ?
EM em
: :
Yeah yeah
, ,
absolutely absolutely
. .
Make make
dinner dinner
, ,
I i
guess guess
, ,
mow mow
the the
lawn lawn
. .
CA ca
: :
Take take
a a
cup cup
of of
tea tea
to to
grandma grandma
and and
show show
her her
family family
pictures picture
. .
EM em
: :
Exactly exactly
. .
Take take
care care
of of
my my
grandmother grandmother
and and
make make
sure sure
-- --
CA ca
: :
It it
could could
obviously obviously
recognize recognize
everyone everyone
in in
the the
home home
. .
It it
could could
play play
catch catch
with with
your your
kids kid
. .
EM em
: :
Yes yes
. .
I i
mean mean
, ,
obviously obviously
, ,
we we
need need
to to
be be
careful careful
this this
doesn doesn
' '
t t
become become
a a
dystopian dystopian
situation situation
. .
I i
think think
one one
of of
the the
things thing
that that
' '
s s
going go
to to
be be
important important
is be
to to
have have
a a
localized localized
ROM rom
chip chip
on on
the the
robot robot
that that
cannot can
be be
updated update
over over
the the
air air
. .
Where where
if if
you you
, ,
for for
example example
, ,
were be
to to
say say
, ,
" "
Stop stop
, ,
stop stop
, ,
stop stop
, ,
" "
if if
anyone anyone
said say
that that
, ,
then then
the the
robot robot
would would
stop stop
, ,
you you
know know
, ,
type type
of of
thing thing
. .
And and
that that
' '
s s
not not
updatable updatable
remotely remotely
. .
I i
think think
it it
' '
s s
going go
to to
be be
important important
to to
have have
safety safety
features feature
like like
that that
. .
CA ca
: :
Yeah yeah
, ,
that that
sounds sound
wise wise
. .
EM em
: :
And and
I i
do do
think think
there there
should should
be be
a a
regulatory regulatory
agency agency
for for
AI ai
. .
I i
' '
ve ve
said say
this this
for for
many many
years year
. .
I i
don don
' '
t t
love love
being be
regulated regulate
, ,
but but
I i
think think
this this
is be
an an
important important
thing thing
for for
public public
safety safety
. .
CA ca
: :
Do do
you you
think think
there there
will will
be be
basically basically
like like
in in
, ,
say say
, ,
2050 @card@
or or
whatever whatever
, ,
like like
, ,
a a
robot robot
in in
most most
homes home
, ,
is be
what what
there there
will will
be be
, ,
and and
people people
will will
love love
them them
and and
count count
on on
them them
? ?
You you
' '
ll ll
have have
your your
own own
butler butler
basically basically
. .
EM em
: :
Yeah yeah
, ,
you you
' '
ll ll
have have
your your
sort sort
of of
buddy buddy
robot robot
probably probably
, ,
yeah yeah
. .
CA ca
: :
I i
mean mean
, ,
how how
much much
of of
a a
buddy buddy
? ?
How how
many many
applications application
have have
you you
thought think
, ,
you you
know know
, ,
can can
you you
have have
a a
romantic romantic
partner partner
, ,
a a
sex sex
partner partner
? ?
EM em
: :
It it
' '
s s
probably probably
inevitable inevitable
. .
I i
mean mean
, ,
I i
did do
promise promise
the the
internet internet
that that
I i
' '
d d
make make
catgirls catgirl
. .
We we
could could
make make
a a
robot robot
catgirl catgirl
. .
CA ca
: :
Be be
careful careful
what what
you you
promise promise
the the
internet internet
. .
EM em
: :
So so
, ,
yeah yeah
, ,
I i
guess guess
it it
' '
ll ll
be be
whatever whatever
people people
want want
really really
, ,
you you
know know
. .
CA ca
: :
What what
sort sort
of of
timeline timeline
should should
we we
be be
thinking think
about about
of of
the the
first first
models model
that that
are be
actually actually
made make
and and
sold sell
? ?
EM em
: :
Well well
, ,
you you
know know
, ,
the the
first first
units unit
that that
we we
intend intend
to to
make make
are be
for for
jobs job
that that
are be
dangerous dangerous
, ,
boring boring
, ,
repetitive repetitive
and and
things thing
that that
people people
don don
' '
t t
want want
to to
do do
. .
And and
, ,
you you
know know
, ,
I i
think think
we we
' '
ll ll
have have
like like
, ,
an an
interesting interesting
prototype prototype
some some
time time
this this
year year
. .
We we
might might
have have
something something
useful useful
next next
year year
, ,
but but
I i
think think
quite quite
likely likely
within within
at at
least least
two two
years year
. .
And and
then then
we we
' '
ll ll
see see
rapid rapid
growth growth
year year
over over
year year
of of
the the
usefulness usefulness
of of
the the
humanoid humanoid
robots robot
and and
decrease decrease
in in
cost cost
and and
scaling scale
up up
production production
. .
CA ca
: :
Help help
me me
on on
the the
economics economics
of of
this this
. .
So so
what what
do do
you you
picture picture
the the
cost cost
of of
one one
of of
these these
being being
? ?
EM em
: :
Well well
, ,
I i
think think
the the
cost cost
is be
actually actually
not not
going go
to to
be be
crazy crazy
high high
. .
Like like
, ,
less less
than than
a a
car car
. .
CA ca
: :
But but
think think
about about
the the
economics economics
of of
this this
. .
If if
you you
can can
replace replace
a a
30 @card@
, ,
000-dollar 000-dollar
, ,
40 @card@
, ,
000-dollar-a-year 000-dollar-a-year
worker worker
, ,
which which
you you
have have
to to
pay pay
every every
year year
, ,
with with
a a
one-time one-time
payment payment
of of
25 @card@
, ,
000 @card@
dollars dollar
for for
a a
robot robot
that that
can can
work work
longer long
hours hour
, ,
doesn doesn
' '
t t
go go
an an
vacation vacation
, ,
it it
could could
be be
a a
pretty pretty
rapid rapid
replacement replacement
of of
certain certain
types type
of of
jobs job
. .
How how
worried worry
should should
the the
world world
be be
about about
that that
? ?
EM em
: :
I i
wouldn wouldn
' '
t t
worry worry
about about
the the
sort sort
of of
, ,
putting put
people people
out out
of of
a a
job job
thing thing
. .
I i
think think
we we
' '
re re
actually actually
going go
to to
have have
, ,
and and
already already
do do
have have
, ,
a a
massive massive
shortage shortage
of of
labor labor
. .
So so
I i
think think
we we
will will
have have
. .
. .
. .
Not not
people people
out out
of of
work work
, ,
but but
actually actually
still still
a a
shortage shortage
of of
labor labor
even even
in in
the the
future future
. .
But but
this this
really really
will will
be be
a a
world world
of of
abundance abundance
. .
Any any
goods good
and and
services service
will will
be be
available available
to to
anyone anyone
who who
wants want
them them
. .
It it
' '
ll ll
be be
so so
cheap cheap
to to
have have
goods good
and and
services service
, ,
it it
will will
be be
ridiculous ridiculous
. .
CA ca
: :
And and
now now
, ,
arguably arguably
, ,
the the
biggest big
visionary visionary
of of
them them
all all
, ,
Elon elon
Musk musk
. .
Hey hey
, ,
Elon elon
, ,
welcome welcome
. .
So so
, ,
Elon elon
, ,
a a
few few
hours hour
ago ago
, ,
you you
made make
an an
offer offer
to to
buy buy
Twitter twitter
. .
Why why
? ?
EM em
: :
How how
' '
d d
you you
know know
? ?
CA ca
: :
A a
little little
bird bird
tweeted tweet
in in
my my
ear ear
or or
something something
, ,
I i
don don
' '
t t
know know
. .
EM em
: :
By by
the the
way way
, ,
have have
you you
seen see
the the
movie movie
" "
Ted ted
, ,
" "
about about
the the
bear bear
? ?
CA ca
: :
I i
have have
. .
EM em
: :
It it
' '
s s
a a
good good
movie movie
. .
CA ca
: :
Don don
' '
t t
mention mention
that that
here here
. .
EM em
: :
So so
, ,
yeah yeah
, ,
yeah yeah
, ,
so so
. .
. .
. .
Was be
there there
a a
question question
? ?
CA ca
: :
Why why
make make
that that
offer offer
? ?
EM em
: :
Oh oh
, ,
so so
, ,
well well
, ,
I i
think think
it it
' '
s s
very very
important important
for for
there there
to to
be be
an an
inclusive inclusive
arena arena
for for
free free
speech speech
where where
all all
. .
. .
. .
Twitter twitter
has have
become become
, ,
kind kind
of of
, ,
the the
de de
facto facto
town town
square square
. .
It it
' '
s s
just just
really really
important important
that that
people people
have have
both both
the the
reality reality
and and
the the
perception perception
that that
they they
are be
able able
to to
speak speak
freely freely
within within
the the
bounds bound
of of
the the
law law
. .
And and
, ,
you you
know know
, ,
one one
of of
the the
things thing
that that
I i
believe believe
Twitter twitter
should should
do do
is be
open-source open-source
the the
algorithm algorithm
and and
make make
any any
changes change
to to
people people
' '
s s
tweets tweet
, ,
or or
if if
they they
' '
re re
emphasized emphasize
or or
de-emphasized de-emphasize
, ,
that that
action action
should should
be be
made make
apparent apparent
so so
anyone anyone
can can
see see
that that
action action
has have
been be
taken take
. .
So so
there there
' '
s s
no no
, ,
sort sort
of of
, ,
behind behind
the the
scenes scene
manipulation manipulation
, ,
either either
algorithmically algorithmically
or or
manually manually
. .
CA ca
: :
Last last
week week
when when
we we
spoke speak
, ,
Elon elon
, ,
I i
asked ask
you you
whether whether
you you
were be
thinking think
of of
taking take
over over
. .
You you
said say
, ,
no no
way way
. .
You you
said say
, ,
" "
I i
do do
not not
want want
to to
own own
Twitter twitter
. .
It it
is be
a a
recipe recipe
for for
misery misery
. .
Everyone everyone
will will
blame blame
me me
for for
everything everything
. .
" "
What what
on on
Earth earth
changed change
? ?
EM em
: :
No no
I i
think think
everyone everyone
will will
still still
blame blame
me me
for for
everything everything
. .
If if
I i
acquire acquire
Twitter twitter
and and
something something
goes go
wrong wrong
, ,
it it
' '
s s
my my
fault fault
, ,
100 @card@
percent percent
. .
I i
think think
there there
will will
be be
quite quite
a a
few few
arrows arrows
, ,
yes yes
. .
CA ca
: :
It it
will will
be be
miserable miserable
. .
But but
you you
still still
want want
to to
do do
it it
. .
Why why
? ?
EM em
: :
I i
mean mean
, ,
I i
hope hope
it it
' '
s s
not not
too too
miserable miserable
. .
I i
just just
think think
it it
' '
s s
important important
to to
the the
. .
. .
. .
It it
' '
s s
important important
to to
the the
function function
of of
democracy democracy
. .
It it
' '
s s
important important
to to
the the
function function
of of
the the
United united
States states
as as
a a
free free
country country
and and
many many
other other
countries country
. .
And and
to to
actually actually
help help
freedom freedom
in in
the the
world world
, ,
more more
broadly broadly
than than
the the
US us
. .
And and
so so
I i
think think
it it
' '
s s
, ,
you you
know know
, ,
I i
think think
the the
civilizational civilizational
risk risk
is be
decreased decrease
the the
more more
we we
can can
increase increase
the the
trust trust
of of
Twitter twitter
as as
a a
public public
platform platform
. .
And and
so so
I i
do do
think think
this this
will will
be be
somewhat somewhat
painful painful
. .
And and
I i
' '
m m
not not
sure sure
that that
I i
will will
actually actually
be be
able able
to to
acquire acquire
it it
. .
And and
I i
should should
also also
say say
the the
intent intent
is be
to to
retain retain
as as
many many
shareholders shareholder
as as
is be
allowed allow
by by
the the
law law
in in
a a
private private
company company
, ,
which which
I i
think think
is be
around around
2 @card@
, ,
000 @card@
or or
so so
. .
So so
it it
' '
s s
definitely definitely
not not
, ,
from from
the the
standpoint standpoint
of of
, ,
" "
Let let
me me
figure figure
out out
how how
to to
monopolize monopolize
or or
maximize maximize
my my
ownership ownership
of of
Twitter twitter
. .
" "
But but
I i
will will
try try
to to
bring bring
along along
as as
many many
shareholders shareholder
as as
we we
' '
re re
allowed allow
to to
. .
CA ca
: :
You you
don don
' '
t t
necessarily necessarily
want want
to to
pay pay
out out
40 @card@
or or
whatever whatever
it it
is be
, ,
billion billion
dollars dollar
in in
cash cash
. .
You you
' '
d d
like like
them them
to to
come come
with with
you you
in in
the the
new new
company company
. .
EM em
: :
I i
mean mean
, ,
you you
know know
, ,
I i
could could
technically technically
afford afford
it it
. .
CA ca
: :
I i
heard hear
that that
. .
EM em
: :
But but
what what
I i
' '
m m
saying saying
is be
, ,
this this
is be
not not
a a
way way
to to
, ,
sort sort
of of
, ,
make make
money money
, ,
you you
know know
. .
It it
' '
s s
just just
that that
I i
think think
this this
is be
. .
. .
. .
My my
strong strong
intuitive intuitive
sense sense
is be
that that
having have
a a
public public
platform platform
that that
is be
maximally maximally
trusted trust
and and
broadly broadly
inclusive inclusive
is be
extremely extremely
important important
to to
the the
future future
of of
civilization civilization
. .
CA ca
: :
But but
you you
' '
ve ve
described describe
yourself yourself
-- --
EM em
: :
I i
don don
' '
t t
care care
about about
the the
economics economics
at at
all all
. .
CA ca
: :
OK ok
, ,
that that
' '
s s
cool cool
to to
hear hear
. .
This this
is be
not not
about about
the the
economics economics
. .
It it
' '
s s
for for
the the
moral moral
good good
that that
you you
think think
it it
will will
achieve achieve
. .
You you
' '
ve ve
described describe
yourself yourself
, ,
Elon elon
, ,
as as
a a
" "
free free
speech speech
absolutist absolutist
. .
" "
But but
does do
that that
mean mean
that that
there there
' '
s s
literally literally
nothing nothing
that that
people people
can can
' '
t t
say say
, ,
and and
it it
' '
s s
OK ok
? ?
EM em
: :
Well well
, ,
I i
think think
, ,
obviously obviously
, ,
Twitter twitter
or or
any any
forum forum
is be
bound bind
by by
the the
laws law
of of
the the
country country
that that
it it
operates operate
in in
. .
So so
obviously obviously
, ,
there there
are be
some some
limitations limitation
on on
free free
speech speech
in in
the the
US us
. .
And and
of of
course course
, ,
Twitter twitter
would would
have have
to to
abide abide
by by
those those
rules rule
. .
CA ca
: :
So so
you you
can can
' '
t t
incite incite
people people
to to
violence violence
, ,
like like
, ,
a a
direct direct
incitement incitement
to to
violence violence
you you
know know
, ,
you you
can can
' '
t t
do do
the the
equivalent equivalent
of of
crying cry
" "
fire fire
" "
in in
a a
movie movie
theater theater
, ,
for for
example example
. .
EM em
: :
No no
, ,
that that
would would
be be
a a
crime crime
. .
It it
should should
be be
a a
crime crime
. .
CA ca
: :
But but
here here
' '
s s
the the
challenge challenge
, ,
it it
' '
s s
such such
a a
nuanced nuanced
difference difference
between between
different different
things thing
. .
So so
there there
' '
s s
incitement incitement
to to
violence violence
. .
That that
' '
s s
a a
no no
if if
it it
' '
s s
illegal illegal
. .
There there
' '
s s
hate hate
speech speech
, ,
which which
, ,
some some
forms form
of of
hate hate
speech speech
are be
fine fine
. .
You you
know know
, ,
" "
I i
hate hate
spinach spinach
. .
" "
EM em
: :
I i
mean mean
, ,
if if
it it
' '
s s
sauteed sautee
in in
, ,
you you
know know
, ,
cream cream
sauce sauce
, ,
it it
can can
be be
quite quite
nice nice
. .
CA ca
: :
But but
the the
problem problem
is be
, ,
so so
let let
' '
s s
say say
someone someone
says say
-- --
OK ok
, ,
here here
' '
s s
one one
tweet tweet
, ,
" "
I i
hate hate
politician politician
X x
. .
" "
Next next
tweet tweet
is be
, ,
" "
I i
wish wish
politician politician
X x
wasn wasn
' '
t t
alive alive
, ,
" "
as as
some some
of of
us us
have have
said say
about about
Putin putin
right right
now now
, ,
for for
example example
. .
So so
that that
' '
s s
legitimate legitimate
speech speech
. .
Another another
tweet tweet
is be
, ,
" "
I i
wish wish
politician politician
X x
wasn wasn
' '
t t
alive alive
" "
with with
a a
picture picture
of of
their their
head head
with with
a a
gunsight gunsight
over over
it it
. .
Or or
that that
plus plus
their their
address address
. .
I i
mean mean
, ,
at at
some some
point point
someone someone
has have
to to
make make
a a
decision decision
as as
to to
which which
of of
those those
is be
not not
OK ok
. .
Can can
an an
algorithm algorithm
do do
that that
, ,
or or
surely surely
you you
need need
human human
judgment judgment
at at
some some
point point
? ?
EM em
: :
No no
, ,
I i
think think
, ,
like like
I i
said say
, ,
in in
my my
view view
, ,
Twitter twitter
should should
match match
the the
laws law
of of
the the
country country
. .
And and
really really
, ,
you you
know know
, ,
there there
' '
s s
an an
obligation obligation
to to
do do
that that
. .
But but
going go
beyond beyond
that that
, ,
and and
having have
it it
be be
unclear unclear
who who
' '
s s
making making
what what
changes change
to to
where where
, ,
having have
tweets tweet
sort sort
of of
, ,
mysteriously mysteriously
be be
promoted promote
and and
demoted demote
with with
no no
insight insight
into into
what what
' '
s s
going go
on on
, ,
having have
a a
black-box black-box
algorithm algorithm
promote promote
some some
things thing
and and
not not
other other
things thing
, ,
I i
think think
this this
can can
be be
quite quite
dangerous dangerous
. .
CA ca
: :
So so
, ,
the the
idea idea
of of
opening open
the the
algorithm algorithm
is be
a a
huge huge
deal deal
, ,
and and
I i
think think
many many
people people
would would
welcome welcome
that that
of of
understanding understand
exactly exactly
how how
it it
' '
s s
making make
the the
decision decision
. .
EM em
: :
And and
critique critique
it it
, ,
like like
, ,
what what
I i
mean mean
is be
like like
, ,
I i
think think
the the
code code
should should
be be
on on
GitHub github
, ,
you you
know know
. .
So so
people people
can can
look look
through through
it it
and and
say say
, ,
like like
, ,
" "
I i
see see
a a
problem problem
here here
. .
" "
" "
I i
don don
' '
t t
agree agree
with with
this this
. .
" "
They they
can can
highlight highlight
issues issue
, ,
suggest suggest
changes change
in in
the the
same same
way way
that that
you you
update update
Linux linux
or or
Signal signal
or or
something something
like like
that that
, ,
you you
know know
. .
CA ca
: :
As as
I i
understand understand
it it
, ,
at at
some some
point point
right right
now now
, ,
what what
the the
algorithm algorithm
would would
do do
is be
it it
would would
look look
at at
, ,
for for
example example
, ,
how how
many many
people people
have have
flagged flag
a a
tweet tweet
as as
obnoxious obnoxious
. .
And and
then then
at at
some some
point point
a a
human human
has have
to to
look look
at at
it it
and and
make make
a a
decision decision
as as
to to
, ,
does do
this this
cross cross
the the
line line
or or
not not
, ,
that that
the the
algorithm algorithm
itself itself
can can
' '
t t
, ,
I i
don don
' '
t t
think think
yet yet
, ,
tell tell
the the
difference difference
between between
legal legal
and and
OK ok
and and
definitely definitely
obnoxious obnoxious
. .
And and
so so
the the
question question
is be
, ,
which which
humans human
, ,
you you
know know
, ,
make make
that that
call call
? ?
I i
mean mean
, ,
do do
you you
have have
a a
picture picture
of of
that that
? ?
Right right
now now
, ,
Twitter twitter
and and
Facebook facebook
and and
others other
, ,
you you
know know
, ,
they they
' '
ve ve
hired hire
thousands thousand
of of
people people
to to
try try
to to
help help
make make
wise wise
decisions decision
. .
And and
the the
trouble trouble
is be
that that
no no
one one
can can
agree agree
on on
what what
is be
wise wise
. .
How how
do do
you you
solve solve
that that
? ?
EM em
: :
Well well
I i
think think
we we
would would
want want
to to
err err
on on
the the
side side
-- --
if if
in in
doubt doubt
, ,
let let
the the
speech speech
exist exist
. .
If if
it it
' '
s s
, ,
you you
know know
, ,
a a
gray gray
area area
, ,
I i
would would
say say
let let
the the
tweet tweet
exist exist
. .
But but
obviously obviously
, ,
you you
know know
, ,
in in
a a
case case
where where
there there
' '
s s
perhaps perhaps
a a
lot lot
of of
controversy controversy
that that
you you
would would
not not
want want
to to
necessarily necessarily
promote promote
that that
tweet tweet
. .
So so
I i
' '
m m
not not
saying say
that that
I i
have have
all all
the the
answers answer
here here
. .
But but
I i
do do
think think
that that
we we
want want
to to
be be
just just
very very
reluctant reluctant
to to
delete delete
things thing
and and
just just
be be
very very
cautious cautious
with with
permanent permanent
bans ban
. .
You you
know know
, ,
time-outs time-out
, ,
I i
think think
, ,
are be
better good
than than
, ,
sort sort
of of
, ,
permanent permanent
bans ban
. .
And and
. .
. .
. .
But but
just just
in in
general general
, ,
like like
I i
said say
. .
. .
. .
It it
won win
' '
t t
be be
perfect perfect
, ,
but but
I i
think think
we we
want want
it it
to to
really really
have have
the the
perception perception
and and
reality reality
that that
speech speech
is be
as as
free free
as as
reasonably reasonably
possible possible
. .
And and
a a
good good
sign sign
as as
to to
whether whether
there there
' '
s s
free free
speech speech
is be
: :
is be
someone someone
you you
don don
' '
t t
like like
allowed allow
to to
say say
something something
you you
don don
' '
t t
like like
? ?
And and
if if
that that
is be
the the
case case
, ,
then then
we we
have have
free free
speech speech
. .
And and
it it
' '
s s
damn damn
annoying annoy
when when
someone someone
you you
don don
' '
t t
like like
says say
something something
you you
don don
' '
t t
like like
. .
That that
is be
a a
