Chris chris
a a
month month
ago ago
, ,
the the
degree degree
to to
which which
we we
' '
re re
back back
at at
high high
mobility mobility
, ,
not not
wearing wear
masks mask
, ,
and and
now now
the the
virus virus
actually actually
has have
gotten get
into into
a a
lot lot
of of
cities city
that that
it it
hadn hadn
' '
t t
been be
in in
before before
in in
a a
significant significant
way way
, ,
so so
it it
' '
s s
going go
to to
be be
a a
challenge challenge
. .
There there
' '
s s
no no
case case
where where
we we
get get
much much
below below
the the
current current
death death
rate rate
, ,
which which
is be
about about
500 @card@
deaths death
a a
day day
, ,
but but
there there
' '
s s
a a
significant significant
risk risk
we we
' '
d d
go go
back back
up up
to to
the the
even even
2 @card@
, ,
000 @card@
a a
day day
that that
we we
had have
before before
, ,
because because
we we
don don
' '
t t
have have
the the
distancing distancing
, ,
the the
behavior behavior
change change
, ,
to to
the the
degree degree
that that
we we
had have
in in
April april
and and
May may
. .
And and
we we
know know
this this
virus virus
is be
somewhat somewhat
seasonal seasonal
, ,
so so
that that
the the
force force
of of
infection infection
, ,
both both
through through
temperature temperature
, ,
humidity humidity
, ,
more more
time time
indoors indoors
, ,
will will
be be
worse bad
as as
we we
get get
into into
the the
fall fall
. .
CA ca
: :
So so
there there
are be
scenarios scenario
where where
in in
the the
US us
, ,
like like
, ,
if if
you you
extrapolate extrapolate
those those
numbers number
forward forward
, ,
we we
end end
up up
with with
, ,
what what
, ,
more more
than than
a a
quarter quarter
of of
a a
million million
deaths death
, ,
perchance perchance
, ,
even even
this this
year year
if if
we we
' '
re re
not not
careful careful
, ,
and and
worldwide worldwide
, ,
I i
guess guess
the the
death death
toll toll
could could
, ,
by by
the the
end end
of of
the the
year year
, ,
be be
well well
into into
the the
millions million
, ,
with with
an an
" "
s s
. .
" "
Is be
there there
evidence evidence
that that
the the
hotter hot
temperatures temperature
of of
the the
summer summer
actually actually
have have
been be
helping help
us us
? ?
BG bg
: :
They they
' '
re re
not not
absolutely absolutely
sure sure
, ,
but but
certainly certainly
, ,
the the
IHME ihme
model model
definitely definitely
wanted want
to to
use use
the the
season season
, ,
including include
temperature temperature
and and
humidity humidity
, ,
to to
try try
and and
explain explain
why why
May may
wasn wasn
' '
t t
worse worse
than than
it it
was be
. .
And and
so so
as as
we we
came come
out out
and and
the the
mobility mobility
numbers number
got get
higher high
, ,
the the
models model
expected expect
more more
infections infection
and and
deaths death
to to
come come
out out
of of
that that
, ,
and and
the the
model model
kept keep
wanting want
to to
say say
, ,
" "
But but
I i
need need
to to
use use
this this
seasonality seasonality
to to
match match
why why
May may
wasn wasn
' '
t t
worse worse
, ,
why why
June june
wasn wasn
' '
t t
worse worse
than than
it it
was be
. .
" "
And and
we we
see see
in in
the the
Southern southern
Hemisphere hemisphere
, ,
you you
know know
, ,
Brazil brazil
, ,
which which
is be
the the
opposite opposite
season season
, ,
now now
all all
of of
South south
America america
is be
having have
a a
huge huge
epidemic epidemic
. .
South south
Africa africa
is be
having have
a a
very very
fast-growing fast-growing
epidemic epidemic
. .
Fortunately fortunately
, ,
Australia australia
and and
New new
Zealand zealand
, ,
the the
last last
countries country
in in
the the
Southern southern
Hemisphere hemisphere
, ,
are be
at at
really really
tiny tiny
case case
counts count
, ,
and and
so so
although although
they they
have have
to to
keep keep
knocking knock
it it
down down
, ,
they they
' '
re re
talking talk
about about
, ,
" "
Oh oh
, ,
we we
have have
10 @card@
cases case
, ,
that that
' '
s s
a a
big big
deal deal
, ,
let let
' '
s s
go go
get get
rid rid
of of
that that
. .
" "
So so
they they
' '
re re
one one
of of
these these
amazing amazing
countries country
that that
got get
the the
numbers number
so so
low low
that that
test test
, ,
quarantine quarantine
and and
trace trace
is be
working work
to to
get get
them them
, ,
keep keep
them them
at at
very very
near near
zero zero
. .
CA ca
: :
Aided aid
perhaps perhaps
a a
bit bit
by by
being be
easier easy
to to
isolate isolate
and and
by by
less less
density density
, ,
less less
population population
density density
. .
But but
nonetheless nonetheless
, ,
smart smart
policies policy
down down
there there
. .
BG bg
: :
Yeah yeah
, ,
everything everything
is be
so so
exponential exponential
that that
a a
little little
bit bit
of of
good good
work work
goes go
a a
long long
way way
. .
It it
' '
s s
not not
a a
linear linear
game game
. .
You you
know know
, ,
contact contact
tracing tracing
, ,
if if
you you
have have
the the
number number
of of
cases case
we we
have have
in in
the the
US us
, ,
it it
' '
s s
super super
important important
to to
do do
, ,
but but
it it
won win
' '
t t
get get
you you
back back
down down
to to
zero zero
. .
It it
' '
ll ll
help help
you you
be be
down down
, ,
but but
it it
' '
s s
too too
overwhelming overwhelming
. .
CA ca
: :
OK ok
, ,
so so
in in
May may
and and
June june
in in
the the
US us
, ,
the the
numbers number
were be
slightly slightly
better good
than than
some some
of of
the the
models model
predicted predict
, ,
and and
it it
' '
s s
hypothesized hypothesize
that that
that that
might might
be be
partly partly
because because
of of
the the
warmer warm
weather weather
. .
Now now
we we
' '
re re
seeing see
, ,
really really
, ,
would would
you you
describe describe
it it
as as
really really
quite quite
alarming alarming
upticks uptick
in in
case case
rates rate
in in
the the
US us
? ?
BG bg
: :
That that
' '
s s
right right
, ,
it it
' '
s s
-- --
In in
, ,
say say
, ,
the the
New new
York york
area area
, ,
the the
cases case
continue continue
to to
go go
down down
somewhat somewhat
, ,
but but
in in
other other
parts part
of of
the the
country country
, ,
primarily primarily
the the
South south
right right
now now
, ,
you you
have have
increases increase
that that
are be
offsetting offset
that that
, ,
and and
you you
have have
testing-positive testing-positive
rates rate
in in
young young
people people
that that
are be
actually actually
higher high
than than
what what
we we
saw see
even even
in in
some some
of of
the the
tougher tough
areas area
. .
And and
so so
, ,
clearly clearly
, ,
younger young
people people
have have
come come
out out
of of
mobility mobility
more more
than than
older old
people people
have have
increased increase
their their
mobility mobility
, ,
so so
the the
age age
structure structure
is be
right right
now now
very very
young young
, ,
but but
because because
of of
multigenerational multigenerational
households household
, ,
people people
work work
in in
nursing nurse
care care
homes home
, ,
unfortunately unfortunately
, ,
that that
will will
work work
its its
way way
back back
, ,
both both
the the
time time
lag lag
and and
the the
transmission transmission
, ,
back back
up up
into into
the the
elderly elderly
, ,
will will
start start
to to
push push
the the
death death
rate rate
back back
up up
, ,
which which
, ,
it it
is be
down down
-- --
way way
down down
from from
2 @card@
, ,
000 @card@
to to
around around
500 @card@
right right
now now
. .
CA ca
: :
And and
is be
that that
partly partly
because because
there there
' '
s s
a a
three-week three-week
lag lag
between between
case case
numbers number
and and
fatality fatality
numbers number
? ?
And and
also also
, ,
perhaps perhaps
, ,
partly partly
because because
there there
have have
been be
some some
effective effective
interventions intervention
, ,
and and
we we
' '
re re
actually actually
seeing see
the the
possibility possibility
that that
the the
overall overall
fatality fatality
rate rate
is be
actually actually
falling fall
a a
bit bit
now now
that that
we we
' '
ve ve
gained gain
some some
extra extra
knowledge knowledge
? ?
BG bg
: :
Yeah yeah
, ,
certainly certainly
your your
fatality fatality
rate rate
is be
always always
lower low
when when
you you
' '
re re
not not
overloaded overload
. .
And and
so so
Italy italy
, ,
when when
they they
were be
overloaded overload
, ,
Spain spain
, ,
even even
New new
York york
at at
the the
start start
, ,
certainly certainly
China china
, ,
there there
you you
weren weren
' '
t t
even even
able able
to to
provide provide
the the
basics basic
, ,
the the
oxygen oxygen
and and
things thing
. .
A a
study study
that that
our our
foundation foundation
funded fund
in in
the the
UK uk
found find
the the
only only
thing thing
other other
than than
remdesivir remdesivir
that that
is be
a a
proven proven
therapeutic therapeutic
, ,
which which
is be
the the
dexamethasone dexamethasone
, ,
that that
for for
serious serious
patients patient
, ,
is be
about about
a a
20 @card@
percent percent
death death
reduction reduction
, ,
and and
there there
' '
s s
still still
quite quite
a a
pipeline pipeline
of of
those those
things thing
. .
You you
know know
, ,
hydroxychloroquine hydroxychloroquine
never never
established establish
positive positive
data datum
, ,
so so
that that
' '
s s
pretty pretty
much much
done do
. .
There there
' '
s s
still still
a a
few few
trials trial
ongoing ongoing
, ,
but but
the the
list list
of of
things thing
being be
tried try
, ,
including include
, ,
eventually eventually
, ,
the the
monoclonal monoclonal
antibodies antibody
, ,
we we
will will
have have
some some
additional additional
tools tool
for for
the the
fall fall
. .
And and
so so
when when
you you
talk talk
about about
death death
rates rate
, ,
the the
good good
news news
is be
, ,
some some
innovation innovation
we we
already already
have have
, ,
and and
we we
' '
ll ll
have have
more more
, ,
even even
in in
the the
fall fall
. .
We we
should should
start start
to to
have have
monoclonal monoclonal
antibodies antibody
, ,
which which
is be
the the
single single
therapeutic therapeutic
that that
I i
' '
m m
most most
excited excite
about about
. .
CA ca
: :
I i
' '
ll ll
actually actually
ask ask
you you
to to
tell tell
me me
a a
bit bit
more more
about about
that that
in in
one one
sec sec
, ,
but but
just just
putting put
the the
pieces piece
together together
on on
death death
rates rate
: :
so so
in in
a a
well-functioning well-function
health health
system system
, ,
so so
take take
the the
US us
when when
places place
aren aren
' '
t t
overcrowded overcrowd
, ,
what what
do do
you you
think think
the the
current current
fatality fatality
numbers number
are be
, ,
approximately approximately
, ,
going go
forward forward
, ,
like like
as as
a a
percentage percentage
of of
total total
cases case
? ?
Are be
we we
below below
one one
percent percent
, ,
perhaps perhaps
? ?
BG bg
: :
If if
you you
found find
every every
case case
, ,
yes yes
, ,
you you
' '
re re
well well
below below
one one
percent percent
. .
People people
argue argue
, ,
you you
know know
, ,
0 @card@
. .
4 @card@
, ,
0 @card@
. .
5 @card@
. .
By by
the the
time time
you you
bring bring
in in
the the
never never
symptomatics symptomatics
, ,
it it
probably probably
is be
below below
0 @card@
. .
5 @card@
, ,
and and
that that
' '
s s
good good
news news
. .
This this
disease disease
could could
have have
been be
a a
five-percent five-percent
disease disease
. .
The the
transmission transmission
dynamics dynamics
of of
this this
disease disease
are be
more more
difficult difficult
than than
even even
the the
experts expert
predicted predict
. .
The the
amount amount
of of
presymptomatic presymptomatic
and and
never never
symptomatic symptomatic
spread spread
and and
the the
fact fact
that that
it it
' '
s s
not not
coughing cough
, ,
where where
you you
would would
kind kind
of of
notice notice
, ,
" "
Hey hey
, ,
I i
' '
m m
coughing cough
" "
-- --
most most
respiratory respiratory
diseases disease
make make
you you
cough cough
. .
This this
one one
, ,
in in
its its
early early
stages stage
, ,
it it
' '
s s
not not
coughing cough
, ,
it it
' '
s s
singing singing
, ,
laughing laugh
, ,
talking talk
, ,
actually actually
, ,
still still
, ,
particularly particularly
for for
the the
super-spreaders super-spreader
, ,
people people
with with
very very
high high
viral viral
loads load
, ,
causes cause
that that
spread spread
, ,
and and
that that
' '
s s
pretty pretty
novel novel
, ,
and and
so so
even even
the the
experts expert
have have
to to
say say
, ,
" "
Wow wow
, ,
this this
caught catch
us us
by by
surprise surprise
. .
" "
The the
amount amount
of of
asymptomatic asymptomatic
spread spread
and and
the the
fact fact
that that
there there
' '
s s
not not
a a
coughing cough
element element
is be
not not
a a
major major
piece piece
like like
the the
flu flu
or or
TB tb
. .
CA ca
: :
Yeah yeah
, ,
that that
is be
devilish devilish
cunning cunning
by by
the the
virus virus
. .
I i
mean mean
, ,
how how
much much
is be
that that
nonsymptomatic nonsymptomatic
transmission transmission
as as
a a
percentage percentage
of of
total total
transmission transmission
? ?
I i
' '
ve ve
heard hear
numbers number
it it
could could
be be
as as
much much
as as
half half
of of
all all
transmissions transmission
are be
basically basically
presymptomatic presymptomatic
. .
BG bg
: :
Yeah yeah
, ,
if if
you you
count count
presymptomatics presymptomatics
, ,
then then
most most
of of
the the
studies study
show show
that that
' '
s s
like like
at at
40 @card@
percent percent
, ,
and and
we we
also also
have have
never never
symptomatics symptomatics
. .
The the
amount amount
of of
virus virus
you you
get get
in in
your your
upper upper
respiratory respiratory
area area
is be
somewhat somewhat
disconnected disconnect
. .
Some some
people people
will will
have have
a a
lot lot
here here
and and
very very
little little
in in
their their
lungs lung
, ,
and and
what what
you you
get get
in in
your your
lungs lung
causes cause
the the
really really
bad bad
symptoms symptom
-- --
and and
other other
organs organ
, ,
but but
mostly mostly
the the
lungs lung
-- --
and and
so so
that that
' '
s s
when when
you you
seek seek
treatment treatment
. .
And and
so so
the the
worst bad
case case
in in
terms term
of of
spreading spread
is be
somebody somebody
who who
' '
s s
got get
a a
lot lot
in in
the the
upper upper
respiratory respiratory
tract tract
but but
almost almost
none none
in in
their their
lungs lung
, ,
so so
they they
' '
re re
not not
care-seeking care-seeking
. .
CA ca
: :
Right right
. .
And and
so so
if if
you you
add add
in in
the the
never never
symptomatic symptomatic
to to
the the
presymptomatic presymptomatic
, ,
do do
you you
get get
above above
50 @card@
percent percent
of of
the the
transmission transmission
is be
actually actually
from from
nonsymptomatic nonsymptomatic
people people
? ?
BG bg
: :
Yeah yeah
, ,
transmission transmission
is be
harder hard
to to
measure measure
. .
You you
know know
, ,
we we
see see
certain certain
hotspots hotspot
and and
things thing
, ,
but but
that that
' '
s s
a a
huge huge
question question
with with
the the
vaccine vaccine
: :
Will will
it it
, ,
besides besides
avoiding avoid
you you
getting get
sick sick
, ,
which which
is be
what what
the the
trial trial
will will
test test
, ,
will will
it it
also also
stop stop
you you
from from
being be
a a
transmitter transmitter
? ?
CA ca
: :
So so
that that
vaccine vaccine
, ,
it it
' '
s s
such such
an an
important important
question question
, ,
let let
' '
s s
come come
on on
to to
that that
. .
But but
before before
we we
go go
there there
, ,
any any
other other
surprises surprise
in in
the the
last last
couple couple
months month
that that
we we
' '
ve ve
learned learn
about about
this this
virus virus
that that
really really
impact impact
how how
we we
should should
respond respond
to to
it it
? ?
BG bg
: :
We we
' '
re re
still still
not not
able able
to to
characterize characterize
who who
the the
super-spreaders super-spreader
are be
in in
terms term
of of
what what
that that
profile profile
is be
, ,
and and
we we
may may
never never
. .
That that
may may
just just
be be
quite quite
random random
. .
If if
you you
could could
identify identify
them them
, ,
they they
' '
re re
responsible responsible
for for
the the
majority majority
of of
transmission transmission
, ,
a a
few few
people people
who who
have have
very very
high high
viral viral
loads load
. .
But but
sadly sadly
, ,
we we
haven haven
' '
t t
figured figure
that that
out out
. .
This this
mode mode
of of
transmission transmission
, ,
if if
you you
' '
re re
in in
a a
room room
and and
nobody nobody
talks talk
, ,
there there
' '
s s
way way
less less
transmission transmission
. .
That that
' '
s s
partly partly
why why
, ,
although although
planes plane
can can
transmit transmit
, ,
it it
' '
s s
less less
than than
you you
would would
expect expect
just just
in in
terms term
of of
time time
proximity proximity
measures measure
, ,
because because
unlike unlike
, ,
say say
, ,
a a
choir choir
or or
a a
restaurant restaurant
, ,
you you
' '
re re
not not
exhaling exhale
in in
loud loud
talking talk
quite quite
as as
much much
as as
in in
other other
indoor indoor
environments environment
. .
CA ca
: :
Hmm hmm
. .
What what
do do
you you
think think
about about
the the
ethics ethic
of of
someone someone
who who
would would
go go
on on
a a
plane plane
and and
refuse refuse
to to
wear wear
a a
mask mask
? ?
BG bg
: :
If if
they they
own own
the the
plane plane
, ,
that that
would would
be be
fine fine
. .
If if
there there
' '
s s
other other
people people
on on
the the
plane plane
, ,
that that
would would
be be
endangering endanger
those those
other other
people people
. .
CA ca
: :
Early early
on on
in in
the the
pandemic pandemic
, ,
the the
WHO who
did do
not not
advise advise
that that
people people
wear wear
masks mask
. .
They they
were be
worried worry
about about
taking take
them them
away away
from from
frontline frontline
medical medical
providers provider
. .
In in
retrospect retrospect
, ,
was be
that that
a a
terrible terrible
mistake mistake
that that
they they
made make
? ?
BG bg
: :
Yes yes
. .
All all
the the
experts expert
feel feel
bad bad
that that
the the
value value
of of
masks mask
-- --
which which
ties tie
back back
somewhat somewhat
to to
the the
asymptomatics asymptomatics
; ;
if if
people people
were be
very very
symptomatic symptomatic
, ,
like like
an an
Ebola ebola
, ,
then then
you you
know know
it it
and and
you you
isolate isolate
, ,
and and
so so
you you
don don
' '
t t
have have
a a
need need
for for
a a
masklike masklike
thing thing
. .
The the
value value
of of
masks mask
, ,
the the
fact fact
that that
the the
medical medical
masks mask
was be
a a
different different
supply supply
chain chain
than than
the the
normal normal
masks mask
, ,
the the
fact fact
you you
could could
scale scale
up up
the the
normal normal
masks mask
so so
well well
, ,
the the
fact fact
that that
it it
would would
stop stop
that that
presymptomatic presymptomatic
, ,
never never
symptomatic symptomatic
transmission transmission
, ,
it it
' '
s s
a a
mistake mistake
. .
But but
it it
' '
s s
not not
a a
conspiracy conspiracy
. .
It it
' '
s s
something something
that that
, ,
we we
now now
know know
more more
. .
And and
even even
now now
, ,
our our
error error
bars bar
on on
the the
benefit benefit
of of
masks mask
are be
higher high
than than
we we
' '
d d
like like
to to
admit admit
, ,
but but
it it
' '
s s
a a
significant significant
benefit benefit
. .
CA ca
: :
Alright alright
, ,
I i
' '
m m
going go
to to
come come
in in
with with
some some
questions question
from from
the the
community community
. .
Let let
' '
s s
pull pull
them them
up up
there there
. .
Jim jim
Pitofsky pitofsky
, ,
" "
Do do
you you
think think
reopening reopen
efforts effort
in in
the the
US us
have have
been be
premature premature
, ,
and and
if if
so so
, ,
how how
far far
should should
the the
US us
go go
to to
responsibly responsibly
confront confront
this this
pandemic pandemic
? ?
" "
BG bg
: :
Well well
, ,
the the
question question
of of
how how
you you
make make
trade-offs trade-off
between between
the the
benefits benefit
, ,
say say
, ,
of of
going go
to to
school school
versus versus
the the
risk risk
of of
people people
getting get
sick sick
because because
they they
go go
to to
school school
, ,
those those
are be
very very
tough tough
questions question
that that
I i
don don
' '
t t
think think
any any
single single
person person
can can
say say
, ,
" "
I i
will will
tell tell
you you
how how
to to
make make
all all
these these
trade-offs trade-offs
. .
" "
The the
understanding understanding
of of
where where
you you
have have
transmission transmission
, ,
and and
the the
fact fact
that that
young young
people people
do do
get get
infected infected
and and
are be
part part
of of
the the
multigenerational multigenerational
transmission transmission
chain chain
, ,
we we
should should
get get
that that
out out
. .
If if
you you
just just
look look
at at
the the
health health
aspect aspect
, ,
we we
have have
opened open
up up
too too
liberally liberally
. .
Now now
, ,
opening open
up up
in in
terms term
of of
mental mental
health health
and and
seeking seek
normal normal
health health
things thing
like like
vaccines vaccine
or or
other other
care care
, ,
there there
are be
benefits benefit
. .
I i
think think
some some
of of
our our
opening opening
up up
has have
created create
more more
risk risk
than than
benefit benefit
. .
Opening open
the the
bars bar
up up
as as
quickly quickly
as as
they they
did do
, ,
you you
know know
, ,
is be
that that
critical critical
for for
mental mental
health health
? ?
Maybe maybe
not not
. .
So so
I i
don don
' '
t t
think think
we we
' '
ve ve
been be
as as
tasteful tasteful
about about
opening open
up up
as as
I i
' '
m m
sure sure
, ,
as as
we we
study study
it it
, ,
that that
we we
' '
ll ll
realize realize
some some
things thing
we we
shouldn shouldn
' '
t t
have have
opened open
up up
as as
fast fast
. .
But but
then then
you you
have have
something something
like like
school school
, ,
where where
even even
sitting sit
here here
today today
, ,
the the
exact exact
plan plan
, ,
say say
, ,
for for
inner-city inner-city
schools school
for for
the the
fall fall
, ,
I i
wouldn wouldn
' '
t t
have have
a a
black-and-white black-and-white
view view
on on
the the
relative relative
trade-offs trade-off
involved involve
there there
. .
There there
are be
huge huge
benefits benefit
to to
letting let
those those
kids kid
go go
to to
school school
, ,
and and
how how
do do
you you
weigh weigh
the the
risk risk
? ?
If if
you you
' '
re re
in in
a a
city city
without without
many many
cases case
, ,
I i
would would
say say
probably probably
the the
benefit benefit
is be
there there
. .
Now now
that that
means means
that that
you you
could could
get get
surprised surprise
. .
The the
cases case
could could
show show
up up
, ,
and and
then then
you you
' '
d d
have have
to to
change change
that that
, ,
which which
is be
not not
easy easy
. .
But but
I i
think think
around around
the the
US us
, ,
there there
will will
be be
places place
where where
that that
won won
' '
t t
be be
a a
good good
trade-off trade-off
. .
So so
almost almost
any any
dimension dimension
of of
inequity inequity
, ,
this this
disease disease
has have
made make
worse worse
: :
job job
type type
, ,
internet internet
connection connection
, ,
ability ability
of of
your your
school school
to to
do do
online online
learning learning
. .
White-collar white-collar
workers worker
, ,
people people
are be
embarrassed embarrass
to to
admit admit
it it
, ,
some some
of of
them them
are be
more more
productive productive
and and
enjoying enjoy
the the
flexibility flexibility
that that
the the
at-home at-home
thing thing
has have
created create
, ,
and and
that that
feels feel
terrible terrible
when when
you you
know know
lots lot
of of
people people
are be
suffering suffer
in in
many many
ways way
, ,
including include
their their
kids kid
not not
going go
to to
school school
. .
CA ca
: :
Indeed indeed
. .
Let let
' '
s s
have have
the the
next next
question question
. .
[ [
Nathalie nathalie
Munyampenda munyampenda
] ]
" "
For for
us us
in in
Rwanda rwanda
, ,
early early
policy policy
interventions intervention
have have
made make
the the
difference difference
. .
At at
this this
point point
, ,
what what
policy policy
interventions intervention
do do
you you
suggest suggest
for for
the the
US us
now now
? ?
" "
Bill bill
, ,
I i
dream dream
of of
the the
day day
where where
you you
are be
appointed appoint
the the
coronavirus coronavirus
czar czar
with with
authority authority
to to
actually actually
speak speak
to to
the the
public public
. .
What what
would would
you you
do do
? ?
BG bg
: :
Well well
, ,
the the
innovation innovation
tools tool
are be
where where
I i
and and
the the
foundation foundation
probably probably
has have
the the
most most
expertise expertise
. .
Clearly clearly
, ,
some some
of of
the the
policies policy
on on
opening opening
up up
have have
been be
too too
generous generous
, ,
but but
I i
think think
everybody everybody
could could
engage engage
in in
that that
. .
We we
need need
leadership leadership
in in
terms term
of of
admitting admit
that that
we we
' '
ve ve
still still
got get
a a
huge huge
problem problem
here here
and and
not not
turning turn
that that
into into
almost almost
a a
political political
thing thing
of of
, ,
" "
Oh oh
, ,
isn isn
' '
t t
it it
brilliant brilliant
what what
we we
did do
? ?
" "
No no
, ,
it it
' '
s s
not not
brilliant brilliant
, ,
but but
there there
' '
s s
many many
people people
, ,
including include
the the
experts expert
-- --
there there
' '
s s
a a
lot lot
they they
didn didn
' '
t t
understand understand
, ,
and and
everybody everybody
wishes wish
a a
week week
earlier earlier
whatever whatever
action action
they they
took take
, ,
they they
' '
d d
taken take
that that
a a
week week
earlier earlier
. .
The the
innovation innovation
tools tool
, ,
that that
' '
s s
where where
the the
foundation foundation
' '
s s
work work
on on
antibodies antibody
, ,
vaccines vaccine
, ,
we we
have have
deep deep
expertise expertise
, ,
and and
it it
' '
s s
outside outside
of of
the the
private private
sector sector
, ,
and and
so so
we we
have have
kind kind
of of
a a
neutral neutral
ability ability
to to
work work
with with
all all
the the
governments government
and and
the the
companies company
to to
pick pick
. .
Particularly particularly
when when
you you
' '
re re
doing do
break-even break-even
products product
, ,
which which
one one
should should
get get
the the
resources resource
? ?
There there
' '
s s
no no
market market
signal signal
for for
that that
. .
Experts expert
have have
to to
say say
, ,
" "
OK ok
, ,
this this
antibody antibody
deserves deserve
the the
manufacturing manufacturing
. .
This this
vaccine vaccine
deserves deserve
the the
manufacturing manufacturing
, ,
" "
because because
we we
have have
very very
limited limit
manufacturing manufacturing
for for
both both
of of
those those
things thing
, ,
and and
it it
' '
ll ll
be be
cross-company cross-company
, ,
which which
never never
happens happen
in in
the the
normal normal
case case
, ,
where where
one one
company company
invents invent
it it
and and
then then
you you
' '
re re
using use
the the
manufacturing manufacturing
plants plant
of of
many many
companies company
to to
get get
maximum maximum
scale scale
of of
the the
best good
choice choice
. .
So so
I i
would would
be be
coordinating coordinate
those those
things thing
, ,
but but
we we
need need
a a
leader leader
who who
keeps keep
us us
up up
to to
date date
, ,
is be
realistic realistic
and and
shows show
us us
the the
right right
behavior behavior
, ,
as as
well well
as as
driving drive
the the
innovation innovation
track track
. .
CA ca
: :
I i
mean mean
, ,
you you
have have
to to
yourself yourself
be be
a a
master master
diplomat diplomat
in in
how how
you you
talk talk
about about
this this
stuff stuff
. .
So so
I i
appreciate appreciate
, ,
almost almost
, ,
the the
discomfort discomfort
here here
. .
But but
I i
mean mean
, ,
you you
talk talk
regularly regularly
with with
Anthony anthony
Fauci fauci
, ,
who who
is be
a a
wise wise
voice voice
on on
this this
by by
most most
people people
' '
s s
opinion opinion
. .
But but
to to
what what
extent extent
is be
he he
just just
hamstrung hamstrung
? ?
He he
' '
s s
not not
allowed allow
to to
play play
the the
full full
role role
that that
he he
could could
play play
in in
this this
circumstance circumstance
. .
BG bg
: :
Dr dr
. .
Fauci fauci
has have
emerged emerge
where where
he he
was be
allowed allow
to to
have have
some some
airtime airtime
, ,
and and
even even
though though
he he
was be
stating state
things thing
that that
are be
realistic realistic
, ,
his his
prestige prestige
has have
stuck stick
. .
He he
can can
speak speak
out out
in in
that that
way way
. .
Typically typically
, ,
the the
CDC cdc
would would
be be
the the
primary primary
voice voice
here here
. .
It it
' '
s s
not not
absolutely absolutely
necessary necessary
, ,
but but
in in
previous previous
health health
crises crisis
, ,
you you
let let
the the
experts expert
inside inside
the the
CDC cdc
be be
that that
voice voice
. .
They they
' '
re re
trained train
to to
do do
these these
things thing
, ,
and and
so so
it it
is be
a a
bit bit
unusual unusual
here here
how how
much much
we we
' '
ve ve
had have
to to
rely rely
on on
Fauci fauci
as as
opposed oppose
to to
the the
CDC cdc
. .
It it
should should
be be
Fauci fauci
, ,
who who
' '
s s
a a
brilliant brilliant
researcher researcher
, ,
so so
experienced experience
, ,
particularly particularly
in in
vaccines vaccine
. .
In in
some some
ways way
, ,
he he
has have
become become
, ,
taking take
the the
broad broad
advice advice
that that
' '
s s
the the
epidemiology epidemiology
advice advice
and and
explaining explain
it it
in in
the the
right right
way way
, ,
where where
he he
' '
ll ll
admit admit
, ,
" "
OK ok
, ,
we we
may may
have have
a a
rebound rebound
here here
, ,
and and
this this
is be
why why
we we
need need
to to
behave behave
that that
way way
. .
" "
But but
it it
' '
s s
fantastic fantastic
that that
his his
voice voice
has have
been be
allowed allow
to to
come come
through through
. .
CA ca
: :
