Chris chris
deadline deadline
on on
climate climate
. .
There there
' '
s s
a a
consensus consensus
of of
scientists scientist
, ,
a a
large large
consensus consensus
of of
scientists scientist
, ,
who who
believe believe
that that
if if
we we
haven haven
' '
t t
completely completely
eliminated eliminate
greenhouse greenhouse
gases gas
or or
offset offset
them them
completely completely
by by
2050 @card@
, ,
effectively effectively
we we
' '
re re
inviting invite
climate climate
catastrophe catastrophe
. .
Do do
you you
believe believe
there there
is be
a a
pathway pathway
to to
avoid avoid
that that
catastrophe catastrophe
? ?
And and
what what
would would
it it
look look
like like
? ?
EM em
: :
Yeah yeah
, ,
so so
I i
am be
not not
one one
of of
the the
doomsday doomsday
people people
, ,
which which
may may
surprise surprise
you you
. .
I i
actually actually
think think
we we
' '
re re
on on
a a
good good
path path
. .
But but
at at
the the
same same
time time
, ,
I i
want want
to to
caution caution
against against
complacency complacency
. .
So so
, ,
so so
long long
as as
we we
are be
not not
complacent complacent
, ,
as as
long long
as as
we we
have have
a a
high high
sense sense
of of
urgency urgency
about about
moving move
towards towards
a a
sustainable sustainable
energy energy
economy economy
, ,
then then
I i
think think
things thing
will will
be be
fine fine
. .
So so
I i
can can
' '
t t
emphasize emphasize
that that
enough enough
, ,
as as
long long
as as
we we
push push
hard hard
and and
are be
not not
complacent complacent
, ,
the the
future future
is be
going go
to to
be be
great great
. .
Don don
' '
t t
worry worry
about about
it it
. .
I i
mean mean
, ,
worry worry
about about
it it
, ,
but but
if if
you you
worry worry
about about
it it
, ,
ironically ironically
, ,
it it
will will
be be
a a
self-unfulfilling self-unfulfilling
prophecy prophecy
. .
So so
, ,
like like
, ,
there there
are be
three three
elements element
to to
a a
sustainable sustainable
energy energy
future future
. .
One one
is be
of of
sustainable sustainable
energy energy
generation generation
, ,
which which
is be
primarily primarily
wind wind
and and
solar solar
. .
There there
' '
s s
also also
hydro hydro
, ,
geothermal geothermal
, ,
I i
' '
m m
actually actually
pro-nuclear pro-nuclear
. .
I i
think think
nuclear nuclear
is be
fine fine
. .
But but
it it
' '
s s
going go
to to
be be
primarily primarily
solar solar
and and
wind wind
, ,
as as
the the
primary primary
generators generator
of of
energy energy
. .
The the
second second
part part
is be
you you
need need
batteries battery
to to
store store
the the
solar solar
and and
wind wind
energy energy
because because
the the
sun sun
doesn doesn
' '
t t
shine shine
all all
the the
time time
, ,
the the
wind wind
doesn doesn
' '
t t
blow blow
all all
the the
time time
. .
So so
it it
' '
s s
a a
lot lot
of of
stationary stationary
battery battery
packs pack
. .
And and
then then
you you
need need
electric electric
transport transport
. .
So so
electric electric
cars car
, ,
electric electric
planes plane
, ,
boats boat
. .
And and
then then
ultimately ultimately
, ,
it it
' '
s s
not not
really really
possible possible
to to
make make
electric electric
rockets rocket
, ,
but but
you you
can can
make make
the the
propellant propellant
used use
in in
rockets rocket
using use
sustainable sustainable
energy energy
. .
So so
ultimately ultimately
, ,
we we
can can
have have
a a
fully fully
sustainable sustainable
energy energy
economy economy
. .
And and
it it
' '
s s
those those
three three
things thing
: :
solar solar
/ /
wind wind
, ,
stationary stationary
battery battery
pack pack
, ,
electric electric
vehicles vehicle
. .
So so
then then
what what
are be
the the
limiting limit
factors factor
on on
progress progress
? ?
The the
limiting limit
factor factor
really really
will will
be be
battery battery
cell cell
production production
. .
So so
that that
' '
s s
going go
to to
really really
be be
the the
fundamental fundamental
rate rate
driver driver
. .
And and
then then
whatever whatever
the the
slowest slow
element element
of of
the the
whole whole
lithium-ion lithium-ion
battery battery
cells cell
supply supply
chain chain
, ,
from from
mining mining
and and
the the
many many
steps step
of of
refining refining
to to
ultimately ultimately
creating create
a a
battery battery
cell cell
and and
putting put
it it
into into
a a
pack pack
, ,
that that
will will
be be
the the
limiting limit
factor factor
on on
progress progress
towards towards
sustainability sustainability
. .
CA ca
: :
All all
right right
, ,
so so
we we
need need
to to
talk talk
more more
about about
batteries battery
, ,
because because
the the
key key
thing thing
that that
I i
want want
to to
understand understand
, ,
like like
, ,
there there
seems seem
to to
be be
a a
scaling scale
issue issue
here here
that that
is be
kind kind
of of
amazing amazing
and and
alarming alarming
. .
You you
have have
said say
that that
you you
have have
calculated calculate
that that
the the
amount amount
of of
battery battery
production production
that that
the the
world world
needs need
for for
sustainability sustainability
is be
300 @card@
terawatt terawatt
hours hour
of of
batteries battery
. .
That that
' '
s s
the the
end end
goal goal
? ?
EM em
: :
Very very
rough rough
numbers number
, ,
and and
I i
certainly certainly
would would
invite invite
others other
to to
check check
our our
calculations calculation
because because
they they
may may
arrive arrive
at at
different different
conclusions conclusion
. .
But but
in in
order order
to to
transition transition
, ,
not not
just just
current current
electricity electricity
production production
, ,
but but
also also
heating heating
and and
transport transport
, ,
which which
roughly roughly
triples triple
the the
amount amount
of of
electricity electricity
that that
you you
need need
, ,
it it
amounts amount
to to
approximately approximately
300 @card@
terawatt terawatt
hours hour
of of
installed installed
capacity capacity
. .
CA ca
: :
So so
we we
need need
to to
give give
people people
a a
sense sense
of of
how how
big big
a a
task task
that that
is be
. .
I i
mean mean
, ,
here here
we we
are be
at at
the the
Gigafactory gigafactory
. .
You you
know know
, ,
this this
is be
one one
of of
the the
biggest big
buildings building
in in
the the
world world
. .
What what
I i
' '
ve ve
read read
, ,
and and
tell tell
me me
if if
this this
is be
still still
right right
, ,
is be
that that
the the
goal goal
here here
is be
to to
eventually eventually
produce produce
100 @card@
gigawatt gigawatt
hours hour
of of
batteries battery
here here
a a
year year
eventually eventually
. .
EM em
: :
We we
will will
probably probably
do do
more more
than than
that that
, ,
but but
yes yes
, ,
hopefully hopefully
we we
get get
there there
within within
a a
couple couple
of of
years year
. .
CA ca
: :
Right right
. .
But but
I i
mean mean
, ,
that that
is be
one one
-- --
EM em
: :
0 @card@
. .
1 @card@
terrawat terrawat
hours hour
. .
CA ca
: :
But but
that that
' '
s s
still still
1 @card@
/ /
100 @card@
of of
what what
' '
s s
needed need
. .
How how
much much
of of
the the
rest rest
of of
that that
100 @card@
is be
Tesla tesla
planning plan
to to
take take
on on
let let
' '
s s
say say
, ,
between between
now now
and and
2030 @card@
, ,
2040 @card@
, ,
when when
we we
really really
need need
to to
see see
the the
scale scale
up up
happen happen
? ?
EM em
: :
I i
mean mean
, ,
these these
are be
just just
guesses guess
. .
So so
please please
, ,
people people
shouldn shouldn
' '
t t
hold hold
me me
to to
these these
things thing
. .
It it
' '
s s
not not
like like
this this
is be
like like
some some
-- --
What what
tends tend
to to
happen happen
is be
I i
' '
ll ll
make make
some some
like like
, ,
you you
know know
, ,
best good
guess guess
and and
then then
people people
, ,
in in
five five
years year
, ,
there there
' '
ll ll
be be
some some
jerk jerk
that that
writes write
an an
article article
: :
" "
Elon elon
said say
this this
would would
happen happen
, ,
and and
it it
didn didn
' '
t t
happen happen
. .
He he
' '
s s
a a
liar liar
and and
a a
fool fool
. .
" "
It it
' '
s s
very very
annoying annoy
when when
that that
happens happen
. .
So so
these these
are be
just just
guesses guess
, ,
this this
is be
a a
conversation conversation
. .
CA ca
: :
Right right
. .
EM em
: :
I i
think think
Tesla tesla
probably probably
ends end
up up
doing do
10 @card@
percent percent
of of
that that
. .
Roughly roughly
. .
CA ca
: :
Let let
' '
s s
say say
2050 @card@
we we
have have
this this
amazing amazing
, ,
you you
know know
, ,
100 @card@
percent percent
sustainable sustainable
electric electric
grid grid
made make
up up
of of
, ,
you you
know know
, ,
some some
mixture mixture
of of
the the
sustainable sustainable
energy energy
sources source
you you
talked talk
about about
. .
That that
same same
grid grid
probably probably
is be
offering offer
the the
world world
really really
low-cost low-cost
energy energy
, ,
isn isn
' '
t t
it it
, ,
compared compare
with with
now now
. .
And and
I i
' '
m m
curious curious
about about
like like
, ,
are be
people people
entitled entitle
to to
get get
a a
little little
bit bit
excited excite
about about
the the
possibilities possibility
of of
that that
world world
? ?
EM em
: :
People people
should should
be be
optimistic optimistic
about about
the the
future future
. .
Humanity humanity
will will
solve solve
sustainable sustainable
energy energy
. .
It it
will will
happen happen
if if
we we
, ,
you you
know know
, ,
continue continue
to to
push push
hard hard
, ,
the the
future future
is be
bright bright
and and
good good
from from
an an
energy energy
standpoint standpoint
. .
And and
then then
it it
will will
be be
possible possible
to to
also also
use use
that that
energy energy
to to
do do
carbon carbon
sequestration sequestration
. .
It it
takes take
a a
lot lot
of of
energy energy
to to
pull pull
carbon carbon
out out
of of
the the
atmosphere atmosphere
because because
in in
putting put
it it
in in
the the
atmosphere atmosphere
it it
releases release
energy energy
. .
So so
now now
, ,
you you
know know
, ,
obviously obviously
in in
order order
to to
pull pull
it it
out out
, ,
you you
need need
to to
use use
a a
lot lot
of of
energy energy
. .
But but
if if
you you
' '
ve ve
got get
a a
lot lot
of of
sustainable sustainable
energy energy
from from
wind wind
and and
solar solar
, ,
you you
can can
actually actually
sequester sequester
carbon carbon
. .
So so
you you
can can
reverse reverse
the the
CO2 co2
parts part
per per
million million
of of
the the
atmosphere atmosphere
and and
oceans ocean
. .
And and
also also
you you
can can
really really
have have
as as
much much
fresh fresh
water water
as as
you you
want want
. .
Earth earth
is be
mostly mostly
water water
. .
We we
should should
call call
Earth earth
" "
Water water
. .
" "
It it
' '
s s
70 @card@
percent percent
water water
by by
surface surface
area area
. .
Now now
most most
of of
that that
' '
s s
seawater seawater
, ,
but but
it it
' '
s s
like like
we we
just just
happen happen
to to
be be
on on
the the
bit bit
that that
' '
s s
land land
. .
CA ca
: :
And and
with with
energy energy
, ,
you you
can can
turn turn
seawater seawater
into into
-- --
EM em
: :
Yes yes
. .
CA ca
: :
Irrigating irrigate
water water
or or
whatever whatever
water water
you you
need need
. .
EM em
: :
At at
very very
low low
cost cost
. .
Things thing
will will
be be
good good
. .
CA ca
: :
Things thing
will will
be be
good good
. .
And and
also also
, ,
there there
' '
s s
other other
benefits benefit
to to
this this
non-fossil non-fossil
fuel fuel
world world
where where
the the
air air
is be
cleaner clean
-- --
EM em
: :
Yes yes
, ,
exactly exactly
. .
Because because
, ,
like like
, ,
when when
you you
burn burn
fossil fossil
fuels fuel
, ,
there there
' '
s s
all all
these these
side side
reactions reaction
and and
toxic toxic
gases gas
of of
various various
kinds kind
. .
And and
sort sort
of of
little little
particulates particulate
that that
are be
bad bad
for for
your your
lungs lung
. .
Like like
, ,
there there
' '
s s
all all
sorts sort
of of
bad bad
things thing
that that
are be
happening happen
that that
will will
go go
away away
. .
And and
the the
sky sky
will will
be be
cleaner clean
and and
quieter quiet
. .
The the
future future
' '
s s
going go
to to
be be
good good
. .
CA ca
: :
I i
want want
us us
to to
switch switch
now now
to to
think think
a a
bit bit
about about
artificial artificial
intelligence intelligence
. .
But but
the the
segue segue
there there
, ,
you you
mentioned mention
how how
annoying annoy
it it
is be
when when
people people
call call
you you
up up
for for
bad bad
predictions prediction
in in
the the
past past
. .
So so
I i
' '
m m
possibly possibly
going go
to to
be be
annoying annoy
now now
, ,
but but
I i
' '
m m
curious curious
about about
your your
timelines timeline
and and
how how
you you
predict predict
and and
how how
come come
some some
things thing
are be
so so
amazingly amazingly
on on
the the
money money
and and
some some
aren aren
' '
t t
. .
So so
when when
it it
comes come
to to
predicting predict
sales sale
of of
Tesla tesla
vehicles vehicle
, ,
for for
example example
, ,
you you
' '
ve ve
kind kind
of of
been be
amazing amazing
, ,
I i
think think
in in
2014 @card@
when when
Tesla tesla
had have
sold sell
that that
year year
60 @card@
, ,
000 @card@
cars car
, ,
you you
said say
, ,
" "
2020 @card@
, ,
I i
think think
we we
will will
do do
half half
a a
million million
a a
year year
. .
" "
EM em
: :
Yeah yeah
, ,
we we
did do
almost almost
exactly exactly
a a
half half
million million
. .
CA ca
: :
You you
did do
almost almost
exactly exactly
half half
a a
million million
. .
You you
were be
scoffed scoff
in in
2014 @card@
because because
no no
one one
since since
Henry henry
Ford ford
, ,
with with
the the
Model model
T t
, ,
had have
come come
close close
to to
that that
kind kind
of of
growth growth
rate rate
for for
cars car
. .
You you
were be
scoffed scoff
, ,
and and
you you
actually actually
hit hit
500 @card@
, ,
000 @card@
cars car
and and
then then
510 @card@
, ,
000 @card@
or or
whatever whatever
produced produce
. .
But but
five five
years year
ago ago
, ,
last last
time time
you you
came come
to to
TED ted
, ,
I i
asked ask
you you
about about
full full
self-driving self-driving
, ,
and and
you you
said say
, ,
" "
Yeah yeah
, ,
this this
very very
year year
, ,
I i
' '
m m
confident confident
that that
we we
will will
have have
a a
car car
going go
from from
LA la
to to
New new
York york
without without
any any
intervention intervention
. .
" "
EM em
: :
Yeah yeah
, ,
I i
don don
' '
t t
want want
to to
blow blow
your your
mind mind
, ,
but but
I i
' '
m m
not not
always always
right right
. .
CA ca
: :
What what
' '
s s
the the
difference difference
between between
those those
two two
? ?
Why why
has have
full full
self-driving self-driving
in in
particular particular
been be
so so
hard hard
to to
predict predict
? ?
EM em
: :
I i
mean mean
, ,
the the
thing thing
that that
really really
got get
me me
, ,
and and
I i
think think
it it
' '
s s
going go
to to
get get
a a
lot lot
of of
other other
people people
, ,
is be
that that
there there
are be
just just
so so
many many
false false
dawns dawn
with with
self-driving self-driving
, ,
where where
you you
think think
you you
' '
ve ve
got get
the the
problem problem
, ,
have have
a a
handle handle
on on
the the
problem problem
, ,
and and
then then
it it
, ,
no no
, ,
turns turn
out out
you you
just just
hit hit
a a
ceiling ceiling
. .
Because because
if if
you you
were be
to to
plot plot
the the
progress progress
, ,
the the
progress progress
looks look
like like
a a
log log
curve curve
. .
So so
it it
' '
s s
like like
a a
series series
of of
log log
curves curve
. .
So so
most most
people people
don don
' '
t t
know know
what what
a a
log log
curve curve
is be
, ,
I i
suppose suppose
. .
CA ca
: :
Show show
the the
shape shape
with with
your your
hands hand
. .
EM em
: :
It it
goes go
up up
you you
know know
, ,
sort sort
of of
a a
fairly fairly
straight straight
way way
, ,
and and
then then
it it
starts start
tailing tail
off off
and and
you you
start start
getting get
diminishing diminish
returns return
. .
And and
you you
' '
re re
like like
, ,
uh uh
oh oh
, ,
it it
was be
trending trend
up up
and and
now now
it it
' '
s s
sort sort
of of
, ,
curving curve
over over
and and
you you
start start
getting get
to to
these these
, ,
what what
I i
call call
local local
maxima maxima
, ,
where where
you you
don don
' '
t t
realize realize
basically basically
how how
dumb dumb
you you
were be
. .
And and
then then
it it
happens happen
again again
. .
And and
ultimately ultimately
. .
. .
. .
These these
things thing
, ,
you you
know know
, ,
in in
retrospect retrospect
, ,
they they
seem seem
obvious obvious
, ,
but but
in in
order order
to to
solve solve
full full
self-driving self-driving
properly properly
, ,
you you
actually actually
have have
to to
solve solve
real-world real-world
AI ai
. .
Because because
what what
are be
the the
road road
networks network
designed design
to to
work work
with with
? ?
They they
' '
re re
designed design
to to
work work
with with
a a
biological biological
neural neural
net net
, ,
our our
brains brain
, ,
and and
with with
vision vision
, ,
our our
eyes eye
. .
And and
so so
in in
order order
to to
make make
it it
work work
with with
computers computer
, ,
you you
basically basically
need need
to to
solve solve
real-world real-world
AI ai
and and
vision vision
. .
Because because
we we
need need
cameras camera
and and
silicon silicon
neural neural
nets net
in in
order order
to to
have have
self-driving self-driving
work work
for for
a a
system system
that that
was be
designed design
for for
eyes eye
and and
biological biological
neural neural
nets net
. .
You you
know know
, ,
I i
guess guess
when when
you you
put put
it it
that that
way way
, ,
it it
' '
s s
sort sort
of of
, ,
like like
, ,
quite quite
obvious obvious
that that
the the
only only
way way
to to
solve solve
full full
self-driving self-driving
is be
to to
solve solve
real real
world world
AI ai
and and
sophisticated sophisticated
vision vision
. .
CA ca
: :
What what
do do
you you
feel feel
about about
the the
current current
architecture architecture
? ?
Do do
you you
think think
you you
have have
an an
architecture architecture
now now
where where
there there
is be
a a
chance chance
for for
the the
logarithmic logarithmic
curve curve
not not
to to
tail tail
off off
any any
anytime anytime
soon soon
? ?
EM em
: :
Well well
I i
mean mean
, ,
admittedly admittedly
these these
may may
be be
infamous infamous
last last
words word
, ,
but but
I i
actually actually
am be
confident confident
that that
we we
will will
solve solve
it it
this this
year year
. .
That that
we we
will will
exceed exceed
-- --
The the
probability probability
of of
an an
accident accident
, ,
at at
what what
point point
do do
you you
exceed exceed
that that
of of
the the
average average
person person
? ?
I i
think think
we we
will will
exceed exceed
that that
this this
year year
. .
CA ca
: :
What what
are be
you you
seeing see
behind behind
the the
scenes scene
that that
gives give
you you
that that
confidence confidence
? ?
EM em
: :
We we
' '
re re
almost almost
at at
the the
point point
where where
we we
have have
a a
high-quality high-quality
unified unified
vector vector
space space
. .
In in
the the
beginning beginning
, ,
we we
were be
trying try
to to
do do
this this
with with
image image
recognition recognition
on on
individual individual
images image
. .
But but
if if
you you
get get
one one
image image
out out
of of
a a
video video
, ,
it it
' '
s s
actually actually
quite quite
hard hard
to to
see see
what what
' '
s s
going go
on on
without without
ambiguity ambiguity
. .
But but
if if
you you
look look
at at
a a
video video
segment segment
of of
a a
few few
seconds second
of of
video video
, ,
that that
ambiguity ambiguity
resolves resolve
. .
So so
the the
first first
thing thing
we we
had have
to to
do do
is be
tie tie
all all
eight eight
cameras camera
together together
so so
they they
' '
re re
synchronized synchronize
, ,
so so
that that
all all
the the
frames frame
are be
looked look
at at
simultaneously simultaneously
and and
labeled label
simultaneously simultaneously
by by
one one
person person
, ,
because because
we we
still still
need need
human human
labeling label
. .
So so
at at
least least
they they
' '
re re
not not
labeled label
at at
different different
times time
by by
different different
people people
in in
different different
ways way
. .
So so
it it
' '
s s
sort sort
of of
a a
surround surround
picture picture
. .
Then then
a a
very very
important important
part part
is be
to to
add add
the the
time time
dimension dimension
. .
So so
that that
you you
' '
re re
looking look
at at
surround surround
video video
, ,
and and
you you
' '
re re
labeling label
surround surround
video video
. .
And and
this this
is be
actually actually
quite quite
difficult difficult
to to
do do
from from
a a
software software
standpoint standpoint
. .
We we
had have
to to
write write
our our
own own
labeling label
tools tool
and and
then then
create create
auto auto
labeling label
, ,
create create
auto auto
labeling label
software software
to to
amplify amplify
the the
efficiency efficiency
of of
human human
labelers labelers
because because
it it
' '
s s
quite quite
hard hard
to to
label label
. .
In in
the the
beginning beginning
, ,
it it
was be
taking take
several several
hours hour
to to
label label
a a
10-second 10-second
video video
clip clip
. .
This this
is be
not not
scalable scalable
. .
So so
basically basically
what what
you you
have have
to to
have have
is be
you you
have have
to to
have have
surround surround
video video
, ,
and and
that that
surround surround
video video
has have
to to
be be
primarily primarily
automatically automatically
labeled label
with with
humans human
just just
being be
editors editor
and and
making make
slight slight
corrections correction
to to
the the
labeling label
of of
the the
video video
and and
then then
feeding feed
back back
those those
corrections correction
into into
the the
future future
auto auto
labeler labeler
, ,
so so
you you
get get
this this
flywheel flywheel
eventually eventually
where where
the the
auto auto
labeler labeler
is be
able able
to to
take take
in in
vast vast
amounts amount
of of
video video
and and
with with
high high
accuracy accuracy
, ,
automatically automatically
label label
the the
video video
for for
cars car
, ,
lane lane
lines line
, ,
drive drive
space space
. .
CA ca
: :
What what
you you
' '
re re
saying saying
is be
. .
. .
. .
the the
result result
of of
this this
is be
that that
you you
' '
re re
effectively effectively
giving give
the the
car car
a a
3D 3d
model model
of of
the the
actual actual
objects object
that that
are be
all all
around around
it it
. .
It it
knows know
what what
they they
are be
, ,
and and
it it
knows know
how how
fast fast
they they
are be
moving move
. .
And and
the the
remaining remain
task task
is be
to to
predict predict
what what
the the
quirky quirky
behaviors behavior
are be
that that
, ,
you you
know know
, ,
that that
when when
a a
pedestrian pedestrian
is be
walking walk
down down
the the
road road
with with
a a
smaller small
pedestrian pedestrian
, ,
that that
maybe maybe
that that
smaller small
pedestrian pedestrian
might might
do do
something something
unpredictable unpredictable
or or
things thing
like like
that that
. .
You you
have have
to to
build build
into into
it it
before before
you you
can can
really really
call call
it it
safe safe
. .
EM em
: :
You you
basically basically
need need
to to
have have
memory memory
across across
time time
and and
space space
. .
So so
what what
I i
mean mean
by by
that that
is be
. .
. .
. .
Memory memory
can can
' '
t t
be be
infinite infinite
, ,
because because
it it
' '
s s
using use
up up
a a
lot lot
of of
the the
computer computer
' '
s s
RAM ram
basically basically
. .
So so
you you
have have
to to
say say
how how
much much
are be
you you
going go
to to
try try
to to
remember remember
? ?
It it
' '
s s
very very
common common
for for
things thing
to to
be be
occluded occlude
. .
So so
if if
you you
talk talk
about about
say say
, ,
a a
pedestrian pedestrian
walking walking
past past
a a
truck truck
where where
you you
saw see
the the
pedestrian pedestrian
start start
on on
one one
side side
of of
the the
truck truck
, ,
then then
they they
' '
re re
occluded occlude
by by
the the
truck truck
. .
You you
would would
know know
intuitively intuitively
, ,
OK ok
, ,
that that
pedestrian pedestrian
is be
going go
to to
pop pop
out out
the the
other other
side side
, ,
most most
likely likely
. .
CA ca
: :
A a
computer computer
doesn doesn
' '
t t
know know
it it
. .
EM em
: :
You you
need need
to to
slow slow
down down
. .
CA ca
: :
A a
skeptic skeptic
is be
going go
to to
say say
that that
every every
year year
for for
the the
last last
five five
years year
, ,
you you
' '
ve ve
kind kind
of of
said say
, ,
well well
, ,
no no
this this
is be
the the
year year
, ,
we we
' '
re re
confident confident
that that
it it
will will
be be
there there
in in
a a
year year
or or
two two
or or
, ,
you you
know know
, ,
like like
it it
' '
s s
always always
been be
about about
that that
far far
away away
. .
But but
we we
' '
ve ve
got get
a a
new new
architecture architecture
now now
, ,
you you
' '
re re
seeing see
enough enough
improvement improvement
behind behind
the the
scenes scene
to to
make make
you you
not not
certain certain
, ,
but but
pretty pretty
confident confident
, ,
that that
, ,
by by
the the
end end
of of
this this
year year
, ,
what what
in in
most most
, ,
not not
in in
every every
city city
, ,
and and
every every
circumstance circumstance
but but
in in
many many
cities city
and and
circumstances circumstance
, ,
basically basically
the the
car car
will will
be be
able able
to to
drive drive
without without
interventions intervention
safer safe
than than
a a
human human
. .
EM em
: :
Yes yes
. .
I i
mean mean
, ,
the the
car car
currently currently
drives drive
me me
around around
Austin austin
most most
of of
the the
time time
with with
no no
interventions intervention
. .
So so
it it
' '
s s
not not
like like
. .
. .
. .
And and
we we
have have
over over
100 @card@
, ,
000 @card@
people people
in in
our our
full full
self-driving self-driving
beta beta
program program
. .
So so
you you
can can
look look
at at
the the
videos video
that that
they they
post post
online online
. .
CA ca
: :
I i
do do
. .
And and
some some
of of
them them
are be
great great
, ,
and and
some some
of of
them them
are be
a a
little little
terrifying terrifying
. .
I i
mean mean
, ,
occasionally occasionally
the the
car car
seems seem
to to
veer veer
off off
and and
scare scare
the the
hell hell
out out
of of
people people
. .
EM em
: :
It it
' '
s s
still still
a a
beta beta
. .
CA ca
: :
But but
you you
' '
re re
behind behind
the the
scenes scene
, ,
looking look
at at
the the
data datum
, ,
you you
' '
re re
seeing see
enough enough
improvement improvement
to to
believe believe
that that
a a
this-year this-year
timeline timeline
is be
real real
. .
EM em
: :
Yes yes
, ,
that that
' '
s s
what what
it it
seems seem
like like
. .
I i
mean mean
, ,
we we
could could
be be
here here
talking talk
again again
in in
a a
year year
, ,
like like
, ,
well well
, ,
another another
year year
went go
by by
, ,
and and
it it
didn didn
' '
t t
happen happen
. .
But but
I i
think think
this this
is be
the the
year year
. .
CA ca
: :
And and
so so
in in
general general
, ,
when when
people people
talk talk
about about
Elon elon
time time
, ,
I i
mean mean
it it
sounds sound
like like
you you
can can
' '
t t
just just
have have
a a
general general
rule rule
that that
if if
you you
predict predict
that that
something something
will will
be be
done do
in in
six six
months month
, ,
actually actually
what what
we we
should should
imagine imagine
is be
it it
' '
s s
going go
to to
be be
a a
year year
or or
it it
' '
s s
like like
two-x two-x
or or
three-x three-x
, ,
it it
depends depend
on on
the the
type type
of of
prediction prediction
. .
Some some
things thing
, ,
I i
guess guess
, ,
things thing
involving involve
software software
, ,
AI ai
, ,
whatever whatever
, ,
are be
fundamentally fundamentally
harder harder
to to
predict predict
than than
others other
. .
Is be
there there
an an
element element
that that
you you
actually actually
deliberately deliberately
make make
aggressive aggressive
prediction prediction
timelines timeline
to to
drive drive
people people
to to
be be
ambitious ambitious
? ?
Without without
that that
, ,
nothing nothing
gets get
done do
? ?
EM em
: :
Well well
, ,
I i
generally generally
believe believe
, ,
in in
terms term
of of
internal internal
timelines timeline
, ,
that that
we we
want want
to to
set set
the the
most most
aggressive aggressive
timeline timeline
that that
we we
can can
. .
Because because
there there
' '
s s
sort sort
of of
like like
a a
law law
of of
gaseous gaseous
expansion expansion
where where
, ,
for for
schedules schedule
, ,
where where
whatever whatever
time time
you you
set set
, ,
it it
' '
s s
not not
going go
to to
be be
less less
than than
that that
. .
It it
' '
s s
very very
rare rare
that that
it it
' '
ll ll
be be
less less
than than
that that
. .
But but
as as
far far
as as
our our
predictions prediction
are be
concerned concern
, ,
what what
tends tend
to to
happen happen
in in
the the
media medium
is be
that that
they they
will will
report report
all all
the the
wrong wrong
ones one
and and
ignore ignore
all all
the the
right right
ones one
. .
Or or
, ,
you you
know know
, ,
when when
writing write
an an
article article
about about
me me
-- --
I i
' '
ve ve
had have
a a
long long
career career
in in
multiple multiple
industries industry
. .
If if
you you
list list
my my
sins sin
, ,
I i
sound sound
like like
the the
worst bad
person person
on on
Earth earth
. .
But but
if if
you you
put put
those those
against against
the the
things thing
I i
' '
ve ve
done do
right right
, ,
it it
makes make
much much
more more
sense sense
, ,
you you
know know
? ?
So so
essentially essentially
like like
, ,
the the
longer longer
you you
do do
anything anything
, ,
the the
more more
mistakes mistake
that that
you you
will will
make make
cumulatively cumulatively
. .
Which which
, ,
if if
you you
sum sum
up up
those those
mistakes mistake
, ,
will will
sound sound
like like
I i
' '
m m
the the
worst bad
predictor predictor
ever ever
. .
But but
for for
example example
, ,
for for
