Chris chris
s s
no no
speed speed
limit limit
here here
, ,
so so
we we
' '
re re
designing design
this this
to to
be be
able able
to to
operate operate
at at
200 @card@
kilometers kilometer
an an
hour hour
. .
CA ca
: :
How how
much much
? ?
EM em
: :
200 @card@
kilometers kilometer
an an
hour hour
, ,
or or
about about
130 @card@
miles mile
per per
hour hour
. .
So so
you you
should should
be be
able able
to to
get get
from from
, ,
say say
, ,
Westwood westwood
to to
LAX lax
in in
six six
minutes minute
— -
five five
, ,
six six
minutes minute
. .
CA ca
: :
So so
possibly possibly
, ,
initially initially
done do
, ,
it it
' '
s s
like like
on on
a a
sort sort
of of
toll toll
road-type road-type
basis basis
. .
EM em
: :
Yeah yeah
. .
CA ca
: :
Which which
, ,
I i
guess guess
, ,
alleviates alleviate
some some
traffic traffic
from from
the the
surface surface
streets street
as as
well well
. .
EM em
: :
So so
, ,
I i
don don
' '
t t
know know
if if
people people
noticed notice
it it
in in
the the
video video
, ,
but but
there there
' '
s s
no no
real real
limit limit
to to
how how
many many
levels level
of of
tunnel tunnel
you you
can can
have have
. .
You you
can can
go go
much much
further further
deep deep
than than
you you
can can
go go
up up
. .
The the
deepest deep
mines mine
are be
much much
deeper deep
than than
the the
tallest tall
buildings building
are be
tall tall
, ,
so so
you you
can can
alleviate alleviate
any any
arbitrary arbitrary
level level
of of
urban urban
congestion congestion
with with
a a
3D 3d
tunnel tunnel
network network
. .
This this
is be
a a
very very
important important
point point
. .
So so
a a
key key
rebuttal rebuttal
to to
the the
tunnels tunnel
is be
that that
if if
you you
add add
one one
layer layer
of of
tunnels tunnel
, ,
that that
will will
simply simply
alleviate alleviate
congestion congestion
, ,
it it
will will
get get
used use
up up
, ,
and and
then then
you you
' '
ll ll
be be
back back
where where
you you
started start
, ,
back back
with with
congestion congestion
. .
But but
you you
can can
go go
to to
any any
arbitrary arbitrary
number number
of of
tunnels tunnel
, ,
any any
number number
of of
levels level
. .
CA ca
: :
But but
people people
— -
seen see
traditionally traditionally
, ,
it it
' '
s s
incredibly incredibly
expensive expensive
to to
dig dig
, ,
and and
that that
would would
block block
this this
idea idea
. .
EM em
: :
Yeah yeah
. .
Well well
, ,
they they
' '
re re
right right
. .
To to
give give
you you
an an
example example
, ,
the the
LA la
subway subway
extension extension
, ,
which which
is be
— -
I i
think think
it it
' '
s s
a a
two-and-a-half two-and-a-half
mile mile
extension extension
that that
was be
just just
completed complete
for for
two two
billion billion
dollars dollar
. .
So so
it it
' '
s s
roughly roughly
a a
billion billion
dollars dollar
a a
mile mile
to to
do do
the the
subway subway
extension extension
in in
LA la
. .
And and
this this
is be
not not
the the
highest high
utility utility
subway subway
in in
the the
world world
. .
So so
yeah yeah
, ,
it it
' '
s s
quite quite
difficult difficult
to to
dig dig
tunnels tunnel
normally normally
. .
I i
think think
we we
need need
to to
have have
at at
least least
a a
tenfold tenfold
improvement improvement
in in
the the
cost cost
per per
mile mile
of of
tunneling tunnel
. .
CA ca
: :
And and
how how
could could
you you
achieve achieve
that that
? ?
EM em
: :
Actually actually
, ,
if if
you you
just just
do do
two two
things thing
, ,
you you
can can
get get
to to
approximately approximately
an an
order order
of of
magnitude magnitude
improvement improvement
, ,
and and
I i
think think
you you
can can
go go
beyond beyond
that that
. .
So so
the the
first first
thing thing
to to
do do
is be
to to
cut cut
the the
tunnel tunnel
diameter diameter
by by
a a
factor factor
of of
two two
or or
more more
. .
So so
a a
single single
road road
lane lane
tunnel tunnel
according accord
to to
regulations regulation
has have
to to
be be
26 @card@
feet foot
, ,
maybe maybe
28 @card@
feet foot
in in
diameter diameter
to to
allow allow
for for
crashes crash
and and
emergency emergency
vehicles vehicle
and and
sufficient sufficient
ventilation ventilation
for for
combustion combustion
engine engine
cars car
. .
But but
if if
you you
shrink shrink
that that
diameter diameter
to to
what what
we we
' '
re re
attempting attempt
, ,
which which
is be
12 @card@
feet foot
, ,
which which
is be
plenty plenty
to to
get get
an an
electric electric
skate skate
through through
, ,
you you
drop drop
the the
diameter diameter
by by
a a
factor factor
of of
two two
and and
the the
cross-sectional cross-sectional
area area
by by
a a
factor factor
of of
four four
, ,
and and
the the
tunneling tunnel
cost cost
scales scale
with with
the the
cross-sectional cross-sectional
area area
. .
So so
that that
' '
s s
roughly roughly
a a
half-order half-order
of of
magnitude magnitude
improvement improvement
right right
there there
. .
Then then
tunneling tunnel
machines machine
currently currently
tunnel tunnel
for for
half half
the the
time time
, ,
then then
they they
stop stop
, ,
and and
then then
the the
rest rest
of of
the the
time time
is be
putting put
in in
reinforcements reinforcement
for for
the the
tunnel tunnel
wall wall
. .
So so
if if
you you
design design
the the
machine machine
instead instead
to to
do do
continuous continuous
tunneling tunnel
and and
reinforcing reinforce
, ,
that that
will will
give give
you you
a a
factor factor
of of
two two
improvement improvement
. .
Combine combine
that that
and and
that that
' '
s s
a a
factor factor
of of
eight eight
. .
Also also
these these
machines machine
are be
far far
from from
being be
at at
their their
power power
or or
thermal thermal
limits limit
, ,
so so
you you
can can
jack jack
up up
the the
power power
to to
the the
machine machine
substantially substantially
. .
I i
think think
you you
can can
get get
at at
least least
a a
factor factor
of of
two two
, ,
maybe maybe
a a
factor factor
of of
four four
or or
five five
improvement improvement
on on
top top
of of
that that
. .
So so
I i
think think
there there
' '
s s
a a
fairly fairly
straightforward straightforward
series series
of of
steps step
to to
get get
somewhere somewhere
in in
excess excess
of of
an an
order order
of of
magnitude magnitude
improvement improvement
in in
the the
cost cost
per per
mile mile
, ,
and and
our our
target target
actually actually
is be
— -
we we
' '
ve ve
got get
a a
pet pet
snail snail
called call
Gary gary
, ,
this this
is be
from from
Gary gary
the the
snail snail
from from
" "
South south
Park park
, ,
" "
I i
mean mean
, ,
sorry sorry
, ,
" "
SpongeBob spongebob
SquarePants squarepants
. .
" "
So so
Gary gary
is be
capable capable
of of
— -
currently currently
he he
' '
s s
capable capable
of of
going go
14 @card@
times time
faster faster
than than
a a
tunnel-boring tunnel-boring
machine machine
. .
CA ca
: :
You you
want want
to to
beat beat
Gary gary
. .
EM em
: :
We we
want want
to to
beat beat
Gary gary
. .
He he
' '
s s
not not
a a
patient patient
little little
fellow fellow
, ,
and and
that that
will will
be be
victory victory
. .
Victory victory
is be
beating beat
the the
snail snail
. .
CA ca
: :
But but
a a
lot lot
of of
people people
imagining imagine
, ,
dreaming dream
about about
future future
cities city
, ,
they they
imagine imagine
that that
actually actually
the the
solution solution
is be
flying fly
cars car
, ,
drones drone
, ,
etc etc
. .
You you
go go
aboveground aboveground
. .
Why why
isn isn
' '
t t
that that
a a
better good
solution solution
? ?
You you
save save
all all
that that
tunneling tunnel
cost cost
. .
EM em
: :
Right right
. .
I i
' '
m m
in in
favor favor
of of
flying fly
things thing
. .
Obviously obviously
, ,
I i
do do
rockets rocket
, ,
so so
I i
like like
things thing
that that
fly fly
. .
This this
is be
not not
some some
inherent inherent
bias bias
against against
flying fly
things thing
, ,
but but
there there
is be
a a
challenge challenge
with with
flying fly
cars car
in in
that that
they they
' '
ll ll
be be
quite quite
noisy noisy
, ,
the the
wind wind
force force
generated generate
will will
be be
very very
high high
. .
Let let
' '
s s
just just
say say
that that
if if
something something
' '
s s
flying fly
over over
your your
head head
, ,
a a
whole whole
bunch bunch
of of
flying fly
cars car
going go
all all
over over
the the
place place
, ,
that that
is be
not not
an an
anxiety-reducing anxiety-reducing
situation situation
. .
You you
don don
' '
t t
think think
to to
yourself yourself
, ,
" "
Well well
, ,
I i
feel feel
better good
about about
today today
. .
" "
You you
' '
re re
thinking thinking
, ,
" "
Did do
they they
service service
their their
hubcap hubcap
, ,
or or
is be
it it
going go
to to
come come
off off
and and
guillotine guillotine
me me
? ?
" "
Things thing
like like
that that
. .
CA ca
: :
So so
you you
' '
ve ve
got get
this this
vision vision
of of
future future
cities city
with with
these these
rich rich
, ,
3D 3d
networks network
of of
tunnels tunnel
underneath underneath
. .
Is be
there there
a a
tie-in tie-in
here here
with with
Hyperloop hyperloop
? ?
Could could
you you
apply apply
these these
tunnels tunnel
to to
use use
for for
this this
Hyperloop hyperloop
idea idea
you you
released release
a a
few few
years year
ago ago
. .
EM em
: :
Yeah yeah
, ,
so so
we we
' '
ve ve
been be
sort sort
of of
puttering putter
around around
with with
the the
Hyperloop hyperloop
stuff stuff
for for
a a
while while
. .
We we
built build
a a
Hyperloop hyperloop
test test
track track
adjacent adjacent
to to
SpaceX spacex
, ,
just just
for for
a a
student student
competition competition
, ,
to to
encourage encourage
innovative innovative
ideas idea
in in
transport transport
. .
And and
it it
actually actually
ends end
up up
being be
the the
biggest big
vacuum vacuum
chamber chamber
in in
the the
world world
after after
the the
Large large
Hadron hadron
Collider collider
, ,
by by
volume volume
. .
So so
it it
was be
quite quite
fun fun
to to
do do
that that
, ,
but but
it it
was be
kind kind
of of
a a
hobby hobby
thing thing
, ,
and and
then then
we we
think think
we we
might might
— -
so so
we we
' '
ve ve
built build
a a
little little
pusher pusher
car car
to to
push push
the the
student student
pods pod
, ,
but but
we we
' '
re re
going go
to to
try try
seeing see
how how
fast fast
we we
can can
make make
the the
pusher pusher
go go
if if
it it
' '
s s
not not
pushing push
something something
. .
So so
we we
' '
re re
cautiously cautiously
optimistic optimistic
we we
' '
ll ll
be be
able able
to to
be be
faster fast
than than
the the
world world
' '
s s
fastest fast
bullet bullet
train train
even even
in in
a a
. .
8-mile 8-mile
stretch stretch
. .
CA ca
: :
Whoa whoa
. .
Good good
brakes brake
. .
EM em
: :
Yeah yeah
, ,
I i
mean mean
, ,
it it
' '
s s
— -
yeah yeah
. .
It it
' '
s s
either either
going go
to to
smash smash
into into
tiny tiny
pieces piece
or or
go go
quite quite
fast fast
. .
CA ca
: :
But but
you you
can can
picture picture
, ,
then then
, ,
a a
Hyperloop hyperloop
in in
a a
tunnel tunnel
running run
quite quite
long long
distances distance
. .
EM em
: :
Exactly exactly
. .
And and
looking look
at at
tunneling tunnel
technology technology
, ,
it it
turns turn
out out
that that
in in
order order
to to
make make
a a
tunnel tunnel
, ,
you you
have have
to to
— -
In in
order order
to to
seal seal
against against
the the
water water
table table
, ,
you you
' '
ve ve
got get
to to
typically typically
design design
a a
tunnel tunnel
wall wall
to to
be be
good good
to to
about about
five five
or or
six six
atmospheres atmosphere
. .
So so
to to
go go
to to
vacuum vacuum
is be
only only
one one
atmosphere atmosphere
, ,
or or
near-vacuum near-vacuum
. .
So so
actually actually
, ,
it it
sort sort
of of
turns turn
out out
that that
automatically automatically
, ,
if if
you you
build build
a a
tunnel tunnel
that that
is be
good good
enough enough
to to
resist resist
the the
water water
table table
, ,
it it
is be
automatically automatically
capable capable
of of
holding hold
vacuum vacuum
. .
CA ca
: :
Huh huh
. .
EM em
: :
So so
, ,
yeah yeah
. .
CA ca
: :
And and
so so
you you
could could
actually actually
picture picture
, ,
what what
kind kind
of of
length length
tunnel tunnel
is be
in in
Elon elon
' '
s s
future future
to to
running run
Hyperloop hyperloop
? ?
EM em
: :
I i
think think
there there
' '
s s
no no
real real
length length
limit limit
. .
You you
could could
dig dig
as as
much much
as as
you you
want want
. .
I i
think think
if if
you you
were be
to to
do do
something something
like like
a a
DC-to-New dc-to-new
York york
Hyperloop hyperloop
, ,
I i
think think
you you
' '
d d
probably probably
want want
to to
go go
underground underground
the the
entire entire
way way
because because
it it
' '
s s
a a
high- high-
density density
area area
. .
You you
' '
re re
going go
under under
a a
lot lot
of of
buildings building
and and
houses house
, ,
and and
if if
you you
go go
deep deep
enough enough
, ,
you you
cannot can
detect detect
the the
tunnel tunnel
. .
Sometimes sometimes
people people
think think
, ,
well well
, ,
it it
' '
s s
going go
to to
be be
pretty pretty
annoying annoy
to to
have have
a a
tunnel tunnel
dug dig
under under
my my
house house
. .
Like like
, ,
if if
that that
tunnel tunnel
is be
dug dug
more more
than than
about about
three three
or or
four four
tunnel tunnel
diameters diameter
beneath beneath
your your
house house
, ,
you you
will will
not not
be be
able able
to to
detect detect
it it
being be
dug dug
at at
all all
. .
In in
fact fact
, ,
if if
you you
' '
re re
able able
to to
detect detect
the the
tunnel tunnel
being be
dug dug
, ,
whatever whatever
device device
you you
are be
using use
, ,
you you
can can
get get
a a
lot lot
of of
money money
for for
that that
device device
from from
the the
Israeli israeli
military military
, ,
who who
is be
trying try
to to
detect detect
tunnels tunnel
from from
Hamas hamas
, ,
and and
from from
the the
US us
Customs customs
and and
Border border
patrol patrol
that that
try try
and and
detect detect
drug drug
tunnels tunnel
. .
So so
the the
reality reality
is be
that that
earth earth
is be
incredibly incredibly
good good
at at
absorbing absorb
vibrations vibration
, ,
and and
once once
the the
tunnel tunnel
depth depth
is be
below below
a a
certain certain
level level
, ,
it it
is be
undetectable undetectable
. .
Maybe maybe
if if
you you
have have
a a
very very
sensitive sensitive
seismic seismic
instrument instrument
, ,
you you
might might
be be
able able
to to
detect detect
it it
. .
CA ca
: :
So so
you you
' '
ve ve
started start
a a
new new
company company
to to
do do
this this
called call
The the
Boring boring
Company company
. .
Very very
nice nice
. .
Very very
funny funny
. .
EM em
: :
What what
' '
s s
funny funny
about about
that that
? ?
CA ca
: :
How how
much much
of of
your your
time time
is be
this this
? ?
EM em
: :
It it
' '
s s
maybe maybe
. .
. .
. .
two two
or or
three three
percent percent
. .
CA ca
: :
You you
' '
ve ve
called call
it it
a a
hobby hobby
. .
This this
is be
what what
an an
Elon elon
Musk musk
hobby hobby
looks look
like like
. .
EM em
: :
I i
mean mean
, ,
it it
really really
is be
, ,
like like
— -
This this
is be
basically basically
interns intern
and and
people people
doing do
it it
part part
time time
. .
We we
bought buy
some some
second-hand second-hand
machinery machinery
. .
It it
' '
s s
kind kind
of of
puttering putter
along along
, ,
but but
it it
' '
s s
making make
good good
progress progress
, ,
so so
— -
CA ca
: :
So so
an an
even even
bigger big
part part
of of
your your
time time
is be
being be
spent spend
on on
electrifying electrify
cars car
and and
transport transport
through through
Tesla tesla
. .
Is be
one one
of of
the the
motivations motivation
for for
the the
tunneling tunnel
project project
the the
realization realization
that that
actually actually
, ,
in in
a a
world world
where where
cars car
are be
electric electric
and and
where where
they they
' '
re re
self-driving self-driving
, ,
there there
may may
end end
up up
being be
more more
cars car
on on
the the
roads road
on on
any any
given give
hour hour
than than
there there
are be
now now
? ?
EM em
: :
Yeah yeah
, ,
exactly exactly
. .
A a
lot lot
of of
people people
think think
that that
when when
you you
make make
cars car
autonomous autonomous
, ,
they they
' '
ll ll
be be
able able
to to
go go
faster faster
and and
that that
will will
alleviate alleviate
congestion congestion
. .
And and
to to
some some
degree degree
that that
will will
be be
true true
, ,
but but
once once
you you
have have
shared share
autonomy autonomy
where where
it it
' '
s s
much much
cheaper cheap
to to
go go
by by
car car
and and
you you
can can
go go
point point
to to
point point
, ,
the the
affordability affordability
of of
going go
in in
a a
car car
will will
be be
better good
than than
that that
of of
a a
bus bus
. .
Like like
, ,
it it
will will
cost cost
less less
than than
a a
bus bus
ticket ticket
. .
So so
the the
amount amount
of of
driving driving
that that
will will
occur occur
will will
be be
much much
greater great
with with
shared share
autonomy autonomy
, ,
and and
actually actually
traffic traffic
will will
get get
far far
worse bad
. .
CA ca
: :
You you
started start
Tesla tesla
with with
the the
goal goal
of of
persuading persuade
the the
world world
that that
electrification electrification
was be
the the
future future
of of
cars car
, ,
and and
a a
few few
years year
ago ago
, ,
people people
were be
laughing laugh
at at
you you
. .
Now now
, ,
not not
so so
much much
. .
EM em
: :
OK ok
. .
I i
don don
' '
t t
know know
. .
I i
don don
' '
t t
know know
. .
CA ca
: :
But but
isn isn
' '
t t
it it
true true
that that
pretty pretty
much much
every every
auto auto
manufacturer manufacturer
has have
announced announce
serious serious
electrification electrification
plans plan
for for
the the
short- short-
to to
medium-term medium-term
future future
? ?
EM em
: :
Yeah yeah
. .
Yeah yeah
. .
I i
think think
almost almost
every every
automaker automaker
has have
some some
electric electric
vehicle vehicle
program program
. .
They they
vary vary
in in
seriousness seriousness
. .
Some some
are be
very very
serious serious
about about
transitioning transitioning
entirely entirely
to to
electric electric
, ,
and and
some some
are be
just just
dabbling dabble
in in
it it
. .
And and
some some
, ,
amazingly amazingly
, ,
are be
still still
pursuing pursue
fuel fuel
cells cell
, ,
but but
I i
think think
that that
won win
' '
t t
last last
much much
longer longer
. .
CA ca
: :
But but
isn isn
' '
t t
there there
a a
sense sense
, ,
though though
, ,
Elon elon
, ,
where where
you you
can can
now now
just just
declare declare
victory victory
and and
say say
, ,
you you
know know
, ,
" "
We we
did do
it it
. .
" "
Let let
the the
world world
electrify electrify
, ,
and and
you you
go go
on on
and and
focus focus
on on
other other
stuff stuff
? ?
EM em
: :
Yeah yeah
. .
I i
intend intend
to to
stay stay
with with
Tesla tesla
as as
far far
into into
the the
future future
as as
I i
can can
imagine imagine
, ,
and and
there there
are be
a a
lot lot
of of
exciting exciting
things thing
that that
we we
have have
coming come
. .
Obviously obviously
the the
Model model
3 @card@
is be
coming come
soon soon
. .
We we
' '
ll ll
be be
unveiling unveil
the the
Tesla tesla
Semi semi
truck truck
. .
CA ca
: :
OK ok
, ,
we we
' '
re re
going go
to to
come come
to to
this this
. .
So so
Model model
3 @card@
, ,
it it
' '
s s
supposed suppose
to to
be be
coming come
in in
July-ish july-ish
. .
EM em
: :
Yeah yeah
, ,
it it
' '
s s
looking look
quite quite
good good
for for
starting start
production production
in in
July july
. .
CA ca
: :
Wow wow
. .
One one
of of
the the
things thing
that that
people people
are be
so so
excited excited
about about
is be
the the
fact fact
that that
it it
' '
s s
got get
autopilot autopilot
. .
And and
you you
put put
out out
this this
video video
a a
while while
back back
showing show
what what
that that
technology technology
would would
look look
like like
. .
EM em
: :
Yeah yeah
. .
CA ca
: :
There there
' '
s s
obviously obviously
autopilot autopilot
in in
Model model
S s
right right
now now
. .
What what
are be
we we
seeing see
here here
? ?
EM em
: :
Yeah yeah
, ,
so so
this this
is be
using use
only only
cameras camera
and and
GPS gps
. .
So so
there there
' '
s s
no no
LIDAR lidar
or or
radar radar
being be
used use
here here
. .
This this
is be
just just
using use
passive passive
optical optical
, ,
which which
is be
essentially essentially
what what
a a
person person
uses use
. .
The the
whole whole
road road
system system
is be
meant mean
to to
be be
navigated navigate
with with
passive passive
optical optical
, ,
or or
cameras camera
, ,
and and
so so
once once
you you
solve solve
cameras camera
or or
vision vision
, ,
then then
autonomy autonomy
is be
solved solve
. .
If if
you you
don don
' '
t t
solve solve
vision vision
, ,
it it
' '
s s
not not
solved solve
. .
So so
that that
' '
s s
why why
our our
focus focus
is be
so so
heavily heavily
on on
having have
a a
vision vision
neural neural
net net
that that
' '
s s
very very
effective effective
for for
road road
conditions condition
. .
CA ca
: :
Right right
. .
Many many
other other
people people
are be
going go
the the
LIDAR lidar
route route
. .
You you
want want
cameras camera
plus plus
radar radar
is be
most most
of of
it it
. .
EM em
: :
You you
can can
absolutely absolutely
be be
superhuman superhuman
with with
just just
cameras camera
. .
Like like
, ,
you you
can can
probably probably
do do
it it
ten ten
times time
better well
than than
humans human
would would
, ,
just just
cameras camera
. .
CA ca
: :
So so
the the
new new
cars car
being be
sold sell
right right
now now
have have
eight eight
cameras camera
in in
them them
. .
They they
can can
' '
t t
yet yet
do do
what what
that that
showed show
. .
When when
will will
they they
be be
able able
to to
? ?
EM em
: :
I i
think think
we we
' '
re re
still still
on on
track track
for for
being be
able able
to to
go go
cross-country cross-country
from from
LA la
to to
New new
York york
by by
the the
end end
of of
the the
year year
, ,
fully fully
autonomous autonomous
. .
CA ca
: :
OK ok
, ,
so so
by by
the the
end end
of of
the the
year year
, ,
you you
' '
re re
saying saying
, ,
someone someone
' '
s s
going go
to to
sit sit
in in
a a
Tesla tesla
without without
touching touch
the the
steering steering
wheel wheel
, ,
tap tap
in in
" "
New new
York york
, ,
" "
off off
it it
goes go
. .
EM em
: :
Yeah yeah
. .
CA ca
: :
Won won
' '
t t
ever ever
have have
to to
touch touch
the the
wheel wheel
— -
by by
the the
end end
of of
2017 @card@
. .
EM em
: :
Yeah yeah
. .
Essentially essentially
, ,
November november
or or
December december
of of
this this
year year
, ,
we we
should should
be be
able able
to to
go go
all all
the the
way way
from from
a a
parking parking
lot lot
in in
California california
to to
a a
parking parking
lot lot
in in
New new
York york
, ,
no no
controls control
touched touch
at at
any any
point point
during during
the the
entire entire
journey journey
. .
CA ca
: :
Amazing amazing
. .
But but
part part
of of
that that
is be
possible possible
because because
you you
' '
ve ve
already already
got get
a a
fleet fleet
of of
Teslas tesla
driving drive
all all
these these
roads road
. .
You you
' '
re re
accumulating accumulate
a a
huge huge
amount amount
of of
data datum
of of
that that
national national
road road
system system
. .
EM em
: :
Yes yes
, ,
but but
the the
thing thing
that that
will will
be be
interesting interesting
is be
that that
I i
' '
m m
actually actually
fairly fairly
confident confident
it it
will will
be be
able able
to to
do do
that that
route route
even even
if if
you you
change change
the the
route route
dynamically dynamically
. .
So so
, ,
it it
' '
s s
fairly fairly
easy easy
— -
If if
you you
say say
I i
' '
m m
going go
to to
be be
really really
good good
at at
one one
specific specific
route route
, ,
that that
' '
s s
one one
thing thing
, ,
but but
it it
should should
be be
able able
to to
go go
, ,
really really
be be
very very
good good
, ,
certainly certainly
once once
you you
enter enter
a a
highway highway
, ,
to to
go go
anywhere anywhere
on on
the the
highway highway
system system
in in
a a
given give
country country
. .
So so
it it
' '
s s
not not
sort sort
of of
limited limit
to to
LA la
to to
New new
York york
. .
We we
could could
change change
it it
and and
make make
it it
Seattle-Florida seattle-florida
, ,
that that
day day
, ,
in in
real real
time time
. .
So so
you you
were be
going go
from from
LA la
to to
New new
York york
. .
Now now
go go
from from
LA la
to to
Toronto toronto
. .
CA ca
: :
So so
leaving leave
aside aside
regulation regulation
for for
a a
second second
, ,
in in
terms term
of of
the the
technology technology
alone alone
, ,
the the
time time
when when
someone someone
will will
be be
able able
to to
buy buy
one one
of of
your your
cars car
and and
literally literally
just just
take take
the the
hands hand
off off
the the
wheel wheel
and and
go go
to to
sleep sleep
and and
wake wake
up up
and and
find find
that that
they they
' '
ve ve
arrived arrive
, ,
how how
far far
away away
is be
that that
, ,
to to
do do
that that
safely safely
? ?
EM em
: :
I i
think think
that that
' '
s s
about about
two two
years year
. .
So so
the the
real real
trick trick
of of
it it
is be
not not
how how
do do
you you
make make
it it
work work
say say
99 @card@
. .
9 @card@
percent percent
of of
the the
time time
, ,
because because
, ,
like like
, ,
if if
a a
car car
crashes crash
one one
in in
a a
thousand thousand
times time
, ,
then then
you you
' '
re re
probably probably
still still
not not
going go
to to
be be
comfortable comfortable
falling falling
asleep asleep
. .
You you
shouldn shouldn
' '
t t
be be
, ,
certainly certainly
. .
It it
' '
s s
never never
going go
to to
be be
perfect perfect
. .
No no
system system
is be
going go
to to
be be
perfect perfect
, ,
but but
if if
you you
say say
it it
' '
s s
perhaps perhaps
— -
the the
car car
is be
unlikely unlikely
to to
crash crash
in in
a a
hundred hundred
lifetimes lifetime
, ,
or or
a a
thousand thousand
lifetimes lifetime
, ,
then then
people people
are be
like like
, ,
OK ok
, ,
wow wow
, ,
if if
I i
were be
to to
live live
a a
thousand thousand
lives life
, ,
I i
would would
still still
most most
likely likely
never never
experience experience
a a
crash crash
, ,
then then
that that
' '
s s
probably probably
OK ok
. .
CA ca
: :
To to
sleep sleep
. .
I i
guess guess
the the
big big
concern concern
of of
yours yours
is be
that that
people people
may may
actually actually
get get
seduced seduce
too too
early early
to to
think think
that that
this this
is be
safe safe
, ,
and and
that that
you you
' '
ll ll
have have
some some
horrible horrible
incident incident
happen happen
that that
puts put
things thing
back back
. .
EM em
: :
Well well
, ,
I i
think think
that that
the the
autonomy autonomy
system system
is be
likely likely
to to
at at
least least
mitigate mitigate
the the
crash crash
, ,
except except
in in
rare rare
circumstances circumstance
. .
The the
thing thing
to to
appreciate appreciate
about about
vehicle vehicle
safety safety
is be
this this
is be
probabilistic probabilistic
. .
I i
mean mean
, ,
there there
' '
s s
some some
chance chance
that that
any any
time time
a a
human human
driver driver
gets get
in in
a a
car car
, ,
that that
they they
will will
have have
an an
accident accident
that that
is be
their their
fault fault
. .
It it
' '
s s
never never
zero zero
. .
So so
really really
the the
key key
threshold threshold
for for
autonomy autonomy
is be
how how
much much
better well
does do
autonomy autonomy
need need
to to
be be
than than
a a
person person
before before
you you
can can
rely rely
on on
it it
? ?
CA ca
: :
But but
once once
you you
get get
literally literally
safe safe
hands-off hands-off
driving driving
, ,
the the
power power
to to
disrupt disrupt
the the
whole whole
industry industry
seems seem
massive massive
, ,
because because
at at
that that
point point
you you
' '
ve ve
spoken speak
of of
people people
being be
able able
to to
buy buy
a a
car car
, ,
drops drop
you you
off off
at at
work work
, ,
and and
then then
you you
let let
it it
go go
and and
provide provide
a a
sort sort
of of
Uber-like uber-like
service service
to to
other other
people people
, ,
earn earn
you you
money money
, ,
maybe maybe
even even
cover cover
the the
cost cost
of of
your your
lease lease
of of
that that
car car
, ,
so so
you you
can can
kind kind
of of
get get
a a
car car
for for
free free
. .
Is be
that that
really really
likely likely
? ?
EM em
: :
Yeah yeah
. .
Absolutely absolutely
this this
is be
what what
will will
happen happen
. .
So so
there there
will will
be be
a a
shared shared
autonomy autonomy
fleet fleet
where where
you you
buy buy
your your
car car
and and
you you
can can
choose choose
to to
use use
that that
car car
exclusively exclusively
, ,
you you
could could
choose choose
to to
have have
it it
be be
used use
only only
by by
friends friend
and and
family family
, ,
only only
by by
other other
drivers driver
who who
are be
rated rate
five five
star star
, ,
you you
can can
choose choose
to to
share share
it it
sometimes sometimes
but but
not not
other other
times time
. .
That that
' '
s s
