Chris chris
it it
wasn wasn
' '
t t
being be
done do
in in
the the
United united
States states
in in
that that
way way
. .
And and
in in
fact fact
, ,
we we
were be
just just
sitting sit
, ,
passively passively
waiting wait
for for
people people
to to
get get
sick sick
and and
treat treat
them them
in in
hospital hospital
. .
And and
that that
message message
got get
to to
the the
governor governor
of of
Massachusetts massachusetts
, ,
and and
we we
started start
supporting support
the the
state state
to to
do do
contact contact
tracing trace
for for
COVID covid
, ,
with with
the the
very very
idea idea
that that
this this
would would
help help
us us
identify identify
and and
resource resource
the the
communities community
that that
were be
most most
vulnerable vulnerable
. .
CA ca
: :
So so
it it
' '
s s
really really
quite quite
ironic ironic
that that
these these
decades decade
of of
experience experience
in in
the the
developing develop
world world
and and
elsewhere elsewhere
, ,
that that
that that
has have
now now
really really
been be
seen see
as as
a a
crucial crucial
need need
to to
bring bring
to to
the the
US us
. .
And and
especially especially
to to
bring bring
your your
expertise expertise
around around
contact contact
tracing tracing
. .
So so
, ,
talk talk
a a
bit bit
about about
contact contact
tracing tracing
, ,
why why
does do
it it
matter matter
so so
much much
, ,
and and
what what
would would
, ,
I i
don don
' '
t t
know know
, ,
a a
perfect perfect
contact contact
tracing trace
setup setup
look look
like like
? ?
JM jm
: :
Well well
, ,
first first
I i
want want
to to
say say
that that
you you
want want
to to
, ,
always always
, ,
in in
any any
type type
of of
illness illness
, ,
you you
want want
to to
do do
prevention prevention
, ,
and and
diagnosis diagnosis
and and
treatment treatment
and and
care care
. .
That that
is be
what what
comprehensive comprehensive
approaches approach
look look
like like
, ,
and and
that that
" "
care care
" "
piece piece
, ,
to to
us us
, ,
is be
about about
the the
provision provision
of of
social social
support support
and and
material material
support support
to to
allow allow
people people
to to
get get
the the
care care
they they
need need
. .
So so
that that
might might
be be
transportation transportation
, ,
it it
might might
be be
food food
. .
So so
when when
you you
look look
at at
that that
comprehensive comprehensive
approach approach
, ,
for for
an an
infectious infectious
disease disease
, ,
part part
of of
prevention prevention
is be
knowing know
where where
the the
disease disease
is be
spreading spread
and and
how how
it it
' '
s s
spreading spread
and and
in in
whom whom
it it
' '
s s
spreading spread
, ,
so so
that that
resources resource
can can
be be
disproportionately disproportionately
put put
to to
the the
highest-risk highest-risk
areas area
. .
So so
contact contact
tracing tracing
is be
a a
staple staple
of of
public public
health health
and and
what what
it it
means mean
is be
that that
every every
time time
a a
new new
person person
is be
diagnosed diagnose
with with
COVID covid
or or
any any
infectious infectious
disease disease
, ,
then then
you you
investigate investigate
and and
innumerate innumerate
the the
people people
they they
' '
ve ve
been be
in in
contacts contact
with with
, ,
and and
call call
those those
contacts contact
and and
say say
, ,
" "
You you
' '
ve ve
been be
exposed expose
, ,
" "
or or
talk talk
to to
them them
, ,
" "
You you
' '
ve ve
been be
exposed expose
, ,
these these
are be
the the
things thing
you you
need need
to to
know know
. .
First first
of of
all all
, ,
how how
are be
you you
? ?
Do do
you you
need need
care care
yourself yourself
? ?
" "
And and
facilitating facilitate
that that
. .
" "
Second second
of of
all all
, ,
these these
are be
the the
information information
you you
need need
to to
know know
to to
keep keep
yourself yourself
safe safe
. .
About about
quarantine quarantine
, ,
about about
prevention prevention
. .
" "
And and
again again
, ,
this this
would would
be be
with with
any any
infectious infectious
disease disease
, ,
from from
Ebola ebola
, ,
to to
cholera cholera
, ,
to to
a a
sexually sexually
transmitted transmit
disease disease
like like
HIV hiv
. .
And and
then then
we we
say say
, ,
" "
OK ok
, ,
knowing know
what what
you you
know know
, ,
do do
you you
have have
the the
means mean
to to
protect protect
yourself yourself
? ?
" "
Because because
often often
the the
most most
vulnerable vulnerable
do do
not not
have have
the the
means mean
to to
protect protect
themselves themselves
. .
So so
that that
is be
also also
where where
this this
resource resource
component component
comes come
in in
and and
where where
equity equity
is be
so so
critical critical
to to
making make
this this
disease disease
stop stop
and and
also also
getting get
the the
information information
and and
the the
resources resource
to to
people people
who who
need need
them them
the the
most most
. .
CA ca
: :
And and
in in
a a
pandemic pandemic
, ,
the the
people people
who who
need need
them them
the the
most most
, ,
the the
most most
vulnerable vulnerable
, ,
as as
you you
say say
, ,
are be
probably probably
also also
-- --
That that
' '
s s
where where
the the
disease disease
is be
spreading spread
a a
lot lot
. .
It it
' '
s s
in in
everyone everyone
' '
s s
interest interest
to to
do do
this this
. .
You you
' '
re re
not not
just just
making make
this this
sort sort
of of
, ,
wonderful wonderful
, ,
equity equity
moral moral
point point
that that
we we
' '
ve ve
got get
to to
help help
these these
people people
. .
It it
' '
s s
actually actually
in in
all all
of of
our our
interest interest
, ,
right right
? ?
JM jm
: :
Yes yes
. .
Yes yes
, ,
we we
are be
one one
humanity humanity
, ,
and and
any any
disease disease
, ,
any any
infectious infectious
disease disease
that that
is be
spreading spread
is be
a a
threat threat
to to
all all
of of
us us
. .
And and
that that
is be
one one
of of
the the
pieces piece
, ,
there there
' '
s s
the the
moral moral
imperative imperative
, ,
there there
is be
the the
epidemiologic epidemiologic
imperative imperative
, ,
that that
if if
you you
can can
' '
t t
control control
these these
diseases disease
everywhere everywhere
, ,
that that
it it
' '
s s
a a
threat threat
anywhere anywhere
. .
And and
so so
as as
we we
look look
to to
the the
kind kind
of of
society society
we we
want want
to to
live live
in in
, ,
good good
health health
is be
something something
that that
gives give
us us
all all
so so
much much
return return
on on
our our
investment investment
. .
CA ca
: :
Now now
, ,
some some
countries country
were be
able able
to to
use use
contact contact
tracing trace
almost almost
to to
shut shut
down down
the the
pandemic pandemic
before before
it it
took take
off off
in in
that that
country country
. .
The the
US us
was be
unable unable
to to
do do
that that
, ,
and and
some some
people people
have have
taken take
the the
view view
that that
therefore therefore
, ,
contact contact
tracing tracing
became become
irrelevant irrelevant
, ,
that that
the the
strategy strategy
was be
mitigation mitigation
, ,
shut shut
everything everything
down down
. .
You you
' '
ve ve
argued argue
against against
that that
, ,
that that
even even
in in
a a
process process
of of
lockdown lockdown
that that
actually actually
contact contact
tracing tracing
plays play
a a
key key
role role
. .
Help help
us us
understand understand
the the
scale scale
, ,
when when
there there
' '
s s
a a
lot lot
of of
cases case
, ,
the the
scale scale
of of
tracing trace
, ,
both both
cases case
and and
everyone everyone
they they
may may
have have
been be
in in
contact contact
with with
and and
their their
contacts contact
. .
It it
quickly quickly
gets get
to to
a a
huge huge
problem problem
. .
JM jm
: :
It it
' '
s s
massive massive
. .
CA ca
: :
What what
sort sort
of of
workforce workforce
do do
you you
need need
to to
make make
a a
difference difference
at at
this this
moment moment
, ,
where where
the the
US us
is be
at at
? ?
JM jm
: :
It it
' '
s s
massive massive
. .
I i
mean mean
, ,
the the
scale scale
is be
massive massive
, ,
and and
we we
should should
not not
take take
that that
lightly lightly
. .
And and
we we
don don
' '
t t
, ,
at at
Partners partners
In in
Health health
. .
I i
mean mean
, ,
we we
are be
willing willing
to to
try try
to to
figure figure
this this
out out
, ,
and and
I i
always always
feel feel
that that
if if
we we
could could
stop stop
Ebola ebola
in in
some some
of of
the the
poorest poor
countries country
in in
the the
world world
, ,
of of
course course
we we
ought ought
to to
do do
it it
here here
, ,
and and
was be
it it
too too
late late
when when
there there
were be
28 @card@
, ,
000 @card@
deaths death
in in
Ebola ebola
? ?
Sure sure
, ,
it it
' '
s s
always always
too too
late late
. .
We we
should should
have have
started start
earlier earlier
, ,
but but
it it
' '
s s
not not
too too
late late
to to
have have
an an
impact impact
. .
And and
so so
there there
' '
s s
three three
aspects aspect
of of
timing timing
and and
scale scale
. .
First first
is be
, ,
the the
earlier earlier
you you
start start
, ,
the the
better good
, ,
right right
? ?
And and
that that
' '
s s
what what
we we
saw see
in in
Rwanda rwanda
. .
They they
went go
from from
early early
testing testing
and and
contact contact
tracing tracing
, ,
the the
first first
two two
cases case
entered enter
into into
the the
country country
on on
March march
15 @card@
, ,
and and
in in
one one
month month
, ,
because because
of of
contact contact
tracing tracing
, ,
isolation isolation
and and
plenty plenty
of of
testing testing
, ,
they they
had have
held hold
that that
case case
rate rate
to to
134 @card@
people people
. .
It it
' '
s s
remarkable remarkable
, ,
it it
' '
s s
remarkable remarkable
. .
In in
the the
state state
of of
Georgia georgia
, ,
where where
is be
home home
to to
the the
CDC cdc
, ,
similar similar
population population
size size
, ,
about about
12 @card@
million million
, ,
from from
the the
first first
two two
cases case
in in
the the
first first
month month
, ,
those those
cases case
became become
4 @card@
, ,
400 @card@
cases case
. .
And and
in in
the the
country country
of of
Belgium belgium
, ,
a a
similar similar
population population
, ,
those those
two two
cases case
became become
7 @card@
, ,
400 @card@
. .
So so
you you
do do
have have
to to
make make
scale scale
to to
stop stop
this this
. .
But but
the the
earlier earlier
you you
do do
it it
, ,
the the
more more
benefits benefit
there there
are be
to to
your your
society society
and and
also also
to to
the the
other other
people people
who who
need need
medical medical
services service
-- --
women woman
who who
are be
pregnant pregnant
, ,
people people
who who
need need
their their
fracture fracture
repaired repair
, ,
because because
services service
themselves themselves
in in
the the
United united
States states
have have
been be
, ,
you you
know know
, ,
really really
hampered hamper
by by
this this
huge huge
amount amount
of of
COVID covid
. .
So so
the the
first first
point point
is be
, ,
it it
' '
s s
always always
late late
, ,
but but
it it
' '
s s
never never
too too
late late
. .
Why why
? ?
Because because
vulnerable vulnerable
populations population
are be
sitting sit
ducks duck
, ,
and and
so so
imagine imagine
if if
one one
of of
your your
contacts contact
was be
a a
nursing nursing
assistant assistant
who who
worked work
in in
a a
nursing nursing
home home
. .
We we
know know
that that
one one
nursing nursing
assistant assistant
can can
spread spread
it it
throughout throughout
a a
nursing nursing
home home
. .
And and
is be
it it
important important
to to
identify identify
that that
person person
as as
a a
contact contact
and and
assure assure
that that
he he
or or
she she
is be
able able
to to
remain remain
quarantined quarantine
? ?
That that
is be
critical critical
. .
And and
so so
it it
' '
s s
hard hard
to to
say say
, ,
" "
Well well
, ,
it it
' '
s s
not not
worth worth
it it
if if
it it
' '
s s
just just
one one
person person
, ,
two two
persons person
. .
" "
Every every
life life
matters matter
, ,
and and
all all
of of
their their
contacts contact
in in
the the
community community
of of
that that
person person
matters matter
as as
well well
. .
So so
that that
' '
s s
one one
thing thing
. .
The the
second second
about about
scale scale
is be
people people
need need
jobs job
right right
now now
. .
And and
they they
want want
to to
be be
part part
of of
a a
solution solution
, ,
and and
some some
of of
the the
frustration frustration
we we
see see
, ,
the the
antilockdown antilockdown
movement movement
, ,
is be
really really
out out
of of
anger anger
and and
frustration frustration
and and
feeling feeling
, ,
" "
What what
can can
we we
do do
? ?
" "
And and
so so
this this
gives give
people people
this this
feeling feeling
that that
they they
' '
re re
part part
of of
a a
solution solution
and and
can can
provide provide
thousands thousand
of of
jobs job
. .
And and
then then
third third
, ,
I i
would would
say say
, ,
for for
us us
to to
reopen reopen
our our
schools school
, ,
our our
churches church
, ,
our our
workplaces workplace
, ,
we we
have have
to to
know know
where where
the the
virus virus
is be
spreading spread
so so
that that
we we
don don
' '
t t
just just
continue continue
on on
this this
path path
. .
And and
so so
contact contact
tracing tracing
provides provide
the the
platform platform
to to
control control
, ,
but but
also also
to to
see see
outbreaks outbreak
in in
real real
time time
popping pop
up up
, ,
and and
then then
respond respond
promptly promptly
. .
So so
there there
are be
many many
reasons reason
that that
we we
have have
to to
bring bring
this this
to to
scale scale
now now
. .
Even even
though though
it it
is be
tardy tardy
. .
CA ca
: :
So so
especially especially
as as
we we
have have
this this
pressure pressure
to to
go go
back back
to to
work work
, ,
like like
, ,
contact contact
tracing tracing
has have
to to
be be
part part
of of
that that
strategy strategy
, ,
or or
we we
' '
re re
just just
inviting invite
another another
disaster disaster
in in
a a
few few
weeks week
' '
time time
. .
Whatever whatever
you you
make make
of of
what what
' '
s s
happened happen
during during
this this
mitigation mitigation
process process
. .
JM jm
: :
Exactly exactly
, ,
exactly exactly
. .
Exactly exactly
, ,
and and
so so
that that
' '
s s
such such
an an
important important
part part
, ,
Chris chris
, ,
and and
something something
that that
we we
are be
just just
really really
keen keen
to to
look look
at at
the the
United united
States states
in in
a a
different different
way way
. .
What what
are be
the the
long-term long-term
public public
health health
infrastructures infrastructure
that that
we we
need need
to to
protect protect
us us
for for
the the
second second
wave wave
, ,
the the
third third
wave wave
and and
in in
the the
future future
, ,
for for
future future
pandemics pandemic
? ?
CA ca
: :
Whitney whitney
. .
Whitney whitney
Pennington pennington
Rodgers rodgers
: :
You you
know know
, ,
to to
that that
point point
, ,
there there
is be
a a
question question
out out
there there
from from
one one
of of
our our
anonymous anonymous
community community
members member
, ,
about about
why why
contact contact
tracing tracing
isn isn
' '
t t
already already
part part
of of
our our
public public
health health
system system
. .
It it
seems seem
like like
it it
does do
make make
a a
lot lot
of of
sense sense
its its
a a
way way
to to
mitigate mitigate
the the
spread spread
of of
disease disease
. .
Could could
you you
speak speak
a a
little little
bit bit
to to
that that
? ?
JM jm
: :
I i
think think
many many
people people
have have
said say
-- --
and and
I i
am be
not not
a a
politician politician
-- --
that that
our our
American american
health health
care care
infrastructure infrastructure
is be
built build
on on
treatment treatment
and and
not not
prevention prevention
. .
It it
' '
s s
built build
on on
procedures procedure
and and
not not
keeping keep
people people
well well
. .
And and
some some
of of
that that
was be
driven drive
by by
profit profit
, ,
and and
some some
of of
that that
was be
driven drive
by by
need need
, ,
but but
I i
think think
we we
need need
to to
rethink rethink
how how
we we
deliver deliver
care care
in in
this this
environment environment
. .
WPR wpr
: :
" "
There there
is be
some some
fear fear
and and
suspicion suspicion
about about
privacy privacy
and and
contact contact
tracing tracing
. .
How how
can can
we we
build build
trust trust
in in
the the
process process
? ?
" "
JM jm
: :
Yeah yeah
, ,
that that
' '
s s
a a
great great
question question
, ,
and and
I i
think think
there there
' '
s s
fear fear
about about
privacy privacy
and and
part part
of of
it it
comes come
from from
the the
idea idea
of of
what what
contact contact
tracing tracing
is be
. .
And and
I i
think think
that that
' '
s s
why why
we we
feel feel
strongly strongly
, ,
is be
if if
you you
lead lead
with with
the the
idea idea
that that
it it
' '
s s
care care
and and
it it
' '
s s
trying try
to to
get get
resources resource
and and
information information
and and
help help
to to
people people
, ,
it it
seems seem
very very
different different
than than
just just
, ,
oh oh
, ,
who who
' '
s s
sick sick
, ,
and and
who who
' '
s s
a a
threat threat
. .
And and
so so
fundamentally fundamentally
-- --
and and
that that
' '
s s
why why
we we
' '
re re
so so
pleased please
to to
be be
at at
this this
TED ted
talk talk
today today
-- --
is be
it it
' '
s s
about about
communication communication
, ,
right right
? ?
It it
' '
s s
not not
about about
surveillance surveillance
, ,
it it
' '
s s
about about
communication communication
and and
care care
and and
support support
. .
That that
' '
s s
one one
thing thing
. .
And and
we we
' '
ll ll
be be
hearing hear
from from
our our
colleagues colleague
on on
the the
tech tech
side side
. .
There there
' '
s s
ways way
to to
add add
tech tech
, ,
even even
to to
care care
, ,
that that
it it
can can
be be
a a
resource resource
for for
caring caring
and and
communication communication
. .
But but
there there
are be
ways way
to to
protect protect
people people
' '
s s
privacy privacy
and and
also also
to to
provide provide
care care
, ,
and and
public public
health health
has have
many many
laws law
attached attach
to to
it it
. .
This this
is be
all all
done do
within within
the the
constructs construct
of of
our our
state state
public public
health health
laws law
. .
And and
so so
I i
think think
some some
of of
the the
communication communication
around around
this this
is be
, ,
how how
do do
we we
take take
care care
of of
each each
other other
, ,
how how
do do
we we
take take
care care
of of
the the
most most
vulnerable vulnerable
. .
And and
if if
we we
frame frame
contact contact
tracing trace
as as
care care
, ,
I i
think think
that that
starts start
a a
different different
kind kind
of of
conversation conversation
. .
CA ca
: :
Mm mm.
. .
So so
, ,
Joia joia
, ,
can can
you you
just just
talk talk
in in
a a
bit bit
more more
detail detail
about about
what what
it it
is be
that that
you you
are be
advising advise
Massachusetts massachusetts
to to
do do
in in
terms term
of of
contact contact
tracing tracing
. .
Give give
us us
a a
sense sense
of of
the the
scale scale
of of
it it
. .
JM jm
: :
Yeah yeah
, ,
so so
the the
scale scale
-- --
thank thank
you you
. .
You you
know know
, ,
we we
are be
able able
now now
to to
make make
about about
10 @card@
, ,
000 @card@
calls call
a a
day day
to to
contacts contact
. .
So so
every every
new new
case case
that that
comes come
in in
, ,
the the
case case
is be
investigated investigate
by by
someone someone
on on
the the
phone phone
, ,
and and
then then
those those
investigations investigation
means mean
writing write
down down
the the
names name
and and
the the
phone phone
numbers number
of of
the the
persons person
you you
' '
ve ve
been be
in in
contact contact
with with
for for
the the
time time
you you
were be
sick sick
and and
a a
couple couple
days day
before before
. .
And and
with with
those those
numbers number
then then
, ,
the the
contact contact
tracers tracer
-- --
And and
that that
' '
s s
what what
we we
really really
redoubled redouble
the the
workforce workforce
and and
really really
expanded expanded
, ,
more more
than than
doubled double
, ,
to to
support support
the the
department department
of of
public public
health health
to to
do do
that that
contact contact
tracing tracing
. .
So so
we we
have have
1 @card@
, ,
700 @card@
people people
employed employ
full full
time time
, ,
with with
benefits benefit
, ,
to to
call call
those those
contacts contact
and and
say say
, ,
" "
Are be
you you
OK ok
? ?
This this
is be
the the
information information
you you
need need
, ,
" "
and and
then then
, ,
and and
I i
think think
this this
is be
the the
critical critical
piece piece
, ,
when when
someone someone
doesn doesn
' '
t t
have have
the the
information information
, ,
then then
we we
have have
another another
cadre cadre
of of
people people
we we
call call
the the
resource resource
care care
coordinators coordinator
, ,
who who
help help
that that
person person
, ,
that that
contact contact
, ,
to to
do do
the the
things thing
they they
need need
to to
do do
to to
protect protect
themselves themselves
. .
It it
might might
be be
food food
delivery delivery
, ,
it it
might might
be be
filing file
for for
unemployment unemployment
benefits benefit
, ,
it it
might might
be be
trying try
to to
get get
them them
medical medical
care care
or or
a a
test test
. .
That that
piece piece
is be
the the
care care
piece piece
. .
And and
that that
is be
what what
turns turn
social social
distancing distancing
from from
very very
regressive regressive
-- --
look look
at at
me me
in in
my my
beautiful beautiful
house house
, ,
social social
distancing distancing
-- --
to to
something something
that that
' '
s s
progressive progressive
and and
paying pay
attention attention
to to
those those
who who
need need
the the
resources resource
. .
So so
the the
scale scale
is be
massive massive
, ,
with with
1 @card@
, ,
700 @card@
employees employee
hired hire
to to
do do
this this
, ,
but but
they they
are be
connected connect
with with
local local
community community
food food
banks bank
and and
churches church
and and
facilities facility
and and
primary primary
health health
care care
centers center
as as
well well
. .
CA ca
: :
Thank thank
you you
so so
much much
, ,
Joia joia
. .
