How	WRB	how
re	NN	re
browsing	VBG	browse
the	DT	the
Internet	NN	Internet
and	CC	and
they	PP	they
'	POS	'
re	NN	re
even	RB	even
making	VBG	make
financial	JJ	financial
transactions	NNS	transaction
.	SENT	.
Over	IN	over
time	NN	time
,	,	,
this	DT	this
data	NN	data
is	VBZ	be
getting	VBG	get
captured	VBN	capture
on	IN	on
our	PP$	our
phones	NNS	phone
,	,	,
and	CC	and
it	PP	it
provides	VBZ	provide
a	DT	a
really	RB	really
rich	JJ	rich
picture	NN	picture
of	IN	of
a	DT	a
person	NN	person
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
Our	PP$	our
customers	NNS	customer
give	VBP	give
us	PP	us
access	VB	access
to	TO	to
this	DT	this
data	NNS	datum
and	CC	and
we	PP	we
capture	VBP	capture
it	PP	it
through	IN	through
our	PP$	our
mobile	JJ	mobile
application	NN	application
.	SENT	.
It	PP	it
helps	VBZ	help
us	PP	us
understand	VB	understand
the	DT	the
creditworthiness	NN	creditworthiness
of	IN	of
people	NNS	people
like	IN	like
Jenipher	NP	<unknown>
,	,	,
a	DT	a
small-business	NN	small-business
owner	NN	owner
in	IN	in
Nairobi	NP	Nairobi
,	,	,
Kenya	NP	Kenya
.	SENT	.
Jenipher	NP	<unknown>
is	VBZ	be
65	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
and	CC	and
for	IN	for
decades	NNS	decade
has	VBZ	have
been	VBN	be
running	VBG	run
a	DT	a
food	NN	food
stall	NN	stall
in	IN	in
the	DT	the
central	JJ	central
business	NN	business
district	NN	district
.	SENT	.
She	PP	she
has	VBZ	have
three	CD	three
sons	NNS	son
who	WP	who
she	PP	she
put	VBP	put
through	IN	through
vocational	JJ	vocational
school	NN	school
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NN	S
also	RB	also
the	DT	the
leader	NN	leader
of	IN	of
her	PP$	her
local	JJ	local
chama	NN	<unknown>
,	,	,
or	CC	or
savings	NNS	saving
group	NN	group
.	SENT	.
Jenipher	NP	<unknown>
'	POS	'
s	JJ	<unknown>
food	NN	food
stall	NN	stall
does	VBZ	do
well	RB	well
.	SENT	.
She	PP	she
makes	VBZ	make
just	RB	just
enough	RB	enough
every	DT	every
day	NN	day
to	TO	to
cover	VB	cover
her	PP$	her
expenses	NNS	expense
.	SENT	.
But	CC	but
she	PP	she
'	POS	'
s	NN	S
not	RB	not
financially	RB	financially
secure	JJ	secure
.	SENT	.
Any	DT	any
emergency	NN	emergency
could	MD	could
force	VB	force
her	PP	her
into	IN	into
debt	NN	debt
.	SENT	.
And	CC	and
she	PP	she
has	VBZ	have
no	DT	no
discretionary	JJ	discretionary
income	NN	income
to	TO	to
improve	VB	improve
her	PP$	her
family	NN	family
'	POS	'
s	JJ	<unknown>
way	NN	way
of	IN	of
living	NN	living
,	,	,
for	IN	for
emergencies	NNS	emergency
,	,	,
or	CC	or
for	IN	for
investing	VBG	invest
into	IN	into
growing	VBG	grow
her	PP$	her
business	NN	business
.	SENT	.
If	IN	if
Jenipher	NP	<unknown>
wants	VBZ	want
credit	NN	credit
,	,	,
her	PP$	her
options	NNS	option
are	VBP	be
limited	VBN	limit
.	SENT	.
She	PP	she
could	MD	could
get	VB	get
a	DT	a
microloan	NN	<unknown>
,	,	,
but	CC	but
she	PP	she
'	POS	'
d	NN	d
have	VBP	have
to	TO	to
form	VB	form
a	DT	a
group	NN	group
that	WDT	that
could	MD	could
help	VB	help
vouch	NN	vouch
for	IN	for
her	PP$	her
credibility	NN	credibility
.	SENT	.
And	CC	and
even	RB	even
then	RB	then
,	,	,
the	DT	the
loan	NN	loan
sizes	NNS	size
would	MD	would
be	VB	be
way	RB	way
too	RB	too
small	JJ	small
to	TO	to
really	RB	really
have	VB	have
an	DT	an
impact	NN	impact
on	IN	on
her	PP$	her
business	NN	business
,	,	,
averaging	VBG	average
around	IN	around
150	CD	@card@
dollars	NNS	dollar
.	SENT	.
Loan	NN	loan
sharks	NNS	shark
are	VBP	be
always	RB	always
an	DT	an
option	NN	option
,	,	,
but	CC	but
with	IN	with
interest	NN	interest
rates	NNS	rate
that	WDT	that
are	VBP	be
well	RB	well
above	IN	above
300	CD	@card@
percent	NN	percent
,	,	,
they	PP	they
'	POS	'
re	NN	re
financially	RB	financially
risky	JJ	risky
.	SENT	.
And	CC	and
because	IN	because
Jenipher	NP	<unknown>
doesn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
collateral	NN	collateral
or	CC	or
a	DT	a
credit	NN	credit
history	NN	history
,	,	,
she	PP	she
can	MD	can
'	''	'
t	NN	t
walk	NN	walk
into	IN	into
a	DT	a
bank	NN	bank
and	CC	and
ask	VB	ask
for	IN	for
a	DT	a
business	NN	business
loan	NN	loan
.	SENT	.
But	CC	but
one	CD	one
day	NN	day
,	,	,
Jenipher	NP	<unknown>
'	POS	'
s	NN	S
son	NN	son
convinced	VBD	convince
her	PP	her
to	TO	to
download	VB	<unknown>
our	PP$	our
application	NN	application
and	CC	and
apply	VB	apply
for	IN	for
a	DT	a
loan	NN	loan
.	SENT	.
Jenipher	NP	<unknown>
answered	VBD	answer
a	DT	a
few	JJ	few
questions	NNS	question
on	IN	on
her	PP$	her
phone	NN	phone
and	CC	and
she	PP	she
gave	VBD	give
us	PP	us
access	NN	access
to	TO	to
a	DT	a
few	JJ	few
key	JJ	key
data	NNS	datum
points	NNS	point
on	IN	on
her	PP$	her
device	NN	device
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
we	PP	we
saw	VBD	see
.	SENT	.
So	RB	so
,	,	,
bad	JJ	bad
news	NN	news
first	RB	first
.	SENT	.
Jenipher	NP	<unknown>
had	VBD	have
a	DT	a
low	JJ	low
savings	NN	savings
balance	NN	balance
and	CC	and
no	DT	no
previous	JJ	previous
loan	NN	loan
history	NN	history
.	SENT	.
These	DT	these
are	VBP	be
factors	NNS	factor
that	WDT	that
would	MD	would
have	VB	have
thrown	VBN	throw
up	RP	up
a	DT	a
red	JJ	red
flag	NN	flag
to	TO	to
a	DT	a
traditional	JJ	traditional
bank	NN	bank
.	SENT	.
But	CC	but
there	EX	there
were	VBD	be
other	JJ	other
points	NNS	point
in	IN	in
her	PP$	her
history	NN	history
that	WDT	that
showed	VBD	show
us	PP	us
a	DT	a
much	RB	much
richer	JJR	rich
picture	NN	picture
of	IN	of
her	PP$	her
potential	NN	potential
.	SENT	.
So	RB	so
for	IN	for
one	CD	one
,	,	,
we	PP	we
saw	VBD	see
that	IN	that
she	PP	she
made	VBD	make
regular	JJ	regular
phone	NN	phone
calls	VBZ	call
to	TO	to
her	PP$	her
family	NN	family
in	IN	in
Uganda	NP	Uganda
.	SENT	.
Well	RB	well
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
the	DT	the
data	NN	data
shows	VBZ	show
a	DT	a
four	CD	four
percent	NN	percent
increase	NN	increase
in	IN	in
repayment	NN	repayment
among	IN	among
people	NNS	people
who	WP	who
consistently	RB	consistently
communicate	VBP	communicate
with	IN	with
a	DT	a
few	JJ	few
close	JJ	close
contacts	NNS	contact
.	SENT	.
We	PP	we
could	MD	could
also	RB	also
see	VB	see
that	IN	that
though	IN	though
she	PP	she
traveled	VBD	travel
around	RP	around
a	DT	a
lot	NN	lot
throughout	IN	throughout
the	DT	the
day	NN	day
,	,	,
she	PP	she
actually	RB	actually
had	VBD	have
pretty	RB	pretty
regular	JJ	regular
travel	NN	travel
patterns	NNS	pattern
,	,	,
and	CC	and
she	PP	she
was	VBD	be
either	RB	either
at	IN	at
home	NN	home
or	CC	or
at	IN	at
her	PP$	her
food	NN	food
stall	NN	stall
.	SENT	.
And	CC	and
the	DT	the
data	NN	data
shows	VBZ	show
a	DT	a
six	CD	six
percent	NN	percent
increase	NN	increase
in	IN	in
repayment	NN	repayment
among	IN	among
customers	NNS	customer
who	WP	who
are	VBP	be
consistent	JJ	consistent
with	IN	with
where	WRB	where
they	PP	they
spend	VBP	spend
most	JJS	most
of	IN	of
their	PP$	their
time	NN	time
.	SENT	.
We	PP	we
could	MD	could
also	RB	also
see	VB	see
that	IN	that
she	PP	she
communicated	VBD	communicate
a	DT	a
lot	NN	lot
with	IN	with
many	JJ	many
different	JJ	different
people	NNS	people
throughout	IN	throughout
the	DT	the
day	NN	day
and	CC	and
that	IN	that
she	PP	she
had	VBD	have
a	DT	a
strong	JJ	strong
support	NN	support
network	NN	network
.	SENT	.
Our	PP$	our
data	NN	data
shows	VBZ	show
that	IN	that
people	NNS	people
who	WP	who
communicate	VBP	communicate
with	IN	with
more	JJR	more
than	IN	than
58	CD	@card@
different	JJ	different
contacts	NNS	contact
tend	VBP	tend
to	TO	to
be	VB	be
more	RBR	more
likely	JJ	likely
to	TO	to
be	VB	be
good	JJ	good
borrowers	NNS	borrower
.	SENT	.
In	IN	in
Jenipher	NP	<unknown>
'	POS	'
s	NN	S
case	NN	case
,	,	,
she	PP	she
communicated	VBD	communicate
with	IN	with
89	CD	@card@
different	JJ	different
individuals	NNS	individual
,	,	,
which	WDT	which
showed	VBD	show
a	DT	a
nine	CD	nine
percent	NN	percent
increase	NN	increase
in	IN	in
her	PP$	her
repayment	NN	repayment
.	SENT	.
These	DT	these
are	VBP	be
just	RB	just
some	DT	some
of	IN	of
the	DT	the
thousands	NNS	thousand
of	IN	of
different	JJ	different
data	NNS	datum
points	NNS	point
that	WDT	that
we	PP	we
look	VBP	look
at	IN	at
to	TO	to
understand	VB	understand
a	DT	a
person	NN	person
'	POS	'
s	NN	S
creditworthiness	NN	creditworthiness
.	SENT	.
And	CC	and
after	IN	after
analyzing	VBG	analyze
all	DT	all
of	IN	of
these	DT	these
different	JJ	different
data	NN	data
points	NNS	point
,	,	,
we	PP	we
took	VBD	take
the	DT	the
first	JJ	first
risk	NN	risk
and	CC	and
gave	VBD	give
Jenipher	NP	<unknown>
a	DT	a
loan	NN	loan
.	SENT	.
This	DT	this
is	VBZ	be
data	NN	data
that	WDT	that
would	MD	would
not	RB	not
be	VB	be
found	VBN	find
on	IN	on
a	DT	a
paper	NN	paper
trail	NN	trail
or	CC	or
in	IN	in
any	DT	any
formal	JJ	formal
financial	JJ	financial
record	NN	record
.	SENT	.
But	CC	but
it	PP	it
proves	VBZ	prove
trust	NN	trust
.	SENT	.
By	IN	by
looking	VBG	look
beyond	IN	beyond
income	NN	income
,	,	,
we	PP	we
can	MD	can
see	VB	see
that	IN	that
people	NNS	people
in	IN	in
emerging	VBG	emerge
markets	NNS	market
that	WDT	that
may	MD	may
seem	VB	seem
risky	JJ	risky
and	CC	and
unpredictable	JJ	unpredictable
on	IN	on
the	DT	the
surface	NN	surface
are	VBP	be
actually	RB	actually
willing	JJ	willing
and	CC	and
have	VB	have
the	DT	the
capacity	NN	capacity
to	TO	to
repay	VB	repay
.	SENT	.
Our	PP$	our
credit	NN	credit
scores	NNS	score
have	VBP	have
helped	VBN	help
us	PP	us
deliver	VB	deliver
over	IN	over
200	CD	@card@
,	,	,
000	CD	@card@
loans	NNS	loan
in	IN	in
Kenya	NP	Kenya
in	IN	in
just	RB	just
the	DT	the
past	JJ	past
year	NN	year
.	SENT	.
And	CC	and
our	PP$	our
repayment	NN	repayment
rates	NNS	rate
are	VBP	be
above	IN	above
90	CD	@card@
percent	NN	percent
—	:	-
which	WDT	which
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
is	VBZ	be
in	IN	in
line	NN	line
with	IN	with
traditional	JJ	traditional
bank	NN	bank
repayment	NN	repayment
rates	NNS	rate
.	SENT	.
With	IN	with
something	NN	something
as	IN	as
simple	JJ	simple
as	IN	as
a	DT	a
credit	NN	credit
score	NN	score
,	,	,
we	PP	we
'	POS	'
re	NN	re
giving	VBG	give
people	NNS	people
the	DT	the
power	NN	power
to	TO	to
build	VB	build
their	PP$	their
own	JJ	own
futures	NNS	future
.	SENT	.
Our	PP$	our
customers	NNS	customer
have	VBP	have
used	VBN	use
their	PP$	their
loans	NNS	loan
for	IN	for
family	NN	family
expenses	NNS	expense
,	,	,
emergencies	NNS	emergency
,	,	,
travel	NN	travel
and	CC	and
for	IN	for
investing	VBG	invest
back	RB	back
into	IN	into
growing	VBG	grow
their	PP$	their
businesses	NNS	business
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
now	RB	now
building	VBG	build
better	JJR	good
economies	NNS	economy
and	CC	and
communities	NNS	community
where	WRB	where
more	JJR	more
people	NNS	people
can	MD	can
succeed	VB	succeed
.	SENT	.
Over	IN	over
the	DT	the
past	JJ	past
two	CD	two
years	NNS	year
of	IN	of
using	VBG	use
our	PP$	our
product	NN	product
,	,	,
Jenipher	NP	<unknown>
has	VBZ	have
increased	VBN	increase
her	PP$	her
savings	NNS	saving
by	IN	by
60	CD	@card@
percent	NN	percent
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
also	RB	also
started	VBD	start
two	CD	two
additional	JJ	additional
food	NN	food
stalls	NNS	stall
and	CC	and
is	VBZ	be
now	RB	now
making	VBG	make
plans	NNS	plan
for	IN	for
her	PP$	her
own	JJ	own
restaurant	NN	restaurant
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
applying	VBG	apply
for	IN	for
a	DT	a
small-business	NN	small-business
loan	NN	loan
from	IN	from
a	DT	a
commercial	JJ	commercial
bank	NN	bank
,	,	,
because	IN	because
she	PP	she
now	RB	now
has	VBZ	have
the	DT	the
credit	NN	credit
history	NN	history
to	TO	to
prove	VB	prove
she	PP	she
deserves	VBZ	deserve
it	PP	it
.	SENT	.
I	PP	I
saw	VBD	see
Jenipher	NP	<unknown>
in	IN	in
Nairobi	NP	Nairobi
just	RB	just
last	JJ	last
week	NN	week
,	,	,
and	CC	and
she	PP	she
told	VBD	tell
me	PP	me
how	WRB	how
excited	JJ	excited
she	PP	she
was	VBD	be
to	TO	to
get	VB	get
started	VBN	start
.	SENT	.
She	PP	she
said	VBD	say
,	,	,
"	``	"
Only	RB	only
my	PP$	my
son	NN	son
believed	VBD	believe
I	PP	I
could	MD	could
do	VB	do
this	DT	this
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
think	VBP	think
this	DT	this
was	VBD	be
for	IN	for
me	PP	me
.	SENT	.
"	``	"
She	PP	she
'	POS	'
s	NN	S
lived	VBD	live
her	PP$	her
whole	JJ	whole
life	NN	life
believing	VBG	believe
that	IN	that
there	EX	there
was	VBD	be
a	DT	a
part	NN	part
of	IN	of
the	DT	the
world	NN	world
that	WDT	that
was	VBD	be
closed	VBN	close
off	RP	off
to	TO	to
her	PP	her
.	SENT	.
Our	PP$	our
job	NN	job
now	RB	now
is	VBZ	be
to	TO	to
open	VB	open
the	DT	the
world	NN	world
to	TO	to
Jenipher	NP	<unknown>
and	CC	and
the	DT	the
billions	NNS	billion
like	VBP	like
her	PP	her
that	DT	that
deserve	VBP	deserve
to	TO	to
be	VB	be
trusted	VBN	trust
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
