What	WP	what
but	CC	but
super-tiny	JJ	<unknown>
laser	NN	laser
beam	NN	beam
onto	IN	onto
the	DT	the
membrane	NN	membrane
of	IN	of
HIV-infected	JJ	HIV-infected
cells	NNS	cell
while	IN	while
these	DT	these
cells	NNS	cell
are	VBP	be
immersed	VBN	immerse
in	IN	in
liquid	NN	liquid
containing	VBG	contain
the	DT	the
drug	NN	drug
.	SENT	.
The	DT	the
laser	NN	laser
pierces	VBZ	pierce
the	DT	the
cell	NN	cell
,	,	,
while	IN	while
the	DT	the
cell	NN	cell
swallows	VBZ	swallow
the	DT	the
drug	NN	drug
in	IN	in
a	DT	a
matter	NN	matter
of	IN	of
microseconds	NNS	microsecond
.	SENT	.
Before	IN	before
you	PP	you
even	RB	even
know	VBP	know
it	PP	it
,	,	,
the	DT	the
induced	VBN	induce
hole	NN	hole
becomes	VBZ	become
immediately	RB	immediately
repaired	VBN	repair
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
are	VBP	be
currently	RB	currently
testing	VBG	test
this	DT	this
technology	NN	technology
in	IN	in
test	NN	test
tubes	NNS	tube
or	CC	or
in	IN	in
Petri	NP	Petri
dishes	NNS	dish
,	,	,
but	CC	but
the	DT	the
goal	NN	goal
is	VBZ	be
to	TO	to
get	VB	get
this	DT	this
technology	NN	technology
in	IN	in
the	DT	the
human	JJ	human
body	NN	body
,	,	,
apply	VB	apply
it	PP	it
in	IN	in
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
"	``	"
How	WRB	how
is	VBZ	be
that	IN	that
possible	JJ	possible
?	SENT	?
"	``	"
you	PP	you
may	MD	may
ask	VB	ask
.	SENT	.
Well	RB	well
,	,	,
the	DT	the
answer	NN	answer
is	VBZ	be
:	:	:
through	IN	through
a	DT	a
three-headed	JJ	three-headed
device	NN	device
.	SENT	.
Using	VBG	use
the	DT	the
first	JJ	first
head	NN	head
,	,	,
which	WDT	which
is	VBZ	be
our	PP$	our
laser	NN	laser
,	,	,
we	PP	we
will	MD	will
make	VB	make
an	DT	an
incision	NN	incision
in	IN	in
the	DT	the
site	NN	site
of	IN	of
infection	NN	infection
.	SENT	.
Using	VBG	use
the	DT	the
second	JJ	second
head	NN	head
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
camera	NN	camera
,	,	,
we	PP	we
meander	VBP	meander
to	TO	to
the	DT	the
site	NN	site
of	IN	of
infection	NN	infection
.	SENT	.
Finally	RB	finally
,	,	,
using	VBG	use
a	DT	a
third	JJ	third
head	NN	head
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
drug-	NN	<unknown>
spreading	VBG	spread
sprinkler	NN	sprinkler
,	,	,
we	PP	we
deliver	VBP	deliver
the	DT	the
drugs	NNS	drug
directly	RB	directly
at	IN	at
the	DT	the
site	NN	site
of	IN	of
infection	NN	infection
,	,	,
while	IN	while
the	DT	the
laser	NN	laser
is	VBZ	be
again	RB	again
used	VBN	use
to	TO	to
poke	VB	poke
those	DT	those
cells	NNS	cell
open	VBP	open
.	SENT	.
Well	RB	well
,	,	,
this	DT	this
might	MD	might
not	RB	not
seem	VB	seem
like	IN	like
much	JJ	much
right	NN	right
now	RB	now
.	SENT	.
But	CC	but
one	CD	one
day	NN	day
,	,	,
if	IN	if
successful	JJ	successful
,	,	,
this	DT	this
technology	NN	technology
can	MD	can
lead	VB	lead
to	TO	to
complete	VB	complete
eradication	NN	eradication
of	IN	of
HIV	NP	HIV
in	IN	in
the	DT	the
body	NN	body
.	SENT	.
Yes	UH	yes
.	SENT	.
A	DT	a
cure	NN	cure
for	IN	for
HIV	NP	HIV
.	SENT	.
This	DT	this
is	VBZ	be
every	DT	every
HIV	NP	HIV
researcher	NN	researcher
'	POS	'
s	NN	S
dream	NN	dream
—	:	-
in	IN	in
our	PP$	our
case	NN	case
,	,	,
a	DT	a
cure	NN	cure
lead	NN	lead
by	IN	by
lasers	NNS	laser
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
