Nearly	RB	nearly
,	,	,
it	PP	it
just	RB	just
simply	RB	simply
isn	NP	isn
'	POS	'
t	NN	t
practical	JJ	practical
.	SENT	.
So	IN	so
nuclear	JJ	nuclear
energy	NN	energy
was	VBD	be
really	RB	really
the	DT	the
only	JJ	only
choice	NN	choice
.	SENT	.
Now	RB	now
,	,	,
back	RB	back
in	IN	in
2000	CD	@card@
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
know	VBP	know
too	RB	too
much	RB	much
about	IN	about
nuclear	JJ	nuclear
power	NN	power
,	,	,
so	RB	so
I	PP	I
started	VBD	start
trying	VBG	try
to	TO	to
learn	VB	learn
.	SENT	.
Almost	RB	almost
all	RB	all
of	IN	of
the	DT	the
nuclear	JJ	nuclear
power	NN	power
we	PP	we
use	VBP	use
on	IN	on
Earth	NN	earth
today	NN	today
uses	VBZ	use
water	NN	water
as	IN	as
a	DT	a
basic	JJ	basic
coolant	NN	coolant
.	SENT	.
This	DT	this
has	VBZ	have
some	DT	some
advantages	NNS	advantage
,	,	,
but	CC	but
it	PP	it
has	VBZ	have
a	DT	a
lot	NN	lot
of	IN	of
disadvantages	NNS	disadvantage
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
generate	VB	generate
electricity	NN	electricity
,	,	,
you	PP	you
have	VBP	have
to	TO	to
get	VB	get
the	DT	the
water	NN	water
a	DT	a
lot	NN	lot
hotter	JJR	hot
than	IN	than
you	PP	you
normally	RB	normally
can	MD	can
.	SENT	.
At	IN	at
normal	JJ	normal
pressures	NNS	pressure
,	,	,
water	NN	water
will	MD	will
boil	VB	boil
at	IN	at
100	CD	@card@
degrees	NNS	degree
Celsius	JJ	Celsius
.	SENT	.
This	DT	this
isn	NN	isn
'	POS	'
t	NN	t
nearly	RB	nearly
hot	JJ	hot
enough	RB	enough
to	TO	to
generate	VB	generate
electricity	NN	electricity
effectively	RB	effectively
.	SENT	.
So	IN	so
water-cooled	JJ	water-cooled
reactors	NNS	reactor
have	VBP	have
to	TO	to
run	VB	run
at	IN	at
much	RB	much
higher	JJR	high
pressures	NNS	pressure
than	IN	than
atmospheric	JJ	atmospheric
pressure	NN	pressure
.	SENT	.
Some	DT	some
water-cooled	JJ	water-cooled
reactors	NNS	reactor
run	VBN	run
at	IN	at
over	IN	over
70	CD	@card@
atmospheres	NNS	atmosphere
of	IN	of
pressure	NN	pressure
,	,	,
and	CC	and
others	NNS	other
have	VBP	have
to	TO	to
run	VB	run
at	IN	at
as	RB	as
much	JJ	much
as	IN	as
150	CD	@card@
atmospheres	NNS	atmosphere
of	IN	of
pressure	NN	pressure
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
no	RB	no
getting	VBG	get
around	RP	around
this	DT	this
;	:	;
it	PP	it
'	POS	'
s	NNS	<unknown>
simply	RB	simply
what	WP	what
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
generate	VB	generate
electricity	NN	electricity
using	VBG	use
a	DT	a
water-cooled	JJ	water-cooled
reactor	NN	reactor
.	SENT	.
This	DT	this
means	NNS	mean
you	PP	you
have	VBP	have
to	TO	to
build	VB	build
a	DT	a
water-cooled	JJ	water-cooled
reactor	NN	reactor
as	IN	as
a	DT	a
pressure	NN	pressure
vessel	NN	vessel
,	,	,
with	IN	with
steel	NN	steel
walls	NNS	wall
over	IN	over
20	CD	@card@
centimeters	NNS	centimeter
thick	JJ	thick
.	SENT	.
If	IN	if
that	DT	that
sounds	NNS	sound
heavy	NN	heavy
,	,	,
that	WDT	that
'	POS	'
s	NN	S
because	IN	because
it	PP	it
is	VBZ	be
.	SENT	.
Things	NNS	thing
get	VBP	get
a	DT	a
lot	NN	lot
worse	JJR	bad
if	IN	if
you	PP	you
have	VBP	have
an	DT	an
accident	NN	accident
where	WRB	where
you	PP	you
lose	VBP	lose
pressure	NN	pressure
inside	IN	inside
the	DT	the
reactor	NN	reactor
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
liquid	JJ	liquid
water	NN	water
at	IN	at
300	CD	@card@
degrees	NNS	degree
Celsius	JJ	Celsius
and	CC	and
suddenly	RB	suddenly
you	PP	you
depressurize	VBP	depressurize
it	PP	it
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
stay	NN	stay
liquid	NN	liquid
for	IN	for
very	RB	very
long	JJ	long
;	:	;
it	PP	it
flashes	VBZ	flash
into	IN	into
steam	NN	steam
.	SENT	.
So	IN	so
water-cooled	JJ	water-cooled
reactors	NNS	reactor
are	VBP	be
built	VBN	build
inside	RB	inside
of	IN	of
big	JJ	big
,	,	,
thick	JJ	thick
concrete	JJ	concrete
buildings	NNS	building
called	VBD	call
containment	NN	containment
buildings	NNS	building
,	,	,
which	WDT	which
are	VBP	be
meant	VBN	mean
to	TO	to
hold	VB	hold
all	DT	all
of	IN	of
the	DT	the
steam	NN	steam
that	WDT	that
would	MD	would
come	VB	come
out	RP	out
of	IN	of
the	DT	the
reactor	NN	reactor
if	IN	if
you	PP	you
had	VBD	have
an	DT	an
accident	NN	accident
where	WRB	where
you	PP	you
lost	VBD	lose
pressure	NN	pressure
.	SENT	.
Steam	NN	steam
takes	VBZ	take
up	RP	up
about	IN	about
1	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
more	JJR	more
volume	NN	volume
than	IN	than
liquid	JJ	liquid
water	NN	water
,	,	,
so	RB	so
the	DT	the
containment	NN	containment
building	NN	building
ends	VBZ	end
up	RP	up
being	VBG	be
very	RB	very
large	JJ	large
,	,	,
relative	JJ	relative
to	TO	to
the	DT	the
size	NN	size
of	IN	of
the	DT	the
reactor	NN	reactor
.	SENT	.
Another	DT	another
bad	JJ	bad
thing	NN	thing
happens	VBZ	happen
if	IN	if
you	PP	you
lose	VBP	lose
pressure	NN	pressure
and	CC	and
your	PP$	your
water	NN	water
flashes	NNS	flash
to	TO	to
steam	NN	steam
.	SENT	.
If	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
get	VB	get
emergency	NN	emergency
coolant	NN	coolant
to	TO	to
the	DT	the
fuel	NN	fuel
in	IN	in
the	DT	the
reactor	NN	reactor
,	,	,
it	PP	it
can	MD	can
overheat	VB	overheat
and	CC	and
melt	VB	melt
.	SENT	.
The	DT	the
reactors	NNS	reactor
we	PP	we
have	VBP	have
today	NN	today
use	NN	use
uranium	NN	uranium
oxide	NN	oxide
as	IN	as
a	DT	a
fuel	NN	fuel
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
ceramic	JJ	ceramic
material	NN	material
similar	JJ	similar
in	IN	in
performance	NN	performance
to	TO	to
the	DT	the
ceramics	NNS	ceramic
we	PP	we
use	VBP	use
to	TO	to
make	VB	make
coffee	NN	coffee
cups	NNS	cup
or	CC	or
cookware	NN	cookware
or	CC	or
the	DT	the
bricks	NNS	brick
we	PP	we
use	VBP	use
to	TO	to
line	VB	line
fireplaces	NNS	fireplace
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
chemically	RB	chemically
stable	JJ	stable
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
very	RB	very
good	JJ	good
at	IN	at
transferring	VBG	transfer
heat	NN	heat
.	SENT	.
If	IN	if
you	PP	you
lose	VBP	lose
pressure	NN	pressure
,	,	,
you	PP	you
lose	VBP	lose
your	PP$	your
water	NN	water
,	,	,
and	CC	and
soon	RB	soon
your	PP$	your
fuel	NN	fuel
will	MD	will
melt	VB	melt
down	RP	down
and	CC	and
release	VB	release
the	DT	the
radioactive	JJ	radioactive
fission	NN	fission
products	NNS	product
within	IN	within
it	PP	it
.	SENT	.
Making	VBG	make
solid	JJ	solid
nuclear	JJ	nuclear
fuel	NN	fuel
is	VBZ	be
a	DT	a
complicated	JJ	complicated
and	CC	and
expensive	JJ	expensive
process	NN	process
.	SENT	.
And	CC	and
we	PP	we
extract	VBP	extract
less	JJR	less
than	IN	than
one	CD	one
percent	NN	percent
of	IN	of
the	DT	the
energy	NN	energy
for	IN	for
the	DT	the
nuclear	JJ	nuclear
fuel	NN	fuel
before	IN	before
it	PP	it
can	MD	can
no	RB	no
longer	RBR	longer
remain	VB	remain
in	IN	in
the	DT	the
reactor	NN	reactor
.	SENT	.
Water-cooled	JJ	water-cooled
reactors	NNS	reactor
have	VBP	have
another	DT	another
additional	JJ	additional
challenge	NN	challenge
:	:	:
they	PP	they
need	VBP	need
to	TO	to
be	VB	be
near	IN	near
large	JJ	large
bodies	NNS	body
of	IN	of
water	NN	water
,	,	,
where	WRB	where
the	DT	the
steam	NN	steam
they	PP	they
generate	VBP	generate
can	MD	can
be	VB	be
cooled	VBN	cool
and	CC	and
condensed	VBN	condense
.	SENT	.
Otherwise	RB	otherwise
,	,	,
they	PP	they
can	MD	can
'	''	'
t	NN	t
generate	VB	generate
electrical	JJ	electrical
power	NN	power
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
lakes	NNS	lake
or	CC	or
rivers	NNS	river
on	IN	on
the	DT	the
Moon	NP	Moon
,	,	,
so	RB	so
if	IN	if
all	DT	all
of	IN	of
this	DT	this
makes	VBZ	make
it	PP	it
sound	VB	sound
like	IN	like
water-cooled	JJ	water-cooled
reactors	NNS	reactor
aren	NNS	<unknown>
'	''	'
t	NN	t
such	PDT	such
a	DT	a
good	JJ	good
fit	NN	fit
for	IN	for
a	DT	a
lunar	JJ	lunar
community	NN	community
,	,	,
I	PP	I
would	MD	would
tend	VB	tend
to	TO	to
agree	VB	agree
with	IN	with
you	PP	you
.	SENT	.
I	PP	I
had	VBD	have
the	DT	the
good	JJ	good
fortune	NN	fortune
to	TO	to
learn	VB	learn
about	IN	about
a	DT	a
different	JJ	different
form	NN	form
of	IN	of
nuclear	JJ	nuclear
power	NN	power
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
have	VB	have
all	PDT	all
these	DT	these
problems	NNS	problem
,	,	,
for	IN	for
a	DT	a
very	RB	very
simple	JJ	simple
reason	NN	reason
:	:	:
it	PP	it
'	POS	'
s	NN	S
not	RB	not
based	VBN	base
on	IN	on
water-cooling	JJ	water-cooling
,	,	,
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
use	NN	use
solid	JJ	solid
fuel	NN	fuel
.	SENT	.
Surprisingly	RB	surprisingly
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
salt	NN	salt
.	SENT	.
One	CD	one
day	NN	day
,	,	,
I	PP	I
was	VBD	be
at	IN	at
a	DT	a
friend	NN	friend
'	POS	'
s	JJ	<unknown>
office	NN	office
at	IN	at
work	NN	work
,	,	,
and	CC	and
I	PP	I
noticed	VBD	notice
this	DT	this
book	NN	book
on	IN	on
the	DT	the
shelf	NN	shelf
,	,	,
"	``	"
Fluid	JJ	fluid
Fuel	NN	fuel
Reactors	NNS	reactor
.	SENT	.
"	``	"
I	PP	I
was	VBD	be
interested	JJ	interested
and	CC	and
asked	VBD	ask
him	PP	him
if	IN	if
I	PP	I
could	MD	could
borrow	VB	borrow
it	PP	it
.	SENT	.
Inside	IN	inside
that	DT	that
book	NN	book
,	,	,
I	PP	I
learned	VBD	learn
about	RB	about
research	NN	research
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
back	RB	back
in	IN	in
the	DT	the
1950s	NNS	1950s
,	,	,
into	IN	into
a	DT	a
kind	NN	kind
of	IN	of
reactor	NN	reactor
that	IN	that
wasn	NP	<unknown>
'	POS	'
t	NN	t
based	VBN	base
on	IN	on
solid	JJ	solid
fuel	NN	fuel
or	CC	or
on	IN	on
water-	NN	Water-
cooling	NN	cooling
.	SENT	.
It	PP	it
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
the	DT	the
problems	NNS	problem
of	IN	of
the	DT	the
water-cooled	JJ	water-cooled
reactor	NN	reactor
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
why	WRB	why
was	VBD	be
pretty	RB	pretty
neat	JJ	neat
.	SENT	.
It	PP	it
used	VBD	use
a	DT	a
mixture	NN	mixture
of	IN	of
fluoride	NN	fluoride
salts	NNS	salt
as	IN	as
a	DT	a
nuclear	JJ	nuclear
fuel	NN	fuel
,	,	,
specifically	RB	specifically
,	,	,
the	DT	the
fluorides	NNS	fluoride
of	IN	of
lithium	NN	lithium
,	,	,
beryllium	NN	beryllium
,	,	,
uranium	NN	uranium
and	CC	and
thorium	NN	thorium
.	SENT	.
Fluoride	NN	fluoride
salts	NNS	salt
are	VBP	be
remarkably	RB	remarkably
chemically	RB	chemically
stable	JJ	stable
.	SENT	.
They	PP	they
do	VBP	do
not	RB	not
react	VB	react
with	IN	with
air	NN	air
and	CC	and
water	NN	water
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
heat	VB	heat
them	PP	them
up	RP	up
to	TO	to
about	RB	about
400	CD	@card@
degrees	NNS	degree
Celsius	JJ	Celsius
to	TO	to
get	VB	get
them	PP	them
to	TO	to
melt	VB	melt
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
actually	RB	actually
perfect	JJ	perfect
for	IN	for
trying	VBG	try
to	TO	to
generate	VB	generate
power	NN	power
in	IN	in
a	DT	a
nuclear	JJ	nuclear
reactor	NN	reactor
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
real	JJ	real
magic	NN	magic
:	:	:
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
operate	VB	operate
at	IN	at
high	JJ	high
pressure	NN	pressure
.	SENT	.
And	CC	and
that	DT	that
makes	VBZ	make
the	DT	the
biggest	JJS	big
difference	NN	difference
of	IN	of
all	DT	all
.	SENT	.
This	DT	this
means	VBZ	mean
they	PP	they
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
in	IN	in
heavy	JJ	heavy
,	,	,
thick	JJ	thick
steel	NN	steel
pressure	NN	pressure
vessels	NNS	vessel
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
use	VB	use
water	NN	water
for	IN	for
coolant	NN	coolant
and	CC	and
there	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
in	IN	in
the	DT	the
reactor	NN	reactor
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
make	VB	make
a	DT	a
big	JJ	big
change	NN	change
in	IN	in
density	NN	density
,	,	,
like	IN	like
water	NN	water
.	SENT	.
So	IN	so
the	DT	the
containment	NN	containment
building	NN	building
around	IN	around
the	DT	the
reactor	NN	reactor
can	MD	can
be	VB	be
much	RB	much
smaller	JJR	small
and	CC	and
close-fitting	JJ	close-fitting
.	SENT	.
Unlike	IN	unlike
the	DT	the
solid	JJ	solid
fuels	NNS	fuel
that	WDT	that
can	MD	can
melt	VB	melt
down	RB	down
if	IN	if
you	PP	you
stop	VBP	stop
cooling	VBG	cool
them	PP	them
,	,	,
these	DT	these
liquid	JJ	liquid
fluoride	NN	fluoride
fuels	NNS	fuel
are	VBP	be
already	RB	already
melted	VBN	melt
,	,	,
at	IN	at
a	DT	a
much	JJ	much
,	,	,
much	RB	much
lower	JJR	low
temperature	NN	temperature
.	SENT	.
In	IN	in
normal	JJ	normal
operation	NN	operation
,	,	,
you	PP	you
have	VBP	have
a	DT	a
little	JJ	little
plug	NN	plug
here	RB	here
at	IN	at
the	DT	the
bottom	NN	bottom
of	IN	of
the	DT	the
reactor	NN	reactor
vessel	NN	vessel
.	SENT	.
This	DT	this
plug	NN	plug
is	VBZ	be
made	VBN	make
out	RP	out
of	IN	of
a	DT	a
piece	NN	piece
of	IN	of
frozen	JJ	frozen
salt	NN	salt
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
kept	VBD	keep
frozen	VBN	freeze
by	IN	by
blowing	VBG	blow
cool	JJ	cool
gas	NN	gas
over	IN	over
the	DT	the
outside	NN	outside
of	IN	of
the	DT	the
pipe	NN	pipe
.	SENT	.
If	IN	if
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
emergency	NN	emergency
and	CC	and
you	PP	you
lose	VBP	lose
all	PDT	all
the	DT	the
power	NN	power
to	TO	to
your	PP$	your
nuclear	JJ	nuclear
power	NN	power
plant	NN	plant
,	,	,
the	DT	the
little	JJ	little
blower	NN	blower
stops	NNS	stop
blowing	VBG	blow
,	,	,
the	DT	the
frozen	JJ	frozen
plug	NN	plug
of	IN	of
salt	NN	salt
melts	NNS	melt
,	,	,
and	CC	and
the	DT	the
liquid	JJ	liquid
fluoride	NN	fluoride
fuel	NN	fuel
inside	IN	inside
the	DT	the
reactor	NN	reactor
drains	VBZ	drain
out	RP	out
of	IN	of
the	DT	the
vessel	NN	vessel
,	,	,
through	IN	through
the	DT	the
line	NN	line
and	CC	and
into	IN	into
another	DT	another
vessel	NN	vessel
called	VBD	call
a	DT	a
drain	NN	drain
tank	NN	tank
.	SENT	.
Inside	IN	inside
the	DT	the
drain	NN	drain
tank	NN	tank
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
configured	VBD	configure
to	TO	to
maximize	VB	maximize
the	DT	the
transfer	NN	transfer
of	IN	of
heat	NN	heat
,	,	,
so	RB	so
as	RB	as
to	TO	to
keep	VB	keep
the	DT	the
salt	NN	salt
passively	RB	passively
cooled	VBN	cool
as	IN	as
its	PP$	its
heat	NN	heat
load	NN	load
drops	VBZ	drop
over	IN	over
time	NN	time
.	SENT	.
In	IN	in
water-cooled	JJ	water-cooled
reactors	NNS	reactor
,	,	,
you	PP	you
generally	RB	generally
have	VB	have
to	TO	to
provide	VB	provide
power	NN	power
to	TO	to
the	DT	the
plant	NN	plant
to	TO	to
keep	VB	keep
the	DT	the
water	NN	water
circulating	VBG	circulate
and	CC	and
to	TO	to
prevent	VB	prevent
a	DT	a
meltdown	NN	meltdown
,	,	,
as	IN	as
we	PP	we
saw	VBD	see
in	IN	in
Japan	NP	Japan
.	SENT	.
But	CC	but
in	IN	in
this	DT	this
reactor	NN	reactor
,	,	,
if	IN	if
you	PP	you
lose	VBP	lose
the	DT	the
power	NN	power
to	TO	to
the	DT	the
reactor	NN	reactor
,	,	,
it	PP	it
shuts	VBZ	shut
itself	PP	itself
down	RP	down
all	RB	all
by	IN	by
itself	PP	itself
,	,	,
without	IN	without
human	JJ	human
intervention	NN	intervention
,	,	,
and	CC	and
puts	VBZ	put
itself	PP	itself
in	IN	in
a	DT	a
safe	JJ	safe
and	CC	and
controlled	JJ	controlled
configuration	NN	configuration
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
was	VBD	be
sounding	VBG	sound
pretty	RB	pretty
good	JJ	good
to	TO	to
me	PP	me
,	,	,
and	CC	and
I	PP	I
was	VBD	be
excited	VBN	excite
about	IN	about
the	DT	the
potential	NN	potential
of	IN	of
using	VBG	use
a	DT	a
liquid	JJ	liquid
fluoride	NN	fluoride
reactor	NN	reactor
to	TO	to
power	VB	power
a	DT	a
lunar	JJ	lunar
community	NN	community
.	SENT	.
But	CC	but
then	RB	then
I	PP	I
learned	VBD	learn
about	IN	about
thorium	NN	thorium
,	,	,
and	CC	and
the	DT	the
story	NN	story
got	VBD	get
even	RB	even
better	JJR	good
.	SENT	.
Thorium	NN	thorium
is	VBZ	be
a	DT	a
naturally	RB	naturally
occurring	VBG	occur
nuclear	JJ	nuclear
fuel	NN	fuel
that	WDT	that
is	VBZ	be
four	CD	four
times	NNS	time
more	RBR	more
common	JJ	common
in	IN	in
the	DT	the
Earth	NN	earth
'	POS	'
s	JJ	<unknown>
crust	NN	crust
than	IN	than
uranium	NN	uranium
.	SENT	.
It	PP	it
can	MD	can
be	VB	be
used	VBN	use
in	IN	in
liquid	JJ	liquid
fluoride	NN	fluoride
thorium	NN	thorium
reactors	NNS	reactor
to	TO	to
produce	VB	produce
electrical	JJ	electrical
energy	NN	energy
,	,	,
heat	NN	heat
and	CC	and
other	JJ	other
valuable	JJ	valuable
products	NNS	product
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	IN	so
energy-dense	NN	<unknown>
that	IN	that
you	PP	you
could	MD	could
hold	VB	hold
a	DT	a
lifetime	NN	lifetime
supply	NN	supply
of	IN	of
thorium	NN	thorium
energy	NN	energy
in	IN	in
the	DT	the
palm	NN	palm
of	IN	of
your	PP$	your
hand	NN	hand
.	SENT	.
Thorium	NN	thorium
is	VBZ	be
also	RB	also
common	JJ	common
on	IN	on
the	DT	the
Moon	NP	Moon
and	CC	and
easy	JJ	easy
to	TO	to
find	VB	find
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
actual	JJ	actual
map	NN	map
of	IN	of
where	WRB	where
the	DT	the
lunar	JJ	lunar
thorium	NN	thorium
is	VBZ	be
located	VBN	locate
.	SENT	.
Thorium	NN	thorium
has	VBZ	have
an	DT	an
electromagnetic	JJ	electromagnetic
signature	NN	signature
that	WDT	that
makes	VBZ	make
it	PP	it
easy	JJ	easy
to	TO	to
find	VB	find
,	,	,
even	RB	even
from	IN	from
a	DT	a
spacecraft	NN	spacecraft
.	SENT	.
With	IN	with
the	DT	the
energy	NN	energy
generated	VBN	generate
from	IN	from
a	DT	a
liquid	JJ	liquid
fluoride	NN	fluoride
thorium	NN	thorium
reactor	NN	reactor
,	,	,
we	PP	we
could	MD	could
recycle	VB	recycle
all	DT	all
of	IN	of
the	DT	the
air	NN	air
,	,	,
water	NN	water
and	CC	and
waste	NN	waste
products	NNS	product
within	IN	within
the	DT	the
lunar	JJ	lunar
community	NN	community
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
doing	VBG	do
so	RB	so
would	MD	would
be	VB	be
an	DT	an
absolute	JJ	absolute
requirement	NN	requirement
for	IN	for
success	NN	success
.	SENT	.
We	PP	we
could	MD	could
grow	VB	grow
the	DT	the
crops	NNS	crop
needed	VBN	need
to	TO	to
feed	VB	feed
the	DT	the
members	NNS	member
of	IN	of
the	DT	the
community	NN	community
even	RB	even
during	IN	during
the	DT	the
two-week	JJ	two-week
lunar	JJ	lunar
night	NN	night
,	,	,
using	VBG	use
light	NN	light
and	CC	and
power	NN	power
from	IN	from
the	DT	the
reactor	NN	reactor
.	SENT	.
It	PP	it
seemed	VBD	seem
like	IN	like
the	DT	the
liquid	JJ	liquid
fluoride	NN	fluoride
thorium	NN	thorium
reactor	NN	reactor
,	,	,
or	CC	or
LFTR	NP	<unknown>
,	,	,
could	MD	could
be	VB	be
the	DT	the
power	NN	power
source	NN	source
that	WDT	that
could	MD	could
make	VB	make
a	DT	a
self-sustainable	JJ	self-sustainable
lunar	JJ	lunar
colony	NN	colony
a	DT	a
reality	NN	reality
