Hi	UH	hi
that	RB	that
?	SENT	?
That	DT	that
was	VBD	be
awkward	JJ	awkward
.	SENT	.
Well	RB	well
—	:	-
Hopefully	RB	hopefully
not	RB	not
as	RB	as
awkward	JJ	awkward
as	IN	as
that	DT	that
picture	NN	picture
.	SENT	.
Image	NN	image
is	VBZ	be
powerful	JJ	powerful
,	,	,
but	CC	but
also	RB	also
,	,	,
image	NN	image
is	VBZ	be
superficial	JJ	superficial
.	SENT	.
I	PP	I
just	RB	just
totally	RB	totally
transformed	VBN	transform
what	WP	what
you	PP	you
thought	VBD	think
of	IN	of
me	PP	me
,	,	,
in	IN	in
six	CD	six
seconds	NNS	second
.	SENT	.
And	CC	and
in	IN	in
this	DT	this
picture	NN	picture
,	,	,
I	PP	I
had	VBD	have
actually	RB	actually
never	RB	never
had	VBD	have
a	DT	a
boyfriend	NN	boyfriend
in	IN	in
real	JJ	real
life	NN	life
.	SENT	.
I	PP	I
was	VBD	be
totally	RB	totally
uncomfortable	JJ	uncomfortable
,	,	,
and	CC	and
the	DT	the
photographer	NN	photographer
was	VBD	be
telling	VBG	tell
me	PP	me
to	TO	to
arch	VB	arch
my	PP$	my
back	NN	back
and	CC	and
put	VB	put
my	PP$	my
hand	NN	hand
in	IN	in
that	DT	that
guy	NN	guy
'	POS	'
s	NN	S
hair	NN	hair
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
barring	VBG	bar
surgery	NN	surgery
,	,	,
or	CC	or
the	DT	the
fake	JJ	fake
tan	NN	tan
that	IN	that
I	PP	I
got	VBD	get
two	CD	two
days	NNS	day
ago	RB	ago
for	IN	for
work	NN	work
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
very	RB	very
little	JJ	little
that	IN	that
we	PP	we
can	MD	can
do	VB	do
to	TO	to
transform	VB	transform
how	WRB	how
we	PP	we
look	VBP	look
,	,	,
and	CC	and
how	WRB	how
we	PP	we
look	VBP	look
,	,	,
though	IN	though
it	PP	it
is	VBZ	be
superficial	JJ	superficial
and	CC	and
immutable	JJ	immutable
,	,	,
has	VBZ	have
a	DT	a
huge	JJ	huge
impact	NN	impact
on	IN	on
our	PP$	our
lives	NNS	life
.	SENT	.
So	IN	so
today	NN	today
,	,	,
for	IN	for
me	PP	me
,	,	,
being	JJ	being
fearless	JJ	fearless
means	NNS	mean
being	VBG	be
honest	JJ	honest
.	SENT	.
And	CC	and
I	PP	I
am	VBP	be
on	IN	on
this	DT	this
stage	NN	stage
because	IN	because
I	PP	I
am	VBP	be
a	DT	a
model	NN	model
.	SENT	.
I	PP	I
am	VBP	be
on	IN	on
this	DT	this
stage	NN	stage
because	IN	because
I	PP	I
am	VBP	be
a	DT	a
pretty	JJ	pretty
,	,	,
white	JJ	white
woman	NN	woman
,	,	,
and	CC	and
in	IN	in
my	PP$	my
industry	NN	industry
,	,	,
we	PP	we
call	VBP	call
that	IN	that
a	DT	a
sexy	JJ	sexy
girl	NN	girl
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
answer	VB	answer
the	DT	the
questions	NNS	question
that	IN	that
people	NNS	people
always	RB	always
ask	VBP	ask
me	PP	me
,	,	,
but	CC	but
with	IN	with
an	DT	an
honest	JJ	honest
twist	NN	twist
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
question	NN	question
is	VBZ	be
,	,	,
how	WRB	how
do	VBP	do
you	PP	you
become	VB	become
a	DT	a
model	NN	model
?	SENT	?
I	PP	I
always	RB	always
just	RB	just
say	VB	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
was	VBD	be
scouted	VBN	scout
,	,	,
"	''	"
but	CC	but
that	IN	that
means	NN	means
nothing	NN	nothing
.	SENT	.
The	DT	the
real	JJ	real
way	NN	way
that	IN	that
I	PP	I
became	VBD	become
a	DT	a
model	NN	model
is	VBZ	be
I	PP	I
won	VBD	win
a	DT	a
genetic	JJ	genetic
lottery	NN	lottery
,	,	,
and	CC	and
I	PP	I
am	VBP	be
the	DT	the
recipient	NN	recipient
of	IN	of
a	DT	a
legacy	NN	legacy
,	,	,
and	CC	and
maybe	RB	maybe
you	PP	you
'	POS	'
re	NN	re
wondering	VBG	wonder
what	WP	what
is	VBZ	be
a	DT	a
legacy	NN	legacy
.	SENT	.
Well	RB	well
,	,	,
for	IN	for
the	DT	the
past	JJ	past
few	JJ	few
centuries	NNS	century
we	PP	we
have	VBP	have
defined	VBN	define
beauty	NN	beauty
not	RB	not
just	RB	just
as	IN	as
health	NN	health
and	CC	and
youth	NN	youth
and	CC	and
symmetry	NN	symmetry
that	IN	that
we	PP	we
'	POS	'
re	NN	re
biologically	RB	biologically
programmed	VBN	programme
to	TO	to
admire	VB	admire
,	,	,
but	CC	but
also	RB	also
as	RB	as
tall	JJ	tall
,	,	,
slender	JJ	slender
figures	NNS	figure
,	,	,
and	CC	and
femininity	NN	femininity
and	CC	and
white	JJ	white
skin	NN	skin
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
legacy	NN	legacy
that	WDT	that
was	VBD	be
built	VBN	build
for	IN	for
me	PP	me
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
legacy	NN	legacy
that	IN	that
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
cashing	VBG	cash
out	RP	out
on	IN	on
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
there	EX	there
are	VBP	be
people	NNS	people
in	IN	in
the	DT	the
audience	NN	audience
who	WP	who
are	VBP	be
skeptical	JJ	skeptical
at	IN	at
this	DT	this
point	NN	point
,	,	,
and	CC	and
maybe	RB	maybe
there	EX	there
are	VBP	be
some	DT	some
fashionistas	NNS	<unknown>
who	WP	who
are	VBP	be
like	JJ	like
,	,	,
"	''	"
Wait	NN	wait
.	SENT	.
Naomi	NP	Naomi
.	SENT	.
Tyra	NP	Tyra
.	SENT	.
Joan	NP	Joan
Smalls	NP	Smalls
.	SENT	.
Liu	NP	Liu
Wen	NP	Wen
.	SENT	.
"	``	"
And	CC	and
first	RB	first
,	,	,
I	PP	I
commend	VBP	commend
you	PP	you
on	IN	on
your	PP$	your
model	NN	model
knowledge	NN	knowledge
.	SENT	.
Very	RB	very
impressive	JJ	impressive
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
I	PP	I
have	VBP	have
to	TO	to
inform	VB	inform
you	PP	you
that	IN	that
in	IN	in
2007	CD	@card@
,	,	,
a	DT	a
very	RB	very
inspired	VBN	inspire
NYU	NP	NYU
Ph	NN	Ph
.	SENT	.
D	LS	d
.	SENT	.
student	NN	student
counted	VBD	count
all	PDT	all
the	DT	the
models	NNS	model
on	IN	on
the	DT	the
runway	NN	runway
,	,	,
every	DT	every
single	JJ	single
one	CD	one
that	WDT	that
was	VBD	be
hired	VBN	hire
,	,	,
and	CC	and
of	IN	of
the	DT	the
677	CD	@card@
models	NNS	model
that	WDT	that
were	VBD	be
hired	VBN	hire
,	,	,
only	RB	only
27	CD	@card@
,	,	,
or	CC	or
less	JJR	less
than	IN	than
four	CD	four
percent	NN	percent
,	,	,
were	VBD	be
non-white	JJ	non-white
.	SENT	.
The	DT	the
next	JJ	next
question	NN	question
people	NNS	people
always	RB	always
ask	VBP	ask
is	VBZ	be
,	,	,
"	``	"
Can	MD	can
I	PP	I
be	VB	be
a	DT	a
model	NN	model
when	WRB	when
I	PP	I
grow	VBP	grow
up	RP	up
?	SENT	?
"	''	"
And	CC	and
the	DT	the
first	JJ	first
answer	NN	answer
is	VBZ	be
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
put	VBD	put
me	PP	me
in	IN	in
charge	NN	charge
of	IN	of
that	DT	that
.	SENT	.
"	''	"
But	CC	but
the	DT	the
second	JJ	second
answer	NN	answer
,	,	,
and	CC	and
what	WP	what
I	PP	I
really	RB	really
want	VBP	want
to	TO	to
say	VB	say
to	TO	to
these	DT	these
little	JJ	little
girls	NNS	girl
is	VBZ	be
,	,	,
"	''	"
Why	WRB	why
?	SENT	?
You	PP	you
know	VBP	know
?	SENT	?
You	PP	you
can	MD	can
be	VB	be
anything	NN	anything
.	SENT	.
You	PP	you
could	MD	could
be	VB	be
the	DT	the
President	NP	President
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
or	CC	or
the	DT	the
inventor	NN	inventor
of	IN	of
the	DT	the
next	JJ	next
Internet	NN	Internet
,	,	,
or	CC	or
a	DT	a
ninja	NP	Ninja
cardiothoracic	JJ	cardiothoracic
surgeon	NN	surgeon
poet	NN	poet
,	,	,
which	WDT	which
would	MD	would
be	VB	be
awesome	JJ	awesome
,	,	,
because	IN	because
you	PP	you
'	''	'
d	SYM	d
be	VB	be
the	DT	the
first	JJ	first
one	CD	one
.	SENT	.
"	''	"
If	IN	if
,	,	,
after	IN	after
this	DT	this
amazing	JJ	amazing
list	NN	list
,	,	,
they	PP	they
still	RB	still
are	VBP	be
like	JJ	like
,	,	,
"	``	"
No	UH	no
,	,	,
no	UH	no
,	,	,
Cameron	NP	Cameron
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
a	DT	a
model	NN	model
,	,	,
"	''	"
well	RB	well
,	,	,
then	RB	then
I	PP	I
say	VBP	say
,	,	,
"	``	"
Be	VB	be
my	PP$	my
boss	NN	boss
.	SENT	.
"	``	"
Because	IN	because
I	PP	I
'	POS	'
m	NN	m
not	RB	not
in	IN	in
charge	NN	charge
of	IN	of
anything	NN	anything
,	,	,
and	CC	and
you	PP	you
could	MD	could
be	VB	be
the	DT	the
editor	NN	editor
in	IN	in
chief	JJ	chief
of	IN	of
American	JJ	American
Vogue	NN	vogue
or	CC	or
the	DT	the
CEO	NN	CEO
of	IN	of
H&M	NP	H&M
,	,	,
or	CC	or
the	DT	the
next	JJ	next
Steven	NP	Steven
Meisel	NP	Meisel
.	SENT	.
Saying	VBG	say
that	IN	that
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
a	DT	a
model	NN	model
when	WRB	when
you	PP	you
grow	VBP	grow
up	RB	up
is	VBZ	be
akin	JJ	akin
to	TO	to
saying	VBG	say
that	IN	that
you	PP	you
want	VBP	want
to	TO	to
win	VB	win
the	DT	the
Powerball	NN	<unknown>
when	WRB	when
you	PP	you
grow	VBP	grow
up	RP	up
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
out	RP	out
of	IN	of
your	PP$	your
control	NN	control
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
awesome	JJ	awesome
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
career	NN	career
path	NN	path
.	SENT	.
I	PP	I
will	MD	will
demonstrate	VB	demonstrate
for	IN	for
you	PP	you
now	RB	now
10	CD	@card@
years	NNS	year
of	IN	of
accumulated	VBN	accumulate
model	NN	model
knowledge	NN	knowledge
,	,	,
because	IN	because
unlike	IN	unlike
cardiothoracic	JJ	cardiothoracic
surgeons	NNS	surgeon
,	,	,
it	PP	it
can	MD	can
just	RB	just
be	VB	be
distilled	VBN	distil
right	RB	right
now	RB	now
.	SENT	.
So	RB	so
,	,	,
if	IN	if
the	DT	the
photographer	NN	photographer
is	VBZ	be
right	RB	right
there	RB	there
,	,	,
the	DT	the
light	NN	light
is	VBZ	be
right	RB	right
there	RB	there
,	,	,
like	IN	like
a	DT	a
nice	JJ	nice
HMI	NP	HMI
,	,	,
and	CC	and
the	DT	the
client	NN	client
says	VBZ	say
,	,	,
"	``	"
We	PP	we
want	VBP	want
a	DT	a
walking	VBG	walk
shot	NN	shot
,	,	,
"	''	"
this	DT	this
leg	NN	leg
goes	VBZ	go
first	JJ	first
,	,	,
nice	JJ	nice
and	CC	and
long	RB	long
,	,	,
this	DT	this
arm	NN	arm
goes	VBZ	go
back	RB	back
,	,	,
this	DT	this
arm	NN	arm
goes	VBZ	go
forward	RB	forward
,	,	,
the	DT	the
head	NN	head
is	VBZ	be
at	IN	at
three	CD	three
quarters	NNS	quarter
,	,	,
and	CC	and
you	PP	you
just	RB	just
go	VBP	go
back	RB	back
and	CC	and
forth	RB	forth
,	,	,
just	RB	just
do	VBP	do
that	IN	that
,	,	,
and	CC	and
then	RB	then
you	PP	you
look	VBP	look
back	RB	back
at	IN	at
your	PP$	your
imaginary	JJ	imaginary
friends	NNS	friend
,	,	,
300	CD	@card@
,	,	,
400	CD	@card@
,	,	,
500	CD	@card@
times	NNS	time
.	SENT	.
It	PP	it
will	MD	will
look	VB	look
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
Hopefully	RB	hopefully
less	RBR	less
awkward	JJ	awkward
than	IN	than
that	DT	that
one	CD	one
in	IN	in
the	DT	the
middle	NN	middle
.	SENT	.
That	WDT	that
was	VBD	be
—	:	-
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
happened	VBD	happen
there	RB	there
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
after	IN	after
you	PP	you
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
to	TO	to
school	NN	school
,	,	,
and	CC	and
you	PP	you
have	VBP	have
a	DT	a
r��sum��	NN	<unknown>
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
done	VBN	do
a	DT	a
few	JJ	few
jobs	NNS	job
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
say	VBP	say
anything	NN	anything
anymore	RB	anymore
,	,	,
so	RB	so
if	IN	if
you	PP	you
say	VBP	say
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
the	DT	the
President	NP	President
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
but	CC	but
your	PP$	your
r��sum��	NN	<unknown>
reads	VBZ	read
,	,	,
"	``	"
Underwear	NN	underwear
Model	NP	Model
:	:	:
10	CD	@card@
years	NNS	year
,	,	,
"	''	"
people	NNS	people
give	VBP	give
you	PP	you
a	DT	a
funny	JJ	funny
look	NN	look
.	SENT	.
The	DT	the
next	JJ	next
question	NN	question
is	VBZ	be
,	,	,
"	``	"
Do	VBP	do
they	PP	they
retouch	VBP	retouch
all	PDT	all
the	DT	the
photos	NNS	photo
?	SENT	?
"	''	"
And	CC	and
yeah	RB	yeah
,	,	,
they	PP	they
pretty	RB	pretty
much	RB	much
retouch	VB	retouch
all	PDT	all
the	DT	the
photos	NNS	photo
,	,	,
but	CC	but
that	DT	that
is	VBZ	be
only	RB	only
a	DT	a
small	JJ	small
component	NN	component
of	IN	of
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
This	DT	this
picture	NN	picture
is	VBZ	be
the	DT	the
very	RB	very
first	JJ	first
picture	NN	picture
that	IN	that
I	PP	I
ever	RB	ever
took	VBD	take
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
also	RB	also
the	DT	the
very	RB	very
first	JJ	first
time	NN	time
that	IN	that
I	PP	I
had	VBD	have
worn	VBN	wear
a	DT	a
bikini	NN	bikini
,	,	,
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
my	PP$	my
period	NN	period
yet	RB	yet
.	SENT	.
I	PP	I
know	VBP	know
we	PP	we
'	''	'
re	IN	re
getting	VBG	get
personal	JJ	personal
,	,	,
but	CC	but
I	PP	I
was	VBD	be
a	DT	a
young	JJ	young
girl	NN	girl
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
I	PP	I
looked	VBD	look
like	IN	like
with	IN	with
my	PP$	my
grandma	NN	grandma
just	RB	just
a	DT	a
few	JJ	few
months	NNS	month
earlier	RBR	earlier
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
me	PP	me
on	IN	on
the	DT	the
same	JJ	same
day	NN	day
as	IN	as
this	DT	this
shoot	NN	shoot
.	SENT	.
My	PP$	my
friend	NN	friend
got	VBD	get
to	TO	to
come	VB	come
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
me	PP	me
at	IN	at
a	DT	a
slumber	NN	slumber
party	NN	party
a	DT	a
few	JJ	few
days	NNS	day
before	IN	before
I	PP	I
shot	VBD	shoot
French	JJ	French
Vogue	NN	vogue
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
me	PP	me
on	IN	on
the	DT	the
soccer	NN	soccer
team	NN	team
and	CC	and
in	IN	in
V	CD	@card@
Magazine	NN	magazine
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	NN	S
me	FW	me
today	NN	today
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
what	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
is	VBZ	be
that	IN	that
these	DT	these
pictures	NNS	picture
are	VBP	be
not	RB	not
pictures	NNS	picture
of	IN	of
me	PP	me
.	SENT	.
They	PP	they
are	VBP	be
constructions	NNS	construction
,	,	,
and	CC	and
they	PP	they
are	VBP	be
constructions	NNS	construction
by	IN	by
a	DT	a
group	NN	group
of	IN	of
professionals	NNS	professional
,	,	,
by	IN	by
hairstylists	NNS	hairstylist
and	CC	and
makeup	NN	makeup
artists	NNS	artist
and	CC	and
photographers	NNS	photographer
and	CC	and
stylists	NNS	stylist
and	CC	and
all	DT	all
of	IN	of
their	PP$	their
assistants	NNS	assistant
and	CC	and
pre-production	NN	pre-production
and	CC	and
post-production	NN	post-production
,	,	,
and	CC	and
they	PP	they
build	VBP	build
this	DT	this
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
me	PP	me
.	SENT	.
Okay	RB	okay
,	,	,
so	IN	so
the	DT	the
next	JJ	next
question	NN	question
people	NNS	people
always	RB	always
ask	VBP	ask
me	PP	me
is	VBZ	be
,	,	,
"	``	"
Do	VBP	do
you	PP	you
get	VB	get
free	JJ	free
stuff	NN	stuff
?	SENT	?
"	``	"
I	PP	I
do	VBP	do
have	VB	have
too	RB	too
many	JJ	many
8-inch	JJ	<unknown>
heels	NNS	heel
which	WDT	which
I	PP	I
never	RB	never
get	VBP	get
to	TO	to
wear	VB	wear
,	,	,
except	IN	except
for	IN	for
earlier	JJR	early
,	,	,
but	CC	but
the	DT	the
free	JJ	free
stuff	NN	stuff
that	IN	that
I	PP	I
get	VBP	get
is	VBZ	be
the	DT	the
free	JJ	free
stuff	NN	stuff
that	IN	that
I	PP	I
get	VBP	get
in	IN	in
real	JJ	real
life	NN	life
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
don	VBP	don
'	''	'
t	NN	t
like	VBP	like
to	TO	to
talk	VB	talk
about	RB	about
.	SENT	.
I	PP	I
grew	VBD	grow
up	RP	up
in	IN	in
Cambridge	NP	Cambridge
,	,	,
and	CC	and
one	CD	one
time	NN	time
I	PP	I
went	VBD	go
into	IN	into
a	DT	a
store	NN	store
and	CC	and
I	PP	I
forgot	VBD	forget
my	PP$	my
money	NN	money
and	CC	and
they	PP	they
gave	VBD	give
me	PP	me
the	DT	the
dress	NN	dress
for	IN	for
free	JJ	free
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
teenager	NN	teenager
,	,	,
I	PP	I
was	VBD	be
driving	VBG	drive
with	IN	with
my	PP$	my
friend	NN	friend
who	WP	who
was	VBD	be
an	DT	an
awful	JJ	awful
driver	NN	driver
and	CC	and
she	PP	she
ran	VBD	run
a	DT	a
red	NN	red
and	CC	and
of	IN	of
course	NN	course
,	,	,
we	PP	we
got	VBD	get
pulled	VBN	pull
over	RP	over
,	,	,
and	CC	and
all	RB	all
it	PP	it
took	VBD	take
was	VBD	be
a	DT	a
"	``	"
Sorry	JJ	sorry
,	,	,
officer	NN	officer
,	,	,
"	``	"
and	CC	and
we	PP	we
were	VBD	be
on	IN	on
our	PP$	our
way	NN	way
.	SENT	.
And	CC	and
I	PP	I
got	VBD	get
these	DT	these
free	JJ	free
things	NNS	thing
because	RB	because
of	IN	of
how	WRB	how
I	PP	I
look	VBP	look
,	,	,
not	RB	not
who	WP	who
I	PP	I
am	VBP	be
,	,	,
and	CC	and
there	EX	there
are	VBP	be
people	NNS	people
paying	VBG	pay
a	DT	a
cost	NN	cost
for	IN	for
how	WRB	how
they	PP	they
look	VBP	look
and	CC	and
not	RB	not
who	WP	who
they	PP	they
are	VBP	be
.	SENT	.
I	PP	I
live	VBP	live
in	IN	in
New	NP	New
York	NP	York
,	,	,
and	CC	and
last	JJ	last
year	NN	year
,	,	,
of	IN	of
the	DT	the
140	CD	@card@
,	,	,
000	CD	@card@
teenagers	NNS	teenager
that	WDT	that
were	VBD	be
stopped	VBN	stop
and	CC	and
frisked	VBN	frisk
,	,	,
86	CD	@card@
%	NN	%
of	IN	of
them	PP	them
were	VBD	be
black	JJ	black
and	CC	and
Latino	NP	Latino
,	,	,
and	CC	and
most	JJS	most
of	IN	of
them	PP	them
were	VBD	be
young	JJ	young
men	NNS	man
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
only	RB	only
177	CD	@card@
,	,	,
000	CD	@card@
young	JJ	young
black	JJ	black
and	CC	and
Latino	NP	Latino
men	NNS	man
in	IN	in
New	NP	New
York	NP	York
,	,	,
so	RB	so
for	IN	for
them	PP	them
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
question	NN	question
of	IN	of
,	,	,
"	``	"
Will	MD	will
I	PP	I
get	VB	get
stopped	VBN	stop
?	SENT	?
"	''	"
but	CC	but
"	``	"
How	WRB	how
many	JJ	many
times	NNS	time
will	MD	will
I	PP	I
get	VB	get
stopped	VBN	stop
?	SENT	?
When	WRB	when
will	MD	will
I	PP	I
get	VB	get
stopped	VBN	stop
?	SENT	?
"	``	"
When	WRB	when
I	PP	I
was	VBD	be
researching	VBG	research
this	DT	this
talk	NN	talk
,	,	,
I	PP	I
found	VBD	find
out	RP	out
that	IN	that
of	IN	of
the	DT	the
13-year-old	JJ	13-year-old
girls	NNS	girl
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
53	CD	@card@
%	NN	%
don	NN	don
'	POS	'
t	NN	t
like	IN	like
their	PP$	their
bodies	NNS	body
,	,	,
and	CC	and
that	DT	that
number	NN	number
goes	VBZ	go
to	TO	to
78	CD	@card@
%	NN	%
by	IN	by
the	DT	the
time	NN	time
that	IN	that
they	PP	they
'	''	'
re	IN	re
17	CD	@card@
.	SENT	.
So	RB	so
,	,	,
the	DT	the
last	JJ	last
question	NN	question
people	NNS	people
ask	VBP	ask
me	PP	me
is	VBZ	be
,	,	,
"	``	"
What	WP	what
is	VBZ	be
it	PP	it
like	VBP	like
to	TO	to
be	VB	be
a	DT	a
model	NN	model
?	SENT	?
"	``	"
And	CC	and
I	PP	I
think	VBP	think
the	DT	the
answer	NN	answer
that	IN	that
they	PP	they
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
is	VBZ	be
,	,	,
"	``	"
If	IN	if
you	PP	you
are	VBP	be
a	DT	a
little	JJ	little
bit	NN	bit
skinnier	JJR	skinny
and	CC	and
you	PP	you
have	VBP	have
shinier	JJR	shiny
hair	NN	hair
,	,	,
you	PP	you
will	MD	will
be	VB	be
so	RB	so
happy	JJ	happy
and	CC	and
fabulous	JJ	fabulous
.	SENT	.
"	``	"
And	CC	and
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
backstage	RB	backstage
,	,	,
we	PP	we
give	VBP	give
an	DT	an
answer	NN	answer
that	WDT	that
maybe	RB	maybe
makes	VBZ	make
it	PP	it
seem	VBP	seem
like	IN	like
that	DT	that
.	SENT	.
We	PP	we
say	VBP	say
,	,	,
"	''	"
It	PP	it
'	POS	'
s	NN	S
really	RB	really
amazing	JJ	amazing
to	TO	to
travel	VB	travel
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
amazing	JJ	amazing
to	TO	to
get	VB	get
to	TO	to
work	VB	work
with	IN	with
creative	JJ	creative
,	,	,
inspired	JJ	inspired
,	,	,
passionate	JJ	passionate
people	NNS	people
.	SENT	.
"	''	"
And	CC	and
those	DT	those
things	NNS	thing
are	VBP	be
true	JJ	true
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
only	RB	only
one	CD	one
half	NN	half
of	IN	of
the	DT	the
story	NN	story
,	,	,
