My	PP$	my
pick-and-roll	NN	<unknown>
.	SENT	.
Or	CC	or
if	IN	if
he	PP	he
does	VBZ	do
stop	VB	stop
,	,	,
but	CC	but
he	PP	he
doesn	NP	<unknown>
'	POS	'
t	NN	t
stop	NN	stop
close	NN	close
enough	RB	enough
,	,	,
it	PP	it
'	POS	'
s	NN	S
probably	RB	probably
not	RB	not
a	DT	a
pick-and-roll	NN	<unknown>
.	SENT	.
Or	CC	or
,	,	,
if	IN	if
he	PP	he
does	VBZ	do
go	VB	go
close	JJ	close
by	IN	by
and	CC	and
he	PP	he
does	VBZ	do
stop	VB	stop
but	CC	but
they	PP	they
do	VBP	do
it	PP	it
under	IN	under
the	DT	the
basket	NN	basket
,	,	,
it	PP	it
'	POS	'
s	NN	S
probably	RB	probably
not	RB	not
a	DT	a
pick-and-	NN	<unknown>
roll	NN	roll
.	SENT	.
Or	CC	or
I	PP	I
could	MD	could
be	VB	be
wrong	JJ	wrong
,	,	,
they	PP	they
could	MD	could
all	RB	all
be	VB	be
pick-and-rolls	NNS	pick-and-roll
.	SENT	.
It	PP	it
really	RB	really
depends	VBZ	depend
on	IN	on
the	DT	the
exact	JJ	exact
timing	NN	timing
,	,	,
the	DT	the
distances	NNS	distance
,	,	,
the	DT	the
locations	NNS	location
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
what	WP	what
makes	VBZ	make
it	PP	it
hard	JJ	hard
.	SENT	.
So	RB	so
,	,	,
luckily	RB	luckily
,	,	,
with	IN	with
machine	NN	machine
learning	NN	learning
,	,	,
we	PP	we
can	MD	can
go	VB	go
beyond	IN	beyond
our	PP$	our
own	JJ	own
ability	NN	ability
to	TO	to
describe	VB	describe
the	DT	the
things	NNS	thing
we	PP	we
know	VBP	know
.	SENT	.
So	RB	so
how	WRB	how
does	VBZ	do
this	DT	this
work	NN	work
?	SENT	?
Well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
by	IN	by
example	NN	example
.	SENT	.
So	RB	so
we	PP	we
go	VBP	go
to	TO	to
the	DT	the
machine	NN	machine
and	CC	and
say	VB	say
,	,	,
"	``	"
Good	JJ	good
morning	NN	morning
,	,	,
machine	NN	machine
.	SENT	.
Here	RB	here
are	VBP	be
some	DT	some
pick-and-rolls	NNS	pick-and-roll
,	,	,
and	CC	and
here	RB	here
are	VBP	be
some	DT	some
things	NNS	thing
that	WDT	that
are	VBP	be
not	RB	not
.	SENT	.
Please	UH	please
find	VB	find
a	DT	a
way	NN	way
to	TO	to
tell	VB	tell
the	DT	the
difference	NN	difference
.	SENT	.
"	''	"
And	CC	and
the	DT	the
key	NN	key
to	TO	to
all	DT	all
of	IN	of
this	DT	this
is	VBZ	be
to	TO	to
find	VB	find
features	NNS	feature
that	WDT	that
enable	VBP	enable
it	PP	it
to	TO	to
separate	VB	separate
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
teach	VB	teach
it	PP	it
the	DT	the
difference	NN	difference
between	IN	between
an	DT	an
apple	NN	apple
and	CC	and
orange	NN	orange
,	,	,
I	PP	I
might	MD	might
say	VB	say
,	,	,
"	``	"
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
you	PP	you
use	VBP	use
color	NN	color
or	CC	or
shape	NN	shape
?	SENT	?
"	''	"
And	CC	and
the	DT	the
problem	NN	problem
that	IN	that
we	PP	we
'	POS	'
re	NN	re
solving	VBG	solve
is	VBZ	be
,	,	,
what	WP	what
are	VBP	be
those	DT	those
things	NNS	thing
?	SENT	?
What	WP	what
are	VBP	be
the	DT	the
key	JJ	key
features	NNS	feature
that	WDT	that
let	VBP	let
a	DT	a
computer	NN	computer
navigate	VB	navigate
the	DT	the
world	NN	world
of	IN	of
moving	VBG	move
dots	NNS	dot
?	SENT	?
So	RB	so
figuring	VBG	figure
out	IN	out
all	PDT	all
these	DT	these
relationships	NNS	relationship
with	IN	with
relative	JJ	relative
and	CC	and
absolute	JJ	absolute
location	NN	location
,	,	,
distance	NN	distance
,	,	,
timing	NN	timing
,	,	,
velocities	NNS	velocity
—	:	-
that	WDT	that
'	POS	'
s	NN	S
really	RB	really
the	DT	the
key	NN	key
to	TO	to
the	DT	the
science	NN	science
of	IN	of
moving	VBG	move
dots	NNS	dot
,	,	,
or	CC	or
as	RB	as
we	PP	we
like	VBP	like
to	TO	to
call	VB	call
it	PP	it
,	,	,
spatiotemporal	JJ	spatiotemporal
pattern	NN	pattern
recognition	NN	recognition
,	,	,
in	IN	in
academic	JJ	academic
vernacular	NN	vernacular
.	SENT	.
Because	IN	because
the	DT	the
first	JJ	first
thing	NN	thing
is	VBZ	be
,	,	,
you	PP	you
have	VBP	have
to	TO	to
make	VB	make
it	PP	it
sound	VB	sound
hard	JJ	hard
—	:	-
because	IN	because
it	PP	it
is	VBZ	be
.	SENT	.
The	DT	the
key	JJ	key
thing	NN	thing
is	VBZ	be
,	,	,
for	IN	for
NBA	NP	NBA
coaches	NNS	coach
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
they	PP	they
want	VBP	want
to	TO	to
know	VB	know
whether	IN	whether
a	DT	a
pick-and-roll	NN	<unknown>
happened	VBD	happen
or	CC	or
not	RB	not
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
that	IN	that
they	PP	they
want	VBP	want
to	TO	to
know	VB	know
how	WRB	how
it	PP	it
happened	VBD	happen
.	SENT	.
And	CC	and
why	WRB	why
is	VBZ	be
it	PP	it
so	RB	so
important	JJ	important
to	TO	to
them	PP	them
?	SENT	?
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
little	JJ	little
insight	NN	insight
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
in	IN	in
modern	JJ	modern
basketball	NN	basketball
,	,	,
this	DT	this
pick-and-roll	NN	<unknown>
is	VBZ	be
perhaps	RB	perhaps
the	DT	the
most	RBS	most
important	JJ	important
play	NN	play
.	SENT	.
And	CC	and
knowing	VBG	know
how	WRB	how
to	TO	to
run	VB	run
it	PP	it
,	,	,
and	CC	and
knowing	VBG	know
how	WRB	how
to	TO	to
defend	VB	defend
it	PP	it
,	,	,
is	VBZ	be
basically	RB	basically
a	DT	a
key	NN	key
to	TO	to
winning	VBG	win
and	CC	and
losing	VBG	lose
most	JJS	most
games	NNS	game
.	SENT	.
So	RB	so
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
this	DT	this
dance	NN	dance
has	VBZ	have
a	DT	a
great	JJ	great
many	JJ	many
variations	NNS	variation
and	CC	and
identifying	VBG	identify
the	DT	the
variations	NNS	variation
is	VBZ	be
really	RB	really
the	DT	the
thing	NN	thing
that	IN	that
matters	NNS	matter
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
need	VBP	need
this	DT	this
to	TO	to
be	VB	be
really	RB	really
,	,	,
really	RB	really
good	JJ	good
.	SENT	.
So	RB	so
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
example	NN	example
.	SENT	.
There	EX	there
are	VBP	be
two	CD	two
offensive	NN	offensive
and	CC	and
two	CD	two
defensive	JJ	defensive
players	NNS	player
,	,	,
getting	VBG	get
ready	JJ	ready
to	TO	to
do	VB	do
the	DT	the
pick-and-roll	NN	<unknown>
dance	NN	dance
.	SENT	.
So	IN	so
the	DT	the
guy	NN	guy
with	IN	with
ball	NN	ball
can	MD	can
either	RB	either
take	VB	take
,	,	,
or	CC	or
he	PP	he
can	MD	can
reject	VB	reject
.	SENT	.
His	PP$	his
teammate	NN	teammate
can	MD	can
either	RB	either
roll	VB	roll
or	CC	or
pop	VB	pop
.	SENT	.
The	DT	the
guy	NN	guy
guarding	VBG	guard
the	DT	the
ball	NN	ball
can	MD	can
either	RB	either
go	VB	go
over	RP	over
or	CC	or
under	IN	under
.	SENT	.
His	PP$	his
teammate	NN	teammate
can	MD	can
either	RB	either
show	VB	show
or	CC	or
play	VB	play
up	RP	up
to	TO	to
touch	VB	touch
,	,	,
or	CC	or
play	VB	play
soft	JJ	soft
and	CC	and
together	RB	together
they	PP	they
can	MD	can
either	RB	either
switch	VB	switch
or	CC	or
blitz	VB	blitz
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
most	JJS	most
of	IN	of
these	DT	these
things	NNS	thing
when	WRB	when
I	PP	I
started	VBD	start
and	CC	and
it	PP	it
would	MD	would
be	VB	be
lovely	JJ	lovely
if	IN	if
everybody	NN	everybody
moved	VBD	move
according	VBG	accord
to	TO	to
those	DT	those
arrows	NNS	arrow
.	SENT	.
It	PP	it
would	MD	would
make	VB	make
our	PP$	our
lives	NNS	life
a	DT	a
lot	NN	lot
easier	RBR	easier
,	,	,
but	CC	but
it	PP	it
turns	VBZ	turn
out	RP	out
movement	NN	movement
is	VBZ	be
very	RB	very
messy	JJ	messy
.	SENT	.
People	NNS	people
wiggle	VBP	wiggle
a	DT	a
lot	NN	lot
and	CC	and
getting	VBG	get
these	DT	these
variations	NNS	variation
identified	VBN	identify
with	IN	with
very	RB	very
high	JJ	high
accuracy	NN	accuracy
,	,	,
both	CC	both
in	IN	in
precision	NN	precision
and	CC	and
recall	NN	recall
,	,	,
is	VBZ	be
tough	JJ	tough
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
it	PP	it
takes	VBZ	take
to	TO	to
get	VB	get
a	DT	a
professional	JJ	professional
coach	NN	coach
to	TO	to
believe	VB	believe
in	IN	in
you	PP	you
.	SENT	.
And	CC	and
despite	IN	despite
all	PDT	all
the	DT	the
difficulties	NNS	difficulty
with	IN	with
the	DT	the
right	JJ	right
spatiotemporal	JJ	spatiotemporal
features	NNS	feature
we	PP	we
have	VBP	have
been	VBN	be
able	JJ	able
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
Coaches	NNS	coach
trust	VBP	trust
our	PP$	our
ability	NN	ability
of	IN	of
our	PP$	our
machine	NN	machine
to	TO	to
identify	VB	identify
these	DT	these
variations	NNS	variation
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
at	IN	at
the	DT	the
point	NN	point
where	WRB	where
almost	RB	almost
every	DT	every
single	JJ	single
contender	NN	contender
for	IN	for
an	DT	an
NBA	NP	NBA
championship	NN	championship
this	DT	this
year	NN	year
is	VBZ	be
using	VBG	use
our	PP$	our
software	NN	software
,	,	,
which	WDT	which
is	VBZ	be
built	VBN	build
on	IN	on
a	DT	a
machine	NN	machine
that	WDT	that
understands	VBZ	understand
the	DT	the
moving	VBG	move
dots	NNS	dot
of	IN	of
basketball	NN	basketball
.	SENT	.
So	RB	so
not	RB	not
only	RB	only
that	IN	that
,	,	,
we	PP	we
have	VBP	have
given	VBN	give
advice	NN	advice
that	WDT	that
has	VBZ	have
changed	VBN	change
strategies	NNS	strategy
that	WDT	that
have	VBP	have
helped	VBN	help
teams	NNS	team
win	VBP	win
very	RB	very
important	JJ	important
games	NNS	game
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
very	RB	very
exciting	JJ	exciting
because	IN	because
you	PP	you
have	VBP	have
coaches	NNS	coach
who	WP	who
'	POS	'
ve	RB	<unknown>
been	VBN	be
in	IN	in
the	DT	the
league	NN	league
for	IN	for
30	CD	@card@
years	NNS	year
that	WDT	that
are	VBP	be
willing	JJ	willing
to	TO	to
take	VB	take
advice	NN	advice
from	IN	from
a	DT	a
machine	NN	machine
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
very	RB	very
exciting	JJ	exciting
,	,	,
it	PP	it
'	POS	'
s	NN	S
much	RB	much
more	RBR	more
than	IN	than
the	DT	the
pick-and-roll	NN	<unknown>
.	SENT	.
Our	PP$	our
computer	NN	computer
started	VBD	start
out	RP	out
with	IN	with
simple	JJ	simple
things	NNS	thing
and	CC	and
learned	VBD	learn
more	JJR	more
and	CC	and
more	JJR	more
complex	JJ	complex
things	NNS	thing
and	CC	and
now	RB	now
it	PP	it
knows	VBZ	know
so	RB	so
many	JJ	many
things	NNS	thing
.	SENT	.
Frankly	RB	frankly
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
understand	VBP	understand
much	RB	much
of	IN	of
what	WP	what
it	PP	it
does	VBZ	do
,	,	,
and	CC	and
while	IN	while
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
special	JJ	special
to	TO	to
be	VB	be
smarter	JJR	smart
than	IN	than
me	PP	me
,	,	,
we	PP	we
were	VBD	be
wondering	VBG	wonder
,	,	,
can	MD	can
a	DT	a
machine	NN	machine
know	VBP	know
more	JJR	more
than	IN	than
a	DT	a
coach	NN	coach
?	SENT	?
Can	MD	can
it	PP	it
know	VB	know
more	RBR	more
than	IN	than
person	NN	person
could	MD	could
know	VB	know
?	SENT	?
And	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
the	DT	the
answer	NN	answer
is	VBZ	be
yes	UH	yes
.	SENT	.
The	DT	the
coaches	NNS	coach
want	VBP	want
players	NNS	player
to	TO	to
take	VB	take
good	JJ	good
shots	NNS	shot
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
'	POS	'
m	NN	m
standing	NN	standing
near	IN	near
the	DT	the
basket	NN	basket
and	CC	and
there	EX	there
'	''	'
s	NN	S
nobody	NN	nobody
near	IN	near
me	PP	me
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
shot	NN	shot
.	SENT	.
If	IN	if
I	PP	I
'	POS	'
m	NN	m
standing	NN	standing
far	RB	far
away	RB	away
surrounded	VBN	surround
by	IN	by
defenders	NNS	defender
,	,	,
that	WDT	that
'	POS	'
s	NN	S
generally	RB	generally
a	DT	a
bad	JJ	bad
shot	NN	shot
.	SENT	.
But	CC	but
we	PP	we
never	RB	never
knew	VBD	know
how	WRB	how
good	JJ	good
"	``	"
good	JJ	good
"	''	"
was	VBD	be
,	,	,
or	CC	or
how	WRB	how
bad	JJ	bad
"	``	"
bad	JJ	bad
"	''	"
was	VBD	be
quantitatively	RB	quantitatively
.	SENT	.
Until	IN	until
now	RB	now
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
can	MD	can
do	VB	do
,	,	,
again	RB	again
,	,	,
using	VBG	use
spatiotemporal	JJ	spatiotemporal
features	NNS	feature
,	,	,
we	PP	we
looked	VBD	look
at	IN	at
every	DT	every
shot	NN	shot
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
:	:	:
Where	WRB	where
is	VBZ	be
the	DT	the
shot	NN	shot
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
angle	NN	angle
to	TO	to
the	DT	the
basket	NN	basket
?	SENT	?
Where	WRB	where
are	VBP	be
the	DT	the
defenders	NNS	defender
standing	NN	standing
?	SENT	?
What	WP	what
are	VBP	be
their	PP$	their
distances	NNS	distance
?	SENT	?
What	WP	what
are	VBP	be
their	PP$	their
angles	NNS	angle
?	SENT	?
For	IN	for
multiple	JJ	multiple
defenders	NNS	defender
,	,	,
we	PP	we
can	MD	can
look	VB	look
at	IN	at
how	WRB	how
the	DT	the
player	NN	player
'	POS	'
s	NN	S
moving	NN	moving
and	CC	and
predict	VB	predict
the	DT	the
shot	NN	shot
type	NN	type
.	SENT	.
We	PP	we
can	MD	can
look	VB	look
at	IN	at
all	PDT	all
their	PP$	their
velocities	NNS	velocity
and	CC	and
we	PP	we
can	MD	can
build	VB	build
a	DT	a
model	NN	model
that	WDT	that
predicts	VBZ	predict
what	WP	what
is	VBZ	be
the	DT	the
likelihood	NN	likelihood
that	IN	that
this	DT	this
shot	NN	shot
would	MD	would
go	VB	go
in	IN	in
under	IN	under
these	DT	these
circumstances	NNS	circumstance
?	SENT	?
So	RB	so
why	WRB	why
is	VBZ	be
this	DT	this
important	JJ	important
?	SENT	?
We	PP	we
can	MD	can
take	VB	take
something	NN	something
that	WDT	that
was	VBD	be
shooting	VBG	shoot
,	,	,
which	WDT	which
was	VBD	be
one	CD	one
thing	NN	thing
before	IN	before
,	,	,
and	CC	and
turn	VB	turn
it	PP	it
into	IN	into
two	CD	two
things	NNS	thing
:	:	:
the	DT	the
quality	NN	quality
of	IN	of
the	DT	the
shot	NN	shot
and	CC	and
the	DT	the
quality	NN	quality
of	IN	of
the	DT	the
shooter	NN	shooter
.	SENT	.
So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
bubble	NN	bubble
chart	NN	chart
,	,	,
because	IN	because
what	WP	what
'	POS	'
s	NNS	<unknown>
TED	VBP	ted
without	IN	without
a	DT	a
bubble	NN	bubble
chart	NN	chart
?	SENT	?
Those	DT	those
are	VBP	be
NBA	NP	NBA
players	NNS	player
.	SENT	.
The	DT	the
size	NN	size
is	VBZ	be
the	DT	the
size	NN	size
of	IN	of
the	DT	the
player	NN	player
and	CC	and
the	DT	the
color	NN	color
is	VBZ	be
the	DT	the
position	NN	position
.	SENT	.
On	IN	on
the	DT	the
x-axis	JJ	x-axis
,	,	,
we	PP	we
have	VBP	have
the	DT	the
shot	NN	shot
probability	NN	probability
.	SENT	.
People	NNS	people
on	IN	on
the	DT	the
left	VBN	leave
take	VBP	take
difficult	JJ	difficult
shots	NNS	shot
,	,	,
on	IN	on
the	DT	the
right	NN	right
,	,	,
they	PP	they
take	VBP	take
easy	JJ	easy
shots	NNS	shot
.	SENT	.
On	IN	on
the	NP	the
[	SYM	[
y-axis	JJ	y-axis
]	SYM	]
is	VBZ	be
their	PP$	their
shooting	NN	shooting
ability	NN	ability
.	SENT	.
People	NNS	people
who	WP	who
are	VBP	be
good	JJ	good
are	VBP	be
at	IN	at
the	DT	the
top	JJ	top
,	,	,
bad	JJ	bad
at	IN	at
the	DT	the
bottom	NN	bottom
.	SENT	.
So	RB	so
for	IN	for
example	NN	example
,	,	,
if	IN	if
there	EX	there
was	VBD	be
a	DT	a
player	NN	player
who	WP	who
generally	RB	generally
made	VBD	make
47	CD	@card@
percent	NN	percent
of	IN	of
their	PP$	their
shots	NNS	shot
,	,	,
that	WDT	that
'	POS	'
s	NN	S
all	RB	all
you	PP	you
knew	VBD	know
before	RB	before
.	SENT	.
But	CC	but
today	NN	today
,	,	,
I	PP	I
can	MD	can
tell	VB	tell
