Chris	NP	Chris
in	IN	in
this	DT	this
picture	NN	picture
,	,	,
that	WDT	that
people	NNS	people
mostly	RB	mostly
react	VBP	react
to	TO	to
,	,	,
is	VBZ	be
the	DT	the
walking	VBG	walk
desk	NN	desk
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
most	RBS	most
interesting	JJ	interesting
part	NN	part
in	IN	in
my	PP$	my
office	NN	office
and	CC	and
I	PP	I
'	POS	'
m	NN	m
not	RB	not
actually	RB	actually
using	VBG	use
it	PP	it
anymore	RB	anymore
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
the	DT	the
two	CD	two
things	NNS	thing
are	VBP	be
related	VBN	relate
.	SENT	.
The	DT	the
way	NN	way
I	PP	I
work	VBP	work
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
not	RB	not
have	VB	have
external	JJ	external
stimulation	NN	stimulation
.	SENT	.
You	PP	you
can	MD	can
kind	RB	kind
of	IN	of
see	VB	see
,	,	,
on	IN	on
the	DT	the
walls	NNS	wall
are	VBP	be
this	DT	this
light	JJ	light
green	NN	green
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
told	VBD	tell
that	IN	that
at	IN	at
mental	JJ	mental
institutions	NNS	institution
they	PP	they
use	VBP	use
that	IN	that
on	IN	on
the	DT	the
walls	NNS	wall
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
a	DT	a
calming	JJ	calming
color	NN	color
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
something	NN	something
that	WDT	that
really	RB	really
stimulates	VBZ	stimulate
you	PP	you
.	SENT	.
What	WP	what
you	PP	you
can	MD	can
'	''	'
t	NN	t
see	NN	see
is	VBZ	be
the	DT	the
computer	NN	computer
here	RB	here
,	,	,
you	PP	you
only	RB	only
see	VBP	see
the	DT	the
screen	NN	screen
,	,	,
but	CC	but
the	DT	the
main	JJ	main
thing	NN	thing
I	PP	I
worry	VBP	worry
about	RB	about
in	IN	in
my	PP$	my
computer	NN	computer
is	VBZ	be
—	:	-
it	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
big	JJ	big
and	CC	and
powerful	JJ	powerful
,	,	,
although	IN	although
I	PP	I
like	VBP	like
that	DT	that
—	:	-
it	PP	it
really	RB	really
has	VBZ	have
to	TO	to
be	VB	be
completely	RB	completely
silent	JJ	silent
.	SENT	.
I	PP	I
know	VBP	know
people	NNS	people
who	WP	who
work	VBP	work
for	IN	for
Google	NP	<unknown>
and	CC	and
they	PP	they
have	VBP	have
their	PP$	their
own	JJ	own
small	JJ	small
data	NNS	datum
center	NN	center
at	IN	at
home	NN	home
,	,	,
and	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
that	DT	that
.	SENT	.
My	PP$	my
office	NN	office
is	VBZ	be
the	DT	the
most	RBS	most
boring	JJ	boring
office	NN	office
you	PP	you
'	POS	'
ll	NNS	<unknown>
ever	RB	ever
see	VBP	see
.	SENT	.
And	CC	and
I	PP	I
sit	VBP	sit
there	RB	there
alone	RB	alone
in	IN	in
the	DT	the
quiet	NN	quiet
.	SENT	.
If	IN	if
the	DT	the
cat	NN	cat
comes	VBZ	come
up	RP	up
,	,	,
it	PP	it
sits	VBZ	sit
in	IN	in
my	PP$	my
lap	NN	lap
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
hear	VB	hear
the	DT	the
cat	NN	cat
purring	VBG	purr
,	,	,
not	RB	not
the	DT	the
sound	NN	sound
of	IN	of
the	DT	the
fans	NNS	fan
in	IN	in
the	DT	the
computer	NN	computer
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
this	DT	this
is	VBZ	be
astonishing	JJ	astonishing
,	,	,
because	IN	because
working	VBG	work
this	DT	this
way	NN	way
,	,	,
you	PP	you
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
run	VB	run
this	DT	this
vast	JJ	vast
technology	NN	technology
empire	NN	empire
—	:	-
it	PP	it
is	VBZ	be
an	DT	an
empire	NN	empire
—	:	-
so	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
an	DT	an
amazing	JJ	amazing
testament	NN	testament
to	TO	to
the	DT	the
power	NN	power
of	IN	of
open	JJ	open
source	NN	source
.	SENT	.
Tell	VB	tell
us	PP	us
how	WRB	how
you	PP	you
got	VBD	get
to	TO	to
understand	VB	understand
open	JJ	open
source	NN	source
and	CC	and
how	WRB	how
it	PP	it
lead	VBP	lead
to	TO	to
the	DT	the
development	NN	development
of	IN	of
Linux	NP	Linux
.	SENT	.
LT	NN	LT
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
still	RB	still
work	VBP	work
alone	RB	alone
.	SENT	.
Really	RB	really
—	:	-
I	PP	I
work	VBP	work
alone	RB	alone
in	IN	in
my	PP$	my
house	NN	house
,	,	,
often	RB	often
in	IN	in
my	PP$	my
bathrobe	NN	bathrobe
.	SENT	.
When	WRB	when
a	DT	a
photographer	NN	photographer
shows	VBZ	show
up	RP	up
,	,	,
I	PP	I
dress	VBP	dress
up	RP	up
,	,	,
so	RB	so
I	PP	I
have	VBP	have
clothes	NNS	clothes
on	IN	on
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
how	WRB	how
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
worked	VBD	work
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
this	DT	this
was	VBD	be
how	WRB	how
I	PP	I
started	VBD	start
Linux	NP	Linux
,	,	,
too	RB	too
.	SENT	.
I	PP	I
did	VBD	do
not	RB	not
start	VB	start
Linux	NP	Linux
as	IN	as
a	DT	a
collaborative	JJ	collaborative
project	NN	project
.	SENT	.
I	PP	I
started	VBD	start
it	PP	it
as	IN	as
one	CD	one
in	IN	in
a	DT	a
series	NN	series
of	IN	of
many	JJ	many
projects	NNS	project
I	PP	I
had	VBD	have
done	VBN	do
at	IN	at
the	DT	the
time	NN	time
for	IN	for
myself	PP	myself
,	,	,
partly	RB	partly
because	IN	because
I	PP	I
needed	VBD	need
the	DT	the
end	NN	end
result	NN	result
,	,	,
but	CC	but
even	RB	even
more	JJR	more
because	IN	because
I	PP	I
just	RB	just
enjoyed	VBD	enjoy
programming	NN	programming
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
about	RB	about
the	DT	the
end	NN	end
of	IN	of
the	DT	the
journey	NN	journey
,	,	,
which	WDT	which
,	,	,
25	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
we	PP	we
still	RB	still
have	VBP	have
not	RB	not
reached	VBN	reach
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
really	RB	really
about	IN	about
the	DT	the
fact	NN	fact
that	IN	that
I	PP	I
was	VBD	be
looking	VBG	look
for	IN	for
a	DT	a
project	NN	project
on	IN	on
my	PP$	my
own	JJ	own
and	CC	and
there	EX	there
was	VBD	be
no	DT	no
open	JJ	open
source	NN	source
,	,	,
really	RB	really
,	,	,
on	IN	on
my	PP$	my
radar	NN	radar
at	IN	at
all	DT	all
.	SENT	.
And	CC	and
what	WP	what
happened	VBD	happen
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
the	DT	the
project	NN	project
grows	VBZ	grow
and	CC	and
becomes	VBZ	become
something	NN	something
you	PP	you
want	VBP	want
to	TO	to
show	VB	show
off	RP	off
to	TO	to
people	NNS	people
.	SENT	.
Really	RB	really
,	,	,
this	DT	this
is	VBZ	be
more	JJR	more
of	IN	of
a	DT	a
,	,	,
"	''	"
Wow	VBP	wow
,	,	,
look	VBP	look
at	IN	at
what	WP	what
I	PP	I
did	VBD	do
!	SENT	!
"	''	"
And	CC	and
trust	VB	trust
me	PP	me
—	:	-
it	PP	it
was	VBD	be
not	RB	not
that	DT	that
great	JJ	great
back	NN	back
then	RB	then
.	SENT	.
I	PP	I
made	VBD	make
it	PP	it
publicly	RB	publicly
available	JJ	available
,	,	,
and	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
open	JJ	open
source	NN	source
at	IN	at
that	DT	that
point	NN	point
.	SENT	.
At	IN	at
that	DT	that
point	NN	point
it	PP	it
was	VBD	be
source	NN	source
that	WDT	that
was	VBD	be
open	JJ	open
,	,	,
but	CC	but
there	EX	there
was	VBD	be
no	DT	no
intention	NN	intention
behind	IN	behind
using	VBG	use
the	DT	the
kind	NN	kind
of	IN	of
open-source	NN	open-source
methodology	NN	methodology
that	IN	that
we	PP	we
think	VBP	think
of	IN	of
today	NN	today
to	TO	to
improve	VB	improve
it	PP	it
.	SENT	.
It	PP	it
was	VBD	be
more	RBR	more
like	JJ	like
,	,	,
"	''	"
Look	NP	Look
,	,	,
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
this	DT	this
for	IN	for
half	PDT	half
a	DT	a
year	NN	year
,	,	,
I	PP	I
'	POS	'
d	NN	d
love	VBP	love
to	TO	to
have	VB	have
comments	NNS	comment
.	SENT	.
"	''	"
And	CC	and
other	JJ	other
people	NNS	people
approached	VBD	approach
me	PP	me
.	SENT	.
At	IN	at
the	DT	the
University	NP	University
of	IN	of
Helsinki	NP	Helsinki
,	,	,
I	PP	I
had	VBD	have
a	DT	a
friend	NN	friend
who	WP	who
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
open	JJ	open
source	NN	source
—	:	-
it	PP	it
was	VBD	be
called	VBN	call
mainly	RB	mainly
"	``	"
free	JJ	free
software	NN	software
"	''	"
back	RB	back
then	RB	then
—	:	-
and	CC	and
he	PP	he
actually	RB	actually
introduced	VBD	introduce
me	PP	me
to	TO	to
the	DT	the
notion	NN	notion
that	IN	that
,	,	,
hey	UH	hey
,	,	,
you	PP	you
can	MD	can
use	VB	use
these	DT	these
open-source	NN	open-source
licenses	NNS	license
that	WDT	that
had	VBD	have
been	VBN	be
around	RB	around
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
about	IN	about
it	PP	it
for	IN	for
a	DT	a
while	NN	while
.	SENT	.
I	PP	I
was	VBD	be
actually	RB	actually
worried	VBN	worry
about	IN	about
the	DT	the
whole	JJ	whole
commercial	JJ	commercial
interests	NNS	interest
coming	VBG	come
in	IN	in
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
that	IN	that
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
worries	NNS	worry
I	PP	I
think	VBP	think
most	RBS	most
people	NNS	people
who	WP	who
start	VBP	start
out	RB	out
have	VB	have
,	,	,
is	VBZ	be
that	IN	that
they	PP	they
worry	VBP	worry
about	IN	about
somebody	NN	somebody
taking	VBG	take
advantage	NN	advantage
of	IN	of
their	PP$	their
work	NN	work
,	,	,
right	RB	right
?	SENT	?
And	CC	and
I	PP	I
decided	VBD	decide
,	,	,
"	``	"
What	WP	what
the	DT	the
hell	NN	hell
?	SENT	?
"	''	"
And	CC	and
—	:	-
CA	MD	ca
:	:	:
And	CC	and
then	RB	then
at	IN	at
some	DT	some
point	NN	point
,	,	,
someone	NN	someone
contributed	VBD	contribute
some	DT	some
code	NN	code
that	IN	that
you	PP	you
thought	VBD	think
,	,	,
"	``	"
Wow	NN	wow
,	,	,
that	WDT	that
really	RB	really
is	VBZ	be
interesting	JJ	interesting
,	,	,
I	PP	I
would	MD	would
not	RB	not
have	VB	have
thought	VBN	think
of	IN	of
that	DT	that
.	SENT	.
This	DT	this
could	MD	could
actually	RB	actually
improve	VB	improve
this	DT	this
.	SENT	.
"	''	"
LT	NNS	<unknown>
:	:	:
It	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
even	RB	even
start	VBP	start
by	IN	by
people	NNS	people
contributing	VBG	contribute
code	NN	code
,	,	,
it	PP	it
was	VBD	be
more	JJR	more
that	IN	that
people	NNS	people
started	VBD	start
contributing	VBG	contribute
ideas	NNS	idea
.	SENT	.
And	CC	and
just	RB	just
the	DT	the
fact	NN	fact
that	IN	that
somebody	NN	somebody
else	RB	else
takes	VBZ	take
a	DT	a
look	NN	look
at	IN	at
your	PP$	your
project	NN	project
—	:	-
and	CC	and
I	PP	I
'	POS	'
m	NN	m
sure	JJ	sure
it	PP	it
'	''	'
s	NNS	<unknown>
true	JJ	true
of	IN	of
other	JJ	other
things	NNS	thing
,	,	,
too	RB	too
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
definitely	RB	definitely
true	JJ	true
in	IN	in
code	NN	code
—	:	-
is	VBZ	be
that	DT	that
somebody	NN	somebody
else	RB	else
takes	VBZ	take
an	DT	an
interest	NN	interest
in	IN	in
your	PP$	your
code	NN	code
,	,	,
looks	VBZ	look
at	IN	at
it	PP	it
enough	RB	enough
to	TO	to
actually	RB	actually
give	VB	give
you	PP	you
feedback	NN	feedback
and	CC	and
give	VB	give
you	PP	you
ideas	NNS	idea
.	SENT	.
That	DT	that
was	VBD	be
a	DT	a
huge	JJ	huge
thing	NN	thing
for	IN	for
me	PP	me
.	SENT	.
I	PP	I
was	VBD	be
21	CD	@card@
at	IN	at
the	DT	the
time	NN	time
,	,	,
so	RB	so
I	PP	I
was	VBD	be
young	JJ	young
,	,	,
but	CC	but
I	PP	I
had	VBD	have
already	RB	already
programmed	VBN	programme
for	IN	for
half	PDT	half
my	PP$	my
life	NN	life
,	,	,
basically	RB	basically
.	SENT	.
And	CC	and
every	DT	every
project	NN	project
before	IN	before
that	WDT	that
had	VBD	have
been	VBN	be
completely	RB	completely
personal	JJ	personal
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
revelation	NN	revelation
when	WRB	when
people	NNS	people
just	RB	just
started	VBD	start
commenting	VBG	comment
,	,	,
started	VBD	start
giving	VBG	give
feedback	NN	feedback
on	IN	on
your	PP$	your
code	NN	code
.	SENT	.
And	CC	and
even	RB	even
before	IN	before
they	PP	they
started	VBD	start
giving	VBG	give
code	NN	code
back	NN	back
,	,	,
that	WDT	that
was	VBD	be
,	,	,
I	PP	I
think	VBP	think
,	,	,
one	CD	one
of	IN	of
the	DT	the
big	JJ	big
moments	NNS	moment
where	WRB	where
I	PP	I
said	VBD	say
,	,	,
"	``	"
I	PP	I
love	VBP	love
other	JJ	other
people	NNS	people
!	SENT	!
"	''	"
Don	NP	Don
'	POS	'
t	NN	t
get	VB	get
me	PP	me
wrong	JJ	wrong
—	:	-
I	PP	I
'	POS	'
m	NN	m
actually	RB	actually
not	RB	not
a	DT	a
people	NNS	people
person	NN	person
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
really	RB	really
love	VBP	love
other	JJ	other
people	NNS	people
—	:	-
But	CC	but
I	PP	I
love	VBP	love
computers	NNS	computer
,	,	,
I	PP	I
love	VBP	love
interacting	VBG	interact
with	IN	with
other	JJ	other
people	NNS	people
on	IN	on
email	NN	<unknown>
,	,	,
because	IN	because
it	PP	it
kind	NN	kind
of	IN	of
gives	VBZ	give
you	PP	you
that	DT	that
buffer	NN	buffer
.	SENT	.
But	CC	but
I	PP	I
do	VBP	do
love	VB	love
other	JJ	other
people	NNS	people
who	WP	who
comment	VB	comment
and	CC	and
get	VB	get
involved	VBN	involve
in	IN	in
my	PP$	my
project	NN	project
.	SENT	.
And	CC	and
it	PP	it
made	VBD	make
it	PP	it
so	RB	so
much	RB	much
more	RBR	more
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
was	VBD	be
there	RB	there
a	DT	a
moment	NN	moment
when	WRB	when
you	PP	you
saw	VBD	see
what	WP	what
was	VBD	be
being	VBG	be
built	VBN	build
and	CC	and
it	PP	it
suddenly	RB	suddenly
started	VBD	start
taking	VBG	take
off	RP	off
,	,	,
and	CC	and
you	PP	you
thought	VBD	think
,	,	,
"	``	"
Wait	VB	wait
a	DT	a
sec	NN	sec
,	,	,
this	DT	this
actually	RB	actually
could	MD	could
be	VB	be
something	RB	something
huge	JJ	huge
,	,	,
not	RB	not
just	RB	just
a	DT	a
personal	JJ	personal
project	NN	project
that	IN	that
I	NP	I
'	POS	'
m	NN	m
getting	VBG	get
nice	JJ	nice
feedback	NN	feedback
on	IN	on
,	,	,
but	CC	but
a	DT	a
kind	NN	kind
of	IN	of
explosive	JJ	explosive
development	NN	development
in	IN	in
the	DT	the
whole	JJ	whole
technology	NN	technology
world	NN	world
"	''	"
?	SENT	?
LT	NN	LT
:	:	:
Not	RB	not
really	RB	really
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
big	JJ	big
point	NN	point
for	IN	for
me	PP	me
,	,	,
really	RB	really
,	,	,
was	VBD	be
not	RB	not
when	WRB	when
it	PP	it
was	VBD	be
becoming	VBG	become
huge	JJ	huge
,	,	,
it	PP	it
was	VBD	be
when	WRB	when
it	PP	it
was	VBD	be
becoming	VBG	become
little	RB	little
.	SENT	.
The	DT	the
big	JJ	big
point	NN	point
for	IN	for
me	PP	me
was	VBD	be
not	RB	not
being	VBG	be
alone	RB	alone
and	CC	and
having	VBG	have
10	CD	@card@
,	,	,
maybe	RB	maybe
100	CD	@card@
people	NNS	people
being	VBG	be
involved	VBN	involve
—	:	-
that	WDT	that
was	VBD	be
a	DT	a
big	JJ	big
point	NN	point
.	SENT	.
Then	RB	then
everything	NN	everything
else	RB	else
was	VBD	be
very	RB	very
gradual	JJ	gradual
.	SENT	.
Going	VBG	go
from	IN	from
100	CD	@card@
people	NNS	people
to	TO	to
a	DT	a
million	CD	million
people	NNS	people
is	VBZ	be
not	RB	not
a	DT	a
big	JJ	big
deal	NN	deal
—	:	-
to	TO	to
me	PP	me
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
maybe	RB	maybe
it	PP	it
is	VBZ	be
if	IN	if
you	PP	you
'	POS	'
re	NN	re
—	:	-
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
sell	VB	sell
your	PP$	your
result	NN	result
then	RB	then
it	PP	it
'	POS	'
s	NN	S
a	DT	a
huge	JJ	huge
deal	NN	deal
—	:	-
don	NN	don
'	POS	'
t	NN	t
get	VB	get
me	PP	me
wrong	JJ	wrong
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
the	DT	the
technology	NN	technology
and	CC	and
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
the	DT	the
project	NN	project
,	,	,
the	DT	the
big	JJ	big
part	NN	part
was	VBD	be
getting	VBG	get
the	DT	the
community	NN	community
.	SENT	.
Then	RB	then
the	DT	the
community	NN	community
grew	VBD	grow
gradually	RB	gradually
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
actually	RB	actually
not	RB	not
a	DT	a
single	JJ	single
point	NN	point
where	WRB	where
I	PP	I
went	VBD	go
like	IN	like
,	,	,
"	''	"
Wow	NN	wow
,	,	,
that	WDT	that
just	RB	just
took	VBD	take
off	RP	off
!	SENT	!
"	``	"
because	IN	because
it	PP	it
—	:	-
I	PP	I
mean	VBP	mean
—	:	-
it	PP	it
took	VBD	take
a	DT	a
long	JJ	long
time	NN	time
,	,	,
relatively	RB	relatively
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
all	PDT	all
the	DT	the
technologists	NNS	technologist
that	WDT	that
I	PP	I
talk	VBP	talk
to	TO	to
really	RB	really
credit	VB	credit
you	PP	you
with	IN	with
massively	RB	massively
changing	VBG	change
their	PP$	their
work	NN	work
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
Linux	NP	Linux
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
this	DT	this
thing	NN	thing
called	VBD	call
Git	NN	git
,	,	,
which	WDT	which
is	VBZ	be
this	DT	this
management	NN	management
system	NN	system
for	IN	for
software	NN	software
development	NN	development
.	SENT	.
Tell	VB	tell
us	PP	us
briefly	RB	briefly
about	RB	about
that	IN	that
and	CC	and
your	PP$	your
role	NN	role
in	IN	in
that	DT	that
.	SENT	.
LT	NN	LT
:	:	:
So	RB	so
one	CD	one
of	IN	of
the	DT	the
issues	NNS	issue
we	PP	we
had	VBD	have
,	,	,
and	CC	and
this	DT	this
took	VBD	take
a	DT	a
while	NN	while
to	TO	to
start	VB	start
to	TO	to
appear	VB	appear
,	,	,
is	VBZ	be
when	WRB	when
you	PP	you
.	SENT	.
.	SENT	.
.	SENT	.
When	WRB	when
you	PP	you
grow	VBP	grow
from	IN	from
having	VBG	have
10	CD	@card@
people	NNS	people
or	CC	or
100	CD	@card@
people	NNS	people
working	VBG	work
on	IN	on
a	DT	a
project	NN	project
to	TO	to
having	VBG	have
10	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
,	,	,
which	WDT	which
—	:	-
I	PP	I
mean	VBP	mean
,	,	,
right	RB	right
now	RB	now
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
situation	NN	situation
where	WRB	where
just	RB	just
on	IN	on
the	DT	the
kernel	NN	kernel
,	,	,
we	PP	we
have	VBP	have
1	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
involved	VBN	involve
in	IN	in
every	DT	every
single	JJ	single
release	NN	release
and	CC	and
that	IN	that
'	POS	'
s	NN	S
every	DT	every
two	CD	two
months	NNS	month
,	,	,
roughly	RB	roughly
two	CD	two
or	CC	or
three	CD	three
months	NNS	month
.	SENT	.
Some	DT	some
of	IN	of
those	DT	those
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
a	DT	a
lot	NN	lot
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
who	WP	who
make	VBP	make
small	JJ	small
,	,	,
small	JJ	small
changes	NNS	change
.	SENT	.
But	CC	but
to	TO	to
maintain	VB	maintain
this	DT	this
,	,	,
the	DT	the
scale	NN	scale
changes	NNS	change
how	WRB	how
you	PP	you
have	VBP	have
to	TO	to
maintain	VB	maintain
it	PP	it
.	SENT	.
And	CC	and
we	PP	we
went	VBD	go
through	IN	through
a	DT	a
lot	NN	lot
of	IN	of
pain	NN	pain
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
whole	JJ	whole
projects	NNS	project
that	WDT	that
do	VBP	do
only	JJ	only
source-	NN	<unknown>
code	NN	code
maintenance	NN	maintenance
.	SENT	.
CVS	NP	CVS
is	VBZ	be
the	DT	the
one	CD	one
that	WDT	that
used	VBD	use
to	TO	to
be	VB	be
the	DT	the
most	RBS	most
commonly	RB	commonly
used	VBN	use
,	,	,
and	CC	and
I	PP	I
hated	VBD	hate
CVS	NP	CVS
with	IN	with
a	DT	a
passion	NN	passion
and	CC	and
refused	VBD	refuse
to	TO	to
touch	VB	touch
it	PP	it
and	CC	and
tried	VBD	try
something	NN	something
else	NN	else
that	WDT	that
was	VBD	be
radical	JJ	radical
and	CC	and
interesting	JJ	interesting
and	CC	and
everybody	NN	everybody
else	RB	else
hated	VBN	hate
.	SENT	.
CA	MD	ca
:	:	:
LT	NP	Lt
:	:	:
And	CC	and
we	PP	we
were	VBD	be
in	IN	in
this	DT	this
bad	JJ	bad
spot	NN	spot
,	,	,
where	WRB	where
we	PP	we
had	VBD	have
thousands	NNS	thousand
of	IN	of
people	NNS	people
who	WP	who
wanted	VBD	want
to	TO	to
participate	VB	participate
,	,	,
but	CC	but
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
I	PP	I
was	VBD	be
the	DT	the
kind	NN	kind
of	IN	of
break	NN	break
point	NN	point
,	,	,
where	WRB	where
I	PP	I
could	MD	could
not	RB	not
scale	VB	scale
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
I	PP	I
could	MD	could
work	VB	work
with	IN	with
thousands	NNS	thousand
of	IN	of
people	NNS	people
.	SENT	.
So	IN	so
Git	NN	git
is	VBZ	be
my	PP$	my
second	JJ	second
big	JJ	big
project	NN	project
,	,	,
which	WDT	which
was	VBD	be
only	RB	only
created	VBN	create
for	IN	for
me	PP	me
to	TO	to
maintain	VB	maintain
my	PP$	my
first	JJ	first
big	JJ	big
project	NN	project
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
literally	RB	literally
how	WRB	how
I	PP	I
work	VBP	work
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
code	NN	code
for	IN	for
—	:	-
well	UH	well
,	,	,
I	PP	I
do	VBP	do
code	NN	code
for	IN	for
fun	NN	fun
—	:	-
but	CC	but
I	PP	I
want	VBP	want
to	TO	to
code	VB	code
for	IN	for
something	NN	something
meaningful	JJ	meaningful
so	IN	so
every	DT	every
single	JJ	single
project	NN	project
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
done	VBN	do
has	VBZ	have
been	VBN	be
something	NN	something
I	PP	I
needed	VBD	need
and	CC	and
—	:	-
CA	MD	ca
:	:	:
So	RB	so
really	RB	really
,	,	,
both	DT	both
Linux	NP	Linux
and	CC	and
Git	NN	git
kind	NN	kind
of	IN	of
arose	VBD	arise
almost	RB	almost
as	IN	as
an	DT	an
unintended	JJ	unintended
consequence	NN	consequence
of	IN	of
your	PP$	your
desire	NN	desire
not	RB	not
to	TO	to
have	VB	have
to	TO	to
work	VB	work
with	IN	with
too	RB	too
many	JJ	many
people	NNS	people
.	SENT	.
LT	NN	LT
:	:	:
Absolutely	RB	absolutely
.	SENT	.
Yes	UH	yes
.	SENT	.
CA	MD	ca
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
.	SENT	.
LT	NN	LT
:	:	:
Yeah	RB	yeah
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
you	PP	you
'	POS	'
re	NN	re
the	DT	the
