Everybody	NN	everybody
is	VBZ	be
coursing	VBG	course
through	IN	through
the	DT	the
tissue	NN	tissue
.	SENT	.
Electric	JJ	electric
fields	NNS	field
are	VBP	be
not	RB	not
ionizing	VBG	ionize
radiation	NN	radiation
,	,	,
like	IN	like
X-rays	NNS	X-ray
or	CC	or
proton	NN	proton
beams	NNS	beam
,	,	,
that	WDT	that
bombard	VBP	bombard
tissue	NN	tissue
to	TO	to
disrupt	VB	disrupt
DNA	NN	DNA
.	SENT	.
And	CC	and
electric	JJ	electric
fields	NNS	field
are	VBP	be
not	RB	not
magnetism	NN	magnetism
.	SENT	.
What	WP	what
electric	JJ	electric
fields	NNS	field
are	VBP	be
are	VBP	be
a	DT	a
field	NN	field
of	IN	of
forces	NNS	force
.	SENT	.
And	CC	and
these	DT	these
forces	NNS	force
act	VBP	act
on	RP	on
,	,	,
attract	VB	attract
,	,	,
bodies	NNS	body
that	WDT	that
have	VBP	have
an	DT	an
electrical	JJ	electrical
charge	NN	charge
.	SENT	.
The	DT	the
best	JJS	good
way	NN	way
to	TO	to
visualize	VB	visualize
an	DT	an
electric	JJ	electric
field	NN	field
is	VBZ	be
to	TO	to
think	VB	think
of	IN	of
gravity	NN	gravity
.	SENT	.
Gravity	NN	gravity
is	VBZ	be
also	RB	also
a	DT	a
field	NN	field
of	IN	of
forces	NNS	force
that	WDT	that
act	VBP	act
on	IN	on
masses	NNS	mass
.	SENT	.
We	PP	we
can	MD	can
all	RB	all
picture	VB	picture
astronauts	NNS	astronaut
in	IN	in
space	NN	space
.	SENT	.
They	PP	they
float	VBP	float
freely	RB	freely
in	IN	in
three	CD	three
dimensions	NNS	dimension
without	IN	without
any	DT	any
forces	NNS	force
acting	VBG	act
on	IN	on
them	PP	them
.	SENT	.
But	CC	but
as	IN	as
that	DT	that
space	NN	space
shuttle	NN	shuttle
returns	NNS	return
to	TO	to
Earth	NP	Earth
,	,	,
and	CC	and
as	IN	as
the	DT	the
astronauts	NNS	astronaut
enter	VBP	enter
the	DT	the
Earth	NN	earth
'	POS	'
s	JJ	<unknown>
gravitational	JJ	gravitational
field	NN	field
,	,	,
they	PP	they
begin	VBP	begin
to	TO	to
see	VB	see
the	DT	the
effects	NNS	effect
of	IN	of
gravity	NN	gravity
.	SENT	.
They	PP	they
begin	VBP	begin
to	TO	to
be	VB	be
attracted	VBN	attract
towards	IN	towards
Earth	NP	Earth
.	SENT	.
And	CC	and
as	IN	as
they	PP	they
land	VBP	land
,	,	,
they	PP	they
'	POS	'
re	NN	re
fully	RB	fully
aligned	VBN	align
in	IN	in
the	DT	the
gravitational	JJ	gravitational
field	NN	field
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
,	,	,
of	IN	of
course	NN	course
,	,	,
all	RB	all
stuck	VBN	stick
in	IN	in
the	DT	the
Earth	NN	earth
'	POS	'
s	JJ	<unknown>
gravitational	JJ	gravitational
field	NN	field
right	RB	right
now	RB	now
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
you	PP	you
'	POS	'
re	NN	re
all	RB	all
in	IN	in
your	PP$	your
chairs	NNS	chair
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
have	VBP	have
to	TO	to
use	VB	use
our	PP$	our
muscle	NN	muscle
energy	NN	energy
to	TO	to
stand	VB	stand
up	RP	up
,	,	,
to	TO	to
walk	VB	walk
around	RP	around
and	CC	and
to	TO	to
lift	VB	lift
things	NNS	thing
.	SENT	.
In	IN	in
cancer	NN	cancer
,	,	,
cells	NNS	cell
rapidly	RB	rapidly
divide	VBP	divide
and	CC	and
lead	VBP	lead
to	TO	to
uncontrolled	JJ	uncontrolled
tumor	NN	tumor
growth	NN	growth
.	SENT	.
We	PP	we
can	MD	can
think	VB	think
of	IN	of
a	DT	a
cell	NN	cell
from	IN	from
an	DT	an
electrical	JJ	electrical
perspective	NN	perspective
as	IN	as
if	IN	if
it	PP	it
'	POS	'
s	NN	S
a	DT	a
mini	JJ	mini
space	NN	space
station	NN	station
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
space	NN	space
station	NN	station
we	PP	we
have	VBP	have
the	DT	the
genetic	JJ	genetic
material	NN	material
,	,	,
the	DT	the
chromosomes	NNS	chromosome
,	,	,
within	IN	within
a	DT	a
nucleus	NN	nucleus
.	SENT	.
And	CC	and
out	RB	out
in	IN	in
the	DT	the
cytoplasmic	JJ	cytoplasmic
soup	NN	soup
we	PP	we
have	VBP	have
special	JJ	special
proteins	NNS	protein
that	WDT	that
are	VBP	be
required	VBN	require
for	IN	for
cell	NN	cell
division	NN	division
that	WDT	that
float	VBP	float
freely	RB	freely
in	IN	in
this	DT	this
soup	NN	soup
in	IN	in
three	CD	three
dimensions	NNS	dimension
.	SENT	.
Importantly	RB	importantly
,	,	,
those	DT	those
special	JJ	special
proteins	NNS	protein
are	VBP	be
among	IN	among
the	DT	the
most	RBS	most
highly	RB	highly
charged	VBN	charge
objects	NNS	object
in	IN	in
our	PP$	our
body	NN	body
.	SENT	.
As	IN	as
cell	NN	cell
division	NN	division
begins	VBZ	begin
the	DT	the
nucleus	NN	nucleus
disintegrates	VBZ	disintegrate
,	,	,
the	DT	the
chromosomes	NNS	chromosome
line	NN	line
up	RP	up
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
cell	NN	cell
and	CC	and
those	DT	those
special	JJ	special
proteins	NNS	protein
undergo	VBP	undergo
a	DT	a
three-	NN	three-
dimensional	JJ	dimensional
sequence	NN	sequence
whereby	WRB	whereby
they	PP	they
attach	VBP	attach
and	CC	and
they	PP	they
literally	RB	literally
click	VBP	click
into	IN	into
place	NN	place
end-on-end	NN	<unknown>
to	TO	to
form	VB	form
chains	NNS	chain
.	SENT	.
These	DT	these
chains	NNS	chain
then	RB	then
progress	VB	progress
and	CC	and
attach	VB	attach
to	TO	to
the	DT	the
genetic	JJ	genetic
material	NN	material
and	CC	and
pull	VB	pull
the	DT	the
genetic	JJ	genetic
material	NN	material
from	IN	from
one	CD	one
cell	NN	cell
into	IN	into
two	CD	two
cells	NNS	cell
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
exactly	RB	exactly
how	WRB	how
one	CD	one
cancer	NN	cancer
cell	NN	cell
becomes	VBZ	become
two	CD	two
cancer	NN	cancer
cells	NNS	cell
,	,	,
two	CD	two
cancer	NN	cancer
cells	NNS	cell
become	VBP	become
four	CD	four
cancer	NN	cancer
cells	NNS	cell
,	,	,
and	CC	and
we	PP	we
have	VBP	have
ultimately	RB	ultimately
uncontrolled	JJ	uncontrolled
tumor	NN	tumor
growth	NN	growth
.	SENT	.
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
use	VBP	use
externally	RB	externally
placed	VBN	place
transducers	NNS	transducer
attached	VBN	attach
to	TO	to
a	DT	a
field	NN	field
generator	NN	generator
to	TO	to
create	VB	create
an	DT	an
artificial	JJ	artificial
electric	JJ	electric
field	NN	field
on	IN	on
that	DT	that
space	NN	space
station	NN	station
.	SENT	.
And	CC	and
when	WRB	when
that	DT	that
cellular	JJ	cellular
space	NN	space
station	NN	station
is	VBZ	be
within	IN	within
the	DT	the
electric	JJ	electric
field	NN	field
,	,	,
it	PP	it
acts	VBZ	act
on	IN	on
those	DT	those
highly	RB	highly
charged	VBN	charge
proteins	NNS	protein
and	CC	and
aligns	VBZ	align
them	PP	them
.	SENT	.
And	CC	and
it	PP	it
prevents	VBZ	prevent
them	PP	them
from	IN	from
forming	VBG	form
those	DT	those
chains	NNS	chain
,	,	,
those	DT	those
mitotic	JJ	mitotic
spindles	NNS	spindle
,	,	,
that	WDT	that
are	VBP	be
necessary	JJ	necessary
to	TO	to
pull	VB	pull
the	DT	the
genetic	JJ	genetic
material	NN	material
into	IN	into
the	DT	the
daughter	NN	daughter
cells	NNS	cell
.	SENT	.
What	WP	what
we	PP	we
see	VBP	see
is	VBZ	be
that	IN	that
the	DT	the
cells	NNS	cell
will	MD	will
attempt	VB	attempt
to	TO	to
divide	VB	divide
for	IN	for
several	JJ	several
hours	NNS	hour
.	SENT	.
And	CC	and
they	PP	they
will	MD	will
either	RB	either
enter	VB	enter
into	IN	into
this	DT	this
so-called	JJ	so-called
cellular	JJ	cellular
suicide	NN	suicide
,	,	,
programmed	JJ	programmed
cell	NN	cell
death	NN	death
,	,	,
or	CC	or
they	PP	they
will	MD	will
form	VB	form
unhealthy	JJ	unhealthy
daughter	NN	daughter
cells	NNS	cell
and	CC	and
enter	VB	enter
into	IN	into
apoptosis	NN	apoptosis
once	IN	once
they	PP	they
have	VBP	have
divided	VBN	divide
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
observe	VB	observe
this	DT	this
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
next	RB	next
are	VBP	be
two	CD	two
in	IN	in
vitro	NN	<unknown>
experiments	NNS	experiment
.	SENT	.
This	DT	this
is	VBZ	be
cultures	NNS	culture
,	,	,
identical	JJ	identical
cultures	NNS	culture
,	,	,
of	IN	of
cervical	JJ	cervical
cancer	NN	cancer
cells	NNS	cell
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
stained	VBD	stain
these	DT	these
cultures	NNS	culture
with	IN	with
a	DT	a
green	JJ	green
florescent	JJ	<unknown>
dye	NN	dye
so	RB	so
that	IN	that
we	PP	we
can	MD	can
look	VB	look
at	IN	at
these	DT	these
proteins	NNS	protein
that	WDT	that
form	VBP	form
these	DT	these
chains	NNS	chain
.	SENT	.
The	DT	the
first	JJ	first
clip	NN	clip
shows	VBZ	show
a	DT	a
normal	JJ	normal
cell	NN	cell
division	NN	division
without	IN	without
the	DT	the
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
.	SENT	.
What	WP	what
we	PP	we
see	VBP	see
are	VBP	be
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
a	DT	a
very	RB	very
active	JJ	active
culture	NN	culture
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
divisions	NNS	division
,	,	,
and	CC	and
then	RB	then
very	RB	very
clear	JJ	clear
nuclei	NNS	nucleus
once	IN	once
the	DT	the
cells	NNS	cell
have	VBP	have
separated	VBN	separate
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
see	VB	see
them	PP	them
dividing	VBG	divide
throughout	IN	throughout
.	SENT	.
When	WRB	when
we	PP	we
apply	VBP	apply
the	DT	the
fields	NNS	field
â	NP	<unknown>
again	RB	again
,	,	,
in	IN	in
the	DT	the
identical	JJ	identical
time-scale	NN	time-scale
to	TO	to
the	DT	the
identical	JJ	identical
culture	NN	culture
â	NP	<unknown>
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
see	VB	see
something	NN	something
different	JJ	different
.	SENT	.
The	DT	the
cells	NNS	cell
round	VBP	round
up	RP	up
for	IN	for
division	NN	division
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
very	RB	very
static	JJ	static
in	IN	in
that	DT	that
position	NN	position
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
two	CD	two
cells	NNS	cell
in	IN	in
the	DT	the
upper	JJ	upper
part	NN	part
of	IN	of
the	DT	the
screen	NN	screen
attempting	VBG	attempt
to	TO	to
divide	VB	divide
.	SENT	.
The	DT	the
one	CD	one
within	IN	within
the	DT	the
circle	NN	circle
manages	VBZ	manage
.	SENT	.
But	CC	but
see	VB	see
how	WRB	how
much	JJ	much
of	IN	of
the	DT	the
protein	NN	protein
is	VBZ	be
still	RB	still
throughout	IN	throughout
the	DT	the
nucleus	NN	nucleus
,	,	,
even	RB	even
in	IN	in
the	DT	the
dividing	VBG	divide
cell	NN	cell
.	SENT	.
The	DT	the
one	CD	one
up	RB	up
there	EX	there
can	MD	can
'	POS	'
t	NN	t
divide	NN	divide
at	IN	at
all	DT	all
.	SENT	.
And	CC	and
then	RB	then
this	DT	this
bubbling	VBG	bubble
,	,	,
this	DT	this
membrane	NN	membrane
bubbling	VBG	bubble
,	,	,
is	VBZ	be
the	DT	the
hallmark	NN	hallmark
of	IN	of
apoptosis	NN	apoptosis
in	IN	in
this	DT	this
cell	NN	cell
.	SENT	.
Formation	NN	formation
of	IN	of
healthy	JJ	healthy
mitotic	JJ	mitotic
spindles	NNS	spindle
is	VBZ	be
necessary	JJ	necessary
for	IN	for
division	NN	division
in	IN	in
all	DT	all
cell	NN	cell
types	NNS	type
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
applied	VBD	apply
Tumor	NN	tumor
Treating	VBG	treat
Fields	NP	Fields
to	TO	to
over	RB	over
20	CD	@card@
different	JJ	different
cancers	NNS	cancer
in	IN	in
the	DT	the
lab	NN	lab
,	,	,
and	CC	and
we	PP	we
see	VBP	see
this	DT	this
effect	NN	effect
in	IN	in
all	DT	all
of	IN	of
them	PP	them
.	SENT	.
Now	RB	now
importantly	RB	importantly
,	,	,
these	DT	these
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
have	VBP	have
no	DT	no
effect	NN	effect
on	IN	on
normal	JJ	normal
undividing	JJ	<unknown>
cells	NNS	cell
.	SENT	.
10	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
Dr	NP	Dr
.	SENT	.
Palti	NP	<unknown>
founded	VBD	found
a	DT	a
company	NN	company
called	VBN	call
Novocure	NP	<unknown>
to	TO	to
develop	VB	develop
his	PP$	his
discovery	NN	discovery
into	IN	into
a	DT	a
practical	JJ	practical
therapy	NN	therapy
for	IN	for
patients	NNS	patient
.	SENT	.
In	IN	in
that	DT	that
time	NN	time
,	,	,
Novocure	NP	<unknown>
'	POS	'
s	NN	S
developed	VBD	develop
two	CD	two
systems	NNS	system
â	NP	<unknown>
one	CD	one
system	NN	system
for	IN	for
cancers	NNS	cancer
in	IN	in
the	DT	the
head	NN	head
and	CC	and
another	DT	another
system	NN	system
for	IN	for
cancers	NNS	cancer
in	IN	in
the	DT	the
trunk	NN	trunk
of	IN	of
the	DT	the
body	NN	body
.	SENT	.
The	DT	the
first	JJ	first
cancer	NN	cancer
that	IN	that
we	PP	we
have	VBP	have
focused	VBN	focus
on	RP	on
is	VBZ	be
the	DT	the
deadly	JJ	deadly
brain	NN	brain
cancer	NN	cancer
,	,	,
GBM	NP	GBM
.	SENT	.
GBM	NP	GBM
affects	VBZ	affect
about	RB	about
10	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
each	DT	each
year	NN	year
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
death	NN	death
sentence	NN	sentence
.	SENT	.
The	DT	the
expected	VBN	expect
five	CD	five
year	NN	year
survival	NN	survival
is	VBZ	be
less	JJR	less
than	IN	than
five	CD	five
percent	NN	percent
.	SENT	.
And	CC	and
the	DT	the
typical	JJ	typical
patient	NN	patient
with	IN	with
optimal	JJ	optimal
therapy	NN	therapy
survives	VBZ	survive
just	RB	just
a	DT	a
little	JJ	little
over	IN	over
a	DT	a
year	NN	year
,	,	,
and	CC	and
only	RB	only
about	RB	about
seven	CD	seven
months	NNS	month
from	IN	from
the	DT	the
time	NN	time
that	IN	that
the	DT	the
cancer	NN	cancer
is	VBZ	be
first	RB	first
treated	VBN	treat
and	CC	and
then	RB	then
comes	VBZ	come
back	RB	back
and	CC	and
starts	VBZ	start
growing	VBG	grow
again	RB	again
.	SENT	.
Novocure	NP	<unknown>
conducted	VBD	conduct
its	PP$	its
first	JJ	first
phase	NN	phase
three	CD	three
randomized	VBN	randomize
trial	NN	trial
in	IN	in
patients	NNS	patient
with	IN	with
recurrent	JJ	recurrent
GBM	NP	GBM
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
patients	NNS	patient
who	WP	who
had	VBD	have
received	VBN	receive
surgery	NN	surgery
,	,	,
high	JJ	high
dose	NN	dose
radiation	NN	radiation
to	TO	to
the	DT	the
head	NN	head
and	CC	and
first-line	NN	first-line
chemotherapy	NN	chemotherapy
,	,	,
and	CC	and
that	WDT	that
had	VBD	have
failed	VBN	fail
and	CC	and
their	PP$	their
tumors	NNS	tumor
had	VBD	have
grown	VBN	grow
back	RB	back
.	SENT	.
We	PP	we
divided	VBD	divide
the	DT	the
patients	NNS	patient
into	IN	into
two	CD	two
groups	NNS	group
.	SENT	.
The	DT	the
first	JJ	first
group	NN	group
received	VBD	receive
second-line	NN	second-line
chemotherapy	NN	chemotherapy
,	,	,
which	WDT	which
is	VBZ	be
expected	VBN	expect
to	TO	to
double	VB	double
the	DT	the
life	NN	life
expectancy	NN	expectancy
,	,	,
versus	CC	versus
no	DT	no
treatment	NN	treatment
at	IN	at
all	DT	all
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
second	JJ	second
group	NN	group
received	VBD	receive
only	RB	only
Tumor	NN	tumor
Treating	VBG	treat
Field	NP	Field
therapy	NN	therapy
.	SENT	.
What	WP	what
we	PP	we
saw	VBD	see
in	IN	in
that	DT	that
trial	NN	trial
is	VBZ	be
that	IN	that
that	WDT	that
the	DT	the
life	NN	life
expectancies	NNS	expectancy
of	IN	of
both	DT	both
groups	NNS	group
â	NP	<unknown>
so	IN	so
the	DT	the
chemotherapy	NN	chemotherapy
treated	VBD	treat
group	NN	group
and	CC	and
the	DT	the
Tumor	NN	tumor
Treating	VBG	treat
Field	NP	Field
group	NN	group
â	NP	<unknown>
was	VBD	be
the	DT	the
same	JJ	same
.	SENT	.
But	CC	but
importantly	RB	importantly
,	,	,
the	DT	the
Tumor	NN	tumor
Treating	VBG	treat
Field	NP	Field
group	NN	group
suffered	VBD	suffer
none	NN	none
of	IN	of
the	DT	the
side	NN	side
effects	NNS	effect
typical	JJ	typical
of	IN	of
chemotherapy	NN	chemotherapy
patients	NNS	patient
.	SENT	.
They	PP	they
had	VBD	have
no	DT	no
pain	NN	pain
,	,	,
suffered	VBD	suffer
none	NN	none
of	IN	of
the	DT	the
infections	NNS	infection
.	SENT	.
They	PP	they
had	VBD	have
no	DT	no
nausea	NN	nausea
,	,	,
diarrhea	NN	diarrhea
,	,	,
constipation	NN	constipation
,	,	,
fatigue	NN	fatigue
that	WDT	that
would	MD	would
be	VB	be
expected	VBN	expect
.	SENT	.
Based	VBN	base
on	IN	on
this	DT	this
trial	NN	trial
,	,	,
in	IN	in
April	NP	April
of	IN	of
this	DT	this
year	NN	year
,	,	,
the	DT	the
FDA	NP	FDA
approved	VBD	approve
Tumor	NN	tumor
Treating	VBG	treat
Fields	NPS	Fields
for	IN	for
the	DT	the
treatment	NN	treatment
of	IN	of
patients	NNS	patient
with	IN	with
recurrent	JJ	recurrent
GBM	NP	GBM
.	SENT	.
Importantly	RB	importantly
,	,	,
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
time	NN	time
ever	RB	ever
that	IN	that
the	DT	the
FDA	NP	FDA
included	VBD	include
in	IN	in
their	PP$	their
approval	NN	approval
of	IN	of
an	DT	an
oncology	NN	oncology
treatment	NN	treatment
a	DT	a
quality	NN	quality
of	IN	of
life	NN	life
claim	NN	claim
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
now	RB	now
one	CD	one
of	IN	of
the	DT	the
patients	NNS	patient
from	IN	from
this	DT	this
trial	NN	trial
.	SENT	.
Robert	NP	Robert
Dill-	NP	<unknown>
Bundi	NP	Bundi
is	VBZ	be
a	DT	a
famous	JJ	famous
Swiss	JJ	Swiss
cycling	NN	cycling
champion	NN	champion
.	SENT	.
He	PP	he
won	VBD	win
the	DT	the
gold	JJ	gold
medal	NN	medal
in	IN	in
Moscow	NP	Moscow
in	IN	in
the	DT	the
4	CD	@card@
,	,	,
000	CD	@card@
meter	NN	meter
pursuit	NN	pursuit
.	SENT	.
And	CC	and
five	CD	five
years	NNS	year
ago	RB	ago
,	,	,
Robert	NP	Robert
was	VBD	be
diagnosed	VBN	diagnose
with	IN	with
GBM	NP	GBM
.	SENT	.
He	PP	he
received	VBD	receive
the	DT	the
standard	JJ	standard
treatments	NNS	treatment
.	SENT	.
He	PP	he
received	VBD	receive
surgery	NN	surgery
.	SENT	.
He	PP	he
received	VBD	receive
high	JJ	high
dose	NN	dose
radiation	NN	radiation
to	TO	to
the	DT	the
head	NN	head
.	SENT	.
And	CC	and
he	PP	he
received	VBD	receive
first-line	NN	first-line
chemotherapy	NN	chemotherapy
.	SENT	.
A	DT	a
year	NN	year
after	IN	after
this	DT	this
treatment	NN	treatment
â	NP	<unknown>
in	IN	in
fact	NN	fact
,	,	,
this	DT	this
is	VBZ	be
his	PP$	his
baseline	JJ	baseline
MRI	NP	MRI
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
the	DT	the
black	JJ	black
regions	NNS	region
in	IN	in
the	DT	the
upper	JJ	upper
right	NN	right
quadrant	NN	quadrant
are	VBP	be
the	DT	the
areas	NNS	area
where	WRB	where
he	PP	he
had	VBD	have
surgery	NN	surgery
.	SENT	.
And	CC	and
a	DT	a
year	NN	year
after	IN	after
that	DT	that
treatment	NN	treatment
,	,	,
his	PP$	his
tumor	NN	tumor
grew	VBD	grow
back	RB	back
with	IN	with
a	DT	a
vengeance	NN	vengeance
.	SENT	.
That	DT	that
cloudy	JJ	cloudy
white	JJ	white
mass	NN	mass
that	IN	that
you	PP	you
see	VBP	see
is	VBZ	be
the	DT	the
recurrence	NN	recurrence
of	IN	of
the	DT	the
tumor	NN	tumor
.	SENT	.
At	IN	at
this	DT	this
point	NN	point
,	,	,
he	PP	he
was	VBD	be
told	VBN	tell
by	IN	by
his	PP$	his
doctors	NNS	doctor
that	IN	that
he	PP	he
had	VBD	have
about	RB	about
3	CD	@card@
months	NNS	month
to	TO	to
live	VB	live
.	SENT	.
He	PP	he
entered	VBD	enter
our	PP$	our
trial	NN	trial
.	SENT	.
And	CC	and
here	RB	here
we	PP	we
can	MD	can
see	VB	see
him	PP	him
getting	VBG	get
the	DT	the
therapy	NN	therapy
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
these	DT	these
electrodes	NNS	electrode
are	VBP	be
noninvasive	JJ	noninvasive
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
attached	VBD	attach
to	TO	to
the	DT	the
skin	NN	skin
in	IN	in
the	DT	the
area	NN	area
of	IN	of
the	DT	the
tumor	NN	tumor
.	SENT	.
Here	RB	here
you	PP	you
can	MD	can
see	VB	see
that	IN	that
a	DT	a
technician	NN	technician
is	VBZ	be
placing	VBG	place
them	PP	them
on	IN	on
there	RB	there
much	JJ	much
like	IN	like
bandages	NNS	bandage
.	SENT	.
The	DT	the
patients	NNS	patient
learn	VBP	learn
to	TO	to
do	VB	do
this	DT	this
themselves	PP	themselves
And	CC	and
then	RB	then
the	DT	the
patients	NNS	patient
can	MD	can
undergo	VB	undergo
all	PDT	all
the	DT	the
activities	NNS	activity
of	IN	of
their	PP$	their
daily	JJ	daily
life	NN	life
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
none	NN	none
of	IN	of
the	DT	the
tiredness	NN	tiredness
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
none	NN	none
of	IN	of
what	WP	what
is	VBZ	be
called	VBN	call
the	DT	the
"	``	"
chemo	NN	<unknown>
head	NN	head
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
sensation	NN	sensation
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
interfere	VB	interfere
with	IN	with
computers	NNS	computer
or	CC	or
electrical	JJ	electrical
equipment	NN	equipment
.	SENT	.
And	CC	and
the	DT	the
therapy	NN	therapy
is	VBZ	be
delivered	VBN	deliver
continuously	RB	continuously
at	IN	at
home	NN	home
,	,	,
without	IN	without
having	VBG	have
to	TO	to
go	VB	go
into	IN	into
the	DT	the
hospital	NN	hospital
either	CC	either
periodically	RB	periodically
or	CC	or
continually	RB	continually
.	SENT	.
These	DT	these
are	VBP	be
Robert	NP	Robert
'	POS	'
s	JJ	<unknown>
MRIs	NP	<unknown>
,	,	,
again	RB	again
,	,	,
under	IN	under
only	JJ	only
