There	EX	there
of	IN	of
whom	WP	whom
are	VBP	be
kinda	RB	kinda
rich	JJ	rich
and	CC	and
pretty	RB	pretty
famous	JJ	famous
,	,	,
and	CC	and
probably	RB	probably
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
worry	VB	worry
that	IN	that
much	RB	much
anymore	RB	anymore
about	RB	about
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
pee	VB	pee
in	IN	in
between	IN	between
classes	NNS	class
at	IN	at
their	PP$	their
community	NN	community
college	NN	college
,	,	,
or	CC	or
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
get	VB	get
changed	VBN	change
into	IN	into
their	PP$	their
gym	NN	gym
strip	NN	strip
at	IN	at
their	PP$	their
public	JJ	public
high	JJ	high
school	NN	school
.	SENT	.
Fame	NN	fame
and	CC	and
money	NN	money
insulates	VBZ	insulate
these	DT	these
television	NN	television
star	NN	star
trans	NNS	<unknown>
people	NNS	people
from	IN	from
most	JJS	most
of	IN	of
the	DT	the
everyday	JJ	everyday
challenges	NNS	challenge
that	IN	that
the	DT	the
rest	NN	rest
of	IN	of
us	PP	us
have	VBP	have
to	TO	to
tackle	VB	tackle
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
.	SENT	.
Public	JJ	public
bathrooms	NNS	bathroom
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
a	DT	a
problem	NN	problem
for	IN	for
me	PP	me
since	IN	since
as	RB	as
far	RB	far
back	RB	back
as	IN	as
I	PP	I
can	MD	can
remember	VB	remember
,	,	,
first	RB	first
when	WRB	when
I	PP	I
was	VBD	be
just	RB	just
a	DT	a
little	JJ	little
baby	NN	baby
tomboy	NN	tomboy
and	CC	and
then	RB	then
later	RBR	later
as	IN	as
a	DT	a
masculine-appearing	NN	masculine-appearing
,	,	,
predominantly	RB	predominantly
estrogen-based	JJ	<unknown>
organism	NN	organism
.	SENT	.
Now	RB	now
,	,	,
today	NN	today
as	IN	as
a	DT	a
trans	NNS	<unknown>
person	NN	person
,	,	,
public	JJ	public
bathrooms	NNS	bathroom
and	CC	and
change	NN	change
rooms	NNS	room
are	VBP	be
where	WRB	where
I	PP	I
am	VBP	be
most	RBS	most
likely	JJ	likely
to	TO	to
be	VB	be
questioned	VBN	question
or	CC	or
harassed	VBN	harass
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
often	RB	often
been	VBN	be
verbally	RB	verbally
attacked	VBN	attack
behind	IN	behind
their	PP$	their
doors	NNS	door
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
hauled	VBN	haul
out	RP	out
by	IN	by
security	NN	security
guards	NNS	guard
with	IN	with
my	PP$	my
pants	NNS	pant
still	RB	still
halfway	RB	halfway
pulled	VBN	pull
up	RP	up
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
stared	VBN	stare
at	IN	at
,	,	,
screamed	VBD	scream
at	IN	at
,	,	,
whispered	VBN	whisper
about	RB	about
,	,	,
and	CC	and
one	CD	one
time	NN	time
I	PP	I
got	VBD	get
smacked	VBN	smack
in	IN	in
the	DT	the
face	NN	face
by	IN	by
a	DT	a
little	JJ	little
old	JJ	old
lady	NN	lady
'	POS	'
s	JJ	<unknown>
purse	NN	purse
that	IN	that
from	IN	from
the	DT	the
looks	NNS	look
of	IN	of
the	DT	the
shiner	NN	shiner
I	PP	I
took	VBD	take
home	RB	home
that	DT	that
day	NN	day
I	PP	I
am	VBP	be
pretty	RB	pretty
certain	JJ	certain
contained	VBN	contain
at	IN	at
least	JJS	least
70	CD	@card@
dollars	NNS	dollar
of	IN	of
rolled	VBN	roll
up	RP	up
small	JJ	small
change	NN	change
and	CC	and
a	DT	a
large	JJ	large
hard	JJ	hard
candy	NN	candy
collection	NN	collection
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
what	WP	what
some	DT	some
of	IN	of
you	PP	you
are	VBP	be
thinking	VBG	think
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
mostly	RB	mostly
right	RB	right
.	SENT	.
I	PP	I
can	MD	can
and	CC	and
do	VBP	do
just	RB	just
use	VB	use
the	DT	the
men	NNS	man
'	POS	'
s	NN	S
room	NN	room
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
these	DT	these
days	NNS	day
.	SENT	.
But	CC	but
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
solve	VB	solve
my	PP$	my
change	NN	change
room	NN	room
dilemmas	NNS	dilemma
,	,	,
does	VBZ	do
it	PP	it
?	SENT	?
And	CC	and
I	PP	I
shouldn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
use	VB	use
the	DT	the
men	NNS	man
'	POS	'
s	NN	S
room	NN	room
because	IN	because
I	PP	I
'	POS	'
m	NN	m
not	RB	not
a	DT	a
man	NN	man
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
trans	NNS	<unknown>
person	NN	person
.	SENT	.
And	CC	and
now	RB	now
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
these	DT	these
fearmongering	NN	fearmongering
politicians	NNS	politician
that	WDT	that
keep	VBP	keep
trying	VBG	try
to	TO	to
pass	VB	pass
these	DT	these
bathroom	NN	bathroom
bills	NNS	bill
.	SENT	.
Have	VBP	have
you	PP	you
heard	VBN	hear
about	IN	about
these	DT	these
?	SENT	?
They	PP	they
try	VBP	try
to	TO	to
legislate	VB	legislate
to	TO	to
try	VB	try
and	CC	and
force	VB	force
people	NNS	people
like	IN	like
myself	PP	myself
to	TO	to
use	VB	use
the	DT	the
bathroom	NN	bathroom
that	IN	that
they	PP	they
deem	VBP	deem
most	RBS	most
appropriate	JJ	appropriate
according	VBG	accord
to	TO	to
the	DT	the
gender	NN	gender
I	PP	I
was	VBD	be
assigned	VBN	assign
at	IN	at
birth	NN	birth
.	SENT	.
And	CC	and
if	IN	if
these	DT	these
politicians	NNS	politician
ever	RB	ever
get	VBP	get
their	PP$	their
way	NN	way
,	,	,
in	IN	in
Arizona	NP	Arizona
or	CC	or
California	NP	California
or	CC	or
Florida	NP	Florida
or	CC	or
just	RB	just
last	JJ	last
week	NN	week
in	IN	in
Houston	NP	Houston
,	,	,
Texas	NP	Texas
,	,	,
or	CC	or
Ottawa	NP	Ottawa
,	,	,
well	RB	well
then	RB	then
,	,	,
using	VBG	use
the	DT	the
men	NNS	man
'	POS	'
s	NN	S
room	NN	room
will	MD	will
not	RB	not
be	VB	be
a	DT	a
legal	JJ	legal
option	NN	option
for	IN	for
me	PP	me
either	RB	either
.	SENT	.
And	CC	and
every	DT	every
time	NN	time
one	CD	one
of	IN	of
these	DT	these
politicians	NNS	politician
brings	VBZ	bring
one	CD	one
of	IN	of
these	DT	these
bills	NNS	bill
to	TO	to
the	DT	the
table	NN	table
,	,	,
I	PP	I
can	MD	can
'	''	'
t	NN	t
help	NN	help
but	CC	but
wonder	NN	wonder
,	,	,
you	PP	you
know	VBP	know
,	,	,
just	RB	just
who	WP	who
will	MD	will
and	CC	and
exactly	RB	exactly
how	WRB	how
would	MD	would
we	PP	we
go	VB	go
about	IN	about
enforcing	VBG	enforce
laws	NNS	law
like	IN	like
these	DT	these
.	SENT	.
Right	RB	right
?	SENT	?
Panty	JJ	Panty
checks	NNS	check
?	SENT	?
Really	RB	really
.	SENT	.
Genital	JJ	genital
inspections	NNS	inspection
outside	JJ	outside
of	IN	of
bath	NN	bath
change	NN	change
rooms	NNS	room
at	IN	at
public	JJ	public
pools	NNS	pool
?	SENT	?
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
legal	JJ	legal
or	CC	or
ethical	JJ	ethical
or	CC	or
plausible	JJ	plausible
way	NN	way
to	TO	to
enforce	VB	enforce
laws	NNS	law
like	IN	like
these	DT	these
anyway	RB	anyway
.	SENT	.
They	PP	they
exist	VBP	exist
only	RB	only
to	TO	to
foster	VB	foster
fear	NN	fear
and	CC	and
promote	VB	promote
transphobia	NN	transphobia
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
make	VB	make
anyone	NN	anyone
safer	JJR	safe
.	SENT	.
But	CC	but
they	PP	they
do	VBP	do
for	IN	for
sure	RB	sure
make	VB	make
the	DT	the
world	NN	world
more	RBR	more
dangerous	JJ	dangerous
for	IN	for
some	DT	some
of	IN	of
us	PP	us
.	SENT	.
And	CC	and
meanwhile	RB	meanwhile
,	,	,
our	PP$	our
trans	NNS	<unknown>
children	NNS	child
suffer	VBP	suffer
.	SENT	.
They	PP	they
drop	VBP	drop
out	RP	out
of	IN	of
school	NN	school
,	,	,
or	CC	or
they	PP	they
opt	VBP	opt
out	RP	out
of	IN	of
life	NN	life
altogether	RB	altogether
.	SENT	.
Trans	NP	Trans
people	NNS	people
,	,	,
especially	RB	especially
trans	NNS	<unknown>
and	CC	and
gender-nonconforming	NN	<unknown>
youth	NN	youth
face	VBP	face
additional	JJ	additional
challenges	NNS	challenge
when	WRB	when
accessing	VBG	access
pools	NNS	pool
and	CC	and
gyms	NNS	gym
,	,	,
but	CC	but
also	RB	also
universities	NNS	university
,	,	,
hospitals	NNS	hospital
,	,	,
libraries	NNS	library
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
even	RB	even
get	VBP	get
me	PP	me
started	VBD	start
on	IN	on
how	WRB	how
they	PP	they
treat	VBP	treat
us	PP	us
in	IN	in
airports	NNS	airport
.	SENT	.
If	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
move	NN	move
now	RB	now
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
these	DT	these
places	NNS	place
are	VBP	be
truly	RB	truly
open	JJ	open
and	CC	and
accessible	JJ	accessible
to	TO	to
everyone	NN	everyone
,	,	,
then	RB	then
we	PP	we
just	RB	just
need	VBP	need
to	TO	to
get	VB	get
honest	JJ	honest
and	CC	and
quit	VB	quit
calling	VBG	call
them	PP	them
public	JJ	public
places	NNS	place
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
just	RB	just
admit	VB	admit
that	IN	that
they	PP	they
are	VBP	be
really	RB	really
only	RB	only
open	JJ	open
for	IN	for
people	NNS	people
who	WP	who
fit	VBP	fit
neatly	RB	neatly
into	IN	into
one	CD	one
of	IN	of
two	CD	two
gender	NN	gender
boxes	NNS	box
,	,	,
which	WDT	which
I	PP	I
do	VBP	do
not	RB	not
.	SENT	.
I	PP	I
never	RB	never
have	VBP	have
.	SENT	.
And	CC	and
this	DT	this
starts	VBZ	start
very	RB	very
early	JJ	early
.	SENT	.
I	PP	I
know	VBP	know
a	DT	a
little	JJ	little
girl	NN	girl
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
the	DT	the
daughter	NN	daughter
of	IN	of
a	DT	a
friend	NN	friend
of	IN	of
mine	NN	mine
.	SENT	.
She	NN	she
'	POS	'
s	NNS	<unknown>
a	DT	a
self-	NN	<unknown>
identified	VBD	identify
tomboy	NN	tomboy
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
cowboy	NN	cowboy
boots	NNS	boot
and	CC	and
Caterpillar	NP	Caterpillar
yellow	JJ	yellow
toy	NN	toy
trucks	NNS	truck
and	CC	and
bug	NN	bug
jars	NNS	jar
,	,	,
the	DT	the
whole	JJ	whole
nine	CD	nine
yards	NNS	yard
.	SENT	.
One	CD	one
time	NN	time
I	PP	I
asked	VBD	ask
her	PP$	her
what	WP	what
her	PP$	her
favorite	JJ	favorite
color	NN	color
was	VBD	be
.	SENT	.
She	PP	she
told	VBD	tell
me	PP	me
,	,	,
"	''	"
Camouflage	NN	camouflage
.	SENT	.
"	``	"
So	RB	so
that	IN	that
awesome	JJ	awesome
little	JJ	little
kid	NN	kid
,	,	,
she	PP	she
came	VBD	come
home	NN	home
from	IN	from
school	NN	school
last	JJ	last
October	NP	October
from	IN	from
her	PP$	her
half	JJ	half
day	NN	day
of	IN	of
preschool	JJ	preschool
with	IN	with
soggy	JJ	soggy
pants	NNS	pant
on	IN	on
because	IN	because
the	DT	the
other	JJ	other
kids	NNS	kid
at	IN	at
school	NN	school
were	VBD	be
harassing	VBG	harass
her	PP	her
when	WRB	when
she	PP	she
tried	VBD	try
to	TO	to
use	VB	use
the	DT	the
girls	NNS	girl
'	POS	'
bathroom	NN	bathroom
.	SENT	.
And	CC	and
the	DT	the
teacher	NN	teacher
had	VBD	have
already	RB	already
instructed	VBN	instruct
her	PP	her
to	TO	to
stay	VB	stay
out	RP	out
of	IN	of
the	DT	the
boys	NNS	boy
'	POS	'
bathroom	NN	bathroom
.	SENT	.
And	CC	and
she	PP	she
had	VBD	have
drank	VBD	drink
two	CD	two
glasses	NNS	glass
of	IN	of
that	DT	that
red	JJ	red
juice	NN	juice
at	IN	at
the	DT	the
Halloween	NP	Halloween
party	NN	party
,	,	,
and	CC	and
I	PP	I
mean	VBP	mean
,	,	,
who	WP	who
can	MD	can
resist	VB	resist
that	DT	that
red	JJ	red
juice	NN	juice
,	,	,
right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
so	RB	so
good	JJ	good
.	SENT	.
And	CC	and
she	PP	she
couldn	NN	<unknown>
'	POS	'
t	NN	t
hold	VBP	hold
her	PP	her
pee	VB	pee
any	DT	any
longer	RBR	longer
.	SENT	.
Her	PP	her
and	CC	and
her	PP$	her
classmates	NNS	classmate
were	VBD	be
four	CD	four
years	NNS	year
old	JJ	old
.	SENT	.
They	PP	they
already	RB	already
felt	VBD	feel
empowered	VBN	empower
enough	RB	enough
to	TO	to
police	VB	police
her	PP$	her
use	NN	use
of	IN	of
the	DT	the
so-called	JJ	so-called
public	JJ	public
bathrooms	NNS	bathroom
.	SENT	.
She	PP	she
was	VBD	be
four	CD	four
years	NNS	year
old	JJ	old
.	SENT	.
She	PP	she
had	VBD	have
already	RB	already
been	VBN	be
taught	VBN	teach
the	DT	the
brutal	JJ	brutal
lesson	NN	lesson
that	IN	that
there	EX	there
was	VBD	be
no	DT	no
bathroom	NN	bathroom
door	NN	door
at	IN	at
preschool	JJ	preschool
with	IN	with
a	DT	a
sign	NN	sign
on	IN	on
it	PP	it
that	WDT	that
welcomed	VBD	welcome
people	NNS	people
like	IN	like
her	PP	her
.	SENT	.
She	NN	she
'	POS	'
d	NN	d
already	RB	already
learned	VBD	learn
that	IN	that
bathrooms	NNS	bathroom
were	VBD	be
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
problem	NN	problem
,	,	,
and	CC	and
that	DT	that
problem	NN	problem
started	VBD	start
with	IN	with
her	PP	her
and	CC	and
was	VBD	be
hers	PP	hers
alone	RB	alone
.	SENT	.
So	IN	so
my	PP$	my
friend	NN	friend
asked	VBD	ask
me	PP	me
to	TO	to
talk	VB	talk
to	TO	to
her	PP$	her
little	JJ	little
daughter	NN	daughter
,	,	,
and	CC	and
I	PP	I
did	VBD	do
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
tell	VB	tell
her	PP	her
that	IN	that
me	PP	me
and	CC	and
her	PP$	her
mom	NN	mom
were	VBD	be
going	VBG	go
to	TO	to
march	VB	march
on	IN	on
down	RB	down
and	CC	and
talk	VB	talk
to	TO	to
that	DT	that
school	NN	school
,	,	,
and	CC	and
the	DT	the
problem	NN	problem
was	VBD	be
going	VBG	go
to	TO	to
go	VB	go
away	RP	away
,	,	,
but	CC	but
I	PP	I
knew	VBD	know
that	IN	that
wasn	NP	<unknown>
'	POS	'
t	NN	t
true	JJ	true
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
tell	VB	tell
her	PP	her
that	IN	that
it	PP	it
was	VBD	be
all	RB	all
going	VBG	go
to	TO	to
get	VB	get
better	RBR	well
when	WRB	when
she	PP	she
got	VBD	get
older	JJR	old
,	,	,
but	CC	but
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
So	RB	so
I	PP	I
asked	VBD	ask
her	PP	her
to	TO	to
tell	VB	tell
me	PP	me
the	DT	the
story	NN	story
of	IN	of
what	WP	what
had	VBD	have
happened	VBN	happen
,	,	,
asked	VBD	ask
her	PP	her
to	TO	to
tell	VB	tell
me	PP	me
how	WRB	how
it	PP	it
made	VBD	make
her	PP$	her
feel	NN	feel
.	SENT	.
"	''	"
Mad	JJ	mad
and	CC	and
sad	JJ	sad
,	,	,
"	''	"
she	PP	she
told	VBD	tell
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
told	VBD	tell
her	PP	her
that	IN	that
she	PP	she
wasn	NNS	<unknown>
'	POS	'
t	NN	t
alone	RB	alone
and	CC	and
that	IN	that
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
right	NN	right
what	WP	what
had	VBD	have
happened	VBN	happen
to	TO	to
her	PP	her
,	,	,
and	CC	and
then	RB	then
she	PP	she
asked	VBD	ask
me	PP	me
if	IN	if
I	PP	I
had	VBD	have
ever	RB	ever
peed	VBN	pee
in	IN	in
my	PP$	my
pants	NNS	pant
before	RB	before
.	SENT	.
I	PP	I
said	VBD	say
yes	UH	yes
,	,	,
I	PP	I
had	VBD	have
,	,	,
but	CC	but
not	RB	not
for	IN	for
a	DT	a
really	RB	really
long	JJ	long
time	NN	time
.	SENT	.
Which	WDT	which
of	IN	of
course	NN	course
was	VBD	be
a	DT	a
lie	NN	lie
,	,	,
because	IN	because
you	PP	you
know	VBP	know
how	WRB	how
you	PP	you
hit	VBP	hit
,	,	,
like	VBP	like
,	,	,
42	CD	@card@
or	CC	or
43	CD	@card@
,	,	,
and	CC	and
sometimes	RB	sometimes
you	PP	you
just	RB	just
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
you	PP	you
pee	VBP	pee
a	DT	a
little	JJ	little
bit	NN	bit
when	WRB	when
you	PP	you
cough	VBP	cough
or	CC	or
sneeze	VBP	sneeze
,	,	,
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
running	VBG	run
upstairs	NN	upstairs
,	,	,
or	CC	or
you	PP	you
'	POS	'
re	NN	re
stretching	VBG	stretch
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
lie	NN	lie
.	SENT	.
It	PP	it
happens	VBZ	happen
.	SENT	.
Right	RB	right
?	SENT	?
She	PP	she
doesn	NP	<unknown>
'	POS	'
t	NN	t
need	NN	need
to	TO	to
know	VB	know
that	IN	that
,	,	,
I	PP	I
figure	VBP	figure
.	SENT	.
I	PP	I
told	VBD	tell
her	PP	her
,	,	,
when	WRB	when
you	PP	you
get	VBP	get
older	JJR	old
,	,	,
your	PP$	your
bladder	NN	bladder
is	VBZ	be
going	VBG	go
to	TO	to
grow	VB	grow
bigger	JJR	big
,	,	,
too	RB	too
.	SENT	.
When	WRB	when
you	PP	you
get	VBP	get
old	JJ	old
like	IN	like
me	PP	me
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
hold	VB	hold
your	PP$	your
pee	NN	pee
for	IN	for
way	NN	way
longer	RBR	longer
,	,	,
I	PP	I
promised	VBD	promise
her	PP	her
.	SENT	.
"	``	"
Until	IN	until
you	PP	you
can	MD	can
get	VB	get
home	NN	home
?	SENT	?
"	''	"
she	PP	she
asked	VBD	ask
me	PP	me
.	SENT	.
I	PP	I
said	VBD	say
,	,	,
"	``	"
Yes	UH	yes
,	,	,
until	IN	until
you	PP	you
can	MD	can
get	VB	get
home	NN	home
.	SENT	.
"	''	"
She	PP	she
seemed	VBD	seem
to	TO	to
take	VB	take
some	DT	some
comfort	NN	comfort
in	IN	in
that	DT	that
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
just	RB	just
build	VBP	build
some	DT	some
single	JJ	single
stall	NN	stall
,	,	,
gender-neutral	JJ	gender-neutral
bathrooms	NNS	bathroom
with	IN	with
a	DT	a
little	JJ	little
bench	NN	bench
for	IN	for
getting	VBG	get
changed	VBN	change
into	IN	into
your	PP$	your
gym	NN	gym
clothes	NNS	clothes
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
change	VB	change
the	DT	the
world	NN	world
overnight	RB	overnight
for	IN	for
our	PP$	our
children	NNS	child
,	,	,
but	CC	but
we	PP	we
can	MD	can
give	VB	give
them	PP	them
a	DT	a
safe	JJ	safe
and	CC	and
private	JJ	private
place	NN	place
to	TO	to
escape	VB	escape
that	DT	that
world	NN	world
,	,	,
if	IN	if
only	RB	only
for	IN	for
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
This	DT	this
we	PP	we
can	MD	can
do	VB	do
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
just	RB	just
do	VBP	do
it	PP	it
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
are	VBP	be
one	CD	one
of	IN	of
those	DT	those
people	NNS	people
who	WP	who
is	VBZ	be
sitting	VBG	sit
out	RP	out
there	RB	there
right	RB	right
now	RB	now
already	RB	already
coming	VBG	come
up	RP	up
with	IN	with
a	DT	a
list	NN	list
of	IN	of
reasons	NNS	reason
in	IN	in
your	PP$	your
head	NN	head
why	WRB	why
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
priority	NN	priority
,	,	,
or	CC	or
it	PP	it
'	POS	'
s	NN	S
too	RB	too
expensive	JJ	expensive
,	,	,
or	CC	or
telling	VBG	tell
yourself	PP	yourself
that	IN	that
giving	VBG	give
a	DT	a
trans	NNS	<unknown>
person	NN	person
a	DT	a
safe	JJ	safe
place	NN	place
to	TO	to
pee	VB	pee
or	CC	or
get	VB	get
changed	VBN	change
in	IN	in
supports	NNS	support
a	DT	a
lifestyle	NN	lifestyle
choice	NN	choice
that	IN	that
you	PP	you
feel	VBP	feel
offends	VBZ	offend
your	PP$	your
morality	NN	morality
,	,	,
or	CC	or
your	PP$	your
masculinity	NN	masculinity
,	,	,
or	CC	or
your	PP$	your
religious	JJ	religious
beliefs	NNS	belief
,	,	,
then	RB	then
let	VB	let
me	PP	me
just	RB	just
appeal	VBP	appeal
to	TO	to
the	DT	the
part	NN	part
of	IN	of
your	PP$	your
heart	NN	heart
that	IN	that
probably	RB	probably
,	,	,
hopefully	RB	hopefully
,	,	,
does	VBZ	do
care	NN	care
about	IN	about
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
population	NN	population
.	SENT	.
If	IN	if
you	PP	you
can	MD	can
'	''	'
t	NN	t
bring	VB	bring
yourself	PP	yourself
to	TO	to
care	VB	care
enough	RB	enough
about	IN	about
people	NNS	people
like	IN	like
me	PP	me
,	,	,
then	RB	then
what	WP	what
about	IN	about
women	NNS	woman
and	CC	and
girls	NNS	girl
with	IN	with
body	NN	body
image	NN	image
issues	NNS	issue
?	SENT	?
What	WP	what
about	IN	about
anyone	NN	anyone
with	IN	with
body	NN	body
image	NN	image
stuff	NN	stuff
going	VBG	go
on	IN	on
?	SENT	?
What	WP	what
about	IN	about
that	DT	that
boy	NN	boy
at	IN	at
school	NN	school
who	WP	who
is	VBZ	be
a	DT	a
foot	NN	foot
shorter	JJR	short
than	IN	than
his	PP$	his
classmates	NNS	classmate
,	,	,
whose	WP$	whose
voice	NN	voice
still	RB	still
hasn	NP	<unknown>
'	POS	'
t	NN	t
dropped	VBD	drop
yet	RB	yet
?	SENT	?
Hey	UH	hey
?	SENT	?
Oh	UH	oh
,	,	,
grade	NN	grade
eight	CD	eight
,	,	,
what	WP	what
a	DT	a
cruel	JJ	cruel
master	NN	master
you	PP	you
can	MD	can
be	VB	be
.	SENT	.
Right	RB	right
?	SENT	?
What	WP	what
about	IN	about
people	NNS	people
with	IN	with
anxiety	NN	anxiety
issues	NNS	issue
?	SENT	?
What	WP	what
about	IN	about
people	NNS	people
with	IN	with
disabilities	NNS	disability
or	CC	or
who	WP	who
need	VBP	need
assistance	NN	assistance
in	IN	in
there	RB	there
?	SENT	?
What	WP	what
about	IN	about
folks	NNS	folk
with	IN	with
bodies	NNS	body
who	WP	who
,	,	,
for	IN	for
whatever	WDT	whatever
reason	NN	reason
,	,	,
don	NN	don
'	POS	'
t	NN	t
fit	NN	fit
into	IN	into
the	DT	the
mainstream	JJ	mainstream
idea	NN	idea
of	IN	of
what	WP	what
a	DT	a
body	NN	body
should	MD	should
look	VB	look
like	IN	like
?	SENT	?
How	WRB	how
many	JJ	many
of	IN	of
us	PP	us
still	RB	still
feel	VBP	feel
shy	JJ	shy
or	CC	or
afraid	JJ	afraid
to	TO	to
disrobe	VB	disrobe
in	IN	in
front	NN	front
of	IN	of
our	PP$	our
peers	NNS	peer
,	,	,
and	CC	and
how	WRB	how
many	JJ	many
of	IN	of
us	PP	us
allow	VBP	allow
that	DT	that
fear	NN	fear
to	TO	to
keep	VB	keep
us	PP	us
from	IN	from
something	NN	something
as	IN	as
important	JJ	important
as	IN	as
physical	JJ	physical
exercise	NN	exercise
?	SENT	?
Would	MD	would
all	DT	all
those	DT	those
people	NNS	people
not	RB	not
benefit	VBP	benefit
from	IN	from
these	DT	these
single	JJ	single
stall	NN	stall
facilities	NNS	facility
?	SENT	?
We	PP	we
can	MD	can
'	''	'
t	NN	t
change	NN	change
transphobic	JJ	transphobic
minds	NNS	mind
overnight	JJ	overnight
,	,	,
but	CC	but
