Bryn	NP	Bryn
'	POS	'
s	NN	S
so	RB	so
difficult	JJ	difficult
for	IN	for
us	PP	us
to	TO	to
deal	VB	deal
with	IN	with
these	DT	these
complicated	JJ	complicated
crises	NNS	crisis
that	WDT	that
are	VBP	be
interrelated	VBN	interrelate
is	VBZ	be
that	IN	that
we	PP	we
are	VBP	be
at	IN	at
the	DT	the
lowest	JJS	low
levels	NNS	level
of	IN	of
trust	VBP	trust
we	PP	we
'	''	'
ve	RB	<unknown>
ever	RB	ever
been	VBN	be
at	IN	at
.	SENT	.
In	IN	in
the	DT	the
UK	NP	UK
,	,	,
three	CD	three
percent	NN	percent
of	IN	of
people	NNS	people
trust	VBP	trust
their	PP$	their
government	NN	government
to	TO	to
solve	VB	solve
the	DT	the
Brexit	NP	<unknown>
crisis	NN	crisis
,	,	,
and	CC	and
that	DT	that
was	VBD	be
in	IN	in
December	NP	December
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
probably	RB	probably
gone	VBN	go
down	RP	down
since	IN	since
then	RB	then
.	SENT	.
BF	NP	BF
:	:	:
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
new	JJ	new
leadership	NN	leadership
actually	RB	actually
looks	VBZ	look
like	IN	like
?	SENT	?
HT	NP	HT
:	:	:
We	PP	we
need	VBP	need
courageous	JJ	courageous
leaders	NNS	leader
,	,	,
yet	CC	yet
they	PP	they
have	VBP	have
to	TO	to
be	VB	be
humble	JJ	humble
.	SENT	.
And	CC	and
they	PP	they
have	VBP	have
to	TO	to
be	VB	be
guided	VBN	guide
by	IN	by
a	DT	a
moral	JJ	moral
compass	NN	compass
,	,	,
and	CC	and
the	DT	the
moral	JJ	moral
compass	NN	compass
is	VBZ	be
the	DT	the
combination	NN	combination
of	IN	of
having	VBG	have
a	DT	a
social	JJ	social
purpose	NN	purpose
โ	NN	<unknown>
you	PP	you
can	MD	can
'	''	'
t	NN	t
have	VBP	have
your	PP$	your
license	NN	license
to	TO	to
operate	VB	operate
anymore	RB	anymore
without	IN	without
a	DT	a
purpose	NN	purpose
that	WDT	that
contributes	VBZ	contribute
to	TO	to
society	NN	society
,	,	,
but	CC	but
what	WP	what
,	,	,
to	TO	to
me	PP	me
,	,	,
has	VBZ	have
been	VBN	be
missing	VBG	miss
from	IN	from
that	DT	that
dialogue	NN	dialogue
is	VBZ	be
a	DT	a
set	NN	set
of	IN	of
principles	NNS	principle
.	SENT	.
We	PP	we
cannot	MD	can
just	RB	just
define	VB	define
why	WRB	why
we	PP	we
exist	VBP	exist
,	,	,
we	PP	we
have	VBP	have
to	TO	to
define	VB	define
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
business	NN	business
and	CC	and
how	WRB	how
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
lead	VB	lead
.	SENT	.
And	CC	and
to	TO	to
us	PP	us
,	,	,
that	WDT	that
has	VBZ	have
to	TO	to
be	VB	be
to	TO	to
solve	VB	solve
these	DT	these
imminent	JJ	imminent
crises	NNS	crisis
:	:	:
the	DT	the
climate	NN	climate
crisis	NN	crisis
,	,	,
the	DT	the
crisis	NN	crisis
of	IN	of
inequality	NN	inequality
and	CC	and
the	DT	the
crisis	NN	crisis
of	IN	of
trust	NN	trust
.	SENT	.
So	RB	so
at	IN	at
The	DT	the
B	NP	B
Team	NP	Team
,	,	,
we	PP	we
embrace	VBP	embrace
sustainability	NN	sustainability
,	,	,
equality	NN	equality
and	CC	and
accountability	NN	accountability
as	IN	as
our	PP$	our
principles	NNS	principle
.	SENT	.
BF	NP	BF
:	:	:
Do	VBP	do
you	PP	you
think	VBP	think
this	DT	this
whole	JJ	whole
question	NN	question
of	IN	of
purpose	NN	purpose
is	VBZ	be
really	RB	really
window	NN	window
dressing	VBG	dress
โ	JJ	<unknown>
they	PP	they
'	''	'
re	IN	re
saying	VBG	say
what	WP	what
they	PP	they
think	VBP	think
people	NNS	people
want	VBP	want
to	TO	to
hear	VB	hear
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
actually	RB	actually
not	RB	not
making	VBG	make
the	DT	the
fundamental	JJ	fundamental
changes	NNS	change
that	WDT	that
are	VBP	be
necessary	JJ	necessary
?	SENT	?
HT	NP	HT
:	:	:
A	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
feel	VBP	feel
that	DT	that
way	NN	way
,	,	,
and	CC	and
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
growing	VBG	grow
momentum	NN	momentum
behind	IN	behind
that	DT	that
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
the	DT	the
world	NN	world
is	VBZ	be
calling	VBG	call
for	IN	for
responsible	JJ	responsible
leadership	NN	leadership
now	RB	now
,	,	,
and	CC	and
any	DT	any
leader	NN	leader
who	WP	who
wants	VBZ	want
to	TO	to
be	VB	be
around	RB	around
for	IN	for
the	DT	the
21st	JJ	21st
century	NN	century
really	RB	really
needs	VBZ	need
to	TO	to
start	VB	start
thinking	VBG	think
courageously	RB	courageously
and	CC	and
holistically	RB	holistically
how	WRB	how
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
part	NN	part
of	IN	of
the	DT	the
solution	NN	solution
and	CC	and
not	RB	not
window-dress	NN	window-dress
anymore	RB	anymore
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
do	VB	do
it	PP	it
for	IN	for
real	JJ	real
now	RB	now
.	SENT	.
BF	NP	BF
:	:	:
Do	VBP	do
you	PP	you
see	VBP	see
anybody	NN	anybody
out	IN	out
there	RB	there
who	WP	who
'	POS	'
s	NN	S
doing	VBG	do
it	PP	it
in	IN	in
a	DT	a
way	NN	way
that	IN	that
you	PP	you
think	VBP	think
is	VBZ	be
actually	RB	actually
effective	JJ	effective
and	CC	and
has	VBZ	have
a	DT	a
real	JJ	real
,	,	,
long-term	JJ	long-term
impact	NN	impact
?	SENT	?
HT	NP	HT
:	:	:
Fortunately	RB	fortunately
,	,	,
we	PP	we
have	VBP	have
some	DT	some
great	JJ	great
leaders	NNS	leader
out	IN	out
there	RB	there
.	SENT	.
And	CC	and
just	RB	just
to	TO	to
give	VB	give
one	CD	one
example	NN	example
,	,	,
Emmanuel	NP	Emmanuel
Faber	NP	Faber
,	,	,
who	WP	who
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
newest	JJS	new
members	NNS	member
of	IN	of
The	DT	the
B	NP	B
Team	NP	Team
,	,	,
he	PP	he
'	POS	'
s	NNS	<unknown>
the	DT	the
CEO	NN	CEO
of	IN	of
Danone	NP	<unknown>
,	,	,
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
largest	JJS	large
yogurt-maker	NN	yogurt-maker
and	CC	and
major	JJ	major
food	NN	food
company	NN	company
โ	NN	<unknown>
a	DT	a
real	JJ	real
global	JJ	global
company	NN	company
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
so	RB	so
committed	VBN	commit
to	TO	to
sustainability	NN	sustainability
that	IN	that
he	PP	he
'	POS	'
s	NN	S
not	RB	not
only	RB	only
changing	VBG	change
the	DT	the
ways	NNS	way
of	IN	of
his	PP$	his
own	JJ	own
business	NN	business
,	,	,
but	CC	but
his	PP$	his
entire	JJ	entire
supply	NN	supply
chain	NN	chain
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
so	RB	so
committed	VBN	commit
to	TO	to
equality	NN	equality
that	IN	that
when	WRB	when
he	PP	he
took	VBD	take
on	IN	on
as	IN	as
CEO	NN	CEO
and	CC	and
he	PP	he
said	VBD	say
gender	NN	gender
balance	NN	balance
matters	NNS	matter
,	,	,
he	PP	he
created	VBD	create
a	DT	a
gender-balanced	JJ	gender-balanced
executive	JJ	executive
team	NN	team
and	CC	and
gave	VBD	give
men	NNS	man
and	CC	and
women	NNS	woman
equal	JJ	equal
maternity	NN	maternity
and	CC	and
paternity	NN	paternity
leave	NN	leave
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
so	RB	so
committed	VBN	commit
to	TO	to
accountability	NN	accountability
that	IN	that
he	PP	he
turned	VBD	turn
his	PP$	his
US	NP	US
operations	NNS	operation
into	IN	into
a	DT	a
B	NP	B
Corporation	NP	Corporation
.	SENT	.
Now	RB	now
many	JJ	many
of	IN	of
you	PP	you
may	MD	may
not	RB	not
know	VB	know
what	WP	what
that	DT	that
is	VBZ	be
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
company	NN	company
that	WDT	that
holds	VBZ	hold
itself	PP	itself
responsible	JJ	responsible
for	IN	for
not	RB	not
just	RB	just
profit	NN	profit
but	CC	but
its	PP$	its
impact	NN	impact
on	IN	on
people	NNS	people
and	CC	and
the	DT	the
planet	NN	planet
,	,	,
and	CC	and
transparently	RB	transparently
reports	NNS	report
on	IN	on
their	PP$	their
performance	NN	performance
on	IN	on
all	DT	all
of	IN	of
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
largest	JJS	large
B	NP	B
Corp	NP	Corp
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
to	TO	to
me	PP	me
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
holistic	JJ	holistic
,	,	,
courageous	JJ	courageous
leadership	NN	leadership
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
the	DT	the
vision	NN	vision
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
hold	VB	hold
.	SENT	.
BF	NP	BF
:	:	:
Is	VBZ	be
this	DT	this
"	``	"
Back	RB	back
to	TO	to
the	DT	the
Future	NP	Future
"	''	"
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
wonder	VBP	wonder
,	,	,
when	WRB	when
I	PP	I
think	VBP	think
about	IN	about
companies	NNS	company
โ	JJ	<unknown>
Anheuser-Busch	NP	Anheuser-Busch
comes	VBZ	come
to	TO	to
mind	VB	mind
in	IN	in
America	NP	America
โ	NN	<unknown>
a	DT	a
100-year-old	JJ	100-year-old
company	NN	company
that	WDT	that
invested	VBD	invest
in	IN	in
its	PP$	its
community	NN	community
,	,	,
that	WDT	that
gave	VBD	give
a	DT	a
living	VBG	live
wage	NN	wage
before	IN	before
it	PP	it
ended	VBD	end
up	RP	up
,	,	,
you	PP	you
know	VBP	know
,	,	,
losing	VBG	lose
and	CC	and
getting	VBG	get
sold	VBN	sell
.	SENT	.
Are	VBP	be
we	PP	we
really	RB	really
looking	VBG	look
now	RB	now
for	IN	for
companies	NNS	company
that	WDT	that
are	VBP	be
global	JJ	global
and	CC	and
community	NN	community
citizens	NNS	citizen
,	,	,
or	CC	or
is	VBZ	be
that	DT	that
something	NN	something
that	WDT	that
is	VBZ	be
not	RB	not
even	RB	even
useful	JJ	useful
anymore	RB	anymore
?	SENT	?
HT	NP	HT
:	:	:
Well	UH	well
,	,	,
you	PP	you
can	MD	can
do	VB	do
this	DT	this
for	IN	for
the	DT	the
reason	NN	reason
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
risky	JJ	risky
,	,	,
actually	RB	actually
,	,	,
to	TO	to
continue	VB	continue
without	IN	without
doing	VBG	do
the	DT	the
right	JJ	right
thing	NN	thing
now	RB	now
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
attract	VB	attract
the	DT	the
right	JJ	right
talent	NN	talent
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
attract	VB	attract
customers	NNS	customer
and	CC	and
increasingly	RB	increasingly
,	,	,
you	PP	you
won	VBD	win
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
attract	VB	attract
capital	NN	capital
.	SENT	.
You	PP	you
might	MD	might
do	VB	do
it	PP	it
for	IN	for
risk	NN	risk
reasons	NNS	reason
,	,	,
you	PP	you
might	MD	might
do	VB	do
it	PP	it
for	IN	for
business	NN	business
opportunity	NN	opportunity
reasons	NNS	reason
,	,	,
because	IN	because
this	DT	this
is	VBZ	be
where	WRB	where
the	DT	the
growth	NN	growth
is	VBZ	be
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
many	JJ	many
leaders	NNS	leader
are	VBP	be
doing	VBG	do
the	DT	the
right	JJ	right
thing	NN	thing
.	SENT	.
But	CC	but
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
we	PP	we
need	VBP	need
to	TO	to
ask	VB	ask
ourselves	PP	ourselves
:	:	:
"	``	"
Who	WP	who
are	VBP	be
we	PP	we
holding	VBG	hold
ourselves	PP	ourselves
accountable	JJ	accountable
for	IN	for
?	SENT	?
"	''	"
And	CC	and
if	IN	if
that	DT	that
isn	NN	isn
'	POS	'
t	NN	t
the	DT	the
next	JJ	next
generation	NN	generation
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
who	WP	who
.	SENT	.
So	RB	so
I	PP	I
want	VBP	want
to	TO	to
just	RB	just
make	VB	make
very	RB	very
clear	JJ	clear
,	,	,
because	IN	because
we	PP	we
tend	VBP	tend
to	TO	to
think	VB	think
about	IN	about
leadership	NN	leadership
as	IN	as
only	RB	only
those	DT	those
who	WP	who
sit	VBP	sit
in	IN	in
positions	NNS	position
of	IN	of
power	NN	power
.	SENT	.
To	TO	to
me	PP	me
,	,	,
leadership	NN	leadership
is	VBZ	be
not	RB	not
at	IN	at
all	DT	all
like	IN	like
that	DT	that
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
leader	NN	leader
inside	IN	inside
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
us	PP	us
,	,	,
and	CC	and
our	PP$	our
most	RBS	most
important	JJ	important
work	NN	work
in	IN	in
life	NN	life
is	VBZ	be
to	TO	to
release	VB	release
that	DT	that
leader	NN	leader
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
greatest	JJS	great
global	JJ	global
examples	NNS	example
we	PP	we
have	VBP	have
of	IN	of
someone	NN	someone
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
โ	NN	<unknown>
no	DT	no
one	CD	one
gave	VBD	give
her	PP$	her
power	NN	power
โ	NN	<unknown>
is	VBZ	be
the	DT	the
16-year-old	JJ	16-year-old
girl	NN	girl
called	VBD	call
Greta	NP	Greta
Thunberg	NP	Thunberg
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
from	IN	from
Sweden	NP	Sweden
,	,	,
and	CC	and
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
she	PP	she
really	RB	really
became	VBD	become
โ	NN	<unknown>
she	PP	she
has	VBZ	have
Asperger	NP	Asperger
'	POS	'
s	NN	S
,	,	,
and	CC	and
she	PP	she
became	VBD	become
passionate	JJ	passionate
about	IN	about
our	PP$	our
climate	NN	climate
crisis	NN	crisis
โ	NN	<unknown>
learned	VBD	learn
everything	NN	everything
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
faced	VBN	face
with	IN	with
the	DT	the
evidence	NN	evidence
,	,	,
she	PP	she
just	RB	just
felt	VBD	feel
so	RB	so
disappointed	JJ	disappointed
in	IN	in
her	PP$	her
leadership	NN	leadership
that	IN	that
she	PP	she
started	VBD	start
striking	VBG	strike
in	IN	in
front	NN	front
of	IN	of
the	DT	the
Swedish	JJ	Swedish
parliament	NN	parliament
.	SENT	.
And	CC	and
now	RB	now
she	PP	she
has	VBZ	have
started	VBN	start
a	DT	a
global	JJ	global
movement	NN	movement
,	,	,
and	CC	and
hundreds	NNS	hundred
and	CC	and
thousands	NNS	thousand
of	IN	of
school	NN	school
kids	NNS	kid
are	VBP	be
out	RB	out
in	IN	in
the	DT	the
streets	NNS	street
asking	VBG	ask
us	PP	us
to	TO	to
hold	VB	hold
ourselves	PP	ourselves
accountable	JJ	accountable
for	IN	for
their	PP$	their
future	NN	future
.	SENT	.
No	DT	no
one	CD	one
gave	VBD	give
her	PP	her
that	DT	that
authority	NN	authority
,	,	,
and	CC	and
she	PP	she
now	RB	now
speaks	VBZ	speak
to	TO	to
the	DT	the
leaders	NNS	leader
of	IN	of
the	DT	the
world	NN	world
,	,	,
heads	VBZ	head
of	IN	of
state	NN	state
,	,	,
and	CC	and
really	RB	really
is	VBZ	be
impacting	VBG	impact
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
I	PP	I
really	RB	really
think	VBP	think
that	IN	that
when	WRB	when
we	PP	we
think	VBP	think
about	IN	about
leadership	NN	leadership
today	NN	today
,	,	,
it	PP	it
can	MD	can
'	''	'
t	NN	t
be	VB	be
defined	VBN	define
to	TO	to
those	DT	those
in	IN	in
positions	NNS	position
of	IN	of
power	NN	power
though	IN	though
they	PP	they
have	VBP	have
disproportionately	RB	disproportionately
greater	JJR	great
responsibility	NN	responsibility
.	SENT	.
But	CC	but
all	DT	all
of	IN	of
us	PP	us
need	VBP	need
to	TO	to
think	VB	think
about	RB	about
,	,	,
"	``	"
What	WP	what
am	VBP	be
I	PP	I
doing	VBG	do
?	SENT	?
"	''	"
"	``	"
How	WRB	how
am	VBP	be
I	PP	I
contributing	VBG	contribute
?	SENT	?
"	``	"
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
release	VB	release
that	DT	that
leader	NN	leader
inside	RB	inside
and	CC	and
actually	RB	actually
start	VB	start
making	VBG	make
the	DT	the
positive	JJ	positive
impact	NN	impact
this	DT	this
world	NN	world
is	VBZ	be
calling	VBG	call
for	IN	for
right	RB	right
now	RB	now
.	SENT	.
BF	NP	BF
:	:	:
But	CC	but
we	PP	we
have	VBP	have
such	JJ	such
hierarchical	JJ	hierarchical
leadership	NN	leadership
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
understand	VBP	understand
what	WP	what
you	PP	you
'	''	'
re	IN	re
saying	VBG	say
โ	JJ	<unknown>
it	PP	it
'	''	'
s	NNS	<unknown>
nice	JJ	nice
to	TO	to
release	VB	release
the	DT	the
leader	NN	leader
inside	IN	inside
โ	NN	<unknown>
but	CC	but
in	IN	in
these	DT	these
corporations	NNS	corporation
,	,	,
the	DT	the
truth	NN	truth
is	VBZ	be
,	,	,
it	PP	it
'	POS	'
s	NN	S
extremely	RB	extremely
hierarchical	JJ	hierarchical
.	SENT	.
What	WP	what
can	MD	can
companies	NNS	company
do	VB	do
to	TO	to
create	VB	create
less	RBR	less
vertical	JJ	vertical
and	CC	and
more	RBR	more
horizontal	JJ	horizontal
relationships	NNS	relationship
?	SENT	?
HT	NP	HT
:	:	:
Well	UH	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
big	JJ	big
believer	NN	believer
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
long	RB	long
been	VBN	be
passionate	JJ	passionate
about	IN	about
closing	VBG	close
the	DT	the
gender	NN	gender
gap	NN	gap
,	,	,
and	CC	and
I	PP	I
really	RB	really
believe	VBP	believe
gender-balanced	JJ	gender-balanced
leadership	NN	leadership
is	VBZ	be
the	DT	the
way	NN	way
to	TO	to
go	VB	go
in	IN	in
order	NN	order
to	TO	to
embrace	VB	embrace
a	DT	a
leadership	NN	leadership
style	NN	style
that	WDT	that
has	VBZ	have
been	VBN	be
shown	VBN	show
to	TO	to
be	VB	be
more	RBR	more
powerful	JJ	powerful
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
when	WRB	when
both	DT	both
men	NNS	man
and	CC	and
women	NNS	woman
embrace	VBP	embrace
both	DT	both
masculine	JJ	masculine
and	CC	and
feminine	JJ	feminine
values	NNS	value
.	SENT	.
It	PP	it
actually	RB	actually
is	VBZ	be
proven	VBN	prove
in	IN	in
research	NN	research
that	IN	that
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
most	RBS	most
effective	JJ	effective
leadership	NN	leadership
style	NN	style
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
increasingly	RB	increasingly
now	RB	now
thinking	VBG	think
about	RB	about
how	WRB	how
we	PP	we
close	VBP	close
the	DT	the
generational	JJ	generational
gap	NN	gap
,	,	,
because	IN	because
look	NN	look
at	IN	at
these	DT	these
young	JJ	young
children	NNS	child
in	IN	in
the	DT	the
streets	NNS	street
around	IN	around
the	DT	the
world	NN	world
โ	NN	<unknown>
they	PP	they
'	''	'
re	IN	re
asking	VBG	ask
us	PP	us
to	TO	to
lead	VB	lead
.	SENT	.
Kofi	NP	<unknown>
Annan	NP	Annan
used	VBD	use
to	TO	to
say	VB	say
,	,	,
"	''	"
You	PP	you
'	POS	'
re	NN	re
never	RB	never
too	RB	too
young	JJ	young
to	TO	to
lead	VB	lead
.	SENT	.
"	''	"
And	CC	and
then	RB	then
he	PP	he
would	MD	would
add	VB	add
,	,	,
"	''	"
Or	CC	or
too	RB	too
old	JJ	old
to	TO	to
learn	VB	learn
.	SENT	.
"	``	"
And	CC	and
I	PP	I
think	VBP	think
we	PP	we
have	VBP	have
now	RB	now
entered	VBN	enter
this	DT	this
era	NN	era
where	WRB	where
we	PP	we
need	VBP	need
the	DT	the
wisdom	NN	wisdom
of	IN	of
those	DT	those
with	IN	with
experience	NN	experience
,	,	,
but	CC	but
we	PP	we
need	VBP	need
the	DT	the
digital	JJ	digital
natives	NNS	native
of	IN	of
the	DT	the
young	JJ	young
generation	NN	generation
to	TO	to
co-mentor	NN	co-mentor
or	CC	or
to	TO	to
mentor	NN	mentor
us	PP	us
just	RB	just
as	RB	as
much	JJ	much
as	IN	as
we	PP	we
can	MD	can
help	VB	help
with	IN	with
wisdom	NN	wisdom
from	IN	from
the	DT	the
older	JJR	old
people	NNS	people
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
new	JJ	new
reality	NN	reality
,	,	,
and	CC	and
these	DT	these
old	JJ	old
,	,	,
sort	NN	sort
of	IN	of
hierarchical	JJ	hierarchical
ways	NNS	way
to	TO	to
think	VB	think
about	IN	about
things	NNS	thing
,	,	,
they	PP	they
'	POS	'
re	NN	re
increasingly	RB	increasingly
coming	VBG	come
under	IN	under
pressure	NN	pressure
in	IN	in
this	DT	this
reality	NN	reality
.	SENT	.
BF	NP	BF
:	:	:
And	CC	and
you	PP	you
'	POS	'
ve	NN	ve
actually	RB	actually
called	VBD	call
that	IN	that
the	DT	the
hubris	NN	hubris
syndrome	NN	syndrome
.	SENT	.
Can	MD	can
you	PP	you
talk	VB	talk
about	IN	about
that	DT	that
?	SENT	?
HT	NP	HT
:	:	:
Well	UH	well
,	,	,
yes	UH	yes
,	,	,
I	PP	I
think	VBP	think
hubris	NN	hubris
is	VBZ	be
our	PP$	our
cancer	NN	cancer
in	IN	in
leadership	NN	leadership
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
when	WRB	when
leaders	NNS	leader
think	VBP	think
they	PP	they
know	VBP	know
it	PP	it
all	DT	all
,	,	,
can	MD	can
do	VB	do
it	PP	it
all	RB	all
,	,	,
have	VB	have
all	PDT	all
the	DT	the
answers	NNS	answer
and	CC	and
don	NN	don
'	POS	'
t	NN	t
think	VBP	think
they	PP	they
need	VBP	need
to	TO	to
surround	VB	surround
themselves	PP	themselves
with	IN	with
people	NNS	people
who	WP	who
will	MD	will
make	VB	make
them	PP	them
better	JJR	good
,	,	,
which	WDT	which
to	TO	to
me	PP	me
would	MD	would
,	,	,
in	IN	in
some	DT	some
cases	NNS	case
,	,	,
be	VB	be
more	JJR	more
women	NNS	woman
and	CC	and
younger	JJR	young
people	NNS	people
and	CC	and
people	NNS	people
who	WP	who
are	VBP	be
diverse	JJ	diverse
and	CC	and
have	VB	have
different	JJ	different
opinions	NNS	opinion
in	IN	in
general	NN	general
.	SENT	.
Hubris	NN	hubris
syndrome	NN	syndrome
is	VBZ	be
so	RB	so
present	JJ	present
in	IN	in
leadership	NN	leadership
still	RB	still
,	,	,
and	CC	and
we	PP	we
know	VBP	know
many	JJ	many
examples	NNS	example
of	IN	of
them	PP	them
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
name	VB	name
them	PP	them
.	SENT	.
And	CC	and
the	DT	the
problem	NN	problem
with	IN	with
that	DT	that
โ	NN	<unknown>
Yeah	RB	yeah
,	,	,
we	PP	we
know	VBP	know
them	PP	them
โ	JJ	<unknown>
all	RB	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
not	RB	not
