John	NP	John
spheres	NNS	sphere
?	SENT	?
And	CC	and
in	IN	in
proportion	NN	proportion
,	,	,
what	WP	what
would	MD	would
the	DT	the
size	NN	size
of	IN	of
the	DT	the
sphere	NN	sphere
and	CC	and
the	DT	the
length	NN	length
,	,	,
and	CC	and
what	WP	what
would	MD	would
the	DT	the
taper	NN	taper
be	VB	be
to	TO	to
the	DT	the
Earth	NN	earth
?	SENT	?
And	CC	and
so	RB	so
I	PP	I
went	VBD	go
about	RB	about
and	CC	and
made	VBD	make
that	DT	that
sculpture	NN	sculpture
,	,	,
turning	VBG	turn
it	PP	it
out	RP	out
of	IN	of
solid	JJ	solid
bronze	NN	bronze
.	SENT	.
And	CC	and
I	PP	I
did	VBD	do
one	PP	one
that	DT	that
was	VBD	be
about	RB	about
35	CD	@card@
feet	NNS	foot
long	RB	long
.	SENT	.
The	DT	the
sun	NN	sun
end	NN	end
was	VBD	be
about	RB	about
four	CD	four
inches	NNS	inch
in	IN	in
diameter	NN	diameter
,	,	,
and	CC	and
then	RB	then
it	PP	it
tapered	VBD	taper
over	IN	over
about	RB	about
35	CD	@card@
feet	NNS	foot
to	TO	to
about	RB	about
a	DT	a
millimeter	NN	millimeter
at	IN	at
the	DT	the
Earth	NP	Earth
end	NN	end
.	SENT	.
And	CC	and
so	RB	so
for	IN	for
me	PP	me
,	,	,
it	PP	it
was	VBD	be
really	RB	really
exciting	JJ	exciting
just	RB	just
to	TO	to
see	VB	see
what	WP	what
it	PP	it
looks	VBZ	look
like	IN	like
if	IN	if
you	PP	you
could	MD	could
step	VB	step
outside	IN	outside
and	CC	and
into	IN	into
a	DT	a
larger	JJR	large
context	NN	context
,	,	,
as	RB	as
though	IN	though
you	PP	you
were	VBD	be
an	DT	an
astronaut	NN	astronaut
,	,	,
and	CC	and
see	VB	see
these	DT	these
two	CD	two
things	NNS	thing
as	IN	as
an	DT	an
object	NN	object
,	,	,
because	IN	because
they	PP	they
are	VBP	be
so	RB	so
intimately	RB	intimately
bound	VBN	bind
,	,	,
and	CC	and
one	PP	one
is	VBZ	be
meaningless	JJ	meaningless
without	IN	without
the	DT	the
other	JJ	other
.	SENT	.
JH	NP	JH
:	:	:
Is	VBZ	be
there	RB	there
a	DT	a
relief	NN	relief
in	IN	in
playing	VBG	play
with	IN	with
these	DT	these
forces	NNS	force
?	SENT	?
And	CC	and
I	PP	I
'	POS	'
m	NN	m
wondering	VBG	wonder
how	WRB	how
much	JJ	much
of	IN	of
a	DT	a
sense	NN	sense
of	IN	of
discovery	NN	discovery
there	EX	there
is	VBZ	be
in	RB	in
playing	VBG	play
with	IN	with
these	DT	these
forces	NNS	force
.	SENT	.
TS	NP	TS
:	:	:
Well	UH	well
,	,	,
like	IN	like
the	DT	the
magnetically	RB	magnetically
levitated	VBN	levitate
objects	NNS	object
—	:	-
like	IN	like
that	DT	that
silver	JJ	silver
one	CD	one
there	RB	there
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
result	NN	result
of	IN	of
hundreds	NNS	hundred
of	IN	of
experiments	NNS	experiment
with	IN	with
magnets	NNS	magnet
,	,	,
trying	VBG	try
to	TO	to
find	VB	find
a	DT	a
way	NN	way
to	TO	to
make	VB	make
something	NN	something
float	NN	float
with	IN	with
the	DT	the
least	JJS	least
possible	JJ	possible
connection	NN	connection
to	TO	to
the	DT	the
ground	NN	ground
.	SENT	.
So	RB	so
I	PP	I
got	VBD	get
it	PP	it
down	RP	down
to	TO	to
just	RB	just
one	CD	one
tether	NN	tether
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
support	VB	support
that	DT	that
.	SENT	.
JH	NP	JH
:	:	:
Now	RB	now
is	VBZ	be
this	DT	this
electromagnetic	NN	electromagnetic
here	RB	here
,	,	,
or	CC	or
are	VBP	be
these	DT	these
static	NN	static
?	SENT	?
TS	NP	TS
:	:	:
Those	DT	those
are	VBP	be
permanent	JJ	permanent
magnets	NNS	magnet
,	,	,
yeah	RB	yeah
.	SENT	.
JH	NP	JH
:	:	:
Because	IN	because
if	IN	if
the	DT	the
power	NN	power
went	VBD	go
out	RP	out
,	,	,
there	EX	there
would	MD	would
just	RB	just
be	VB	be
a	DT	a
big	JJ	big
noise	NN	noise
.	SENT	.
TS	NP	TS
:	:	:
Yeah	RB	yeah
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
unsatisfactory	JJ	unsatisfactory
having	VBG	have
plug-in	NN	<unknown>
art	NN	art
.	SENT	.
JH	NP	JH
:	:	:
I	PP	I
agree	VBP	agree
.	SENT	.
TS	NP	TS
:	:	:
The	DT	the
magnetic	JJ	magnetic
works	NNS	work
are	VBP	be
a	DT	a
combination	NN	combination
of	IN	of
gravity	NN	gravity
and	CC	and
magnetism	NN	magnetism
,	,	,
so	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
kind	NN	kind
of	IN	of
mixture	NN	mixture
of	IN	of
these	DT	these
ambient	JJ	ambient
forces	NNS	force
that	WDT	that
influence	VBP	influence
everything	NN	everything
.	SENT	.
The	DT	the
sun	NN	sun
has	VBZ	have
a	DT	a
tremendous	JJ	tremendous
field	NN	field
that	WDT	that
extends	VBZ	extend
way	NN	way
beyond	IN	beyond
the	DT	the
planets	NNS	planet
and	CC	and
the	DT	the
Earth	NN	earth
'	POS	'
s	JJ	<unknown>
magnetic	JJ	magnetic
field	NN	field
protects	VBZ	protect
us	PP	us
from	IN	from
the	DT	the
sun	NN	sun
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
huge	JJ	huge
invisible	JJ	invisible
shape	NN	shape
structures	NNS	structure
that	IN	that
magnetism	NN	magnetism
takes	VBZ	take
in	IN	in
the	DT	the
universe	NN	universe
.	SENT	.
But	CC	but
with	IN	with
the	DT	the
pendulum	NN	pendulum
,	,	,
it	PP	it
allows	VBZ	allow
me	PP	me
to	TO	to
manifest	VB	manifest
these	DT	these
invisible	JJ	invisible
forces	NNS	force
that	WDT	that
are	VBP	be
holding	VBG	hold
the	DT	the
magnets	NNS	magnet
up	RB	up
.	SENT	.
My	PP$	my
sculptures	NNS	sculpture
are	VBP	be
normally	RB	normally
very	RB	very
simplified	VBN	simplify
.	SENT	.
I	PP	I
try	VBP	try
to	TO	to
refine	VB	refine
them	PP	them
down	RP	down
to	TO	to
very	RB	very
simple	JJ	simple
forms	NNS	form
.	SENT	.
But	CC	but
the	DT	the
paintings	NNS	painting
become	VBP	become
very	RB	very
complex	JJ	complex
,	,	,
because	IN	because
I	PP	I
think	VBP	think
the	DT	the
fields	NNS	field
that	WDT	that
are	VBP	be
supporting	VBG	support
them	PP	them
,	,	,
they	PP	they
'	POS	'
re	NN	re
billowing	VBG	billow
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
interpenetrating	VBG	interpenetrate
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
interference	NN	interference
patterns	NNS	pattern
.	SENT	.
JH	NP	JH
:	:	:
And	CC	and
they	PP	they
'	POS	'
re	NN	re
non-deterministic	NN	<unknown>
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
necessarily	RB	necessarily
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
headed	VBD	head
when	WRB	when
you	PP	you
begin	VBP	begin
,	,	,
even	RB	even
though	IN	though
the	DT	the
forces	NNS	force
can	MD	can
be	VB	be
calculated	VBN	calculate
.	SENT	.
So	IN	so
the	DT	the
evolution	NN	evolution
of	IN	of
this	DT	this
—	:	-
I	PP	I
gather	VBP	gather
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
your	PP$	your
first	JJ	first
pendulum	NN	pendulum
.	SENT	.
TS	NP	TS
:	:	:
No	UH	no
.	SENT	.
TS	NP	TS
:	:	:
The	DT	the
first	JJ	first
one	CD	one
I	PP	I
did	VBD	do
was	VBD	be
in	IN	in
the	DT	the
late	JJ	late
70	CD	@card@
'	POS	'
s	NN	S
,	,	,
and	CC	and
I	PP	I
just	RB	just
had	VBD	have
a	DT	a
simple	JJ	simple
cone	NN	cone
with	IN	with
a	DT	a
spigot	NN	spigot
at	IN	at
the	DT	the
bottom	NN	bottom
of	IN	of
it	PP	it
.	SENT	.
I	PP	I
threw	VBD	throw
it	PP	it
into	IN	into
an	DT	an
orbit	NN	orbit
,	,	,
and	CC	and
it	PP	it
only	RB	only
had	VBD	have
one	CD	one
color	NN	color
,	,	,
and	CC	and
when	WRB	when
it	PP	it
got	VBD	get
to	TO	to
the	DT	the
center	NN	center
,	,	,
the	DT	the
paint	NN	paint
kept	VBD	keep
running	VBG	run
out	RP	out
,	,	,
so	RB	so
I	PP	I
had	VBD	have
to	TO	to
run	VB	run
in	IN	in
there	RB	there
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
any	DT	any
control	NN	control
over	IN	over
the	DT	the
spigot	NN	spigot
remotely	RB	remotely
.	SENT	.
So	RB	so
that	IN	that
told	VBN	tell
me	PP	me
right	RB	right
away	RB	away
:	:	:
I	PP	I
need	VBP	need
a	DT	a
remote	JJ	remote
control	NN	control
device	NN	device
.	SENT	.
But	CC	but
then	RB	then
I	PP	I
started	VBD	start
dreaming	VBG	dream
of	IN	of
having	VBG	have
six	CD	six
colors	NNS	color
.	SENT	.
I	PP	I
sort	RB	sort
of	IN	of
think	VB	think
about	IN	about
it	PP	it
as	IN	as
the	DT	the
DNA	NN	DNA
—	:	-
these	DT	these
colors	NNS	color
,	,	,
the	DT	the
red	JJ	red
,	,	,
blue	JJ	blue
,	,	,
yellow	JJ	yellow
,	,	,
the	DT	the
primary	JJ	primary
colors	NNS	color
and	CC	and
white	JJ	white
and	CC	and
black	JJ	black
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
put	VBP	put
them	PP	them
together	RB	together
in	IN	in
different	JJ	different
combinations	NNS	combination
—	:	-
just	RB	just
like	IN	like
printing	NN	printing
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
like	IN	like
how	WRB	how
a	DT	a
magazine	NN	magazine
color	NN	color
is	VBZ	be
printed	VBN	print
—	:	-
and	CC	and
put	VB	put
them	PP	them
under	IN	under
certain	JJ	certain
forces	NNS	force
,	,	,
which	WDT	which
is	VBZ	be
orbiting	VBG	orbit
them	PP	them
or	CC	or
passing	VBG	pass
them	PP	them
back	RB	back
and	CC	and
forth	RB	forth
or	CC	or
drawing	VBG	draw
with	IN	with
them	PP	them
,	,	,
these	DT	these
amazing	JJ	amazing
things	NNS	thing
started	VBD	start
appearing	VBG	appear
.	SENT	.
JH	NP	JH
:	:	:
It	PP	it
looks	VBZ	look
like	IN	like
we	PP	we
'	POS	'
re	NN	re
loaded	VBD	load
for	IN	for
bear	NN	bear
here	RB	here
.	SENT	.
TS	NP	TS
:	:	:
Yeah	RB	yeah
,	,	,
well	RB	well
let	VBD	let
'	''	'
s	NNS	<unknown>
put	VBP	put
a	DT	a
couple	NN	couple
of	IN	of
canvases	NNS	canvas
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
ask	VBP	ask
a	DT	a
couple	NN	couple
of	IN	of
my	PP$	my
sons	NNS	son
to	TO	to
set	VB	set
up	RP	up
the	DT	the
canvases	NNS	canvas
here	RB	here
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
just	RB	just
say	VB	say
—	:	-
so	RB	so
this	DT	this
is	VBZ	be
Jack	NP	Jack
,	,	,
Nick	NP	Nick
and	CC	and
Louie	NP	Louie
.	SENT	.
JH	NP	JH
:	:	:
Thanks	NNS	thanks
guys	NNS	guy
.	SENT	.
TS	NP	TS
:	:	:
So	RB	so
here	RB	here
are	VBP	be
the	DT	the
—	:	-
JH	NP	JH
:	:	:
All	DT	all
right	NN	right
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
out	RP	out
of	IN	of
the	DT	the
way	NN	way
here	RB	here
.	SENT	.
TS	NP	TS
:	:	:
I	PP	I
'	POS	'
m	NN	m
just	RB	just
going	VBG	go
to	TO	to
throw	VB	throw
this	DT	this
into	IN	into
an	DT	an
orbit	NN	orbit
and	CC	and
see	VB	see
if	IN	if
I	PP	I
can	MD	can
paint	VB	paint
everybody	NN	everybody
'	POS	'
s	NN	S
shoes	NNS	shoe
in	IN	in
the	DT	the
front	NN	front
.	SENT	.
JH	NP	JH
:	:	:
Whoa	NP	Whoa
.	SENT	.
That	DT	that
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
ooh	NP	ooh
,	,	,
nice	JJ	nice
.	SENT	.
TS	NP	TS
:	:	:
So	RB	so
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
doing	VBG	do
this	DT	this
as	IN	as
a	DT	a
demo	NN	demo
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
playful	JJ	playful
,	,	,
but	CC	but
inevitably	RB	inevitably
,	,	,
all	DT	all
of	IN	of
this	DT	this
can	MD	can
be	VB	be
used	VBN	use
.	SENT	.
I	PP	I
can	MD	can
redeem	VB	redeem
this	DT	this
painting	NN	painting
,	,	,
just	RB	just
continuing	VBG	continue
on	IN	on
,	,	,
doing	VBG	do
layers	NNS	layer
upon	IN	upon
layers	NNS	layer
.	SENT	.
And	CC	and
I	PP	I
keep	VBP	keep
it	PP	it
around	RP	around
for	IN	for
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
contemplating	VBG	contemplate
it	PP	it
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
another	DT	another
session	NN	session
with	IN	with
it	PP	it
and	CC	and
bring	VB	bring
it	PP	it
up	RP	up
to	TO	to
another	DT	another
level	NN	level
,	,	,
where	WRB	where
all	DT	all
of	IN	of
this	DT	this
becomes	VBZ	become
the	DT	the
background	NN	background
,	,	,
the	DT	the
depth	NN	depth
of	IN	of
it	PP	it
.	SENT	.
JH	NP	JH
:	:	:
That	WDT	that
'	POS	'
s	NN	S
fantastic	NN	fantastic
.	SENT	.
So	IN	so
the	DT	the
valves	NNS	valve
at	IN	at
the	DT	the
bottom	NN	bottom
of	IN	of
those	DT	those
tubes	NNS	tube
there	EX	there
are	VBP	be
like	IN	like
radio-controlled	JJ	radio-controlled
airplane	NN	airplane
valves	NNS	valve
.	SENT	.
TS	NP	TS
:	:	:
Yes	UH	yes
,	,	,
they	PP	they
'	POS	'
re	NN	re
servos	NNS	servo
with	IN	with
cams	NNS	cam
that	WDT	that
pinch	VBP	pinch
these	DT	these
rubber	NN	rubber
tubes	NNS	tube
.	SENT	.
And	CC	and
they	PP	they
can	MD	can
pinch	VB	pinch
them	PP	them
very	RB	very
tight	RB	tight
and	CC	and
stop	VB	stop
it	PP	it
,	,	,
or	CC	or
you	PP	you
can	MD	can
have	VB	have
them	PP	them
wide	RB	wide
open	JJ	open
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
the	DT	the
colors	NNS	color
come	VBP	come
out	RP	out
one	CD	one
central	JJ	central
port	NN	port
at	IN	at
the	DT	the
bottom	NN	bottom
.	SENT	.
You	PP	you
can	MD	can
always	RB	always
be	VB	be
changing	VBG	change
colors	NNS	color
,	,	,
put	VBD	put
aluminum	JJ	aluminum
paint	NN	paint
,	,	,
or	CC	or
I	PP	I
could	MD	could
put	VB	put
anything	NN	anything
into	IN	into
this	DT	this
.	SENT	.
It	PP	it
could	MD	could
be	VB	be
tomato	NN	tomato
sauce	NN	sauce
,	,	,
or	CC	or
anything	NN	anything
could	MD	could
be	VB	be
dispensed	VBN	dispense
—	:	-
sand	NN	sand
,	,	,
powders	NNS	powder
or	CC	or
anything	NN	anything
like	IN	like
that	DT	that
.	SENT	.
JH	NP	JH
:	:	:
So	RB	so
many	JJ	many
forces	NNS	force
there	RB	there
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
gravity	NN	gravity
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
centrifugal	JJ	centrifugal
force	NN	force
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
fluid	JJ	fluid
dynamics	NNS	dynamics
.	SENT	.
Each	DT	each
of	IN	of
these	DT	these
beautiful	JJ	beautiful
paintings	NNS	painting
,	,	,
are	VBP	be
they	PP	they
images	NNS	image
in	IN	in
and	CC	and
of	IN	of
themselves	PP	themselves
,	,	,
or	CC	or
are	VBP	be
they	PP	they
records	NNS	record
of	IN	of
a	DT	a
physical	JJ	physical
event	NN	event
called	VBD	call
the	DT	the
pendulum	NN	pendulum
approaching	VBG	approach
the	DT	the
canvas	NN	canvas
?	SENT	?
TS	NP	TS
:	:	:
Well	UH	well
,	,	,
this	DT	this
painting	NN	painting
here	RB	here
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
do	VB	do
something	NN	something
very	RB	very
simple	JJ	simple
,	,	,
a	DT	a
simple	JJ	simple
,	,	,
iconic	JJ	iconic
image	NN	image
of	IN	of
two	CD	two
ripples	NNS	ripple
interfering	VBG	interfere
.	SENT	.
So	IN	so
the	DT	the
one	CD	one
on	IN	on
the	DT	the
right	NN	right
was	VBD	be
done	VBN	do
first	JJ	first
,	,	,
and	CC	and
then	RB	then
the	DT	the
one	CD	one
on	IN	on
the	DT	the
left	NN	left
was	VBD	be
done	VBN	do
over	IN	over
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
left	VBD	leave
gaps	NNS	gap
so	IN	so
you	PP	you
could	MD	could
see	VB	see
the	DT	the
one	CD	one
that	WDT	that
was	VBD	be
done	VBN	do
before	RB	before
.	SENT	.
And	CC	and
then	RB	then
when	WRB	when
I	PP	I
did	VBD	do
the	DT	the
second	JJ	second
one	CD	one
,	,	,
it	PP	it
really	RB	really
disturbed	VBD	disturb
the	DT	the
piece	NN	piece
—	:	-
these	DT	these
big	JJ	big
blue	JJ	blue
lines	NNS	line
crashing	VBG	crash
through	IN	through
the	DT	the
center	NN	center
of	IN	of
it	PP	it
—	:	-
and	CC	and
so	RB	so
it	PP	it
created	VBD	create
a	DT	a
kind	NN	kind
of	IN	of
tension	NN	tension
and	CC	and
an	DT	an
overlap	VBP	overlap
.	SENT	.
There	EX	there
are	VBP	be
lines	NNS	line
in	IN	in
front	NN	front
of	IN	of
the	DT	the
one	CD	one
on	IN	on
the	DT	the
right	NN	right
,	,	,
and	CC	and
there	EX	there
are	VBP	be
lines	NNS	line
behind	IN	behind
the	DT	the
one	CD	one
on	IN	on
the	DT	the
left	NN	left
,	,	,
and	CC	and
so	RB	so
it	PP	it
takes	VBZ	take
it	PP	it
into	IN	into
different	JJ	different
planes	NNS	plane
.	SENT	.
What	WP	what
it	PP	it
'	POS	'
s	NN	S
also	RB	also
about	RB	about
,	,	,
just	RB	just
the	DT	the
little	JJ	little
events	NNS	event
,	,	,
the	DT	the
events	NNS	event
of	IN	of
the	DT	the
interpenetration	NN	interpenetration
of	IN	of
—	:	-
JH	NP	JH
:	:	:
Two	CD	two
stars	NNS	star
,	,	,
or	CC	or
—	:	-
TS	NP	TS
:	:	:
Two	CD	two
things	NNS	thing
that	WDT	that
happened	VBD	happen
—	:	-
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
interference	NN	interference
pattern	NN	pattern
,	,	,
and	CC	and
then	RB	then
a	DT	a
third	JJ	third
thing	NN	thing
happens	VBZ	happen
.	SENT	.
There	EX	there
are	VBP	be
shapes	NNS	shape
that	WDT	that
come	VBP	come
about	RB	about
just	RB	just
by	IN	by
the	DT	the
marriage	NN	marriage
of	IN	of
two	CD	two
events	NNS	event
that	WDT	that
are	VBP	be
happening	VBG	happen
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
very	RB	very
interested	JJ	interested
in	IN	in
that	DT	that
.	SENT	.
Like	IN	like
the	DT	the
occurrence	NN	occurrence
of	IN	of
moire	NN	moire
patterns	NNS	pattern
.	SENT	.
Like	IN	like
this	DT	this
green	JJ	green
one	CD	one
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
painting	NN	painting
I	PP	I
did	VBD	do
about	RB	about
10	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
but	CC	but
it	PP	it
has	VBZ	have
some	DT	some
—	:	-
see	VB	see
,	,	,
in	IN	in
the	DT	the
upper	JJ	upper
third	NN	third
—	:	-
there	EX	there
are	VBP	be
these	DT	these
moires	NNS	moire
and	CC	and
interference	NN	interference
patterns	NNS	pattern
that	WDT	that
are	VBP	be
radio	NN	radio
kind	NN	kind
of	IN	of
imagery	NN	imagery
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
in	IN	in
painting	VBG	paint
I	PP	I
'	POS	'
ve	NN	ve
never	RB	never
seen	VBN	see
done	VBN	do
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
seen	VBN	see
a	DT	a
representation	NN	representation
of	IN	of
a	DT	a
kind	NN	kind
of	IN	of
radio	NN	radio
interference	NN	interference
patterns	NNS	pattern
,	,	,
which	WDT	which
are	VBP	be
so	RB	so
ubiquitous	JJ	ubiquitous
and	CC	and
such	JJ	such
an	DT	an
important	JJ	important
part	NN	part
of	IN	of
our	PP$	our
lives	NNS	life
.	SENT	.
JH	NP	JH
:	:	:
Is	VBZ	be
that	IN	that
a	DT	a
literal	JJ	literal
part	NN	part
of	IN	of
the	DT	the
image	NN	image
,	,	,
or	CC	or
is	VBZ	be
my	PP$	my
eye	NN	eye
making	VBG	make
that	DT	that
interference	NN	interference
pattern	NN	pattern
—	:	-
is	VBZ	be
my	PP$	my
eye	NN	eye
completing	VBG	complete
that	DT	that
interference	NN	interference
pattern	NN	pattern
?	SENT	?
TS	NP	TS
:	:	:
It	PP	it
is	VBZ	be
the	DT	the
paint	NN	paint
actually	RB	actually
,	,	,
makes	VBZ	make
it	PP	it
real	JJ	real
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
manifested	VBD	manifest
there	RB	there
.	SENT	.
If	IN	if
I	PP	I
throw	VBP	throw
a	DT	a
very	RB	very
concentric	JJ	concentric
circle	NN	circle
,	,	,
or	CC	or
concentric	JJ	concentric
ellipse	NN	ellipse
,	,	,
it	PP	it
just	RB	just
dutifully	RB	dutifully
makes	VBZ	make
these	DT	these
evenly	RB	evenly
spaced	VBN	space
lines	NNS	line
,	,	,
which	WDT	which
get	VBP	get
closer	RBR	closer
and	CC	and
closer	RBR	closer
together	RB	together
,	,	,
which	WDT	which
describes	VBZ	describe
how	WRB	how
gravity	NN	gravity
works	NNS	work
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
something	NN	something
very	RB	very
appealing	VBG	appeal
about	IN	about
the	DT	the
exactitude	NN	exactitude
of	IN	of
science	NN	science
that	IN	that
I	PP	I
really	RB	really
enjoy	VBP	enjoy
.	SENT	.
And	CC	and
I	PP	I
love	VBP	love
the	DT	the
shapes	NNS	shape
that	WDT	that
I	PP	I
see	VBP	see
in	IN	in
scientific	JJ	scientific
observations	NNS	observation
and	CC	and
apparatus	NN	apparatus
,	,	,
especially	RB	especially
astronomical	JJ	astronomical
forms	NNS	form
and	CC	and
the	DT	the
idea	NN	idea
of	IN	of
the	DT	the
vastness	NN	vastness
of	IN	of
it	PP	it
,	,	,
the	DT	the
scale	NN	scale
,	,	,
is	VBZ	be
very	RB	very
interesting	JJ	interesting
to	TO	to
me	PP	me
.	SENT	.
My	PP$	my
focus	NN	focus
in	IN	in
recent	JJ	recent
years	NNS	year
has	VBZ	have
kind	NN	kind
of	IN	of
shifted	VBN	shift
more	RBR	more
toward	IN	toward
biology	NN	biology
.	SENT	.
Some	DT	some
of	IN	of
these	DT	these
paintings	NNS	painting
,	,	,
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
them	PP	them
very	RB	very
close	JJ	close
,	,	,
odd	JJ	odd
things	NNS	thing
appear	VBP	appear
that	IN	that
really	RB	really
look	VBP	look
like	IN	like
horses	NNS	horse
or	CC	or
birds	NNS	bird
or	CC	or
crocodiles	NNS	crocodile
,	,	,
elephants	NNS	elephant
.	SENT	.
There	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
things	NNS	thing
that	WDT	that
appear	VBP	appear
.	SENT	.
When	WRB	when
you	PP	you
look	VBP	look
into	IN	into
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
like	IN	like
looking	VBG	look
at	IN	at
cloud	NN	cloud
patterns	NNS	pattern
,	,	,
but	CC	but
sometimes	RB	sometimes
they	PP	they
'	POS	'
re	NN	re
very	RB	very
modeled	VBN	model
and	CC	and
highly	RB	highly
rendered	VBN	render
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
are	VBP	be
all	RB	all
these	DT	these
forms	NNS	form
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
they	PP	they
are	VBP	be
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
equally	RB	equally
well-resolved	JJ	well-resolved
and	CC	and
complex	JJ	complex
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
,	,	,
conceivably	RB	conceivably
,	,	,
those	DT	those
could	MD	could
be	VB	be
predictive	JJ	predictive
.	SENT	.
Because	IN	because
since	IN	since
it	PP	it
has	VBZ	have
the	DT	the
ability	NN	ability
to	TO	to
make	VB	make
forms	NNS	form
that	WDT	that
look	VBP	look
like	IN	like
forms	NNS	form
that	IN	that
we	PP	we
'	POS	'
re	NN	re
familiar	JJ	familiar
with	IN	with
in	IN	in
