Dre	NP	Dre
to	TO	to
the	DT	the
cities	NNS	city
looking	VBG	look
for	IN	for
work	NN	work
,	,	,
like	IN	like
cities	NNS	city
within	IN	within
the	DT	the
cities	NNS	city
,	,	,
known	VBN	know
for	IN	for
problems	NNS	problem
like	IN	like
crime	NN	crime
,	,	,
poverty	NN	poverty
,	,	,
and	CC	and
the	DT	the
violent	JJ	violent
drug	NN	drug
war	NN	war
between	IN	between
police	NN	police
and	CC	and
the	DT	the
drug	NN	drug
gangs	NNS	gang
.	SENT	.
So	RB	so
what	WP	what
struck	VBD	strike
us	PP	us
was	VBD	be
that	IN	that
these	DT	these
were	VBD	be
communities	NNS	community
that	IN	that
the	DT	the
people	NNS	people
who	WP	who
lived	VBD	live
there	EX	there
had	VBD	have
built	VBN	build
with	IN	with
their	PP$	their
own	JJ	own
hands	NNS	hand
,	,	,
without	IN	without
a	DT	a
master	NN	master
plan	NN	plan
and	CC	and
like	IN	like
a	DT	a
giant	JJ	giant
work	NN	work
in	IN	in
progress	NN	progress
.	SENT	.
Where	WRB	where
we	PP	we
'	POS	'
re	NN	re
from	IN	from
,	,	,
in	IN	in
Holland	NP	Holland
,	,	,
everything	NN	everything
is	VBZ	be
planned	VBN	plan
.	SENT	.
We	PP	we
even	RB	even
have	VBP	have
rules	NNS	rule
for	IN	for
how	WRB	how
to	TO	to
follow	VB	follow
the	DT	the
rules	NNS	rule
.	SENT	.
DU	FW	du
:	:	:
So	RB	so
the	DT	the
last	JJ	last
day	NN	day
of	IN	of
filming	VBG	film
,	,	,
we	PP	we
ended	VBD	end
up	RP	up
in	IN	in
Vila	NP	Vila
Cruzeiro	NN	cruzeiro
,	,	,
and	CC	and
we	PP	we
were	VBD	be
sitting	VBG	sit
down	RP	down
and	CC	and
we	PP	we
had	VBD	have
a	DT	a
drink	NN	drink
,	,	,
and	CC	and
we	PP	we
were	VBD	be
overlooking	VBG	overlook
this	DT	this
hill	NN	hill
with	IN	with
all	PDT	all
these	DT	these
houses	NNS	house
,	,	,
and	CC	and
most	JJS	most
of	IN	of
these	DT	these
houses	NNS	house
looked	VBD	look
unfinished	JJ	unfinished
,	,	,
and	CC	and
they	PP	they
had	VBD	have
walls	NNS	wall
of	IN	of
bare	JJ	bare
brick	NN	brick
,	,	,
but	CC	but
we	PP	we
saw	VBD	see
some	DT	some
of	IN	of
these	DT	these
houses	NNS	house
which	WDT	which
were	VBD	be
plastered	VBN	plaster
and	CC	and
painted	VBN	paint
,	,	,
and	CC	and
suddenly	RB	suddenly
we	PP	we
had	VBD	have
this	DT	this
idea	NN	idea
:	:	:
what	WP	what
would	MD	would
it	PP	it
look	VB	look
like	IN	like
if	IN	if
all	PDT	all
these	DT	these
houses	NNS	house
would	MD	would
be	VB	be
plastered	VBN	plaster
and	CC	and
painted	VBN	paint
?	SENT	?
And	CC	and
then	RB	then
we	PP	we
imagined	VBD	imagine
one	CD	one
big	JJ	big
design	NN	design
,	,	,
one	CD	one
big	JJ	big
work	NN	work
of	IN	of
art	NN	art
.	SENT	.
Who	WP	who
would	MD	would
expect	VB	expect
something	NN	something
like	IN	like
that	DT	that
in	IN	in
a	DT	a
place	NN	place
like	IN	like
this	DT	this
?	SENT	?
So	RB	so
we	PP	we
thought	VBD	think
,	,	,
would	MD	would
that	RB	that
even	RB	even
be	VB	be
possible	JJ	possible
?	SENT	?
So	RB	so
first	RB	first
we	PP	we
started	VBD	start
to	TO	to
count	VB	count
the	DT	the
houses	NNS	house
,	,	,
but	CC	but
we	PP	we
soon	RB	soon
lost	VBD	lose
count	NN	count
.	SENT	.
But	CC	but
somehow	RB	somehow
the	DT	the
idea	NN	idea
stuck	VBD	stick
.	SENT	.
JK	NN	JK
:	:	:
We	PP	we
had	VBD	have
a	DT	a
friend	NN	friend
.	SENT	.
He	PP	he
ran	VBD	run
an	DT	an
NGO	NN	Ngo
in	IN	in
Vila	NP	Vila
Cruzeiro	NN	cruzeiro
.	SENT	.
His	PP$	his
name	NN	name
was	VBD	be
Nanko	NP	<unknown>
,	,	,
and	CC	and
he	PP	he
also	RB	also
liked	VBD	like
the	DT	the
idea	NN	idea
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
everybody	NN	everybody
here	RB	here
would	MD	would
pretty	RB	pretty
much	RB	much
love	VBP	love
to	TO	to
have	VB	have
their	PP$	their
houses	NNS	house
plastered	VBN	plaster
and	CC	and
painted	VBN	paint
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
when	WRB	when
a	DT	a
house	NN	house
is	VBZ	be
finished	VBN	finish
.	SENT	.
"	``	"
So	RB	so
he	PP	he
introduced	VBD	introduce
us	PP	us
to	TO	to
the	DT	the
right	JJ	right
people	NNS	people
,	,	,
and	CC	and
Vitor	NP	<unknown>
and	CC	and
Maurinho	NP	<unknown>
became	VBD	become
our	PP$	our
crew	NN	crew
.	SENT	.
We	PP	we
picked	VBD	pick
three	CD	three
houses	NNS	house
in	IN	in
the	DT	the
center	NN	center
of	IN	of
the	DT	the
community	NN	community
and	CC	and
we	PP	we
start	VBP	start
here	RB	here
.	SENT	.
We	PP	we
made	VBD	make
a	DT	a
few	JJ	few
designs	NNS	design
,	,	,
and	CC	and
everybody	NN	everybody
liked	VBD	like
this	DT	this
design	NN	design
of	IN	of
a	DT	a
boy	NN	boy
flying	VBG	fly
a	DT	a
kite	NN	kite
the	DT	the
best	JJS	good
.	SENT	.
So	RB	so
we	PP	we
started	VBD	start
painting	NN	painting
,	,	,
and	CC	and
the	DT	the
first	JJ	first
thing	NN	thing
we	PP	we
did	VBD	do
was	VBD	be
to	TO	to
paint	VB	paint
everything	NN	everything
blue	NN	blue
,	,	,
and	CC	and
we	PP	we
thought	VBD	think
that	IN	that
looked	VBN	look
already	RB	already
pretty	RB	pretty
good	JJ	good
.	SENT	.
But	CC	but
they	PP	they
hated	VBD	hate
it	PP	it
.	SENT	.
The	DT	the
people	NNS	people
who	WP	who
lived	VBD	live
there	RB	there
really	RB	really
hated	VBN	hate
it	PP	it
.	SENT	.
They	PP	they
said	VBD	say
,	,	,
"	``	"
What	WP	what
did	VBD	do
you	PP	you
do	VBP	do
?	SENT	?
You	PP	you
painted	VBD	paint
our	PP$	our
house	NN	house
in	IN	in
exactly	RB	exactly
the	DT	the
same	JJ	same
color	NN	color
as	IN	as
the	DT	the
police	NN	police
station	NN	station
.	SENT	.
"	''	"
In	IN	in
a	DT	a
favela	NP	favela
,	,	,
that	WDT	that
is	VBZ	be
not	RB	not
a	DT	a
good	JJ	good
thing	NN	thing
.	SENT	.
Also	RB	also
the	DT	the
same	JJ	same
color	NN	color
as	IN	as
the	DT	the
prison	NN	prison
cell	NN	cell
.	SENT	.
So	RB	so
we	PP	we
quickly	RB	quickly
went	VBD	go
ahead	RB	ahead
and	CC	and
we	PP	we
painted	VBD	paint
the	DT	the
boy	NN	boy
,	,	,
and	CC	and
then	RB	then
we	PP	we
thought	VBD	think
we	PP	we
were	VBD	be
finished	VBN	finish
,	,	,
we	PP	we
were	VBD	be
really	RB	really
happy	JJ	happy
,	,	,
but	CC	but
still	RB	still
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
good	JJ	good
because	IN	because
the	DT	the
little	JJ	little
kids	NNS	kid
started	VBD	start
coming	VBG	come
up	RP	up
to	TO	to
us	PP	us
,	,	,
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
boy	NN	boy
flying	VBG	fly
the	DT	the
kite	NN	kite
,	,	,
but	CC	but
where	WRB	where
is	VBZ	be
his	PP$	his
kite	NN	kite
?	SENT	?
"	''	"
We	PP	we
said	VBD	say
,	,	,
"	``	"
Uh	UH	uh
,	,	,
it	PP	it
'	POS	'
s	NN	S
art	NN	art
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
you	PP	you
have	VBP	have
to	TO	to
imagine	VB	imagine
the	DT	the
kite	NN	kite
.	SENT	.
"	``	"
And	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
No	UH	no
,	,	,
no	UH	no
,	,	,
no	UH	no
,	,	,
we	PP	we
want	VBP	want
to	TO	to
see	VB	see
the	DT	the
kite	NN	kite
.	SENT	.
"	``	"
So	IN	so
we	PP	we
quickly	RB	quickly
installed	VBD	install
a	DT	a
kite	NN	kite
way	NN	way
up	RB	up
high	JJ	high
on	IN	on
the	DT	the
hill	NN	hill
,	,	,
so	RB	so
that	IN	that
you	PP	you
could	MD	could
see	VB	see
the	DT	the
boy	NN	boy
flying	VBG	fly
the	DT	the
kite	NN	kite
and	CC	and
you	PP	you
could	MD	could
actually	RB	actually
see	VB	see
a	DT	a
kite	NN	kite
.	SENT	.
So	IN	so
the	DT	the
local	JJ	local
news	NN	news
started	VBD	start
writing	VBG	write
about	IN	about
it	PP	it
,	,	,
which	WDT	which
was	VBD	be
great	JJ	great
,	,	,
and	CC	and
then	RB	then
even	RB	even
The	DT	the
Guardian	NP	Guardian
wrote	VBD	write
about	IN	about
it	PP	it
:	:	:
"	``	"
Notorious	JJ	notorious
slum	NN	slum
becomes	VBZ	become
open-air	JJ	open-air
gallery	NN	gallery
.	SENT	.
"	''	"
JK	NN	JK
:	:	:
So	RB	so
,	,	,
encouraged	VBN	encourage
by	IN	by
this	DT	this
success	NN	success
,	,	,
we	PP	we
went	VBD	go
back	RB	back
to	TO	to
Rio	NP	Rio
for	IN	for
a	DT	a
second	JJ	second
project	NN	project
,	,	,
and	CC	and
we	PP	we
stumbled	VBD	stumble
upon	IN	upon
this	DT	this
street	NN	street
.	SENT	.
It	PP	it
was	VBD	be
covered	VBN	cover
in	IN	in
concrete	NN	concrete
to	TO	to
prevent	VB	prevent
mudslides	NNS	mudslide
,	,	,
and	CC	and
somehow	RB	somehow
we	PP	we
saw	VBD	see
a	DT	a
sort	NN	sort
of	IN	of
river	NN	river
in	IN	in
it	PP	it
,	,	,
and	CC	and
we	PP	we
imagined	VBD	imagine
this	DT	this
river	NN	river
to	TO	to
be	VB	be
a	DT	a
river	NN	river
in	IN	in
Japanese	JJ	Japanese
style	NN	style
with	IN	with
koi	NNS	koi
carp	VBP	carp
swimming	VBG	swim
upstream	RB	upstream
.	SENT	.
So	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
paint	VB	paint
that	DT	that
river	NN	river
,	,	,
and	CC	and
we	PP	we
invited	VBD	invite
Rob	NP	Rob
Admiraal	NP	<unknown>
,	,	,
who	WP	who
is	VBZ	be
a	DT	a
tattoo	NN	tattoo
artist	NN	artist
,	,	,
and	CC	and
he	PP	he
specialized	VBD	specialize
in	IN	in
the	DT	the
Japanese	JJ	Japanese
style	NN	style
.	SENT	.
So	RB	so
little	RB	little
did	VBD	do
we	PP	we
know	VBP	know
that	IN	that
we	PP	we
would	MD	would
spend	VB	spend
almost	RB	almost
an	DT	an
entire	JJ	entire
year	NN	year
painting	VBG	paint
that	DT	that
river	NN	river
,	,	,
together	RB	together
with	IN	with
Geovani	NP	<unknown>
and	CC	and
Robinho	NP	<unknown>
and	CC	and
Vitor	NP	<unknown>
,	,	,
who	WP	who
lived	VBD	live
nearby	RB	nearby
.	SENT	.
And	CC	and
we	PP	we
even	RB	even
moved	VBD	move
into	IN	into
the	DT	the
neighborhood	NN	neighborhood
when	WRB	when
one	CD	one
of	IN	of
the	DT	the
guys	NNS	guy
that	WDT	that
lived	VBD	live
on	IN	on
the	DT	the
street	NN	street
,	,	,
Elias	NP	Elias
,	,	,
told	VBD	tell
us	PP	us
that	IN	that
we	PP	we
could	MD	could
come	VB	come
and	CC	and
live	VB	live
in	IN	in
his	PP$	his
house	NN	house
,	,	,
together	RB	together
with	IN	with
his	PP$	his
family	NN	family
,	,	,
which	WDT	which
was	VBD	be
fantastic	JJ	fantastic
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
during	IN	during
that	DT	that
time	NN	time
,	,	,
another	DT	another
war	NN	war
broke	VBD	break
out	RP	out
between	IN	between
the	DT	the
police	NN	police
and	CC	and
the	DT	the
drug	NN	drug
gangs	NNS	gang
.	SENT	.
We	PP	we
learned	VBD	learn
that	IN	that
during	IN	during
those	DT	those
times	NNS	time
,	,	,
people	NNS	people
in	IN	in
communities	NNS	community
really	RB	really
stick	VBP	stick
together	RB	together
during	IN	during
these	DT	these
times	NNS	time
of	IN	of
hardship	NN	hardship
,	,	,
but	CC	but
we	PP	we
also	RB	also
learned	VBD	learn
a	DT	a
very	RB	very
important	JJ	important
element	NN	element
,	,	,
the	DT	the
importance	NN	importance
of	IN	of
barbecues	NNS	barbecue
.	SENT	.
Because	RB	because
,	,	,
when	WRB	when
you	PP	you
throw	VBP	throw
a	DT	a
barbecue	NN	barbecue
,	,	,
it	PP	it
turns	VBZ	turn
you	PP	you
from	IN	from
a	DT	a
guest	NN	guest
into	IN	into
a	DT	a
host	NN	host
,	,	,
so	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
throw	VB	throw
one	CD	one
almost	RB	almost
every	DT	every
other	JJ	other
week	NN	week
,	,	,
and	CC	and
we	PP	we
got	VBD	get
to	TO	to
know	VB	know
everybody	NN	everybody
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
.	SENT	.
JK	NN	JK
:	:	:
We	PP	we
still	RB	still
had	VBD	have
this	DT	this
idea	NN	idea
of	IN	of
the	DT	the
hill	NN	hill
,	,	,
though	RB	though
.	SENT	.
DU	FW	du
:	:	:
Yeah	RB	yeah
,	,	,
yeah	RB	yeah
,	,	,
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
the	DT	the
scale	NN	scale
of	IN	of
this	DT	this
,	,	,
because	IN	because
this	DT	this
painting	NN	painting
was	VBD	be
incredibly	RB	incredibly
big	JJ	big
,	,	,
and	CC	and
it	PP	it
was	VBD	be
insanely	RB	insanely
detailed	JJ	detailed
,	,	,
and	CC	and
this	DT	this
process	NN	process
almost	RB	almost
drove	VBD	drive
us	PP	us
completely	RB	completely
insane	JJ	insane
ourselves	PP	ourselves
.	SENT	.
But	CC	but
we	PP	we
figured	VBD	figure
that	IN	that
maybe	RB	maybe
,	,	,
during	IN	during
this	DT	this
process	NN	process
,	,	,
all	PDT	all
the	DT	the
time	NN	time
that	IN	that
we	PP	we
had	VBD	have
spent	VBN	spend
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
was	VBD	be
maybe	RB	maybe
actually	RB	actually
even	RB	even
more	RBR	more
important	JJ	important
than	IN	than
the	DT	the
painting	NN	painting
itself	PP	itself
.	SENT	.
JK	NN	JK
:	:	:
So	RB	so
after	IN	after
all	PDT	all
that	DT	that
time	NN	time
,	,	,
this	DT	this
hill	NN	hill
,	,	,
this	DT	this
idea	NN	idea
was	VBD	be
still	RB	still
there	RB	there
,	,	,
and	CC	and
we	PP	we
started	VBD	start
to	TO	to
make	VB	make
sketches	NNS	sketch
,	,	,
models	NNS	model
,	,	,
and	CC	and
we	PP	we
figured	VBD	figure
something	NN	something
out	RP	out
.	SENT	.
We	PP	we
figured	VBD	figure
that	IN	that
our	PP$	our
ideas	NNS	idea
,	,	,
our	PP$	our
designs	NNS	design
had	VBD	have
to	TO	to
be	VB	be
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
simple	JJ	simple
than	IN	than
that	DT	that
last	JJ	last
project	NN	project
so	RB	so
that	IN	that
we	PP	we
could	MD	could
paint	VB	paint
with	IN	with
more	JJR	more
people	NNS	people
and	CC	and
cover	VB	cover
more	JJR	more
houses	NNS	house
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
And	CC	and
we	PP	we
had	VBD	have
an	DT	an
opportunity	NN	opportunity
to	TO	to
try	VB	try
that	IN	that
out	RB	out
in	IN	in
a	DT	a
community	NN	community
in	IN	in
the	DT	the
central	JJ	central
part	NN	part
of	IN	of
Rio	NP	Rio
,	,	,
which	WDT	which
is	VBZ	be
called	VBN	call
Santa	NP	Santa
Marta	NP	Marta
,	,	,
and	CC	and
we	PP	we
made	VBD	make
a	DT	a
design	NN	design
for	IN	for
this	DT	this
place	NN	place
which	WDT	which
looked	VBD	look
like	IN	like
this	DT	this
,	,	,
and	CC	and
then	RB	then
we	PP	we
got	VBD	get
people	NNS	people
to	TO	to
go	VB	go
along	RP	along
with	IN	with
it	PP	it
because	RB	because
turns	VBZ	turn
out	RP	out
that	IN	that
if	IN	if
your	PP$	your
idea	NN	idea
is	VBZ	be
ridiculously	RB	ridiculously
big	JJ	big
,	,	,
it	PP	it
'	POS	'
s	NN	S
easier	RBR	easier
to	TO	to
get	VB	get
people	NNS	people
to	TO	to
go	VB	go
along	RP	along
with	IN	with
this	DT	this
.	SENT	.
And	CC	and
the	DT	the
people	NNS	people
of	IN	of
Santa	NP	Santa
Marta	NP	Marta
got	VBD	get
together	RB	together
and	CC	and
in	IN	in
a	DT	a
little	JJ	little
over	IN	over
a	DT	a
month	NN	month
they	PP	they
turned	VBD	turn
that	IN	that
square	JJ	square
into	IN	into
this	DT	this
.	SENT	.
And	CC	and
this	DT	this
image	NN	image
somehow	RB	somehow
went	VBD	go
all	DT	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
DU	FW	du
:	:	:
So	RB	so
then	RB	then
we	PP	we
received	VBD	receive
an	DT	an
unexpected	JJ	unexpected
phone	NN	phone
call	NN	call
from	IN	from
the	DT	the
Philadelphia	NP	Philadelphia
Mural	NN	mural
Arts	NP	Arts
Program	NP	Program
,	,	,
and	CC	and
they	PP	they
had	VBD	have
this	DT	this
question	NN	question
if	IN	if
this	DT	this
idea	NN	idea
,	,	,
our	PP$	our
approach	NN	approach
,	,	,
if	IN	if
this	DT	this
would	MD	would
actually	RB	actually
work	VB	work
in	IN	in
North	NP	North
Philly	NP	Philly
,	,	,
which	WDT	which
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
poorest	JJS	poor
neighborhoods	NNS	neighborhood
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
So	RB	so
we	PP	we
immediately	RB	immediately
said	VBD	say
yes	UH	yes
.	SENT	.
We	PP	we
had	VBD	have
no	DT	no
idea	NN	idea
how	WRB	how
,	,	,
but	CC	but
it	PP	it
seemed	VBD	seem
like	IN	like
a	DT	a
very	RB	very
interesting	JJ	interesting
challenge	NN	challenge
,	,	,
so	RB	so
we	PP	we
did	VBD	do
exactly	RB	exactly
the	DT	the
same	JJ	same
as	IN	as
we	PP	we
did	VBD	do
in	IN	in
Rio	NP	Rio
,	,	,
and	CC	and
we	PP	we
moved	VBD	move
into	IN	into
the	DT	the
neighborhood	NN	neighborhood
and	CC	and
started	VBD	start
barbecuing	VBG	barbecue
.	SENT	.
So	IN	so
the	DT	the
project	NN	project
took	VBD	take
almost	RB	almost
two	CD	two
years	NNS	year
to	TO	to
complete	VB	complete
,	,	,
and	CC	and
we	PP	we
made	VBD	make
individual	JJ	individual
designs	NNS	design
for	IN	for
every	DT	every
single	JJ	single
house	NN	house
on	IN	on
the	DT	the
avenue	NN	avenue
that	IN	that
we	PP	we
painted	VBD	paint
,	,	,
and	CC	and
we	PP	we
made	VBD	make
these	DT	these
designs	NNS	design
together	RB	together
with	IN	with
the	DT	the
local	JJ	local
store	NN	store
owners	NNS	owner
,	,	,
the	DT	the
building	NN	building
owners	NNS	owner
,	,	,
and	CC	and
a	DT	a
team	NN	team
of	IN	of
about	RB	about
a	DT	a
dozen	NN	dozen
young	JJ	young
men	NNS	man
and	CC	and
women	NNS	woman
.	SENT	.
They	PP	they
were	VBD	be
hired	VBN	hire
,	,	,
and	CC	and
then	RB	then
they	PP	they
were	VBD	be
trained	VBN	train
as	IN	as
painters	NNS	painter
,	,	,
and	CC	and
together	RB	together
they	PP	they
transformed	VBD	transform
their	PP$	their
own	JJ	own
neighborhood	NN	neighborhood
,	,	,
the	DT	the
whole	JJ	whole
street	NN	street
,	,	,
into	IN	into
a	DT	a
giant	JJ	giant
patchwork	NN	patchwork
of	IN	of
color	NN	color
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
end	NN	end
,	,	,
the	DT	the
city	NN	city
of	IN	of
Philadelphia	NP	Philadelphia
thanked	VBD	thank
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
them	PP	them
and	CC	and
gave	VBD	give
them	PP	them
a	DT	a
merit	NN	merit
for	IN	for
their	PP$	their
accomplishment	NN	accomplishment
.	SENT	.
JK	NN	JK
:	:	:
So	RB	so
now	RB	now
we	PP	we
had	VBD	have
painted	VBN	paint
a	DT	a
whole	JJ	whole
street	NN	street
.	SENT	.
How	WRB	how
about	RB	about
we	PP	we
do	VBP	do
this	DT	this
whole	JJ	whole
hill	NN	hill
now	RB	now
?	SENT	?
We	PP	we
started	VBD	start
looking	VBG	look
for	IN	for
funding	NN	funding
,	,	,
but	CC	but
instead	RB	instead
,	,	,
we	PP	we
just	RB	just
ran	VBD	run
into	IN	into
questions	NNS	question
,	,	,
like	VB	like
,	,	,
how	WRB	how
many	JJ	many
houses	NNS	house
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
paint	VB	paint
?	SENT	?
How	WRB	how
many	JJ	many
square	JJ	square
meters	NNS	meter
is	VBZ	be
that	RB	that
?	SENT	?
How	WRB	how
much	JJ	much
paint	NN	paint
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
use	VB	use
,	,	,
and	CC	and
how	WRB	how
many	JJ	many
people	NNS	people
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
employ	VB	employ
?	SENT	?
And	CC	and
we	PP	we
did	VBD	do
try	VB	try
for	IN	for
years	NNS	year
to	TO	to
write	VB	write
plans	NNS	plan
for	IN	for
the	DT	the
funding	NN	funding
and	CC	and
answer	VB	answer
all	PDT	all
those	DT	those
questions	NNS	question
,	,	,
but	CC	but
then	RB	then
we	PP	we
thought	VBD	think
,	,	,
in	IN	in
order	NN	order
to	TO	to
answer	VB	answer
all	PDT	all
those	DT	those
questions	NNS	question
,	,	,
you	PP	you
have	VBP	have
to	TO	to
know	VB	know
exactly	RB	exactly
what	WP	what
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
before	IN	before
you	PP	you
actually	RB	actually
get	VBP	get
there	RB	there
and	CC	and
start	VB	start
.	SENT	.
And	CC	and
maybe	RB	maybe
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
mistake	NN	mistake
to	TO	to
think	VB	think
like	IN	like
that	DT	that
.	SENT	.
It	PP	it
would	MD	would
lose	VB	lose
some	DT	some
of	IN	of
the	DT	the
magic	NN	magic
that	IN	that
we	PP	we
had	VBD	have
learned	VBN	learn
about	RB	about
that	IN	that
if	IN	if
you	PP	you
go	VBP	go
somewhere	RB	somewhere
and	CC	and
you	PP	you
spend	VBP	spend
time	NN	time
there	RB	there
,	,	,
you	PP	you
can	MD	can
let	VB	let
the	DT	the
project	NN	project
grow	VB	grow
organically	RB	organically
and	CC	and
have	VB	have
a	DT	a
life	NN	life
of	IN	of
its	PP$	its
own	JJ	own
.	SENT	.
DU	FW	du
:	:	:
So	RB	so
what	WP	what
we	PP	we
did	VBD	do
is	VBZ	be
we	PP	we
decided	VBD	decide
to	TO	to
take	VB	take
this	DT	this
plan	NN	plan
and	CC	and
strip	VB	strip
it	PP	it
away	RP	away
from	IN	from
all	PDT	all
the	DT	the
numbers	NNS	number
and	CC	and
all	PDT	all
the	DT	the
ideas	NNS	idea
and	CC	and
presumptions	NNS	presumption
and	CC	and
just	RB	just
go	VB	go
back	RB	back
to	TO	to
the	DT	the
base	NN	base
idea	NN	idea
,	,	,
which	WDT	which
was	VBD	be
to	TO	to
transform	VB	transform
this	DT	this
hill	NN	hill
into	IN	into
a	DT	a
giant	JJ	giant
work	NN	work
of	IN	of
art	NN	art
.	SENT	.
And	CC	and
instead	RB	instead
of	IN	of
looking	VBG	look
for	IN	for
funding	NN	funding
,	,	,
we	PP	we
started	VBD	start
a	DT	a
crowdfunding	NN	crowdfunding
campaign	NN	campaign
,	,	,
and	CC	and
in	IN	in
a	DT	a
little	JJ	little
over	IN	over
a	DT	a
month	NN	month
,	,	,
more	JJR	more
than	IN	than
1	CD	@card@
,	,	,
500	CD	@card@
people	NNS	people
put	VBN	put
together	RB	together
and	CC	and
donated	VBN	donate
over	IN	over
100	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
.	SENT	.
So	RB	so
for	IN	for
us	PP	us
,	,	,
this	DT	this
was	VBD	be
an	DT	an
amazing	JJ	amazing
moment	NN	moment
,	,	,
because	IN	because
now	RB	now
—	:	-
�	NN	<unknown>
—	:	-
because	IN	because
now	RB	now
we	PP	we
finally	RB	finally
had	VBD	have
the	DT	the
freedom	NN	freedom
to	TO	to
use	VB	use
all	PDT	all
the	DT	the
lessons	NNS	lesson
that	IN	that
we	PP	we
had	VBD	have
learned	VBN	learn
and	CC	and
create	VB	create
a	DT	a
project	NN	project
that	WDT	that
was	VBD	be
built	VBN	build
the	DT	the
same	JJ	same
way	NN	way
that	IN	that
the	DT	the
favela	NP	favela
was	VBD	be
built	VBN	build
,	,	,
from	IN	from
the	DT	the
ground	NN	ground
on	IN	on
up	RB	up
,	,	,
bottom	JJ	bottom
up	RP	up
,	,	,
with	IN	with
no	DT	no
master	NN	master
plan	NN	plan
.	SENT	.
JK	NN	JK
:	:	:
So	RB	so
we	PP	we
went	VBD	go
back	RB	back
,	,	,
and	CC	and
we	PP	we
