Hi	UH	hi
with	IN	with
my	PP$	my
husband	NN	husband
,	,	,
who	WP	who
juggles	VBZ	juggle
several	JJ	several
jobs	NNS	job
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
opened	VBD	open
a	DT	a
small	JJ	small
bookshop	NN	bookshop
.	SENT	.
Other	JJ	other
people	NNS	people
do	VBP	do
all	DT	all
sorts	NNS	sort
of	IN	of
jobs	NNS	job
to	TO	to
get	VB	get
by	IN	by
.	SENT	.
When	WRB	when
I	PP	I
look	VBP	look
at	IN	at
my	PP$	my
destroyed	VBN	destroy
city	NN	city
,	,	,
of	IN	of
course	NN	course
,	,	,
I	PP	I
ask	VBP	ask
myself	PP	myself
:	:	:
What	WP	what
has	VBZ	have
led	VBN	lead
to	TO	to
this	DT	this
senseless	JJ	senseless
war	NN	war
?	SENT	?
Syria	NP	Syria
was	VBD	be
largely	RB	largely
a	DT	a
place	NN	place
of	IN	of
tolerance	NN	tolerance
,	,	,
historically	RB	historically
accustomed	VBN	accustom
to	TO	to
variety	NN	variety
,	,	,
accommodating	VBG	accommodate
a	DT	a
wide	JJ	wide
range	NN	range
of	IN	of
beliefs	NNS	belief
,	,	,
origins	NNS	origin
,	,	,
customs	NNS	custom
,	,	,
goods	NNS	good
,	,	,
food	NN	food
.	SENT	.
How	WRB	how
did	VBD	do
my	PP$	my
country	NN	country
—	:	-
a	DT	a
country	NN	country
with	IN	with
communities	NNS	community
living	VBG	live
harmoniously	RB	harmoniously
together	RB	together
and	CC	and
comfortable	JJ	comfortable
in	IN	in
discussing	VBG	discuss
their	PP$	their
differences	NNS	difference
—	:	-
how	WRB	how
did	VBD	do
it	PP	it
degenerate	VB	degenerate
into	IN	into
civil	JJ	civil
war	NN	war
,	,	,
violence	NN	violence
,	,	,
displacement	NN	displacement
and	CC	and
unprecedented	JJ	unprecedented
sectarian	JJ	sectarian
hatred	NN	hatred
?	SENT	?
There	EX	there
were	VBD	be
many	JJ	many
reasons	NNS	reason
that	WDT	that
had	VBD	have
led	VBN	lead
to	TO	to
the	DT	the
war	NN	war
—	:	-
social	JJ	social
,	,	,
political	JJ	political
and	CC	and
economic	JJ	economic
.	SENT	.
They	PP	they
all	RB	all
have	VBP	have
played	VBN	play
their	PP$	their
role	NN	role
.	SENT	.
But	CC	but
I	PP	I
believe	VBP	believe
there	EX	there
is	VBZ	be
one	CD	one
key	JJ	key
reason	NN	reason
that	WDT	that
has	VBZ	have
been	VBN	be
overlooked	VBN	overlook
and	CC	and
which	WDT	which
is	VBZ	be
important	JJ	important
to	TO	to
analyze	VB	analyze
,	,	,
because	IN	because
from	IN	from
it	PP	it
will	MD	will
largely	RB	largely
depend	VB	depend
whether	IN	whether
we	PP	we
can	MD	can
make	VB	make
sure	JJ	sure
that	IN	that
this	DT	this
doesn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
again	RB	again
.	SENT	.
And	CC	and
that	DT	that
reason	NN	reason
is	VBZ	be
architecture	NN	architecture
.	SENT	.
Architecture	NN	architecture
in	IN	in
my	PP$	my
country	NN	country
has	VBZ	have
played	VBN	play
an	DT	an
important	JJ	important
role	NN	role
in	IN	in
creating	VBG	create
,	,	,
directing	VBG	direct
and	CC	and
amplifying	VBG	amplify
conflict	NN	conflict
between	IN	between
warring	VBG	war
factions	NNS	faction
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
probably	RB	probably
true	JJ	true
for	IN	for
other	JJ	other
countries	NNS	country
as	IN	as
well	RB	well
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
sure	JJ	sure
correspondence	NN	correspondence
between	IN	between
the	DT	the
architecture	NN	architecture
of	IN	of
a	DT	a
place	NN	place
and	CC	and
the	DT	the
character	NN	character
of	IN	of
the	DT	the
community	NN	community
that	WDT	that
has	VBZ	have
settled	VBN	settle
there	RB	there
.	SENT	.
Architecture	NN	architecture
plays	VBZ	play
a	DT	a
key	JJ	key
role	NN	role
in	IN	in
whether	IN	whether
a	DT	a
community	NN	community
crumbles	VBZ	crumble
or	CC	or
comes	VBZ	come
together	RB	together
.	SENT	.
Syrian	JJ	Syrian
society	NN	society
has	VBZ	have
long	RB	long
lived	VBN	live
the	DT	the
coexistence	NN	coexistence
of	IN	of
different	JJ	different
traditions	NNS	tradition
and	CC	and
backgrounds	NNS	background
.	SENT	.
Syrians	NNS	Syrian
have	VBP	have
experienced	VBN	experience
the	DT	the
prosperity	NN	prosperity
of	IN	of
open	JJ	open
trade	NN	trade
and	CC	and
sustainable	JJ	sustainable
communities	NNS	community
.	SENT	.
They	PP	they
have	VBP	have
enjoyed	VBN	enjoy
the	DT	the
true	JJ	true
meaning	NN	meaning
of	IN	of
belonging	VBG	belong
to	TO	to
a	DT	a
place	NN	place
,	,	,
and	CC	and
that	WDT	that
was	VBD	be
reflected	VBN	reflect
in	IN	in
their	PP$	their
built	VBN	build
environment	NN	environment
,	,	,
in	IN	in
the	DT	the
mosques	NNS	mosque
and	CC	and
churches	NNS	church
built	VBD	build
back-to-back	JJ	back-to-back
,	,	,
in	IN	in
the	DT	the
interwoven	VBN	interweave
souks	NNS	<unknown>
and	CC	and
public	JJ	public
venues	NNS	venue
,	,	,
and	CC	and
the	DT	the
proportions	NNS	proportion
and	CC	and
sizes	NNS	size
based	VBN	base
on	IN	on
principles	NNS	principle
of	IN	of
humanity	NN	humanity
and	CC	and
harmony	NN	harmony
.	SENT	.
This	DT	this
architecture	NN	architecture
of	IN	of
mixity	NN	<unknown>
can	MD	can
still	RB	still
be	VB	be
read	VBN	read
in	IN	in
the	DT	the
remains	VBZ	remain
.	SENT	.
The	DT	the
old	JJ	old
Islamic	JJ	Islamic
city	NN	city
in	IN	in
Syria	NP	Syria
was	VBD	be
built	VBN	build
over	IN	over
a	DT	a
multilayered	VBN	multilayer
past	NN	past
,	,	,
integrating	VBG	integrate
with	IN	with
it	PP	it
and	CC	and
embracing	VBG	embrace
its	PP$	its
spirit	NN	spirit
.	SENT	.
So	RB	so
did	VBD	do
its	PP$	its
communities	NNS	community
.	SENT	.
People	NNS	people
lived	VBD	live
and	CC	and
worked	VBD	work
with	IN	with
each	DT	each
other	JJ	other
in	IN	in
a	DT	a
place	NN	place
that	WDT	that
gave	VBD	give
them	PP	them
a	DT	a
sense	NN	sense
of	IN	of
belonging	VBG	belong
and	CC	and
made	VBD	make
them	PP	them
feel	VBP	feel
at	IN	at
home	NN	home
.	SENT	.
They	PP	they
shared	VBD	share
a	DT	a
remarkably	RB	remarkably
unified	JJ	unified
existence	NN	existence
.	SENT	.
But	CC	but
over	IN	over
the	DT	the
last	JJ	last
century	NN	century
,	,	,
gradually	RB	gradually
this	DT	this
delicate	JJ	delicate
balance	NN	balance
of	IN	of
these	DT	these
places	NNS	place
has	VBZ	have
been	VBN	be
interfered	VBN	interfere
with	IN	with
;	:	;
first	RB	first
,	,	,
by	IN	by
the	DT	the
urban	JJ	urban
planners	NNS	planner
of	IN	of
the	DT	the
colonial	JJ	colonial
period	NN	period
,	,	,
when	WRB	when
the	DT	the
French	NP	French
went	VBD	go
enthusiastically	RB	enthusiastically
about	RB	about
,	,	,
transforming	VBG	transform
what	WP	what
they	PP	they
saw	VBD	see
as	IN	as
the	DT	the
un-	JJ	<unknown>
modern	JJ	modern
Syrian	JJ	Syrian
cities	NNS	city
.	SENT	.
They	PP	they
blew	VBD	blow
up	RP	up
city	NN	city
streets	NNS	street
and	CC	and
relocated	VBN	relocate
monuments	NNS	monument
.	SENT	.
They	PP	they
called	VBD	call
them	PP	them
improvements	NNS	improvement
,	,	,
and	CC	and
they	PP	they
were	VBD	be
the	DT	the
beginning	NN	beginning
of	IN	of
a	DT	a
long	JJ	long
,	,	,
slow	JJ	slow
unraveling	NN	unraveling
.	SENT	.
The	DT	the
traditional	JJ	traditional
urbanism	NN	urbanism
and	CC	and
architecture	NN	architecture
of	IN	of
our	PP$	our
cities	NNS	city
assured	VBD	assure
identity	NN	identity
and	CC	and
belonging	VBG	belong
not	RB	not
by	IN	by
separation	NN	separation
,	,	,
but	CC	but
by	IN	by
intertwining	VBG	intertwine
.	SENT	.
But	CC	but
over	IN	over
time	NN	time
,	,	,
the	DT	the
ancient	NN	ancient
became	VBD	become
worthless	JJ	worthless
,	,	,
and	CC	and
the	DT	the
new	JJ	new
,	,	,
coveted	JJ	coveted
.	SENT	.
The	DT	the
harmony	NN	harmony
of	IN	of
the	DT	the
built	VBN	build
environment	NN	environment
and	CC	and
social	JJ	social
environment	NN	environment
got	VBD	get
trampled	VBN	trample
over	RP	over
by	IN	by
elements	NNS	element
of	IN	of
modernity	NN	modernity
—	:	-
brutal	JJ	brutal
,	,	,
unfinished	JJ	unfinished
concrete	JJ	concrete
blocks	NNS	block
,	,	,
neglect	NN	neglect
,	,	,
aesthetic	JJ	aesthetic
devastation	NN	devastation
,	,	,
divisive	JJ	divisive
urbanism	NN	urbanism
that	WDT	that
zoned	VBD	zone
communities	NNS	community
by	IN	by
class	NN	class
,	,	,
creed	NN	creed
or	CC	or
affluence	NN	affluence
.	SENT	.
And	CC	and
the	DT	the
same	JJ	same
was	VBD	be
happening	VBG	happen
to	TO	to
the	DT	the
community	NN	community
.	SENT	.
As	IN	as
the	DT	the
shape	NN	shape
of	IN	of
the	DT	the
built	VBN	build
environment	NN	environment
changed	VBD	change
,	,	,
so	RB	so
the	DT	the
lifestyles	NNS	lifestyle
and	CC	and
sense	NN	sense
of	IN	of
belonging	VBG	belong
of	IN	of
the	DT	the
communities	NNS	community
also	RB	also
started	VBD	start
changing	VBG	change
.	SENT	.
From	IN	from
a	DT	a
register	NN	register
of	IN	of
togetherness	NN	togetherness
,	,	,
of	IN	of
belonging	NN	belonging
,	,	,
architecture	NN	architecture
became	VBD	become
a	DT	a
way	NN	way
of	IN	of
differentiation	NN	differentiation
,	,	,
and	CC	and
communities	NNS	community
started	VBD	start
drifting	VBG	drift
apart	RB	apart
from	IN	from
the	DT	the
very	JJ	very
fabric	NN	fabric
that	WDT	that
used	VBD	use
to	TO	to
unite	VB	unite
them	PP	them
,	,	,
and	CC	and
from	IN	from
the	DT	the
soul	NN	soul
of	IN	of
the	DT	the
place	NN	place
that	WDT	that
used	VBD	use
to	TO	to
represent	VB	represent
their	PP$	their
common	JJ	common
existence	NN	existence
.	SENT	.
While	IN	while
many	JJ	many
reasons	NNS	reason
had	VBD	have
led	VBN	lead
to	TO	to
the	DT	the
Syrian	JJ	Syrian
war	NN	war
,	,	,
we	PP	we
shouldn	NNS	<unknown>
'	POS	'
t	NN	t
underestimate	NN	underestimate
the	DT	the
way	NN	way
in	IN	in
which	WDT	which
,	,	,
by	IN	by
contributing	VBG	contribute
to	TO	to
the	DT	the
loss	NN	loss
of	IN	of
identity	NN	identity
and	CC	and
self-respect	NN	self-respect
,	,	,
urban	JJ	urban
zoning	NN	zoning
and	CC	and
misguided	JJ	misguided
,	,	,
inhumane	JJ	inhumane
architecture	NN	architecture
have	VBP	have
nurtured	VBN	nurture
sectarian	JJ	sectarian
divisions	NNS	division
and	CC	and
hatred	NN	hatred
.	SENT	.
Over	IN	over
time	NN	time
,	,	,
the	DT	the
united	VBN	unite
city	NN	city
has	VBZ	have
morphed	VBN	<unknown>
into	IN	into
a	DT	a
city	NN	city
center	NN	center
with	IN	with
ghettos	NNS	ghetto
along	IN	along
its	PP$	its
circumference	NN	circumference
.	SENT	.
And	CC	and
in	IN	in
turn	NN	turn
,	,	,
the	DT	the
coherent	JJ	coherent
communities	NNS	community
became	VBD	become
distinct	JJ	distinct
social	JJ	social
groups	NNS	group
,	,	,
alienated	VBN	alienate
from	IN	from
each	DT	each
other	JJ	other
and	CC	and
alienated	VBN	alienate
from	IN	from
the	DT	the
place	NN	place
.	SENT	.
From	IN	from
my	PP$	my
point	NN	point
of	IN	of
view	NN	view
,	,	,
losing	VBG	lose
the	DT	the
sense	NN	sense
of	IN	of
belonging	VBG	belong
to	TO	to
a	DT	a
place	NN	place
and	CC	and
a	DT	a
sense	NN	sense
of	IN	of
sharing	VBG	share
it	PP	it
with	IN	with
someone	NN	someone
else	RB	else
has	VBZ	have
made	VBN	make
it	PP	it
a	DT	a
lot	NN	lot
easier	RBR	easier
to	TO	to
destroy	VB	destroy
.	SENT	.
The	DT	the
clear	JJ	clear
example	NN	example
can	MD	can
be	VB	be
seen	VBN	see
in	IN	in
the	DT	the
informal	JJ	informal
housing	NN	housing
system	NN	system
,	,	,
which	WDT	which
used	VBD	use
to	TO	to
host	VB	host
,	,	,
before	IN	before
the	DT	the
war	NN	war
,	,	,
over	IN	over
40	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
population	NN	population
.	SENT	.
Yes	UH	yes
,	,	,
prior	RB	prior
to	TO	to
the	DT	the
war	NN	war
,	,	,
almost	RB	almost
half	NN	half
of	IN	of
the	DT	the
Syrian	JJ	Syrian
population	NN	population
lived	VBN	live
in	IN	in
slums	NNS	slum
,	,	,
peripheral	JJ	peripheral
areas	NNS	area
without	IN	without
proper	JJ	proper
infrastructure	NN	infrastructure
,	,	,
made	VBN	make
of	IN	of
endless	JJ	endless
rows	NNS	row
of	IN	of
bare	JJ	bare
block	NN	block
boxes	NNS	box
containing	VBG	contain
people	NNS	people
,	,	,
people	NNS	people
who	WP	who
mostly	RB	mostly
belonged	VBD	belong
to	TO	to
the	DT	the
same	JJ	same
group	NN	group
,	,	,
whether	IN	whether
based	VBN	base
on	IN	on
religion	NN	religion
,	,	,
class	NN	class
,	,	,
origin	NN	origin
or	CC	or
all	DT	all
of	IN	of
the	DT	the
above	JJ	above
.	SENT	.
This	DT	this
ghettoized	NN	<unknown>
urbanism	NN	urbanism
proved	VBD	prove
to	TO	to
be	VB	be
a	DT	a
tangible	JJ	tangible
precursor	NN	precursor
of	IN	of
war	NN	war
.	SENT	.
Conflict	NN	conflict
is	VBZ	be
much	RB	much
easier	JJR	easy
between	IN	between
pre-categorized	JJ	<unknown>
areas	NNS	area
—	:	-
where	WRB	where
the	DT	the
"	``	"
others	NNS	other
"	''	"
live	VBP	live
.	SENT	.
The	DT	the
ties	NNS	tie
that	WDT	that
used	VBD	use
to	TO	to
bind	VB	bind
the	DT	the
city	NN	city
together	RB	together
—	:	-
whether	IN	whether
they	PP	they
were	VBD	be
social	JJ	social
,	,	,
through	IN	through
coherent	JJ	coherent
building	NN	building
,	,	,
or	CC	or
economic	JJ	economic
,	,	,
through	IN	through
trade	NN	trade
in	IN	in
the	DT	the
souk	NN	souk
,	,	,
or	CC	or
religious	JJ	religious
,	,	,
through	IN	through
the	DT	the
coexistent	JJ	coexistent
presence	NN	presence
—	:	-
were	VBD	be
all	RB	all
lost	VBN	lose
in	IN	in
the	DT	the
misguided	JJ	misguided
and	CC	and
visionless	JJ	visionless
modernization	NN	modernization
of	IN	of
the	DT	the
built	VBN	build
environment	NN	environment
.	SENT	.
Allow	VB	allow
me	PP	me
an	DT	an
aside	RP	aside
.	SENT	.
When	WRB	when
I	PP	I
read	VBP	read
about	RB	about
heterogeneous	JJ	heterogeneous
urbanism	NN	urbanism
in	IN	in
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
,	,	,
involving	VBG	involve
ethnic	JJ	ethnic
neighborhoods	NNS	neighborhood
in	IN	in
British	JJ	British
cities	NNS	city
or	CC	or
around	IN	around
Paris	NP	Paris
or	CC	or
Brussels	NP	Brussels
,	,	,
I	PP	I
recognize	VBP	recognize
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
instability	NN	instability
we	PP	we
have	VBP	have
witnessed	VBN	witness
so	RB	so
disastrously	RB	disastrously
here	RB	here
in	IN	in
Syria	NP	Syria
.	SENT	.
We	PP	we
have	VBP	have
severely	RB	severely
destroyed	VBN	destroy
cities	NNS	city
,	,	,
such	JJ	such
as	IN	as
Homs	NP	Homs
,	,	,
Aleppo	NP	Aleppo
,	,	,
Daraa	NP	<unknown>
and	CC	and
many	JJ	many
others	NNS	other
,	,	,
and	CC	and
almost	RB	almost
half	JJ	half
of	IN	of
the	DT	the
population	NN	population
of	IN	of
the	DT	the
country	NN	country
is	VBZ	be
now	RB	now
displaced	VBN	displace
.	SENT	.
Hopefully	RB	hopefully
,	,	,
the	DT	the
war	NN	war
will	MD	will
end	VB	end
,	,	,
and	CC	and
the	DT	the
question	NN	question
that	IN	that
,	,	,
as	IN	as
an	DT	an
architect	NN	architect
,	,	,
I	PP	I
have	VBP	have
to	TO	to
ask	VB	ask
,	,	,
is	VBZ	be
:	:	:
How	WRB	how
do	VBP	do
we	PP	we
rebuild	VB	rebuild
?	SENT	?
What	WP	what
are	VBP	be
the	DT	the
principles	NNS	principle
that	IN	that
we	PP	we
should	MD	should
adopt	VB	adopt
in	IN	in
order	NN	order
to	TO	to
avoid	VB	avoid
repeating	VBG	repeat
the	DT	the
same	JJ	same
mistakes	NNS	mistake
?	SENT	?
From	IN	from
my	PP$	my
point	NN	point
of	IN	of
view	NN	view
,	,	,
the	DT	the
main	JJ	main
focus	NN	focus
should	MD	should
be	VB	be
on	IN	on
creating	VBG	create
places	NNS	place
that	WDT	that
make	VBP	make
their	PP$	their
people	NNS	people
feel	VBP	feel
they	PP	they
belong	VBP	belong
.	SENT	.
Architecture	NN	architecture
and	CC	and
planning	NN	planning
need	VBP	need
to	TO	to
recapture	VB	recapture
some	DT	some
of	IN	of
the	DT	the
traditional	JJ	traditional
values	NNS	value
that	WDT	that
did	VBD	do
just	RB	just
that	IN	that
,	,	,
creating	VBG	create
the	DT	the
conditions	NNS	condition
for	IN	for
coexistence	NN	coexistence
and	CC	and
peace	NN	peace
,	,	,
values	NNS	value
of	IN	of
beauty	NN	beauty
that	DT	that
don	NN	don
'	POS	'
t	NN	t
exhibit	NN	exhibit
ostentation	NN	ostentation
,	,	,
but	CC	but
rather	RB	rather
,	,	,
approachability	NN	approachability
and	CC	and
ease	VB	ease
,	,	,
moral	JJ	moral
values	NNS	value
that	WDT	that
promote	VBP	promote
generosity	NN	generosity
and	CC	and
acceptance	NN	acceptance
,	,	,
architecture	NN	architecture
that	WDT	that
is	VBZ	be
for	IN	for
everyone	NN	everyone
to	TO	to
enjoy	VB	enjoy
,	,	,
not	RB	not
just	RB	just
for	IN	for
the	DT	the
elite	NN	elite
,	,	,
just	RB	just
as	RB	as
used	VBN	use
to	TO	to
be	VB	be
in	IN	in
the	DT	the
shadowed	VBN	shadow
alleys	NNS	alley
of	IN	of
the	DT	the
old	JJ	old
Islamic	JJ	Islamic
city	NN	city
,	,	,
mixed	JJ	mixed
designs	NNS	design
that	WDT	that
encourage	VBP	encourage
a	DT	a
sense	NN	sense
of	IN	of
community	NN	community
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
neighborhood	NN	neighborhood
here	RB	here
in	IN	in
Homs	NP	Homs
that	WDT	that
'	POS	'
s	NN	S
called	VBD	call
Baba	NP	Baba
Amr	NP	Amr
that	WDT	that
has	VBZ	have
been	VBN	be
fully	RB	fully
destroyed	VBN	destroy
.	SENT	.
Almost	RB	almost
two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
introduced	VBD	introduce
this	DT	this
design	NN	design
into	IN	into
a	DT	a
UN-Habitat	NP	<unknown>
competition	NN	competition
for	IN	for
rebuilding	VBG	rebuild
it	PP	it
.	SENT	.
The	DT	the
idea	NN	idea
was	VBD	be
to	TO	to
create	VB	create
an	DT	an
urban	JJ	urban
fabric	NN	fabric
inspired	VBN	inspire
by	IN	by
a	DT	a
tree	NN	tree
,	,	,
capable	JJ	capable
of	IN	of
growing	VBG	grow
and	CC	and
spreading	VBG	spread
organically	RB	organically
,	,	,
echoing	VBG	echo
the	DT	the
traditional	JJ	traditional
bridge	NN	bridge
hanging	VBG	hang
over	IN	over
the	DT	the
old	JJ	old
alleys	NNS	alley
,	,	,
and	CC	and
incorporating	VBG	incorporate
apartments	NNS	apartment
,	,	,
private	JJ	private
courtyards	NNS	courtyard
,	,	,
shops	NNS	shop
,	,	,
workshops	NNS	workshop
,	,	,
places	NNS	place
for	IN	for
parking	NN	parking
and	CC	and
playing	NN	playing
and	CC	and
leisure	NN	leisure
,	,	,
trees	NNS	tree
and	CC	and
shaded	JJ	shaded
areas	NNS	area
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
far	RB	far
from	IN	from
perfect	JJ	perfect
,	,	,
obviously	RB	obviously
.	SENT	.
I	PP	I
drew	VBD	draw
it	PP	it
during	IN	during
the	DT	the
few	JJ	few
hours	NNS	hour
of	IN	of
electricity	NN	electricity
we	PP	we
get	VBP	get
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
many	JJ	many
possible	JJ	possible
ways	NNS	way
to	TO	to
express	VB	express
belonging	VBG	belong
and	CC	and
community	NN	community
through	IN	through
architecture	NN	architecture
.	SENT	.
But	CC	but
compare	VB	compare
it	PP	it
with	IN	with
the	DT	the
freestanding	JJ	freestanding
,	,	,
disconnected	JJ	disconnected
blocks	NNS	block
proposed	VBN	propose
by	IN	by
the	DT	the
official	JJ	official
project	NN	project
for	IN	for
rebuilding	VBG	rebuild
Baba	NP	Baba
Amr	NP	Amr
.	SENT	.
Architecture	NN	architecture
is	VBZ	be
not	RB	not
the	DT	the
axis	NN	axis
around	IN	around
which	WDT	which
all	DT	all
human	JJ	human
life	NN	life
rotates	VBZ	rotate
,	,	,
but	CC	but
it	PP	it
has	VBZ	have
the	DT	the
power	NN	power
to	TO	to
suggest	VB	suggest
and	CC	and
even	RB	even
direct	JJ	direct
human	JJ	human
activity	NN	activity
.	SENT	.
In	IN	in
that	DT	that
sense	NN	sense
,	,	,
settlement	NN	settlement
,	,	,
identity	NN	identity
and	CC	and
social	JJ	social
integration	NN	integration
are	VBP	be
all	RB	all
the	DT	the
producer	NN	producer
and	CC	and
product	NN	product
of	IN	of
effective	JJ	effective
urbanism	NN	urbanism
.	SENT	.
The	DT	the
coherent	JJ	coherent
urbanism	NN	urbanism
of	IN	of
the	DT	the
old	JJ	old
Islamic	JJ	Islamic
city	NN	city
and	CC	and
of	IN	of
many	JJ	many
old	JJ	old
European	JJ	European
towns	NNS	town
,	,	,
for	IN	for
instance	NN	instance
,	,	,
promote	VB	promote
integration	NN	integration
,	,	,
while	IN	while
rows	NNS	row
of	IN	of
soulless	JJ	soulless
housing	NN	housing
or	CC	or
tower	NN	tower
blocks	NNS	block
,	,	,
even	RB	even
when	WRB	when
they	PP	they
are	VBP	be
luxurious	JJ	luxurious
,	,	,
tend	VBP	tend
to	TO	to
promote	VB	promote
isolation	NN	isolation
and	CC	and
"	``	"
otherness	NN	otherness
.	SENT	.
"	``	"
Even	RB	even
simple	JJ	simple
things	NNS	thing
like	IN	like
shaded	JJ	shaded
places	NNS	place
or	CC	or
fruit	NN	fruit
plants	NNS	plant
or	CC	or
drinking	VBG	drink
water	NN	water
inside	IN	inside
the	DT	the
city	NN	city
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
how	WRB	how
people	NNS	people
feel	VBP	feel
towards	IN	towards
the	DT	the
place	NN	place
,	,	,
and	CC	and
whether	IN	whether
they	PP	they
consider	VBP	consider
it	PP	it
a	DT	a
generous	JJ	generous
place	NN	place
that	WDT	that
gives	VBZ	give
,	,	,
a	DT	a
place	NN	place
that	RB	that
'	POS	'
s	JJ	<unknown>
worth	NN	worth
keeping	VBG	keep
,	,	,
contributing	VBG	contribute
to	TO	to
,	,	,
or	CC	or
whether	IN	whether
they	PP	they
see	VBP	see
it	PP	it
as	IN	as
an	DT	an
alienating	JJ	alienating
place	NN	place
,	,	,
full	JJ	full
of	IN	of
seeds	NNS	seed
of	IN	of
anger	NN	anger
.	SENT	.
In	IN	in
order	NN	order
for	IN	for
a	DT	a
place	NN	place
to	TO	to
give	VB	give
,	,	,
its	PP$	its
architecture	NN	architecture
should	MD	should
be	VB	be
giving	VBG	give
,	,	,
too	RB	too
.	SENT	.
Our	PP$	our
built	VBN	build
environment	NN	environment
matters	NNS	matter
.	SENT	.
The	DT	the
fabric	NN	fabric
of	IN	of
our	PP$	our
cities	NNS	city
is	VBZ	be
reflected	VBN	reflect
in	IN	in
the	DT	the
fabric	NN	fabric
of	IN	of
our	PP$	our
souls	NNS	soul
.	SENT	.
And	CC	and
whether	IN	whether
in	IN	in
the	DT	the
shape	NN	shape
of	IN	of
