How	WRB	how
think	VBP	think
about	RB	about
that	RB	that
.	SENT	.
Think	VB	think
about	IN	about
this	DT	this
dog	NN	dog
here	RB	here
.	SENT	.
That	DT	that
might	MD	might
be	VB	be
us	PP	us
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
temptation	NN	temptation
—	:	-
I	PP	I
apologize	VBP	apologize
to	TO	to
all	DT	all
vegetarians	NNS	vegetarian
,	,	,
but	CC	but
—	:	-
Dogs	NNS	dog
do	VBP	do
like	IN	like
the	DT	the
bratwurst	NN	bratwurst
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
straight-up	JJ	straight-up
,	,	,
self-interested	JJ	self-interested
move	NN	move
here	RB	here
is	VBZ	be
to	TO	to
go	VB	go
for	IN	for
that	DT	that
.	SENT	.
So	IN	so
my	PP$	my
friend	NN	friend
Adam	NP	Adam
here	RB	here
might	MD	might
jump	VB	jump
up	RP	up
,	,	,
get	VB	get
the	DT	the
sausage	NN	sausage
and	CC	and
thereby	RB	thereby
ruin	VB	ruin
all	PDT	all
this	DT	this
beautiful	JJ	beautiful
tableware	NN	tableware
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NNS	<unknown>
not	RB	not
what	WP	what
Adam	NP	Adam
Smith	NP	Smith
meant	VBD	mean
.	SENT	.
He	PP	he
didn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
disregard	VB	disregard
all	DT	all
consequences	NNS	consequence
—	:	-
to	TO	to
the	DT	the
contrary	NN	contrary
.	SENT	.
He	PP	he
would	MD	would
have	VB	have
thought	VBN	think
,	,	,
well	RB	well
,	,	,
there	EX	there
may	MD	may
be	VB	be
negative	JJ	negative
consequences	NNS	consequence
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
owner	NN	owner
might	MD	might
be	VB	be
angry	JJ	angry
with	IN	with
the	DT	the
dog	NN	dog
and	CC	and
the	DT	the
dog	NN	dog
,	,	,
anticipating	VBG	anticipate
that	IN	that
,	,	,
might	MD	might
not	RB	not
behave	VB	behave
in	IN	in
this	DT	this
way	NN	way
.	SENT	.
That	DT	that
might	MD	might
be	VB	be
us	PP	us
,	,	,
weighing	VBG	weigh
the	DT	the
benefits	NNS	benefit
and	CC	and
costs	NNS	cost
of	IN	of
our	PP$	our
actions	NNS	action
.	SENT	.
How	WRB	how
does	VBZ	do
that	RB	that
play	VB	play
out	RP	out
?	SENT	?
Well	RB	well
,	,	,
many	JJ	many
of	IN	of
you	PP	you
,	,	,
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
,	,	,
have	VBP	have
in	IN	in
your	PP$	your
companies	NNS	company
,	,	,
especially	RB	especially
if	IN	if
it	PP	it
'	POS	'
s	NN	S
a	DT	a
large	JJ	large
company	NN	company
,	,	,
a	DT	a
code	NN	code
of	IN	of
conduct	NN	conduct
.	SENT	.
And	CC	and
then	RB	then
if	IN	if
you	PP	you
behave	VBP	behave
according	VBG	accord
to	TO	to
that	DT	that
code	NN	code
of	IN	of
conduct	NN	conduct
,	,	,
that	WDT	that
improves	VBZ	improve
your	PP$	your
chances	NNS	chance
of	IN	of
getting	VBG	get
a	DT	a
bonus	NN	bonus
payment	NN	payment
.	SENT	.
And	CC	and
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
if	IN	if
you	PP	you
disregard	VBP	disregard
it	PP	it
,	,	,
then	RB	then
there	EX	there
are	VBP	be
higher	JJR	high
chances	NNS	chance
of	IN	of
not	RB	not
getting	VBG	get
your	PP$	your
bonus	NN	bonus
or	CC	or
its	PP$	its
being	VBG	be
diminished	VBN	diminish
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
economic	JJ	economic
motivation	NN	motivation
of	IN	of
trying	VBG	try
to	TO	to
get	VB	get
people	NNS	people
to	TO	to
be	VB	be
more	RBR	more
honest	JJ	honest
,	,	,
or	CC	or
more	RBR	more
aligned	VBN	align
with	IN	with
the	DT	the
corporation	NN	corporation
'	POS	'
s	NN	S
principles	NNS	principle
.	SENT	.
Similarly	RB	similarly
,	,	,
reputation	NN	reputation
is	VBZ	be
a	DT	a
very	RB	very
powerful	JJ	powerful
economic	JJ	economic
force	NN	force
,	,	,
right	RB	right
?	SENT	?
We	PP	we
try	VBP	try
to	TO	to
build	VB	build
a	DT	a
reputation	NN	reputation
,	,	,
maybe	RB	maybe
for	IN	for
being	VBG	be
honest	JJ	honest
,	,	,
because	IN	because
then	JJ	then
people	NNS	people
trust	VBP	trust
us	PP	us
more	JJR	more
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
Right	RB	right
?	SENT	?
Adam	NP	Adam
Smith	NP	Smith
talked	VBD	talk
about	IN	about
the	DT	the
baker	NN	baker
who	WP	who
'	POS	'
s	NN	S
not	RB	not
producing	VBG	produce
good	JJ	good
bread	NN	bread
out	IN	out
of	IN	of
his	PP$	his
benevolence	NN	benevolence
for	IN	for
those	DT	those
people	NNS	people
who	WP	who
consume	VBP	consume
the	DT	the
bread	NN	bread
,	,	,
but	CC	but
because	IN	because
he	PP	he
wants	VBZ	want
to	TO	to
sell	VB	sell
more	RBR	more
future	JJ	future
bread	NN	bread
.	SENT	.
In	IN	in
my	PP$	my
research	NN	research
,	,	,
we	PP	we
find	VBP	find
,	,	,
for	IN	for
example	NN	example
,	,	,
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Zurich	NP	Zurich
,	,	,
that	WDT	that
Swiss	JJ	Swiss
banks	NNS	bank
who	WP	who
get	VBP	get
caught	VBN	catch
up	RP	up
in	IN	in
media	NNS	medium
,	,	,
and	CC	and
in	IN	in
the	DT	the
context	NN	context
,	,	,
for	IN	for
example	NN	example
,	,	,
of	IN	of
tax	NN	tax
evasion	NN	evasion
,	,	,
of	IN	of
tax	NN	tax
fraud	NN	fraud
,	,	,
have	VBP	have
bad	JJ	bad
media	NNS	medium
coverage	NN	coverage
.	SENT	.
They	PP	they
lose	VBP	lose
net	JJ	net
new	JJ	new
money	NN	money
in	IN	in
the	DT	the
future	NN	future
and	CC	and
therefore	RB	therefore
make	VB	make
lower	JJR	low
profits	NNS	profit
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
a	DT	a
very	RB	very
powerful	JJ	powerful
reputational	JJ	<unknown>
force	NN	force
.	SENT	.
Benefits	NNS	benefit
and	CC	and
costs	NNS	cost
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
another	DT	another
viewpoint	NN	viewpoint
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
Meet	NP	Meet
Immanuel	NP	Immanuel
Kant	NP	Kant
,	,	,
18th-century	JJ	18th-century
German	JJ	German
philosopher	NN	philosopher
superstar	NN	superstar
.	SENT	.
He	PP	he
developed	VBD	develop
this	DT	this
notion	NN	notion
that	IN	that
independent	JJ	independent
of	IN	of
the	DT	the
consequences	NNS	consequence
,	,	,
some	DT	some
actions	NNS	action
are	VBP	be
just	RB	just
right	JJ	right
and	CC	and
some	DT	some
are	VBP	be
just	RB	just
wrong	JJ	wrong
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
wrong	JJ	wrong
to	TO	to
lie	VB	lie
,	,	,
for	IN	for
example	NN	example
.	SENT	.
So	RB	so
,	,	,
meet	VB	meet
my	PP$	my
friend	NN	friend
Immanuel	NP	Immanuel
here	RB	here
.	SENT	.
He	PP	he
knows	VBZ	know
that	IN	that
the	DT	the
sausage	NN	sausage
is	VBZ	be
very	RB	very
tasty	JJ	tasty
,	,	,
but	CC	but
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
turn	VB	turn
away	RB	away
because	IN	because
he	PP	he
'	POS	'
s	NN	S
a	DT	a
good	JJ	good
dog	NN	dog
.	SENT	.
He	PP	he
knows	VBZ	know
it	PP	it
'	''	'
s	NNS	<unknown>
wrong	JJ	wrong
to	TO	to
jump	VB	jump
up	RP	up
and	CC	and
risk	NN	risk
ruining	VBG	ruin
all	PDT	all
this	DT	this
beautiful	JJ	beautiful
tableware	NN	tableware
.	SENT	.
If	IN	if
you	PP	you
believe	VBP	believe
that	IN	that
people	NNS	people
are	VBP	be
motivated	VBN	motivate
like	IN	like
that	DT	that
,	,	,
then	RB	then
all	PDT	all
the	DT	the
stuff	NN	stuff
about	IN	about
incentives	NNS	incentive
,	,	,
all	PDT	all
the	DT	the
stuff	NN	stuff
about	IN	about
code	NN	code
of	IN	of
conduct	NN	conduct
and	CC	and
bonus	NN	bonus
systems	NNS	system
and	CC	and
so	RB	so
on	RB	on
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
make	VB	make
a	DT	a
whole	JJ	whole
lot	NN	lot
of	IN	of
sense	NN	sense
.	SENT	.
People	NNS	people
are	VBP	be
motivated	VBN	motivate
by	IN	by
different	JJ	different
values	NNS	value
perhaps	RB	perhaps
.	SENT	.
So	RB	so
,	,	,
what	WP	what
are	VBP	be
people	NNS	people
actually	RB	actually
motivated	VBN	motivate
by	IN	by
?	SENT	?
These	DT	these
two	CD	two
gentlemen	NNS	gentleman
here	RB	here
have	VBP	have
perfect	JJ	perfect
hairdos	NNS	hairdo
,	,	,
but	CC	but
they	PP	they
give	VBP	give
us	PP	us
very	RB	very
different	JJ	different
views	NNS	view
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
What	WP	what
do	VBP	do
we	PP	we
do	VBP	do
with	IN	with
this	DT	this
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
an	DT	an
economist	NN	economist
and	CC	and
we	PP	we
conduct	VBP	conduct
so-called	JJ	so-called
experiments	NNS	experiment
to	TO	to
address	VB	address
this	DT	this
issue	NN	issue
.	SENT	.
We	PP	we
strip	VBP	strip
away	RP	away
facts	NNS	fact
which	WDT	which
are	VBP	be
confusing	VBG	confuse
in	IN	in
reality	NN	reality
.	SENT	.
Reality	NN	reality
is	VBZ	be
so	RB	so
rich	JJ	rich
,	,	,
there	EX	there
is	VBZ	be
so	RB	so
much	RB	much
going	VBG	go
on	IN	on
,	,	,
it	PP	it
'	POS	'
s	NN	S
almost	RB	almost
impossible	JJ	impossible
to	TO	to
know	VB	know
what	WP	what
drives	VBZ	drive
people	NNS	people
'	POS	'
s	NN	S
behavior	NN	behavior
really	RB	really
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
do	VBP	do
a	DT	a
little	JJ	little
experiment	NN	experiment
together	RB	together
.	SENT	.
Imagine	VB	imagine
the	DT	the
following	VBG	follow
situation	NN	situation
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
room	NN	room
alone	RB	alone
,	,	,
not	RB	not
like	IN	like
here	RB	here
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
five-franc	NN	five-franc
coin	NN	coin
like	IN	like
the	DT	the
one	CD	one
I	NP	I
'	POS	'
m	NN	m
holding	VBG	hold
up	RP	up
right	RB	right
now	RB	now
in	IN	in
front	NN	front
of	IN	of
you	PP	you
.	SENT	.
Here	RB	here
are	VBP	be
your	PP$	your
instructions	NNS	instruction
:	:	:
toss	VB	toss
the	DT	the
coin	NN	coin
four	CD	four
times	NNS	time
,	,	,
and	CC	and
then	RB	then
on	IN	on
a	DT	a
computer	NN	computer
terminal	NN	terminal
in	IN	in
front	NN	front
of	IN	of
you	PP	you
,	,	,
enter	VB	enter
the	DT	the
number	NN	number
of	IN	of
times	NNS	time
tails	NNS	tail
came	VBD	come
up	RP	up
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
situation	NN	situation
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
rub	NN	rub
.	SENT	.
For	IN	for
every	DT	every
time	NN	time
that	IN	that
you	PP	you
announce	VBP	announce
that	IN	that
you	PP	you
had	VBD	have
a	DT	a
tails	NNS	tail
throw	VBP	throw
,	,	,
you	PP	you
get	VBP	get
paid	VBN	pay
five	CD	five
francs	NNS	franc
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
say	VBP	say
I	PP	I
had	VBD	have
two	CD	two
tails	NNS	tail
throws	VBZ	throw
,	,	,
you	PP	you
get	VBP	get
paid	VBN	pay
10	CD	@card@
francs	NNS	franc
.	SENT	.
If	IN	if
you	PP	you
say	VBP	say
you	PP	you
had	VBD	have
zero	CD	zero
,	,	,
you	PP	you
get	VBP	get
paid	VBN	pay
zero	CD	zero
francs	NNS	franc
.	SENT	.
If	IN	if
you	PP	you
say	VBP	say
,	,	,
"	``	"
I	PP	I
had	VBD	have
four	CD	four
tails	NNS	tail
throws	VBZ	throw
,	,	,
"	``	"
then	RB	then
you	PP	you
get	VBP	get
paid	VBN	pay
20	CD	@card@
francs	NNS	franc
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
anonymous	JJ	anonymous
,	,	,
nobody	NN	nobody
'	POS	'
s	NN	S
watching	VBG	watch
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
and	CC	and
you	PP	you
get	VBP	get
paid	VBN	pay
that	DT	that
money	NN	money
anonymously	RB	anonymously
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
two	CD	two
questions	NNS	question
for	IN	for
you	PP	you
.	SENT	.
You	PP	you
know	VBP	know
what	WP	what
'	POS	'
s	NNS	<unknown>
coming	VBG	come
now	RB	now
,	,	,
right	RB	right
?	SENT	?
First	RB	first
,	,	,
how	WRB	how
would	MD	would
you	PP	you
behave	VB	behave
in	IN	in
that	DT	that
situation	NN	situation
?	SENT	?
The	DT	the
second	JJ	second
,	,	,
look	VBP	look
to	TO	to
your	PP$	your
left	NN	left
and	CC	and
look	VB	look
to	TO	to
your	PP$	your
right	NN	right
—	:	-
and	CC	and
think	VBP	think
about	RB	about
how	WRB	how
the	DT	the
person	NN	person
sitting	VBG	sit
next	JJ	next
to	TO	to
you	PP	you
might	MD	might
behave	VB	behave
in	IN	in
that	DT	that
situation	NN	situation
.	SENT	.
We	PP	we
did	VBD	do
this	DT	this
experiment	NN	experiment
for	IN	for
real	JJ	real
.	SENT	.
We	PP	we
did	VBD	do
it	PP	it
at	IN	at
the	DT	the
Manifesta	NP	Manifesta
art	NN	art
exhibition	NN	exhibition
that	WDT	that
took	VBD	take
place	NN	place
here	RB	here
in	IN	in
Zurich	NP	Zurich
recently	RB	recently
,	,	,
not	RB	not
with	IN	with
students	NNS	student
in	IN	in
the	DT	the
lab	NN	lab
at	IN	at
the	DT	the
university	NN	university
but	CC	but
with	IN	with
the	DT	the
real	JJ	real
population	NN	population
,	,	,
like	IN	like
you	PP	you
guys	VBZ	guy
.	SENT	.
First	RB	first
,	,	,
a	DT	a
quick	JJ	quick
reminder	NN	reminder
of	IN	of
stats	NNS	stat
.	SENT	.
If	IN	if
I	PP	I
throw	VBP	throw
the	DT	the
coin	NN	coin
four	CD	four
times	NNS	time
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
fair	JJ	fair
coin	NN	coin
,	,	,
then	RB	then
the	DT	the
probability	NN	probability
that	IN	that
it	PP	it
comes	VBZ	come
up	RB	up
four	CD	four
times	NNS	time
tails	NNS	tail
is	VBZ	be
6	CD	@card@
.	SENT	.
25	CD	@card@
percent	NN	percent
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
you	PP	you
can	MD	can
intuitively	RB	intuitively
see	VB	see
that	IN	that
the	DT	the
probability	NN	probability
that	IN	that
all	DT	all
four	CD	four
of	IN	of
them	PP	them
are	VBP	be
tails	NNS	tail
is	VBZ	be
much	RB	much
lower	JJR	low
than	IN	than
if	IN	if
two	CD	two
of	IN	of
them	PP	them
are	VBP	be
tails	NNS	tail
,	,	,
right	RB	right
?	SENT	?
Here	RB	here
are	VBP	be
the	DT	the
specific	JJ	specific
numbers	NNS	number
.	SENT	.
Here	RB	here
'	''	'
s	NNS	<unknown>
what	WP	what
happened	VBD	happen
.	SENT	.
People	NNS	people
did	VBD	do
this	DT	this
experiment	NN	experiment
for	IN	for
real	JJ	real
.	SENT	.
Around	IN	around
30	CD	@card@
to	TO	to
35	CD	@card@
percent	NN	percent
of	IN	of
people	NNS	people
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
had	VBD	have
four	CD	four
tails	NNS	tail
throws	VBZ	throw
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	NNS	<unknown>
extremely	RB	extremely
unlikely	JJ	unlikely
.	SENT	.
But	CC	but
the	DT	the
really	RB	really
amazing	JJ	amazing
thing	NN	thing
here	RB	here
,	,	,
perhaps	RB	perhaps
to	TO	to
an	DT	an
economist	NN	economist
,	,	,
is	VBZ	be
there	EX	there
are	VBP	be
around	RB	around
65	CD	@card@
percent	NN	percent
of	IN	of
people	NNS	people
who	WP	who
did	VBD	do
not	RB	not
say	VB	say
I	PP	I
had	VBD	have
four	CD	four
tails	NNS	tail
throws	VBZ	throw
,	,	,
even	RB	even
though	RB	though
in	IN	in
that	DT	that
situation	NN	situation
,	,	,
nobody	NN	nobody
'	POS	'
s	NN	S
watching	VBG	watch
you	PP	you
,	,	,
the	DT	the
only	JJ	only
consequence	NN	consequence
that	RB	that
'	POS	'
s	NN	S
in	IN	in
place	NN	place
is	VBZ	be
you	PP	you
get	VBP	get
more	JJR	more
money	NN	money
if	IN	if
you	PP	you
say	VBP	say
four	CD	four
than	IN	than
less	RBR	less
.	SENT	.
You	PP	you
leave	VBP	leave
20	CD	@card@
francs	NNS	franc
on	IN	on
the	DT	the
table	NN	table
by	IN	by
announcing	VBG	announce
zero	CD	zero
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
whether	IN	whether
the	DT	the
other	JJ	other
people	NNS	people
all	RB	all
were	VBD	be
honest	JJ	honest
or	CC	or
whether	IN	whether
they	PP	they
also	RB	also
said	VBD	say
a	DT	a
little	JJ	little
bit	NN	bit
higher	JJR	high
or	CC	or
lower	JJR	low
than	IN	than
what	WP	what
they	PP	they
did	VBD	do
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
anonymous	JJ	anonymous
.	SENT	.
We	PP	we
only	RB	only
observed	VBD	observe
the	DT	the
distribution	NN	distribution
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
—	:	-
and	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
another	DT	another
coin	NN	coin
toss	NN	toss
.	SENT	.
There	RB	there
you	PP	you
go	VBP	go
,	,	,
it	PP	it
'	POS	'
s	NN	S
tails	NNS	tail
