Hello	UH	hello
of	IN	of
our	PP$	our
common	JJ	common
home	NN	home
and	CC	and
developing	VBG	develop
the	DT	the
understanding	NN	understanding
that	IN	that
environmental	JJ	environmental
problems	NNS	problem
are	VBP	be
linked	VBN	link
to	TO	to
human	JJ	human
needs	NNS	need
.	SENT	.
You	PP	you
must	MD	must
understand	VB	understand
this	DT	this
from	IN	from
the	DT	the
beginning	NN	beginning
,	,	,
that	WDT	that
you	PP	you
need	VBP	need
to	TO	to
establish	VB	establish
environmental	JJ	environmental
problems	NNS	problem
are	VBP	be
tied	VBN	tie
to	TO	to
human	JJ	human
needs	NNS	need
and	CC	and
education	NN	education
based	VBN	base
on	IN	on
scientific	JJ	scientific
data	NNS	datum
and	CC	and
on	IN	on
an	DT	an
ethical	JJ	ethical
approach	NN	approach
.	SENT	.
This	DT	this
is	VBZ	be
important	JJ	important
,	,	,
both	CC	both
of	IN	of
them	PP	them
being	VBG	be
encouraged	VBN	encourage
by	IN	by
the	DT	the
fact	NN	fact
that	IN	that
many	JJ	many
young	JJ	young
people	NNS	people
already	RB	already
show	VBP	show
a	DT	a
new	JJ	new
ecological	JJ	ecological
and	CC	and
social	JJ	social
awareness	NN	awareness
and	CC	and
many	JJ	many
of	IN	of
them	PP	them
fight	VBP	fight
generously	RB	generously
for	IN	for
the	DT	the
defense	NN	defense
of	IN	of
the	DT	the
environment	NN	environment
and	CC	and
for	IN	for
justice	NN	justice
.	SENT	.
As	IN	as
a	DT	a
second	JJ	second
proposal	NN	proposal
today	NN	today
,	,	,
we	PP	we
must	MD	must
focus	VB	focus
on	IN	on
water	NN	water
and	CC	and
nutrition	NN	nutrition
.	SENT	.
Access	NN	access
to	TO	to
safe	JJ	safe
and	CC	and
drinkable	JJ	drinkable
water	NN	water
is	VBZ	be
an	DT	an
essential	JJ	essential
and	CC	and
universal	JJ	universal
human	JJ	human
right	NN	right
.	SENT	.
And	CC	and
embracing	VBG	embrace
it	PP	it
is	VBZ	be
essential	JJ	essential
because	IN	because
it	PP	it
determines	VBZ	determine
the	DT	the
survival	NN	survival
of	IN	of
people	NNS	people
and	CC	and
therefore	RB	therefore
is	VBZ	be
a	DT	a
condition	NN	condition
for	IN	for
the	DT	the
exercise	NN	exercise
of	IN	of
all	PDT	all
the	DT	the
rights	NNS	right
and	CC	and
responsibilities	NNS	responsibility
as	IN	as
an	DT	an
element	NN	element
,	,	,
as	IN	as
providing	VBG	provide
adequate	JJ	adequate
nutrition	NN	nutrition
for	IN	for
all	DT	all
through	IN	through
nondestructive	JJ	nondestructive
farming	NN	farming
methods	NNS	method
should	MD	should
become	VB	become
the	DT	the
main	JJ	main
purpose	NN	purpose
of	IN	of
the	DT	the
entire	JJ	entire
cycle	NN	cycle
of	IN	of
food	NN	food
production	NN	production
and	CC	and
distribution	NN	distribution
.	SENT	.
That	DT	that
has	VBZ	have
proposed	VBN	propose
the	DT	the
third	JJ	third
suggestion	NN	suggestion
is	VBZ	be
about	RB	about
energy	NN	energy
transition	NN	transition
.	SENT	.
Who	WP	who
knows	VBZ	know
how	WRB	how
a	DT	a
gradual	JJ	gradual
replacement	NN	replacement
,	,	,
but	CC	but
without	IN	without
delay	NN	delay
of	IN	of
fossil	JJ	fossil
fuels	NNS	fuel
,	,	,
with	IN	with
clean	JJ	clean
energy	NN	energy
sources	NNS	source
?	SENT	?
We	PP	we
only	RB	only
have	VBP	have
a	DT	a
few	JJ	few
years	NNS	year
essentiality	NN	essentiality
,	,	,
Galchen	NP	<unknown>
scientists	NNS	scientist
estimate	VBP	estimate
approximately	RB	approximately
,	,	,
maybe	RB	maybe
less	JJR	less
than	IN	than
30	CD	@card@
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
few	JJ	few
years	NNS	year
,	,	,
less	JJR	less
than	IN	than
30	CD	@card@
,	,	,
30	CD	@card@
years	NNS	year
to	TO	to
drastically	RB	drastically
reduce	VB	reduce
greenhouse	NN	greenhouse
gas	NN	gas
emissions	NNS	emission
into	IN	into
the	DT	the
atmosphere	NN	atmosphere
.	SENT	.
Davis	NP	Davis
is	VBZ	be
not	RB	not
only	RB	only
must	MD	must
this	DT	this
transition	NN	transition
be	VB	be
quick	JJ	quick
and	CC	and
capable	JJ	capable
of	IN	of
meeting	VBG	meet
present	JJ	present
and	CC	and
future	JJ	future
energy	NN	energy
needs	NNS	need
,	,	,
he	PP	he
said	VBD	say
it	PP	it
also	RB	also
must	MD	must
be	VB	be
attentive	JJ	attentive
to	TO	to
the	DT	the
impact	NN	impact
on	IN	on
the	DT	the
poor	JJ	poor
,	,	,
on	IN	on
local	JJ	local
populations	NNS	population
,	,	,
as	RB	as
well	RB	well
as	IN	as
on	IN	on
those	DT	those
who	WP	who
work	VBP	work
in	IN	in
the	DT	the
energy	NN	energy
production	NN	production
sectors	NNS	sector
.	SENT	.
One	CD	one
way	NN	way
to	TO	to
encourage	VB	encourage
this	DT	this
change	NN	change
is	VBZ	be
to	TO	to
lead	VB	lead
businesses	NNS	business
towards	IN	towards
the	DT	the
urgent	JJ	urgent
need	NN	need
to	TO	to
commit	VB	commit
themselves	PP	themselves
to	TO	to
the	DT	the
integral	JJ	integral
care	NN	care
of	IN	of
our	PP$	our
common	JJ	common
home	NN	home
is	VBZ	be
excluding	VBG	exclude
from	IN	from
investments	NNS	investment
those	DT	those
companies	NNS	company
that	WDT	that
do	VBP	do
not	RB	not
meet	VB	meet
the	DT	the
parameters	NNS	parameter
of	IN	of
integral	JJ	integral
ecology	NN	ecology
and	CC	and
equally	RB	equally
,	,	,
while	IN	while
rewarding	VBG	reward
those	DT	those
that	WDT	that
work	VBP	work
concretely	RB	concretely
during	IN	during
this	DT	this
transitional	JJ	transitional
phase	NN	phase
,	,	,
change	VB	change
the	DT	the
law	NN	law
to	TO	to
put	VB	put
sustainability	NN	sustainability
,	,	,
social	JJ	social
justice	NN	justice
and	CC	and
the	DT	the
promotion	NN	promotion
of	IN	of
the	DT	the
common	JJ	common
good	NN	good
at	IN	at
the	DT	the
center	NN	center
of	IN	of
their	PP$	their
activities	NNS	activity
.	SENT	.
Well	RB	well
,	,	,
they	PP	they
already	RB	already
said	VBD	say
many	JJ	many
organizations	NNS	organization
,	,	,
Catholic	NP	Catholic
and	CC	and
of	IN	of
other	JJ	other
faiths	NNS	faith
,	,	,
have	VBP	have
already	RB	already
taken	VBN	take
on	IN	on
the	DT	the
responsibility	NN	responsibility
to	TO	to
act	VB	act
in	IN	in
this	DT	this
direction	NN	direction
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
earth	NN	earth
must	MD	must
be	VB	be
worked	VBN	work
and	CC	and
nursed	VBN	nurse
,	,	,
cultivated	VBN	cultivate
and	CC	and
protected	VBN	protect
.	SENT	.
We	PP	we
cannot	MD	can
continue	VB	continue
to	TO	to
squeeze	VB	squeeze
it	PP	it
like	IN	like
an	DT	an
orange	NN	orange
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
say	VB	say
that	IN	that
this	DT	this
request	NN	request
taking	VBG	take
care	NN	care
of	IN	of
the	DT	the
Earth	NN	earth
is	VBZ	be
a	DT	a
human	JJ	human
right	NN	right
.	SENT	.
These	DT	these
three	CD	three
proposals	NNS	proposal
must	MD	must
be	VB	be
considered	VBN	consider
as	IN	as
part	NN	part
of	IN	of
a	DT	a
larger	JJR	large
group	NN	group
of	IN	of
actions	NNS	action
that	IN	that
we	PP	we
must	MD	must
carry	VB	carry
out	RP	out
in	IN	in
an	DT	an
integrated	JJ	integrated
way	NN	way
in	IN	in
order	NN	order
to	TO	to
find	VB	find
a	DT	a
lasting	JJ	lasting
solution	NN	solution
to	TO	to
these	DT	these
problems	NNS	problem
.	SENT	.
The	DT	the
current	JJ	current
economic	JJ	economic
system	NN	system
is	VBZ	be
unsustainable	JJ	unsustainable
.	SENT	.
From	IN	from
there	RB	there
,	,	,
we	PP	we
are	VBP	be
faced	VBN	face
with	IN	with
the	DT	the
moral	JJ	moral
imperative	NN	imperative
and	CC	and
the	DT	the
practical	JJ	practical
urgency	NN	urgency
to	TO	to
rethink	VB	rethink
many	JJ	many
things	NNS	thing
the	DT	the
way	NN	way
we	PP	we
produce	VBP	produce
,	,	,
the	DT	the
way	NN	way
we	PP	we
consume	VBP	consume
our	PP$	our
culture	NN	culture
of	IN	of
waste	NN	waste
,	,	,
our	PP$	our
short	JJ	short
term	NN	term
vision	NN	vision
,	,	,
the	DT	the
exploitation	NN	exploitation
of	IN	of
the	DT	the
poor	JJ	poor
and	CC	and
our	PP$	our
indifference	NN	indifference
towards	IN	towards
them	PP	them
.	SENT	.
The	DT	the
growing	VBG	grow
inequalities	NNS	inequality
and	CC	and
our	PP$	our
dependence	NN	dependence
on	IN	on
harmful	JJ	harmful
energy	NN	energy
sources	NNS	source
.	SENT	.
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
think	VB	think
about	IN	about
all	PDT	all
these	DT	these
challenges	NNS	challenge
,	,	,
ecology	NN	ecology
and	CC	and
integral	JJ	integral
ecology	NN	ecology
suggests	VBZ	suggest
a	DT	a
new	JJ	new
conception	NN	conception
of	IN	of
the	DT	the
relationship	NN	relationship
between	IN	between
us	PP	us
humans	NNS	human
and	CC	and
nature	NN	nature
.	SENT	.
We	PP	we
support	VBP	support
this	DT	this
leads	NNS	lead
to	TO	to
a	DT	a
new	JJ	new
economy	NN	economy
where	WRB	where
the	DT	the
production	NN	production
of	IN	of
wealth	NN	wealth
is	VBZ	be
directed	VBN	direct
to	TO	to
the	DT	the
integral	JJ	integral
well-being	NN	well-being
of	IN	of
the	DT	the
human	JJ	human
being	NN	being
and	CC	and
to	TO	to
the	DT	the
improvement	NN	improvement
,	,	,
not	RB	not
the	DT	the
destruction	NN	destruction
of	IN	of
our	PP$	our
coming	VBG	come
home	NN	home
.	SENT	.
It	PP	it
also	RB	also
implies	VBZ	imply
a	DT	a
renewed	JJ	renewed
politics	NNS	politics
conceived	VBN	conceive
as	IN	as
one	CD	one
of	IN	of
the	DT	the
highest	JJS	high
forms	NNS	form
of	IN	of
charity	NN	charity
.	SENT	.
She	PP	she
yes	RB	yes
.	SENT	.
Love	NN	love
is	VBZ	be
interpersonal	JJ	interpersonal
,	,	,
but	CC	but
love	NN	love
is	VBZ	be
also	RB	also
political	JJ	political
.	SENT	.
It	PP	it
involves	VBZ	involve
all	DT	all
peoples	NNS	people
and	CC	and
it	PP	it
involves	VBZ	involve
nature	NN	nature
.	SENT	.
Need	VBP	need
to	TO	to
be	VB	be
there	RB	there
for	IN	for
all	DT	all
of	IN	of
you	PP	you
to	TO	to
embark	VB	embark
on	IN	on
this	DT	this
journey	NN	journey
.	SENT	.
That	IN	that
they	PP	they
proposed	VBD	propose
in	RB	in
order	VB	order
to	TO	to
.	SENT	.
And	CC	and
also	RB	also
my	PP$	my
new	JJ	new
encyclical	JJ	encyclical
fatality	NN	fatality
.	SENT	.
As	IN	as
the	DT	the
term	NN	term
countdown	NN	countdown
'	POS	'
s	NN	S
suggests	VBZ	suggest
,	,	,
we	PP	we
must	MD	must
act	VB	act
with	IN	with
urgency	NN	urgency
.	SENT	.
So	IN	so
each	DT	each
one	CD	one
of	IN	of
us	PP	us
can	MD	can
play	VB	play
a	DT	a
precious	JJ	precious
role	NN	role
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
all	RB	all
begin	VBP	begin
our	PP$	our
journey	NN	journey
today	NN	today
,	,	,
not	RB	not
tomorrow	NN	tomorrow
,	,	,
today	NN	today
,	,	,
because	IN	because
the	DT	the
future	NN	future
is	VBZ	be
built	VBN	build
today	NN	today
.	SENT	.
And	CC	and
she	PP	she
goes	VBZ	go
to	TO	to
it	PP	it
and	CC	and
it	PP	it
is	VBZ	be
not	RB	not
built	VBN	build
in	IN	in
isolation	NN	isolation
,	,	,
but	CC	but
rather	RB	rather
in	IN	in
community	NN	community
and	CC	and
in	IN	in
harmony	NN	harmony
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
