Hi	UH	hi
"	``	"
And	CC	and
he	PP	he
goes	VBZ	go
,	,	,
"	``	"
Oh	UH	oh
,	,	,
this	DT	this
is	VBZ	be
great	JJ	great
,	,	,
this	DT	this
is	VBZ	be
great	JJ	great
.	SENT	.
"	''	"
And	CC	and
praise	NN	praise
really	RB	really
does	VBZ	do
have	VB	have
to	TO	to
be	VB	be
genuine	JJ	genuine
,	,	,
but	CC	but
she	PP	she
takes	VBZ	take
responsibility	NN	responsibility
for	IN	for
that	DT	that
.	SENT	.
And	CC	and
a	DT	a
friend	NN	friend
of	IN	of
mine	NN	mine
,	,	,
April	NP	April
,	,	,
who	WP	who
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
since	IN	since
kindergarten	NN	kindergarten
,	,	,
she	PP	she
thanks	VBZ	thank
her	PP$	her
children	NNS	child
for	IN	for
doing	VBG	do
their	PP$	their
chores	NNS	chore
.	SENT	.
And	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Why	WRB	why
wouldn	NP	<unknown>
'	POS	'
t	NN	t
I	PP	I
thank	VBP	thank
it	PP	it
,	,	,
even	RB	even
though	IN	though
they	PP	they
'	POS	'
re	NN	re
supposed	VBN	suppose
to	TO	to
do	VB	do
it	PP	it
?	SENT	?
"	''	"
So	RB	so
,	,	,
the	DT	the
question	NN	question
is	VBZ	be
,	,	,
why	WRB	why
was	VBD	be
I	PP	I
blocking	VBG	block
it	PP	it
?	SENT	?
Why	WRB	why
were	VBD	be
other	JJ	other
people	NNS	people
blocking	VBG	block
it	PP	it
?	SENT	?
Why	WRB	why
can	MD	can
I	PP	I
say	VB	say
,	,	,
"	''	"
I	NP	I
'	POS	'
ll	NNS	<unknown>
take	VBP	take
my	PP$	my
steak	NN	steak
medium	NN	medium
rare	JJ	rare
,	,	,
I	PP	I
need	VBP	need
size	NN	size
six	CD	six
shoes	NNS	shoe
,	,	,
"	''	"
but	CC	but
I	PP	I
won	VBD	win
'	''	'
t	NN	t
say	VBP	say
,	,	,
"	``	"
Would	MD	would
you	PP	you
praise	VB	praise
me	PP	me
this	DT	this
way	NN	way
?	SENT	?
"	``	"
And	CC	and
it	PP	it
'	POS	'
s	NN	S
because	IN	because
I	PP	I
'	POS	'
m	NN	m
giving	VBG	give
you	PP	you
critical	JJ	critical
data	NNS	datum
about	IN	about
me	PP	me
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
telling	VBG	tell
you	PP	you
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
insecure	JJ	insecure
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
telling	VBG	tell
you	PP	you
where	WRB	where
I	PP	I
need	VBP	need
your	PP$	your
help	NN	help
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
treating	VBG	treat
you	PP	you
,	,	,
my	PP$	my
inner	JJ	inner
circle	NN	circle
,	,	,
like	IN	like
you	PP	you
'	''	'
re	IN	re
the	DT	the
enemy	NN	enemy
.	SENT	.
Because	IN	because
what	WP	what
can	MD	can
you	PP	you
do	VB	do
with	IN	with
that	DT	that
data	NNS	datum
?	SENT	?
You	PP	you
could	MD	could
neglect	VB	neglect
me	PP	me
.	SENT	.
You	PP	you
could	MD	could
abuse	VB	abuse
it	PP	it
.	SENT	.
Or	CC	or
you	PP	you
could	MD	could
actually	RB	actually
meet	VB	meet
my	PP$	my
need	NN	need
.	SENT	.
And	CC	and
I	PP	I
took	VBD	take
my	PP$	my
bike	NN	bike
into	IN	into
the	DT	the
bike	NN	bike
store	NN	store
—	:	-
I	PP	I
love	VBP	love
this	DT	this
—	:	-
same	JJ	same
bike	NN	bike
,	,	,
and	CC	and
they	PP	they
'	POS	'
d	NN	d
do	VBP	do
something	NN	something
called	VBN	call
"	``	"
truing	VBG	true
"	''	"
the	DT	the
wheels	NNS	wheel
.	SENT	.
The	DT	the
guy	NN	guy
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
you	PP	you
true	VBP	true
the	DT	the
wheels	NNS	wheel
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
make	VB	make
the	DT	the
bike	NN	bike
so	RB	so
much	RB	much
better	RBR	well
.	SENT	.
"	``	"
I	PP	I
get	VBP	get
the	DT	the
same	JJ	same
bike	NN	bike
back	RB	back
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
taken	VBN	take
all	PDT	all
the	DT	the
little	JJ	little
warps	NNS	warp
out	IN	out
of	IN	of
those	DT	those
same	JJ	same
wheels	NNS	wheel
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
for	IN	for
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
years	NNS	year
,	,	,
and	CC	and
my	PP$	my
bike	NN	bike
is	VBZ	be
like	IN	like
new	JJ	new
.	SENT	.
So	RB	so
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
challenge	VB	challenge
all	DT	all
of	IN	of
you	PP	you
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
true	VB	true
your	PP$	your
wheels	NNS	wheel
:	:	:
be	VB	be
honest	JJ	honest
about	IN	about
the	DT	the
praise	NN	praise
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
hear	VB	hear
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
need	VBP	need
to	TO	to
hear	VB	hear
?	SENT	?
Go	VB	go
home	NN	home
to	TO	to
your	PP$	your
wife	NN	wife
—	:	-
go	VB	go
ask	VB	ask
her	PP	her
,	,	,
what	WP	what
does	VBZ	do
she	PP	she
need	VBP	need
?	SENT	?
Go	VB	go
home	NN	home
to	TO	to
your	PP$	your
husband	NN	husband
—	:	-
what	WP	what
does	VBZ	do
he	PP	he
need	VBP	need
?	SENT	?
Go	VB	go
home	NN	home
and	CC	and
ask	VB	ask
those	DT	those
questions	NNS	question
,	,	,
and	CC	and
then	RB	then
help	VB	help
the	DT	the
people	NNS	people
around	IN	around
you	PP	you
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
simple	NN	simple
.	SENT	.
And	CC	and
why	WRB	why
should	MD	should
we	PP	we
care	VB	care
about	IN	about
this	DT	this
?	SENT	?
We	PP	we
talk	VBP	talk
about	IN	about
world	NN	world
peace	NN	peace
.	SENT	.
How	WRB	how
can	MD	can
we	PP	we
have	VB	have
world	NN	world
peace	NN	peace
with	IN	with
different	JJ	different
cultures	NNS	culture
,	,	,
different	JJ	different
languages	NNS	language
?	SENT	?
I	PP	I
think	VBP	think
it	PP	it
starts	VBZ	start
household	NN	household
by	IN	by
household	NN	household
,	,	,
under	IN	under
the	DT	the
same	JJ	same
roof	NN	roof
.	SENT	.
So	RB	so
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
make	VBP	make
it	PP	it
right	JJ	right
in	IN	in
our	PP$	our
own	JJ	own
backyard	NN	backyard
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
thank	VB	thank
all	DT	all
of	IN	of
you	PP	you
in	IN	in
the	DT	the
audience	NN	audience
for	IN	for
being	VBG	be
great	JJ	great
husbands	NNS	husband
,	,	,
great	JJ	great
mothers	NNS	mother
,	,	,
friends	NNS	friend
,	,	,
daughters	NNS	daughter
,	,	,
sons	NNS	son
.	SENT	.
And	CC	and
maybe	RB	maybe
somebody	NN	somebody
'	POS	'
s	NN	S
never	RB	never
said	VBD	say
that	IN	that
to	TO	to
you	PP	you
,	,	,
but	CC	but
you	PP	you
'	POS	'
ve	NN	ve
done	VBN	do
a	DT	a
really	RB	really
,	,	,
really	RB	really
good	JJ	good
job	NN	job
.	SENT	.
And	CC	and
thank	VB	thank
you	PP	you
for	IN	for
being	VBG	be
here	RB	here
,	,	,
just	RB	just
showing	VBG	show
up	RP	up
and	CC	and
changing	VBG	change
the	DT	the
world	NN	world
with	IN	with
your	PP$	your
ideas	NNS	idea
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
