Catching	VBG	catch
about	RB	about
.	SENT	.
Now	RB	now
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
we	PP	we
made	VBD	make
an	DT	an
interesting	JJ	interesting
discovery	NN	discovery
that	WDT	that
is	VBZ	be
actually	RB	actually
a	DT	a
consequence	NN	consequence
of	IN	of
this	DT	this
genomic	NN	<unknown>
reprogramming	VBG	reprogram
that	DT	that
happens	VBZ	happen
in	IN	in
cancer	NN	cancer
cells	NNS	cell
,	,	,
is	VBZ	be
actually	RB	actually
a	DT	a
hallmark	NN	hallmark
of	IN	of
cancer	NN	cancer
.	SENT	.
Basically	RB	basically
,	,	,
parts	NNS	part
of	IN	of
the	DT	the
genome	NN	genome
that	WDT	that
is	VBZ	be
normally	RB	normally
silent	JJ	silent
and	CC	and
inactive	JJ	inactive
in	IN	in
healthy	JJ	healthy
cells	NNS	cell
becomes	VBZ	become
activated	VBN	activate
in	IN	in
cancer	NN	cancer
.	SENT	.
And	CC	and
a	DT	a
direct	JJ	direct
consequence	NN	consequence
of	IN	of
this	DT	this
activation	NN	activation
is	VBZ	be
the	DT	the
birth	NN	birth
of	IN	of
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
RNA	NP	RNA
.	SENT	.
That	IN	that
we	PP	we
only	RB	only
see	VBP	see
these	DT	these
RNAs	NP	<unknown>
in	IN	in
cancer	NN	cancer
,	,	,
but	CC	but
not	RB	not
really	RB	really
in	IN	in
healthy	JJ	healthy
cells	NNS	cell
.	SENT	.
Now	RB	now
over	IN	over
the	DT	the
past	JJ	past
few	JJ	few
years	NNS	year
,	,	,
we	PP	we
have	VBP	have
spent	VBN	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
basically	RB	basically
mapping	VBG	map
these	DT	these
cancer-emergent	JJ	cancer-emergent
RNAs	NP	<unknown>
across	IN	across
human	JJ	human
cancers	NNS	cancer
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
told	VBD	tell
you	PP	you
earlier	RBR	earlier
,	,	,
we	PP	we
have	VBP	have
come	VBN	come
to	TO	to
name	VB	name
them	PP	them
oncRNAs	NNS	<unknown>
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
is	VBZ	be
even	RB	even
more	RBR	more
interesting	JJ	interesting
is	VBZ	be
that	IN	that
which	WDT	which
oncRNAs	NNS	<unknown>
I	PP	I
see	VBP	see
in	IN	in
a	DT	a
given	VBN	give
sample	NN	sample
is	VBZ	be
not	RB	not
random	JJ	random
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
tied	VBN	tie
back	RB	back
to	TO	to
the	DT	the
type	NN	type
or	CC	or
subtype	NN	subtype
of	IN	of
cancer	NN	cancer
that	IN	that
I	NP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
.	SENT	.
So	RB	so
collectively	RB	collectively
,	,	,
oncRNAs	NNS	<unknown>
actually	RB	actually
provide	VBP	provide
a	DT	a
digital	JJ	digital
molecular	JJ	molecular
barcode	NN	barcode
that	WDT	that
captures	VBZ	capture
cancer	NN	cancer
cell	NN	cell
identity	NN	identity
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
unique	JJ	unique
to	TO	to
the	DT	the
type	NN	type
or	CC	or
subtype	NN	subtype
of	IN	of
cancer	NN	cancer
.	SENT	.
But	CC	but
how	WRB	how
are	VBP	be
these	DT	these
molecular	JJ	molecular
barcodes	NNS	barcode
actually	RB	actually
useful	JJ	useful
?	SENT	?
So	RB	so
it	PP	it
turns	VBZ	turn
out	RP	out
oncRNAs	NNS	<unknown>
are	VBP	be
not	RB	not
actually	RB	actually
confined	VBN	confine
to	TO	to
cancer	NN	cancer
cells	NNS	cell
.	SENT	.
Some	DT	some
of	IN	of
them	PP	them
are	VBP	be
nicely	RB	nicely
packaged	VBN	package
and	CC	and
released	VBN	release
into	IN	into
the	DT	the
blood	NN	blood
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
something	NN	something
that	IN	that
healthy	JJ	healthy
cells	NNS	cell
do	VBP	do
as	RB	as
well	RB	well
with	IN	with
other	JJ	other
small	JJ	small
RNAs	NP	<unknown>
.	SENT	.
And	CC	and
with	IN	with
all	DT	all
of	IN	of
this	DT	this
introduction	NN	introduction
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
know	VBP	know
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
with	IN	with
this	DT	this
.	SENT	.
Basically	RB	basically
,	,	,
if	IN	if
oncRNAs	NNS	<unknown>
are	VBP	be
only	RB	only
expressed	VBN	express
in	IN	in
cancer	NN	cancer
cells	NNS	cell
,	,	,
and	CC	and
some	DT	some
of	IN	of
them	PP	them
do	VBP	do
in	IN	in
fact	NN	fact
find	VBP	find
their	PP$	their
way	NN	way
into	IN	into
the	DT	the
bloodstream	NN	bloodstream
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
mean	VBP	mean
that	IN	that
we	PP	we
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
detect	VB	detect
them	PP	them
in	IN	in
blood	NN	blood
samples	NNS	sample
from	IN	from
cancer	NN	cancer
patients	NNS	patient
?	SENT	?
The	DT	the
answer	NN	answer
,	,	,
turns	VBZ	turn
out	RP	out
,	,	,
is	VBZ	be
yes	UH	yes
,	,	,
but	CC	but
with	IN	with
an	DT	an
asterisk	NN	asterisk
.	SENT	.
So	IN	so
the	DT	the
oncRNAs	NNS	<unknown>
that	WDT	that
we	PP	we
detect	VBP	detect
in	IN	in
blood	NN	blood
samples	NNS	sample
from	IN	from
patients	NNS	patient
actually	RB	actually
form	VBP	form
a	DT	a
partial	JJ	partial
barcode	NN	barcode
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
only	RB	only
a	DT	a
partial	JJ	partial
barcode	NN	barcode
because	IN	because
only	RB	only
a	DT	a
subset	NN	subset
of	IN	of
oncRNAs	NNS	<unknown>
are	VBP	be
actually	RB	actually
secreted	VBN	secrete
from	IN	from
cancer	NN	cancer
cells	NNS	cell
into	IN	into
the	DT	the
blood	NN	blood
.	SENT	.
And	CC	and
even	RB	even
a	DT	a
smaller	JJR	small
subset	NN	subset
can	MD	can
be	VB	be
reliably	RB	reliably
detected	VBN	detect
in	IN	in
a	DT	a
small	JJ	small
volume	NN	volume
of	IN	of
blood	NN	blood
.	SENT	.
However	RB	however
,	,	,
thanks	NNS	thanks
to	TO	to
the	DT	the
magic	NN	magic
of	IN	of
machine	NN	machine
learning	NN	learning
and	CC	and
AI	VBP	ai
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
use	VB	use
this	DT	this
partial	JJ	partial
information	NN	information
to	TO	to
reconstruct	VB	reconstruct
the	DT	the
original	JJ	original
barcode	NN	barcode
that	WDT	that
resides	VBZ	reside
in	IN	in
the	DT	the
tumor	NN	tumor
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
match	VB	match
that	DT	that
deconstruction	NN	deconstruction
against	IN	against
our	PP$	our
catalog	NN	catalog
of	IN	of
oncRNA	NN	<unknown>
barcodes	NNS	barcode
across	IN	across
cancers	NNS	cancer
to	TO	to
not	RB	not
only	JJ	only
--	:	--
to	TO	to
not	RB	not
only	RB	only
detect	VB	detect
the	DT	the
presence	NN	presence
of	IN	of
the	DT	the
disease	NN	disease
,	,	,
but	CC	but
also	RB	also
identify	VB	identify
its	PP$	its
type	NN	type
or	CC	or
subtype	NN	subtype
.	SENT	.
And	CC	and
actually	RB	actually
,	,	,
as	IN	as
we	PP	we
grow	VBP	grow
,	,	,
fundamentally	RB	fundamentally
increase	VB	increase
the	DT	the
number	NN	number
of	IN	of
these	DT	these
oncRNA	NP	<unknown>
catalogs	NNS	catalog
that	IN	that
we	PP	we
have	VBP	have
built	VBN	build
,	,	,
we	PP	we
can	MD	can
go	VB	go
deeper	JJR	deep
and	CC	and
deeper	JJR	deep
into	IN	into
the	DT	the
biology	NN	biology
of	IN	of
the	DT	the
disease	NN	disease
as	IN	as
well	RB	well
.	SENT	.
Now	RB	now
,	,	,
with	IN	with
help	NN	help
from	IN	from
our	PP$	our
clinical	JJ	clinical
collaborators	NNS	collaborator
at	IN	at
UCSF	NP	UCSF
,	,	,
we	PP	we
have	VBP	have
come	VBN	come
a	DT	a
step	NN	step
closer	RBR	closer
to	TO	to
actually	RB	actually
bringing	VBG	bring
this	DT	this
platform	NN	platform
to	TO	to
the	DT	the
clinic	NN	clinic
.	SENT	.
In	IN	in
a	DT	a
preliminary	JJ	preliminary
study	NN	study
across	IN	across
200	CD	@card@
breast	NN	breast
cancer	NN	cancer
patients	NNS	patient
,	,	,
we	PP	we
have	VBP	have
actually	RB	actually
shown	VBN	show
that	IN	that
we	PP	we
can	MD	can
use	VB	use
oncRNAs	NNS	<unknown>
to	TO	to
detect	VB	detect
residual	JJ	residual
disease	NN	disease
in	IN	in
patients	NNS	patient
after	IN	after
they	PP	they
have	VBP	have
received	VBN	receive
treatment	NN	treatment
,	,	,
and	CC	and
knowing	VBG	know
which	WDT	which
patients	NNS	patient
have	VBP	have
remaining	VBG	remain
disease	NN	disease
,	,	,
tells	VBZ	tell
clinicians	NNS	clinician
who	WP	who
needs	VBZ	need
additional	JJ	additional
treatment	NN	treatment
or	CC	or
monitoring	NN	monitoring
after	IN	after
the	DT	the
surgery	NN	surgery
.	SENT	.
And	CC	and
this	DT	this
way	NN	way
,	,	,
patients	NNS	patient
receive	VBP	receive
more	JJR	more
treatment	NN	treatment
only	RB	only
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
needed	VBD	need
.	SENT	.
I	PP	I
truly	RB	truly
believe	VBP	believe
that	IN	that
the	DT	the
next	JJ	next
decade	NN	decade
is	VBZ	be
the	DT	the
decade	NN	decade
of	IN	of
cancer	NN	cancer
screening	NN	screening
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
can	MD	can
imagine	VB	imagine
,	,	,
blood	NN	blood
detection	NN	detection
of	IN	of
cancers	NNS	cancer
is	VBZ	be
a	DT	a
major	JJ	major
frontier	NN	frontier
in	IN	in
that	DT	that
war	NN	war
.	SENT	.
And	CC	and
I	PP	I
hope	VBP	hope
to	TO	to
have	VB	have
convinced	VBN	convince
you	PP	you
today	NN	today
that	IN	that
leveraging	VBG	leverage
powerful	JJ	powerful
AI	NN	ai
built	VBN	build
on	IN	on
top	NN	top
of	IN	of
molecular	JJ	molecular
barcodes	NNS	barcode
of	IN	of
oncRNAs	NNS	<unknown>
,	,	,
we	PP	we
can	MD	can
envision	VB	envision
a	DT	a
future	NN	future
that	RB	that
'	POS	'
s	JJ	<unknown>
precise	JJ	precise
and	CC	and
sensitive	JJ	sensitive
,	,	,
but	CC	but
more	RBR	more
importantly	RB	importantly
,	,	,
very	RB	very
accessible	JJ	accessible
.	SENT	.
Blood	NN	blood
detection	NN	detection
of	IN	of
cancers	NNS	cancer
is	VBZ	be
not	RB	not
just	RB	just
the	DT	the
hope	NN	hope
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
reality	NN	reality
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
