Thank	VB	thank
sound	NN	sound
in	IN	in
the	DT	the
signal	NN	signal
—	:	-
it	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
—	:	-
and	CC	and
he	PP	he
thought	VBD	think
,	,	,
"	``	"
Oh	UH	oh
,	,	,
what	WP	what
if	IN	if
I	PP	I
could	MD	could
control	VB	control
that	DT	that
sound	NN	sound
and	CC	and
turn	VB	turn
it	PP	it
into	IN	into
an	DT	an
instrument	NN	instrument
,	,	,
because	IN	because
there	EX	there
are	VBP	be
pitches	NNS	pitch
in	IN	in
it	PP	it
.	SENT	.
"	''	"
And	CC	and
so	RB	so
somehow	RB	somehow
through	IN	through
developing	VBG	develop
that	IN	that
,	,	,
he	PP	he
eventually	RB	eventually
came	VBD	come
to	TO	to
make	VB	make
the	DT	the
theremin	NN	<unknown>
the	DT	the
way	NN	way
it	PP	it
is	VBZ	be
now	RB	now
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
times	NNS	time
,	,	,
even	RB	even
kids	NNS	kid
nowadays	RB	nowadays
,	,	,
they	PP	they
'	POS	'
ll	NNS	<unknown>
make	VBP	make
reference	NN	reference
to	TO	to
a	DT	a
theremin	NN	<unknown>
by	IN	by
going	VBG	go
,	,	,
"	''	"
Whoo-hoo-hoo-hoo	NP	<unknown>
,	,	,
"	''	"
because	IN	because
in	IN	in
the	DT	the
'	''	'
50s	NN	50s
it	PP	it
was	VBD	be
used	VBN	use
in	IN	in
the	DT	the
sci-fi	NN	sci-fi
horror	NN	horror
movies	NNS	movie
,	,	,
that	WDT	that
sound	VBP	sound
that	DT	that
'	''	'
s	NNS	<unknown>
like	VBP	like
.	SENT	.
.	SENT	.
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
a	DT	a
funny	JJ	funny
,	,	,
goofy	JJ	goofy
sound	NN	sound
to	TO	to
do	VB	do
.	SENT	.
And	CC	and
sometimes	RB	sometimes
if	IN	if
I	PP	I
have	VBP	have
too	RB	too
much	JJ	much
coffee	NN	coffee
,	,	,
then	RB	then
my	PP$	my
vibrato	NN	vibrato
gets	VBZ	get
out	RP	out
of	IN	of
hand	NN	hand
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
really	RB	really
sensitive	JJ	sensitive
to	TO	to
your	PP$	your
body	NN	body
and	CC	and
its	PP$	its
functions	NNS	function
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
behind	IN	behind
this	DT	this
thing	NN	thing
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
stay	VB	stay
so	RB	so
still	RB	still
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
have	VB	have
the	DT	the
most	JJS	most
control	NN	control
.	SENT	.
It	PP	it
reminds	VBZ	remind
me	PP	me
of	IN	of
the	DT	the
balancing	VBG	balance
act	NN	act
earlier	RBR	earlier
on	RB	on
—	:	-
what	WP	what
Michael	NP	Michael
was	VBD	be
doing	VBG	do
—	:	-
because	IN	because
you	PP	you
'	POS	'
re	NN	re
fighting	VBG	fight
so	RB	so
hard	JJ	hard
to	TO	to
keep	VB	keep
the	DT	the
balance	NN	balance
with	IN	with
what	WP	what
you	PP	you
'	POS	'
re	NN	re
playing	VBG	play
with	IN	with
and	CC	and
stay	VB	stay
in	IN	in
tune	NN	tune
,	,	,
and	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
focus	VB	focus
so	RB	so
much	RB	much
on	IN	on
being	VBG	be
in	RB	in
tune	VB	tune
all	PDT	all
the	DT	the
time	NN	time
;	:	;
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
feeling	VBG	feel
the	DT	the
music	NN	music
.	SENT	.
And	CC	and
then	RB	then
also	RB	also
,	,	,
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
stay	VB	stay
very	RB	very
,	,	,
very	RB	very
,	,	,
very	RB	very
still	RB	still
because	IN	because
little	JJ	little
movements	NNS	movement
with	IN	with
other	JJ	other
parts	NNS	part
of	IN	of
your	PP$	your
body	NN	body
will	MD	will
affect	VB	affect
the	DT	the
pitch	NN	pitch
,	,	,
or	CC	or
sometimes	RB	sometimes
if	IN	if
you	PP	you
'	POS	'
re	NN	re
holding	VBG	hold
a	DT	a
low	JJ	low
note	NN	note
—	:	-
—	:	-
and	CC	and
breathing	NN	breathing
will	MD	will
make	VB	make
it	PP	it
.	SENT	.
.	SENT	.
.	SENT	.
If	IN	if
I	PP	I
pass	VBP	pass
out	RP	out
on	IN	on
the	DT	the
next	JJ	next
song	NN	song
.	SENT	.
.	SENT	.
.	SENT	.
I	PP	I
think	VBP	think
of	IN	of
it	PP	it
almost	RB	almost
like	VBP	like
like	IN	like
a	DT	a
yoga	NN	yoga
instrument	NN	instrument
because	IN	because
it	PP	it
makes	VBZ	make
you	PP	you
so	RB	so
aware	JJ	aware
of	IN	of
every	DT	every
little	JJ	little
crazy	JJ	crazy
thing	NN	thing
your	PP$	your
body	NN	body
is	VBZ	be
doing	VBG	do
,	,	,
or	CC	or
just	RB	just
aware	JJ	aware
of	IN	of
what	WP	what
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
it	PP	it
to	TO	to
be	VB	be
doing	VBG	do
while	IN	while
you	PP	you
'	POS	'
re	NN	re
playing	NN	playing
;	:	;
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
have	VB	have
any	DT	any
sudden	JJ	sudden
movements	NNS	movement
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
go	VBP	go
to	TO	to
a	DT	a
club	NN	club
and	CC	and
play	VB	play
a	DT	a
gig	NN	gig
,	,	,
people	NNS	people
are	VBP	be
like	JJ	like
,	,	,
"	''	"
Here	RB	here
,	,	,
have	VBP	have
some	DT	some
drinks	NNS	drink
on	IN	on
us	PP	us
!	SENT	!
"	``	"
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
'	POS	'
m	NN	m
about	RB	about
to	TO	to
go	VB	go
on	IN	on
soon	RB	soon
;	:	;
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
like	IN	like
—	:	-
—	:	-
you	PP	you
know	VBP	know
?	SENT	?
"	``	"
It	PP	it
really	RB	really
does	VBZ	do
reflect	VB	reflect
the	DT	the
mood	NN	mood
that	IN	that
you	PP	you
'	POS	'
re	NN	re
in	IN	in
also	RB	also
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
.	SENT	.
.	SENT	.
.	SENT	.
it	PP	it
'	POS	'
s	NN	S
similar	JJ	similar
to	TO	to
being	VBG	be
a	DT	a
vocalist	NN	vocalist
,	,	,
except	IN	except
instead	RB	instead
of	IN	of
it	PP	it
coming	VBG	come
out	RP	out
of	IN	of
your	PP$	your
throat	NN	throat
,	,	,
you	PP	you
'	POS	'
re	NN	re
controlling	VBG	control
it	PP	it
just	RB	just
in	IN	in
the	DT	the
air	NN	air
and	CC	and
you	PP	you
don	NN	don
'	POS	'
t	NN	t
really	RB	really
have	VBP	have
a	DT	a
point	NN	point
of	IN	of
reference	NN	reference
;	:	;
you	PP	you
'	POS	'
re	NN	re
always	RB	always
relying	VBG	rely
on	IN	on
your	PP$	your
ears	NNS	ear
and	CC	and
adjusting	VBG	adjust
constantly	RB	constantly
.	SENT	.
You	PP	you
just	RB	just
have	VBP	have
to	TO	to
always	RB	always
adjust	VB	adjust
to	TO	to
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
and	CC	and
realize	VB	realize
you	PP	you
'	POS	'
ll	NNS	<unknown>
have	VBP	have
bummer	NN	bummer
notes	NNS	note
come	VBP	come
here	RB	here
and	CC	and
there	RB	there
and	CC	and
listen	VB	listen
to	TO	to
it	PP	it
,	,	,
adjust	VB	adjust
it	PP	it
,	,	,
and	CC	and
just	RB	just
move	VB	move
on	IN	on
,	,	,
or	CC	or
else	RB	else
you	PP	you
'	POS	'
ll	NNS	<unknown>
get	VBP	get
too	RB	too
tied	VBN	tie
up	RP	up
and	CC	and
go	VB	go
crazy	JJ	crazy
.	SENT	.
Like	IN	like
me	PP	me
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
will	MD	will
play	VB	play
another	DT	another
tune	NN	tune
now	RB	now
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
do	VB	do
"	``	"
Lush	NP	Lush
Life	NP	Life
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
tunes	NNS	tune
to	TO	to
play	VB	play
.	SENT	.
