Thank	VB	thank
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
an	DT	an
insight	NN	insight
that	WDT	that
came	VBD	come
,	,	,
about	RB	about
two	CD	two
decades	NNS	decade
ago	RB	ago
,	,	,
from	IN	from
a	DT	a
person	NN	person
that	IN	that
I	NP	I
'	POS	'
m	NN	m
very	RB	very
fortunate	JJ	fortunate
to	TO	to
work	VB	work
with	IN	with
,	,	,
David	NP	David
Kaplan	NP	Kaplan
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
get	VBP	get
this	DT	this
starting	VBG	start
material	NN	material
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
starting	VBG	start
material	NN	material
is	VBZ	be
back	RB	back
to	TO	to
the	DT	the
basic	JJ	basic
building	NN	building
block	NN	block
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
use	VBP	use
this	DT	this
to	TO	to
do	VB	do
a	DT	a
variety	NN	variety
of	IN	of
things	NNS	thing
â	NP	<unknown>
like	IN	like
,	,	,
for	IN	for
example	NN	example
,	,	,
this	DT	this
film	NN	film
.	SENT	.
And	CC	and
we	PP	we
take	VBP	take
advantage	NN	advantage
of	IN	of
something	NN	something
that	WDT	that
is	VBZ	be
very	RB	very
simple	JJ	simple
.	SENT	.
The	DT	the
recipe	NN	recipe
to	TO	to
make	VB	make
those	DT	those
films	NNS	film
is	VBZ	be
to	TO	to
take	VB	take
advantage	NN	advantage
of	IN	of
the	DT	the
fact	NN	fact
that	IN	that
proteins	NNS	protein
are	VBP	be
extremely	RB	extremely
smart	JJ	smart
at	IN	at
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
They	PP	they
find	VBP	find
their	PP$	their
way	NN	way
to	TO	to
self-assemble	NN	<unknown>
.	SENT	.
So	IN	so
the	DT	the
recipe	NN	recipe
is	VBZ	be
simple	JJ	simple
:	:	:
you	PP	you
take	VBP	take
the	DT	the
silk	NN	silk
solution	NN	solution
,	,	,
you	PP	you
pour	VBP	pour
it	PP	it
,	,	,
and	CC	and
you	PP	you
wait	VBP	wait
for	IN	for
the	DT	the
protein	NN	protein
to	TO	to
self-assemble	NN	<unknown>
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
detach	VBP	detach
the	DT	the
protein	NN	protein
and	CC	and
you	PP	you
get	VBP	get
this	DT	this
film	NN	film
,	,	,
as	IN	as
the	DT	the
proteins	NNS	protein
find	VBP	find
each	DT	each
other	JJ	other
as	IN	as
the	DT	the
water	NN	water
evaporates	VBZ	evaporate
.	SENT	.
But	CC	but
I	PP	I
mentioned	VBD	mention
that	IN	that
the	DT	the
film	NN	film
is	VBZ	be
also	RB	also
technological	JJ	technological
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
does	VBZ	do
that	DT	that
mean	NN	mean
?	SENT	?
It	PP	it
means	VBZ	mean
that	IN	that
you	PP	you
can	MD	can
interface	NN	interface
it	PP	it
with	IN	with
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
are	VBP	be
typical	JJ	typical
of	IN	of
technology	NN	technology
,	,	,
like	IN	like
microelectronics	NNS	microelectronics
and	CC	and
nanoscale	NN	nanoscale
technology	NN	technology
.	SENT	.
And	CC	and
the	DT	the
image	NN	image
of	IN	of
the	DT	the
DVD	NN	DVD
here	RB	here
is	VBZ	be
just	RB	just
to	TO	to
illustrate	VB	illustrate
a	DT	a
point	NN	point
that	IN	that
silk	NN	silk
follows	VBZ	follow
very	RB	very
subtle	JJ	subtle
topographies	NNS	topography
of	IN	of
the	DT	the
surface	NN	surface
,	,	,
which	WDT	which
means	VBZ	mean
that	IN	that
it	PP	it
can	MD	can
replicate	VB	replicate
features	NNS	feature
on	IN	on
the	DT	the
nanoscale	NN	nanoscale
.	SENT	.
So	RB	so
it	PP	it
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
replicate	VB	replicate
the	DT	the
information	NN	information
that	WDT	that
is	VBZ	be
on	IN	on
the	DT	the
DVD	NN	DVD
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
store	VB	store
information	NN	information
that	RB	that
'	POS	'
s	JJ	<unknown>
film	NN	film
with	IN	with
water	NN	water
and	CC	and
protein	NN	protein
.	SENT	.
So	RB	so
we	PP	we
tried	VBD	try
something	NN	something
out	RP	out
,	,	,
and	CC	and
we	PP	we
wrote	VBD	write
a	DT	a
message	NN	message
in	IN	in
a	DT	a
piece	NN	piece
of	IN	of
silk	NN	silk
,	,	,
which	WDT	which
is	VBZ	be
right	RB	right
here	RB	here
,	,	,
and	CC	and
the	DT	the
message	NN	message
is	VBZ	be
over	RB	over
there	RB	there
.	SENT	.
And	CC	and
much	RB	much
like	IN	like
in	IN	in
the	DT	the
DVD	NN	DVD
,	,	,
you	PP	you
can	MD	can
read	VB	read
it	PP	it
out	RP	out
optically	RB	optically
.	SENT	.
And	CC	and
this	DT	this
requires	VBZ	require
a	DT	a
stable	JJ	stable
hand	NN	hand
,	,	,
so	RB	so
this	DT	this
is	VBZ	be
why	WRB	why
I	PP	I
decided	VBD	decide
to	TO	to
do	VB	do
it	PP	it
onstage	NN	onstage
in	IN	in
front	NN	front
of	IN	of
a	DT	a
thousand	CD	thousand
people	NNS	people
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
see	VB	see
.	SENT	.
So	RB	so
as	IN	as
you	PP	you
see	VBP	see
the	DT	the
film	NN	film
go	VB	go
in	IN	in
transparently	RB	transparently
through	IN	through
there	EX	there
,	,	,
and	CC	and
then	RB	then
.	SENT	.
.	SENT	.
.	SENT	.
And	CC	and
the	DT	the
most	RBS	most
remarkable	JJ	remarkable
feat	NN	feat
is	VBZ	be
that	IN	that
my	PP$	my
hand	NN	hand
actually	RB	actually
stayed	VBD	stay
still	RB	still
long	RB	long
enough	JJ	enough
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
So	RB	so
once	RB	once
you	PP	you
have	VBP	have
these	DT	these
attributes	NNS	attribute
of	IN	of
this	DT	this
material	NN	material
,	,	,
then	RB	then
you	PP	you
can	MD	can
do	VB	do
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
not	RB	not
limited	VBN	limit
to	TO	to
films	NNS	film
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
material	NN	material
can	MD	can
assume	VB	assume
a	DT	a
lot	NN	lot
of	IN	of
formats	NNS	format
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
go	VBP	go
a	DT	a
little	RB	little
crazy	JJ	crazy
,	,	,
and	CC	and
so	RB	so
you	PP	you
do	VBP	do
various	JJ	various
optical	JJ	optical
components	NNS	component
or	CC	or
you	PP	you
do	VBP	do
microprism	NN	microprism
arrays	NNS	array
,	,	,
like	IN	like
the	DT	the
reflective	JJ	reflective
tape	NN	tape
that	IN	that
you	PP	you
have	VBP	have
on	IN	on
your	PP$	your
running	VBG	run
shoes	NNS	shoe
.	SENT	.
Or	CC	or
you	PP	you
can	MD	can
do	VB	do
beautiful	JJ	beautiful
things	NNS	thing
that	WDT	that
,	,	,
if	IN	if
the	DT	the
camera	NN	camera
can	MD	can
capture	VB	capture
,	,	,
you	PP	you
can	MD	can
make	VB	make
.	SENT	.
You	PP	you
can	MD	can
add	VB	add
a	DT	a
third	JJ	third
dimensionality	NN	dimensionality
to	TO	to
the	DT	the
film	NN	film
.	SENT	.
And	CC	and
if	IN	if
the	DT	the
angle	NN	angle
is	VBZ	be
right	JJ	right
,	,	,
you	PP	you
can	MD	can
actually	RB	actually
see	VB	see
a	DT	a
hologram	NN	hologram
appear	VBP	appear
in	IN	in
this	DT	this
film	NN	film
of	IN	of
silk	NN	silk
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
do	VB	do
other	JJ	other
things	NNS	thing
.	SENT	.
You	PP	you
can	MD	can
imagine	VB	imagine
that	IN	that
then	RB	then
maybe	RB	maybe
you	PP	you
can	MD	can
use	VB	use
a	DT	a
pure	JJ	pure
protein	NN	protein
to	TO	to
guide	VB	guide
light	NN	light
,	,	,
and	CC	and
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
optical	JJ	optical
fibers	NNS	fiber
.	SENT	.
But	CC	but
silk	NN	silk
is	VBZ	be
versatile	JJ	versatile
and	CC	and
it	PP	it
goes	VBZ	go
beyond	IN	beyond
optics	NNS	optic
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
think	VB	think
of	IN	of
different	JJ	different
formats	NNS	format
.	SENT	.
So	RB	so
for	IN	for
instance	NN	instance
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
afraid	JJ	afraid
of	IN	of
going	VBG	go
to	TO	to
the	DT	the
doctor	NN	doctor
and	CC	and
getting	VBG	get
stuck	VBN	stick
with	IN	with
a	DT	a
needle	NN	needle
,	,	,
we	PP	we
do	VBP	do
microneedle	NN	microneedle
arrays	NNS	array
.	SENT	.
What	WP	what
you	PP	you
see	VBP	see
there	RB	there
on	IN	on
the	DT	the
screen	NN	screen
is	VBZ	be
a	DT	a
human	JJ	human
hair	NN	hair
superimposed	VBN	superimpose
on	IN	on
the	DT	the
needle	NN	needle
that	RB	that
'	POS	'
s	NN	S
made	VBD	make
of	IN	of
silk	NN	silk
â	NP	<unknown>
just	RB	just
to	TO	to
give	VB	give
you	PP	you
a	DT	a
sense	NN	sense
of	IN	of
size	NN	size
.	SENT	.
You	PP	you
can	MD	can
do	VB	do
bigger	JJR	big
things	NNS	thing
.	SENT	.
You	PP	you
can	MD	can
do	VB	do
gears	NNS	gear
and	CC	and
nuts	NNS	nut
and	CC	and
bolts	NNS	bolt
â	NP	<unknown>
that	IN	that
you	PP	you
can	MD	can
buy	VB	buy
at	IN	at
Whole	JJ	whole
Foods	NPS	Foods
.	SENT	.
And	CC	and
the	DT	the
gears	NNS	gear
work	VBP	work
in	IN	in
water	NN	water
as	IN	as
well	RB	well
.	SENT	.
So	RB	so
you	PP	you
think	VBP	think
of	IN	of
alternative	JJ	alternative
mechanical	JJ	mechanical
parts	NNS	part
.	SENT	.
And	CC	and
maybe	RB	maybe
you	PP	you
can	MD	can
use	VB	use
that	DT	that
liquid	JJ	liquid
Kevlar	NP	Kevlar
if	IN	if
you	PP	you
need	VBP	need
something	NN	something
strong	JJ	strong
to	TO	to
replace	VB	replace
peripheral	JJ	peripheral
veins	NNS	vein
,	,	,
for	IN	for
example	NN	example
,	,	,
or	CC	or
maybe	RB	maybe
an	DT	an
entire	JJ	entire
bone	NN	bone
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
have	VBP	have
here	RB	here
a	DT	a
little	JJ	little
example	NN	example
of	IN	of
a	DT	a
small	JJ	small
skull	NN	skull
â	NP	<unknown>
what	WDT	what
we	PP	we
call	VBP	call
mini	JJ	mini
Yorick	NP	Yorick
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
do	VB	do
things	NNS	thing
like	IN	like
cups	NNS	cup
,	,	,
for	IN	for
example	NN	example
,	,	,
and	CC	and
so	RB	so
,	,	,
if	IN	if
you	PP	you
add	VBP	add
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
gold	NN	gold
,	,	,
if	IN	if
you	PP	you
add	VBP	add
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
semiconductors	NNS	semiconductor
you	PP	you
could	MD	could
do	VB	do
sensors	NNS	sensor
that	WDT	that
stick	VBP	stick
on	IN	on
the	DT	the
surfaces	NNS	surface
of	IN	of
foods	NNS	food
.	SENT	.
You	PP	you
can	MD	can
do	VB	do
electronic	JJ	electronic
pieces	NNS	piece
that	WDT	that
fold	VBP	fold
and	CC	and
wrap	VBP	wrap
.	SENT	.
Or	CC	or
if	IN	if
you	PP	you
'	POS	'
re	NN	re
fashion	NN	fashion
forward	RB	forward
,	,	,
some	DT	some
silk	NN	silk
LED	VBD	lead
tattoos	NNS	tattoo
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	NN	S
versatility	NN	versatility
,	,	,
as	IN	as
you	PP	you
see	VBP	see
,	,	,
in	IN	in
the	DT	the
material	NN	material
formats	NNS	format
,	,	,
that	WDT	that
you	PP	you
can	MD	can
do	VB	do
with	IN	with
silk	NN	silk
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
still	RB	still
some	DT	some
unique	JJ	unique
traits	NNS	trait
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
why	WRB	why
would	MD	would
you	PP	you
want	VB	want
to	TO	to
do	VB	do
all	PDT	all
these	DT	these
things	NNS	thing
for	IN	for
real	JJ	real
?	SENT	?
I	PP	I
mentioned	VBD	mention
it	PP	it
briefly	RB	briefly
at	IN	at
the	DT	the
beginning	NN	beginning
;	:	;
the	DT	the
protein	NN	protein
is	VBZ	be
biodegradable	JJ	biodegradable
and	CC	and
biocompatible	JJ	biocompatible
.	SENT	.
And	CC	and
you	PP	you
see	VBP	see
here	RB	here
a	DT	a
picture	NN	picture
of	IN	of
a	DT	a
tissue	NN	tissue
section	NN	section
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
does	VBZ	do
that	DT	that
mean	NN	mean
,	,	,
that	WDT	that
it	PP	it
'	POS	'
s	JJ	<unknown>
biodegradable	JJ	biodegradable
and	CC	and
biocompatible	JJ	biocompatible
?	SENT	?
You	PP	you
can	MD	can
implant	VB	implant
it	PP	it
in	IN	in
the	DT	the
body	NN	body
without	IN	without
needing	VBG	need
to	TO	to
retrieve	VB	retrieve
what	WP	what
is	VBZ	be
implanted	VBN	implant
.	SENT	.
Which	WDT	which
means	VBZ	mean
that	IN	that
all	PDT	all
the	DT	the
devices	NNS	device
that	IN	that
you	PP	you
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
before	IN	before
and	CC	and
all	PDT	all
the	DT	the
formats	NNS	format
,	,	,
in	IN	in
principle	NN	principle
,	,	,
can	MD	can
be	VB	be
implanted	VBN	implant
and	CC	and
disappear	VB	disappear
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
see	VBP	see
there	RB	there
in	IN	in
that	DT	that
tissue	NN	tissue
section	NN	section
,	,	,
in	IN	in
fact	NN	fact
,	,	,
is	VBZ	be
you	PP	you
see	VBP	see
that	IN	that
reflector	NN	reflector
tape	NN	tape
.	SENT	.
So	RB	so
,	,	,
much	RB	much
like	IN	like
you	PP	you
'	POS	'
re	NN	re
seen	VBN	see
at	IN	at
night	NN	night
by	IN	by
a	DT	a
car	NN	car
,	,	,
then	RB	then
the	DT	the
idea	NN	idea
is	VBZ	be
that	IN	that
you	PP	you
can	MD	can
see	VB	see
,	,	,
if	IN	if
you	PP	you
illuminate	VBP	illuminate
tissue	NN	tissue
,	,	,
you	PP	you
can	MD	can
see	VB	see
deeper	JJR	deep
parts	NNS	part
of	IN	of
tissue	NN	tissue
because	IN	because
there	EX	there
is	VBZ	be
that	DT	that
reflective	JJ	reflective
tape	NN	tape
there	EX	there
that	RB	that
is	VBZ	be
made	VBN	make
out	RP	out
of	IN	of
silk	NN	silk
.	SENT	.
And	CC	and
you	PP	you
see	VBP	see
there	RB	there
,	,	,
it	PP	it
gets	VBZ	get
reintegrated	VBN	reintegrate
in	IN	in
tissue	NN	tissue
.	SENT	.
And	CC	and
reintegration	NN	reintegration
in	IN	in
the	DT	the
human	JJ	human
body	NN	body
is	VBZ	be
not	RB	not
the	DT	the
only	JJ	only
thing	NN	thing
,	,	,
but	CC	but
reintegration	NN	reintegration
in	IN	in
the	DT	the
environment	NN	environment
is	VBZ	be
important	JJ	important
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
a	DT	a
clock	NN	clock
,	,	,
you	PP	you
have	VBP	have
protein	NN	protein
,	,	,
and	CC	and
now	RB	now
a	DT	a
silk	NN	silk
cup	NN	cup
like	IN	like
this	DT	this
can	MD	can
be	VB	be
thrown	VBN	throw
away	RB	away
without	IN	without
guilt	NN	guilt
â	NP	<unknown>
unlike	IN	unlike
the	DT	the
polystyrene	NN	polystyrene
cups	VBZ	cup
that	IN	that
unfortunately	RB	unfortunately
fill	VB	fill
our	PP$	our
landfills	NNS	landfill
everyday	JJ	everyday
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
edible	JJ	edible
,	,	,
so	RB	so
you	PP	you
can	MD	can
do	VB	do
smart	JJ	smart
packaging	NN	packaging
around	IN	around
food	NN	food
that	IN	that
you	PP	you
can	MD	can
cook	VB	cook
with	IN	with
the	DT	the
food	NN	food
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
taste	NN	taste
good	JJ	good
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
need	VB	need
some	DT	some
help	NN	help
with	IN	with
that	DT	that
.	SENT	.
But	CC	but
probably	RB	probably
the	DT	the
most	RBS	most
remarkable	JJ	remarkable
thing	NN	thing
is	VBZ	be
that	IN	that
it	PP	it
comes	VBZ	come
full	JJ	full
circle	NN	circle
.	SENT	.
Silk	NP	Silk
,	,	,
during	IN	during
its	PP$	its
self-assembly	NN	self-assembly
process	NN	process
,	,	,
acts	VBZ	act
like	IN	like
a	DT	a
cocoon	NN	cocoon
for	IN	for
biological	JJ	biological
matter	NN	matter
.	SENT	.
And	CC	and
so	RB	so
if	IN	if
you	PP	you
change	VBP	change
the	DT	the
recipe	NN	recipe
,	,	,
and	CC	and
you	PP	you
add	VBP	add
things	NNS	thing
when	WRB	when
you	PP	you
pour	VBP	pour
â	NP	<unknown>
so	IN	so
you	PP	you
add	VBP	add
things	NNS	thing
to	TO	to
your	PP$	your
liquid	JJ	liquid
silk	NN	silk
solution	NN	solution
â	NP	<unknown>
where	WRB	where
these	DT	these
things	NNS	thing
are	VBP	be
enzymes	NNS	enzyme
or	CC	or
antibodies	NNS	antibody
or	CC	or
vaccines	NNS	vaccine
,	,	,
the	DT	the
self-assembly	NN	self-assembly
process	NN	process
preserves	VBZ	preserve
the	DT	the
biological	JJ	biological
function	NN	function
of	IN	of
these	DT	these
dopants	NNS	dopant
.	SENT	.
So	RB	so
it	PP	it
makes	VBZ	make
the	DT	the
materials	NNS	material
environmentally	RB	environmentally
active	JJ	active
and	CC	and
interactive	JJ	interactive
.	SENT	.
So	IN	so
that	DT	that
screw	NN	screw
that	IN	that
you	PP	you
thought	VBD	think
about	RB	about
beforehand	RB	beforehand
can	MD	can
actually	RB	actually
be	VB	be
used	VBN	use
to	TO	to
screw	VB	screw
a	DT	a
bone	NN	bone
together	RB	together
â	NP	<unknown>
a	DT	a
fractured	JJ	fractured
bone	NN	bone
together	RB	together
â	NP	<unknown>
and	CC	and
deliver	VB	deliver
drugs	NNS	drug
at	IN	at
the	DT	the
same	JJ	same
,	,	,
while	IN	while
your	PP$	your
bone	NN	bone
is	VBZ	be
healing	VBG	heal
,	,	,
for	IN	for
example	NN	example
.	SENT	.
Or	CC	or
you	PP	you
could	MD	could
put	VB	put
drugs	NNS	drug
in	IN	in
your	PP$	your
wallet	NN	wallet
and	CC	and
not	RB	not
in	IN	in
your	PP$	your
fridge	NN	fridge
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
a	DT	a
silk	NN	silk
card	NN	card
with	IN	with
penicillin	NN	penicillin
in	IN	in
it	PP	it
.	SENT	.
And	CC	and
we	PP	we
stored	VBD	store
penicillin	NN	penicillin
at	IN	at
60	CD	@card@
degrees	NNS	degree
C	NP	C
,	,	,
so	RB	so
140	CD	@card@
degrees	NNS	degree
Fahrenheit	JJ	Fahrenheit
,	,	,
for	IN	for
two	CD	two
months	NNS	month
without	IN	without
loss	NN	loss
of	IN	of
efficacy	NN	efficacy
of	IN	of
the	DT	the
penicillin	NN	penicillin
.	SENT	.
And	CC	and
so	RB	so
that	WDT	that
could	MD	could
be	VB	be
â-	NP	<unknown>
that	WDT	that
could	MD	could
be	VB	be
potentially	RB	potentially
a	DT	a
good	JJ	good
alternative	NN	alternative
to	TO	to
solar	JJ	solar
powered	VBN	power
refrigerated	VBN	refrigerate
camels	NNS	camel
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
use	NN	use
in	IN	in
storage	NN	storage
if	IN	if
you	PP	you
can	MD	can
'	''	'
t	NN	t
use	NN	use
[	SYM	[
it	PP	it
]	SYM	]
.	SENT	.
And	CC	and
so	RB	so
there	EX	there
is	VBZ	be
this	DT	this
other	JJ	other
unique	JJ	unique
material	NN	material
trait	NN	trait
that	IN	that
these	DT	these
materials	NNS	material
have	VBP	have
,	,	,
that	IN	that
they	PP	they
'	POS	'
re	NN	re
programmably	RB	<unknown>
degradable	JJ	degradable
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
you	PP	you
see	VBP	see
there	EX	there
is	VBZ	be
the	DT	the
