There	EX	there
my	PP$	my
heroes	NNS	hero
.	SENT	.
These	DT	these
were	VBD	be
the	DT	the
souls	NNS	soul
that	WDT	that
have	VBP	have
found	VBN	find
the	DT	the
blueprint	NN	blueprint
of	IN	of
how	WRB	how
to	TO	to
do	VB	do
and	CC	and
win	VB	win
in	IN	in
this	DT	this
thing	NN	thing
called	VBD	call
life	NN	life
.	SENT	.
It	PP	it
also	RB	also
saved	VBD	save
my	PP$	my
mental	JJ	mental
health	NN	health
.	SENT	.
The	DT	the
dancing	NN	dancing
of	IN	of
Misha	NP	Misha
Baryshnikov	NP	Baryshnikov
was	VBD	be
for	IN	for
me	PP	me
,	,	,
like	IN	like
watching	VBG	watch
a	DT	a
perfect	JJ	perfect
sunset	NN	sunset
.	SENT	.
The	DT	the
voice	NN	voice
of	IN	of
Sarah	NP	Sarah
Vaughan	NP	Vaughan
was	VBD	be
my	PP$	my
North	NP	North
Star	NP	Star
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
the	DT	the
words	NNS	word
of	IN	of
Pablo	NP	Pablo
Neruda	NP	<unknown>
?	SENT	?
Well	RB	well
,	,	,
that	WDT	that
will	MD	will
always	RB	always
be	VB	be
medicine	NN	medicine
for	IN	for
my	PP$	my
soul	NN	soul
.	SENT	.
So	RB	so
,	,	,
how	WRB	how
did	VBD	do
I	PP	I
get	VBP	get
to	TO	to
be	VB	be
this	DT	this
great	JJ	great
observer	NN	observer
of	IN	of
content	NN	content
and	CC	and
become	VB	become
an	DT	an
artist	NN	artist
?	SENT	?
It	PP	it
was	VBD	be
just	RB	just
sharing	VBG	share
images	NNS	image
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
images	NNS	image
I	PP	I
shared	VBD	share
all	PDT	all
the	DT	the
time	NN	time
was	VBD	be
this	DT	this
image	NN	image
of	IN	of
Coretta	NP	Coretta
Scott	NP	Scott
King	NP	King
.	SENT	.
This	DT	this
image	NN	image
was	VBD	be
taken	VBN	take
by	IN	by
Moneta	NP	Moneta
Sleet	NP	Sleet
Jr	NP	Jr
.	SENT	.
,	,	,
the	DT	the
first	JJ	first
Black	NP	Black
man	NN	man
to	TO	to
win	VB	win
a	DT	a
Pulitzer	NP	Pulitzer
for	IN	for
photography	NN	photography
.	SENT	.
This	DT	this
image	NN	image
almost	RB	almost
didn	NP	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
because	IN	because
unbelievably	RB	unbelievably
,	,	,
no	DT	no
Black	NP	Black
media	NNS	medium
was	VBD	be
invited	VBN	invite
to	TO	to
photograph	VB	photograph
the	DT	the
funeral	NN	funeral
of	IN	of
Dr	NP	Dr
.	SENT	.
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
.	SENT	.
When	WRB	when
Coretta	NP	Coretta
Scott	NP	Scott
realized	VBD	realize
,	,	,
she	PP	she
said	VBD	say
,	,	,
"	``	"
No	UH	no
one	CD	one
'	POS	'
s	NNS	<unknown>
coming	VBG	come
into	IN	into
this	DT	this
church	NN	church
if	IN	if
Moneta	NP	Moneta
Sleet	NP	Sleet
is	VBZ	be
not	RB	not
allowed	VBN	allow
.	SENT	.
"	''	"
And	CC	and
thank	VB	thank
the	DT	the
heavens	NNS	heaven
that	IN	that
he	PP	he
was	VBD	be
,	,	,
because	IN	because
it	PP	it
was	VBD	be
his	PP$	his
lens	NN	lens
that	IN	that
captured	VBN	capture
the	DT	the
grace	NN	grace
and	CC	and
somehow	RB	somehow
,	,	,
on	IN	on
an	DT	an
unimaginable	JJ	unimaginable
day	NN	day
,	,	,
the	DT	the
strength	NN	strength
of	IN	of
Coretta	NP	Coretta
Scott	NP	Scott
King	NP	King
on	IN	on
the	DT	the
funeral	NN	funeral
of	IN	of
her	PP$	her
husband	NN	husband
with	IN	with
her	PP$	her
baby	NN	baby
girl	NN	girl
,	,	,
Bernice	NP	Bernice
,	,	,
in	IN	in
her	PP$	her
lap	NN	lap
.	SENT	.
It	PP	it
was	VBD	be
this	DT	this
image	NN	image
that	WDT	that
taught	VBD	teach
me	PP	me
that	IN	that
photography	NN	photography
can	MD	can
be	VB	be
way	RB	way
more	JJR	more
than	IN	than
wedding	NN	wedding
pics	NNS	<unknown>
and	CC	and
birthday	NN	birthday
snaps	NNS	snap
.	SENT	.
It	PP	it
was	VBD	be
this	DT	this
image	NN	image
that	WDT	that
let	VBD	let
me	PP	me
know	VBP	know
that	IN	that
at	IN	at
its	PP$	its
best	JJS	good
,	,	,
photography	NN	photography
can	MD	can
let	VB	let
us	PP	us
know	VB	know
the	DT	the
work	NN	work
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
do	VB	do
.	SENT	.
So	RB	so
how	WRB	how
did	VBD	do
I	PP	I
become	VB	become
an	DT	an
actual	JJ	actual
photographer	NN	photographer
?	SENT	?
Well	RB	well
,	,	,
the	DT	the
answer	NN	answer
of	IN	of
that	WDT	that
is	VBZ	be
love	NN	love
.	SENT	.
My	PP$	my
wife	NN	wife
.	SENT	.
My	PP$	my
wife	NN	wife
.	SENT	.
We	PP	we
fell	VBD	fall
in	IN	in
love	NN	love
together	RB	together
by	IN	by
feeling	VBG	feel
each	DT	each
other	JJ	other
'	POS	'
s	JJ	<unknown>
invisible	JJ	invisible
scars	NNS	scar
like	IN	like
braille	NN	braille
.	SENT	.
She	PP	she
fell	VBD	fall
in	IN	in
love	NN	love
with	IN	with
all	PDT	all
the	DT	the
parts	NNS	part
of	IN	of
myself	PP	myself
that	IN	that
I	PP	I
was	VBD	be
ashamed	JJ	ashamed
of	IN	of
.	SENT	.
She	PP	she
looked	VBD	look
beyond	IN	beyond
my	PP$	my
anxiety	NN	anxiety
,	,	,
my	PP$	my
imposter	NN	imposter
syndrome	NN	syndrome
,	,	,
and	CC	and
she	PP	she
saw	VBD	see
a	DT	a
man	NN	man
that	WDT	that
maybe	RB	maybe
had	VBD	have
a	DT	a
point	NN	point
of	IN	of
view	NN	view
himself	PP	himself
.	SENT	.
So	RB	so
she	PP	she
bought	VBD	buy
me	PP	me
a	DT	a
camera	NN	camera
for	IN	for
my	PP$	my
40th	JJ	40th
birthday	NN	birthday
.	SENT	.
Just	RB	just
five	CD	five
years	NNS	year
ago	RB	ago
.	SENT	.
So	RB	so
I	PP	I
have	VBP	have
a	DT	a
camera	NN	camera
now	RB	now
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
to	TO	to
do	VB	do
with	IN	with
it	PP	it
.	SENT	.
And	CC	and
once	RB	once
again	RB	again
,	,	,
I	PP	I
go	VBP	go
online	JJ	online
,	,	,
and	CC	and
I	PP	I
teach	VBP	teach
myself	PP	myself
about	IN	about
ISO	NP	ISO
and	CC	and
aperture	NN	aperture
on	IN	on
YouTube	NP	<unknown>
.	SENT	.
I	PP	I
teach	VBP	teach
myself	PP	myself
about	IN	about
editing	VBG	edit
with	IN	with
Adobe	NP	Adobe
Lightroom	NP	<unknown>
on	IN	on
YouTube	NP	<unknown>
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
great	JJ	great
beauty	NN	beauty
for	IN	for
someone	NN	someone
like	IN	like
me	PP	me
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
fail	VB	fail
and	CC	and
fail	VB	fail
in	IN	in
my	PP$	my
little	JJ	little
office	NN	office
,	,	,
online	JJ	online
,	,	,
watching	VBG	watch
free	JJ	free
tutorials	NNS	tutorial
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
gift	NN	gift
of	IN	of
the	DT	the
internet	NN	Internet
.	SENT	.
Everything	NN	everything
changed	VBD	change
when	WRB	when
my	PP$	my
daughter	NN	daughter
was	VBD	be
born	VBN	bear
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
the	DT	the
thing	NN	thing
about	RB	about
not	RB	not
loving	JJ	loving
yourself	PP	yourself
is	VBZ	be
that	IN	that
when	WRB	when
something	NN	something
truly	RB	truly
great	JJ	great
,	,	,
something	NN	something
celestial	JJ	celestial
,	,	,
like	IN	like
a	DT	a
child	NN	child
,	,	,
comes	VBZ	come
into	IN	into
your	PP$	your
life	NN	life
,	,	,
you	PP	you
tell	VBP	tell
yourself	PP	yourself
you	PP	you
don	VBP	don
'	''	'
t	NN	t
deserve	VBP	deserve
it	PP	it
.	SENT	.
My	PP$	my
daughter	NN	daughter
was	VBD	be
premature	JJ	premature
,	,	,
and	CC	and
I	PP	I
was	VBD	be
terrified	VBN	terrify
to	TO	to
be	VB	be
the	DT	the
custodian	NN	custodian
of	IN	of
something	NN	something
so	RB	so
beautifully	RB	beautifully
precious	JJ	precious
.	SENT	.
So	RB	so
I	PP	I
hid	VBD	hide
behind	IN	behind
my	PP$	my
camera	NN	camera
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
kept	VBD	keep
taking	VBG	take
pictures	NNS	picture
of	IN	of
this	DT	this
little	JJ	little
soul	NN	soul
and	CC	and
as	IN	as
she	PP	she
got	VBD	get
stronger	JJR	strong
,	,	,
the	DT	the
camera	NN	camera
and	CC	and
my	PP$	my
daughter	NN	daughter
taught	VBD	teach
me	PP	me
how	WRB	how
to	TO	to
receive	VB	receive
love	NN	love
and	CC	and
taught	VBD	teach
me	PP	me
to	TO	to
accept	VB	accept
the	DT	the
immense	JJ	immense
grace	NN	grace
and	CC	and
privilege	NN	privilege
of	IN	of
being	VBG	be
a	DT	a
father	NN	father
.	SENT	.
This	DT	this
was	VBD	be
the	DT	the
most	RBS	most
important	JJ	important
moment	NN	moment
in	IN	in
my	PP$	my
photographic	JJ	photographic
journey	NN	journey
.	SENT	.
Two	CD	two
years	NNS	year
later	RBR	later
,	,	,
in	IN	in
2020	CD	@card@
,	,	,
George	NP	George
Floyd	NP	Floyd
was	VBD	be
killed	VBN	kill
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
us	PP	us
saw	VBD	see
that	IN	that
because	IN	because
of	IN	of
the	DT	the
power	NN	power
of	IN	of
social	JJ	social
media	NNS	medium
.	SENT	.
And	CC	and
this	DT	this
time	NN	time
we	PP	we
refused	VBD	refuse
to	TO	to
look	VB	look
away	RB	away
.	SENT	.
I	PP	I
looked	VBD	look
to	TO	to
my	PP$	my
wife	NN	wife
and	CC	and
I	PP	I
said	VBD	say
,	,	,
"	``	"
I	PP	I
have	VBP	have
run	VBN	run
out	RP	out
of	IN	of
tears	NNS	tear
.	SENT	.
"	``	"
And	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
Look	VB	look
to	TO	to
your	PP$	your
camera	NN	camera
.	SENT	.
"	``	"
And	CC	and
I	PP	I
took	VBD	take
my	PP$	my
camera	NN	camera
to	TO	to
the	DT	the
streets	NNS	street
of	IN	of
London	NP	London
,	,	,
not	RB	not
knowing	VBG	know
if	IN	if
I	PP	I
would	MD	would
photograph	VB	photograph
five	CD	five
people	NNS	people
or	CC	or
5	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
observe	VB	observe
one	CD	one
of	IN	of
the	DT	the
greatest	JJS	great
civil	JJ	civil
rights	NNS	right
movements	NNS	movement
in	IN	in
our	PP$	our
lifetime	NN	lifetime
.	SENT	.
The	DT	the
global	JJ	global
protests	NNS	protest
after	IN	after
the	DT	the
death	NN	death
of	IN	of
George	NP	George
Floyd	NP	Floyd
is	VBZ	be
something	NN	something
none	NN	none
of	IN	of
us	PP	us
would	MD	would
have	VB	have
expected	VBN	expect
.	SENT	.
And	CC	and
my	PP$	my
lens	NN	lens
was	VBD	be
there	RB	there
.	SENT	.
One	CD	one
morning	NN	morning
I	PP	I
woke	VBD	wake
up	RP	up
and	CC	and
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
open	VB	open
my	PP$	my
phone	NN	phone
because	IN	because
I	PP	I
had	VBD	have
so	RB	so
many	JJ	many
notifications	NNS	notification
.	SENT	.
The	DT	the
son	NN	son
of	IN	of
Coretta	NP	Coretta
Scott	NP	Scott
King	NP	King
,	,	,
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
III	NP	III
,	,	,
had	VBD	have
somehow	RB	somehow
come	VBN	come
across	IN	across
one	CD	one
of	IN	of
my	PP$	my
images	NNS	image
and	CC	and
posted	VBD	post
it	PP	it
on	IN	on
his	PP$	his
Twitter	NN	twitter
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
world	NN	world
discovered	VBD	discover
me	PP	me
.	SENT	.
Millions	NNS	million
of	IN	of
people	NNS	people
saw	VBD	see
these	DT	these
images	NNS	image
and	CC	and
now	RB	now
,	,	,
unbelievably	RB	unbelievably
,	,	,
British	JJ	British
"	``	"
Vogue	NN	vogue
"	''	"
came	VBD	come
calling	NN	calling
,	,	,
and	CC	and
they	PP	they
commissioned	VBD	commission
a	DT	a
then-unknown	JJ	then-unknown
photographer	NN	photographer
to	TO	to
shoot	VB	shoot
the	DT	the
September	NP	September
issue	NN	issue
of	IN	of
British	JJ	British
"	``	"
Vogue	JJ	vogue
"	''	"
2020	CD	@card@
.	SENT	.
And	CC	and
in	IN	in
doing	VBG	do
so	RB	so
,	,	,
I	PP	I
became	VBD	become
the	DT	the
first	JJ	first
Black	NP	Black
man	NN	man
to	TO	to
shoot	VB	shoot
any	DT	any
cover	NN	cover
for	IN	for
British	JJ	British
"	``	"
Vogue	NN	vogue
.	SENT	.
"	''	"
It	PP	it
took	VBD	take
104	CD	@card@
years	NNS	year
to	TO	to
get	VB	get
to	TO	to
my	PP$	my
cover	NN	cover
.	SENT	.
Since	IN	since
then	RB	then
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
this	DT	this
extraordinary	JJ	extraordinary
career	NN	career
photographing	VBG	photograph
amazing	JJ	amazing
humans	NNS	human
,	,	,
amazing	JJ	amazing
moments	NNS	moment
.	SENT	.
But	CC	but
beyond	IN	beyond
all	PDT	all
the	DT	the
glitz	NN	glitz
and	CC	and
all	PDT	all
the	DT	the
glamour	NN	glamour
,	,	,
it	PP	it
is	VBZ	be
really	RB	really
important	JJ	important
for	IN	for
me	PP	me
to	TO	to
recognize	VB	recognize
the	DT	the
intentionality	NN	intentionality
and	CC	and
the	DT	the
empathy	NN	empathy
of	IN	of
where	WRB	where
my	PP$	my
lens	NN	lens
must	MD	must
look	VB	look
.	SENT	.
The	DT	the
world	NN	world
is	VBZ	be
burning	VBG	burn
right	RB	right
now	RB	now
and	CC	and
we	PP	we
cannot	MD	can
pass	VB	pass
each	DT	each
other	JJ	other
by	IN	by
like	JJ	like
ships	NNS	ship
in	IN	in
the	DT	the
night	NN	night
.	SENT	.
So	IN	so
my	PP$	my
lens	NN	lens
has	VBZ	have
to	TO	to
look	VB	look
to	TO	to
where	WRB	where
voices	NNS	voice
need	VBP	need
to	TO	to
be	VB	be
lifted	VBN	lift
.	SENT	.
I	PP	I
recently	RB	recently
have	VBP	have
become	VBN	become
an	DT	an
ambassador	NN	ambassador
for	IN	for
Save	NP	Save
the	DT	the
Children	NNS	child
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
to	TO	to
Somaliland	NP	Somaliland
to	TO	to
cover	VB	cover
the	DT	the
famine	NN	famine
,	,	,
the	DT	the
hunger	NN	hunger
crisis	NN	crisis
that	WDT	that
is	VBZ	be
in	IN	in
the	DT	the
Horn	NP	Horn
of	IN	of
Africa	NP	Africa
.	SENT	.
These	DT	these
brave	JJ	brave
people	NNS	people
are	VBP	be
suffering	VBG	suffer
because	IN	because
of	IN	of
climate	NN	climate
change	NN	change
,	,	,
something	NN	something
that	IN	that
they	PP	they
add	VBP	add
very	RB	very
little	JJ	little
to	TO	to
.	SENT	.
Many	JJ	many
of	IN	of
the	DT	the
children	NNS	child
are	VBP	be
born	VBN	bear
into	IN	into
a	DT	a
hellscape	NN	hellscape
that	WDT	that
is	VBZ	be
not	RB	not
of	IN	of
their	PP$	their
making	NN	making
.	SENT	.
1	LS	1
.	SENT	.
6	CD	@card@
million	CD	million
children	NNS	child
are	VBP	be
on	IN	on
the	DT	the
verge	NN	verge
of	IN	of
acute	JJ	acute
malnutrition	NN	malnutrition
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
my	PP$	my
images	NNS	image
to	TO	to
let	VB	let
you	PP	you
know	VB	know
that	IN	that
you	PP	you
cannot	MD	can
say	VB	say
you	PP	you
did	VBD	do
not	RB	not
know	VB	know
.	SENT	.
So	RB	so
I	PP	I
ask	VBP	ask
you	PP	you
to	TO	to
use	VB	use
whatever	WDT	whatever
levers	VBZ	lever
of	IN	of
power	NN	power
that	IN	that
you	PP	you
have	VBP	have
,	,	,
at	IN	at
dinner	NN	dinner
parties	NNS	party
,	,	,
on	IN	on
your	PP$	your
social	JJ	social
media	NNS	medium
,	,	,
speak	VBP	speak
to	TO	to
those	DT	those
that	WDT	that
can	MD	can
do	VB	do
something	NN	something
about	IN	about
it	PP	it
if	IN	if
you	PP	you
cannot	MD	can
yourself	PP	yourself
.	SENT	.
I	PP	I
will	MD	will
finish	VB	finish
by	IN	by
saying	VBG	say
this	DT	this
.	SENT	.
Do	VBP	do
not	RB	not
be	VB	be
afraid	JJ	afraid
to	TO	to
take	VB	take
the	DT	the
road	NN	road
less	RBR	less
traveled	VBD	travel
.	SENT	.
Wear	VB	wear
your	PP$	your
vulnerability	NN	vulnerability
with	IN	with
pride	NN	pride
.	SENT	.
It	PP	it
is	VBZ	be
what	WP	what
makes	VBZ	make
us	PP	us
human	JJ	human
.	SENT	.
This	DT	this
age	NN	age
of	IN	of
perceived	VBN	perceive
perfection	NN	perfection
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
over	RP	over
.	SENT	.
Very	RB	very
few	JJ	few
of	IN	of
us	PP	us
are	VBP	be
OK	JJ	OK
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
And	CC	and
to	TO	to
the	DT	the
parents	NNS	parent
and	CC	and
teachers	NNS	teacher
that	WDT	that
are	VBP	be
looking	VBG	look
after	IN	after
children	NNS	child
with	IN	with
different	JJ	different
minds	NNS	mind
,	,	,
please	VB	please
let	VB	let
them	PP	them
know	VB	know
about	IN	about
the	DT	the
power	NN	power
and	CC	and
possibility	NN	possibility
of	IN	of
their	PP$	their
minds	NNS	mind
.	SENT	.
Because	IN	because
they	PP	they
may	MD	may
have	VB	have
the	DT	the
answers	NNS	answer
that	WDT	that
will	MD	will
allow	VB	allow
all	DT	all
of	IN	of
us	PP	us
to	TO	to
look	VB	look
toward	IN	toward
the	DT	the
horizon	NN	horizon
together	RB	together
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
