Before	IN	before
this	DT	this
point	NN	point
,	,	,
Vergara	NP	Vergara
had	VBD	have
moved	VBN	move
on	RP	on
,	,	,
married	VBD	marry
the	DT	the
actor	NN	actor
from	IN	from
"	``	"
Magic	NP	Magic
Mike	NP	Mike
,	,	,
"	''	"
Joe	NP	Joe
Manganiello	NP	Manganiello
.	SENT	.
She	PP	she
did	VBD	do
not	RB	not
want	VB	want
those	DT	those
embryos	NNS	embryo
being	VBG	be
used	VBN	use
.	SENT	.
Loeb	NP	Loeb
,	,	,
on	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
was	VBD	be
doing	VBG	do
everything	NN	everything
in	IN	in
his	PP$	his
power	NN	power
to	TO	to
win	VB	win
rights	NNS	right
to	TO	to
the	DT	the
embryos	NNS	embryo
.	SENT	.
After	IN	after
losing	VBG	lose
in	IN	in
California	NP	California
court	NN	court
,	,	,
he	PP	he
formed	VBD	form
a	DT	a
trust	NN	trust
for	IN	for
the	DT	the
embryos	NNS	embryo
in	IN	in
Louisiana	NP	Louisiana
.	SENT	.
He	PP	he
even	RB	even
named	VBD	name
the	DT	the
embryos	NNS	embryo
Emma	NP	Emma
and	CC	and
Isabella	NP	Isabella
,	,	,
and	CC	and
had	VBD	have
them	PP	them
file	VBP	file
a	DT	a
lawsuit	NN	lawsuit
against	IN	against
Vergara	NP	Vergara
,	,	,
demanding	VBG	demand
that	IN	that
they	PP	they
be	VB	be
brought	VBN	bring
to	TO	to
birth	NN	birth
.	SENT	.
Ultimately	RB	ultimately
,	,	,
the	DT	the
lawsuit	NN	lawsuit
was	VBD	be
dismissed	VBN	dismiss
for	IN	for
lack	NN	lack
of	IN	of
jurisdiction	NN	jurisdiction
,	,	,
meaning	VBG	mean
Louisiana	NP	Louisiana
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
right	JJ	right
place	NN	place
to	TO	to
hear	VB	hear
the	DT	the
case	NN	case
.	SENT	.
The	DT	the
embryos	NNS	embryo
were	VBD	be
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
,	,	,
California	NP	California
.	SENT	.
Neither	CC	neither
Loeb	NP	Loeb
nor	CC	nor
Vergara	NP	Vergara
lived	VBD	live
in	IN	in
Louisiana	NP	Louisiana
.	SENT	.
But	CC	but
given	VBN	give
Louisiana	NP	Louisiana
'	POS	'
s	JJ	<unknown>
definition	NN	definition
of	IN	of
embryos	NNS	embryo
as	IN	as
people	NNS	people
,	,	,
it	PP	it
would	MD	would
have	VB	have
been	VBN	be
fascinating	JJ	fascinating
,	,	,
and	CC	and
concerning	VBG	concern
,	,	,
if	IN	if
the	DT	the
court	NN	court
had	VBD	have
been	VBN	be
able	JJ	able
to	TO	to
rule	VB	rule
on	IN	on
the	DT	the
case	NN	case
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
these	DT	these
were	VBD	be
celebrities	NNS	celebrity
.	SENT	.
So	RB	so
we	PP	we
got	VBD	get
to	TO	to
read	VB	read
about	IN	about
their	PP$	their
case	NN	case
in	IN	in
the	DT	the
news	NN	news
.	SENT	.
But	CC	but
it	PP	it
could	MD	could
happen	VB	happen
to	TO	to
anyone	NN	anyone
who	WP	who
'	POS	'
s	NNS	<unknown>
gone	VBN	go
through	IN	through
IVF	NP	IVF
.	SENT	.
By	IN	by
contrast	NN	contrast
to	TO	to
the	DT	the
idea	NN	idea
that	IN	that
embryos	NNS	embryo
are	VBP	be
people	NNS	people
,	,	,
other	JJ	other
laws	NNS	law
and	CC	and
judges	NNS	judge
treat	VBP	treat
embryos	NNS	embryo
as	IN	as
property	NN	property
.	SENT	.
In	IN	in
Texas	NP	Texas
,	,	,
a	DT	a
probate	NN	probate
judge	NN	judge
was	VBD	be
forced	VBN	force
to	TO	to
determine	VB	determine
the	DT	the
legal	JJ	legal
properties	NNS	property
of	IN	of
11	CD	@card@
embryos	NNS	embryo
when	WRB	when
a	DT	a
couple	NN	couple
was	VBD	be
murdered	VBN	murder
,	,	,
leaving	VBG	leave
behind	IN	behind
their	PP$	their
embryos	NNS	embryo
and	CC	and
their	PP$	their
two-year-old	JJ	two-year-old
son	NN	son
.	SENT	.
The	DT	the
judge	NN	judge
determined	VBD	determine
that	IN	that
embryos	NNS	embryo
have	VBP	have
value	NN	value
and	CC	and
therefore	RB	therefore
were	VBD	be
property	NN	property
and	CC	and
should	MD	should
go	VB	go
to	TO	to
the	DT	the
couple	NN	couple
'	POS	'
s	NN	S
heir	NN	heir
,	,	,
the	DT	the
two-year-old	JJ	two-year-old
,	,	,
to	TO	to
determine	VB	determine
what	WP	what
to	TO	to
do	VB	do
with	IN	with
them	PP	them
when	WRB	when
he	PP	he
turned	VBD	turn
18	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
a	DT	a
heavy	JJ	heavy
responsibility	NN	responsibility
for	IN	for
an	DT	an
18-year-old	JJ	18-year-old
.	SENT	.
Does	VBZ	do
he	PP	he
transfer	VB	transfer
them	PP	them
to	TO	to
a	DT	a
surrogate	NN	surrogate
and	CC	and
raise	VB	raise
his	PP$	his
genetic	JJ	genetic
siblings	NNS	sibling
?	SENT	?
Does	VBZ	do
he	PP	he
donate	VB	donate
them	PP	them
to	TO	to
others	NNS	other
?	SENT	?
Does	VBZ	do
he	PP	he
forget	VB	forget
about	IN	about
them	PP	them
entirely	RB	entirely
?	SENT	?
Not	RB	not
likely	JJ	likely
that	IN	that
his	PP$	his
parents	NNS	parent
were	VBD	be
thinking	VBG	think
about	IN	about
these	DT	these
questions	NNS	question
when	WRB	when
they	PP	they
formed	VBD	form
those	DT	those
embryos	NNS	embryo
.	SENT	.
Aside	RB	aside
from	IN	from
struggling	VBG	struggle
for	IN	for
the	DT	the
definitions	NNS	definition
of	IN	of
eggs	NNS	egg
,	,	,
sperm	NN	sperm
,	,	,
embryos	NNS	embryo
and	CC	and
who	WP	who
can	MD	can
use	VB	use
them	PP	them
,	,	,
the	DT	the
law	NN	law
especially	RB	especially
struggles	VBZ	struggle
when	WRB	when
there	EX	there
are	VBP	be
mix-ups	NNS	mix-up
in	IN	in
the	DT	the
lab	NN	lab
.	SENT	.
In	IN	in
2018	CD	@card@
,	,	,
a	DT	a
woman	NN	woman
in	IN	in
New	NP	New
York	NP	York
,	,	,
pregnant	JJ	pregnant
with	IN	with
twins	NNS	twin
,	,	,
was	VBD	be
surprised	VBN	surprise
at	IN	at
her	PP$	her
ultrasound	NN	ultrasound
appointment	NN	appointment
when	WRB	when
her	PP$	her
obstetrician	NN	obstetrician
congratulated	VBD	congratulate
her	PP	her
on	IN	on
having	VBG	have
two	CD	two
boys	NNS	boy
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
she	PP	she
had	VBD	have
gone	VBN	go
through	IN	through
IVF	NP	IVF
in	IN	in
California	NP	California
and	CC	and
there	RB	there
,	,	,
her	PP$	her
embryos	NNS	embryo
had	VBD	have
been	VBN	be
tested	VBN	test
and	CC	and
shown	VBN	show
to	TO	to
be	VB	be
two	CD	two
female	JJ	female
embryos	NNS	embryo
.	SENT	.
She	PP	she
called	VBD	call
the	DT	the
clinic	NN	clinic
,	,	,
but	CC	but
they	PP	they
said	VBD	say
,	,	,
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
worry	NN	worry
about	IN	about
it	PP	it
,	,	,
ultrasounds	NNS	ultrasound
are	VBP	be
frequently	RB	frequently
inaccurate	JJ	inaccurate
.	SENT	.
You	PP	you
'	''	'
re	IN	re
having	VBG	have
two	CD	two
girls	NNS	girl
.	SENT	.
"	``	"
But	CC	but
she	PP	she
gave	VBD	give
birth	NN	birth
to	TO	to
two	CD	two
boys	NNS	boy
.	SENT	.
And	CC	and
they	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
like	IN	like
her	PP$	her
or	CC	or
her	PP$	her
husband	NN	husband
.	SENT	.
They	PP	they
did	VBD	do
genetic	JJ	genetic
testing	NN	testing
.	SENT	.
She	PP	she
was	VBD	be
not	RB	not
genetically	RB	genetically
related	VBN	relate
,	,	,
nor	CC	nor
was	VBD	be
her	PP$	her
husband	NN	husband
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
the	DT	the
twins	NNS	twin
weren	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
related	VBN	relate
to	TO	to
each	DT	each
other	JJ	other
.	SENT	.
Across	IN	across
the	DT	the
country	NN	country
,	,	,
a	DT	a
woman	NN	woman
in	IN	in
California	NP	California
got	VBD	get
a	DT	a
call	NN	call
from	IN	from
her	PP$	her
fertility	NN	fertility
clinic	NN	clinic
.	SENT	.
It	PP	it
had	VBD	have
been	VBN	be
about	RB	about
nine	CD	nine
months	NNS	month
since	IN	since
she	PP	she
'	POS	'
d	NN	d
gone	VBN	go
through	IN	through
a	DT	a
failed	JJ	failed
embryo	NN	embryo
transfer	NN	transfer
.	SENT	.
She	PP	she
thought	VBD	think
she	PP	she
was	VBD	be
being	VBG	be
asked	VBN	ask
to	TO	to
come	VB	come
in	IN	in
for	IN	for
routine	JJ	routine
testing	NN	testing
,	,	,
but	CC	but
was	VBD	be
met	VBN	meet
with	IN	with
a	DT	a
roomful	NN	roomful
of	IN	of
doctors	NNS	doctor
,	,	,
lawyers	NNS	lawyer
,	,	,
mental	JJ	mental
health	NN	health
professionals	NNS	professional
that	WDT	that
told	VBD	tell
her	PP	her
there	EX	there
'	''	'
d	SYM	d
been	VBN	be
a	DT	a
mistake	NN	mistake
.	SENT	.
Her	PP$	her
embryo	NN	embryo
had	VBD	have
been	VBN	be
transferred	VBN	transfer
to	TO	to
another	DT	another
patient	NN	patient
,	,	,
and	CC	and
her	PP$	her
genetic	JJ	genetic
son	NN	son
had	VBD	have
been	VBN	be
born	VBN	bear
in	IN	in
New	NP	New
York	NP	York
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
twins	NNS	twin
.	SENT	.
A	DT	a
judge	NN	judge
in	IN	in
New	NP	New
York	NP	York
determined	VBD	determine
that	IN	that
the	DT	the
birth	NN	birth
parents	NNS	parent
were	VBD	be
not	RB	not
the	DT	the
legal	JJ	legal
parents	NNS	parent
to	TO	to
the	DT	the
children	NNS	child
.	SENT	.
Instead	RB	instead
,	,	,
the	DT	the
woman	NN	woman
in	IN	in
California	NP	California
and	CC	and
her	PP$	her
husband	NN	husband
were	VBD	be
legal	JJ	legal
parents	NNS	parent
to	TO	to
one	CD	one
of	IN	of
the	DT	the
twins	NNS	twin
,	,	,
and	CC	and
another	DT	another
couple	NN	couple
entirely	RB	entirely
were	VBD	be
legal	JJ	legal
parents	NNS	parent
to	TO	to
the	DT	the
other	JJ	other
twin	NN	twin
because	IN	because
they	PP	they
were	VBD	be
the	DT	the
genetic	JJ	genetic
parents	NNS	parent
.	SENT	.
But	CC	but
a	DT	a
similar	JJ	similar
thing	NN	thing
happened	VBN	happen
in	IN	in
Italy	NP	Italy
with	IN	with
the	DT	the
exact	JJ	exact
opposite	JJ	opposite
result	NN	result
.	SENT	.
There	RB	there
,	,	,
two	CD	two
embryos	NNS	embryo
were	VBD	be
transferred	VBN	transfer
to	TO	to
the	DT	the
wrong	JJ	wrong
patient	NN	patient
and	CC	and
a	DT	a
judge	NN	judge
determined	VBD	determine
that	IN	that
the	DT	the
birth	NN	birth
parents	NNS	parent
were	VBD	be
the	DT	the
legal	JJ	legal
parents	NNS	parent
to	TO	to
the	DT	the
children	NNS	child
and	CC	and
the	DT	the
genetic	JJ	genetic
parents	NNS	parent
had	VBD	have
no	DT	no
legal	JJ	legal
rights	NNS	right
at	IN	at
all	RB	all
to	TO	to
their	PP$	their
own	JJ	own
genetic	JJ	genetic
children	NNS	child
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
for	IN	for
the	DT	the
law	NN	law
to	TO	to
change	VB	change
.	SENT	.
Here	RB	here
in	IN	in
Colorado	NP	Colorado
,	,	,
our	PP$	our
lone	JJ	lone
egg	NN	egg
and	CC	and
sperm	NN	sperm
donation	NN	donation
statute	NN	statute
has	VBZ	have
the	DT	the
language	NN	language
"	``	"
a	DT	a
wife	NN	wife
with	IN	with
her	PP$	her
husband	NN	husband
'	POS	'
s	NN	S
consent	NN	consent
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
offensive	NN	offensive
to	TO	to
us	PP	us
liberated	JJ	liberated
women	NNS	woman
,	,	,
but	CC	but
also	RB	also
doesn	NP	<unknown>
'	POS	'
t	NN	t
include	VBP	include
single	JJ	single
parents	NNS	parent
by	IN	by
choice	NN	choice
or	CC	or
LGBTQ	NP	<unknown>
parents	NNS	parent
.	SENT	.
It	PP	it
also	RB	also
doesn	NN	<unknown>
'	POS	'
t	NN	t
include	VBP	include
those	DT	those
who	WP	who
donate	VBP	donate
their	PP$	their
embryos	NNS	embryo
or	CC	or
those	DT	those
who	WP	who
receive	VBP	receive
embryos	NNS	embryo
to	TO	to
have	VB	have
a	DT	a
child	NN	child
.	SENT	.
What	WP	what
can	MD	can
we	PP	we
do	VB	do
besides	IN	besides
advocating	VBG	advocate
for	IN	for
better	JJR	good
laws	NNS	law
?	SENT	?
We	PP	we
can	MD	can
think	VB	think
carefully	RB	carefully
about	IN	about
our	PP$	our
own	JJ	own
reproductive	JJ	reproductive
material	NN	material
.	SENT	.
Every	DT	every
adult	NN	adult
knows	VBZ	know
that	IN	that
they	PP	they
should	MD	should
have	VB	have
a	DT	a
will	NN	will
,	,	,
even	RB	even
if	IN	if
they	PP	they
haven	NN	haven
'	POS	'
t	NN	t
done	VBN	do
it	PP	it
yet	RB	yet
.	SENT	.
A	DT	a
will	NN	will
lets	VBZ	let
those	DT	those
we	PP	we
leave	VBP	leave
behind	RB	behind
know	VB	know
what	WP	what
to	TO	to
do	VB	do
with	IN	with
our	PP$	our
assets	NNS	asset
and	CC	and
our	PP$	our
possessions	NNS	possession
.	SENT	.
But	CC	but
most	JJS	most
wills	NNS	will
don	NN	don
'	POS	'
t	NN	t
include	VBP	include
an	DT	an
invaluable	JJ	invaluable
asset	NN	asset
,	,	,
our	PP$	our
reproductive	JJ	reproductive
material	NN	material
.	SENT	.
And	CC	and
that	DT	that
leaves	NNS	leaf
loved	VBD	love
ones	NNS	one
confused	VBN	confuse
and	CC	and
facing	VBG	face
inconsistent	JJ	inconsistent
laws	NNS	law
.	SENT	.
For	IN	for
instance	NN	instance
,	,	,
in	IN	in
2019	CD	@card@
,	,	,
a	DT	a
West	NP	West
Point	NP	Point
cadet	NN	cadet
named	VBN	name
Peter	NP	Peter
Zhu	NP	Zhu
was	VBD	be
in	IN	in
a	DT	a
tragic	JJ	tragic
ski	NN	ski
accident	NN	accident
.	SENT	.
His	PP$	his
family	NN	family
begged	VBD	beg
the	DT	the
hospital	NN	hospital
and	CC	and
then	RB	then
a	DT	a
judge	NN	judge
to	TO	to
let	VB	let
them	PP	them
retrieve	VB	retrieve
his	PP$	his
sperm	NN	sperm
.	SENT	.
They	PP	they
explained	VBD	explain
to	TO	to
the	DT	the
judge	NN	judge
that	IN	that
their	PP$	their
son	NN	son
had	VBD	have
always	RB	always
wanted	VBN	want
to	TO	to
