When	WRB	when
t	NN	t
feel	NN	feel
right	NN	right
,	,	,
so	RB	so
instead	RB	instead
,	,	,
we	PP	we
made	VBD	make
this	DT	this
giant	JJ	giant
woven	VBN	weave
pod	NN	pod
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
do	VBP	do
have	VB	have
all	PDT	all
the	DT	the
necessary	JJ	necessary
luxuries	NNS	luxury
,	,	,
like	IN	like
bathrooms	NNS	bathroom
.	SENT	.
This	DT	this
one	CD	one
is	VBZ	be
a	DT	a
basket	NN	basket
in	IN	in
the	DT	the
corner	NN	corner
of	IN	of
the	DT	the
living	VBG	live
room	NN	room
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
tell	VB	tell
you	PP	you
,	,	,
some	DT	some
people	NNS	people
actually	RB	actually
hesitate	VBP	hesitate
to	TO	to
use	VB	use
it	PP	it
.	SENT	.
We	PP	we
have	VBP	have
not	RB	not
quite	RB	quite
figured	VBD	figure
out	RP	out
our	PP$	our
acoustic	JJ	acoustic
insulation	NN	insulation
.	SENT	.
So	RB	so
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
things	NNS	thing
that	IN	that
we	PP	we
'	POS	'
re	NN	re
still	RB	still
working	VBG	work
on	IN	on
,	,	,
but	CC	but
one	CD	one
thing	NN	thing
I	PP	I
have	VBP	have
learned	VBN	learn
is	VBZ	be
that	IN	that
bamboo	NN	bamboo
will	MD	will
treat	VB	treat
you	PP	you
well	RB	well
if	IN	if
you	PP	you
use	VBP	use
it	PP	it
right	RB	right
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
a	DT	a
wild	JJ	wild
grass	NN	grass
.	SENT	.
It	PP	it
grows	VBZ	grow
on	IN	on
otherwise	RB	otherwise
unproductive	JJ	unproductive
land	NN	land
—	:	-
deep	JJ	deep
ravines	NNS	ravine
,	,	,
mountainsides	NP	mountainsides
.	SENT	.
It	PP	it
lives	VBZ	live
off	RP	off
of	IN	of
rainwater	NN	rainwater
,	,	,
spring	NN	spring
water	NN	water
,	,	,
sunlight	NN	sunlight
,	,	,
and	CC	and
of	IN	of
the	DT	the
1	CD	@card@
,	,	,
450	CD	@card@
species	NNS	specie
of	IN	of
bamboo	NN	bamboo
that	WDT	that
grow	VBP	grow
across	IN	across
the	DT	the
world	NN	world
,	,	,
we	PP	we
use	VBP	use
just	RB	just
seven	CD	seven
of	IN	of
them	PP	them
.	SENT	.
That	IN	that
'	''	'
s	VBG	<unknown>
my	PP$	my
dad	NN	dad
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
the	DT	the
one	CD	one
who	WP	who
got	VBD	get
me	PP	me
building	VBG	build
with	IN	with
bamboo	NN	bamboo
,	,	,
and	CC	and
he	PP	he
is	VBZ	be
standing	VBG	stand
in	IN	in
a	DT	a
clump	NN	clump
of	IN	of
Dendrocalamus	NP	Dendrocalamus
asper	NN	asper
niger	NN	<unknown>
that	IN	that
he	PP	he
planted	VBD	plant
just	RB	just
seven	CD	seven
years	NNS	year
ago	RB	ago
.	SENT	.
Each	DT	each
year	NN	year
,	,	,
it	PP	it
sends	VBZ	send
up	RP	up
a	DT	a
new	JJ	new
generation	NN	generation
of	IN	of
shoots	NNS	shoot
.	SENT	.
That	DT	that
shoot	NN	shoot
,	,	,
we	PP	we
watched	VBD	watch
it	PP	it
grow	VB	grow
a	DT	a
meter	NN	meter
in	IN	in
three	CD	three
days	NNS	day
just	RB	just
last	JJ	last
week	NN	week
,	,	,
so	IN	so
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
sustainable	JJ	sustainable
timber	NN	timber
in	IN	in
three	CD	three
years	NNS	year
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
harvest	VBP	harvest
from	IN	from
hundreds	NNS	hundred
of	IN	of
family-owned	JJ	family-owned
clumps	NNS	clump
.	SENT	.
Betung	NP	<unknown>
,	,	,
as	IN	as
we	PP	we
call	VBP	call
it	PP	it
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
long	RB	long
,	,	,
up	RB	up
to	TO	to
18	CD	@card@
meters	NNS	meter
of	IN	of
usable	JJ	usable
length	NN	length
.	SENT	.
Try	VB	try
getting	VBG	get
that	DT	that
truck	NN	truck
down	IN	down
the	DT	the
mountain	NN	mountain
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
strong	JJ	strong
:	:	:
it	PP	it
has	VBZ	have
the	DT	the
tensile	JJ	tensile
strength	NN	strength
of	IN	of
steel	NN	steel
,	,	,
the	DT	the
compressive	JJ	compressive
strength	NN	strength
of	IN	of
concrete	NN	concrete
.	SENT	.
Slam	NN	slam
four	CD	four
tons	NNS	ton
straight	RB	straight
down	RB	down
on	IN	on
a	DT	a
pole	NN	pole
,	,	,
and	CC	and
it	PP	it
can	MD	can
take	VB	take
it	PP	it
.	SENT	.
Because	IN	because
it	PP	it
'	POS	'
s	NN	S
hollow	NN	hollow
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
lightweight	JJ	lightweight
,	,	,
light	JJ	light
enough	RB	enough
to	TO	to
be	VB	be
lifted	VBN	lift
by	IN	by
just	RB	just
a	DT	a
few	JJ	few
men	NNS	man
,	,	,
or	CC	or
,	,	,
apparently	RB	apparently
,	,	,
one	CD	one
woman	NN	woman
.	SENT	.
And	CC	and
when	WRB	when
my	PP$	my
father	NN	father
built	VBN	build
Green	NP	Green
School	NP	School
in	IN	in
Bali	NP	Bali
,	,	,
he	PP	he
chose	VBD	choose
bamboo	NN	bamboo
for	IN	for
all	DT	all
of	IN	of
the	DT	the
buildings	NNS	building
on	IN	on
campus	NN	campus
,	,	,
because	IN	because
he	PP	he
saw	VBD	see
it	PP	it
as	IN	as
a	DT	a
promise	NN	promise
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
promise	NN	promise
to	TO	to
the	DT	the
kids	NNS	kid
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
one	CD	one
sustainable	JJ	sustainable
material	NN	material
that	IN	that
they	PP	they
will	MD	will
not	RB	not
run	VB	run
out	RP	out
of	IN	of
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
first	RB	first
saw	VBD	see
these	DT	these
structures	NNS	structure
under	IN	under
construction	NN	construction
about	IN	about
six	CD	six
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
just	RB	just
thought	VBD	think
,	,	,
this	DT	this
makes	VBZ	make
perfect	JJ	perfect
sense	NN	sense
.	SENT	.
It	PP	it
is	VBZ	be
growing	VBG	grow
all	DT	all
around	IN	around
us	PP	us
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
strong	JJ	strong
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
elegant	JJ	elegant
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
earthquake-resistant	NN	earthquake-resistant
.	SENT	.
Why	WRB	why
hasn	NP	<unknown>
'	POS	'
t	NN	t
this	RB	this
happened	VBD	happen
sooner	RBR	sooner
,	,	,
and	CC	and
what	WP	what
can	MD	can
we	PP	we
do	VB	do
with	IN	with
it	PP	it
next	JJ	next
?	SENT	?
So	RB	so
along	RB	along
with	IN	with
some	DT	some
of	IN	of
the	DT	the
original	JJ	original
builders	NNS	builder
of	IN	of
Green	NP	Green
School	NP	School
,	,	,
I	PP	I
founded	VBD	found
Ibuku	NP	<unknown>
.	SENT	.
Ibu	NP	Ibu
means	VBZ	mean
"	``	"
mother	NN	mother
,	,	,
"	''	"
and	CC	and
ku	NN	ku
means	VBZ	mean
"	``	"
mine	NN	mine
,	,	,
"	``	"
so	RB	so
it	PP	it
represents	VBZ	represent
my	PP$	my
Mother	NP	Mother
Earth	NP	Earth
,	,	,
and	CC	and
at	IN	at
Ibuku	NP	<unknown>
,	,	,
we	PP	we
are	VBP	be
a	DT	a
team	NN	team
of	IN	of
artisans	NNS	artisan
,	,	,
architects	NNS	architect
and	CC	and
designers	NNS	designer
,	,	,
and	CC	and
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
together	RB	together
is	VBZ	be
creating	VBG	create
a	DT	a
new	JJ	new
way	NN	way
of	IN	of
building	NN	building
.	SENT	.
Over	IN	over
the	DT	the
past	JJ	past
five	CD	five
years	NNS	year
together	RB	together
,	,	,
we	PP	we
have	VBP	have
built	VBN	build
over	IN	over
50	CD	@card@
unique	JJ	unique
structures	NNS	structure
,	,	,
most	JJS	most
of	IN	of
them	PP	them
in	IN	in
Bali	NP	Bali
.	SENT	.
Nine	CD	nine
of	IN	of
them	PP	them
are	VBP	be
at	IN	at
Green	NP	Green
Village	NP	Village
—	:	-
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
seen	VBN	see
inside	IN	inside
some	DT	some
of	IN	of
these	DT	these
homes	NNS	home
—	:	-
and	CC	and
we	PP	we
fill	VBP	fill
them	PP	them
with	IN	with
bespoke	JJ	bespoke
furniture	NN	furniture
,	,	,
we	PP	we
surround	VBP	surround
them	PP	them
with	IN	with
veggie	NN	<unknown>
gardens	NNS	garden
,	,	,
we	PP	we
would	MD	would
love	VB	love
to	TO	to
invite	VB	invite
you	PP	you
all	DT	all
to	TO	to
come	VB	come
visit	NN	visit
someday	RB	someday
.	SENT	.
And	CC	and
while	IN	while
you	PP	you
'	POS	'
re	NN	re
there	RB	there
,	,	,
you	PP	you
can	MD	can
also	RB	also
see	VB	see
Green	NP	Green
School	NP	School
—	:	-
we	PP	we
keep	VBP	keep
building	NN	building
classrooms	NNS	classroom
there	RB	there
each	DT	each
year	NN	year
—	:	-
as	RB	as
well	RB	well
as	IN	as
an	DT	an
updated	VBN	update
fairy	NN	fairy
mushroom	NN	mushroom
house	NN	house
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
also	RB	also
working	VBG	work
on	IN	on
a	DT	a
little	JJ	little
house	NN	house
for	IN	for
export	NN	export
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
traditional	JJ	traditional
Sumbanese	NP	<unknown>
home	NN	home
that	IN	that
we	PP	we
replicated	VBD	replicate
,	,	,
right	RB	right
down	RB	down
to	TO	to
the	DT	the
details	NNS	detail
and	CC	and
textiles	NNS	textile
.	SENT	.
A	DT	a
restaurant	NN	restaurant
with	IN	with
an	DT	an
open-air	JJ	open-air
kitchen	NN	kitchen
.	SENT	.
It	PP	it
looks	VBZ	look
a	DT	a
lot	NN	lot
like	IN	like
a	DT	a
kitchen	NN	kitchen
,	,	,
right	RB	right
?	SENT	?
And	CC	and
a	DT	a
bridge	NN	bridge
that	WDT	that
spans	VBZ	span
22	CD	@card@
meters	NNS	meter
across	IN	across
a	DT	a
river	NN	river
.	SENT	.
Now	RB	now
,	,	,
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
entirely	RB	entirely
new	JJ	new
.	SENT	.
From	IN	from
little	JJ	little
huts	NNS	hut
to	TO	to
elaborate	VB	elaborate
bridges	NNS	bridge
like	IN	like
this	DT	this
one	CD	one
in	IN	in
Java	NP	Java
,	,	,
bamboo	NN	bamboo
has	VBZ	have
been	VBN	be
in	IN	in
use	NN	use
across	IN	across
the	DT	the
tropical	JJ	tropical
regions	NNS	region
of	IN	of
the	DT	the
world	NN	world
for	IN	for
literally	RB	literally
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
years	NNS	year
.	SENT	.
There	EX	there
are	VBP	be
islands	NNS	island
and	CC	and
even	RB	even
continents	NNS	continent
that	WDT	that
were	VBD	be
first	RB	first
reached	VBN	reach
by	IN	by
bamboo	NN	bamboo
rafts	NNS	raft
.	SENT	.
But	CC	but
until	IN	until
recently	RB	recently
,	,	,
it	PP	it
was	VBD	be
almost	RB	almost
impossible	JJ	impossible
to	TO	to
reliably	RB	reliably
protect	VB	protect
bamboo	NN	bamboo
from	IN	from
insects	NNS	insect
,	,	,
and	CC	and
so	RB	so
,	,	,
just	RB	just
about	IN	about
everything	NN	everything
that	WDT	that
was	VBD	be
ever	RB	ever
built	VBN	build
out	RP	out
of	IN	of
bamboo	NN	bamboo
is	VBZ	be
gone	VBN	go
.	SENT	.
Unprotected	JJ	unprotected
bamboo	NN	bamboo
weathers	NNS	weather
.	SENT	.
Untreated	JJ	untreated
bamboo	NN	bamboo
gets	VBZ	get
eaten	VBN	eat
to	TO	to
dust	NN	dust
.	SENT	.
And	CC	and
so	RB	so
that	RB	that
'	''	'
s	NN	S
why	WRB	why
most	JJS	most
people	NNS	people
,	,	,
especially	RB	especially
in	IN	in
Asia	NP	Asia
,	,	,
think	VBP	think
that	IN	that
you	PP	you
couldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
poor	JJ	poor
enough	JJ	enough
or	CC	or
rural	JJ	rural
enough	RB	enough
to	TO	to
actually	RB	actually
want	VB	want
to	TO	to
live	VB	live
in	IN	in
a	DT	a
bamboo	NN	bamboo
house	NN	house
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
thought	VBD	think
,	,	,
what	WP	what
will	MD	will
it	PP	it
take	VB	take
to	TO	to
change	VB	change
their	PP$	their
minds	NNS	mind
,	,	,
to	TO	to
convince	VB	convince
people	NNS	people
that	IN	that
bamboo	NN	bamboo
is	VBZ	be
worth	JJ	worth
building	NN	building
with	IN	with
,	,	,
much	RB	much
less	JJR	less
worth	NN	worth
aspiring	VBG	aspire
to	TO	to
?	SENT	?
First	RB	first
,	,	,
we	PP	we
needed	VBD	need
safe	JJ	safe
treatment	NN	treatment
solutions	NNS	solution
.	SENT	.
Borax	NN	borax
is	VBZ	be
a	DT	a
natural	JJ	natural
salt	NN	salt
.	SENT	.
It	PP	it
turns	VBZ	turn
bamboo	NN	bamboo
into	IN	into
a	DT	a
viable	JJ	viable
building	NN	building
material	NN	material
.	SENT	.
Treat	VB	treat
it	PP	it
properly	RB	properly
,	,	,
design	VB	design
it	PP	it
carefully	RB	carefully
,	,	,
and	CC	and
a	DT	a
bamboo	NN	bamboo
structure	NN	structure
can	MD	can
last	VB	last
a	DT	a
lifetime	NN	lifetime
.	SENT	.
Second	RB	second
,	,	,
build	VB	build
something	NN	something
extraordinary	JJ	extraordinary
out	IN	out
of	IN	of
it	PP	it
.	SENT	.
Inspire	VB	inspire
people	NNS	people
.	SENT	.
Fortunately	RB	fortunately
,	,	,
Balinese	JJ	Balinese
culture	NN	culture
fosters	VBZ	foster
craftsmanship	NN	craftsmanship
.	SENT	.
It	PP	it
values	VBZ	value
the	DT	the
artisan	NN	artisan
.	SENT	.
So	RB	so
combine	VB	combine
those	DT	those
with	IN	with
the	DT	the
adventurous	JJ	adventurous
outliers	NNS	outlier
from	IN	from
new	JJ	new
generations	NNS	generation
of	IN	of
locally	RB	locally
trained	VBN	train
architects	NNS	architect
and	CC	and
designers	NNS	designer
and	CC	and
engineers	NNS	engineer
,	,	,
and	CC	and
always	RB	always
remember	VB	remember
that	IN	that
you	PP	you
are	VBP	be
designing	VBG	design
for	IN	for
curving	VBG	curve
,	,	,
tapering	VBG	taper
,	,	,
hollow	JJ	hollow
poles	NNS	pole
.	SENT	.
No	DT	no
two	CD	two
poles	NNS	pole
alike	RB	alike
,	,	,
no	DT	no
straight	JJ	straight
lines	NNS	line
,	,	,
no	DT	no
two-by-fours	NNS	two-by-four
here	RB	here
.	SENT	.
The	DT	the
tried-and-true	JJ	tried-and-true
,	,	,
well-crafted	JJ	well-crafted
formulas	NNS	formula
and	CC	and
vocabulary	NN	vocabulary
of	IN	of
architecture	NN	architecture
do	VBP	do
not	RB	not
apply	VB	apply
here	RB	here
.	SENT	.
We	PP	we
have	VBP	have
had	VBD	have
to	TO	to
invent	VB	invent
our	PP$	our
own	JJ	own
rules	NNS	rule
.	SENT	.
We	PP	we
ask	VBP	ask
the	DT	the
bamboo	NN	bamboo
what	WP	what
it	PP	it
'	POS	'
s	NNS	<unknown>
good	JJ	good
at	IN	at
,	,	,
what	WP	what
it	PP	it
wants	VBZ	want
to	TO	to
become	VB	become
,	,	,
and	CC	and
what	WP	what
it	PP	it
says	VBZ	say
is	VBZ	be
:	:	:
respect	VB	respect
it	PP	it
,	,	,
design	NN	design
for	IN	for
its	PP$	its
strengths	NNS	strength
,	,	,
protect	VB	protect
it	PP	it
from	IN	from
water	NN	water
,	,	,
and	CC	and
to	TO	to
make	VB	make
the	DT	the
most	JJS	most
of	IN	of
its	PP$	its
curves	NNS	curve
.	SENT	.
So	RB	so
we	PP	we
design	VB	design
in	IN	in
real	JJ	real
3D	JJ	3D
,	,	,
making	VBG	make
scale	NN	scale
structural	JJ	structural
models	NNS	model
out	IN	out
of	IN	of
the	DT	the
same	JJ	same
material	NN	material
that	IN	that
we	PP	we
'	POS	'
ll	NNS	<unknown>
later	RBR	later
use	VB	use
to	TO	to
build	VB	build
the	DT	the
house	NN	house
.	SENT	.
And	CC	and
bamboo	NN	bamboo
model-making	NN	model-making
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
art	NN	art
,	,	,
as	RB	as
well	RB	well
as	IN	as
some	DT	some
hardcore	JJ	hardcore
engineering	NN	engineering
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
blueprint	NN	blueprint
of	IN	of
the	DT	the
house	NN	house
.	SENT	.
And	CC	and
we	PP	we
bring	VBP	bring
it	PP	it
to	TO	to
site	NN	site
,	,	,
and	CC	and
with	IN	with
tiny	JJ	tiny
rulers	NNS	ruler
,	,	,
we	PP	we
measure	VBP	measure
each	DT	each
pole	NN	pole
,	,	,
and	CC	and
consider	VB	consider
each	DT	each
curve	NN	curve
,	,	,
and	CC	and
we	PP	we
choose	VBP	choose
a	DT	a
piece	NN	piece
of	IN	of
bamboo	NN	bamboo
from	IN	from
the	DT	the
pile	NN	pile
to	TO	to
replicate	VB	replicate
that	DT	that
house	NN	house
on	IN	on
site	NN	site
.	SENT	.
When	WRB	when
it	PP	it
comes	VBZ	come
down	RP	down
to	TO	to
the	DT	the
details	NNS	detail
,	,	,
we	PP	we
consider	VBP	consider
everything	NN	everything
.	SENT	.
Why	WRB	why
are	VBP	be
doors	NNS	door
so	RB	so
often	RB	often
rectangular	JJ	rectangular
?	SENT	?
Why	WRB	why
not	RB	not
round	NN	round
?	SENT	?
How	WRB	how
could	MD	could
you	PP	you
make	VB	make
a	DT	a
door	NN	door
better	RBR	well
?	SENT	?
Well	RB	well
,	,	,
its	PP$	its
hinges	NNS	hinge
battle	NN	battle
with	IN	with
gravity	NN	gravity
,	,	,
and	CC	and
gravity	NN	gravity
will	MD	will
always	RB	always
win	VB	win
in	IN	in
the	DT	the
end	NN	end
,	,	,
so	RB	so
why	WRB	why
not	RB	not
have	VB	have
it	PP	it
pivot	VB	pivot
on	IN	on
the	DT	the
center	NN	center
where	WRB	where
it	PP	it
can	MD	can
stay	VB	stay
balanced	JJ	balanced
?	SENT	?
And	CC	and
while	IN	while
you	PP	you
'	POS	'
re	NN	re
at	IN	at
it	PP	it
,	,	,
why	WRB	why
not	RB	not
doors	NNS	door
shaped	VBN	shape
like	IN	like
teardrops	NNS	teardrop
?	SENT	?
To	TO	to
reap	VB	reap
the	DT	the
selective	JJ	selective
benefits	NNS	benefit
and	CC	and
work	NN	work
within	IN	within
the	DT	the
constraints	NNS	constraint
of	IN	of
this	DT	this
material	NN	material
,	,	,
we	PP	we
have	VBP	have
really	RB	really
had	VBN	have
to	TO	to
push	VB	push
ourselves	PP	ourselves
,	,	,
and	CC	and
within	IN	within
that	DT	that
constraint	NN	constraint
,	,	,
we	PP	we
have	VBP	have
found	VBN	find
space	NN	space
for	IN	for
something	NN	something
new	JJ	new
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
challenge	NN	challenge
:	:	:
how	WRB	how
do	VBP	do
you	PP	you
make	VB	make
a	DT	a
ceiling	NN	ceiling
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
flat	JJ	flat
boards	NNS	board
to	TO	to
work	VB	work
with	IN	with
?	SENT	?
Let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
,	,	,
sometimes	RB	sometimes
I	PP	I
dream	VBP	dream
of	IN	of
sheet	NN	sheet
rock	NN	rock
and	CC	and
plywood	NN	plywood
.	SENT	.
But	CC	but
if	IN	if
what	WP	what
you	PP	you
'	POS	'
ve	NNS	<unknown>
got	VBP	got
is	VBZ	be
skilled	JJ	skilled
craftsmen	NNS	craftsman
and	CC	and
itsy	NN	<unknown>
bitsy	NN	<unknown>
little	RB	little
splits	VBZ	split
,	,	,
weave	VB	weave
that	DT	that
ceiling	NN	ceiling
together	RB	together
,	,	,
stretch	VBP	stretch
a	DT	a
canvas	NN	canvas
over	IN	over
it	PP	it
,	,	,
lacquer	VB	lacquer
it	PP	it
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
design	VB	design
durable	JJ	durable
kitchen	NN	kitchen
countertops	NNS	countertop
that	WDT	that
do	VBP	do
justice	NN	justice
to	TO	to
this	DT	this
curving	VBG	curve
structure	NN	structure
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
built	VBN	build
?	SENT	?
Slice	NN	slice
up	IN	up
a	DT	a
boulder	NN	boulder
like	IN	like
a	DT	a
loaf	NN	loaf
of	IN	of
bread	NN	bread
,	,	,
hand-carve	VBP	hand-carve
each	DT	each
to	TO	to
fit	VB	fit
the	DT	the
other	JJ	other
,	,	,
leave	VB	leave
the	DT	the
crusts	NNS	crust
on	IN	on
,	,	,
and	CC	and
what	WP	what
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
it	PP	it
is	VBZ	be
almost	RB	almost
entirely	RB	entirely
handmade	JJ	handmade
.	SENT	.
The	DT	the
structural	JJ	structural
connections	NNS	connection
of	IN	of
our	PP$	our
buildings	NNS	building
are	VBP	be
reinforced	VBN	reinforce
by	IN	by
steel	NN	steel
joints	NNS	joint
,	,	,
but	CC	but
we	PP	we
use	VBP	use
a	DT	a
lot	NN	lot
of	IN	of
hand-whittled	JJ	<unknown>
bamboo	NN	bamboo
pins	NNS	pin
.	SENT	.
There	EX	there
are	VBP	be
thousands	NNS	thousand
of	IN	of
pins	NNS	pin
in	IN	in
each	DT	each
floor	NN	floor
.	SENT	.
This	DT	this
floor	NN	floor
is	VBZ	be
made	VBN	make
of	IN	of
glossy	JJ	glossy
and	CC	and
durable	JJ	durable
bamboo	NN	bamboo
skin	NN	skin
.	SENT	.
You	PP	you
can	MD	can
feel	VB	feel
the	DT	the
texture	NN	texture
under	IN	under
bare	JJ	bare
feet	NNS	foot
.	SENT	.
And	CC	and
the	DT	the
floor	NN	floor
that	IN	that
you	PP	you
walk	VBP	walk
on	RP	on
,	,	,
can	MD	can
it	PP	it
affect	VB	affect
the	DT	the
way	NN	way
that	IN	that
you	PP	you
walk	VBP	walk
?	SENT	?
Can	MD	can
it	PP	it
change	VB	change
the	DT	the
footprint	NN	footprint
that	IN	that
you	PP	you
'	POS	'
ll	NNS	<unknown>
ultimately	RB	ultimately
leave	VBP	leave
on	IN	on
the	DT	the
world	NN	world
?	SENT	?
I	PP	I
remember	VB	remember
being	VBG	be
nine	CD	nine
years	NNS	year
old	JJ	old
and	CC	and
feeling	NN	feeling
wonder	NN	wonder
,	,	,
and	CC	and
possibility	NN	possibility
,	,	,
and	CC	and
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
idealism	NN	idealism
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
really	RB	really
long	JJ	long
way	NN	way
to	TO	to
go	VB	go
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
left	VBD	leave
to	TO	to
learn	VB	learn
,	,	,
but	CC	but
one	CD	one
thing	NN	thing
I	PP	I
know	VBP	know
is	VBZ	be
that	IN	that
with	IN	with
creativity	NN	creativity
and	CC	and
commitment	NN	commitment
,	,	,
you	PP	you
can	MD	can
create	VB	create
beauty	NN	beauty
and	CC	and
comfort	NN	comfort
and	CC	and
safety	NN	safety
and	CC	and
even	RB	even
luxury	NN	luxury
out	RP	out
of	IN	of
a	DT	a
material	NN	material
that	WDT	that
will	MD	will
grow	VB	grow
back	RB	back
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
