Nicholas	NP	Nicholas
is	VBZ	be
your	PP$	your
hand	NN	hand
would	MD	would
occlude	VB	occlude
what	WP	what
you	PP	you
wanted	VBD	want
to	TO	to
see	VB	see
,	,	,
and	CC	and
the	DT	the
third	NN	third
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
winner	NN	winner
,	,	,
was	VBD	be
that	IN	that
your	PP$	your
fingers	NNS	finger
would	MD	would
get	VB	get
the	DT	the
screen	NN	screen
dirty	JJ	dirty
,	,	,
and	CC	and
hence	RB	hence
,	,	,
fingers	NNS	finger
would	MD	would
never	RB	never
be	VB	be
a	DT	a
device	NN	device
that	IN	that
you	PP	you
'	POS	'
d	NN	d
use	NN	use
.	SENT	.
And	CC	and
this	DT	this
was	VBD	be
a	DT	a
device	NN	device
we	PP	we
built	VBD	build
in	IN	in
the	DT	the
'	''	'
70s	NNS	<unknown>
,	,	,
which	WDT	which
has	VBZ	have
never	RB	never
even	RB	even
been	VBN	be
picked	VBN	pick
up	RP	up
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
touch	VB	touch
sensitive	JJ	sensitive
,	,	,
it	PP	it
'	POS	'
s	NN	S
pressure	NN	pressure
sensitive	JJ	sensitive
.	SENT	.
Voice	NN	voice
:	:	:
Put	VB	put
a	DT	a
yellow	JJ	yellow
circle	NN	circle
there	RB	there
.	SENT	.
NN	NP	NN
:	:	:
Later	RBR	later
work	NN	work
,	,	,
and	CC	and
again	RB	again
this	DT	this
was	VBD	be
before	RB	before
TED	VB	ted
1	CD	@card@
—	:	-
Voice	NP	Voice
:	:	:
Move	VBP	move
that	IN	that
west	RB	west
of	IN	of
the	DT	the
diamond	NN	diamond
.	SENT	.
Create	VB	create
a	DT	a
large	JJ	large
green	JJ	green
circle	NN	circle
there	RB	there
.	SENT	.
Man	NN	man
:	:	:
Aw	NP	Aw
,	,	,
shit	NN	shit
.	SENT	.
NN	NP	NN
:	:	:
—	:	-
was	VBD	be
to	TO	to
sort	VB	sort
of	IN	of
do	VBP	do
interface	NN	interface
concurrently	RB	concurrently
,	,	,
so	RB	so
when	WRB	when
you	PP	you
talked	VBD	talk
and	CC	and
you	PP	you
pointed	VBD	point
and	CC	and
you	PP	you
had	VBD	have
,	,	,
if	IN	if
you	PP	you
will	MD	will
,	,	,
multiple	JJ	multiple
channels	NNS	channel
.	SENT	.
Entebbe	NP	Entebbe
happened	VBD	happen
.	SENT	.
1976	CD	@card@
,	,	,
Air	NP	Air
France	NP	France
was	VBD	be
hijacked	VBN	hijack
,	,	,
taken	VBN	take
to	TO	to
Entebbe	NP	Entebbe
,	,	,
and	CC	and
the	DT	the
Israelis	NPS	Israelis
not	RB	not
only	RB	only
did	VBD	do
an	DT	an
extraordinary	JJ	extraordinary
rescue	NN	rescue
,	,	,
they	PP	they
did	VBD	do
it	PP	it
partly	RB	partly
because	IN	because
they	PP	they
had	VBD	have
practiced	VBN	practice
on	IN	on
a	DT	a
physical	JJ	physical
model	NN	model
of	IN	of
the	DT	the
airport	NN	airport
,	,	,
because	IN	because
they	PP	they
had	VBD	have
built	VBN	build
the	DT	the
airport	NN	airport
,	,	,
so	RB	so
they	PP	they
built	VBD	build
a	DT	a
model	NN	model
in	IN	in
the	DT	the
desert	NN	desert
,	,	,
and	CC	and
when	WRB	when
they	PP	they
arrived	VBD	arrive
at	IN	at
Entebbe	NP	Entebbe
,	,	,
they	PP	they
knew	VBD	know
where	WRB	where
to	TO	to
go	VB	go
because	IN	because
they	PP	they
had	VBD	have
actually	RB	actually
been	VBN	be
there	RB	there
.	SENT	.
The	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
government	NN	government
asked	VBD	ask
some	DT	some
of	IN	of
us	PP	us
,	,	,
'	''	'
76	CD	@card@
,	,	,
if	IN	if
we	PP	we
could	MD	could
replicate	VB	replicate
that	IN	that
computationally	RB	computationally
,	,	,
and	CC	and
of	IN	of
course	NN	course
somebody	NN	somebody
like	IN	like
myself	PP	myself
says	VBZ	say
yes	UH	yes
.	SENT	.
Immediately	RB	immediately
,	,	,
you	PP	you
get	VBP	get
a	DT	a
contract	NN	contract
,	,	,
Department	NP	Department
of	IN	of
Defense	NP	Defense
,	,	,
and	CC	and
we	PP	we
built	VBD	build
this	DT	this
truck	NN	truck
and	CC	and
this	DT	this
rig	NN	rig
.	SENT	.
We	PP	we
did	VBD	do
sort	NN	sort
of	IN	of
a	DT	a
simulation	NN	simulation
,	,	,
because	IN	because
you	PP	you
had	VBD	have
video	JJ	video
discs	NNS	disc
,	,	,
and	CC	and
again	RB	again
,	,	,
this	DT	this
is	VBZ	be
'	POS	'
76	CD	@card@
.	SENT	.
And	CC	and
then	RB	then
many	JJ	many
years	NNS	year
later	RBR	later
,	,	,
you	PP	you
get	VBP	get
this	DT	this
truck	NN	truck
,	,	,
and	CC	and
so	RB	so
you	PP	you
have	VB	have
Google	NP	<unknown>
Maps	NNS	map
.	SENT	.
Still	RB	still
people	NNS	people
thought	VBD	think
,	,	,
no	UH	no
,	,	,
that	WDT	that
was	VBD	be
not	RB	not
serious	JJ	serious
computer	NN	computer
science	NN	science
,	,	,
and	CC	and
it	PP	it
was	VBD	be
a	DT	a
man	NN	man
named	VBN	name
Jerry	NP	Jerry
Wiesner	NP	Wiesner
,	,	,
who	WP	who
happened	VBD	happen
to	TO	to
be	VB	be
the	DT	the
president	NN	president
of	IN	of
MIT	NP	MIT
,	,	,
who	WP	who
did	VBD	do
think	VBP	think
it	PP	it
was	VBD	be
computer	NN	computer
science	NN	science
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
keys	NNS	key
for	IN	for
anybody	NN	anybody
who	WP	who
wants	VBZ	want
to	TO	to
start	VB	start
something	NN	something
in	IN	in
life	NN	life
:	:	:
Make	VB	make
sure	RB	sure
your	PP$	your
president	NN	president
is	VBZ	be
part	NN	part
of	IN	of
it	PP	it
.	SENT	.
So	RB	so
when	WRB	when
I	PP	I
was	VBD	be
doing	VBG	do
the	DT	the
Media	NP	Media
Lab	NP	Lab
,	,	,
it	PP	it
was	VBD	be
like	IN	like
having	VBG	have
a	DT	a
gorilla	NN	gorilla
in	IN	in
the	DT	the
front	JJ	front
seat	NN	seat
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
stopped	VBN	stop
for	IN	for
speeding	VBG	speed
and	CC	and
the	DT	the
officer	NN	officer
looked	VBD	look
in	IN	in
the	DT	the
window	NN	window
and	CC	and
saw	VBD	see
who	WP	who
was	VBD	be
in	IN	in
the	DT	the
passenger	NN	passenger
seat	NN	seat
,	,	,
then	RB	then
,	,	,
"	``	"
Oh	UH	oh
,	,	,
continue	VB	continue
on	RP	on
,	,	,
sir	NN	sir
.	SENT	.
"	''	"
And	CC	and
so	RB	so
we	PP	we
were	VBD	be
able	JJ	able
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
cute	JJ	cute
,	,	,
actually	RB	actually
,	,	,
device	NN	device
,	,	,
parenthetically	RB	parenthetically
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
lenticular	JJ	lenticular
photograph	NN	photograph
of	IN	of
Jerry	NP	Jerry
Wiesner	NP	Wiesner
where	WRB	where
the	DT	the
only	JJ	only
thing	NN	thing
that	WDT	that
changed	VBD	change
in	IN	in
the	DT	the
photograph	NN	photograph
were	VBD	be
the	DT	the
lips	NNS	lip
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
oscillated	VBD	oscillate
that	IN	that
little	JJ	little
piece	NN	piece
of	IN	of
lenticular	JJ	lenticular
sheet	NN	sheet
with	IN	with
his	PP$	his
photograph	NN	photograph
,	,	,
it	PP	it
would	MD	would
be	VB	be
in	IN	in
lip	JJ	lip
sync	NN	sync
with	IN	with
zero	CD	zero
bandwidth	NN	bandwidth
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
zero-	NN	<unknown>
bandwidth	NN	bandwidth
teleconferencing	VBG	teleconference
system	NN	system
at	IN	at
the	DT	the
time	NN	time
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
the	DT	the
Media	NP	Media
Lab	NP	Lab
'	POS	'
s	NN	S
—	:	-
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
said	VBD	say
we	PP	we
'	''	'
d	SYM	d
do	VBP	do
,	,	,
that	IN	that
the	DT	the
world	NN	world
of	IN	of
computers	NNS	computer
,	,	,
publishing	NN	publishing
,	,	,
and	CC	and
so	RB	so
on	IN	on
would	MD	would
come	VB	come
together	RB	together
.	SENT	.
Again	RB	again
,	,	,
not	RB	not
generally	RB	generally
accepted	VBN	accept
,	,	,
but	CC	but
very	RB	very
much	JJ	much
part	NN	part
of	IN	of
TED	VB	ted
in	IN	in
the	DT	the
early	JJ	early
days	NNS	day
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
really	RB	really
where	WRB	where
we	PP	we
were	VBD	be
headed	VBN	head
.	SENT	.
And	CC	and
that	WDT	that
created	VBD	create
the	DT	the
Media	NP	Media
Lab	NP	Lab
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
about	IN	about
age	NN	age
is	VBZ	be
that	IN	that
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
with	IN	with
great	JJ	great
confidence	NN	confidence
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
to	TO	to
the	DT	the
future	NN	future
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
there	RB	there
,	,	,
actually	RB	actually
,	,	,
many	JJ	many
times	NNS	time
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
I	PP	I
say	VBP	say
that	DT	that
is	VBZ	be
,	,	,
how	WRB	how
many	JJ	many
times	NNS	time
in	IN	in
my	PP$	my
life	NN	life
have	VB	have
I	PP	I
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
in	IN	in
10	CD	@card@
years	NNS	year
,	,	,
this	DT	this
will	MD	will
happen	VB	happen
,	,	,
"	''	"
and	CC	and
then	RB	then
10	CD	@card@
years	NNS	year
comes	VBZ	come
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
in	IN	in
five	CD	five
years	NNS	year
,	,	,
this	DT	this
will	MD	will
happen	VB	happen
.	SENT	.
"	''	"
And	CC	and
then	RB	then
five	CD	five
years	NNS	year
comes	VBZ	come
.	SENT	.
So	RB	so
I	PP	I
say	VBP	say
this	DT	this
a	DT	a
little	JJ	little
bit	NN	bit
with	IN	with
having	VBG	have
felt	VBN	feel
that	IN	that
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
there	RB	there
a	DT	a
number	NN	number
of	IN	of
times	NNS	time
,	,	,
and	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
is	VBZ	be
most	RBS	most
quoted	VBN	quote
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
said	VBN	say
is	VBZ	be
that	IN	that
computing	NN	computing
is	VBZ	be
not	RB	not
about	IN	about
computers	NNS	computer
,	,	,
and	CC	and
that	DT	that
didn	NN	<unknown>
'	POS	'
t	NN	t
quite	RB	quite
get	VB	get
enough	JJ	enough
traction	NN	traction
,	,	,
and	CC	and
then	RB	then
it	PP	it
started	VBD	start
to	TO	to
.	SENT	.
It	PP	it
started	VBD	start
to	TO	to
because	IN	because
people	NNS	people
caught	VBN	catch
on	IN	on
that	IN	that
the	DT	the
medium	JJ	medium
wasn	NN	<unknown>
'	POS	'
t	NN	t
the	DT	the
message	NN	message
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
I	PP	I
show	VBP	show
this	DT	this
car	NN	car
in	IN	in
actually	RB	actually
a	DT	a
rather	RB	rather
ugly	JJ	ugly
slide	NN	slide
is	VBZ	be
just	RB	just
again	RB	again
to	TO	to
tell	VB	tell
you	PP	you
the	DT	the
kind	NN	kind
of	IN	of
story	NN	story
that	WDT	that
characterized	VBD	characterize
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
student	NN	student
of	IN	of
mine	NN	mine
who	WP	who
had	VBD	have
done	VBN	do
a	DT	a
Ph	NN	Ph
.	SENT	.
D	LS	d
.	SENT	.
called	VBN	call
"	``	"
Backseat	NN	backseat
Driver	NP	Driver
.	SENT	.
"	``	"
It	PP	it
was	VBD	be
in	IN	in
the	DT	the
early	JJ	early
days	NNS	day
of	IN	of
GPS	NP	GPS
,	,	,
the	DT	the
car	NN	car
knew	VBD	know
where	WRB	where
it	PP	it
was	VBD	be
,	,	,
and	CC	and
it	PP	it
would	MD	would
give	VB	give
audio	JJ	audio
instructions	NNS	instruction
to	TO	to
the	DT	the
driver	NN	driver
,	,	,
when	WRB	when
to	TO	to
turn	VB	turn
right	RB	right
,	,	,
when	WRB	when
to	TO	to
turn	VB	turn
left	RB	left
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Turns	VBZ	turn
out	RP	out
,	,	,
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
things	NNS	thing
in	IN	in
those	DT	those
instructions	NNS	instruction
that	WDT	that
back	VBP	back
in	IN	in
that	DT	that
period	NN	period
were	VBD	be
pretty	RB	pretty
challenging	JJ	challenging
,	,	,
like	IN	like
what	WP	what
does	VBZ	do
it	PP	it
mean	VBP	mean
,	,	,
take	VBP	take
the	DT	the
next	JJ	next
right	NN	right
?	SENT	?
Well	RB	well
,	,	,
if	IN	if
you	PP	you
'	''	'
re	IN	re
coming	VBG	come
up	RP	up
on	IN	on
a	DT	a
street	NN	street
,	,	,
the	DT	the
next	JJ	next
right	NN	right
'	POS	'
s	NN	S
probably	RB	probably
the	DT	the
one	CD	one
after	RB	after
,	,	,
and	CC	and
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
issues	NNS	issue
,	,	,
and	CC	and
the	DT	the
student	NN	student
did	VBD	do
a	DT	a
wonderful	JJ	wonderful
thesis	NN	thesis
,	,	,
and	CC	and
the	DT	the
MIT	NP	MIT
patent	NN	patent
office	NN	office
said	VBD	say
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
patent	NN	patent
it	PP	it
.	SENT	.
It	PP	it
'	POS	'
ll	NN	ll
never	RB	never
be	VB	be
accepted	VBN	accept
.	SENT	.
The	DT	the
liabilities	NNS	liability
are	VBP	be
too	RB	too
large	JJ	large
.	SENT	.
There	EX	there
will	MD	will
be	VB	be
insurance	NN	insurance
issues	NNS	issue
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
patent	NN	patent
it	PP	it
.	SENT	.
"	``	"
So	IN	so
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
,	,	,
but	CC	but
it	PP	it
shows	VBZ	show
you	PP	you
how	WRB	how
people	NNS	people
,	,	,
again	RB	again
,	,	,
at	IN	at
times	NNS	time
,	,	,
don	NN	don
'	POS	'
t	NN	t
really	RB	really
look	VBP	look
at	IN	at
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
Some	DT	some
work	NN	work
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
go	VBP	go
through	IN	through
these	DT	these
very	RB	very
quickly	RB	quickly
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
sensory	JJ	sensory
stuff	NN	stuff
.	SENT	.
You	PP	you
might	MD	might
recognize	VB	recognize
a	DT	a
young	JJ	young
Yo-Yo	NN	yo-yo
Ma	NP	Ma
and	CC	and
tracking	VBG	track
his	PP$	his
body	NN	body
for	IN	for
playing	VBG	play
the	DT	the
cello	NN	cello
or	CC	or
the	DT	the
hypercello	NN	hypercello
.	SENT	.
These	DT	these
fellows	NNS	fellow
literally	RB	literally
walked	VBD	walk
around	RB	around
like	VB	like
that	IN	that
at	IN	at
the	DT	the
time	NN	time
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
now	RB	now
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
discreet	JJ	discreet
and	CC	and
more	RBR	more
commonplace	JJ	commonplace
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
are	VBP	be
at	IN	at
least	JJS	least
three	CD	three
heroes	NNS	hero
I	PP	I
want	VBP	want
to	TO	to
quickly	RB	quickly
mention	VB	mention
.	SENT	.
Marvin	NP	Marvin
Minsky	NP	Minsky
,	,	,
who	WP	who
taught	VBD	teach
me	PP	me
a	DT	a
lot	NN	lot
about	IN	about
common	JJ	common
sense	NN	sense
,	,	,
and	CC	and
I	PP	I
will	MD	will
talk	VB	talk
briefly	NN	briefly
about	IN	about
Muriel	NP	Muriel
Cooper	NP	Cooper
,	,	,
who	WP	who
was	VBD	be
very	RB	very
important	JJ	important
to	TO	to
Ricky	NP	Ricky
Wurman	NP	Wurman
and	CC	and
to	TO	to
TED	VB	ted
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
when	WRB	when
she	PP	she
got	VBD	get
onstage	NN	onstage
,	,	,
she	PP	she
said	VBD	say
,	,	,
the	DT	the
first	JJ	first
thing	NN	thing
she	PP	she
said	VBD	say
was	VBD	be
,	,	,
"	''	"
I	PP	I
introduced	VBD	introduce
Ricky	NP	Ricky
to	TO	to
Nicky	NP	Nicky
.	SENT	.
"	''	"
And	CC	and
nobody	NN	nobody
calls	VBZ	call
me	PP	me
Nicky	JJ	Nicky
and	CC	and
nobody	NN	nobody
calls	VBZ	call
Richard	NP	Richard
Ricky	NP	Ricky
,	,	,
so	RB	so
nobody	NN	nobody
knew	VBD	know
who	WP	who
she	PP	she
was	VBD	be
talking	VBG	talk
about	RB	about
.	SENT	.
And	CC	and
then	RB	then
,	,	,
of	IN	of
course	NN	course
,	,	,
Seymour	NP	Seymour
Papert	NP	<unknown>
,	,	,
who	WP	who
is	VBZ	be
the	DT	the
person	NN	person
who	WP	who
said	VBD	say
,	,	,
"	``	"
You	PP	you
can	MD	can
'	''	'
t	NN	t
think	VBP	think
about	RB	about
thinking	VBG	think
unless	IN	unless
you	PP	you
think	VBP	think
about	RB	about
thinking	VBG	think
about	IN	about
something	NN	something
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
actually	RB	actually
—	:	-
you	PP	you
can	MD	can
unpack	VB	unpack
that	IN	that
later	RBR	later
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
pretty	RB	pretty
profound	JJ	profound
statement	NN	statement
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
showing	VBG	show
some	DT	some
slides	NNS	slide
that	WDT	that
were	VBD	be
from	IN	from
TED	VB	ted
2	CD	@card@
,	,	,
a	DT	a
little	JJ	little
silly	NN	silly
as	IN	as
slides	NNS	slide
,	,	,
perhaps	RB	perhaps
.	SENT	.
Then	RB	then
I	PP	I
felt	VBD	feel
television	NN	television
really	RB	really
was	VBD	be
about	RB	about
displays	NNS	display
.	SENT	.
Again	RB	again
,	,	,
