What	WP	what
'	POS	'
m	NN	m
one	CD	one
of	IN	of
the	DT	the
founders	NNS	founder
of	IN	of
Kloop	NP	<unknown>
,	,	,
a	DT	a
very	RB	very
unusual	JJ	unusual
media	NNS	medium
organization	NN	organization
that	IN	that
I	PP	I
co-founded	VBD	co-found
in	IN	in
Kyrgyzstan	NP	Kyrgyzstan
back	RB	back
in	IN	in
2007	CD	@card@
with	IN	with
my	PP$	my
friend	NN	friend
,	,	,
Rinat	NP	Rinat
.	SENT	.
Initially	RB	initially
it	PP	it
was	VBD	be
just	RB	just
a	DT	a
news	NN	news
website	NN	website
and	CC	and
a	DT	a
journalism	NN	journalism
school	NN	school
.	SENT	.
We	PP	we
would	MD	would
train	VB	train
journalists	NNS	journalist
as	IN	as
young	JJ	young
as	IN	as
15	CD	@card@
or	CC	or
16	CD	@card@
to	TO	to
cover	VB	cover
politics	NNS	politics
,	,	,
human	JJ	human
rights	NNS	right
violations	NNS	violation
and	CC	and
many	JJ	many
,	,	,
many	JJ	many
other	JJ	other
stories	NNS	story
that	WDT	that
happened	VBD	happen
in	IN	in
our	PP$	our
country	NN	country
.	SENT	.
Throughout	IN	throughout
the	DT	the
years	NNS	year
our	PP$	our
journalists	NNS	journalist
grew	VBD	grow
up	RP	up
,	,	,
and	CC	and
by	IN	by
the	DT	the
time	NN	time
they	PP	they
were	VBD	be
in	IN	in
their	PP$	their
early	JJ	early
20s	NNS	20s
,	,	,
they	PP	they
thought	VBD	think
they	PP	they
were	VBD	be
too	RB	too
experienced	VBN	experience
to	TO	to
just	RB	just
cover	VB	cover
daily	JJ	daily
news	NN	news
.	SENT	.
They	PP	they
wanted	VBD	want
to	TO	to
take	VB	take
on	IN	on
more	JJR	more
involved	JJ	involved
stories	NNS	story
,	,	,
and	CC	and
they	PP	they
were	VBD	be
eager	JJ	eager
to	TO	to
make	VB	make
a	DT	a
difference	NN	difference
in	IN	in
Kyrgyzstan	NP	Kyrgyzstan
.	SENT	.
So	RB	so
we	PP	we
started	VBD	start
publishing	VBG	publish
bigger	JJR	big
investigations	NNS	investigation
with	IN	with
our	PP$	our
young	JJ	young
and	CC	and
engaged	JJ	engaged
journalists	NNS	journalist
,	,	,
but	CC	but
there	EX	there
were	VBD	be
some	DT	some
difficulties	NNS	difficulty
though	RB	though
.	SENT	.
In	IN	in
some	DT	some
cases	NNS	case
,	,	,
we	PP	we
did	VBD	do
not	RB	not
have	VB	have
enough	JJ	enough
resources	NNS	resource
or	CC	or
experience	NN	experience
to	TO	to
work	VB	work
on	IN	on
very	RB	very
complicated	JJ	complicated
stories	NNS	story
,	,	,
and	CC	and
sometimes	RB	sometimes
it	PP	it
was	VBD	be
just	RB	just
too	RB	too
scary	JJ	scary
.	SENT	.
For	IN	for
example	NN	example
,	,	,
once	RB	once
we	PP	we
even	RB	even
received	VBD	receive
a	DT	a
death	NN	death
threat	NN	threat
for	IN	for
trying	VBG	try
to	TO	to
investigate	VB	investigate
criminal	JJ	criminal
activities	NNS	activity
of	IN	of
the	DT	the
then-president	NN	then-president
'	POS	'
s	NN	S
son	NN	son
.	SENT	.
And	CC	and
the	DT	the
problem	NN	problem
was	VBD	be
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
who	WP	who
could	MD	could
protect	VB	protect
us	PP	us
,	,	,
and	CC	and
we	PP	we
eventually	RB	eventually
had	VBD	have
to	TO	to
drop	VB	drop
this	DT	this
investigation	NN	investigation
.	SENT	.
But	CC	but
then	RB	then
something	NN	something
important	JJ	important
happened	VBN	happen
in	IN	in
2017	CD	@card@
when	WRB	when
we	PP	we
joined	VBD	join
the	DT	the
network	NN	network
of	IN	of
OCCRP	NP	<unknown>
,	,	,
Organized	JJ	organized
Crime	NN	crime
and	CC	and
Corruption	NN	corruption
Reporting	NP	Reporting
Project	NP	Project
.	SENT	.
It	PP	it
is	VBZ	be
an	DT	an
organization	NN	organization
based	VBN	base
in	IN	in
Bosnia	NP	Bosnia
.	SENT	.
It	PP	it
was	VBD	be
initially	RB	initially
formed	VBN	form
to	TO	to
unite	VB	unite
the	DT	the
best	RBS	well
investigative	JJ	investigative
media	NNS	medium
outlets	NNS	outlet
from	IN	from
the	DT	the
Balkans	NP	Balkans
,	,	,
and	CC	and
later	RBR	later
it	PP	it
expanded	VBD	expand
its	PP$	its
network	NN	network
to	TO	to
many	JJ	many
other	JJ	other
countries	NNS	country
in	IN	in
Europe	NP	Europe
and	CC	and
then	RB	then
to	TO	to
Central	NP	Central
Asia	NP	Asia
,	,	,
Middle	NP	Middle
East	NP	East
,	,	,
Africa	NP	Africa
,	,	,
Latin	NP	Latin
America	NP	America
.	SENT	.
And	CC	and
the	DT	the
goal	NN	goal
of	IN	of
this	DT	this
organization	NN	organization
is	VBZ	be
in	IN	in
its	PP$	its
name	NN	name
:	:	:
to	TO	to
fight	VB	fight
organized	JJ	organized
crime	NN	crime
and	CC	and
corruption	NN	corruption
with	IN	with
journalism	NN	journalism
.	SENT	.
We	PP	we
were	VBD	be
the	DT	the
first	JJ	first
Central	JJ	central
Asian	JJ	Asian
member	NN	member
of	IN	of
this	DT	this
network	NN	network
,	,	,
and	CC	and
oh	UH	oh
,	,	,
how	WRB	how
many	JJ	many
changes	NNS	change
it	PP	it
has	VBZ	have
brought	VBN	bring
.	SENT	.
We	PP	we
turned	VBD	turn
Kyrgyzstan	NP	Kyrgyzstan
from	IN	from
a	DT	a
blank	JJ	blank
spot	NN	spot
on	IN	on
the	DT	the
map	NN	map
into	IN	into
a	DT	a
country	NN	country
where	WRB	where
organized	JJ	organized
crime	NN	crime
and	CC	and
corruption	NN	corruption
are	VBP	be
investigated	VBN	investigate
as	IN	as
never	RB	never
before	RB	before
.	SENT	.
In	IN	in
2019	CD	@card@
,	,	,
we	PP	we
joined	VBD	join
our	PP$	our
efforts	NNS	effort
with	IN	with
OCCRP	NP	<unknown>
and	CC	and
also	RB	also
with	IN	with
Radio	NP	Radio
Liberty	NP	Liberty
,	,	,
a	DT	a
media	NNS	medium
organization	NN	organization
based	VBN	base
in	IN	in
Czech	NP	Czech
Republic	NP	Republic
,	,	,
and	CC	and
Bellingcat	NP	<unknown>
,	,	,
an	DT	an
Investigative	JJ	investigative
Center	NN	center
from	IN	from
the	DT	the
UK	NP	UK
.	SENT	.
And	CC	and
together	RB	together
we	PP	we
published	VBD	publish
a	DT	a
series	NN	series
of	IN	of
investigations	NNS	investigation
about	IN	about
an	DT	an
underground	JJ	underground
cargo	NN	cargo
empire	NN	empire
.	SENT	.
A	DT	a
secretive	JJ	secretive
family	NN	family
clan	NN	clan
that	WDT	that
transported	VBD	transport
goods	NNS	good
from	IN	from
China	NP	China
to	TO	to
Central	NP	Central
Asia	NP	Asia
and	CC	and
didn	NP	<unknown>
'	POS	'
t	NN	t
pay	VB	pay
all	PDT	all
the	DT	the
taxes	NNS	tax
and	CC	and
tariffs	NNS	tariff
,	,	,
if	IN	if
you	PP	you
know	VBP	know
what	WP	what
I	PP	I
mean	VBP	mean
.	SENT	.
In	IN	in
order	NN	order
to	TO	to
do	VB	do
that	IN	that
,	,	,
they	PP	they
bribed	VBD	bribe
the	DT	the
Kyrgyzstan	NP	Kyrgyzstan
Customs	NP	Customs
Service	NP	Service
,	,	,
and	CC	and
a	DT	a
significant	JJ	significant
chunk	NN	chunk
of	IN	of
this	DT	this
bribe	NN	bribe
went	VBD	go
to	TO	to
this	DT	this
person	NN	person
:	:	:
Raimbek	NP	<unknown>
Matraimov	NP	<unknown>
,	,	,
the	DT	the
Deputy	NP	Deputy
Head	NP	Head
of	IN	of
Kyrgyzstan	NP	Kyrgyzstan
'	POS	'
s	NN	S
Customs	NNS	custom
.	SENT	.
Our	PP$	our
investigations	NNS	investigation
revealed	VBD	reveal
that	IN	that
even	RB	even
high-ranking	JJ	high-ranking
officials	NNS	official
in	IN	in
Kyrgyzstan	NP	Kyrgyzstan
are	VBP	be
involved	VBN	involve
in	IN	in
corruption	NN	corruption
,	,	,
poisoning	VBG	poison
their	PP$	their
whole	JJ	whole
institutions	NNS	institution
with	IN	with
the	DT	the
worst	JJS	bad
possible	JJ	possible
practices	NNS	practice
.	SENT	.
People	NNS	people
in	IN	in
Kyrgyzstan	NP	Kyrgyzstan
were	VBD	be
outraged	VBN	outrage
when	WRB	when
they	PP	they
read	VBP	read
this	DT	this
,	,	,
and	CC	and
this	DT	this
led	VBN	lead
to	TO	to
an	DT	an
unprecedented	JJ	unprecedented
chain	NN	chain
reaction	NN	reaction
.	SENT	.
So	RB	so
first	RB	first
there	EX	there
were	VBD	be
protests	NNS	protest
in	IN	in
Kyrgyzstan	NP	Kyrgyzstan
because	IN	because
of	IN	of
what	WP	what
was	VBD	be
published	VBN	publish
in	IN	in
the	DT	the
investigation	NN	investigation
itself	PP	itself
.	SENT	.
A	DT	a
year	NN	year
later	RBR	later
,	,	,
in	IN	in
2020	CD	@card@
,	,	,
even	RB	even
larger	JJR	large
protests	NNS	protest
happened	VBD	happen
when	WRB	when
some	DT	some
of	IN	of
the	DT	the
politicians	NNS	politician
who	WP	who
were	VBD	be
featured	VBN	feature
in	IN	in
our	PP$	our
investigations	NNS	investigation
had	VBN	have
their	PP$	their
party	NN	party
taking	VBG	take
second	JJ	second
place	NN	place
in	IN	in
the	DT	the
Parliament	NP	Parliament
elections	NNS	election
.	SENT	.
As	IN	as
a	DT	a
result	NN	result
of	IN	of
these	DT	these
larger	JJR	large
protests	NNS	protest
,	,	,
Parliament	NP	Parliament
election	NN	election
results	NNS	result
were	VBD	be
annulled	VBN	annul
,	,	,
government	NN	government
was	VBD	be
changed	VBN	change
and	CC	and
eventually	RB	eventually
the	DT	the
president	NN	president
of	IN	of
the	DT	the
country	NN	country
was	VBD	be
forced	VBN	force
to	TO	to
resign	VB	resign
.	SENT	.
But	CC	but
this	DT	this
investigation	NN	investigation
was	VBD	be
important	JJ	important
not	RB	not
only	RB	only
for	IN	for
Kyrgyzstan	NP	Kyrgyzstan
.	SENT	.
Remember	VB	remember
I	PP	I
told	VBD	tell
you	PP	you
about	IN	about
this	DT	this
family	NN	family
clan	NN	clan
that	WDT	that
started	VBD	start
this	DT	this
scheme	NN	scheme
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
?	SENT	?
They	PP	they
earned	VBD	earn
a	DT	a
lot	NN	lot
of	IN	of
money	NN	money
in	IN	in
Central	NP	Central
Asia	NP	Asia
.	SENT	.
We	PP	we
revealed	VBD	reveal
and	CC	and
had	VBD	have
evidence	NN	evidence
of	IN	of
at	IN	at
least	JJS	least
800	CD	@card@
million	CD	million
dollars	NNS	dollar
that	WDT	that
went	VBD	go
through	IN	through
their	PP$	their
business	NN	business
,	,	,
and	CC	and
the	DT	the
real	JJ	real
figure	NN	figure
might	MD	might
be	VB	be
even	RB	even
higher	JJR	high
.	SENT	.
And	CC	and
where	WRB	where
exactly	RB	exactly
did	VBD	do
they	PP	they
spend	VB	spend
their	PP$	their
money	NN	money
?	SENT	?
Well	RB	well
,	,	,
they	PP	they
bought	VBD	buy
this	DT	this
house	NN	house
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
,	,	,
California	NP	California
,	,	,
and	CC	and
this	DT	this
mansion	NN	mansion
in	IN	in
the	DT	the
UK	NP	UK
;	:	;
they	PP	they
started	VBD	start
a	DT	a
construction	NN	construction
project	NN	project
in	IN	in
Augsburg	NP	Augsburg
,	,	,
Germany	NP	Germany
;	:	;
they	PP	they
bought	VBD	buy
many	JJ	many
apartments	NNS	apartment
in	IN	in
Dubai	NP	Dubai
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
there	EX	there
is	VBZ	be
probably	RB	probably
no	DT	no
such	JJ	such
thing	NN	thing
as	IN	as
local	JJ	local
organized	JJ	organized
crime	NN	crime
investigation	NN	investigation
.	SENT	.
Because	RB	because
of	IN	of
how	WRB	how
organized	JJ	organized
crime	NN	crime
is	VBZ	be
structured	VBN	structure
,	,	,
almost	RB	almost
every	DT	every
investigative	JJ	investigative
story	NN	story
about	IN	about
it	PP	it
has	VBZ	have
at	IN	at
least	JJS	least
a	DT	a
regional	JJ	regional
significance	NN	significance
,	,	,
and	CC	and
in	IN	in
many	JJ	many
cases	NNS	case
it	PP	it
has	VBZ	have
a	DT	a
global	JJ	global
significance	NN	significance
.	SENT	.
So	RB	so
now	RB	now
there	EX	there
are	VBP	be
several	JJ	several
messages	NNS	message
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
deliver	VB	deliver
today	NN	today
.	SENT	.
Message	NN	message
number	NN	number
one	CD	one
:	:	:
journalism	NN	journalism
networks	NNS	network
are	VBP	be
actually	RB	actually
very	RB	very
efficient	JJ	efficient
and	CC	and
important	JJ	important
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
100	CD	@card@
media	NNS	medium
organizations	NNS	organization
for	IN	for
every	DT	every
investigation	NN	investigation
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
like	VBP	like
in	IN	in
our	PP$	our
case	NN	case
,	,	,
we	PP	we
only	RB	only
had	VBD	have
four	CD	four
,	,	,
and	CC	and
it	PP	it
was	VBD	be
already	RB	already
a	DT	a
huge	JJ	huge
game-changer	NN	game-changer
.	SENT	.
And	CC	and
for	IN	for
local	JJ	local
media	NNS	medium
organizations	NNS	organization
like	IN	like
Kloop	NP	<unknown>
,	,	,
this	DT	this
is	VBZ	be
also	RB	also
a	DT	a
safety	NN	safety
measure	NN	measure
.	SENT	.
As	IN	as
I	PP	I
mentioned	VBD	mention
before	RB	before
,	,	,
working	VBG	work
on	IN	on
investigations	NNS	investigation
alone	RB	alone
is	VBZ	be
scary	JJ	scary
.	SENT	.
Within	IN	within
our	PP$	our
network	NN	network
we	PP	we
not	RB	not
only	JJ	only
share	NN	share
knowledge	NN	knowledge
or	CC	or
resources	NNS	resource
,	,	,
but	CC	but
we	PP	we
also	RB	also
care	VBP	care
about	IN	about
each	DT	each
other	JJ	other
,	,	,
and	CC	and
we	PP	we
keep	VBP	keep
each	DT	each
other	JJ	other
secure	JJ	secure
.	SENT	.
Message	NN	message
number	NN	number
two	CD	two
:	:	:
support	VB	support
local	JJ	local
media	NNS	medium
organizations	NNS	organization
all	RB	all
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
When	WRB	when
global	JJ	global
journalism	NN	journalism
collaborations	NNS	collaboration
first	RB	first
began	VBD	begin
,	,	,
it	PP	it
was	VBD	be
mostly	RB	mostly
media	NNS	medium
from	IN	from
Europe	NP	Europe
or	CC	or
the	DT	the
Americas	NPS	America
that	RB	that
would	MD	would
have	VB	have
a	DT	a
leading	VBG	lead
role	NN	role
as	IN	as
they	PP	they
had	VBD	have
the	DT	the
greatest	JJS	great
resources	NNS	resource
.	SENT	.
But	CC	but
media	NNS	medium
organizations	NNS	organization
from	IN	from
other	JJ	other
continents	NNS	continent
are	VBP	be
very	RB	very
important	JJ	important
too	RB	too
.	SENT	.
We	PP	we
have	VBP	have
unique	JJ	unique
expertise	NN	expertise
,	,	,
insights	NNS	insight
and	CC	and
connections	NNS	connection
.	SENT	.
Before	IN	before
I	PP	I
move	VBP	move
to	TO	to
the	DT	the
third	JJ	third
and	CC	and
final	JJ	final
message	NN	message
,	,	,
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
something	NN	something
personal	JJ	personal
with	IN	with
you	PP	you
.	SENT	.
Last	JJ	last
year	NN	year
I	PP	I
moved	VBD	move
to	TO	to
Ukraine	NP	Ukraine
because	IN	because
Kloop	NP	<unknown>
planned	VBD	plan
to	TO	to
start	VB	start
a	DT	a
new	JJ	new
regional	JJ	regional
media	NNS	medium
project	VBP	project
there	EX	there
,	,	,
and	CC	and
we	PP	we
are	VBP	be
now	RB	now
forced	VBN	force
to	TO	to
do	VB	do
it	PP	it
in	IN	in
another	DT	another
country	NN	country
because	IN	because
this	DT	this
man	NN	man
was	VBD	be
belligerent	JJ	belligerent
enough	RB	enough
to	TO	to
invade	VB	invade
Ukraine	NP	Ukraine
,	,	,
the	DT	the
country	NN	country
that	WDT	that
became	VBD	become
my	PP$	my
second	JJ	second
home	NN	home
.	SENT	.
But	CC	but
I	PP	I
want	VBP	want
to	TO	to
highlight	VB	highlight
a	DT	a
role	NN	role
of	IN	of
another	DT	another
country	NN	country
in	IN	in
this	DT	this
war	NN	war
:	:	:
Belarus	NN	Belarus
.	SENT	.
Belarus	NP	Belarus
is	VBZ	be
very	RB	very
corrupt	JJ	corrupt
.	SENT	.
It	PP	it
has	VBZ	have
been	VBN	be
run	VBN	run
by	IN	by
Alyaksandr	NP	<unknown>
Lukashenka	NP	Lukashenka
,	,	,
a	DT	a
dictator	NN	dictator
that	WDT	that
has	VBZ	have
been	VBN	be
ruling	VBG	rule
this	DT	this
country	NN	country
since	IN	since
the	DT	the
1990s	NNS	1990s
.	SENT	.
Lukashenka	NP	Lukashenka
did	VBD	do
something	NN	something
unthinkable	JJ	unthinkable
.	SENT	.
He	PP	he
provided	VBD	provide
the	DT	the
territory	NN	territory
of	IN	of
Belarus	NN	Belarus
to	TO	to
the	DT	the
Russian	JJ	Russian
army	NN	army
to	TO	to
attack	VB	attack
Ukraine	NP	Ukraine
from	IN	from
the	DT	the
north	NN	north
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
similarities	NNS	similarity
between	IN	between
Belarus	NP	Belarus
and	CC	and
Kyrgyzstan	NP	Kyrgyzstan
is	VBZ	be
that	IN	that
both	DT	both
our	PP$	our
countries	NNS	country
are	VBP	be
small	JJ	small
and	CC	and
get	VB	get
little	JJ	little
attention	NN	attention
from	IN	from
global	JJ	global
media	NNS	medium
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
for	IN	for
decades	NNS	decade
,	,	,
local	JJ	local
media	NNS	medium
in	IN	in
Belarus	NP	Belarus
did	VBD	do
not	RB	not
have	VB	have
enough	JJ	enough
resources	NNS	resource
or	CC	or
safety	NN	safety
measures	NNS	measure
to	TO	to
thoroughly	RB	thoroughly
investigate	VB	investigate
Lukashenka	NP	Lukashenka
and	CC	and
corrupt	JJ	corrupt
officials	NNS	official
around	IN	around
him	PP	him
.	SENT	.
The	DT	the
thing	NN	thing
is	VBZ	be
,	,	,
Lukashenka	NP	Lukashenka
is	VBZ	be
not	RB	not
really	RB	really
a	DT	a
super	JJ	super
powerful	JJ	powerful
leader	NN	leader
of	IN	of
global	JJ	global
magnitude	NN	magnitude
.	SENT	.
Unlike	IN	unlike
Putin	NP	<unknown>
,	,	,
he	PP	he
could	MD	could
[	SYM	[
have	VBP	have
been	VBN	be
]	SYM	]
weakened	VBN	weaken
years	NNS	year
ago	RB	ago
.	SENT	.
What	WP	what
helped	VBD	help
him	PP	him
stay	VB	stay
in	IN	in
power	NN	power
was	VBD	be
massive	JJ	massive
pressure	NN	pressure
on	IN	on
civil	JJ	civil
society	NN	society
,	,	,
on	IN	on
local	JJ	local
media	NNS	medium
and	CC	and
lack	NN	lack
of	IN	of
financial	JJ	financial
measures	NNS	measure
from	IN	from
other	JJ	other
countries	NNS	country
.	SENT	.
If	IN	if
the	DT	the
global	JJ	global
community	NN	community
took	VBD	take
stronger	JJR	strong
action	NN	action
against	IN	against
Lukashenka	NP	Lukashenka
,	,	,
if	IN	if
local	JJ	local
media	NNS	medium
were	VBD	be
stronger	JJR	strong
and	CC	and
better	RBR	well
linked	VBN	link
with	IN	with
global	JJ	global
networks	NNS	network
,	,	,
I	PP	I
believe	VBP	believe
Russia	NP	Russia
could	MD	could
have	VB	have
lost	VBN	lose
its	PP$	its
key	JJ	key
ally	NN	ally
a	DT	a
long	JJ	long
,	,	,
long	JJ	long
time	NN	time
ago	RB	ago
.	SENT	.
A	DT	a
better-timed	JJ	<unknown>
collaborative	JJ	collaborative
journalism	NN	journalism
investigation	NN	investigation
could	MD	could
save	VB	save
many	JJ	many
lives	NNS	life
.	SENT	.
So	RB	so
here	RB	here
I	PP	I
come	VBP	come
to	TO	to
my	PP$	my
final	JJ	final
message	NN	message
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
leave	VBP	leave
criminals	NNS	criminal
and	CC	and
corrupt	JJ	corrupt
officials	NNS	official
without	IN	without
access	NN	access
to	TO	to
their	PP$	their
money	NN	money
before	IN	before
it	PP	it
'	POS	'
s	NNS	<unknown>
[	SYM	[
too	RB	too
late	RB	late
]	SYM	]
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
journalists	NNS	journalist
need	MD	need
help	VB	help
from	IN	from
activists	NNS	activist
,	,	,
politicians	NNS	politician
and	CC	and
even	RB	even
bankers	NNS	banker
,	,	,
not	RB	not
just	RB	just
from	IN	from
each	DT	each
other	JJ	other
.	SENT	.
We	PP	we
must	MD	must
expand	VB	expand
our	PP$	our
cross-border	JJ	cross-border
networks	NNS	network
outside	JJ	outside
of	IN	of
the	DT	the
media	NNS	medium
world	NN	world
too	RB	too
,	,	,
because	IN	because
every	DT	every
exposed	JJ	exposed
,	,	,
corrupt	JJ	corrupt
official	NN	official
,	,	,
every	DT	every
arrested	VBN	arrest
organized	JJ	organized
crime	NN	crime
leader	NN	leader
is	VBZ	be
a	DT	a
chance	NN	chance
to	TO	to
protect	VB	protect
our	PP$	our
world	NN	world
not	RB	not
only	RB	only
from	IN	from
smugglers	NNS	smuggler
and	CC	and
thieves	NNS	thief
,	,	,
but	CC	but
also	RB	also
from	IN	from
dictators	NNS	dictator
and	CC	and
warmongers	NNS	warmonger
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
