There	EX	there
think	VBP	think
you	PP	you
'	''	'
re	IN	re
starting	VBG	start
to	TO	to
see	VB	see
that	IN	that
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
making	VBG	make
our	PP$	our
job	NN	job
even	RB	even
more	RBR	more
enjoyable	JJ	enjoyable
.	SENT	.
Interestingly	RB	interestingly
enough	RB	enough
,	,	,
we	PP	we
used	VBD	use
to	TO	to
primarily	RB	primarily
build	VB	build
3-D	JJ	<unknown>
models	NNS	model
—	:	-
you	PP	you
know	VBP	know
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
some	DT	some
today	NN	today
—	:	-
and	CC	and
3-D	JJ	<unknown>
renderings	NNS	rendering
.	SENT	.
Then	RB	then
we	PP	we
'	POS	'
d	NN	d
go	NN	go
and	CC	and
we	PP	we
'	POS	'
d	NN	d
show	VBP	show
those	DT	those
as	RB	as
communicating	VBG	communicate
our	PP$	our
ideas	NNS	idea
.	SENT	.
But	CC	but
firms	NNS	firm
like	VBP	like
ours	PP	ours
are	VBP	be
having	VBG	have
to	TO	to
move	VB	move
to	TO	to
a	DT	a
point	NN	point
where	WRB	where
we	PP	we
get	VBP	get
those	DT	those
objects	NNS	object
that	IN	that
we	PP	we
'	''	'
re	IN	re
designing	VBG	design
and	CC	and
get	VB	get
them	PP	them
in	IN	in
motion	NN	motion
,	,	,
showing	VBG	show
how	WRB	how
they	PP	they
'	POS	'
ll	NNS	<unknown>
be	VB	be
used	VBN	use
.	SENT	.
And	CC	and
so	RB	so
in	IN	in
order	NN	order
to	TO	to
do	VB	do
that	IN	that
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
forming	VBG	form
internal	JJ	internal
video-production	NN	video-production
groups	NNS	group
in	IN	in
order	NN	order
to	TO	to
make	VB	make
these	DT	these
kind	NN	kind
of	IN	of
experience	NN	experience
prototypes	NNS	prototype
that	WDT	that
show	VBP	show
just	RB	just
what	WP	what
we	PP	we
mean	VBP	mean
about	IN	about
the	DT	the
man-machine	NN	man-machine
relationship	NN	relationship
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
much	RB	much
better	JJR	good
way	NN	way
to	TO	to
see	VB	see
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
like	JJ	like
architects	NNS	architect
who	WP	who
show	VBP	show
people	NNS	people
in	IN	in
their	PP$	their
houses	NNS	house
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
them	PP	them
being	VBG	be
empty	JJ	empty
.	SENT	.
So	RB	so
I	PP	I
thought	VBD	think
that	IN	that
I	PP	I
would	MD	would
show	VB	show
you	PP	you
a	DT	a
few	JJ	few
videos	NNS	video
to	TO	to
show	VB	show
off	RP	off
this	DT	this
new	JJ	new
,	,	,
broader	JJR	broad
definition	NN	definition
of	IN	of
design	NN	design
in	IN	in
products	NNS	product
and	CC	and
services	NNS	service
and	CC	and
environments	NNS	environment
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
few	JJ	few
of	IN	of
them	PP	them
—	:	-
they	PP	they
'	POS	'
re	NN	re
no	RB	no
more	RBR	more
than	IN	than
a	DT	a
minute	NN	minute
or	CC	or
a	DT	a
minute-and-a-half	NN	<unknown>
apiece	RB	apiece
—	:	-
but	CC	but
I	PP	I
thought	VBD	think
you	PP	you
might	MD	might
be	VB	be
interested	JJ	interested
in	IN	in
seeing	VBG	see
some	DT	some
of	IN	of
our	PP$	our
work	NN	work
over	IN	over
the	DT	the
last	JJ	last
year	NN	year
,	,	,
and	CC	and
how	WRB	how
it	PP	it
responds	VBZ	respond
in	IN	in
video	NN	video
.	SENT	.
So	RB	so
,	,	,
Prada	NP	Prada
New	NP	New
York	NP	York
:	:	:
we	PP	we
were	VBD	be
asked	VBN	ask
by	IN	by
Rem	NP	Rem
Koolhaas	NP	<unknown>
and	CC	and
OMA	NP	Oma
to	TO	to
help	VB	help
us	PP	us
conceive	VB	conceive
the	DT	the
technology	NN	technology
that	RB	that
'	POS	'
s	NN	S
in	IN	in
their	PP$	their
retail	JJ	retail
store	NN	store
in	IN	in
New	NP	New
York	NP	York
.	SENT	.
He	PP	he
wanted	VBD	want
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
store	NN	store
—	:	-
a	DT	a
new	JJ	new
one	CD	one
—	:	-
a	DT	a
store	NN	store
that	WDT	that
had	VBD	have
a	DT	a
cultural	JJ	cultural
role	NN	role
as	RB	as
well	RB	well
as	IN	as
a	DT	a
retail	JJ	retail
one	CD	one
.	SENT	.
And	CC	and
that	WDT	that
meant	VBD	mean
actually	RB	actually
designing	VBG	design
custom	NN	custom
technology	NN	technology
as	RB	as
opposed	VBD	oppose
to	TO	to
just	RB	just
buying	VBG	buy
things	NNS	thing
off	IN	off
the	DT	the
shelf	NN	shelf
and	CC	and
putting	VBG	put
them	PP	them
to	TO	to
use	VB	use
.	SENT	.
So	RB	so
,	,	,
there	EX	there
'	''	'
re	IN	re
lots	NNS	lot
of	IN	of
things	NNS	thing
.	SENT	.
Everything	NN	everything
has	VBZ	have
RF	NP	RF
tags	NNS	tag
:	:	:
there	EX	there
'	''	'
s	VBZ	<unknown>
RF	NP	RF
tags	NNS	tag
on	IN	on
the	DT	the
user	NN	user
,	,	,
on	IN	on
the	DT	the
cards	NNS	card
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
the	DT	the
staff	NN	staff
devices	NNS	device
that	WDT	that
are	VBP	be
all	RB	all
around	IN	around
the	DT	the
store	NN	store
.	SENT	.
You	PP	you
pick	VBP	pick
them	PP	them
up	RP	up
,	,	,
and	CC	and
once	RB	once
you	PP	you
see	VBP	see
something	NN	something
that	IN	that
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
,	,	,
the	DT	the
staff	NN	staff
person	NN	person
can	MD	can
scan	VB	scan
them	PP	them
in	IN	in
and	CC	and
then	RB	then
they	PP	they
can	MD	can
be	VB	be
shown	VBN	show
on	IN	on
any	DT	any
screen	NN	screen
throughout	IN	throughout
the	DT	the
store	NN	store
.	SENT	.
You	PP	you
can	MD	can
look	VB	look
at	IN	at
color	NN	color
,	,	,
and	CC	and
sizes	NNS	size
,	,	,
and	CC	and
how	WRB	how
it	PP	it
appeared	VBD	appear
on	IN	on
the	DT	the
runway	NN	runway
,	,	,
or	CC	or
whatever	JJ	whatever
.	SENT	.
And	CC	and
so	RB	so
then	RB	then
the	DT	the
object	NN	object
—	:	-
the	DT	the
merchandise	NN	merchandise
that	IN	that
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
—	:	-
can	MD	can
be	VB	be
scanned	VBN	scan
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
taken	VBN	take
into	IN	into
the	DT	the
dressing	VBG	dress
room	NN	room
,	,	,
and	CC	and
in	IN	in
the	DT	the
dressing	VBG	dress
room	NN	room
there	EX	there
are	VBP	be
scanners	NNS	scanner
so	IN	so
that	WDT	that
we	PP	we
know	VBP	know
exactly	RB	exactly
what	WP	what
clothing	NN	clothing
you	PP	you
have	VBP	have
in	IN	in
the	DT	the
dressing	VBG	dress
room	NN	room
.	SENT	.
We	PP	we
can	MD	can
put	VB	put
that	IN	that
up	RB	up
on	IN	on
a	DT	a
touch	NN	touch
screen	NN	screen
and	CC	and
you	PP	you
can	MD	can
play	VB	play
with	IN	with
that	DT	that
,	,	,
and	CC	and
get	VB	get
more	JJR	more
information	NN	information
about	IN	about
the	DT	the
clothing	NN	clothing
that	IN	that
you	PP	you
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
as	IN	as
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
it	PP	it
on	RP	on
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
used	VBN	use
a	DT	a
lot	NN	lot
of	IN	of
places	NNS	place
,	,	,
but	CC	but
I	PP	I
particularly	RB	particularly
like	VBP	like
the	DT	the
use	NN	use
here	RB	here
of	IN	of
liquid	JJ	liquid
crystal	NN	crystal
displays	NNS	display
in	IN	in
the	DT	the
changing	VBG	change
room	NN	room
.	SENT	.
The	DT	the
last	JJ	last
time	NN	time
I	PP	I
went	VBD	go
to	TO	to
see	VB	see
this	DT	this
store	NN	store
,	,	,
there	EX	there
was	VBD	be
a	DT	a
huge	JJ	huge
buzz	NN	buzz
about	IN	about
people	NNS	people
standing	VBG	stand
outside	JJ	outside
and	CC	and
wondering	VBG	wonder
,	,	,
"	``	"
Am	VBP	be
I	PP	I
going	VBG	go
to	TO	to
actually	RB	actually
get	VB	get
to	TO	to
see	VB	see
the	DT	the
people	NNS	people
changing	VBG	change
clothes	NNS	clothes
here	RB	here
?	SENT	?
"	''	"
But	CC	but
if	IN	if
you	PP	you
push	VBP	push
the	DT	the
button	NN	button
,	,	,
of	IN	of
course	NN	course
,	,	,
the	DT	the
whole	JJ	whole
wall	NN	wall
goes	VBZ	go
dark	JJ	dark
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
try	VB	try
to	TO	to
get	VB	get
approval	NN	approval
,	,	,
or	CC	or
not	RB	not
,	,	,
for	IN	for
whatever	WDT	whatever
you	PP	you
'	''	'
re	IN	re
wearing	VBG	wear
.	SENT	.
And	CC	and
then	RB	then
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
features	NNS	feature
of	IN	of
the	DT	the
technology	NN	technology
is	VBZ	be
the	DT	the
magic	JJ	magic
mirror	NN	mirror
,	,	,
where	WRB	where
you	PP	you
put	VBD	put
on	IN	on
the	DT	the
clothes	NNS	clothes
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
big	JJ	big
display	NN	display
in	IN	in
the	DT	the
mirror	NN	mirror
,	,	,
and	CC	and
you	PP	you
can	MD	can
turn	VB	turn
around	RB	around
—	:	-
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
three	CD	three
second	JJ	second
delay	NN	delay
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
see	VB	see
what	WP	what
you	PP	you
look	VBP	look
like	IN	like
from	IN	from
the	DT	the
back	NN	back
or	CC	or
all	PDT	all
the	DT	the
way	NN	way
around	RB	around
,	,	,
as	IN	as
you	PP	you
look	VBP	look
.	SENT	.
About	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
ago	RB	ago
we	PP	we
were	VBD	be
asked	VBN	ask
to	TO	to
design	VB	design
an	DT	an
installation	NN	installation
in	IN	in
the	DT	the
museum	NN	museum
—	:	-
this	DT	this
is	VBZ	be
a	DT	a
new	JJ	new
wing	NN	wing
of	IN	of
the	DT	the
Science	NP	Science
Museum	NP	Museum
in	IN	in
London	NP	London
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
primarily	RB	primarily
about	RB	about
digital	JJ	digital
and	CC	and
biomedical	JJ	biomedical
issues	NNS	issue
.	SENT	.
And	CC	and
a	DT	a
group	NN	group
at	IN	at
Itch	NP	Itch
,	,	,
which	WDT	which
is	VBZ	be
now	RB	now
part	NN	part
of	IN	of
IDEO	NP	<unknown>
,	,	,
designed	VBD	design
this	DT	this
interactive	JJ	interactive
wall	NN	wall
that	RB	that
'	POS	'
s	NN	S
about	IN	about
four	CD	four
stories	NNS	story
tall	JJ	tall
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
anybody	NN	anybody
'	POS	'
s	NN	S
seen	VBN	see
this	DT	this
—	:	-
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
spectacular	JJ	spectacular
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
Anyway	RB	anyway
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
based	VBN	base
on	IN	on
the	DT	the
London	NP	London
subway	NN	subway
system	NN	system
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
can	MD	can
see	VB	see
that	IN	that
the	DT	the
goal	NN	goal
is	VBZ	be
to	TO	to
bring	VB	bring
some	DT	some
of	IN	of
the	DT	the
feedback	NN	feedback
that	IN	that
the	DT	the
people	NNS	people
who	WP	who
had	VBD	have
gone	VBN	go
to	TO	to
the	DT	the
museum	NN	museum
were	VBD	be
giving	VBG	give
,	,	,
and	CC	and
get	VB	get
it	PP	it
up	RP	up
on	IN	on
the	DT	the
wall	NN	wall
so	IN	so
everybody	NN	everybody
could	MD	could
see	VB	see
.	SENT	.
Just	RB	just
for	IN	for
everybody	NN	everybody
to	TO	to
see	VB	see
.	SENT	.
So	RB	so
you	PP	you
enter	VBP	enter
your	PP$	your
information	NN	information
.	SENT	.
Then	RB	then
,	,	,
like	IN	like
the	DT	the
London	NP	London
tube	NN	tube
system	NN	system
,	,	,
the	DT	the
little	JJ	little
trains	NNS	train
go	VBP	go
around	RP	around
with	IN	with
what	WP	what
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
about	RB	about
.	SENT	.
And	CC	and
then	RB	then
when	WRB	when
you	PP	you
get	VBP	get
to	TO	to
a	DT	a
station	NN	station
,	,	,
it	PP	it
'	POS	'
s	NN	S
expanded	VBD	expand
so	RB	so
that	IN	that
you	PP	you
can	MD	can
actually	RB	actually
read	VB	read
it	PP	it
.	SENT	.
Then	RB	then
when	WRB	when
you	PP	you
exit	VBP	exit
the	DT	the
IMAX	NP	Imax
theatre	NN	theatre
on	IN	on
the	DT	the
fourth	JJ	fourth
floor	NN	floor
—	:	-
mostly	RB	mostly
teenagers	NNS	teenager
coming	VBG	come
out	RP	out
of	IN	of
there	RB	there
—	:	-
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
big	JJ	big
open	JJ	open
space	NN	space
that	WDT	that
has	VBZ	have
these	DT	these
tables	NNS	table
in	IN	in
it	PP	it
that	WDT	that
have	VBP	have
interactive	JJ	interactive
games	NNS	game
which	WDT	which
are	VBP	be
quite	RB	quite
fun	NN	fun
,	,	,
also	RB	also
designed	VBN	design
by	IN	by
Durrell	NP	Durrell
[	SYM	[
Bishop	NP	Bishop
]	SYM	]
and	CC	and
Andrew	NP	Andrew
[	SYM	[
Hirniak	NP	<unknown>
]	SYM	]
of	IN	of
Itch	NP	Itch
.	SENT	.
And	CC	and
the	DT	the
topics	NNS	topic
include	VBP	include
things	NNS	thing
that	IN	that
the	DT	the
museum	NN	museum
is	VBZ	be
about	RB	about
:	:	:
male	JJ	male
fertility	NN	fertility
,	,	,
choosing	VBG	choose
the	DT	the
sex	NN	sex
of	IN	of
your	PP$	your
baby	NN	baby
or	CC	or
what	WP	what
a	DT	a
driverless	JJ	driverless
car	NN	car
might	MD	might
be	VB	be
like	JJ	like
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
lots	NNS	lot
of	IN	of
room	NN	room
,	,	,
so	RB	so
people	NNS	people
can	MD	can
come	VB	come
up	RP	up
and	CC	and
understand	VB	understand
what	WP	what
it	PP	it
is	VBZ	be
before	IN	before
they	PP	they
get	VBP	get
involved	VBN	involve
.	SENT	.
And	CC	and
also	RB	also
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
shown	VBN	show
in	IN	in
the	DT	the
video	NN	video
,	,	,
but	CC	but
these	DT	these
are	VBP	be
very	RB	very
beautiful	JJ	beautiful
.	SENT	.
They	PP	they
go	VBP	go
to	TO	to
the	DT	the
top	NN	top
of	IN	of
the	DT	the
wall	NN	wall
and	CC	and
when	WRB	when
they	PP	they
reach	VBP	reach
all	PDT	all
the	DT	the
way	NN	way
to	TO	to
the	DT	the
top	NN	top
,	,	,
after	IN	after
they	PP	they
'	POS	'
ve	NN	ve
bounced	VBD	bounce
around	RP	around
,	,	,
they	PP	they
disperse	VBP	disperse
into	IN	into
bits	NNS	bit
and	CC	and
go	VB	go
off	RP	off
into	IN	into
the	DT	the
atmosphere	NN	atmosphere
.	SENT	.
The	DT	the
next	JJ	next
video	NN	video
is	VBZ	be
not	RB	not
done	VBN	do
by	IN	by
us	PP	us
.	SENT	.
This	DT	this
is	VBZ	be
CBS	NP	CBS
Sunday	NP	Sunday
Morning	NP	Morning
that	WDT	that
aired	VBD	air
about	RB	about
two	CD	two
weeks	NNS	week
ago	RB	ago
.	SENT	.
Scott	NP	Scott
Adams	NP	Adams
ran	VBD	run
into	IN	into
us	PP	us
and	CC	and
asked	VBD	ask
us	PP	us
if	IN	if
we	PP	we
wouldn	NN	<unknown>
'	POS	'
t	NN	t
help	NN	help
to	TO	to
design	VB	design
the	DT	the
ultimate	JJ	ultimate
cubicle	NN	cubicle
for	IN	for
Dilbert	NP	Dilbert
,	,	,
which	WDT	which
sounded	VBD	sound
like	IN	like
a	DT	a
fun	NN	fun
thing	NN	thing
and	CC	and
so	IN	so
we	PP	we
couldn	NN	<unknown>
'	POS	'
t	NN	t
pass	VB	pass
it	PP	it
up	RP	up
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
always	RB	always
been	VBN	be
interested	JJ	interested
in	IN	in
technology	NN	technology
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
(	(	(
Video	NP	Video
:	:	:
Scott	NP	Scott
Adams	NP	Adams
:	:	:
I	PP	I
realized	VBD	realize
that	IN	that
at	IN	at
some	DT	some
point	NN	point
I	PP	I
might	MD	might
be	VB	be
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
expert	NN	expert
on	IN	on
what	WP	what
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
with	IN	with
cubicles	NNS	cubicle
.	SENT	.
So	RB	so
we	PP	we
thought	VBD	think
,	,	,
well	RB	well
,	,	,
wouldn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
be	VB	be
fun	NN	fun
to	TO	to
get	VB	get
together	RB	together
with	IN	with
some	DT	some
of	IN	of
the	DT	the
smartest	JJS	smart
design	NN	design
guys	NNS	guy
in	IN	in
the	DT	the
world	NN	world
and	CC	and
try	VB	try
to	TO	to
figure	VB	figure
out	RP	out
if	IN	if
we	PP	we
could	MD	could
make	VB	make
the	DT	the
cubicle	NN	cubicle
better	RBR	well
?	SENT	?
Narrator	NN	narrator
:	:	:
Though	IN	though
they	PP	they
work	VBP	work
in	IN	in
a	DT	a
wide-open	JJ	wide-open
office	NN	office
space	NN	space
spectacularly	RB	spectacularly
set	VBN	set
under	IN	under
San	NP	San
Francisco	NP	Francisco
'	POS	'
s	NN	S
Oakland	NP	Oakland
Bay	NP	Bay
Bridge	NP	Bridge
,	,	,
the	DT	the
team	NN	team
built	VBD	build
their	PP$	their
own	JJ	own
little	JJ	little
cubicles	NNS	cubicle
to	TO	to
fully	RB	fully
experience	VB	experience
the	DT	the
problems	NNS	problem
.	SENT	.
Woman	NN	woman
:	:	:
A	DT	a
one-way	JJ	one-way
mirror	NN	mirror
.	SENT	.
I	PP	I
can	MD	can
look	VB	look
out	RB	out
;	:	;
you	PP	you
can	MD	can
look	VB	look
at	IN	at
yourself	PP	yourself
.	SENT	.
Narrator	NN	narrator
:	:	:
They	PP	they
took	VBD	take
pictures	NNS	picture
.	SENT	.
Woman	NN	woman
:	:	:
You	PP	you
feel	VBP	feel
so	RB	so
trapped	JJ	trapped
,	,	,
when	WRB	when
someone	NN	someone
kind	NN	kind
of	IN	of
leans	NNS	lean
over	IN	over
and	CC	and
you	PP	you
'	POS	'
re	NN	re
sort	NN	sort
of	IN	of
held	VBN	hold
captive	NN	captive
there	RB	there
for	IN	for
a	DT	a
minute	NN	minute
.	SENT	.
SA	NP	SA
:	:	:
So	RB	so
far	RB	far
it	PP	it
'	POS	'
s	NN	S
chaos	NN	chaos
,	,	,
but	CC	but
a	DT	a
lot	NN	lot
