Chris	NP	Chris
arranging	VBG	arrange
for	IN	for
that	DT	that
.	SENT	.
CA	MD	ca
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
Rick	NP	Rick
.	SENT	.
We	PP	we
appreciate	VBP	appreciate
you	PP	you
joining	VBG	join
us	PP	us
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
certainly	RB	certainly
quite	RB	quite
a	DT	a
strong	JJ	strong
statement	NN	statement
that	IN	that
the	DT	the
NSA	NP	NSA
is	VBZ	be
willing	JJ	willing
to	TO	to
reach	VB	reach
out	RP	out
and	CC	and
show	VB	show
a	DT	a
more	RBR	more
open	JJ	open
face	NN	face
here	RB	here
.	SENT	.
You	PP	you
saw	VBD	see
,	,	,
I	PP	I
think	VBP	think
,	,	,
the	DT	the
talk	NN	talk
and	CC	and
interview	NN	interview
that	IN	that
Edward	NP	Edward
Snowden	NP	Snowden
gave	VBD	give
here	RB	here
a	DT	a
couple	NN	couple
days	NNS	day
ago	RB	ago
.	SENT	.
What	WP	what
did	VBD	do
you	PP	you
make	VBP	make
of	IN	of
it	PP	it
?	SENT	?
RL	NP	RL
:	:	:
So	RB	so
I	PP	I
think	VBP	think
it	PP	it
was	VBD	be
interesting	JJ	interesting
.	SENT	.
We	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
realize	VBP	realize
that	IN	that
he	PP	he
was	VBD	be
going	VBG	go
to	TO	to
show	VB	show
up	RP	up
there	RB	there
,	,	,
so	IN	so
kudos	NN	kudos
to	TO	to
you	PP	you
guys	NNS	guy
for	IN	for
arranging	VBG	arrange
a	DT	a
nice	JJ	nice
surprise	NN	surprise
like	IN	like
that	DT	that
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
,	,	,
like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
have	VBP	have
come	VBN	come
out	RP	out
since	IN	since
Mr	NP	Mr
.	SENT	.
Snowden	NP	Snowden
started	VBD	start
disclosing	VBG	disclose
classified	JJ	classified
information	NN	information
,	,	,
there	EX	there
were	VBD	be
some	DT	some
kernels	NNS	kernel
of	IN	of
truth	NN	truth
in	IN	in
there	RB	there
,	,	,
but	CC	but
a	DT	a
lot	NN	lot
of	IN	of
extrapolations	NNS	extrapolation
and	CC	and
half-truths	NNS	half-truth
in	IN	in
there	RB	there
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
interested	JJ	interested
in	IN	in
helping	VBG	help
to	TO	to
address	VB	address
those	DT	those
.	SENT	.
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
a	DT	a
really	RB	really
important	JJ	important
conversation	NN	conversation
that	IN	that
we	PP	we
'	''	'
re	IN	re
having	VBG	have
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
internationally	RB	internationally
,	,	,
and	CC	and
I	PP	I
think	VBP	think
it	PP	it
is	VBZ	be
important	JJ	important
and	CC	and
of	IN	of
import	NN	import
,	,	,
and	CC	and
so	RB	so
given	VBN	give
that	IN	that
,	,	,
we	PP	we
need	VBP	need
to	TO	to
have	VB	have
that	DT	that
be	VB	be
a	DT	a
fact-based	JJ	fact-based
conversation	NN	conversation
,	,	,
and	CC	and
we	PP	we
want	VBP	want
to	TO	to
help	VB	help
make	VB	make
that	DT	that
happen	VB	happen
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
the	DT	the
question	NN	question
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
have	VBP	have
here	RB	here
is	VBZ	be
,	,	,
what	WP	what
do	VBP	do
you	PP	you
make	VB	make
of	IN	of
Snowden	NP	Snowden
'	POS	'
s	JJ	<unknown>
motivations	NNS	motivation
for	IN	for
doing	VBG	do
what	WP	what
he	PP	he
did	VBD	do
,	,	,
and	CC	and
did	VBD	do
he	PP	he
have	VBP	have
an	DT	an
alternative	JJ	alternative
way	NN	way
that	IN	that
he	PP	he
could	MD	could
have	VB	have
gone	VBN	go
?	SENT	?
RL	NP	RL
:	:	:
He	PP	he
absolutely	RB	absolutely
did	VBD	do
have	VB	have
alternative	JJ	alternative
ways	NNS	way
that	IN	that
he	PP	he
could	MD	could
have	VB	have
gone	VBN	go
,	,	,
and	CC	and
I	PP	I
actually	RB	actually
think	VBP	think
that	IN	that
characterizing	VBG	characterize
him	PP	him
as	IN	as
a	DT	a
whistleblower	NN	whistleblower
actually	RB	actually
hurts	VBZ	hurt
legitimate	JJ	legitimate
whistleblowing	NN	<unknown>
activities	NNS	activity
.	SENT	.
So	RB	so
what	WP	what
if	IN	if
somebody	NN	somebody
who	WP	who
works	VBZ	work
in	IN	in
the	DT	the
NSA	NP	NSA
—	:	-
and	CC	and
there	EX	there
are	VBP	be
over	IN	over
35	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
who	WP	who
do	VBP	do
.	SENT	.
They	PP	they
'	''	'
re	IN	re
all	DT	all
great	JJ	great
citizens	NNS	citizen
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
just	RB	just
like	IN	like
your	PP$	your
husbands	NNS	husband
,	,	,
fathers	NNS	father
,	,	,
sisters	NNS	sister
,	,	,
brothers	NNS	brother
,	,	,
neighbors	NNS	neighbor
,	,	,
nephews	NNS	nephew
,	,	,
friends	NNS	friend
and	CC	and
relatives	NNS	relative
,	,	,
all	DT	all
of	IN	of
whom	WP	whom
are	VBP	be
interested	JJ	interested
in	IN	in
doing	VBG	do
the	DT	the
right	JJ	right
thing	NN	thing
for	IN	for
their	PP$	their
country	NN	country
and	CC	and
for	IN	for
our	PP$	our
allies	NNS	ally
internationally	RB	internationally
,	,	,
and	CC	and
so	RB	so
there	EX	there
are	VBP	be
a	DT	a
variety	NN	variety
of	IN	of
venues	NNS	venue
to	TO	to
address	VB	address
if	IN	if
folks	NNS	folk
have	VBP	have
a	DT	a
concern	NN	concern
.	SENT	.
First	RB	first
off	RB	off
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
their	PP$	their
supervisor	NN	supervisor
,	,	,
and	CC	and
up	RB	up
through	IN	through
the	DT	the
supervisory	JJ	supervisory
chain	NN	chain
within	IN	within
their	PP$	their
organization	NN	organization
.	SENT	.
If	IN	if
folks	NNS	folk
aren	NNS	<unknown>
'	POS	'
t	NN	t
comfortable	JJ	comfortable
with	IN	with
that	DT	that
,	,	,
there	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
inspectors	NNS	inspector
general	JJ	general
.	SENT	.
In	IN	in
the	DT	the
case	NN	case
of	IN	of
Mr	NP	Mr
.	SENT	.
Snowden	NP	Snowden
,	,	,
he	PP	he
had	VBD	have
the	DT	the
option	NN	option
of	IN	of
the	DT	the
NSA	NP	NSA
inspector	NN	inspector
general	NN	general
,	,	,
the	DT	the
Navy	NP	Navy
inspector	NN	inspector
general	NN	general
,	,	,
the	DT	the
Pacific	NP	Pacific
Command	NP	Command
inspector	NN	inspector
general	NN	general
,	,	,
the	DT	the
Department	NP	Department
of	IN	of
Defense	NP	Defense
inspector	NN	inspector
general	NN	general
,	,	,
and	CC	and
the	DT	the
intelligence	NN	intelligence
community	NN	community
inspector	NN	inspector
general	NN	general
,	,	,
any	DT	any
of	IN	of
whom	WP	whom
would	MD	would
have	VB	have
both	DT	both
kept	VBD	keep
his	PP$	his
concerns	NNS	concern
in	IN	in
classified	JJ	classified
channels	NNS	channel
and	CC	and
been	VBN	be
happy	JJ	happy
to	TO	to
address	VB	address
them	PP	them
.	SENT	.
He	PP	he
had	VBD	have
the	DT	the
option	NN	option
to	TO	to
go	VB	go
to	TO	to
congressional	JJ	congressional
committees	NNS	committee
,	,	,
and	CC	and
there	EX	there
are	VBP	be
mechanisms	NNS	mechanism
to	TO	to
do	VB	do
that	IN	that
that	WDT	that
are	VBP	be
in	IN	in
place	NN	place
,	,	,
and	CC	and
so	IN	so
he	PP	he
didn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
any	DT	any
of	IN	of
those	DT	those
things	NNS	thing
.	SENT	.
CA	MD	ca
:	:	:
Now	RB	now
,	,	,
you	PP	you
had	VBD	have
said	VBN	say
that	IN	that
Ed	NP	Ed
Snowden	NP	Snowden
had	VBD	have
other	JJ	other
avenues	NNS	avenue
for	IN	for
raising	VBG	raise
his	PP$	his
concerns	NNS	concern
.	SENT	.
The	DT	the
comeback	NN	comeback
on	IN	on
that	WDT	that
is	VBZ	be
a	DT	a
couple	NN	couple
of	IN	of
things	NNS	thing
:	:	:
one	CD	one
,	,	,
that	WDT	that
he	PP	he
certainly	RB	certainly
believes	VBZ	believe
that	IN	that
as	IN	as
a	DT	a
contractor	NN	contractor
,	,	,
the	DT	the
avenues	NNS	avenue
that	WDT	that
would	MD	would
have	VB	have
been	VBN	be
available	JJ	available
to	TO	to
him	PP	him
as	IN	as
an	DT	an
employee	NN	employee
weren	NN	<unknown>
'	POS	'
t	NN	t
available	JJ	available
,	,	,
two	CD	two
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
track	NN	track
record	NN	record
of	IN	of
other	JJ	other
whistleblowers	NNS	whistleblower
,	,	,
like	VBP	like
[	SYM	[
Thomas	NP	Thomas
Andrews	NPS	Andrew
Drake	NP	Drake
]	SYM	]
being	VBG	be
treated	VBN	treat
pretty	RB	pretty
harshly	RB	harshly
,	,	,
by	IN	by
some	DT	some
views	NNS	view
,	,	,
and	CC	and
thirdly	RB	thirdly
,	,	,
what	WP	what
he	PP	he
was	VBD	be
taking	VBG	take
on	RP	on
was	VBD	be
not	RB	not
one	CD	one
specific	JJ	specific
flaw	NN	flaw
that	IN	that
he	PP	he
'	POS	'
d	NN	d
discovered	VBD	discover
,	,	,
but	CC	but
programs	NNS	program
that	WDT	that
had	VBD	have
been	VBN	be
approved	VBN	approve
by	IN	by
all	DT	all
three	CD	three
branches	NNS	branch
of	IN	of
government	NN	government
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
in	IN	in
that	DT	that
circumstance	NN	circumstance
,	,	,
couldn	NN	<unknown>
'	POS	'
t	NN	t
you	PP	you
argue	VBP	argue
that	IN	that
what	WP	what
he	PP	he
did	VBD	do
was	VBD	be
reasonable	JJ	reasonable
?	SENT	?
RL	NP	RL
:	:	:
No	UH	no
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
agree	VBP	agree
with	IN	with
that	DT	that
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
—	:	-
sorry	RB	sorry
,	,	,
I	PP	I
'	POS	'
m	NN	m
getting	VBG	get
feedback	NN	feedback
through	IN	through
the	DT	the
microphone	NN	microphone
there	RB	there
—	:	-
the	DT	the
actions	NNS	action
that	IN	that
he	PP	he
took	VBD	take
were	VBD	be
inappropriate	JJ	inappropriate
because	IN	because
of	IN	of
the	DT	the
fact	NN	fact
that	IN	that
he	PP	he
put	VBD	put
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
at	IN	at
risk	NN	risk
,	,	,
basically	RB	basically
,	,	,
in	IN	in
the	DT	the
long	JJ	long
run	NN	run
,	,	,
and	CC	and
I	PP	I
know	VBP	know
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
a	DT	a
lot	NN	lot
of	IN	of
talk	NN	talk
in	IN	in
public	NN	public
by	IN	by
Mr	NP	Mr
.	SENT	.
Snowden	NP	Snowden
and	CC	and
some	DT	some
of	IN	of
the	DT	the
journalists	NNS	journalist
that	WDT	that
say	VBP	say
that	IN	that
the	DT	the
things	NNS	thing
that	WDT	that
have	VBP	have
been	VBN	be
disclosed	VBN	disclose
have	VBP	have
not	RB	not
put	VBN	put
national	JJ	national
security	NN	security
and	CC	and
people	NNS	people
at	IN	at
risk	NN	risk
,	,	,
and	CC	and
that	DT	that
is	VBZ	be
categorically	RB	categorically
not	RB	not
true	JJ	true
.	SENT	.
They	PP	they
actually	RB	actually
do	VBP	do
.	SENT	.
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	NNS	<unknown>
also	RB	also
an	DT	an
amazing	JJ	amazing
arrogance	NN	arrogance
to	TO	to
the	DT	the
idea	NN	idea
that	IN	that
he	PP	he
knows	VBZ	know
better	JJR	good
than	IN	than
the	DT	the
framers	NNS	framer
of	IN	of
the	DT	the
Constitution	NP	Constitution
in	IN	in
how	WRB	how
the	DT	the
government	NN	government
should	MD	should
be	VB	be
designed	VBN	design
and	CC	and
work	NN	work
for	IN	for
separation	NN	separation
of	IN	of
powers	NNS	power
and	CC	and
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
executive	NN	executive
and	CC	and
the	DT	the
legislative	JJ	legislative
branch	NN	branch
have	VBP	have
to	TO	to
work	VB	work
together	RB	together
and	CC	and
they	PP	they
have	VBP	have
checks	NNS	check
and	CC	and
balances	NNS	balance
on	IN	on
each	DT	each
other	JJ	other
,	,	,
and	CC	and
then	RB	then
the	DT	the
judicial	JJ	judicial
branch	NN	branch
,	,	,
which	WDT	which
oversees	VBZ	oversee
the	DT	the
entire	JJ	entire
process	NN	process
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
extremely	RB	extremely
arrogant	JJ	arrogant
on	IN	on
his	PP$	his
part	NN	part
.	SENT	.
CA	MD	ca
:	:	:
Can	MD	can
you	PP	you
give	VB	give
a	DT	a
specific	JJ	specific
example	NN	example
of	IN	of
how	WRB	how
he	PP	he
put	VBD	put
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
at	IN	at
risk	NN	risk
?	SENT	?
RL	NP	RL
:	:	:
Yeah	RB	yeah
,	,	,
sure	RB	sure
.	SENT	.
So	IN	so
the	DT	the
things	NNS	thing
that	IN	that
he	PP	he
'	POS	'
s	NN	S
disclosed	VBD	disclose
,	,	,
the	DT	the
capabilities	NNS	capability
,	,	,
and	CC	and
the	DT	the
NSA	NP	NSA
is	VBZ	be
a	DT	a
capabilities-based	JJ	<unknown>
organization	NN	organization
,	,	,
so	RB	so
when	WRB	when
we	PP	we
have	VBP	have
foreign	JJ	foreign
intelligence	NN	intelligence
targets	NNS	target
,	,	,
legitimate	JJ	legitimate
things	NNS	thing
of	IN	of
interest	NN	interest
—	:	-
like	IN	like
,	,	,
terrorists	NNS	terrorist
is	VBZ	be
the	DT	the
iconic	JJ	iconic
example	NN	example
,	,	,
but	CC	but
it	PP	it
includes	VBZ	include
things	NNS	thing
like	IN	like
human	JJ	human
traffickers	NNS	trafficker
,	,	,
drug	NN	drug
traffickers	NNS	trafficker
,	,	,
people	NNS	people
who	WP	who
are	VBP	be
trying	VBG	try
to	TO	to
build	VB	build
advanced	JJ	advanced
weaponry	NN	weaponry
,	,	,
nuclear	JJ	nuclear
weapons	NNS	weapon
,	,	,
and	CC	and
build	VB	build
delivery	NN	delivery
systems	NNS	system
for	IN	for
those	DT	those
,	,	,
and	CC	and
nation-states	NNS	nation-state
who	WP	who
might	MD	might
be	VB	be
executing	VBG	execute
aggression	NN	aggression
against	IN	against
their	PP$	their
immediate	JJ	immediate
neighbors	NNS	neighbor
,	,	,
which	WDT	which
you	PP	you
may	MD	may
have	VB	have
some	DT	some
visibility	NN	visibility
into	IN	into
some	DT	some
of	IN	of
that	WDT	that
that	DT	that
'	''	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
right	RB	right
now	RB	now
,	,	,
the	DT	the
capabilities	NNS	capability
are	VBP	be
applied	VBN	apply
in	IN	in
very	RB	very
discrete	JJ	discrete
and	CC	and
measured	VBN	measure
and	CC	and
controlled	VBN	control
ways	NNS	way
.	SENT	.
So	IN	so
the	DT	the
unconstrained	JJ	unconstrained
disclosure	NN	disclosure
of	IN	of
those	DT	those
capabilities	NNS	capability
means	VBZ	mean
that	IN	that
as	IN	as
adversaries	NNS	adversary
see	VBP	see
them	PP	them
and	CC	and
recognize	VB	recognize
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
I	PP	I
might	MD	might
be	VB	be
vulnerable	JJ	vulnerable
to	TO	to
this	DT	this
,	,	,
"	``	"
they	PP	they
move	VBP	move
away	RB	away
from	IN	from
that	DT	that
,	,	,
and	CC	and
we	PP	we
have	VBP	have
seen	VBN	see
targets	NNS	target
in	IN	in
terrorism	NN	terrorism
,	,	,
in	IN	in
the	DT	the
nation-state	NN	nation-state
area	NN	area
,	,	,
in	IN	in
smugglers	NNS	smuggler
of	IN	of
various	JJ	various
types	NNS	type
,	,	,
and	CC	and
other	JJ	other
folks	NNS	folk
who	WP	who
have	VBP	have
,	,	,
because	IN	because
of	IN	of
the	DT	the
disclosures	NNS	disclosure
,	,	,
moved	VBD	move
away	RB	away
from	IN	from
our	PP$	our
ability	NN	ability
to	TO	to
have	VB	have
insight	NN	insight
into	IN	into
what	WP	what
they	PP	they
'	''	'
re	IN	re
doing	VBG	do
.	SENT	.
The	DT	the
net	JJ	net
effect	NN	effect
of	IN	of
that	WDT	that
is	VBZ	be
that	IN	that
our	PP$	our
people	NNS	people
who	WP	who
are	VBP	be
overseas	JJ	overseas
in	IN	in
dangerous	JJ	dangerous
places	NNS	place
,	,	,
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
diplomats	NNS	diplomat
or	CC	or
military	JJ	military
,	,	,
and	CC	and
our	PP$	our
allies	NNS	ally
who	WP	who
are	VBP	be
in	IN	in
similar	JJ	similar
situations	NNS	situation
,	,	,
are	VBP	be
at	IN	at
greater	JJR	great
risk	NN	risk
because	IN	because
we	PP	we
don	VBP	don
'	''	'
t	NN	t
see	VB	see
the	DT	the
threats	NNS	threat
that	WDT	that
are	VBP	be
coming	VBG	come
their	PP$	their
way	NN	way
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
general	JJ	general
response	NN	response
saying	VBG	say
that	IN	that
because	IN	because
of	IN	of
his	PP$	his
revelations	NNS	revelation
,	,	,
access	NN	access
that	IN	that
you	PP	you
had	VBD	have
to	TO	to
certain	JJ	certain
types	NNS	type
of	IN	of
information	NN	information
has	VBZ	have
been	VBN	be
shut	VBN	shut
down	RP	down
,	,	,
has	VBZ	have
been	VBN	be
closed	VBN	close
down	RP	down
.	SENT	.
But	CC	but
the	DT	the
concern	NN	concern
is	VBZ	be
that	IN	that
the	DT	the
nature	NN	nature
of	IN	of
that	DT	that
access	NN	access
was	VBD	be
not	RB	not
necessarily	RB	necessarily
legitimate	JJ	legitimate
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
describe	VBP	describe
to	TO	to
us	PP	us
this	DT	this
Bullrun	NP	<unknown>
program	NN	program
where	WRB	where
it	PP	it
'	POS	'
s	NN	S
alleged	VBD	allege
that	IN	that
the	DT	the
NSA	NP	NSA
specifically	RB	specifically
weakened	VBD	weaken
security	NN	security
in	IN	in
order	NN	order
to	TO	to
get	VB	get
the	DT	the
type	NN	type
of	IN	of
access	NN	access
that	IN	that
you	PP	you
'	POS	'
ve	NNS	<unknown>
spoken	VBN	speak
of	IN	of
.	SENT	.
RL	NP	RL
:	:	:
So	RB	so
there	EX	there
are	VBP	be
,	,	,
when	WRB	when
our	PP$	our
legitimate	JJ	legitimate
foreign	JJ	foreign
intelligence	NN	intelligence
targets	NNS	target
of	IN	of
the	DT	the
type	NN	type
that	IN	that
I	PP	I
described	VBD	describe
before	RB	before
,	,	,
use	VBP	use
the	DT	the
global	JJ	global
telecommunications	NNS	telecommunication
system	NN	system
as	IN	as
their	PP$	their
communications	NNS	communication
methodology	NN	methodology
,	,	,
and	CC	and
they	PP	they
do	VBP	do
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
system	NN	system
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
most	RBS	most
complex	JJ	complex
system	NN	system
ever	RB	ever
devised	VBN	devise
by	IN	by
man	NN	man
,	,	,
and	CC	and
it	PP	it
is	VBZ	be
a	DT	a
wonder	NN	wonder
,	,	,
and	CC	and
lots	NNS	lot
of	IN	of
folks	NNS	folk
in	IN	in
the	DT	the
room	NN	room
there	EX	there
are	VBP	be
responsible	JJ	responsible
for	IN	for
the	DT	the
creation	NN	creation
and	CC	and
enhancement	NN	enhancement
of	IN	of
that	DT	that
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
wonderful	JJ	wonderful
thing	NN	thing
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
used	VBN	use
by	IN	by
people	NNS	people
who	WP	who
are	VBP	be
working	VBG	work
against	IN	against
us	PP	us
and	CC	and
our	PP$	our
allies	NNS	ally
.	SENT	.
And	CC	and
so	RB	so
if	IN	if
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
pursue	VB	pursue
them	PP	them
,	,	,
I	PP	I
need	VBP	need
to	TO	to
have	VB	have
the	DT	the
capability	NN	capability
to	TO	to
go	VB	go
after	IN	after
them	PP	them
,	,	,
and	CC	and
again	RB	again
,	,	,
the	DT	the
controls	NNS	control
are	VBP	be
in	IN	in
how	WRB	how
I	PP	I
apply	VBP	apply
that	DT	that
capability	NN	capability
,	,	,
not	RB	not
that	IN	that
I	PP	I
have	VBP	have
the	DT	the
capability	NN	capability
itself	PP	itself
.	SENT	.
Otherwise	RB	otherwise
,	,	,
if	IN	if
we	PP	we
could	MD	could
make	VB	make
it	PP	it
so	RB	so
that	IN	that
all	PDT	all
the	DT	the
bad	JJ	bad
guys	NNS	guy
used	VBD	use
one	CD	one
corner	NN	corner
of	IN	of
the	DT	the
Internet	NN	Internet
,	,	,
we	PP	we
could	MD	could
have	VB	have
a	DT	a
domain	NN	domain
,	,	,
badguy	NN	<unknown>
.	SENT	.
com	NN	com
.	SENT	.
That	DT	that
would	MD	would
be	VB	be
awesome	JJ	awesome
,	,	,
and	CC	and
we	PP	we
could	MD	could
just	RB	just
concentrate	VB	concentrate
all	PDT	all
our	PP$	our
efforts	NNS	effort
there	RB	there
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
not	RB	not
how	WRB	how
it	PP	it
works	VBZ	work
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
hide	VB	hide
from	IN	from
the	DT	the
government	NN	government
'	POS	'
s	JJ	<unknown>
ability	NN	ability
to	TO	to
isolate	VB	isolate
and	CC	and
interdict	VB	interdict
their	PP$	their
actions	NNS	action
,	,	,
and	CC	and
so	RB	so
we	PP	we
have	VBP	have
to	TO	to
swim	VB	swim
in	IN	in
that	DT	that
same	JJ	same
space	NN	space
.	SENT	.
But	CC	but
I	PP	I
will	MD	will
tell	VB	tell
you	PP	you
this	DT	this
.	SENT	.
So	RB	so
NSA	NP	NSA
has	VBZ	have
two	CD	two
missions	NNS	mission
.	SENT	.
One	PP	one
is	VBZ	be
the	DT	the
Signals	NNS	signal
Intelligence	NN	intelligence
mission	NN	mission
that	IN	that
we	PP	we
'	POS	'
ve	NNS	<unknown>
unfortunately	RB	unfortunately
read	VBP	read
so	RB	so
much	RB	much
about	RB	about
in	IN	in
the	DT	the
press	NN	press
.	SENT	.
The	DT	the
other	JJ	other
one	CD	one
is	VBZ	be
the	DT	the
Information	NP	Information
Assurance	NP	Assurance
mission	NN	mission
,	,	,
which	WDT	which
is	VBZ	be
to	TO	to
protect	VB	protect
the	DT	the
national	JJ	national
security	NN	security
systems	NNS	system
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
and	CC	and
by	IN	by
that	IN	that
,	,	,
that	WDT	that
'	POS	'
s	NN	S
things	NNS	thing
like	IN	like
the	DT	the
communications	NNS	communication
that	IN	that
the	DT	the
president	NN	president
uses	VBZ	use
,	,	,
the	DT	the
communications	NNS	communication
that	WDT	that
control	VBP	control
our	PP$	our
nuclear	JJ	nuclear
weapons	NNS	weapon
,	,	,
the	DT	the
communications	NNS	communication
that	IN	that
our	PP$	our
military	JJ	military
uses	NNS	use
around	IN	around
the	DT	the
world	NN	world
,	,	,
and	CC	and
the	DT	the
communications	NNS	communication
that	WDT	that
we	PP	we
use	VBP	use
with	IN	with
our	PP$	our
allies	NNS	ally
,	,	,
and	CC	and
that	IN	that
some	DT	some
of	IN	of
our	PP$	our
allies	NNS	ally
themselves	PP	themselves
use	VBP	use
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
make	VBP	make
recommendations	NNS	recommendation
on	IN	on
standards	NNS	standard
to	TO	to
use	VB	use
,	,	,
and	CC	and
we	PP	we
use	VBP	use
those	DT	those
same	JJ	same
standards	NNS	standard
,	,	,
and	CC	and
so	RB	so
we	PP	we
are	VBP	be
invested	VBN	invest
in	IN	in
making	VBG	make
sure	JJ	sure
that	IN	that
those	DT	those
communications	NNS	communication
are	VBP	be
secure	JJ	secure
for	IN	for
their	PP$	their
intended	JJ	intended
purposes	NNS	purpose
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
it	PP	it
sounds	VBZ	sound
like	IN	like
what	WP	what
you	PP	you
'	POS	'
re	NN	re
saying	NN	saying
is	VBZ	be
that	IN	that
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
the	DT	the
Internet	NN	Internet
at	IN	at
large	JJ	large
,	,	,
any	DT	any
strategy	NN	strategy
is	VBZ	be
fair	JJ	fair
game	NN	game
if	IN	if
it	PP	it
improves	VBZ	improve
America	NP	America
'	POS	'
s	NN	S
safety	NN	safety
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
partly	RB	partly
where	WRB	where
there	EX	there
is	VBZ	be
such	PDT	such
a	DT	a
divide	NN	divide
of	IN	of
opinion	NN	opinion
,	,	,
that	IN	that
there	EX	there
'	''	'
