Cloe	NP	Cloe
as	IN	as
a	DT	a
sense	NN	sense
of	IN	of
obligation	NN	obligation
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
exhausting	JJ	exhausting
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
are	VBP	be
often	RB	often
internalizing	VBG	internalize
these	DT	these
beliefs	NNS	belief
that	IN	that
they	PP	they
have	VBP	have
to	TO	to
be	VB	be
a	DT	a
certain	JJ	certain
way	NN	way
,	,	,
that	WDT	that
they	PP	they
have	VBP	have
to	TO	to
act	VB	act
a	DT	a
certain	JJ	certain
way	NN	way
,	,	,
and	CC	and
then	RB	then
they	PP	they
'	POS	'
re	NN	re
out	RP	out
in	IN	in
the	DT	the
world	NN	world
feeling	VBG	feel
like	IN	like
they	PP	they
'	POS	'
re	NN	re
also	RB	also
not	RB	not
enough	RB	enough
in	IN	in
the	DT	the
Western	JJ	Western
sense	NN	sense
of	IN	of
the	DT	the
word	NN	word
.	SENT	.
And	CC	and
so	IN	so
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
in	IN	in
a	DT	a
lot	NN	lot
of	IN	of
immigrant	NN	immigrant
communities	NNS	community
and	CC	and
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
talk	NN	talk
enough	RB	enough
about	IN	about
questioning	VBG	question
that	DT	that
guilt	NN	guilt
,	,	,
questioning	VBG	question
where	WRB	where
it	PP	it
comes	VBZ	come
from	IN	from
and	CC	and
questioning	VBG	question
why	WRB	why
it	PP	it
'	POS	'
s	NN	S
there	RB	there
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
,	,	,
so	RB	so
interesting	JJ	interesting
.	SENT	.
It	PP	it
looks	VBZ	look
like	IN	like
we	PP	we
have	VBP	have
a	DT	a
question	NN	question
from	IN	from
the	DT	the
audience	NN	audience
,	,	,
"	''	"
Is	VBZ	be
long	JJ	long
term	NN	term
guilt	NN	guilt
ever	RB	ever
justified	JJ	justified
or	CC	or
beneficial	JJ	beneficial
?	SENT	?
"	''	"
SKK	NP	SKK
:	:	:
So	RB	so
,	,	,
the	DT	the
thing	NN	thing
we	PP	we
know	VBP	know
about	IN	about
guilt	NN	guilt
is	VBZ	be
that	IN	that
there	EX	there
is	VBZ	be
healthy	JJ	healthy
guilt	NN	guilt
,	,	,
right	RB	right
?	SENT	?
Healthy	JJ	healthy
guilt	NN	guilt
alerts	VBZ	alert
us	PP	us
to	TO	to
our	PP$	our
morality	NN	morality
,	,	,
to	TO	to
the	DT	the
pain	NN	pain
and	CC	and
hurt	VBD	hurt
that	IN	that
we	PP	we
might	MD	might
be	VB	be
causing	VBG	cause
to	TO	to
other	JJ	other
people	NNS	people
,	,	,
to	TO	to
the	DT	the
social	JJ	social
and	CC	and
cultural	JJ	cultural
standards	NNS	standard
that	IN	that
we	PP	we
may	MD	may
have	VB	have
crossed	VBN	cross
.	SENT	.
And	CC	and
it	PP	it
can	MD	can
help	VB	help
direct	VB	direct
our	PP$	our
behavior	NN	behavior
.	SENT	.
If	IN	if
we	PP	we
'	POS	'
re	NN	re
really	RB	really
sitting	VBG	sit
with	IN	with
it	PP	it
,	,	,
we	PP	we
can	MD	can
understand	VB	understand
,	,	,
"	``	"
OK	UH	OK
,	,	,
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
hurt	VB	hurt
that	DT	that
person	NN	person
"	''	"
or	CC	or
"	``	"
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
that	DT	that
thing	NN	thing
.	SENT	.
"	``	"
So	IN	so
that	WDT	that
can	MD	can
help	VB	help
you	PP	you
then	RB	then
decide	VBP	decide
to	TO	to
make	VB	make
amends	NN	amends
,	,	,
to	TO	to
change	VB	change
your	PP$	your
behavior	NN	behavior
,	,	,
to	TO	to
apologize	VB	apologize
.	SENT	.
But	CC	but
then	RB	then
we	PP	we
have	VBP	have
unhealthy	JJ	unhealthy
guilt	NN	guilt
where	WRB	where
maybe	RB	maybe
the	DT	the
guilt	NN	guilt
that	IN	that
we	PP	we
'	POS	'
re	NN	re
feeling	NN	feeling
is	VBZ	be
adopted	VBN	adopt
through	IN	through
values	NNS	value
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
necessarily	RB	necessarily
hold	VB	hold
or	CC	or
boundaries	NNS	boundary
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
necessarily	RB	necessarily
want	VBP	want
to	TO	to
hold	VB	hold
.	SENT	.
So	IN	so
long-term	JJ	long-term
guilt	NN	guilt
--	:	--
guilt	NN	guilt
is	VBZ	be
not	RB	not
necessarily	RB	necessarily
a	DT	a
negative	JJ	negative
emotion	NN	emotion
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
understand	VB	understand
that	DT	that
differentiation	NN	differentiation
,	,	,
that	DT	that
guilt	NN	guilt
is	VBZ	be
something	NN	something
that	WDT	that
can	MD	can
really	RB	really
guide	VB	guide
us	PP	us
.	SENT	.
And	CC	and
like	IN	like
any	DT	any
emotion	NN	emotion
,	,	,
it	PP	it
'	POS	'
s	NN	S
telling	VBG	tell
us	PP	us
something	NN	something
and	CC	and
we	PP	we
must	MD	must
listen	VB	listen
to	TO	to
it	PP	it
before	IN	before
we	PP	we
decide	VBP	decide
how	WRB	how
to	TO	to
handle	VB	handle
it	PP	it
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
unhealthy	JJ	unhealthy
situation	NN	situation
,	,	,
what	WP	what
are	VBP	be
some	DT	some
helpful	JJ	helpful
strategies	NNS	strategy
for	IN	for
dealing	VBG	deal
with	IN	with
it	PP	it
?	SENT	?
I	PP	I
suspect	VBP	suspect
it	PP	it
will	MD	will
be	VB	be
relevant	JJ	relevant
to	TO	to
many	JJ	many
demographics	NNS	demographic
of	IN	of
people	NNS	people
.	SENT	.
SKK	NP	SKK
:	:	:
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
thing	NN	thing
about	IN	about
chronic	JJ	chronic
guilt	NN	guilt
is	VBZ	be
that	IN	that
it	PP	it
can	MD	can
force	VB	force
us	PP	us
to	TO	to
be	VB	be
small	JJ	small
.	SENT	.
It	PP	it
can	MD	can
tell	VB	tell
us	PP	us
we	PP	we
must	MD	must
stay	VB	stay
within	IN	within
the	DT	the
box	NN	box
.	SENT	.
We	PP	we
shouldn	NP	<unknown>
'	POS	'
t	NN	t
take	VB	take
up	RP	up
a	DT	a
lot	NN	lot
of	IN	of
space	NN	space
.	SENT	.
It	PP	it
kind	RB	kind
of	IN	of
encourages	VBZ	encourage
us	PP	us
to	TO	to
distrust	VB	distrust
our	PP$	our
own	JJ	own
needs	NNS	need
and	CC	and
wants	VBZ	want
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
differ	VBP	differ
from	IN	from
the	DT	the
people	NNS	people
around	IN	around
us	PP	us
and	CC	and
our	PP$	our
immigrant	NN	immigrant
parents	NNS	parent
.	SENT	.
So	IN	so
some	DT	some
strategies	NNS	strategy
for	IN	for
adopting	VBG	adopt
and	CC	and
dealing	VBG	deal
with	IN	with
guilt	NN	guilt
:	:	:
It	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
question	VB	question
the	DT	the
guilt	NN	guilt
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
identify	VB	identify
your	PP$	your
parents	NNS	parent
'	POS	'
s	NN	S
beliefs	NNS	belief
and	CC	and
values	NNS	value
and	CC	and
then	RB	then
explore	VB	explore
your	PP$	your
own	JJ	own
and	CC	and
see	VB	see
how	WRB	how
they	PP	they
overlap	VBP	overlap
.	SENT	.
Ask	VB	ask
yourself	PP	yourself
,	,	,
"	``	"
How	WRB	how
can	MD	can
I	PP	I
lovingly	RB	lovingly
detach	VBP	detach
from	IN	from
the	DT	the
assumption	NN	assumption
or	CC	or
belief	NN	belief
my	PP$	my
parent	NN	parent
has	VBZ	have
.	SENT	.
"	``	"
Ask	VB	ask
yourself	PP	yourself
if	IN	if
you	PP	you
are	VBP	be
internalizing	VBG	internalize
something	NN	something
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
speak	VBP	speak
true	JJ	true
to	TO	to
you	PP	you
.	SENT	.
Remind	VB	remind
yourself	PP	yourself
also	RB	also
that	IN	that
your	PP$	your
parents	NNS	parent
are	VBP	be
often	RB	often
doing	VBG	do
the	DT	the
best	JJS	good
they	PP	they
can	MD	can
with	IN	with
what	WP	what
they	PP	they
know	VBP	know
and	CC	and
what	WP	what
they	PP	they
were	VBD	be
taught	VBN	teach
.	SENT	.
And	CC	and
with	IN	with
that	DT	that
,	,	,
you	PP	you
have	VBP	have
to	TO	to
have	VB	have
a	DT	a
lot	NN	lot
of	IN	of
self-compassion	NN	self-compassion
to	TO	to
know	VB	know
that	IN	that
you	PP	you
'	''	'
re	IN	re
figuring	VBG	figure
out	RP	out
how	WRB	how
to	TO	to
deal	VB	deal
with	IN	with
something	NN	something
that	IN	that
maybe	RB	maybe
no	RB	no
one	CD	one
in	IN	in
your	PP$	your
family	NN	family
has	VBZ	have
dealt	VBN	deal
with	IN	with
.	SENT	.
You	PP	you
were	VBD	be
never	RB	never
taught	VBN	teach
how	WRB	how
to	TO	to
deal	VB	deal
with	IN	with
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
show	VB	show
up	RP	up
with	IN	with
a	DT	a
lot	NN	lot
of	IN	of
self	NN	self
compassion	NN	compassion
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
last	JJ	last
thing	NN	thing
that	WDT	that
really	RB	really
comes	VBZ	come
to	TO	to
mind	VB	mind
here	RB	here
is	VBZ	be
to	TO	to
accept	VB	accept
that	DT	that
guilt	NN	guilt
may	MD	may
always	RB	always
be	VB	be
an	DT	an
emotion	NN	emotion
that	IN	that
you	PP	you
have	VBP	have
to	TO	to
navigate	VB	navigate
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
warning	NN	warning
light	NN	light
.	SENT	.
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
look	VBP	look
to	TO	to
guilt	NN	guilt
and	CC	and
feel	VB	feel
guilt	NN	guilt
and	CC	and
then	RB	then
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
my	PP$	my
gosh	NN	gosh
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
sign	NN	sign
that	IN	that
I	PP	I
need	VBP	need
to	TO	to
turn	VB	turn
around	RB	around
and	CC	and
not	RB	not
do	VBP	do
the	DT	the
thing	NN	thing
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
or	CC	or
continue	VB	continue
on	IN	on
the	DT	the
path	NN	path
I	PP	I
'	POS	'
m	NN	m
about	RB	about
to	TO	to
take	VB	take
.	SENT	.
"	''	"
And	CC	and
instead	RB	instead
,	,	,
I	PP	I
say	VBP	say
,	,	,
sit	VBP	sit
with	IN	with
the	DT	the
guilt	NN	guilt
,	,	,
see	VB	see
it	PP	it
as	IN	as
a	DT	a
warning	NN	warning
sign	NN	sign
and	CC	and
try	VB	try
to	TO	to
understand	VB	understand
where	WRB	where
it	PP	it
'	POS	'
s	NN	S
really	RB	really
coming	VBG	come
from	IN	from
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
,	,	,
that	IN	that
'	POS	'
s	NN	S
incredibly	RB	incredibly
helpful	JJ	helpful
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
question	NN	question
from	IN	from
the	DT	the
audience	NN	audience
.	SENT	.
"	``	"
What	WP	what
coping	NN	coping
mechanisms	NNS	mechanism
would	MD	would
you	PP	you
recommend	VB	recommend
for	IN	for
someone	NN	someone
dealing	VBG	deal
with	IN	with
guilt	NN	guilt
?	SENT	?
"	''	"
SKK	NP	SKK
:	:	:
So	RB	so
all	RB	all
of	IN	of
the	DT	the
things	NNS	thing
,	,	,
some	DT	some
of	IN	of
the	DT	the
coping	VBG	cope
mechanisms	NNS	mechanism
I	PP	I
already	RB	already
named	VBD	name
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
reauthor	VB	<unknown>
the	DT	the
narrative	NN	narrative
that	IN	that
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
taught	VBN	teach
that	IN	that
things	NNS	thing
are	VBP	be
binary	JJ	binary
.	SENT	.
Something	NN	something
that	IN	that
I	PP	I
often	RB	often
see	VBP	see
when	WRB	when
people	NNS	people
are	VBP	be
dealing	VBG	deal
with	IN	with
guilt	NN	guilt
is	VBZ	be
that	IN	that
guilt	NN	guilt
is	VBZ	be
bad	JJ	bad
.	SENT	.
Again	RB	again
,	,	,
guilt	NN	guilt
is	VBZ	be
not	RB	not
necessarily	RB	necessarily
bad	JJ	bad
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
an	DT	an
emotion	NN	emotion
that	WDT	that
is	VBZ	be
trying	VBG	try
to	TO	to
tell	VB	tell
you	PP	you
something	NN	something
.	SENT	.
So	IN	so
a	DT	a
lot	NN	lot
of	IN	of
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
in	IN	in
this	DT	this
country	NN	country
think	VBP	think
of	IN	of
feelings	NNS	feeling
as	IN	as
good	JJ	good
or	CC	or
bad	JJ	bad
,	,	,
think	VBP	think
of	IN	of
themselves	PP	themselves
as	IN	as
right	NN	right
or	CC	or
wrong	JJ	wrong
,	,	,
this	NN	this
or	CC	or
that	IN	that
,	,	,
all	RB	all
or	CC	or
nothing	NN	nothing
.	SENT	.
And	CC	and
I	PP	I
really	RB	really
want	VBP	want
to	TO	to
encourage	VB	encourage
you	PP	you
to	TO	to
question	VB	question
that	DT	that
narrative	NN	narrative
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
two	CD	two
things	NNS	thing
can	MD	can
be	VB	be
true	JJ	true
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
You	PP	you
can	MD	can
pursue	VB	pursue
something	NN	something
that	WDT	that
makes	VBZ	make
you	PP	you
really	RB	really
happy	JJ	happy
,	,	,
something	NN	something
that	WDT	that
is	VBZ	be
inherently	RB	inherently
good	JJ	good
for	IN	for
you	PP	you
,	,	,
healthy	JJ	healthy
for	IN	for
you	PP	you
,	,	,
and	CC	and
you	PP	you
can	MD	can
still	RB	still
feel	VB	feel
guilt	NN	guilt
.	SENT	.
And	CC	and
so	RB	so
to	TO	to
that	DT	that
,	,	,
I	PP	I
just	RB	just
really	RB	really
want	VBP	want
to	TO	to
drive	VB	drive
home	RB	home
the	DT	the
point	NN	point
that	IN	that
guilt	NN	guilt
is	VBZ	be
not	RB	not
necessarily	RB	necessarily
a	DT	a
bad	JJ	bad
emotion	NN	emotion
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
OK	JJ	OK
if	IN	if
you	PP	you
are	VBP	be
always	RB	always
trying	VBG	try
to	TO	to
navigate	VB	navigate
it	PP	it
.	SENT	.
CSB	NP	CSB
:	:	:
You	PP	you
know	VBP	know
,	,	,
one	CD	one
thing	NN	thing
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
also	RB	also
seen	VBN	see
you	PP	you
talk	VBP	talk
about	RB	about
is	VBZ	be
how	WRB	how
values	NNS	value
,	,	,
getting	VBG	get
clear	JJ	clear
on	IN	on
our	PP$	our
values	NNS	value
,	,	,
helps	VBZ	help
us	PP	us
manage	VB	manage
our	PP$	our
guilt	NN	guilt
.	SENT	.
Can	MD	can
you	PP	you
share	VB	share
more	RBR	more
about	IN	about
that	DT	that
?	SENT	?
SKK	NP	SKK
:	:	:
Absolutely	RB	absolutely
.	SENT	.
Getting	VBG	get
clear	JJ	clear
on	IN	on
your	PP$	your
values	NNS	value
can	MD	can
definitely	RB	definitely
help	VB	help
with	IN	with
managing	VBG	manage
guilt	NN	guilt
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
get	VB	get
clear	JJ	clear
on	IN	on
your	PP$	your
values	NNS	value
instead	RB	instead
of	IN	of
assuming	VBG	assume
that	IN	that
your	PP$	your
values	NNS	value
are	VBP	be
exactly	RB	exactly
the	DT	the
same	JJ	same
as	IN	as
the	DT	the
people	NNS	people
around	IN	around
you	PP	you
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
not	RB	not
clear	JJ	clear
on	IN	on
what	WP	what
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
you	PP	you
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
easy	JJ	easy
to	TO	to
follow	VB	follow
into	IN	into
a	DT	a
pattern	NN	pattern
of	IN	of
what	WP	what
'	POS	'
s	NNS	<unknown>
expected	VBN	expect
of	IN	of
you	PP	you
,	,	,
what	WP	what
other	JJ	other
people	NNS	people
want	VBP	want
from	IN	from
you	PP	you
.	SENT	.
And	CC	and
this	DT	this
can	MD	can
lead	VB	lead
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
people-pleasing	VBG	people-please
behaviors	NNS	behavior
,	,	,
it	PP	it
can	MD	can
lead	VB	lead
to	TO	to
seeking	VBG	seek
approval	NN	approval
,	,	,
maybe	RB	maybe
keeping	VBG	keep
the	DT	the
peace	NN	peace
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
taught	VBN	teach
,	,	,
but	CC	but
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
necessarily	RB	necessarily
lead	VB	lead
to	TO	to
personal	JJ	personal
fulfillment	NN	fulfillment
.	SENT	.
So	RB	so
to	TO	to
get	VB	get
clear	JJ	clear
on	IN	on
your	PP$	your
values	NNS	value
,	,	,
really	RB	really
spend	VB	spend
some	DT	some
time	NN	time
reflecting	VBG	reflect
on	IN	on
questions	NNS	question
like	IN	like
what	WP	what
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
you	PP	you
,	,	,
when	WRB	when
have	VBP	have
you	PP	you
been	VBN	be
the	DT	the
happiest	JJS	happy
?	SENT	?
And	CC	and
think	VBP	think
about	IN	about
the	DT	the
times	NNS	time
that	IN	that
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
the	DT	the
happiest	JJS	happy
,	,	,
and	CC	and
then	RB	then
think	VBP	think
about	IN	about
values	NNS	value
that	WDT	that
were	VBD	be
being	VBG	be
honored	VBN	honor
during	IN	during
that	DT	that
time	NN	time
.	SENT	.
When	WRB	when
were	VBD	be
you	PP	you
the	DT	the
most	RBS	most
unhappy	JJ	unhappy
?	SENT	?
And	CC	and
think	VBP	think
about	IN	about
values	NNS	value
that	WDT	that
might	MD	might
have	VB	have
been	VBN	be
suppressed	VBN	suppress
or	CC	or
crossed	VBN	cross
.	SENT	.
We	PP	we
have	VBP	have
to	TO	to
think	VB	think
about	IN	about
living	VBG	live
our	PP$	our
lives	NNS	life
with	IN	with
value-driven	JJ	value-driven
choices	NNS	choice
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
understand	VB	understand
if	IN	if
your	PP$	your
values	NNS	value
don	NN	don
'	POS	'
t	NN	t
overlap	VBP	overlap
with	IN	with
the	DT	the
people	NNS	people
you	PP	you
love	VBP	love
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
I	PP	I
hear	VBP	hear
from	IN	from
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
a	DT	a
lot	NN	lot
is	VBZ	be
"	``	"
My	PP$	my
values	NNS	value
aren	NNS	<unknown>
'	POS	'
t	NN	t
the	DT	the
same	JJ	same
.	SENT	.
So	RB	so
then	RB	then
what	WP	what
do	VBP	do
I	PP	I
do	VBP	do
?	SENT	?
"	''	"
And	CC	and
so	RB	so
to	TO	to
that	DT	that
,	,	,
I	PP	I
say	VBP	say
try	VB	try
to	TO	to
find	VB	find
ways	NNS	way
to	TO	to
communicate	VB	communicate
to	TO	to
your	PP$	your
parents	NNS	parent
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
assumptions	NNS	assumption
and	CC	and
beliefs	NNS	belief
and	CC	and
values	VBZ	value
our	PP$	our
parents	NNS	parent
have	VBP	have
,	,	,
some	DT	some
of	IN	of
them	PP	them
may	MD	may
be	VB	be
rooted	VBN	root
in	IN	in
