Fifteen	CD	fifteen
.	SENT	.
So	IN	so
many	JJ	many
labs	NNS	lab
around	IN	around
the	DT	the
world	NN	world
are	VBP	be
involved	VBN	involve
in	IN	in
this	DT	this
kind	NN	kind
of	IN	of
research	NN	research
,	,	,
and	CC	and
we	PP	we
now	RB	now
have	VBP	have
a	DT	a
really	RB	really
rich	JJ	rich
and	CC	and
detailed	JJ	detailed
picture	NN	picture
of	IN	of
how	WRB	how
the	DT	the
living	JJ	living
human	JJ	human
brain	NN	brain
develops	VBZ	develop
,	,	,
and	CC	and
this	DT	this
picture	NN	picture
has	VBZ	have
radically	RB	radically
changed	VBN	change
the	DT	the
way	NN	way
we	PP	we
think	VBP	think
about	RB	about
human	JJ	human
brain	NN	brain
development	NN	development
by	IN	by
revealing	VBG	reveal
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
all	RB	all
over	IN	over
in	IN	in
early	JJ	early
childhood	NN	childhood
,	,	,
and	CC	and
instead	RB	instead
,	,	,
the	DT	the
brain	NN	brain
continues	VBZ	continue
to	TO	to
develop	VB	develop
right	NN	right
throughout	IN	throughout
adolescence	NN	adolescence
and	CC	and
into	IN	into
the	DT	the
'	''	'
20s	NNS	20s
and	CC	and
'	POS	'
30s	NNS	30s
.	SENT	.
So	IN	so
adolescence	NN	adolescence
is	VBZ	be
defined	VBN	define
as	IN	as
the	DT	the
period	NN	period
of	IN	of
life	NN	life
that	WDT	that
starts	VBZ	start
with	IN	with
the	DT	the
biological	JJ	biological
,	,	,
hormonal	JJ	hormonal
,	,	,
physical	JJ	physical
changes	NNS	change
of	IN	of
puberty	NN	puberty
and	CC	and
ends	VBZ	end
at	IN	at
the	DT	the
age	NN	age
at	IN	at
which	WDT	which
an	DT	an
individual	NN	individual
attains	VBZ	attain
a	DT	a
stable	JJ	stable
,	,	,
independent	JJ	independent
role	NN	role
in	IN	in
society	NN	society
.	SENT	.
It	PP	it
can	MD	can
go	VB	go
on	IN	on
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
brain	NN	brain
regions	NNS	region
that	WDT	that
changes	NNS	change
most	RBS	most
dramatically	RB	dramatically
during	IN	during
adolescence	NN	adolescence
is	VBZ	be
called	VBN	call
prefrontal	JJ	prefrontal
cortex	NN	cortex
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
model	NN	model
of	IN	of
the	DT	the
human	JJ	human
brain	NN	brain
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
prefrontal	JJ	prefrontal
cortex	NN	cortex
,	,	,
right	RB	right
at	IN	at
the	DT	the
front	NN	front
.	SENT	.
Prefrontal	JJ	prefrontal
cortex	NN	cortex
is	VBZ	be
an	DT	an
interesting	JJ	interesting
brain	NN	brain
area	NN	area
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
proportionally	RB	proportionally
much	RB	much
bigger	JJR	big
in	IN	in
humans	NNS	human
than	IN	than
in	IN	in
any	DT	any
other	JJ	other
species	NN	species
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
involved	VBN	involve
in	IN	in
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
high	JJ	high
level	NN	level
cognitive	JJ	cognitive
functions	NNS	function
,	,	,
things	NNS	thing
like	IN	like
decision-making	NN	decision-making
,	,	,
planning	NN	planning
,	,	,
planning	VBG	plan
what	WP	what
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
tomorrow	NN	tomorrow
or	CC	or
next	JJ	next
week	NN	week
or	CC	or
next	JJ	next
year	NN	year
,	,	,
inhibiting	VBG	inhibit
inappropriate	JJ	inappropriate
behavior	NN	behavior
,	,	,
so	RB	so
stopping	VBG	stop
yourself	PP	yourself
saying	VBG	say
something	NN	something
really	RB	really
rude	JJ	rude
or	CC	or
doing	VBG	do
something	NN	something
really	RB	really
stupid	JJ	stupid
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
involved	VBN	involve
in	IN	in
social	JJ	social
interaction	NN	interaction
,	,	,
understanding	VBG	understand
other	JJ	other
people	NNS	people
,	,	,
and	CC	and
self-awareness	NN	self-awareness
.	SENT	.
So	RB	so
MRI	NP	MRI
studies	NNS	study
looking	VBG	look
at	IN	at
the	DT	the
development	NN	development
of	IN	of
this	DT	this
region	NN	region
have	VBP	have
shown	VBN	show
that	IN	that
it	PP	it
really	RB	really
undergoes	VBZ	undergo
dramatic	JJ	dramatic
development	NN	development
during	IN	during
the	DT	the
period	NN	period
of	IN	of
adolescence	NN	adolescence
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
gray	JJ	gray
matter	NN	matter
volume	NN	volume
,	,	,
for	IN	for
example	NN	example
,	,	,
gray	JJ	gray
matter	NN	matter
volume	NN	volume
across	IN	across
age	NN	age
from	IN	from
age	NN	age
four	CD	four
to	TO	to
22	CD	@card@
years	NNS	year
increases	NNS	increase
during	IN	during
childhood	NN	childhood
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
you	PP	you
can	MD	can
see	VB	see
on	IN	on
this	DT	this
graph	NN	graph
.	SENT	.
It	PP	it
peaks	VBZ	peak
in	IN	in
early	JJ	early
adolescence	NN	adolescence
.	SENT	.
The	DT	the
arrows	NNS	arrow
indicate	VBP	indicate
peak	JJ	peak
gray	JJ	gray
matter	NN	matter
volume	NN	volume
in	IN	in
prefrontal	JJ	prefrontal
cortex	NN	cortex
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
that	DT	that
peak	NN	peak
happens	VBZ	happen
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
later	RBR	later
in	IN	in
boys	NNS	boy
relative	JJ	relative
to	TO	to
girls	NNS	girl
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
probably	RB	probably
because	IN	because
boys	NNS	boy
go	VBP	go
through	IN	through
puberty	NN	puberty
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
later	RBR	later
than	IN	than
girls	NNS	girl
on	IN	on
average	NN	average
,	,	,
and	CC	and
then	RB	then
during	IN	during
adolescence	NN	adolescence
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
significant	JJ	significant
decline	NN	decline
in	IN	in
gray	JJ	gray
matter	NN	matter
volume	NN	volume
in	IN	in
prefrontal	JJ	prefrontal
cortex	NN	cortex
.	SENT	.
Now	RB	now
that	IN	that
might	MD	might
sound	VB	sound
bad	JJ	bad
,	,	,
but	CC	but
actually	RB	actually
this	DT	this
is	VBZ	be
a	DT	a
really	RB	really
important	JJ	important
developmental	JJ	developmental
process	NN	process
,	,	,
because	IN	because
gray	JJ	gray
matter	NN	matter
contains	VBZ	contain
cell	NN	cell
bodies	NNS	body
and	CC	and
connections	NNS	connection
between	IN	between
cells	NNS	cell
,	,	,
the	DT	the
synapses	NNS	synapse
,	,	,
and	CC	and
this	DT	this
decline	NN	decline
in	IN	in
gray	JJ	gray
matter	NN	matter
volume	NN	volume
during	IN	during
prefrontal	JJ	prefrontal
cortex	NN	cortex
is	VBZ	be
thought	VBN	think
to	TO	to
correspond	VB	correspond
to	TO	to
synaptic	JJ	synaptic
pruning	VBG	prune
,	,	,
the	DT	the
elimination	NN	elimination
of	IN	of
unwanted	JJ	unwanted
synapses	NNS	synapse
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
really	RB	really
important	JJ	important
process	NN	process
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
partly	RB	partly
dependent	JJ	dependent
on	IN	on
the	DT	the
environment	NN	environment
that	IN	that
the	DT	the
animal	NN	animal
or	CC	or
the	DT	the
human	NN	human
is	VBZ	be
in	IN	in
,	,	,
and	CC	and
the	DT	the
synapses	NNS	synapse
that	WDT	that
are	VBP	be
being	VBG	be
used	VBN	use
are	VBP	be
strengthened	VBN	strengthen
,	,	,
and	CC	and
synapses	NNS	synapse
that	IN	that
aren	NNS	<unknown>
'	POS	'
t	NN	t
being	VBG	be
used	VBN	use
in	IN	in
that	DT	that
particular	JJ	particular
environment	NN	environment
are	VBP	be
pruned	VBN	prune
away	RB	away
.	SENT	.
You	PP	you
can	MD	can
think	VB	think
of	IN	of
it	PP	it
a	DT	a
bit	NN	bit
like	IN	like
pruning	VBG	prune
a	DT	a
rosebush	NN	<unknown>
.	SENT	.
You	PP	you
prune	VBP	prune
away	RB	away
the	DT	the
weaker	JJR	weak
branches	NNS	branch
so	RB	so
that	IN	that
the	DT	the
remaining	VBG	remain
,	,	,
important	JJ	important
branches	NNS	branch
,	,	,
can	MD	can
grow	VB	grow
stronger	JJR	strong
,	,	,
and	CC	and
this	DT	this
process	NN	process
,	,	,
which	WDT	which
effectively	RB	effectively
fine-tunes	VBZ	fine-tune
brain	NN	brain
tissue	NN	tissue
according	VBG	accord
to	TO	to
the	DT	the
species-specific	JJ	species-specific
environment	NN	environment
,	,	,
is	VBZ	be
happening	VBG	happen
in	IN	in
prefrontal	JJ	prefrontal
cortex	NN	cortex
and	CC	and
in	IN	in
other	JJ	other
brain	NN	brain
regions	NNS	region
during	IN	during
the	DT	the
period	NN	period
of	IN	of
human	JJ	human
adolescence	NN	adolescence
.	SENT	.
So	IN	so
a	DT	a
second	JJ	second
line	NN	line
of	IN	of
inquiry	NN	inquiry
that	IN	that
we	PP	we
use	VBP	use
to	TO	to
track	VB	track
changes	NNS	change
in	IN	in
the	DT	the
adolescent	JJ	adolescent
brain	NN	brain
is	VBZ	be
using	VBG	use
functional	JJ	functional
MRI	NP	MRI
to	TO	to
look	VB	look
at	IN	at
changes	NNS	change
in	IN	in
brain	NN	brain
activity	NN	activity
across	IN	across
age	NN	age
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
give	VBP	give
you	PP	you
an	DT	an
example	NN	example
from	IN	from
my	PP$	my
lab	NN	lab
.	SENT	.
So	RB	so
in	IN	in
my	PP$	my
lab	NN	lab
,	,	,
we	PP	we
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
the	DT	the
social	JJ	social
brain	NN	brain
,	,	,
that	WDT	that
is	VBZ	be
the	DT	the
network	NN	network
of	IN	of
brain	NN	brain
regions	NNS	region
that	WDT	that
we	PP	we
use	VBP	use
to	TO	to
understand	VB	understand
other	JJ	other
people	NNS	people
and	CC	and
to	TO	to
interact	VB	interact
with	IN	with
other	JJ	other
people	NNS	people
.	SENT	.
So	RB	so
I	PP	I
like	VBP	like
to	TO	to
show	VB	show
a	DT	a
photograph	NN	photograph
of	IN	of
a	DT	a
soccer	NN	soccer
game	NN	game
to	TO	to
illustrate	VB	illustrate
two	CD	two
aspects	NNS	aspect
of	IN	of
how	WRB	how
your	PP$	your
social	JJ	social
brains	NNS	brain
work	VBP	work
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
soccer	NN	soccer
game	NN	game
.	SENT	.
Michael	NP	Michael
Owen	NP	Owen
has	VBZ	have
just	RB	just
missed	VBN	miss
a	DT	a
goal	NN	goal
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
lying	VBG	lie
on	IN	on
the	DT	the
ground	NN	ground
,	,	,
and	CC	and
the	DT	the
first	JJ	first
aspect	NN	aspect
of	IN	of
the	DT	the
social	JJ	social
brain	NN	brain
that	IN	that
this	DT	this
picture	NN	picture
really	RB	really
nicely	RB	nicely
illustrates	VBZ	illustrate
is	VBZ	be
how	WRB	how
automatic	JJ	automatic
and	CC	and
instinctive	JJ	instinctive
social	JJ	social
emotional	JJ	emotional
responses	NNS	response
are	VBP	be
,	,	,
so	RB	so
within	IN	within
a	DT	a
split	NN	split
second	JJ	second
of	IN	of
Michael	NP	Michael
Owen	NP	Owen
missing	VBG	miss
this	DT	this
goal	NN	goal
,	,	,
everyone	NN	everyone
is	VBZ	be
doing	VBG	do
the	DT	the
same	JJ	same
thing	NN	thing
with	IN	with
their	PP$	their
arms	NNS	arm
and	CC	and
the	DT	the
same	JJ	same
thing	NN	thing
with	IN	with
their	PP$	their
face	NN	face
,	,	,
even	RB	even
Michael	NP	Michael
Owen	NP	Owen
as	IN	as
he	PP	he
slides	VBZ	slide
along	IN	along
the	DT	the
grass	NN	grass
,	,	,
is	VBZ	be
doing	VBG	do
the	DT	the
same	JJ	same
thing	NN	thing
with	IN	with
his	PP$	his
arms	NNS	arm
,	,	,
and	CC	and
presumably	RB	presumably
has	VBZ	have
a	DT	a
similar	JJ	similar
facial	JJ	facial
expression	NN	expression
,	,	,
and	CC	and
the	DT	the
only	JJ	only
people	NNS	people
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
are	VBP	be
the	DT	the
guys	NNS	guy
in	IN	in
yellow	NN	yellow
at	IN	at
the	DT	the
back	NN	back
—	:	-
—	:	-
and	CC	and
I	PP	I
think	VBP	think
they	PP	they
'	''	'
re	NN	re
on	IN	on
the	DT	the
wrong	JJ	wrong
end	NN	end
of	IN	of
the	DT	the
stadium	NN	stadium
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
another	DT	another
social	JJ	social
emotional	JJ	emotional
response	NN	response
that	IN	that
we	PP	we
all	RB	all
instantly	RB	instantly
recognize	VB	recognize
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
the	DT	the
second	JJ	second
aspect	NN	aspect
of	IN	of
the	DT	the
social	JJ	social
brain	NN	brain
that	IN	that
this	DT	this
picture	NN	picture
really	RB	really
nicely	RB	nicely
illustrates	VBZ	illustrate
,	,	,
how	WRB	how
good	JJ	good
we	PP	we
are	VBP	be
at	IN	at
reading	VBG	read
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
behavior	NN	behavior
,	,	,
their	PP$	their
actions	NNS	action
,	,	,
their	PP$	their
gestures	NNS	gesture
,	,	,
their	PP$	their
facial	JJ	facial
expressions	NNS	expression
,	,	,
in	IN	in
terms	NNS	term
of	IN	of
their	PP$	their
underlying	VBG	underlie
emotions	NNS	emotion
and	CC	and
mental	JJ	mental
states	NNS	state
.	SENT	.
So	RB	so
you	PP	you
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
ask	VB	ask
any	DT	any
of	IN	of
these	DT	these
guys	NNS	guy
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
pretty	RB	pretty
good	JJ	good
idea	NN	idea
of	IN	of
what	WP	what
they	PP	they
'	''	'
re	IN	re
feeling	VBG	feel
and	CC	and
thinking	VBG	think
at	IN	at
this	DT	this
precise	JJ	precise
moment	NN	moment
in	IN	in
time	NN	time
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
looking	VBG	look
at	IN	at
in	IN	in
my	PP$	my
lab	NN	lab
.	SENT	.
So	RB	so
in	IN	in
my	PP$	my
lab	NN	lab
,	,	,
we	PP	we
bring	VBP	bring
adolescents	NNS	adolescent
and	CC	and
adults	NNS	adult
into	IN	into
the	DT	the
lab	NN	lab
to	TO	to
have	VB	have
a	DT	a
brain	NN	brain
scan	NN	scan
,	,	,
we	PP	we
give	VBP	give
them	PP	them
some	DT	some
kind	NN	kind
of	IN	of
task	NN	task
that	WDT	that
involves	VBZ	involve
thinking	NN	thinking
about	IN	about
other	JJ	other
people	NNS	people
,	,	,
their	PP$	their
minds	NNS	mind
,	,	,
their	PP$	their
mental	JJ	mental
states	NNS	state
,	,	,
their	PP$	their
emotions	NNS	emotion
,	,	,
and	CC	and
one	CD	one
of	IN	of
the	DT	the
findings	NNS	finding
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
found	VBD	find
several	JJ	several
times	NNS	time
now	RB	now
,	,	,
as	RB	as
have	VBP	have
other	JJ	other
labs	NNS	lab
around	IN	around
the	DT	the
world	NN	world
,	,	,
is	VBZ	be
part	NN	part
of	IN	of
the	DT	the
prefrontal	JJ	prefrontal
cortex	NN	cortex
called	VBD	call
medial	JJ	medial
prefrontal	JJ	prefrontal
cortex	NN	cortex
,	,	,
which	WDT	which
is	VBZ	be
shown	VBN	show
in	IN	in
blue	JJ	blue
on	IN	on
the	DT	the
slide	NN	slide
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
right	NN	right
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
prefrontal	JJ	prefrontal
cortex	NN	cortex
in	IN	in
the	DT	the
midline	NN	<unknown>
of	IN	of
your	PP$	your
head	NN	head
.	SENT	.
This	DT	this
region	NN	region
is	VBZ	be
more	RBR	more
active	JJ	active
in	IN	in
adolescents	NNS	adolescent
when	WRB	when
they	PP	they
make	VBP	make
these	DT	these
social	JJ	social
decisions	NNS	decision
and	CC	and
think	VBP	think
about	IN	about
other	JJ	other
people	NNS	people
than	IN	than
it	PP	it
is	VBZ	be
in	IN	in
adults	NNS	adult
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
actually	RB	actually
a	DT	a
meta-	NN	<unknown>
analysis	NN	analysis
of	IN	of
nine	CD	nine
different	JJ	different
studies	NNS	study
in	IN	in
this	DT	this
area	NN	area
from	IN	from
labs	NNS	lab
around	IN	around
the	DT	the
world	NN	world
,	,	,
and	CC	and
they	PP	they
all	RB	all
show	VBP	show
the	DT	the
same	JJ	same
thing	NN	thing
,	,	,
that	DT	that
activity	NN	activity
in	IN	in
this	DT	this
medial	JJ	medial
prefrontal	JJ	prefrontal
cortex	NN	cortex
area	NN	area
decreases	NNS	decrease
during	IN	during
the	DT	the
period	NN	period
of	IN	of
adolescence	NN	adolescence
.	SENT	.
And	CC	and
we	PP	we
think	VBP	think
that	IN	that
might	MD	might
be	VB	be
because	IN	because
adolescents	NNS	adolescent
and	CC	and
adults	NNS	adult
use	VBP	use
a	DT	a
different	JJ	different
mental	JJ	mental
approach	NN	approach
,	,	,
a	DT	a
different	JJ	different
cognitive	JJ	cognitive
strategy	NN	strategy
,	,	,
to	TO	to
make	VB	make
social	JJ	social
decisions	NNS	decision
,	,	,
and	CC	and
one	CD	one
way	NN	way
of	IN	of
looking	VBG	look
at	IN	at
that	WDT	that
is	VBZ	be
to	TO	to
do	VB	do
behavioral	JJ	behavioral
studies	NNS	study
whereby	WRB	whereby
we	PP	we
bring	VBP	bring
people	NNS	people
into	IN	into
the	DT	the
lab	NN	lab
and	CC	and
we	PP	we
give	VBP	give
them	PP	them
some	DT	some
kind	NN	kind
of	IN	of
behavioral	JJ	behavioral
task	NN	task
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
just	RB	just
give	VBP	give
you	PP	you
another	DT	another
example	NN	example
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
task	NN	task
that	IN	that
we	PP	we
use	VBP	use
in	IN	in
my	PP$	my
lab	NN	lab
.	SENT	.
So	RB	so
imagine	VB	imagine
that	IN	that
you	PP	you
'	''	'
re	IN	re
the	DT	the
participant	NN	participant
in	IN	in
one	CD	one
of	IN	of
our	PP$	our
experiments	NNS	experiment
.	SENT	.
You	PP	you
come	VBP	come
into	IN	into
the	DT	the
lab	NN	lab
,	,	,
you	PP	you
see	VBP	see
this	DT	this
computerized	JJ	computerized
task	NN	task
.	SENT	.
In	IN	in
this	DT	this
task	NN	task
,	,	,
you	PP	you
see	VBP	see
a	DT	a
set	NN	set
of	IN	of
shelves	NNS	shelf
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
are	VBP	be
objects	NNS	object
on	IN	on
these	DT	these
shelves	NNS	shelf
,	,	,
on	IN	on
some	DT	some
of	IN	of
them	PP	them
,	,	,
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
notice	VBP	notice
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
guy	NN	guy
standing	NN	standing
behind	IN	behind
the	DT	the
set	NN	set
of	IN	of
shelves	NNS	shelf
,	,	,
and	CC	and
there	EX	there
are	VBP	be
some	DT	some
objects	NNS	object
that	IN	that
he	PP	he
can	MD	can
'	''	'
t	NN	t
see	VB	see
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
occluded	VBD	occlude
,	,	,
from	IN	from
his	PP$	his
point	NN	point
of	IN	of
view	NN	view
,	,	,
with	IN	with
a	DT	a
kind	NN	kind
of	IN	of
gray	JJ	gray
piece	NN	piece
of	IN	of
wood	NN	wood
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
same	JJ	same
set	NN	set
of	IN	of
shelves	NNS	shelf
from	IN	from
his	PP$	his
point	NN	point
of	IN	of
view	NN	view
.	SENT	.
Notice	VB	notice
that	IN	that
there	EX	there
are	VBP	be
only	RB	only
some	DT	some
objects	NNS	object
that	IN	that
he	PP	he
can	MD	can
see	VB	see
,	,	,
whereas	IN	whereas
there	EX	there
are	VBP	be
many	JJ	many
more	JJR	more
objects	NNS	object
that	IN	that
you	PP	you
can	MD	can
see	VB	see
.	SENT	.
Now	RB	now
your	PP$	your
task	NN	task
is	VBZ	be
to	TO	to
move	VB	move
objects	NNS	object
around	RB	around
.	SENT	.
The	DT	the
director	NN	director
,	,	,
standing	VBG	stand
behind	IN	behind
the	DT	the
set	NN	set
of	IN	of
shelves	NNS	shelf
,	,	,
is	VBZ	be
going	VBG	go
to	TO	to
direct	VB	direct
you	PP	you
to	TO	to
move	VB	move
objects	NNS	object
around	RP	around
,	,	,
but	CC	but
remember	VB	remember
,	,	,
he	PP	he
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
ask	VB	ask
you	PP	you
to	TO	to
move	VB	move
objects	NNS	object
that	IN	that
he	PP	he
can	MD	can
'	''	'
t	NN	t
see	VB	see
.	SENT	.
This	DT	this
introduces	VBZ	introduce
a	DT	a
really	RB	really
interesting	JJ	interesting
condition	NN	condition
whereby	WRB	whereby
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
kind	NN	kind
of	IN	of
conflict	NN	conflict
between	IN	between
your	PP$	your
perspective	NN	perspective
and	CC	and
the	DT	the
director	NN	director
'	POS	'
s	NN	S
perspective	NN	perspective
.	SENT	.
So	RB	so
imagine	VB	imagine
he	PP	he
tells	VBZ	tell
you	PP	you
to	TO	to
move	VB	move
the	DT	the
top	JJ	top
truck	NN	truck
left	VBD	leave
.	SENT	.
There	EX	there
are	VBP	be
three	CD	three
trucks	NNS	truck
there	RB	there
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
instinctively	RB	instinctively
go	VB	go
for	IN	for
the	DT	the
white	JJ	white
truck	NN	truck
,	,	,
because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
top	JJ	top
truck	NN	truck
from	IN	from
your	PP$	your
perspective	NN	perspective
,	,	,
but	CC	but
then	RB	then
you	PP	you
have	VBP	have
to	TO	to
remember	VB	remember
,	,	,
"	``	"
Oh	UH	oh
,	,	,
he	PP	he
can	MD	can
'	''	'
t	NN	t
see	VB	see
that	DT	that
truck	NN	truck
,	,	,
so	RB	so
he	PP	he
must	MD	must
mean	VB	mean
me	PP	me
to	TO	to
move	VB	move
the	DT	the
blue	JJ	blue
truck	NN	truck
,	,	,
"	''	"
which	WDT	which
is	VBZ	be
the	DT	the
top	JJ	top
truck	NN	truck
from	IN	from
his	PP$	his
perspective	NN	perspective
.	SENT	.
Now	RB	now
believe	VB	believe
it	PP	it
or	CC	or
not	RB	not
,	,	,
normal	JJ	normal
,	,	,
healthy	JJ	healthy
,	,	,
intelligent	JJ	intelligent
adults	NNS	adult
like	IN	like
you	PP	you
make	VBP	make
errors	NNS	error
about	IN	about
50	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
time	NN	time
on	IN	on
that	DT	that
kind	NN	kind
of	IN	of
trial	NN	trial
.	SENT	.
They	PP	they
move	VBP	move
the	DT	the
white	JJ	white
truck	NN	truck
instead	RB	instead
of	IN	of
the	DT	the
blue	JJ	blue
truck	NN	truck
.	SENT	.
So	RB	so
we	PP	we
give	VBP	give
this	DT	this
kind	NN	kind
of	IN	of
task	NN	task
to	TO	to
adolescents	NNS	adolescent
and	CC	and
adults	NNS	adult
,	,	,
and	CC	and
we	PP	we
also	RB	also
have	VBP	have
a	DT	a
control	NN	control
condition	NN	condition
where	WRB	where
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
director	NN	director
and	CC	and
instead	RB	instead
we	PP	we
give	VBP	give
people	NNS	people
a	DT	a
rule	NN	rule
.	SENT	.
We	PP	we
tell	VBP	tell
them	PP	them
,	,	,
okay	RB	okay
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
exactly	RB	exactly
the	DT	the
