So	RB	so
And	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
saw	VBD	see
.	SENT	.
Now	RB	now
,	,	,
when	WRB	when
I	PP	I
first	RB	first
saw	VBD	see
this	DT	this
,	,	,
it	PP	it
blew	VBD	blow
me	PP	me
away	RP	away
.	SENT	.
Up	RB	up
here	RB	here
—	:	-
this	DT	this
is	VBZ	be
the	DT	the
back	NN	back
of	IN	of
the	DT	the
ground	NN	ground
beetle	NN	beetle
.	SENT	.
When	WRB	when
I	PP	I
first	RB	first
saw	VBD	see
it	PP	it
,	,	,
it	PP	it
reminded	VBD	remind
me	PP	me
of	IN	of
a	DT	a
galaxy	NN	galaxy
.	SENT	.
And	CC	and
all	PDT	all
the	DT	the
time	NN	time
,	,	,
this	DT	this
had	VBD	have
just	RB	just
been	VBN	be
outside	IN	outside
our	PP$	our
window	NN	window
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
was	VBD	be
looking	VBG	look
for	IN	for
this	DT	this
extraordinary	JJ	extraordinary
subject	NN	subject
,	,	,
and	CC	and
it	PP	it
took	VBD	take
Seb	NP	Seb
'	POS	'
s	NN	S
eyes	NNS	eye
and	CC	and
curiosity	NN	curiosity
to	TO	to
bring	VB	bring
it	PP	it
in	IN	in
to	TO	to
me	PP	me
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
photograph	VB	photograph
it	PP	it
for	IN	for
him	PP	him
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
I	PP	I
produced	VBD	produce
.	SENT	.
I	PP	I
basically	RB	basically
asked	VBD	ask
myself	PP	myself
two	CD	two
simple	JJ	simple
questions	NNS	question
.	SENT	.
The	DT	the
first	JJ	first
one	CD	one
:	:	:
Could	MD	could
I	PP	I
take	VB	take
all	PDT	all
my	PP$	my
knowledge	NN	knowledge
and	CC	and
skill	NN	skill
of	IN	of
photographic	JJ	photographic
lighting	NN	lighting
and	CC	and
take	VB	take
that	IN	that
onto	IN	onto
a	DT	a
subject	NN	subject
that	RB	that
'	POS	'
s	NN	S
five	CD	five
millimeters	NNS	millimeter
long	RB	long
?	SENT	?
But	CC	but
also	RB	also
:	:	:
Could	MD	could
I	PP	I
keep	VB	keep
creative	JJ	creative
control	NN	control
over	IN	over
that	DT	that
lighting	NN	lighting
on	IN	on
a	DT	a
subject	NN	subject
that	DT	that
size	NN	size
?	SENT	?
So	RB	so
I	PP	I
practiced	VBD	practice
on	IN	on
some	DT	some
other	JJ	other
found	VBN	find
specimens	NNS	specimen
,	,	,
and	CC	and
I	PP	I
approached	VBD	approach
the	DT	the
Oxford	NP	Oxford
University	NP	University
Museum	NP	Museum
of	IN	of
Natural	NP	Natural
History	NN	history
to	TO	to
see	VB	see
if	IN	if
I	PP	I
could	MD	could
have	VB	have
access	NN	access
to	TO	to
their	PP$	their
collection	NN	collection
,	,	,
to	TO	to
progress	VB	progress
the	DT	the
project	NN	project
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
up	RP	up
there	RB	there
for	IN	for
a	DT	a
meeting	NN	meeting
,	,	,
and	CC	and
I	PP	I
showed	VBD	show
them	PP	them
some	DT	some
of	IN	of
the	DT	the
images	NNS	image
that	IN	that
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
shooting	VBG	shoot
,	,	,
and	CC	and
they	PP	they
could	MD	could
see	VB	see
the	DT	the
kind	NN	kind
of	IN	of
detail	NN	detail
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
get	VB	get
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
they	PP	they
'	''	'
d	SYM	d
ever	RB	ever
really	RB	really
seen	VBN	see
anything	NN	anything
quite	RB	quite
like	IN	like
it	PP	it
before	IN	before
,	,	,
and	CC	and
from	IN	from
that	DT	that
point	NN	point
forward	RB	forward
,	,	,
they	PP	they
gave	VBD	give
me	PP	me
open	JJ	open
access	NN	access
to	TO	to
their	PP$	their
entire	JJ	entire
collection	NN	collection
and	CC	and
the	DT	the
assistance	NN	assistance
of	IN	of
Dr	NP	Dr
.	SENT	.
James	NP	James
Hogan	NP	Hogan
,	,	,
their	PP$	their
entomologist	NN	entomologist
.	SENT	.
Now	RB	now
,	,	,
over	IN	over
the	DT	the
next	JJ	next
two-and-a-half	JJ	two-and-a-half
years	NNS	year
,	,	,
I	PP	I
shot	VBD	shoot
37	CD	@card@
insects	NNS	insect
from	IN	from
their	PP$	their
collection	NN	collection
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
I	PP	I
work	VBP	work
is	VBZ	be
that	IN	that
I	PP	I
essentially	RB	essentially
split	VBD	split
the	DT	the
insect	NN	insect
up	RB	up
into	IN	into
multiple	JJ	multiple
sections	NNS	section
,	,	,
and	CC	and
I	PP	I
treat	VBP	treat
each	DT	each
one	CD	one
of	IN	of
those	DT	those
sections	NNS	section
like	IN	like
a	DT	a
small	JJ	small
still	JJ	still
life	NN	life
.	SENT	.
So	RB	so
for	IN	for
example	NN	example
,	,	,
if	IN	if
I	PP	I
was	VBD	be
photographing	VBG	photograph
the	DT	the
eye	NN	eye
of	IN	of
the	DT	the
insect	NN	insect
,	,	,
which	WDT	which
is	VBZ	be
normally	RB	normally
quite	RB	quite
smooth	JJ	smooth
and	CC	and
dome-shaped	JJ	dome-shaped
,	,	,
then	RB	then
I	NP	I
'	POS	'
d	NN	d
use	NN	use
a	DT	a
light	JJ	light
source	NN	source
that	WDT	that
is	VBZ	be
large	JJ	large
and	CC	and
soft	JJ	soft
and	CC	and
diffuse	JJ	diffuse
,	,	,
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
get	VB	get
any	DT	any
harsh	JJ	harsh
hot	JJ	hot
spots	NNS	spot
on	IN	on
that	DT	that
surface	NN	surface
.	SENT	.
But	CC	but
once	IN	once
my	PP$	my
attention	NN	attention
turns	VBZ	turn
over	RP	over
to	TO	to
a	DT	a
hairy	JJ	hairy
leg	NN	leg
,	,	,
that	DT	that
lighting	NN	lighting
setup	NN	setup
will	MD	will
change	VB	change
completely	RB	completely
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
make	VBP	make
that	IN	that
one	CD	one
tiny	JJ	tiny
section	NN	section
look	NN	look
as	IN	as
beautiful	JJ	beautiful
as	IN	as
I	PP	I
possibly	RB	possibly
can	MD	can
,	,	,
and	CC	and
I	PP	I
work	VBP	work
my	PP$	my
way	NN	way
across	IN	across
the	DT	the
insect	NN	insect
until	IN	until
I	PP	I
have	VBP	have
about	RB	about
20	CD	@card@
or	CC	or
25	CD	@card@
different	JJ	different
sections	NNS	section
.	SENT	.
The	DT	the
issue	NN	issue
with	IN	with
photography	NN	photography
at	IN	at
high	JJ	high
magnification	NN	magnification
is	VBZ	be
that	IN	that
there	EX	there
is	VBZ	be
inherently	RB	inherently
a	DT	a
very	RB	very
shallow	JJ	shallow
depth	NN	depth
of	IN	of
field	NN	field
.	SENT	.
So	RB	so
to	TO	to
get	VB	get
around	RP	around
that	IN	that
,	,	,
what	WP	what
I	PP	I
do	VBP	do
is	VBZ	be
,	,	,
I	PP	I
put	VBD	put
my	PP$	my
camera	NN	camera
on	IN	on
a	DT	a
rail	NN	rail
that	IN	that
I	PP	I
can	MD	can
automate	VB	automate
to	TO	to
move	VB	move
10	CD	@card@
microns	NNS	micron
in	IN	in
between	IN	between
each	DT	each
shot	NN	shot
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
about	IN	about
one-seventh	NN	one-seventh
the	DT	the
width	NN	width
of	IN	of
a	DT	a
human	JJ	human
hair	NN	hair
.	SENT	.
And	CC	and
then	RB	then
that	WDT	that
provides	VBZ	provide
me	PP	me
with	IN	with
a	DT	a
deep	JJ	deep
stack	NN	stack
of	IN	of
images	NNS	image
.	SENT	.
Each	DT	each
has	VBZ	have
a	DT	a
tiny	JJ	tiny
sliver	NN	sliver
of	IN	of
focus	VB	focus
all	PDT	all
the	DT	the
way	NN	way
through	RB	through
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
squash	VB	squash
that	IN	that
down	RB	down
to	TO	to
produce	VB	produce
one	CD	one
image	NN	image
that	WDT	that
is	VBZ	be
fully	RB	fully
focused	VBN	focus
from	IN	from
front	NN	front
to	TO	to
back	VB	back
.	SENT	.
So	RB	so
essentially	RB	essentially
,	,	,
that	WDT	that
gives	VBZ	give
me	PP	me
25	CD	@card@
sections	NNS	section
that	WDT	that
are	VBP	be
fully	RB	fully
focused	VBN	focus
and	CC	and
beautifully	RB	beautifully
lit	VBN	light
.	SENT	.
Now	RB	now
,	,	,
each	DT	each
one	CD	one
of	IN	of
my	PP$	my
images	NNS	image
is	VBZ	be
made	VBN	make
up	RP	up
of	IN	of
anywhere	RB	anywhere
between	IN	between
8-	CD	@card@
and	CC	and
10	CD	@card@
,	,	,
000	CD	@card@
separate	JJ	separate
shots	NNS	shot
.	SENT	.
They	PP	they
take	VBP	take
about	IN	about
three-and-a-half	NN	three-and-a-half
weeks	NNS	week
to	TO	to
create	VB	create
,	,	,
and	CC	and
the	DT	the
file	NN	file
sizes	NNS	size
on	IN	on
average	NN	average
are	VBP	be
about	RB	about
four	CD	four
gigabytes	NNS	gigabyte
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
ve	NN	ve
got	VBD	get
plenty	NN	plenty
of	IN	of
information	NN	information
to	TO	to
play	VB	play
with	IN	with
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
printing	NN	printing
.	SENT	.
And	CC	and
the	DT	the
prints	NNS	print
at	IN	at
the	DT	the
exhibition	NN	exhibition
are	VBP	be
around	IN	around
the	DT	the
three-meter	NN	three-meter
mark	NN	mark
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
had	VBD	have
a	DT	a
show	NN	show
in	IN	in
Milan	NP	Milan
two	CD	two
weeks	NNS	week
ago	RB	ago
,	,	,
and	CC	and
we	PP	we
had	VBD	have
some	DT	some
prints	NNS	print
there	RB	there
that	WDT	that
were	VBD	be
nine	CD	nine
meters	NNS	meter
long	RB	long
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
realize	VBP	realize
that	IN	that
these	DT	these
images	NNS	image
still	RB	still
have	VB	have
to	TO	to
work	VB	work
in	IN	in
the	DT	the
digital	JJ	digital
world	NN	world
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
point	NN	point
in	IN	in
me	PP	me
putting	VBG	put
all	PDT	all
my	PP$	my
blood	NN	blood
,	,	,
sweat	NN	sweat
and	CC	and
tears	NNS	tear
into	IN	into
these	DT	these
pictures	NNS	picture
if	IN	if
they	PP	they
'	POS	'
re	NN	re
only	RB	only
going	VBG	go
to	TO	to
be	VB	be
showing	VBG	show
500	CD	@card@
pixels	NNS	pixel
on	IN	on
a	DT	a
screen	NN	screen
.	SENT	.
So	RB	so
with	IN	with
the	DT	the
help	NN	help
of	IN	of
Rob	NP	Rob
Chandler	NP	Chandler
and	CC	and
Will	NP	Will
Cookson	NP	Cookson
,	,	,
we	PP	we
developed	VBD	develop
a	DT	a
website	NN	website
that	WDT	that
enables	VBZ	enable
the	DT	the
viewer	NN	viewer
to	TO	to
immerse	VB	immerse
themselves	PP	themselves
into	IN	into
the	DT	the
full	JJ	full
four-gigabyte	NN	<unknown>
files	NNS	file
,	,	,
and	CC	and
they	PP	they
can	MD	can
explore	VB	explore
all	PDT	all
that	DT	that
microscopic	JJ	microscopic
detail	NN	detail
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
have	VBP	have
the	DT	the
time	NN	time
,	,	,
and	CC	and
I	PP	I
encourage	VBP	encourage
you	PP	you
,	,	,
please	VB	please
visit	NN	visit
microsculpture	NN	microsculpture
.	SENT	.
net	JJ	net
and	CC	and
go	VB	go
and	CC	and
have	VBP	have
a	DT	a
play	NN	play
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
good	JJ	good
fun	NN	fun
.	SENT	.
I	PP	I
first	RB	first
showed	VBD	show
the	DT	the
work	NN	work
at	IN	at
Oxford	NP	Oxford
,	,	,
and	CC	and
since	IN	since
then	RB	then
,	,	,
it	PP	it
'	POS	'
s	NN	S
moved	VBD	move
on	IN	on
to	TO	to
the	DT	the
Middle	NP	Middle
East	NP	East
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
now	RB	now
back	RB	back
in	IN	in
Europe	NP	Europe
and	CC	and
goes	VBZ	go
to	TO	to
Copenhagen	NP	Copenhagen
this	DT	this
month	NN	month
.	SENT	.
And	CC	and
the	DT	the
feedback	NN	feedback
has	VBZ	have
been	VBN	be
great	JJ	great
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
get	VBP	get
emails	NNS	email
,	,	,
actually	RB	actually
,	,	,
from	IN	from
all	DT	all
over	IN	over
the	DT	the
world	NN	world
—	:	-
from	IN	from
teachers	NNS	teacher
,	,	,
at	IN	at
the	DT	the
moment	NN	moment
,	,	,
who	WP	who
are	VBP	be
using	VBG	use
the	DT	the
website	NN	website
in	IN	in
school	NN	school
.	SENT	.
The	DT	the
kids	NNS	kid
are	VBP	be
using	VBG	use
them	PP	them
on	IN	on
the	DT	the
tablet	NN	tablet
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
zooming	VBG	zoom
into	IN	into
the	DT	the
pictures	NNS	picture
and	CC	and
using	VBG	use
it	PP	it
for	IN	for
art	NN	art
class	NN	class
,	,	,
biology	NN	biology
class	NN	class
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
something	NN	something
I	PP	I
planned	VBD	plan
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
just	RB	just
a	DT	a
beautiful	JJ	beautiful
offshoot	NN	offshoot
of	IN	of
the	DT	the
project	NN	project
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
like	VBP	like
to	TO	to
do	VB	do
at	IN	at
the	DT	the
exhibitions	NNS	exhibition
is	VBZ	be
actually	RB	actually
look	NN	look
at	IN	at
the	DT	the
kiddies	NNS	kiddy
'	POS	'
reactions	NNS	reaction
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
standing	VBG	stand
in	IN	in
front	NN	front
of	IN	of
a	DT	a
three-meter	NN	three-meter
insect	NN	insect
,	,	,
they	PP	they
could	MD	could
have	VB	have
been	VBN	be
horrified	VBN	horrify
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
.	SENT	.
They	PP	they
look	VBP	look
in	IN	in
wonder	NN	wonder
.	SENT	.
This	DT	this
little	JJ	little
chap	NN	chap
here	RB	here
,	,	,
he	PP	he
stood	VBD	stand
there	RB	there
for	IN	for
five	CD	five
minutes	NNS	minute
,	,	,
motionless	JJ	motionless
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
actually	RB	actually
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
at	IN	at
the	DT	the
exhibitions	NNS	exhibition
,	,	,
we	PP	we
have	VBP	have
to	TO	to
wipe	VB	wipe
down	RP	down
the	DT	the
lower	RBR	lower
third	JJ	third
of	IN	of
the	DT	the
big	JJ	big
prints	NNS	print
—	:	-
just	RB	just
to	TO	to
remove	VB	remove
all	PDT	all
those	DT	those
sticky	JJ	sticky
handprints	NNS	handprint
,	,	,
because	IN	because
all	DT	all
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
is	VBZ	be
touch	VB	touch
those	DT	those
big	JJ	big
bugs	NNS	bug
.	SENT	.
I	PP	I
do	VBP	do
want	VB	want
to	TO	to
leave	VB	leave
you	PP	you
with	IN	with
one	CD	one
final	JJ	final
image	NN	image
,	,	,
if	IN	if
that	DT	that
'	''	'
s	NNS	<unknown>
OK	JJ	OK
.	SENT	.
This	DT	this
has	VBZ	have
to	TO	to
do	VB	do
with	IN	with
Charles	NP	Charles
Darwin	NP	Darwin
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
recent	JJ	recent
images	NNS	image
that	IN	that
I	PP	I
photographed	VBD	photograph
was	VBD	be
this	DT	this
one	CD	one
here	RB	here
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
the	DT	the
creature	NN	creature
in	IN	in
the	DT	the
box	NN	box
,	,	,
not	RB	not
my	PP$	my
cat	NN	cat
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
shield	NN	shield
bug	NN	bug
that	IN	that
Charles	NP	Charles
Darwin	NP	Darwin
brought	VBD	bring
back	RB	back
from	IN	from
Australia	NP	Australia
on	IN	on
the	DT	the
HMS	NP	HMS
Beagle	NP	Beagle
in	IN	in
1836	CD	@card@
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
got	VBD	get
it	PP	it
home	RB	home
,	,	,
I	PP	I
stood	VBD	stand
in	IN	in
my	PP$	my
kitchen	NN	kitchen
and	CC	and
stared	VBD	stare
at	IN	at
it	PP	it
for	IN	for
about	RB	about
20	CD	@card@
minutes	NNS	minute
.	SENT	.
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
believe	VBP	believe
I	PP	I
was	VBD	be
in	IN	in
possession	NN	possession
of	IN	of
this	DT	this
beautiful	JJ	beautiful
creature	NN	creature
.	SENT	.
And	CC	and
at	IN	at
that	DT	that
moment	NN	moment
,	,	,
I	PP	I
kind	RB	kind
of	IN	of
realized	VBD	realize
that	IN	that
this	DT	this
validated	VBD	validate
the	DT	the
project	NN	project
for	IN	for
me	PP	me
.	SENT	.
The	DT	the
fact	NN	fact
that	IN	that
the	DT	the
museum	NN	museum
was	VBD	be
willing	JJ	willing
to	TO	to
risk	VB	risk
me	PP	me
playing	VBG	play
with	IN	with
this	DT	this
kind	NN	kind
of	IN	of
showed	VBD	show
me	PP	me
that	IN	that
my	PP$	my
images	NNS	image
had	VBD	have
worth	JJ	worth
—	:	-
you	PP	you
know	VBP	know
,	,	,
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
disposable	JJ	disposable
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
image	NN	image
that	IN	that
I	PP	I
produced	VBD	produce
.	SENT	.
I	PP	I
often	RB	often
wonder	VBP	wonder
,	,	,
still	RB	still
,	,	,
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
this	DT	this
:	:	:
What	WP	what
would	MD	would
Charles	NP	Charles
Darwin	NP	Darwin
make	VBP	make
of	IN	of
these	DT	these
images	NNS	image
?	SENT	?
Do	VB	do
you	PP	you
think	VB	think
he	PP	he
'	POS	'
d	NN	d
like	IN	like
his	PP$	his
picture	NN	picture
of	IN	of
his	PP$	his
shield	NN	shield
bug	NN	bug
?	SENT	?
I	PP	I
hope	VBP	hope
so	RB	so
.	SENT	.
So	RB	so
—	:	-
You	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
strange	JJ	strange
in	IN	in
a	DT	a
way	NN	way
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
visual	JJ	visual
person	NN	person
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
creative	JJ	creative
person	NN	person
,	,	,
but	CC	but
I	PP	I
still	RB	still
needed	VBD	need
the	DT	the
eyes	NNS	eye
of	IN	of
a	DT	a
child	NN	child
to	TO	to
find	VB	find
my	PP$	my
extraordinary	JJ	extraordinary
subject	NN	subject
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
way	NN	way
it	PP	it
was	VBD	be
.	SENT	.
So	RB	so
all	RB	all
I	PP	I
can	MD	can
say	VB	say
is	VBZ	be
,	,	,
thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
,	,	,
Sebastian	NP	Sebastian
;	:	;
I	PP	I
am	VBP	be
very	RB	very
,	,	,
very	RB	very
grateful	JJ	grateful
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
