Adam	NP	Adam
little	JJ	little
moments	NNS	moment
,	,	,
those	DT	those
engagements	NNS	engagement
,	,	,
that	DT	that
explaining	VBG	explain
things	NNS	thing
,	,	,
empowering	VBG	empower
people	NNS	people
that	WDT	that
was	VBD	be
key	JJ	key
for	IN	for
me	PP	me
.	SENT	.
AG	NP	AG
:	:	:
So	RB	so
it	PP	it
almost	RB	almost
sounds	VBZ	sound
like	IN	like
there	EX	there
are	VBP	be
aspects	NNS	aspect
of	IN	of
the	DT	the
job	NN	job
that	WDT	that
are	VBP	be
better	JJR	good
than	IN	than
you	PP	you
expected	VBD	expect
.	SENT	.
JT	NP	JT
:	:	:
As	IN	as
a	DT	a
little	JJ	little
kid	NN	kid
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
either	CC	either
be	VB	be
a	DT	a
fireman	NN	fireman
or	CC	or
an	DT	an
astronaut	NN	astronaut
or	CC	or
a	DT	a
prime	JJ	prime
minister	NN	minister
like	IN	like
my	PP$	my
dad	NN	dad
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
they	PP	they
were	VBD	be
all	RB	all
unreal	JJ	unreal
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
went	VBD	go
through	IN	through
a	DT	a
long	JJ	long
stretch	NN	stretch
of	IN	of
not	RB	not
wanting	VBG	want
to	TO	to
go	VB	go
into	IN	into
politics	NNS	politics
because	IN	because
I	PP	I
knew	VBD	know
how	WRB	how
different	JJ	different
I	PP	I
was	VBD	be
from	IN	from
my	PP$	my
father	NN	father
,	,	,
and	CC	and
he	PP	he
was	VBD	be
a	DT	a
very	RB	very
successful	JJ	successful
prime	JJ	prime
minister	NN	minister
.	SENT	.
And	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
until	IN	until
later	RBR	later
that	IN	that
I	PP	I
realized	VBD	realize
that	IN	that
there	EX	there
was	VBD	be
a	DT	a
path	NN	path
through	IN	through
being	VBG	be
a	DT	a
teacher	NN	teacher
,	,	,
around	IN	around
process	NN	process
,	,	,
around	IN	around
people	NNS	people
,	,	,
around	IN	around
connection	NN	connection
with	IN	with
people	NNS	people
.	SENT	.
It	PP	it
was	VBD	be
very	RB	very
different	JJ	different
than	IN	than
my	PP$	my
father	NN	father
'	POS	'
s	NNS	<unknown>
more	RBR	more
intellectual	JJ	intellectual
approach	NN	approach
to	TO	to
politics	NNS	politics
.	SENT	.
AG	NP	AG
:	:	:
How	WRB	how
do	VBP	do
you	PP	you
deal	VB	deal
with	IN	with
the	DT	the
fact	NN	fact
that	IN	that
no	DT	no
matter	NN	matter
what	WP	what
you	PP	you
do	VBP	do
at	IN	at
work	NN	work
,	,	,
millions	NNS	million
of	IN	of
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
disapprove	VB	disapprove
of	IN	of
your	PP$	your
decisions	NNS	decision
and	CC	and
probably	RB	probably
dislike	VB	dislike
you	PP	you
as	IN	as
a	DT	a
person	NN	person
?	SENT	?
JT	NP	JT
:	:	:
First	JJ	first
of	IN	of
all	DT	all
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
line	NN	line
is	VBZ	be
,	,	,
no	DT	no
matter	NN	matter
what	WP	what
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
,	,	,
you	PP	you
know	VBP	know
,	,	,
30	CD	@card@
percent	NN	percent
like	IN	like
you	PP	you
,	,	,
30	CD	@card@
percent	NN	percent
hate	VBP	hate
you	PP	you
,	,	,
40	CD	@card@
percent	NN	percent
are	VBP	be
completely	RB	completely
indifferent	JJ	indifferent
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
you	PP	you
even	RB	even
exist	VBP	exist
,	,	,
right	RB	right
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
get	VB	get
into	IN	into
this	DT	this
job	NN	job
because	IN	because
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
popular	JJ	popular
or	CC	or
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
liked	VBN	like
,	,	,
or	CC	or
if	IN	if
you	PP	you
do	VBP	do
,	,	,
you	PP	you
'	POS	'
re	NN	re
in	IN	in
for	IN	for
a	DT	a
rude	JJ	rude
awakening	NN	awakening
because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
what	WP	what
this	DT	this
job	NN	job
is	VBZ	be
all	RB	all
about	RB	about
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
not	RB	not
what	WP	what
this	DT	this
life	NN	life
is	VBZ	be
all	RB	all
about	RB	about
.	SENT	.
This	DT	this
is	VBZ	be
about	RB	about
service	NN	service
.	SENT	.
This	DT	this
is	VBZ	be
about	RB	about
feeling	VBG	feel
you	PP	you
can	MD	can
actually	RB	actually
make	VB	make
a	DT	a
difference	NN	difference
that	WDT	that
is	VBZ	be
meaningful	JJ	meaningful
in	IN	in
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
,	,	,
in	IN	in
the	DT	the
direction	NN	direction
of	IN	of
the	DT	the
country	NN	country
,	,	,
in	IN	in
how	WRB	how
your	PP$	your
country	NN	country
has	VBZ	have
an	DT	an
impact	NN	impact
on	IN	on
the	DT	the
world	NN	world
.	SENT	.
The	DT	the
fact	NN	fact
that	IN	that
there	EX	there
are	VBP	be
people	NNS	people
who	WP	who
approve	VBP	approve
of	IN	of
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
,	,	,
there	EX	there
are	VBP	be
people	NNS	people
who	WP	who
disapprove	VBP	disapprove
of	IN	of
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
is	VBZ	be
all	DT	all
par	NN	par
for	IN	for
the	DT	the
course	NN	course
.	SENT	.
And	CC	and
if	IN	if
nobody	NN	nobody
had	VBD	have
any	DT	any
opinion	NN	opinion
on	IN	on
me	PP	me
,	,	,
positive	JJ	positive
or	CC	or
negative	JJ	negative
,	,	,
it	PP	it
would	MD	would
be	VB	be
that	IN	that
I	PP	I
wasn	NNS	<unknown>
'	POS	'
t	NN	t
doing	VBG	do
anything	NN	anything
consequential	JJ	consequential
.	SENT	.
So	RB	so
you	PP	you
do	VBP	do
need	VB	need
to	TO	to
have	VB	have
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
pushback	NN	<unknown>
if	IN	if
I	PP	I
'	POS	'
m	NN	m
,	,	,
you	PP	you
know	VBP	know
,	,	,
raising	VBG	raise
taxes	NNS	tax
on	IN	on
the	DT	the
wealthiest	JJS	wealthy
as	IN	as
I	PP	I
am	VBP	be
right	RB	right
now	RB	now
.	SENT	.
If	IN	if
they	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
pushing	VBG	push
back	RB	back
,	,	,
I	PP	I
'	POS	'
d	NN	d
say	VB	say
,	,	,
OK	UH	OK
,	,	,
maybe	RB	maybe
I	NP	I
'	POS	'
m	NN	m
not	RB	not
doing	VBG	do
it	PP	it
enough	RB	enough
.	SENT	.
But	CC	but
the	DT	the
other	JJ	other
piece	NN	piece
,	,	,
on	IN	on
a	DT	a
personal	JJ	personal
level	NN	level
,	,	,
I	PP	I
was	VBD	be
about	RB	about
seven	CD	seven
years	NNS	year
old	JJ	old
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
remember	VBP	remember
some	DT	some
kid	NN	kid
coming	VBG	come
up	RP	up
to	TO	to
me	PP	me
in	IN	in
the	DT	the
schoolyard	NN	schoolyard
and	CC	and
saying	VBG	say
,	,	,
"	``	"
My	PP$	my
parents	NNS	parent
didn	NN	<unknown>
'	POS	'
t	NN	t
vote	NN	vote
for	IN	for
your	PP$	your
dad	NN	dad
.	SENT	.
So	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
like	IN	like
you	PP	you
.	SENT	.
"	``	"
And	CC	and
I	PP	I
had	VBD	have
to	TO	to
sort	VB	sort
of	IN	of
adjust	VB	adjust
to	TO	to
the	DT	the
fact	NN	fact
that	WDT	that
that	RB	that
had	VBD	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
me	PP	me
,	,	,
who	WP	who
I	PP	I
was	VBD	be
.	SENT	.
It	PP	it
was	VBD	be
everything	NN	everything
to	TO	to
do	VB	do
with	IN	with
external	JJ	external
perceptions	NNS	perception
and	CC	and
everything	NN	everything
to	TO	to
do	VB	do
with	IN	with
them	PP	them
and	CC	and
I	PP	I
had	VBD	have
to	TO	to
learn	VB	learn
to	TO	to
put	VB	put
that	IN	that
aside	RB	aside
.	SENT	.
But	CC	but
then	RB	then
a	DT	a
few	JJ	few
years	NNS	year
later	RBR	later
,	,	,
as	IN	as
I	PP	I
got	VBD	get
a	DT	a
little	RB	little
more	RBR	more
active	JJ	active
at	IN	at
going	VBG	go
with	IN	with
my	PP$	my
dad	NN	dad
to	TO	to
different	JJ	different
places	NNS	place
,	,	,
I	PP	I
'	POS	'
d	NN	d
go	VB	go
to	TO	to
these	DT	these
rallies	NNS	rally
where	WRB	where
everybody	NN	everybody
loved	VBD	love
him	PP	him
and	CC	and
therefore	RB	therefore
everybody	NN	everybody
loved	VBD	love
me	PP	me
.	SENT	.
And	CC	and
I	PP	I
also	RB	also
had	VBD	have
to	TO	to
learn	VB	learn
to	TO	to
put	VB	put
that	IN	that
aside	RB	aside
,	,	,
that	IN	that
it	PP	it
was	VBD	be
no	RB	no
realer	JJR	real
.	SENT	.
The	DT	the
people	NNS	people
who	WP	who
loved	VBD	love
me	PP	me
automatically	RB	automatically
than	IN	than
the	DT	the
people	NNS	people
who	WP	who
disliked	VBD	dislike
me	PP	me
automatically	RB	automatically
.	SENT	.
And	CC	and
getting	VBG	get
a	DT	a
really	RB	really
strong	JJ	strong
sense	NN	sense
of	IN	of
self	NN	self
and	CC	and
being	VBG	be
able	JJ	able
,	,	,
when	WRB	when
you	PP	you
get	VBP	get
criticisms	NNS	criticism
or	CC	or
congratulations	NNS	congratulation
,	,	,
to	TO	to
reach	VB	reach
below	IN	below
the	DT	the
emotions	NNS	emotion
of	IN	of
that	WDT	that
and	CC	and
say	VB	say
,	,	,
OK	UH	OK
,	,	,
well	UH	well
,	,	,
what	WP	what
is	VBZ	be
the	DT	the
nugget	NN	nugget
of	IN	of
useful	JJ	useful
criticism	NN	criticism
that	IN	that
I	PP	I
can	MD	can
actually	RB	actually
take	VB	take
constructively	RB	constructively
,	,	,
even	RB	even
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
meant	VBD	mean
that	DT	that
way	NN	way
in	IN	in
the	DT	the
slightest	JJS	slight
?	SENT	?
Did	VBD	do
I	PP	I
really	RB	really
go	VBP	go
a	DT	a
little	JJ	little
too	RB	too
far	RB	far
here	RB	here
,	,	,
or	CC	or
did	VBD	do
I	PP	I
really	RB	really
not	RB	not
take	VB	take
into	IN	into
account	NN	account
the	DT	the
concerns	NNS	concern
of	IN	of
this	DT	this
community	NN	community
there	RB	there
?	SENT	?
Well	RB	well
,	,	,
certainly	RB	certainly
reasonable	JJ	reasonable
criticism	NN	criticism
out	IN	out
there	RB	there
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	<unknown>
constructive	JJ	constructive
or	CC	or
not	RB	not
,	,	,
you	PP	you
can	MD	can
find	VB	find
that	DT	that
.	SENT	.
And	CC	and
similarly	RB	similarly
,	,	,
if	IN	if
people	NNS	people
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
you	PP	you
'	POS	'
re	NN	re
awesome	JJ	awesome
,	,	,
"	''	"
Why	WRB	why
exactly	RB	exactly
?	SENT	?
Is	VBZ	be
it	PP	it
just	RB	just
how	WRB	how
it	PP	it
makes	VBZ	make
you	PP	you
feel	VBP	feel
?	SENT	?
So	IN	so
being	VBG	be
able	JJ	able
to	TO	to
sort	VB	sort
of	IN	of
detach	VB	detach
yourself	PP	yourself
from	IN	from
people	NNS	people
'	POS	'
s	NN	S
perceptions	NNS	perception
of	IN	of
you	PP	you
is	VBZ	be
really	RB	really
,	,	,
really	RB	really
important	JJ	important
in	IN	in
a	DT	a
job	NN	job
that	WDT	that
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
requires	VBZ	require
a	DT	a
certain	JJ	certain
amount	NN	amount
of	IN	of
popularity	NN	popularity
for	IN	for
people	NNS	people
to	TO	to
vote	VB	vote
for	IN	for
you	PP	you
,	,	,
but	CC	but
you	PP	you
cannot	MD	can
allow	VB	allow
that	IN	that
to	TO	to
drive	VB	drive
you	PP	you
or	CC	or
even	RB	even
define	VB	define
you	PP	you
.	SENT	.
AG	NP	AG
:	:	:
What	WP	what
do	VBP	do
you	PP	you
say	VBP	say
to	TO	to
yourself	PP	yourself
when	WRB	when
the	DT	the
criticism	NN	criticism
feels	VBZ	feel
particularly	RB	particularly
painful	JJ	painful
?	SENT	?
Is	VBZ	be
it	PP	it
just	RB	just
,	,	,
"	``	"
Well	UH	well
,	,	,
that	WDT	that
'	''	'
s	VBG	<unknown>
my	PP$	my
avatar	NN	avatar
they	PP	they
'	POS	'
re	NN	re
reacting	VBG	react
to	TO	to
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
me	PP	me
?	SENT	?
"	''	"
JT	NP	JT
:	:	:
More	RBR	more
recently	RB	recently
,	,	,
when	WRB	when
I	PP	I
see	VBP	see
people	NNS	people
,	,	,
you	PP	you
know	VBP	know
,	,	,
really	RB	really
over	IN	over
the	DT	the
top	NN	top
in	IN	in
the	DT	the
kind	NN	kind
of	IN	of
the	DT	the
hatred	NN	hatred
and	CC	and
polarization	NN	polarization
and	CC	and
toxicity	NN	toxicity
that	WDT	that
is	VBZ	be
just	RB	just
par	JJ	par
for	IN	for
the	DT	the
course	NN	course
in	IN	in
so	RB	so
many	JJ	many
democracies	NNS	democracy
now	RB	now
,	,	,
my	PP$	my
instant	JJ	instant
pivot	NN	pivot
is	VBZ	be
,	,	,
OK	JJ	OK
so	IN	so
what	WP	what
happened	VBD	happen
in	IN	in
their	PP$	their
lives	NNS	life
to	TO	to
lead	VB	lead
them	PP	them
to	TO	to
that	DT	that
place	NN	place
?	SENT	?
I	PP	I
try	VBP	try
to	TO	to
go	VB	go
for	IN	for
a	DT	a
place	NN	place
of	IN	of
empathy	NN	empathy
,	,	,
of	IN	of
,	,	,
well	UH	well
,	,	,
what	WP	what
can	MD	can
I	PP	I
do	VB	do
,	,	,
even	RB	even
if	IN	if
they	PP	they
'	POS	'
ll	NNS	<unknown>
never	RB	never
give	VBP	give
me	PP	me
credit	NN	credit
for	IN	for
it	PP	it
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
their	PP$	their
life	NN	life
is	VBZ	be
less	RBR	less
bad	JJ	bad
?	SENT	?
And	CC	and
sometimes	RB	sometimes
I	PP	I
can	MD	can
'	''	'
t	NN	t
imagine	VB	imagine
how	WRB	how
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
But	CC	but
other	JJ	other
times	NNS	time
,	,	,
like	IN	like
I	PP	I
have	VBP	have
to	TO	to
go	VB	go
to	TO	to
a	DT	a
place	NN	place
of	IN	of
reminding	VBG	remind
myself	PP	myself
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
hard	RB	hard
because	IN	because
it	PP	it
'	POS	'
s	NN	S
in	IN	in
me	PP	me
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
the	DT	the
prime	JJ	prime
minister	NN	minister
of	IN	of
40	CD	@card@
million	CD	million
Canadians	NNS	Canadian
,	,	,
not	RB	not
just	RB	just
the	DT	the
millions	NNS	million
who	WP	who
voted	VBD	vote
for	IN	for
me	PP	me
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
for	IN	for
everyone	NN	everyone
.	SENT	.
And	CC	and
therefore	RB	therefore
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
much	JJ	much
they	PP	they
dislike	VBP	dislike
me	PP	me
,	,	,
I	PP	I
still	RB	still
have	VB	have
to	TO	to
try	VB	try
and	CC	and
think	VB	think
about	RB	about
what	WP	what
I	PP	I
can	MD	can
do	VB	do
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
them	PP	them
or	CC	or
their	PP$	their
kids	NNS	kid
or	CC	or
their	PP$	their
community	NN	community
is	VBZ	be
doing	VBG	do
better	RBR	well
.	SENT	.
And	CC	and
that	DT	that
exercise	NN	exercise
sort	NN	sort
of	IN	of
detaches	VBZ	detach
a	DT	a
little	JJ	little
bit	NN	bit
from	IN	from
what	WP	what
their	PP$	their
actual	JJ	actual
opinion	NN	opinion
is	VBZ	be
of	IN	of
me	PP	me
.	SENT	.
It	PP	it
gets	VBZ	get
harder	RBR	harder
when	WRB	when
it	PP	it
goes	VBZ	go
to	TO	to
my	PP$	my
family	NN	family
or	CC	or
some	DT	some
of	IN	of
my	PP$	my
team	NN	team
members	NNS	member
,	,	,
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
not	RB	not
as	RB	as
able	JJ	able
to	TO	to
detach	VB	detach
it	PP	it
,	,	,
because	IN	because
that	WDT	that
'	POS	'
s	NN	S
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
'	POS	'
re	NN	re
coming	VBG	come
after	IN	after
my	PP$	my
people	NNS	people
.	SENT	.
Come	VB	come
after	IN	after
me	PP	me
all	RB	all
you	PP	you
'	POS	'
re	NN	re
like	IN	like
,	,	,
I	PP	I
put	VBD	put
my	PP$	my
name	NN	name
on	IN	on
a	DT	a
sign	NN	sign
,	,	,
I	PP	I
'	POS	'
m	NN	m
standing	NN	standing
here	RB	here
for	IN	for
election	NN	election
,	,	,
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
welcoming	VBG	welcome
it	PP	it
.	SENT	.
But	CC	but
for	IN	for
others	NNS	other
,	,	,
it	PP	it
makes	VBZ	make
it	PP	it
harder	RBR	harder
.	SENT	.
AG	NP	AG
:	:	:
Now	RB	now
I	NP	I
'	POS	'
m	NN	m
curious	JJ	curious
about	IN	about
just	RB	just
the	DT	the
confidence	NN	confidence
it	PP	it
takes	VBZ	take
to	TO	to
want	VB	want
to	TO	to
do	VB	do
this	DT	this
job	NN	job
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
It	PP	it
used	VBD	use
to	TO	to
seem	VB	seem
to	TO	to
me	PP	me
to	TO	to
be	VB	be
something	NN	something
that	WDT	that
required	VBD	require
an	DT	an
unusual	JJ	unusual
level	NN	level
of	IN	of
ambition	NN	ambition
,	,	,
maybe	RB	maybe
even	RB	even
arrogance	NN	arrogance
or	CC	or
narcissism	NN	narcissism
,	,	,
some	DT	some
would	MD	would
say	VB	say
.	SENT	.
And	CC	and
then	RB	then
over	IN	over
time	NN	time
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
started	VBD	start
to	TO	to
see	VB	see
you	PP	you
just	RB	just
have	VB	have
to	TO	to
think	VB	think
that	IN	that
you	PP	you
could	MD	could
do	VB	do
this	DT	this
job	NN	job
better	RBR	well
than	IN	than
the	DT	the
other	JJ	other
viable	JJ	viable
candidates	NNS	candidate
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
think	VB	think
that	IN	that
you	PP	you
'	POS	'
re	NN	re
capable	JJ	capable
of	IN	of
doing	VBG	do
a	DT	a
perfect	JJ	perfect
job	NN	job
running	VBG	run
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
powerful	JJ	powerful
countries	NNS	country
on	IN	on
earth	NN	earth
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
think	VBP	think
about	IN	about
that	DT	that
tightrope	NN	tightrope
?	SENT	?
JT	NP	JT
:	:	:
I	PP	I
guess	VBP	guess
it	PP	it
'	''	'
s	NNS	<unknown>
not	RB	not
something	NN	something
I	PP	I
think	VBP	think
about	RB	about
too	RB	too
much	RB	much
now	RB	now
,	,	,
because	IN	because
I	PP	I
spent	VBD	spend
so	RB	so
much	JJ	much
time	NN	time
thinking	VBG	think
about	IN	about
it	PP	it
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
I	PP	I
only	RB	only
saw	VBD	see
myself	PP	myself
getting	VBG	get
into	IN	into
politics	NNS	politics
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
I	PP	I
was	VBD	be
younger	JJR	young
,	,	,
I	PP	I
thought	VBD	think
,	,	,
OK	UH	OK
,	,	,
maybe	RB	maybe
I	PP	I
do	VBP	do
politics	NNS	politics
one	CD	one
day	NN	day
,	,	,
but	CC	but
it	PP	it
'	POS	'
d	NN	d
be	VB	be
much	RB	much
later	RBR	later
,	,	,
once	IN	once
I	PP	I
'	POS	'
ve	NN	ve
gotten	VBN	get
out	RP	out
from	IN	from
under	IN	under
the	DT	the
weight	NN	weight
of	IN	of
my	PP$	my
last	JJ	last
name	NN	name
and	CC	and
historical	JJ	historical
expectations	NNS	expectation
.	SENT	.
And	CC	and
,	,	,
you	PP	you
