Welcome	JJ	welcome
US	NP	US
to	TO	to
Nigeria	NP	Nigeria
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
quit	VBD	quit
my	PP$	my
job	NN	job
in	IN	in
corporate	JJ	corporate
America	NP	America
and	CC	and
decided	VBD	decide
to	TO	to
take	VB	take
this	DT	this
big	JJ	big
leap	NN	leap
of	IN	of
faith	NN	faith
,	,	,
a	DT	a
leap	NN	leap
of	IN	of
faith	NN	faith
that	WDT	that
came	VBD	come
out	RP	out
of	IN	of
a	DT	a
deep	JJ	deep
sense	NN	sense
of	IN	of
conviction	NN	conviction
that	IN	that
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
to	TO	to
do	VB	do
in	IN	in
Nigeria	NP	Nigeria
in	IN	in
the	DT	the
area	NN	area
of	IN	of
sustainable	JJ	sustainable
development	NN	development
.	SENT	.
And	CC	and
so	RB	so
here	RB	here
I	PP	I
was	VBD	be
in	IN	in
the	DT	the
year	NN	year
2009	CD	@card@
,	,	,
actually	RB	actually
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
2009	CD	@card@
,	,	,
in	IN	in
Lagos	NP	Lagos
on	IN	on
the	DT	the
Third	JJ	third
Mainland	JJ	Mainland
Bridge	NN	bridge
.	SENT	.
And	CC	and
I	PP	I
looked	VBD	look
to	TO	to
my	PP$	my
left	NN	left
and	CC	and
saw	VBD	see
this	DT	this
very	RB	very
arresting	JJ	arresting
image	NN	image
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
image	NN	image
of	IN	of
fishing	NN	fishing
boats	NNS	boat
that	WDT	that
had	VBD	have
been	VBN	be
hemmed	VBN	hem
in	IN	in
by	IN	by
dense	JJ	dense
mats	NNS	mat
of	IN	of
water	NN	water
hyacinth	NN	hyacinth
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
really	RB	really
pained	JJ	pained
by	IN	by
what	WP	what
I	PP	I
saw	VBD	see
because	IN	because
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
"	''	"
These	DT	these
poor	JJ	poor
fisherfolk	NN	<unknown>
,	,	,
how	WRB	how
are	VBP	be
they	PP	they
going	VBG	go
to	TO	to
go	VB	go
about	IN	about
their	PP$	their
daily	JJ	daily
activities	NNS	activity
with	IN	with
these	DT	these
restrictions	NNS	restriction
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
thought	VBD	think
,	,	,
"	``	"
There	EX	there
'	''	'
s	NNS	<unknown>
got	VBD	get
to	TO	to
be	VB	be
a	DT	a
better	JJR	good
way	NN	way
.	SENT	.
"	''	"
A	DT	a
win-win	NN	win-win
solution	NN	solution
whereby	WRB	whereby
the	DT	the
environment	NN	environment
is	VBZ	be
taken	VBN	take
care	NN	care
of	IN	of
by	IN	by
the	DT	the
weeds	NNS	weed
being	VBG	be
cleared	VBN	clear
out	RP	out
of	IN	of
the	DT	the
way	NN	way
and	CC	and
then	RB	then
this	DT	this
being	NN	being
turned	VBN	turn
into	IN	into
an	DT	an
economic	JJ	economic
benefit	NN	benefit
for	IN	for
the	DT	the
communities	NNS	community
whose	WP$	whose
lives	NNS	life
are	VBP	be
impacted	VBN	impact
the	DT	the
most	JJS	most
by	IN	by
the	DT	the
infestation	NN	infestation
of	IN	of
the	DT	the
weed	NN	weed
.	SENT	.
That	RB	that
,	,	,
I	PP	I
would	MD	would
say	VB	say
,	,	,
was	VBD	be
my	PP$	my
spark	NN	spark
moment	NN	moment
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
did	VBD	do
further	JJR	further
research	NN	research
to	TO	to
find	VB	find
out	RP	out
more	JJR	more
about	IN	about
the	DT	the
beneficial	JJ	beneficial
uses	NNS	use
of	IN	of
this	DT	this
weed	NN	weed
.	SENT	.
Out	RB	out
of	IN	of
the	DT	the
several	JJ	several
,	,	,
one	PP	one
struck	VBD	strike
me	PP	me
the	DT	the
most	JJS	most
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
use	NN	use
of	IN	of
the	DT	the
plant	NN	plant
for	IN	for
handicrafts	NNS	handicraft
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
,	,	,
"	``	"
What	WP	what
a	DT	a
great	JJ	great
idea	NN	idea
.	SENT	.
"	''	"
Personally	RB	personally
,	,	,
I	PP	I
love	VBP	love
handicrafts	NNS	handicraft
,	,	,
especially	RB	especially
handicrafts	NNS	handicraft
that	WDT	that
are	VBP	be
woven	VBN	weave
around	IN	around
a	DT	a
story	NN	story
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
thought	VBD	think
,	,	,
"	``	"
This	DT	this
could	MD	could
be	VB	be
easily	RB	easily
deployed	VBN	deploy
within	IN	within
the	DT	the
communities	NNS	community
without	IN	without
the	DT	the
requirement	NN	requirement
of	IN	of
technical	JJ	technical
skills	NNS	skill
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
"	''	"
Three	CD	three
simple	JJ	simple
steps	NNS	step
to	TO	to
a	DT	a
mega	JJ	mega
solution	NN	solution
.	SENT	.
"	''	"
First	JJ	first
step	NN	step
:	:	:
Get	VB	get
out	RP	out
into	IN	into
the	DT	the
waterways	NNS	waterway
and	CC	and
harvest	VBP	harvest
the	DT	the
water	NN	water
hyacinth	NN	hyacinth
.	SENT	.
That	DT	that
way	NN	way
,	,	,
you	PP	you
create	VBP	create
access	NN	access
.	SENT	.
Secondly	RB	secondly
,	,	,
you	PP	you
dry	VBP	dry
the	DT	the
water	NN	water
hyacinth	NN	hyacinth
stems	VBZ	stem
.	SENT	.
And	CC	and
thirdly	RB	thirdly
,	,	,
you	PP	you
weave	VBP	weave
the	DT	the
water	NN	water
hyacinth	NN	hyacinth
into	IN	into
products	NNS	product
.	SENT	.
The	DT	the
third	JJ	third
step	NN	step
was	VBD	be
a	DT	a
challenge	NN	challenge
.	SENT	.
See	VB	see
,	,	,
I	PP	I
'	POS	'
m	NN	m
a	DT	a
computer	NN	computer
scientist	NN	scientist
by	IN	by
background	NN	background
and	CC	and
not	RB	not
someone	NN	someone
in	IN	in
the	DT	the
creative	JJ	creative
arts	NNS	art
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
began	VBD	begin
my	PP$	my
quest	NN	quest
to	TO	to
find	VB	find
out	RP	out
how	WRB	how
I	PP	I
can	MD	can
learn	VB	learn
how	WRB	how
to	TO	to
weave	VB	weave
.	SENT	.
And	CC	and
this	DT	this
quest	NN	quest
took	VBD	take
me	PP	me
to	TO	to
a	DT	a
community	NN	community
in	IN	in
Ibadan	NP	Ibadan
,	,	,
where	WRB	where
I	PP	I
lived	VBD	live
,	,	,
called	VBD	call
Sabo	NP	Sabo
.	SENT	.
Sabo	NP	Sabo
translates	VBZ	translate
to	TO	to
"	``	"
strangers	NNS	stranger
'	POS	'
quarters	NNS	quarter
.	SENT	.
"	''	"
And	CC	and
the	DT	the
community	NN	community
is	VBZ	be
predominantly	RB	predominantly
made	VBN	make
up	RP	up
of	IN	of
people	NNS	people
from	IN	from
the	DT	the
northern	JJ	northern
part	NN	part
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
So	RB	so
I	PP	I
literally	RB	literally
took	VBD	take
my	PP$	my
dried	VBN	dry
weeds	NNS	weed
in	IN	in
hand	NN	hand
,	,	,
there	EX	there
were	VBD	be
several	JJ	several
more	RBR	more
of	IN	of
them	PP	them
,	,	,
and	CC	and
went	VBD	go
knocking	VBG	knock
from	IN	from
door	NN	door
to	TO	to
door	NN	door
to	TO	to
find	VB	find
out	RP	out
who	WP	who
could	MD	could
teach	VB	teach
me	PP	me
how	WRB	how
to	TO	to
weave	VB	weave
these	DT	these
water	NN	water
hyacinth	NN	hyacinth
stems	VBZ	stem
into	IN	into
ropes	NNS	rope
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
directed	VBN	direct
to	TO	to
the	DT	the
shed	NN	shed
of	IN	of
Malam	NP	Malam
Yahaya	NP	<unknown>
.	SENT	.
The	DT	the
problem	NN	problem
,	,	,
though	RB	though
,	,	,
is	VBZ	be
that	IN	that
Malam	NP	Malam
Yahaya	NP	<unknown>
doesn	NP	<unknown>
'	POS	'
t	NN	t
speak	VBP	speak
English	JJ	English
and	CC	and
neither	RB	neither
did	VBD	do
I	PP	I
speak	VBP	speak
Hausa	NP	<unknown>
.	SENT	.
But	CC	but
some	DT	some
little	JJ	little
kids	NNS	kid
came	VBD	come
to	TO	to
the	DT	the
rescue	NN	rescue
and	CC	and
helped	VBD	help
translate	VB	translate
.	SENT	.
And	CC	and
that	WDT	that
began	VBD	begin
my	PP$	my
journey	NN	journey
of	IN	of
learning	VBG	learn
how	WRB	how
to	TO	to
weave	VB	weave
and	CC	and
transform	VB	transform
these	DT	these
dried	VBN	dry
water	NN	water
hyacinth	NN	hyacinth
stems	VBZ	stem
into	IN	into
long	JJ	long
ropes	NNS	rope
.	SENT	.
With	IN	with
my	PP$	my
long	JJ	long
ropes	NNS	rope
in	IN	in
hand	NN	hand
,	,	,
I	PP	I
was	VBD	be
now	RB	now
equipped	VBN	equip
to	TO	to
make	VB	make
products	NNS	product
.	SENT	.
And	CC	and
that	DT	that
was	VBD	be
the	DT	the
beginning	NN	beginning
of	IN	of
partnerships	NNS	partnership
.	SENT	.
Working	VBG	work
with	IN	with
rattan	NN	rattan
basket	NN	basket
makers	NNS	maker
to	TO	to
come	VB	come
up	RP	up
with	IN	with
products	NNS	product
.	SENT	.
So	RB	so
with	IN	with
this	DT	this
in	IN	in
hand	NN	hand
,	,	,
I	PP	I
felt	VBD	feel
confident	JJ	confident
that	IN	that
I	PP	I
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
take	VB	take
this	DT	this
knowledge	NN	knowledge
back	RB	back
into	IN	into
the	DT	the
riverine	JJ	riverine
communities	NNS	community
and	CC	and
help	VB	help
them	PP	them
to	TO	to
transform	VB	transform
their	PP$	their
adversity	NN	adversity
into	IN	into
prosperity	NN	prosperity
.	SENT	.
So	RB	so
taking	VBG	take
these	DT	these
weeds	NNS	weed
and	CC	and
actually	RB	actually
weaving	VBG	weave
them	PP	them
into	IN	into
products	NNS	product
that	WDT	that
can	MD	can
be	VB	be
sold	VBN	sell
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
pens	NNS	pen
,	,	,
we	PP	we
have	VBP	have
tableware	NN	tableware
,	,	,
we	PP	we
have	VBP	have
purses	NNS	purse
,	,	,
we	PP	we
have	VBP	have
tissue	NN	tissue
boxes	NNS	box
.	SENT	.
Thereby	RB	thereby
,	,	,
helping	VBG	help
the	DT	the
communities	NNS	community
to	TO	to
see	VB	see
water	NN	water
hyacinth	NN	hyacinth
in	IN	in
a	DT	a
different	JJ	different
light	NN	light
.	SENT	.
Seeing	VBG	see
water	NN	water
hyacinth	NN	hyacinth
as	IN	as
being	VBG	be
valuable	JJ	valuable
,	,	,
being	JJ	being
aesthetic	NN	aesthetic
,	,	,
being	VBG	be
durable	JJ	durable
,	,	,
tough	JJ	tough
,	,	,
resilient	JJ	resilient
.	SENT	.
Changing	VBG	change
names	NNS	name
,	,	,
changing	VBG	change
livelihoods	NNS	livelihood
.	SENT	.
From	IN	from
Gbe	NP	Gbe
'	POS	'
borun	NN	<unknown>
,	,	,
gossip	NN	gossip
,	,	,
to	TO	to
Olusotan	NP	<unknown>
,	,	,
storyteller	NN	storyteller
.	SENT	.
And	CC	and
from	IN	from
A	DT	a
Kp	NP	<unknown>
'	POS	'
iye	NP	iye
Kp	NP	<unknown>
'	POS	'
oma	NN	oma
,	,	,
which	WDT	which
is	VBZ	be
"	``	"
killer	NN	killer
of	IN	of
mother	NN	mother
and	CC	and
child	NN	child
,	,	,
"	''	"
to	TO	to
Ya	NP	Ya
du	NP	du
j	NN	j
'	POS	'
ewn	VBN	<unknown>
w	NN	w
'	POS	'
Iye	NP	Iye
kp	NP	<unknown>
'	POS	'
Oma	NP	Oma
,	,	,
"	``	"
provider	NN	provider
of	IN	of
food	NN	food
for	IN	for
mother	NN	mother
and	CC	and
child	NN	child
.	SENT	.
"	``	"
And	CC	and
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
end	VB	end
with	IN	with
a	DT	a
quote	NN	quote
by	IN	by
Michael	NP	Michael
Margolis	NP	Margolis
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
learn	VB	learn
about	IN	about
a	DT	a
culture	NN	culture
,	,	,
listen	VBP	listen
to	TO	to
the	DT	the
stories	NNS	story
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
change	VB	change
a	DT	a
culture	NN	culture
,	,	,
change	VB	change
the	DT	the
stories	NNS	story
.	SENT	.
"	''	"
And	CC	and
so	RB	so
,	,	,
from	IN	from
Makoko	NP	<unknown>
community	NN	community
,	,	,
to	TO	to
Abobiri	NNS	<unknown>
,	,	,
to	TO	to
Ewoi	NP	<unknown>
,	,	,
to	TO	to
Kolo	NP	Kolo
,	,	,
to	TO	to
Owahwa	NP	<unknown>
,	,	,
Esaba	NP	<unknown>
,	,	,
we	PP	we
have	VBP	have
changed	VBN	change
the	DT	the
story	NN	story
.	SENT	.
Thank	VB	thank
you	PP	you
for	IN	for
listening	VBG	listen
.	SENT	.
