Two	CD	two
going	VBG	go
to	TO	to
share	VB	share
those	DT	those
mistakes	NNS	mistake
today	NN	today
in	IN	in
the	DT	the
hopes	VBZ	hope
that	IN	that
if	IN	if
there	EX	there
'	''	'
s	NN	S
anyone	NN	anyone
that	WDT	that
has	VBZ	have
an	DT	an
idea	NN	idea
and	CC	and
wants	VBZ	want
to	TO	to
build	VB	build
something	NN	something
from	IN	from
within	IN	within
,	,	,
that	IN	that
this	DT	this
can	MD	can
be	VB	be
helpful	JJ	helpful
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
lesson	NN	lesson
I	PP	I
learned	VBD	learn
was	VBD	be
to	TO	to
socialize	VB	socialize
your	PP$	your
vision	NN	vision
early	RB	early
and	CC	and
often	RB	often
.	SENT	.
I	PP	I
had	VBD	have
romanticized	VBN	romanticize
the	DT	the
idea	NN	idea
of	IN	of
a	DT	a
skunkworks-like	JJ	<unknown>
start-up	NN	start-up
within	IN	within
Intuit	VB	intuit
.	SENT	.
I	PP	I
built	VBD	build
a	DT	a
lean	JJ	lean
team	NN	team
.	SENT	.
We	PP	we
worked	VBD	work
in	IN	in
the	DT	the
shadows	NNS	shadow
.	SENT	.
Everything	NN	everything
was	VBD	be
on	IN	on
a	DT	a
need-to-know	NN	need-to-know
basis	NN	basis
.	SENT	.
The	DT	the
more	JJR	more
people	NNS	people
that	WDT	that
got	VBD	get
involved	VBN	involve
,	,	,
the	DT	the
more	JJR	more
process	NN	process
,	,	,
the	DT	the
more	JJR	more
bureaucracy	NN	bureaucracy
,	,	,
the	DT	the
more	JJR	more
opinions	NNS	opinion
,	,	,
it	PP	it
was	VBD	be
just	RB	just
going	VBG	go
to	TO	to
slow	VB	slow
us	PP	us
down	RP	down
.	SENT	.
And	CC	and
it	PP	it
worked	VBD	work
,	,	,
but	CC	but
not	RB	not
very	RB	very
long	JJ	long
.	SENT	.
The	DT	the
problem	NN	problem
was	VBD	be
,	,	,
as	IN	as
we	PP	we
started	VBD	start
to	TO	to
grow	VB	grow
and	CC	and
become	VB	become
a	DT	a
legitimate	JJ	legitimate
business	NN	business
,	,	,
I	PP	I
needed	VBD	need
the	DT	the
support	NN	support
from	IN	from
a	DT	a
lot	NN	lot
more	JJR	more
teams	NNS	team
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VB	have
it	PP	it
.	SENT	.
Some	DT	some
of	IN	of
the	DT	the
most	RBS	most
uncomfortable	JJ	uncomfortable
conversations	NNS	conversation
I	PP	I
had	VBD	have
with	IN	with
my	PP$	my
coworkers	NNS	coworker
was	VBD	be
going	VBG	go
to	TO	to
someone	NN	someone
that	IN	that
I	PP	I
knew	VBD	know
was	VBD	be
stretched	VBN	stretch
thin	JJ	thin
,	,	,
had	VBD	have
no	DT	no
idea	NN	idea
what	WP	what
I	PP	I
was	VBD	be
working	VBG	work
on	IN	on
,	,	,
and	CC	and
telling	VBG	tell
them	PP	them
that	IN	that
they	PP	they
needed	VBD	need
to	TO	to
carve	VB	carve
out	RP	out
additional	JJ	additional
time	NN	time
to	TO	to
help	VB	help
support	VB	support
it	PP	it
.	SENT	.
I	PP	I
was	VBD	be
not	RB	not
very	RB	very
popular	JJ	popular
in	IN	in
those	DT	those
moments	NNS	moment
.	SENT	.
In	IN	in
my	PP$	my
attempt	NN	attempt
to	TO	to
move	VB	move
fast	RB	fast
,	,	,
I	PP	I
made	VBD	make
us	PP	us
move	VBP	move
slow	VB	slow
because	IN	because
with	IN	with
every	DT	every
new	JJ	new
team	NN	team
that	IN	that
we	PP	we
approached	VBD	approach
,	,	,
we	PP	we
were	VBD	be
starting	VBG	start
from	IN	from
scratch	NN	scratch
and	CC	and
had	VBD	have
to	TO	to
paint	VB	paint
that	DT	that
picture	NN	picture
over	RP	over
and	CC	and
over	RP	over
again	RB	again
.	SENT	.
This	DT	this
is	VBZ	be
also	RB	also
when	WRB	when
I	PP	I
learned	VBD	learn
the	DT	the
value	NN	value
of	IN	of
a	DT	a
well-placed	VBN	well-place
happy	JJ	happy
hour	NN	hour
or	CC	or
coffee	NN	coffee
break	NN	break
.	SENT	.
So	RB	so
I	PP	I
realized	VBD	realize
it	PP	it
was	VBD	be
really	RB	really
important	JJ	important
for	IN	for
me	PP	me
to	TO	to
establish	VB	establish
a	DT	a
human	JJ	human
connection	NN	connection
and	CC	and
not	RB	not
a	DT	a
transactional	JJ	transactional
one	CD	one
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
d	NN	d
ask	VB	ask
my	PP$	my
colleagues	NNS	colleague
to	TO	to
go	VB	go
out	RP	out
and	CC	and
grab	VB	grab
a	DT	a
beer	NN	beer
or	CC	or
coffee	NN	coffee
and	CC	and
we	PP	we
would	MD	would
talk	VB	talk
.	SENT	.
And	CC	and
in	IN	in
those	DT	those
conversations	NNS	conversation
,	,	,
I	PP	I
would	MD	would
learn	VB	learn
about	IN	about
their	PP$	their
workload	NN	workload
,	,	,
their	PP$	their
resource	NN	resource
constraints	NNS	constraint
,	,	,
about	RB	about
what	WP	what
energizes	VBZ	energize
them	PP	them
and	CC	and
their	PP$	their
teams	NNS	team
.	SENT	.
It	PP	it
was	VBD	be
also	RB	also
an	DT	an
opportunity	NN	opportunity
for	IN	for
me	PP	me
to	TO	to
share	VB	share
my	PP$	my
vision	NN	vision
,	,	,
why	WRB	why
I	PP	I
was	VBD	be
excited	VBN	excite
,	,	,
and	CC	and
what	WP	what
I	PP	I
thought	VBD	think
I	PP	I
could	MD	could
do	VB	do
for	IN	for
our	PP$	our
customers	NNS	customer
and	CC	and
our	PP$	our
business	NN	business
.	SENT	.
The	DT	the
second	JJ	second
lesson	NN	lesson
that	IN	that
I	PP	I
learned	VBD	learn
,	,	,
very	RB	very
similar	JJ	similar
to	TO	to
the	DT	the
first	JJ	first
,	,	,
but	CC	but
on	IN	on
the	DT	the
flip	JJ	flip
side	NN	side
,	,	,
is	VBZ	be
this	DT	this
idea	NN	idea
of	IN	of
listening	VBG	listen
early	RB	early
and	CC	and
often	RB	often
.	SENT	.
I	NP	I
'	''	'
d	SYM	d
been	VBN	be
in	IN	in
marketing	NN	marketing
for	IN	for
almost	RB	almost
20	CD	@card@
years	NNS	year
at	IN	at
that	DT	that
point	NN	point
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
worked	VBD	work
on	IN	on
Super	NP	Super
Bowl	NP	Bowl
ads	NNS	ad
,	,	,
global	JJ	global
brand	NN	brand
campaigns	NNS	campaign
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
knew	VBD	know
everything	NN	everything
that	IN	that
there	EX	there
was	VBD	be
to	TO	to
know	VB	know
about	IN	about
marketing	NN	marketing
and	CC	and
advertising	NN	advertising
.	SENT	.
And	CC	and
because	IN	because
of	IN	of
that	DT	that
,	,	,
I	PP	I
had	VBD	have
a	DT	a
crystal-clear	NN	crystal-clear
picture	NN	picture
in	IN	in
my	PP$	my
head	NN	head
of	IN	of
how	WRB	how
I	PP	I
wanted	VBD	want
every	DT	every
piece	NN	piece
to	TO	to
work	VB	work
in	IN	in
this	DT	this
new	JJ	new
initiative	NN	initiative
.	SENT	.
When	WRB	when
someone	NN	someone
would	MD	would
say	VB	say
that	DT	that
something	NN	something
wasn	NN	<unknown>
'	POS	'
t	NN	t
possible	JJ	possible
or	CC	or
had	VBD	have
a	DT	a
difference	NN	difference
of	IN	of
opinion	NN	opinion
,	,	,
I	PP	I
immediately	RB	immediately
labeled	VBD	label
them	PP	them
as	IN	as
blockers	NNS	blocker
.	SENT	.
They	PP	they
were	VBD	be
either	RB	either
not	RB	not
understanding	VBG	understand
what	WP	what
we	PP	we
were	VBD	be
doing	VBG	do
,	,	,
they	PP	they
were	VBD	be
scared	VBN	scare
or	CC	or
simply	RB	simply
just	RB	just
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
the	DT	the
hard	JJ	hard
thing	NN	thing
.	SENT	.
The	DT	the
truth	NN	truth
was	VBD	be
,	,	,
I	PP	I
was	VBD	be
grossly	RB	grossly
overconfident	JJ	overconfident
in	IN	in
my	PP$	my
understanding	NN	understanding
of	IN	of
everything	NN	everything
.	SENT	.
I	PP	I
knew	VBD	know
very	RB	very
little	JJ	little
about	IN	about
corporate	JJ	corporate
accounting	NN	accounting
principles	NNS	principle
.	SENT	.
I	PP	I
knew	VBD	know
enough	RB	enough
to	TO	to
be	VB	be
dangerous	JJ	dangerous
about	IN	about
things	NNS	thing
like	IN	like
privacy	NN	privacy
law	NN	law
,	,	,
and	CC	and
those	DT	those
"	``	"
blockers	NNS	blocker
"	''	"
were	VBD	be
actually	RB	actually
deeply	RB	deeply
invested	VBN	invest
in	IN	in
the	DT	the
success	NN	success
and	CC	and
were	VBD	be
trying	VBG	try
to	TO	to
prevent	VB	prevent
me	PP	me
from	IN	from
making	VBG	make
the	DT	the
mistakes	NNS	mistake
that	WDT	that
would	MD	would
get	VB	get
the	DT	the
project	NN	project
killed	VBD	kill
.	SENT	.
And	CC	and
to	TO	to
be	VB	be
clear	JJ	clear
,	,	,
I	PP	I
was	VBD	be
making	VBG	make
a	DT	a
lot	NN	lot
of	IN	of
mistakes	NNS	mistake
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
only	RB	only
because	IN	because
of	IN	of
them	PP	them
that	IN	that
the	DT	the
project	NN	project
not	RB	not
only	RB	only
lived	VBN	live
on	IN	on
,	,	,
but	CC	but
thrived	VBD	thrive
.	SENT	.
Listening	NN	listening
became	VBD	become
so	RB	so
important	JJ	important
to	TO	to
the	DT	the
project	NN	project
that	IN	that
we	PP	we
implemented	VBD	implement
something	NN	something
that	IN	that
we	PP	we
called	VBD	call
dumb-question	NN	dumb-question
sessions	NNS	session
.	SENT	.
These	DT	these
were	VBD	be
a	DT	a
safe-place	NN	safe-place
,	,	,
judgment-free	JJ	<unknown>
zones	NNS	zone
where	WRB	where
myself	PP	myself
and	CC	and
others	NNS	other
could	MD	could
ask	VB	ask
questions	NNS	question
that	IN	that
maybe	RB	maybe
we	PP	we
were	VBD	be
nervous	JJ	nervous
to	TO	to
ask	VB	ask
in	IN	in
other	JJ	other
forums	NNS	forum
,	,	,
maybe	RB	maybe
because	IN	because
we	PP	we
should	MD	should
have	VB	have
known	VBN	know
the	DT	the
answer	NN	answer
to	TO	to
those	DT	those
,	,	,
maybe	RB	maybe
because	IN	because
it	PP	it
'	POS	'
s	NN	S
obvious	JJ	obvious
to	TO	to
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
organization	NN	organization
,	,	,
but	CC	but
just	RB	just
because	IN	because
of	IN	of
the	DT	the
role	NN	role
that	IN	that
we	PP	we
sit	VBP	sit
in	IN	in
,	,	,
we	PP	we
were	VBD	be
never	RB	never
exposed	VBN	expose
to	TO	to
it	PP	it
.	SENT	.
Regardless	RB	regardless
,	,	,
the	DT	the
purpose	NN	purpose
of	IN	of
it	PP	it
was	VBD	be
to	TO	to
have	VB	have
a	DT	a
shared	VBN	share
understanding	NN	understanding
of	IN	of
all	DT	all
parts	NNS	part
of	IN	of
our	PP$	our
business	NN	business
.	SENT	.
I	PP	I
remember	VBP	remember
one	CD	one
specific	JJ	specific
example	NN	example
where	WRB	where
there	EX	there
was	VBD	be
an	DT	an
acronym	NN	acronym
that	WDT	that
had	VBD	have
been	VBN	be
used	VBN	use
for	IN	for
weeks	NNS	week
,	,	,
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
it	PP	it
was	VBD	be
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
ask	VB	ask
early	RB	early
on	IN	on
.	SENT	.
So	IN	so
much	JJ	much
time	NN	time
had	VBD	have
gone	VBN	go
by	IN	by
that	IN	that
I	PP	I
felt	VBD	feel
like	IN	like
I	PP	I
was	VBD	be
trapped	VBN	trap
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
ask	VB	ask
at	IN	at
that	DT	that
point	NN	point
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
live	VB	live
with	IN	with
this	DT	this
lie	NN	lie
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
But	CC	but
it	PP	it
was	VBD	be
because	IN	because
of	IN	of
the	DT	the
dumb-question	NN	dumb-question
session	NN	session
and	CC	and
the	DT	the
judgment-free	JJ	<unknown>
zone	NN	zone
that	IN	that
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
ask	VB	ask
and	CC	and
fill	VB	fill
in	IN	in
all	PDT	all
the	DT	the
gaps	NNS	gap
.	SENT	.
And	CC	and
actually	RB	actually
,	,	,
one	PP	one
note	VBP	note
on	IN	on
that	DT	that
last	JJ	last
example	NN	example
,	,	,
I	PP	I
'	POS	'
m	NN	m
pretty	RB	pretty
sure	RB	sure
there	EX	there
was	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
judgment	NN	judgment
,	,	,
but	CC	but
I	PP	I
think	VBP	think
I	PP	I
deserved	VBD	deserve
it	PP	it
.	SENT	.
So	IN	so
the	DT	the
last	JJ	last
lesson	NN	lesson
that	IN	that
I	PP	I
learned	VBD	learn
,	,	,
and	CC	and
the	DT	the
one	CD	one
that	IN	that
I	PP	I
feel	VBP	feel
is	VBZ	be
most	RBS	most
important	JJ	important
and	CC	and
possibly	RB	possibly
counterintuitive	JJ	counterintuitive
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
stakes	NNS	stake
can	MD	can
be	VB	be
quite	RB	quite
high	JJ	high
.	SENT	.
Your	PP$	your
personal	JJ	personal
risk	NN	risk
tolerance	NN	tolerance
doesn	NN	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
.	SENT	.
If	IN	if
you	PP	you
go	VBP	go
out	RP	out
and	CC	and
start	VB	start
your	PP$	your
own	JJ	own
business	NN	business
and	CC	and
it	PP	it
fails	VBZ	fail
,	,	,
it	PP	it
is	VBZ	be
not	RB	not
a	DT	a
good	JJ	good
thing	NN	thing
.	SENT	.
It	PP	it
can	MD	can
add	VB	add
stress	NN	stress
to	TO	to
your	PP$	your
family	NN	family
,	,	,
obviously	RB	obviously
financial	JJ	financial
implications	NNS	implication
.	SENT	.
Intuit	VBP	intuit
was	VBD	be
founded	VBN	found
on	IN	on
trying	VBG	try
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
,	,	,
but	CC	but
if	IN	if
it	PP	it
does	VBZ	do
,	,	,
it	PP	it
'	POS	'
s	NN	S
relatively	RB	relatively
contained	VBN	contain
.	SENT	.
If	IN	if
I	PP	I
were	VBD	be
to	TO	to
do	VB	do
something	NN	something
that	WDT	that
compromises	VBZ	compromise
our	PP$	our
customers	NNS	customer
'	POS	'
trust	NN	trust
in	IN	in
our	PP$	our
products	NNS	product
and	CC	and
our	PP$	our
brand	NN	brand
,	,	,
or	CC	or
create	VB	create
a	DT	a
poor	JJ	poor
product	NN	product
experience	NN	experience
for	IN	for
our	PP$	our
QuickBooks	NP	<unknown>
product	NN	product
,	,	,
the	DT	the
implications	NNS	implication
can	MD	can
be	VB	be
far-reaching	JJ	far-reaching
.	SENT	.
It	PP	it
can	MD	can
impact	VB	impact
a	DT	a
lot	NN	lot
of	IN	of
small	JJ	small
businesses	NNS	business
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
shoot	NN	shoot
from	IN	from
the	DT	the
hip	NN	hip
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
to	TO	to
say	VB	say
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
work	VB	work
out	RP	out
of	IN	of
a	DT	a
sense	NN	sense
of	IN	of
fear	NN	fear
,	,	,
either	RB	either
.	SENT	.
You	PP	you
just	RB	just
have	VB	have
to	TO	to
be	VB	be
super	JJ	super
thoughtful	JJ	thoughtful
about	RB	about
how	WRB	how
every	DT	every
decision	NN	decision
you	PP	you
make	VBP	make
,	,	,
how	WRB	how
every	DT	every
action	NN	action
you	PP	you
take	VBP	take
,	,	,
could	MD	could
impact	VB	impact
the	DT	the
broader	JJR	broad
organization	NN	organization
.	SENT	.
To	TO	to
wrap	VB	wrap
up	RP	up
,	,	,
again	RB	again
,	,	,
if	IN	if
you	PP	you
are	VBP	be
someone	NN	someone
that	WDT	that
has	VBZ	have
an	DT	an
interesting	JJ	interesting
idea	NN	idea
that	IN	that
you	PP	you
feel	VBP	feel
like	IN	like
you	PP	you
want	VBP	want
to	TO	to
build	VB	build
from	IN	from
within	IN	within
,	,	,
I	PP	I
encourage	VBP	encourage
you	PP	you
,	,	,
work	NN	work
with	IN	with
the	DT	the
system	NN	system
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
lot	NN	lot
of	IN	of
horsepower	NN	horsepower
built	VBN	build
up	RP	up
in	IN	in
these	DT	these
large	JJ	large
organizations	NNS	organization
.	SENT	.
Lean	JJ	lean
on	IN	on
the	DT	the
experts	NNS	expert
,	,	,
learn	VBP	learn
from	IN	from
them	PP	them
.	SENT	.
Will	MD	will
you	PP	you
go	VB	go
a	DT	a
little	JJ	little
bit	NN	bit
slower	JJR	slow
at	IN	at
times	NNS	time
?	SENT	?
Yes	UH	yes
.	SENT	.
Will	MD	will
you	PP	you
make	VB	make
compromises	NNS	compromise
that	WDT	that
you	PP	you
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
make	VB	make
?	SENT	?
Absolutely	RB	absolutely
.	SENT	.
Will	MD	will
the	DT	the
product	NN	product
be	VB	be
better	JJR	good
for	IN	for
it	PP	it
?	SENT	?
One	CD	one
hundred	CD	hundred
percent	NN	percent
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
you	PP	you
want	VBP	want
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
it	PP	it
takes	VBZ	take
to	TO	to
be	VB	be
successful	JJ	successful
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
