Hi	UH	hi
collapsed	VBD	collapse
that	IN	that
through	IN	through
technology	NN	technology
to	TO	to
milliseconds	NNS	millisecond
,	,	,
and	CC	and
that	WDT	that
allows	VBZ	allow
us	PP	us
to	TO	to
let	VB	let
Peter	NP	Peter
to	TO	to
look	VB	look
at	IN	at
his	PP$	his
brain	NN	brain
in	IN	in
real	JJ	real
time	NN	time
as	IN	as
he	PP	he
'	POS	'
s	NN	S
inside	IN	inside
the	DT	the
scanner	NN	scanner
.	SENT	.
He	PP	he
can	MD	can
look	VB	look
at	IN	at
these	DT	these
65	CD	@card@
,	,	,
000	CD	@card@
points	NNS	point
of	IN	of
activation	NN	activation
per	IN	per
second	JJ	second
.	SENT	.
If	IN	if
he	PP	he
can	MD	can
see	VB	see
this	DT	this
pattern	NN	pattern
in	IN	in
his	PP$	his
own	JJ	own
brain	NN	brain
,	,	,
he	PP	he
can	MD	can
learn	VB	learn
how	WRB	how
to	TO	to
control	VB	control
it	PP	it
.	SENT	.
There	EX	there
have	VBP	have
been	VBN	be
three	CD	three
ways	NNS	way
to	TO	to
try	VB	try
to	TO	to
impact	VB	impact
the	DT	the
brain	NN	brain
:	:	:
the	DT	the
therapist	NN	therapist
'	POS	'
s	NN	S
couch	NN	couch
,	,	,
pills	NNS	pill
and	CC	and
the	DT	the
knife	NN	knife
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
fourth	JJ	fourth
alternative	NN	alternative
that	IN	that
you	PP	you
are	VBP	be
soon	RB	soon
going	VBG	go
to	TO	to
have	VB	have
.	SENT	.
We	PP	we
all	RB	all
know	VBP	know
that	IN	that
as	IN	as
we	PP	we
form	VBP	form
thoughts	NNS	thought
,	,	,
they	PP	they
form	VBP	form
deep	JJ	deep
channels	NNS	channel
in	IN	in
our	PP$	our
minds	NNS	mind
and	CC	and
in	IN	in
our	PP$	our
brains	NNS	brain
.	SENT	.
Chronic	JJ	chronic
pain	NN	pain
is	VBZ	be
an	DT	an
example	NN	example
.	SENT	.
If	IN	if
you	PP	you
burn	VBP	burn
yourself	PP	yourself
,	,	,
you	PP	you
pull	VBP	pull
your	PP$	your
hand	NN	hand
away	RB	away
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
'	POS	'
re	NN	re
still	RB	still
in	IN	in
pain	NN	pain
in	IN	in
six	CD	six
months	NNS	month
'	POS	'
or	CC	or
six	CD	six
years	NNS	year
'	POS	'
time	NN	time
,	,	,
it	PP	it
'	POS	'
s	NN	S
because	IN	because
these	DT	these
circuits	NNS	circuit
are	VBP	be
producing	VBG	produce
pain	NN	pain
that	RB	that
'	POS	'
s	NN	S
no	RB	no
longer	RBR	longer
helping	VBG	help
you	PP	you
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
look	VB	look
at	IN	at
the	DT	the
activation	NN	activation
in	IN	in
the	DT	the
brain	NN	brain
that	RB	that
'	POS	'
s	NN	S
producing	VBG	produce
the	DT	the
pain	NN	pain
,	,	,
we	PP	we
can	MD	can
form	VB	form
3D	JJ	3D
models	NNS	model
and	CC	and
watch	VB	watch
in	IN	in
real	JJ	real
time	NN	time
the	DT	the
brain	NN	brain
process	NN	process
information	NN	information
,	,	,
and	CC	and
then	RB	then
we	PP	we
can	MD	can
select	VB	select
the	DT	the
areas	NNS	area
that	WDT	that
produce	VBP	produce
the	DT	the
pain	NN	pain
.	SENT	.
So	RB	so
put	VB	put
your	PP$	your
arms	NNS	arm
back	RB	back
up	RB	up
and	CC	and
flex	VB	flex
your	PP$	your
bicep	NN	bicep
.	SENT	.
Now	RB	now
imagine	VB	imagine
that	IN	that
you	PP	you
will	MD	will
soon	RB	soon
be	VB	be
able	JJ	able
to	TO	to
look	VB	look
inside	IN	inside
your	PP$	your
brain	NN	brain
and	CC	and
select	JJ	select
brain	NN	brain
areas	NNS	area
to	TO	to
do	VB	do
that	DT	that
same	JJ	same
thing	NN	thing
.	SENT	.
What	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
here	RB	here
is	VBZ	be
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
selected	VBD	select
the	DT	the
pathways	NNS	pathway
in	IN	in
the	DT	the
brain	NN	brain
of	IN	of
a	DT	a
chronic	JJ	chronic
pain	NN	pain
patient	NN	patient
.	SENT	.
This	DT	this
may	MD	may
shock	VB	shock
you	PP	you
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
literally	RB	literally
reading	VBG	read
this	DT	this
person	NN	person
'	POS	'
s	JJ	<unknown>
brain	NN	brain
in	IN	in
real	JJ	real
time	NN	time
.	SENT	.
They	PP	they
'	''	'
re	IN	re
watching	VBG	watch
their	PP$	their
own	JJ	own
brain	NN	brain
activation	NN	activation
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
controlling	VBG	control
the	DT	the
pathway	NN	pathway
that	WDT	that
produces	VBZ	produce
their	PP$	their
pain	NN	pain
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
learning	VBG	learn
to	TO	to
flex	VB	flex
this	DT	this
system	NN	system
that	WDT	that
releases	VBZ	release
their	PP$	their
own	JJ	own
endogenous	JJ	endogenous
opiates	NNS	opiate
.	SENT	.
As	IN	as
they	PP	they
do	VBP	do
it	PP	it
,	,	,
in	IN	in
the	DT	the
upper	JJ	upper
left	NN	left
is	VBZ	be
a	DT	a
display	NN	display
that	RB	that
'	POS	'
s	NN	S
yoked	VBD	yoke
to	TO	to
their	PP$	their
brain	NN	brain
activation	NN	activation
of	IN	of
their	PP$	their
own	JJ	own
pain	NN	pain
being	VBG	be
controlled	VBN	control
.	SENT	.
When	WRB	when
they	PP	they
control	VBP	control
their	PP$	their
brain	NN	brain
,	,	,
they	PP	they
can	MD	can
control	VB	control
their	PP$	their
pain	NN	pain
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
investigational	JJ	investigational
technology	NN	technology
,	,	,
but	CC	but
,	,	,
in	IN	in
clinical	JJ	clinical
trials	NNS	trial
,	,	,
we	PP	we
'	POS	'
re	NN	re
seeing	VBG	see
a	DT	a
44	CD	@card@
to	TO	to
64	CD	@card@
percent	NN	percent
decrease	NN	decrease
in	IN	in
chronic	JJ	chronic
pain	NN	pain
patients	NNS	patient
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
"	``	"
The	DT	the
Matrix	NN	matrix
.	SENT	.
"	``	"
You	PP	you
can	MD	can
only	RB	only
do	VB	do
this	DT	this
to	TO	to
yourself	PP	yourself
.	SENT	.
You	PP	you
take	VBP	take
control	NN	control
.	SENT	.
I	NP	I
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
inside	IN	inside
my	PP$	my
brain	NN	brain
.	SENT	.
You	PP	you
will	MD	will
too	RB	too
,	,	,
soon	RB	soon
.	SENT	.
When	WRB	when
you	PP	you
do	VBP	do
,	,	,
what	WP	what
do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
control	VB	control
?	SENT	?
You	PP	you
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
look	VB	look
at	IN	at
all	PDT	all
the	DT	the
aspects	NNS	aspect
that	WDT	that
make	VBP	make
you	PP	you
yourself	PP	yourself
,	,	,
all	RB	all
your	PP$	your
experiences	NNS	experience
.	SENT	.
These	DT	these
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
areas	NNS	area
we	PP	we
'	POS	'
re	NN	re
working	VBG	work
on	IN	on
today	NN	today
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
have	VBP	have
time	NN	time
to	TO	to
go	VB	go
into	IN	into
in	IN	in
detail	NN	detail
.	SENT	.
But	CC	but
I	PP	I
want	VBP	want
to	TO	to
leave	VB	leave
with	IN	with
you	PP	you
the	DT	the
big	JJ	big
question	NN	question
.	SENT	.
We	PP	we
are	VBP	be
the	DT	the
first	JJ	first
generation	NN	generation
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
enter	VB	enter
into	IN	into
,	,	,
using	VBG	use
this	DT	this
technology	NN	technology
,	,	,
the	DT	the
human	JJ	human
mind	NN	mind
and	CC	and
brain	NN	brain
.	SENT	.
Where	WRB	where
will	MD	will
we	PP	we
take	VB	take
it	PP	it
?	SENT	?
