Chris	NP	Chris
so	RB	so
,	,	,
before	IN	before
that	DT	that
,	,	,
the	DT	the
reason	NN	reason
the	DT	the
Earth	NN	earth
moves	VBZ	move
around	IN	around
the	DT	the
Sun	NP	Sun
is	VBZ	be
not	RB	not
because	IN	because
the	DT	the
Sun	NP	Sun
is	VBZ	be
pulling	VBG	pull
the	DT	the
Earth	NN	earth
as	IN	as
we	PP	we
think	VBP	think
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
literally	RB	literally
changed	VBD	change
the	DT	the
shape	NN	shape
of	IN	of
space	NN	space
so	RB	so
that	IN	that
we	PP	we
just	RB	just
sort	VB	sort
of	IN	of
fall	NN	fall
around	IN	around
the	DT	the
Sun	NP	Sun
.	SENT	.
SD	NN	SD
:	:	:
Exactly	RB	exactly
,	,	,
the	DT	the
geometry	NN	geometry
of	IN	of
space-time	NN	space-time
tells	VBZ	tell
the	DT	the
Earth	NN	earth
how	WRB	how
to	TO	to
move	VB	move
around	RP	around
the	DT	the
Sun	NP	Sun
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
almost	RB	almost
seeing	VBG	see
a	DT	a
black	JJ	black
hole	NN	hole
puncture	NN	puncture
through	IN	through
space-time	NN	space-time
,	,	,
and	CC	and
when	WRB	when
it	PP	it
goes	VBZ	go
so	RB	so
deeply	RB	deeply
in	IN	in
,	,	,
then	RB	then
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
point	NN	point
at	IN	at
which	WDT	which
light	NN	light
orbits	VBZ	orbit
the	DT	the
black	JJ	black
hole	NN	hole
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
so	RB	so
that	RB	that
'	''	'
s	NNS	<unknown>
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
is	VBZ	be
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
here	RB	here
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
an	DT	an
image	NN	image
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
computer	NN	computer
simulation	NN	simulation
of	IN	of
what	WP	what
we	PP	we
always	RB	always
thought	VBD	think
,	,	,
like	IN	like
,	,	,
the	DT	the
event	NN	event
horizon	NN	horizon
around	IN	around
the	DT	the
black	JJ	black
hole	NN	hole
.	SENT	.
SD	NN	SD
:	:	:
Until	IN	until
last	JJ	last
week	NN	week
,	,	,
we	PP	we
had	VBD	have
no	DT	no
idea	NN	idea
what	WP	what
a	DT	a
black	JJ	black
hole	NN	hole
really	RB	really
looked	VBD	look
like	IN	like
.	SENT	.
The	DT	the
best	JJS	good
we	PP	we
could	MD	could
do	VB	do
were	VBD	be
simulations	NNS	simulation
like	IN	like
this	DT	this
in	IN	in
supercomputers	NNS	supercomputer
,	,	,
but	CC	but
even	RB	even
here	RB	here
you	PP	you
see	VBP	see
this	DT	this
ring	NN	ring
of	IN	of
light	NN	light
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
orbit	NN	orbit
of	IN	of
photons	NNS	photon
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
where	WRB	where
photons	NNS	photon
literally	RB	literally
move	VBP	move
around	IN	around
the	DT	the
black	JJ	black
hole	NN	hole
,	,	,
and	CC	and
around	RB	around
that	WDT	that
is	VBZ	be
this	DT	this
hot	JJ	hot
gas	NN	gas
that	RB	that
'	POS	'
s	NNS	<unknown>
drawn	VBN	draw
to	TO	to
the	DT	the
black	JJ	black
hole	NN	hole
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
hot	JJ	hot
because	IN	because
of	IN	of
friction	NN	friction
.	SENT	.
All	PDT	all
this	DT	this
gas	NN	gas
is	VBZ	be
trying	VBG	try
to	TO	to
get	VB	get
into	IN	into
a	DT	a
very	RB	very
small	JJ	small
volume	NN	volume
,	,	,
so	RB	so
it	PP	it
heats	VBZ	heat
up	RP	up
.	SENT	.
CA	MD	ca
:	:	:
A	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
you	PP	you
embarked	VBD	embark
on	IN	on
this	DT	this
mission	NN	mission
to	TO	to
try	VB	try
and	CC	and
actually	RB	actually
image	NN	image
one	CD	one
of	IN	of
these	DT	these
things	NNS	thing
.	SENT	.
And	CC	and
I	PP	I
guess	VBP	guess
you	PP	you
took	VBD	take
—	:	-
you	PP	you
focused	VBD	focus
on	IN	on
this	DT	this
galaxy	NN	galaxy
way	NN	way
out	IN	out
there	RB	there
.	SENT	.
Tell	VB	tell
us	PP	us
about	IN	about
this	DT	this
galaxy	NN	galaxy
.	SENT	.
SD	NN	SD
:	:	:
This	DT	this
is	VBZ	be
the	DT	the
galaxy	NN	galaxy
—	:	-
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
zoom	VB	zoom
into	IN	into
the	DT	the
galaxy	NN	galaxy
M87	JJ	M@card@
,	,	,
it	PP	it
'	POS	'
s	NN	S
55	CD	@card@
million	CD	million
light-years	NNS	light-year
away	RB	away
.	SENT	.
CA	MD	ca
:	:	:
Fifty-five	NP	<unknown>
million	CD	million
.	SENT	.
SD	NN	SD
:	:	:
Which	WDT	which
is	VBZ	be
a	DT	a
long	JJ	long
way	NN	way
.	SENT	.
And	CC	and
at	IN	at
its	PP$	its
heart	NN	heart
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
six-and-a-half-billion-	NN	<unknown>
solar-mass	NN	<unknown>
black	JJ	black
hole	NN	hole
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
hard	RB	hard
for	IN	for
us	PP	us
to	TO	to
really	RB	really
fathom	VB	fathom
,	,	,
right	RB	right
?	SENT	?
Six	CD	six
and	CC	and
a	DT	a
half	JJ	half
billion	NN	billion
suns	NNS	sun
compressed	VBN	compress
into	IN	into
a	DT	a
single	JJ	single
point	NN	point
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
governing	VBG	govern
some	DT	some
of	IN	of
the	DT	the
energetics	NN	energetics
of	IN	of
the	DT	the
center	NN	center
of	IN	of
this	DT	this
galaxy	NN	galaxy
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
even	RB	even
though	IN	though
that	DT	that
thing	NN	thing
is	VBZ	be
so	RB	so
huge	JJ	huge
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
so	RB	so
far	RB	far
away	RB	away
,	,	,
to	TO	to
actually	RB	actually
dream	VB	dream
of	IN	of
getting	VBG	get
an	DT	an
image	NN	image
of	IN	of
it	PP	it
,	,	,
that	WDT	that
'	POS	'
s	NN	S
incredibly	RB	incredibly
hard	RB	hard
.	SENT	.
The	DT	the
resolution	NN	resolution
would	MD	would
be	VB	be
incredible	JJ	incredible
that	IN	that
you	PP	you
need	VBP	need
.	SENT	.
SD	NN	SD
:	:	:
Black	JJ	Black
holes	NNS	hole
are	VBP	be
the	DT	the
smallest	JJS	small
objects	NNS	object
in	IN	in
the	DT	the
known	VBN	know
universe	NN	universe
.	SENT	.
But	CC	but
they	PP	they
have	VBP	have
these	DT	these
outsize	JJ	outsize
effects	NNS	effect
on	IN	on
whole	JJ	whole
galaxies	NNS	galaxy
.	SENT	.
But	CC	but
to	TO	to
see	VB	see
one	PP	one
,	,	,
you	PP	you
would	MD	would
need	VB	need
to	TO	to
build	VB	build
a	DT	a
telescope	NN	telescope
as	IN	as
large	JJ	large
as	IN	as
the	DT	the
Earth	NN	earth
,	,	,
because	IN	because
the	DT	the
black	JJ	black
hole	NN	hole
that	IN	that
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
gives	VBZ	give
off	RP	off
copious	JJ	copious
radio	NN	radio
waves	NNS	wave
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
emitting	VBG	emit
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
you	PP	you
did	VBD	do
.	SENT	.
SD	NN	SD
:	:	:
Exactly	RB	exactly
.	SENT	.
What	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
here	RB	here
is	VBZ	be
we	PP	we
used	VBD	use
telescopes	NNS	telescope
all	RB	all
around	IN	around
the	DT	the
world	NN	world
,	,	,
we	PP	we
synchronized	VBD	synchronize
them	PP	them
perfectly	RB	perfectly
with	IN	with
atomic	JJ	atomic
clocks	NNS	clock
,	,	,
so	RB	so
they	PP	they
received	VBD	receive
the	DT	the
light	JJ	light
waves	NNS	wave
from	IN	from
this	DT	this
black	JJ	black
hole	NN	hole
,	,	,
and	CC	and
then	RB	then
we	PP	we
stitched	VBD	stitch
all	DT	all
of	IN	of
that	WDT	that
data	NNS	datum
together	RB	together
to	TO	to
make	VB	make
an	DT	an
image	NN	image
.	SENT	.
CA	MD	ca
:	:	:
To	TO	to
do	VB	do
that	IN	that
the	DT	the
weather	NN	weather
had	VBD	have
to	TO	to
be	VB	be
right	JJ	right
in	IN	in
all	DT	all
of	IN	of
those	DT	those
locations	NNS	location
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
so	RB	so
you	PP	you
could	MD	could
actually	RB	actually
get	VB	get
a	DT	a
clear	JJ	clear
view	NN	view
.	SENT	.
SD	NN	SD
:	:	:
We	PP	we
had	VBD	have
to	TO	to
get	VB	get
lucky	JJ	lucky
in	IN	in
a	DT	a
lot	NN	lot
of	IN	of
different	JJ	different
ways	NNS	way
.	SENT	.
And	CC	and
sometimes	RB	sometimes
,	,	,
it	PP	it
'	POS	'
s	NN	S
better	RBR	well
to	TO	to
be	VB	be
lucky	JJ	lucky
than	IN	than
good	JJ	good
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
we	PP	we
were	VBD	be
both	CC	both
,	,	,
I	PP	I
like	VBP	like
to	TO	to
think	VB	think
.	SENT	.
But	CC	but
light	NN	light
had	VBD	have
to	TO	to
come	VB	come
from	IN	from
the	DT	the
black	JJ	black
hole	NN	hole
.	SENT	.
It	PP	it
had	VBD	have
to	TO	to
come	VB	come
through	IN	through
intergalactic	JJ	intergalactic
space	NN	space
,	,	,
through	IN	through
the	DT	the
Earth	NN	earth
'	POS	'
s	NN	S
atmosphere	NN	atmosphere
,	,	,
where	WRB	where
water	NN	water
vapor	NN	vapor
can	MD	can
absorb	VB	absorb
it	PP	it
,	,	,
and	CC	and
everything	NN	everything
worked	VBD	work
out	RP	out
perfectly	RB	perfectly
,	,	,
the	DT	the
size	NN	size
of	IN	of
the	DT	the
Earth	NN	earth
at	IN	at
that	DT	that
wavelength	NN	wavelength
of	IN	of
light	NN	light
,	,	,
one	CD	one
millimeter	NN	millimeter
wavelength	NN	wavelength
,	,	,
was	VBD	be
just	RB	just
right	JJ	right
to	TO	to
resolve	VB	resolve
that	DT	that
black	JJ	black
hole	NN	hole
,	,	,
55	CD	@card@
million	CD	million
light-years	NNS	light-year
away	RB	away
.	SENT	.
The	DT	the
universe	NN	universe
was	VBD	be
telling	VBG	tell
us	PP	us
what	WP	what
to	TO	to
do	VB	do
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
you	PP	you
started	VBD	start
capturing	VBG	capture
huge	JJ	huge
amounts	NNS	amount
of	IN	of
data	NNS	datum
.	SENT	.
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
like	IN	like
half	PDT	half
the	DT	the
data	NNS	datum
from	IN	from
just	RB	just
one	CD	one
telescope	NN	telescope
.	SENT	.
SD	NN	SD
:	:	:
Yeah	RB	yeah
,	,	,
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
members	NNS	member
of	IN	of
our	PP$	our
team	NN	team
,	,	,
Lindy	NP	Lindy
Blackburn	NP	Blackburn
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
sitting	VBG	sit
with	IN	with
half	PDT	half
the	DT	the
data	NNS	datum
recorded	VBN	record
at	IN	at
the	DT	the
Large	JJ	large
Millimeter	NN	millimeter
Telescope	NN	telescope
,	,	,
which	WDT	which
is	VBZ	be
atop	IN	atop
a	DT	a
15	CD	@card@
,	,	,
000-foot	NN	<unknown>
mountain	NN	mountain
in	IN	in
Mexico	NP	Mexico
.	SENT	.
And	CC	and
what	WP	what
he	PP	he
'	POS	'
s	JJ	<unknown>
holding	NN	holding
there	EX	there
is	VBZ	be
about	RB	about
half	PDT	half
a	DT	a
petabyte	NN	<unknown>
.	SENT	.
Which	WDT	which
,	,	,
to	TO	to
put	VB	put
it	PP	it
in	IN	in
terms	NNS	term
that	IN	that
we	PP	we
might	MD	might
understand	VB	understand
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
5	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
'	POS	'
s	NN	S
lifetime	NN	lifetime
selfie	NN	<unknown>
budget	NN	budget
.	SENT	.
CA	MD	ca
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
data	NNS	datum
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
all	RB	all
shipped	VBN	ship
,	,	,
you	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
send	VB	send
this	DT	this
over	IN	over
the	DT	the
internet	NN	Internet
.	SENT	.
All	PDT	all
this	DT	this
data	NNS	datum
was	VBD	be
shipped	VBN	ship
to	TO	to
one	CD	one
place	NN	place
and	CC	and
the	DT	the
massive	JJ	massive
computer	NN	computer
effort	NN	effort
began	VBD	begin
to	TO	to
try	VB	try
and	CC	and
analyze	VB	analyze
it	PP	it
.	SENT	.
And	CC	and
you	PP	you
didn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
know	VBP	know
what	WP	what
you	PP	you
were	VBD	be
going	VBG	go
to	TO	to
see	VB	see
coming	VBG	come
out	RP	out
of	IN	of
this	DT	this
.	SENT	.
SD	NN	SD
:	:	:
The	DT	the
way	NN	way
this	DT	this
technique	NN	technique
works	VBZ	work
that	IN	that
we	PP	we
used	VBD	use
—	:	-
imagine	VB	imagine
taking	VBG	take
an	DT	an
optical	JJ	optical
mirror	NN	mirror
and	CC	and
smashing	VBG	smash
it	PP	it
and	CC	and
putting	VBG	put
all	PDT	all
the	DT	the
shards	NNS	shard
in	IN	in
different	JJ	different
places	NNS	place
.	SENT	.
The	DT	the
way	NN	way
a	DT	a
normal	JJ	normal
mirror	NN	mirror
works	NNS	work
is	VBZ	be
the	DT	the
light	JJ	light
rays	NNS	ray
bounce	VBP	bounce
off	RP	off
the	DT	the
surface	NN	surface
,	,	,
which	WDT	which
is	VBZ	be
perfect	JJ	perfect
,	,	,
and	CC	and
they	PP	they
focus	VBP	focus
in	IN	in
a	DT	a
certain	JJ	certain
point	NN	point
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
.	SENT	.
We	PP	we
take	VBP	take
all	PDT	all
these	DT	these
recordings	NNS	recording
,	,	,
and	CC	and
with	IN	with
atomic	JJ	atomic
clock	NN	clock
precision	NN	precision
we	PP	we
align	VBP	align
them	PP	them
perfectly	RB	perfectly
,	,	,
later	RBR	later
in	IN	in
a	DT	a
supercomputer	NN	supercomputer
.	SENT	.
And	CC	and
we	PP	we
recreate	VBP	recreate
kind	NN	kind
of	IN	of
an	DT	an
Earth-sized	JJ	Earth-sized
lens	NN	lens
.	SENT	.
And	CC	and
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
do	VB	do
that	WDT	that
is	VBZ	be
to	TO	to
bring	VB	bring
the	DT	the
data	NNS	datum
back	RB	back
by	IN	by
plane	NN	plane
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
beat	VBD	beat
the	DT	the
bandwidth	NN	bandwidth
of	IN	of
a	DT	a
747	NP	747
filled	VBN	fill
with	IN	with
hard	JJ	hard
discs	NNS	disc
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
so	RB	so
,	,	,
I	PP	I
guess	VBP	guess
a	DT	a
few	JJ	few
weeks	NNS	week
or	CC	or
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
,	,	,
on	IN	on
a	DT	a
computer	NN	computer
screen	NN	screen
somewhere	RB	somewhere
,	,	,
this	DT	this
started	VBD	start
to	TO	to
come	VB	come
into	IN	into
view	NN	view
.	SENT	.
This	DT	this
moment	NN	moment
.	SENT	.
SD	NN	SD
:	:	:
Well	RB	well
,	,	,
it	PP	it
took	VBD	take
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
look	VBP	look
at	IN	at
this	DT	this
.	SENT	.
That	WDT	that
was	VBD	be
it	PP	it
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
first	JJ	first
image	NN	image
.	SENT	.
So	RB	so
tell	VB	tell
us	PP	us
what	WP	what
we	PP	we
'	POS	'
re	NN	re
really	RB	really
looking	VBG	look
at	IN	at
there	RB	there
.	SENT	.
SD	NN	SD
:	:	:
I	PP	I
still	RB	still
love	VBP	love
it	PP	it
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
is	VBZ	be
that	IN	that
last	JJ	last
orbit	NN	orbit
of	IN	of
photons	NNS	photon
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
Einstein	NP	Einstein
'	POS	'
s	NN	S
geometry	NN	geometry
laid	VBD	lay
bare	JJ	bare
.	SENT	.
The	DT	the
puncture	NN	puncture
in	IN	in
space-time	NN	space-time
is	VBZ	be
so	RB	so
deep	JJ	deep
that	IN	that
light	JJ	light
moves	NNS	move
around	IN	around
in	IN	in
orbit	NN	orbit
,	,	,
so	RB	so
that	DT	that
light	NN	light
behind	IN	behind
the	DT	the
black	JJ	black
hole	NN	hole
,	,	,
as	IN	as
I	PP	I
think	VBP	think
we	PP	we
'	''	'
ll	NNS	<unknown>
see	VBP	see
soon	RB	soon
,	,	,
moves	NNS	move
around	RB	around
and	CC	and
comes	VBZ	come
to	TO	to
us	PP	us
on	IN	on
these	DT	these
parallel	JJ	parallel
lines	NNS	line
at	IN	at
exactly	RB	exactly
that	DT	that
orbit	NN	orbit
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
that	DT	that
orbit	NN	orbit
is	VBZ	be
the	DT	the
square	JJ	square
root	NN	root
of	IN	of
27	CD	@card@
times	NNS	time
just	RB	just
a	DT	a
handful	NN	handful
of	IN	of
fundamental	JJ	fundamental
constants	NNS	constant
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
extraordinary	JJ	extraordinary
when	WRB	when
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
.	SENT	.
CA	MD	ca
:	:	:
When	WRB	when
.	SENT	.
.	SENT	.
.	SENT	.
In	IN	in
my	PP$	my
head	NN	head
,	,	,
initially	RB	initially
,	,	,
when	WRB	when
I	PP	I
thought	VBD	think
of	IN	of
black	JJ	black
holes	NNS	hole
,	,	,
I	PP	I
'	POS	'
m	NN	m
thinking	NN	thinking
that	WDT	that
is	VBZ	be
the	DT	the
event	NN	event
horizon	NN	horizon
,	,	,
there	EX	there
'	''	'
s	NN	S
lots	NNS	lot
of	IN	of
matter	NN	matter
and	CC	and
light	JJ	light
whirling	VBG	whirl
around	RP	around
in	IN	in
that	DT	that
shape	NN	shape
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
more	RBR	more
complicated	JJ	complicated
than	IN	than
that	DT	that
.	SENT	.
Well	RB	well
,	,	,
talk	VB	talk
us	PP	us
through	IN	through
this	DT	this
animation	NN	animation
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
light	NN	light
being	VBG	be
lensed	VBN	<unknown>
around	IN	around
it	PP	it
.	SENT	.
SD	NN	SD
:	:	:
You	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
here	RB	here
that	IN	that
some	DT	some
light	NN	light
from	IN	from
behind	IN	behind
it	PP	it
gets	VBZ	get
lensed	JJ	<unknown>
,	,	,
and	CC	and
some	DT	some
light	NN	light
does	VBZ	do
a	DT	a
loop-the-loop	NN	<unknown>
around	IN	around
the	DT	the
entire	JJ	entire
orbit	NN	orbit
of	IN	of
the	DT	the
black	JJ	black
hole	NN	hole
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
get	VBP	get
enough	RB	enough
light	VB	light
from	IN	from
all	PDT	all
this	DT	this
hot	JJ	hot
gas	NN	gas
swirling	VBG	swirl
around	IN	around
the	DT	the
black	JJ	black
hole	NN	hole
,	,	,
then	RB	then
you	PP	you
wind	VBP	wind
up	RP	up
seeing	VBG	see
all	DT	all
of	IN	of
these	DT	these
light	JJ	light
rays	NNS	ray
come	VBP	come
together	RB	together
on	IN	on
this	DT	this
screen	NN	screen
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
stand-in	NNS	stand-in
for	IN	for
where	WRB	where
you	PP	you
and	CC	and
I	PP	I
are	VBP	be
.	SENT	.
And	CC	and
you	PP	you
see	VBP	see
the	DT	the
definition	NN	definition
of	IN	of
this	DT	this
ring	NN	ring
begin	VB	begin
to	TO	to
come	VB	come
into	IN	into
shape	NN	shape
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
Einstein	NP	Einstein
predicted	VBD	predict
over	IN	over
100	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
CA	MD	ca
:	:	:
Yeah	RB	yeah
,	,	,
that	WDT	that
is	VBZ	be
amazing	JJ	amazing
.	SENT	.
So	RB	so
tell	VB	tell
us	PP	us
more	JJR	more
about	IN	about
what	WP	what
we	PP	we
'	POS	'
re	NN	re
actually	RB	actually
looking	VBG	look
at	IN	at
here	RB	here
.	SENT	.
First	JJ	first
of	IN	of
all	DT	all
,	,	,
why	WRB	why
is	VBZ	be
part	NN	part
of	IN	of
it	PP	it
brighter	JJR	bright
than	IN	than
the	DT	the
rest	NN	rest
?	SENT	?
SD	NN	SD
:	:	:
So	RB	so
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
is	VBZ	be
that	IN	that
the	DT	the
black	JJ	black
hole	NN	hole
is	VBZ	be
spinning	VBG	spin
.	SENT	.
And	CC	and
you	PP	you
wind	VBP	wind
up	RP	up
with	IN	with
some	DT	some
of	IN	of
the	DT	the
gas	NN	gas
moving	VBG	move
towards	IN	towards
us	PP	us
below	RB	below
and	CC	and
receding	VBG	recede
from	IN	from
us	PP	us
on	IN	on
the	DT	the
top	NN	top
.	SENT	.
And	CC	and
just	RB	just
as	IN	as
the	DT	the
train	NN	train
whistle	NN	whistle
has	VBZ	have
a	DT	a
higher	JJR	high
pitch	NN	pitch
when	WRB	when
it	PP	it
'	POS	'
s	NNS	<unknown>
coming	VBG	come
towards	IN	towards
you	PP	you
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
more	JJR	more
energy	NN	energy
from	IN	from
the	DT	the
gas	NN	gas
coming	VBG	come
towards	IN	towards
us	PP	us
than	IN	than
going	VBG	go
away	RP	away
from	IN	from
us	PP	us
.	SENT	.
You	PP	you
see	VBP	see
the	DT	the
bottom	JJ	bottom
part	NN	part
brighter	JJR	bright
because	IN	because
the	DT	the
light	NN	light
is	VBZ	be
actually	RB	actually
being	VBG	be
boosted	VBN	boost
in	IN	in
our	PP$	our
direction	NN	direction
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
how	WRB	how
physically	RB	physically
big	JJ	big
is	VBZ	be
that	RB	that
?	SENT	?
SD	NN	SD
:	:	:
Our	PP$	our
entire	JJ	entire
solar	JJ	solar
system	NN	system
would	MD	would
fit	VB	fit
well	RB	well
within	IN	within
that	DT	that
dark	JJ	dark
region	NN	region
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
may	MD	may
,	,	,
that	DT	that
dark	JJ	dark
region	NN	region
is	VBZ	be
the	DT	the
signature	NN	signature
of	IN	of
the	DT	the
event	NN	event
horizon	NN	horizon
.	SENT	.
The	DT	the
reason	NN	reason
we	PP	we
don	VBP	don
'	''	'
t	NN	t
see	VBP	see
light	NN	light
from	IN	from
there	RB	there
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
light	NN	light
that	WDT	that
would	MD	would
come	VB	come
to	TO	to
us	PP	us
from	IN	from
that	DT	that
place	NN	place
was	VBD	be
swallowed	VBN	swallow
by	IN	by
the	DT	the
event	NN	event
horizon	NN	horizon
.	SENT	.
So	RB	so
that	DT	that
—	:	-
that	DT	that
'	''	'
s	VBG	<unknown>
it	PP	it
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
so	RB	so
when	WRB	when
we	PP	we
think	VBP	think
of	IN	of
a	DT	a
black	JJ	black
hole	NN	hole
,	,	,
you	PP	you
think	VBP	think
of	IN	of
these	DT	these
huge	JJ	huge
rays	NNS	ray
jetting	VBG	jet
out	RP	out
of	IN	of
it	PP	it
,	,	,
which	WDT	which
are	VBP	be
pointed	VBN	point
directly	RB	directly
in	IN	in
our	PP$	our
direction	NN	direction
.	SENT	.
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
we	PP	we
see	VBP	see
them	PP	them
?	SENT	?
SD	NN	SD
:	:	:
This	DT	this
is	VBZ	be
a	DT	a
very	RB	very
powerful	JJ	powerful
black	JJ	black
hole	NN	hole
.	SENT	.
Not	RB	not
by	IN	by
universal	JJ	universal
standards	NNS	standard
,	,	,
it	PP	it
'	POS	'
s	NN	S
still	RB	still
powerful	JJ	powerful
,	,	,
and	CC	and
from	IN	from
the	DT	the
north	NN	north
and	CC	and
south	JJ	south
poles	NNS	pole
of	IN	of
this	DT	this
black	JJ	black
hole	NN	hole
we	PP	we
think	VBP	think
