Well	RB	well
venom	NN	venom
systems	NNS	system
in	IN	in
order	NN	order
to	TO	to
survive	VB	survive
.	SENT	.
Nowadays	RB	nowadays
,	,	,
any	DT	any
species	NN	species
of	IN	of
venomous	JJ	venomous
snakes	NNS	snake
,	,	,
any	DT	any
species	NN	species
of	IN	of
spider	NN	spider
,	,	,
any	DT	any
species	NN	species
of	IN	of
scorpion	NN	scorpion
,	,	,
has	VBZ	have
its	PP$	its
own	JJ	own
venom	NN	venom
signature	NN	signature
,	,	,
if	IN	if
you	PP	you
will	MD	will
,	,	,
made	VBN	make
out	RP	out
of	IN	of
dozens	NNS	dozen
,	,	,
if	IN	if
not	RB	not
hundreds	NNS	hundred
,	,	,
of	IN	of
chemical	NN	chemical
compounds	NNS	compound
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
those	DT	those
compounds	NNS	compound
have	VBP	have
evolved	VBN	evolve
purely	RB	purely
for	IN	for
one	CD	one
purpose	NN	purpose
:	:	:
disable	VB	disable
and	CC	and
,	,	,
eventually	RB	eventually
,	,	,
kill	VB	kill
.	SENT	.
Now	RB	now
,	,	,
venom	NN	venom
can	MD	can
actually	RB	actually
act	VB	act
in	IN	in
many	JJ	many
different	JJ	different
ways	NNS	way
.	SENT	.
Venom	NN	venom
,	,	,
believe	VBP	believe
me	PP	me
,	,	,
can	MD	can
make	VB	make
you	PP	you
feel	VB	feel
pains	NNS	pain
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
never	RB	never
felt	VBD	feel
before	RB	before
.	SENT	.
Venom	NN	venom
can	MD	can
also	RB	also
make	VB	make
your	PP$	your
heart	NN	heart
stop	NN	stop
within	IN	within
minutes	NNS	minute
,	,	,
or	CC	or
it	PP	it
can	MD	can
turn	VB	turn
your	PP$	your
blood	NN	blood
into	IN	into
jelly	NN	jelly
.	SENT	.
Venom	NN	venom
can	MD	can
also	RB	also
paralyze	VB	paralyze
you	PP	you
almost	RB	almost
instantly	RB	instantly
,	,	,
or	CC	or
it	PP	it
can	MD	can
just	RB	just
eat	VB	eat
your	PP$	your
flesh	NN	flesh
away	RB	away
,	,	,
like	IN	like
acid	NN	acid
.	SENT	.
Now	RB	now
,	,	,
all	DT	all
of	IN	of
these	DT	these
are	VBP	be
pretty	RB	pretty
gruesome	JJ	gruesome
stories	NNS	story
,	,	,
I	PP	I
know	VBP	know
,	,	,
but	CC	but
,	,	,
to	TO	to
me	PP	me
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
music	NN	music
to	TO	to
my	PP$	my
ears	NNS	ear
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
love	VBP	love
.	SENT	.
So	RB	so
why	WRB	why
is	VBZ	be
that	RB	that
?	SENT	?
Well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
because	IN	because
I	PP	I
'	POS	'
m	NN	m
a	DT	a
nutcase	NN	nutcase
,	,	,
no	RB	no
.	SENT	.
Just	RB	just
imagine	VB	imagine
what	WP	what
we	PP	we
could	MD	could
do	VB	do
if	IN	if
we	PP	we
could	MD	could
harvest	VB	harvest
all	PDT	all
those	DT	those
super	JJ	super
powerful	JJ	powerful
compounds	NNS	compound
and	CC	and
use	VB	use
them	PP	them
to	TO	to
our	PP$	our
benefit	NN	benefit
.	SENT	.
That	DT	that
would	MD	would
be	VB	be
amazing	JJ	amazing
,	,	,
right	RB	right
?	SENT	?
What	WP	what
if	IN	if
we	PP	we
could	MD	could
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
produce	VBP	produce
new	JJ	new
antibiotics	NNS	antibiotic
with	IN	with
those	DT	those
venoms	NNS	venom
?	SENT	?
What	WP	what
if	IN	if
we	PP	we
could	MD	could
actually	RB	actually
help	VB	help
people	NNS	people
that	WDT	that
are	VBP	be
suffering	VBG	suffer
from	IN	from
diabetes	NN	diabetes
or	CC	or
hypertension	NN	hypertension
?	SENT	?
Well	RB	well
,	,	,
in	IN	in
fact	NN	fact
,	,	,
all	PDT	all
those	DT	those
applications	NNS	application
are	VBP	be
already	RB	already
being	VBG	be
developed	VBN	develop
by	IN	by
scientists	NNS	scientist
just	RB	just
like	VBP	like
me	PP	me
everywhere	RB	everywhere
around	IN	around
the	DT	the
world	NN	world
,	,	,
as	IN	as
I	PP	I
speak	VBP	speak
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
hypertension	NN	hypertension
is	VBZ	be
actually	RB	actually
treated	VBN	treat
regularly	RB	regularly
with	IN	with
a	DT	a
medication	NN	medication
that	WDT	that
has	VBZ	have
been	VBN	be
developed	VBN	develop
from	IN	from
the	DT	the
toxin	NN	toxin
that	WDT	that
is	VBZ	be
produced	VBN	produce
by	IN	by
a	DT	a
South	JJ	South
American	JJ	American
viper	NN	viper
.	SENT	.
People	NNS	people
that	WDT	that
have	VBP	have
type	NN	type
2	CD	@card@
diabetes	NN	diabetes
can	MD	can
be	VB	be
monitored	VBN	monitor
using	VBG	use
,	,	,
actually	RB	actually
,	,	,
the	DT	the
toxin	NN	toxin
produced	VBN	produce
by	IN	by
a	DT	a
lizard	NN	lizard
from	IN	from
North	NP	North
America	NP	America
.	SENT	.
And	CC	and
in	IN	in
hospitals	NNS	hospital
all	RB	all
around	IN	around
the	DT	the
world	NN	world
,	,	,
a	DT	a
new	JJ	new
protocol	NN	protocol
is	VBZ	be
being	VBG	be
developed	VBN	develop
to	TO	to
use	VB	use
a	DT	a
toxin	NN	toxin
from	IN	from
a	DT	a
marine	JJ	marine
snail	NN	snail
for	IN	for
anesthetics	NNS	anesthetic
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
venom	NN	venom
is	VBZ	be
that	DT	that
kind	NN	kind
of	IN	of
huge	JJ	huge
library	NN	library
of	IN	of
chemical	NN	chemical
compounds	NNS	compound
that	WDT	that
are	VBP	be
available	JJ	available
to	TO	to
us	PP	us
,	,	,
that	WDT	that
are	VBP	be
produced	VBN	produce
by	IN	by
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
live	JJ	live
creatures	NNS	creature
.	SENT	.
And	CC	and
â	NP	<unknown>
Oh	NP	Oh
,	,	,
sorry	RB	sorry
,	,	,
she	PP	she
just	RB	just
wants	VBZ	want
to	TO	to
go	VB	go
for	IN	for
a	DT	a
little	JJ	little
walk	NN	walk
.	SENT	.
Spiders	NNS	spider
alone	RB	alone
are	VBP	be
actually	RB	actually
thought	VBN	think
to	TO	to
produce	VB	produce
over	IN	over
10	CD	@card@
million	CD	million
different	JJ	different
kinds	NNS	kind
of	IN	of
compounds	NNS	compound
with	IN	with
potential	JJ	potential
therapeutic	JJ	therapeutic
application	NN	application
.	SENT	.
10	CD	@card@
million	CD	million
.	SENT	.
And	CC	and
do	VBP	do
you	PP	you
know	VBP	know
how	WRB	how
many	JJ	many
scientists	NNS	scientist
actually	RB	actually
have	VBP	have
managed	VBN	manage
to	TO	to
study	VB	study
so	RB	so
far	RB	far
?	SENT	?
About	IN	about
0	CD	@card@
.	SENT	.
01	CD	@card@
percent	NN	percent
.	SENT	.
So	RB	so
that	DT	that
means	VBZ	mean
that	IN	that
there	EX	there
is	VBZ	be
still	RB	still
99	CD	@card@
.	SENT	.
99	CD	@card@
percent	NN	percent
of	IN	of
all	PDT	all
those	DT	those
compounds	NNS	compound
that	WDT	that
are	VBP	be
out	RB	out
there	RB	there
,	,	,
completely	RB	completely
unknown	JJ	unknown
,	,	,
and	CC	and
are	VBP	be
just	RB	just
waiting	VBG	wait
to	TO	to
be	VB	be
harvested	VBN	harvest
and	CC	and
tested	VBN	test
,	,	,
which	WDT	which
is	VBZ	be
fantastic	JJ	fantastic
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
so	RB	so
far	RB	far
,	,	,
scientists	NNS	scientist
have	VBP	have
concentrated	VBN	concentrate
their	PP$	their
efforts	NNS	effort
on	IN	on
very	RB	very
charismatic	JJ	charismatic
,	,	,
very	JJ	very
dangerous	JJ	dangerous
animals	NNS	animal
â	NP	<unknown>
vipers	NNS	viper
and	CC	and
cobras	NNS	cobra
or	CC	or
scorpions	NNS	scorpion
and	CC	and
black	JJ	black
widows	NNS	widow
.	SENT	.
But	CC	but
what	WP	what
about	IN	about
all	PDT	all
those	DT	those
little	JJ	little
bugs	NNS	bug
that	IN	that
we	PP	we
actually	RB	actually
have	VBP	have
all	DT	all
around	IN	around
us	PP	us
?	SENT	?
You	PP	you
know	VBP	know
,	,	,
like	IN	like
that	DT	that
spider	NN	spider
that	WDT	that
lives	VBZ	live
behind	IN	behind
your	PP$	your
couch	NN	couch
?	SENT	?
You	PP	you
know	VBP	know
,	,	,
the	DT	the
one	CD	one
that	WDT	that
decides	VBZ	decide
to	TO	to
just	RB	just
shoot	VB	shoot
through	IN	through
the	DT	the
floor	NN	floor
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
watching	VBG	watch
TV	NN	TV
and	CC	and
freaks	VBZ	freak
you	PP	you
out	RP	out
?	SENT	?
Ah	UH	ah
,	,	,
you	PP	you
have	VBP	have
that	DT	that
one	CD	one
at	IN	at
home	NN	home
as	IN	as
well	RB	well
.	SENT	.
Well	RB	well
,	,	,
what	WP	what
about	IN	about
those	DT	those
guys	NNS	guy
?	SENT	?
Do	VB	do
they	PP	they
actually	RB	actually
produce	VBP	produce
some	DT	some
kind	NN	kind
of	IN	of
amazing	JJ	amazing
compound	NN	compound
in	IN	in
their	PP$	their
tiny	JJ	tiny
body	NN	body
as	IN	as
well	RB	well
?	SENT	?
Well	RB	well
,	,	,
an	DT	an
honest	JJ	honest
answer	NN	answer
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
would	MD	would
have	VB	have
been	VBN	be
,	,	,
"	``	"
We	PP	we
have	VBP	have
no	DT	no
clue	NN	clue
.	SENT	.
"	''	"
But	CC	but
now	RB	now
that	IN	that
my	PP$	my
students	NNS	student
and	CC	and
myself	PP	myself
have	VBP	have
started	VBN	start
to	TO	to
look	VB	look
into	IN	into
it	PP	it
,	,	,
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
those	DT	those
guys	NNS	guy
actually	RB	actually
are	VBP	be
producing	VBG	produce
very	RB	very
,	,	,
very	RB	very
interesting	JJ	interesting
compounds	NNS	compound
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
tell	VB	tell
you	PP	you
more	RBR	more
about	RB	about
that	IN	that
in	IN	in
a	DT	a
second	JJ	second
,	,	,
but	CC	but
first	RB	first
,	,	,
I	PP	I
would	MD	would
like	VB	like
to	TO	to
tell	VB	tell
you	PP	you
more	JJR	more
about	IN	about
this	DT	this
"	``	"
we	PP	we
are	VBP	be
looking	VBG	look
into	IN	into
it	PP	it
.	SENT	.
"	``	"
How	WRB	how
does	VBZ	do
one	CD	one
look	NN	look
into	IN	into
it	PP	it
?	SENT	?
Well	RB	well
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
my	PP$	my
students	NNS	student
and	CC	and
I	PP	I
have	VBP	have
to	TO	to
capture	VB	capture
a	DT	a
lot	NN	lot
of	IN	of
spiders	NNS	spider
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
do	VBP	do
that	RB	that
?	SENT	?
Well	RB	well
,	,	,
you	PP	you
'	POS	'
d	NN	d
be	VB	be
surprised	VBN	surprise
.	SENT	.
Once	RB	once
one	CD	one
starts	NNS	start
to	TO	to
look	VB	look
,	,	,
one	PP	one
finds	VBZ	find
a	DT	a
lot	NN	lot
of	IN	of
spiders	NNS	spider
.	SENT	.
They	PP	they
actually	RB	actually
live	VBP	live
everywhere	RB	everywhere
around	IN	around
us	PP	us
.	SENT	.
Within	IN	within
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
,	,	,
we	PP	we
are	VBP	be
capable	JJ	capable
of	IN	of
catching	VBG	catch
maybe	RB	maybe
two	CD	two
,	,	,
three	CD	three
,	,	,
four	CD	four
hundred	CD	hundred
spiders	NNS	spider
,	,	,
and	CC	and
we	PP	we
bring	VBP	bring
them	PP	them
back	RB	back
to	TO	to
my	PP$	my
laboratory	NN	laboratory
,	,	,
and	CC	and
we	PP	we
house	VBP	house
each	DT	each
of	IN	of
them	PP	them
in	IN	in
its	PP$	its
own	JJ	own
individual	JJ	individual
home	NN	home
.	SENT	.
And	CC	and
we	PP	we
give	VBP	give
each	DT	each
of	IN	of
them	PP	them
a	DT	a
little	JJ	little
meal	NN	meal
.	SENT	.
So	RB	so
now	RB	now
I	PP	I
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
:	:	:
"	``	"
This	DT	this
guy	NN	guy
'	POS	'
s	NN	S
nuts	NNS	nut
.	SENT	.
He	PP	he
has	VBZ	have
a	DT	a
spider	NN	spider
B&B	NN	B&B
at	IN	at
work	NN	work
.	SENT	.
.	SENT	.
.	SENT	.
"	``	"
No	UH	no
,	,	,
no	UH	no
it	PP	it
'	POS	'
s	NN	S
not	RB	not
exactly	RB	exactly
that	IN	that
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
kind	NN	kind
of	IN	of
venture	NN	venture
I	PP	I
would	MD	would
advise	VB	advise
you	PP	you
to	TO	to
start	VB	start
.	SENT	.
No	RB	no
,	,	,
once	IN	once
we	PP	we
'	POS	'
re	NN	re
done	VBN	do
with	IN	with
that	DT	that
,	,	,
we	PP	we
wait	VBP	wait
a	DT	a
few	JJ	few
days	NNS	day
,	,	,
and	CC	and
then	RB	then
,	,	,
we	PP	we
anesthetize	VBP	anesthetize
those	DT	those
spiders	NNS	spider
.	SENT	.
Once	IN	once
they	PP	they
'	POS	'
re	NN	re
asleep	RB	asleep
,	,	,
we	PP	we
run	VBP	run
a	DT	a
tiny	JJ	tiny
little	JJ	little
electric	JJ	electric
current	NN	current
through	IN	through
their	PP$	their
body	NN	body
and	CC	and
that	DT	that
contracts	NNS	contract
their	PP$	their
venom	NN	venom
glads	NNS	glad
.	SENT	.
Then	RB	then
,	,	,
under	IN	under
a	DT	a
microscope	NN	microscope
,	,	,
we	PP	we
can	MD	can
see	VB	see
a	DT	a
tiny	JJ	tiny
little	JJ	little
droplet	NN	droplet
of	IN	of
venom	NN	venom
appearing	VBG	appear
.	SENT	.
So	RB	so
we	PP	we
take	VBP	take
a	DT	a
hair-thin	JJ	hair-thin
glass	NN	glass
tube	NN	tube
,	,	,
a	DT	a
capillary	NN	capillary
,	,	,
and	CC	and
we	PP	we
collect	VBP	collect
that	IN	that
tiny	JJ	tiny
droplet	NN	droplet
.	SENT	.
Then	RB	then
,	,	,
we	PP	we
take	VBP	take
the	DT	the
spider	NN	spider
and	CC	and
we	PP	we
put	VBP	put
it	PP	it
back	RB	back
into	IN	into
its	PP$	its
home	NN	home
,	,	,
and	CC	and
we	PP	we
start	VBP	start
again	RB	again
with	IN	with
another	DT	another
one	CD	one
.	SENT	.
Because	IN	because
spiders	NNS	spider
are	VBP	be
completely	RB	completely
unharmed	JJ	unharmed
during	IN	during
the	DT	the
process	NN	process
,	,	,
it	PP	it
means	VBZ	mean
that	IN	that
a	DT	a
few	JJ	few
days	NNS	day
later	RBR	later
,	,	,
once	IN	once
they	PP	they
'	POS	'
ve	NN	ve
produced	VBD	produce
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
venom	NN	venom
again	RB	again
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
recovered	VBD	recover
,	,	,
we	PP	we
can	MD	can
release	VB	release
them	PP	them
back	RB	back
into	IN	into
the	DT	the
wild	JJ	wild
.	SENT	.
It	PP	it
takes	VBZ	take
literally	RB	literally
hundreds	NNS	hundred
of	IN	of
spiders	NNS	spider
to	TO	to
just	RB	just
produce	VB	produce
the	DT	the
equivalent	NN	equivalent
of	IN	of
one	CD	one
raindrop	NN	raindrop
of	IN	of
venom	NN	venom
.	SENT	.
So	IN	so
that	DT	that
drop	NN	drop
is	VBZ	be
incredibly	RB	incredibly
precious	JJ	precious
to	TO	to
us	PP	us
.	SENT	.
And	CC	and
once	RB	once
we	PP	we
have	VBP	have
it	PP	it
,	,	,
we	PP	we
freeze	VBP	freeze
it	PP	it
,	,	,
and	CC	and
we	PP	we
then	RB	then
pass	VB	pass
it	PP	it
in	IN	in
a	DT	a
machine	NN	machine
that	WDT	that
will	MD	will
separate	VB	separate
and	CC	and
purify	VB	purify
every	DT	every
chemical	NN	chemical
compound	NN	compound
that	WDT	that
is	VBZ	be
in	IN	in
that	DT	that
venom	NN	venom
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
speaking	NN	speaking
about	IN	about
tiny	JJ	tiny
amounts	NNS	amount
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
actually	RB	actually
speaking	VBG	speak
about	IN	about
a	DT	a
tenth	NN	tenth
of	IN	of
a	DT	a
millionth	NN	millionth
of	IN	of
a	DT	a
liter	NN	liter
of	IN	of
compound	NN	compound
,	,	,
but	CC	but
we	PP	we
can	MD	can
dilute	VB	dilute
that	DT	that
compound	NN	compound
several	JJ	several
thousand	CD	thousand
times	NNS	time
in	IN	in
its	PP$	its
own	JJ	own
volume	NN	volume
of	IN	of
water	NN	water
and	CC	and
then	RB	then
test	VB	test
it	PP	it
against	IN	against
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
nasty	JJ	nasty
stuff	NN	stuff
,	,	,
like	IN	like
cancer	NN	cancer
cells	NNS	cell
or	CC	or
bacteria	NNS	bacterium
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
when	WRB	when
the	DT	the
very	RB	very
exciting	JJ	exciting
part	NN	part
of	IN	of
my	PP$	my
job	NN	job
starts	NNS	start
,	,	,
because	IN	because
this	DT	this
is	VBZ	be
pure	JJ	pure
scientific	JJ	scientific
gambling	NN	gambling
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
"	``	"
Las	NP	Las
Vegas	NP	Vegas
,	,	,
baby	NN	baby
,	,	,
"	``	"
for	IN	for
me	PP	me
.	SENT	.
We	PP	we
spend	VBP	spend
so	RB	so
many	JJ	many
hours	NNS	hour
,	,	,
so	RB	so
much	JJ	much
resources	NNS	resource
,	,	,
so	RB	so
much	JJ	much
time	NN	time
trying	VBG	try
to	TO	to
get	VB	get
those	DT	those
compounds	NNS	compound
ready	JJ	ready
,	,	,
and	CC	and
then	RB	then
we	PP	we
test	VBP	test
them	PP	them
.	SENT	.
And	CC	and
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
,	,	,
nothing	NN	nothing
happens	VBZ	happen
.	SENT	.
Nothing	NN	nothing
at	IN	at
all	DT	all
.	SENT	.
But	CC	but
once	RB	once
in	IN	in
a	DT	a
while	IN	while
â	NP	<unknown>
just	RB	just
once	RB	once
in	IN	in
a	DT	a
while	NN	while
,	,	,
we	PP	we
get	VBP	get
that	IN	that
particular	JJ	particular
compound	NN	compound
that	WDT	that
has	VBZ	have
absolutely	RB	absolutely
amazing	JJ	amazing
effects	NNS	effect
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
jackpot	NN	jackpot
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
saying	VBG	say
that	IN	that
,	,	,
actually	RB	actually
,	,	,
I	PP	I
should	MD	should
take	VB	take
out	RP	out
something	NN	something
else	RB	else
from	IN	from
my	PP$	my
pocket	NN	pocket
â	NP	<unknown>
be	VB	be
afraid	JJ	afraid
,	,	,
be	VB	be
very	RB	very
afraid	JJ	afraid
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
that	DT	that
little	JJ	little
tube	NN	tube
,	,	,
I	PP	I
have	VBP	have
,	,	,
actually	RB	actually
,	,	,
a	DT	a
very	RB	very
common	JJ	common
spider	NN	spider
.	SENT	.
The	DT	the
kind	NN	kind
of	IN	of
spider	NN	spider
that	IN	that
you	PP	you
could	MD	could
find	VB	find
in	IN	in
your	PP$	your
shed	NN	shed
,	,	,
that	WDT	that
you	PP	you
could	MD	could
find	VB	find
in	IN	in
your	PP$	your
basement	NN	basement
or	CC	or
that	IN	that
you	PP	you
could	MD	could
find	VB	find
in	IN	in
your	PP$	your
sewer	NN	sewer
pipe	NN	pipe
,	,	,
understand	VBP	understand
:	:	:
in	IN	in
your	PP$	your
toilet	NN	toilet
.	SENT	.
Now	RB	now
,	,	,
that	DT	that
little	JJ	little
spider	NN	spider
happens	VBZ	happen
to	TO	to
produce	VB	produce
amazingly	RB	amazingly
powerful	JJ	powerful
antimicrobial	JJ	antimicrobial
compounds	NNS	compound
.	SENT	.
It	PP	it
is	VBZ	be
even	RB	even
capable	JJ	capable
of	IN	of
killing	VBG	kill
those	DT	those
drug-resistant	JJ	drug-resistant
bacteria	NNS	bacterium
that	WDT	that
are	VBP	be
giving	VBG	give
us	PP	us
so	IN	so
much	JJ	much
trouble	NN	trouble
,	,	,
that	WDT	that
are	VBP	be
often	RB	often
making	VBG	make
media	NNS	medium
headlines	NNS	headline
.	SENT	.
Now	RB	now
,	,	,
honestly	RB	honestly
,	,	,
if	IN	if
I	PP	I
was	VBD	be
living	VBG	live
in	IN	in
your	PP$	your
sewer	NN	sewer
pipe	NN	pipe
,	,	,
I	PP	I
'	POS	'
d	NN	d
produce	NN	produce
antibiotics	NNS	antibiotic
,	,	,
too	RB	too
.	SENT	.
But	CC	but
that	DT	that
little	JJ	little
spider	NN	spider
,	,	,
may	MD	may
actually	RB	actually
hold	VB	hold
