What	WP	what
and	CC	and
searched	VBD	search
for	IN	for
possible	JJ	possible
survivors	NNS	survivor
in	IN	in
the	DT	the
buildings	NNS	building
that	WDT	that
were	VBD	be
too	RB	too
dangerous	JJ	dangerous
to	TO	to
go	VB	go
into	IN	into
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
run	VBP	run
this	DT	this
video	NN	video
.	SENT	.
Reporter	NN	reporter
:	:	:
.	SENT	.
.	SENT	.
.	SENT	.
battlefield	NN	battlefield
companions	NNS	companion
are	VBP	be
helping	VBG	help
to	TO	to
reduce	VB	reduce
the	DT	the
combat	NN	combat
risks	NNS	risk
.	SENT	.
Nick	NP	Nick
Robertson	NP	Robertson
has	VBZ	have
that	DT	that
story	NN	story
.	SENT	.
Rodney	NP	Rodney
Brooks	NP	Brooks
:	:	:
Can	MD	can
we	PP	we
have	VB	have
another	DT	another
one	CD	one
of	IN	of
these	DT	these
?	SENT	?
Okay	JJ	okay
,	,	,
good	JJ	good
.	SENT	.
So	RB	so
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
corporal	NN	corporal
who	WP	who
had	VBD	have
seen	VBN	see
a	DT	a
robot	NN	robot
two	CD	two
weeks	NNS	week
previously	RB	previously
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
sending	VBG	send
robots	NNS	robot
into	IN	into
caves	NNS	cave
,	,	,
looking	VBG	look
at	IN	at
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
The	DT	the
robot	NN	robot
'	POS	'
s	NNS	<unknown>
being	VBG	be
totally	RB	totally
autonomous	JJ	autonomous
.	SENT	.
The	DT	the
worst	JJS	bad
thing	NN	thing
that	RB	that
'	POS	'
s	NN	S
happened	VBD	happen
in	IN	in
the	DT	the
cave	NN	cave
so	RB	so
far	RB	far
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
robots	NNS	robot
fell	VBD	fall
down	RB	down
ten	CD	ten
meters	NNS	meter
.	SENT	.
So	RB	so
one	CD	one
year	NN	year
ago	RB	ago
,	,	,
the	DT	the
US	NP	US
military	JJ	military
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
these	DT	these
robots	NNS	robot
.	SENT	.
Now	RB	now
they	PP	they
'	POS	'
re	NN	re
on	IN	on
active	JJ	active
duty	NN	duty
in	IN	in
Afghanistan	NP	Afghanistan
every	DT	every
day	NN	day
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
they	PP	they
say	VBP	say
a	DT	a
robot	NN	robot
invasion	NN	invasion
is	VBZ	be
happening	VBG	happen
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
sea	NN	sea
change	NN	change
happening	VBG	happen
in	IN	in
how	WRB	how
â	NP	<unknown>
where	WRB	where
technology	NN	technology
'	POS	'
s	NNS	<unknown>
going	VBG	go
.	SENT	.
Thanks	NNS	thanks
.	SENT	.
And	CC	and
over	IN	over
the	DT	the
next	JJ	next
couple	NN	couple
of	IN	of
months	NNS	month
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
sending	VBG	send
robots	NNS	robot
in	IN	in
production	NN	production
down	RB	down
producing	VBG	produce
oil	NN	oil
wells	NNS	well
to	TO	to
get	VB	get
that	IN	that
last	JJ	last
few	JJ	few
years	NNS	year
of	IN	of
oil	NN	oil
out	RP	out
of	IN	of
the	DT	the
ground	NN	ground
.	SENT	.
Very	RB	very
hostile	JJ	hostile
environments	NNS	environment
,	,	,
150Ë	NP	<unknown>
C	NP	C
,	,	,
10	CD	@card@
,	,	,
000	CD	@card@
PSI	NN	psi
.	SENT	.
Autonomous	JJ	autonomous
robots	NNS	robot
going	VBG	go
down	RP	down
,	,	,
doing	VBG	do
this	DT	this
sort	NN	sort
of	IN	of
work	NN	work
.	SENT	.
But	CC	but
robots	NNS	robot
like	IN	like
this	DT	this
,	,	,
they	PP	they
'	POS	'
re	NN	re
a	DT	a
little	RB	little
hard	JJ	hard
to	TO	to
program	NN	program
.	SENT	.
How	WRB	how
,	,	,
in	IN	in
the	DT	the
future	NN	future
,	,	,
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
program	VB	program
our	PP$	our
robots	NNS	robot
and	CC	and
make	VB	make
them	PP	them
easier	JJR	easy
to	TO	to
use	VB	use
?	SENT	?
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
actually	RB	actually
use	VB	use
a	DT	a
robot	NN	robot
here	IN	here
â	NP	<unknown>
a	DT	a
robot	NN	robot
named	VBN	name
Chris	NP	Chris
â	NP	<unknown>
stand	VBP	stand
up	RP	up
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Okay	JJ	okay
.	SENT	.
Come	VBN	come
over	IN	over
here	RB	here
.	SENT	.
Now	RB	now
notice	NN	notice
,	,	,
he	PP	he
thinks	VBZ	think
robots	NNS	robot
have	VBP	have
to	TO	to
be	VB	be
a	DT	a
bit	NN	bit
stiff	NN	stiff
.	SENT	.
He	PP	he
sort	VBP	sort
of	IN	of
does	VBZ	do
that	DT	that
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
â	NP	<unknown>
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
I	PP	I
'	POS	'
m	NN	m
just	RB	just
British	JJ	British
.	SENT	.
RB	NP	RB
:	:	:
Oh	UH	oh
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
this	DT	this
robot	NN	robot
a	DT	a
task	NN	task
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
complex	JJ	complex
task	NN	task
.	SENT	.
Now	RB	now
notice	NN	notice
,	,	,
he	PP	he
nodded	VBD	nod
there	RB	there
,	,	,
he	PP	he
was	VBD	be
giving	VBG	give
me	PP	me
some	DT	some
indication	NN	indication
he	PP	he
was	VBD	be
understanding	VBG	understand
the	DT	the
flow	NN	flow
of	IN	of
communication	NN	communication
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
'	POS	'
d	NN	d
said	VBD	say
something	NN	something
completely	RB	completely
bizarre	JJ	bizarre
he	PP	he
would	MD	would
have	VB	have
looked	VBN	look
askance	RB	askance
at	IN	at
me	PP	me
,	,	,
and	CC	and
regulated	VBN	regulate
the	DT	the
conversation	NN	conversation
.	SENT	.
So	RB	so
now	RB	now
I	PP	I
brought	VBD	bring
this	DT	this
up	RP	up
in	IN	in
front	NN	front
of	IN	of
him	PP	him
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
looked	VBD	look
at	IN	at
his	PP$	his
eyes	NNS	eye
,	,	,
and	CC	and
I	PP	I
saw	VBD	see
his	PP$	his
eyes	NNS	eye
looked	VBN	look
at	IN	at
this	DT	this
bottle	NN	bottle
top	NN	top
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
this	DT	this
task	NN	task
here	RB	here
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
checking	VBG	check
up	RP	up
.	SENT	.
His	PP$	his
eyes	NNS	eye
are	VBP	be
going	VBG	go
back	RB	back
and	CC	and
forth	RB	forth
up	RB	up
to	TO	to
me	PP	me
,	,	,
to	TO	to
see	VB	see
what	WP	what
I	PP	I
'	POS	'
m	NN	m
looking	VBG	look
at	IN	at
â	NP	<unknown>
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
shared	JJ	shared
attention	NN	attention
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
do	VBP	do
this	DT	this
task	NN	task
,	,	,
and	CC	and
he	PP	he
looks	VBZ	look
,	,	,
and	CC	and
he	PP	he
looks	VBZ	look
to	TO	to
me	PP	me
to	TO	to
see	VB	see
what	WP	what
'	POS	'
s	NN	S
happening	VBG	happen
next	JJ	next
.	SENT	.
And	CC	and
now	RB	now
I	NP	I
'	POS	'
ll	NNS	<unknown>
give	VBP	give
him	PP	him
the	DT	the
bottle	NN	bottle
,	,	,
and	CC	and
we	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
if	IN	if
he	PP	he
can	MD	can
do	VB	do
the	DT	the
task	NN	task
.	SENT	.
Can	MD	can
you	PP	you
do	VB	do
that	DT	that
?	SENT	?
Okay	JJ	okay
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
pretty	RB	pretty
good	JJ	good
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Good	JJ	good
,	,	,
good	JJ	good
,	,	,
good	JJ	good
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
show	VBP	show
you	PP	you
how	WRB	how
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
Now	RB	now
see	VB	see
if	IN	if
you	PP	you
can	MD	can
put	VB	put
it	PP	it
back	RB	back
together	RB	together
.	SENT	.
And	CC	and
he	PP	he
thinks	VBZ	think
a	DT	a
robot	NN	robot
has	VBZ	have
to	TO	to
be	VB	be
really	RB	really
slow	JJ	slow
.	SENT	.
Good	JJ	good
robot	NN	robot
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
good	JJ	good
.	SENT	.
So	RB	so
we	PP	we
saw	VBD	see
a	DT	a
bunch	NN	bunch
of	IN	of
things	NNS	thing
there	RB	there
.	SENT	.
We	PP	we
saw	VBD	see
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
interacting	VBG	interact
,	,	,
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
show	VB	show
someone	NN	someone
how	WRB	how
to	TO	to
do	VB	do
something	NN	something
,	,	,
we	PP	we
direct	VBP	direct
their	PP$	their
visual	JJ	visual
attention	NN	attention
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
communicates	VBZ	communicate
their	PP$	their
internal	JJ	internal
