There	EX	there
was	VBD	be
born	VBN	bear
,	,	,
she	PP	she
weighed	VBD	weigh
4	CD	@card@
pounds	NNS	pound
,	,	,
12	CD	@card@
ounces	NNS	ounce
,	,	,
or	CC	or
2	CD	@card@
.	SENT	.
15	CD	@card@
kilograms	NNS	kilogram
.	SENT	.
The	DT	the
pediatrician	NN	pediatrician
said	VBD	say
there	EX	there
were	VBD	be
only	RB	only
two	CD	two
possible	JJ	possible
explanations	NNS	explanation
for	IN	for
her	PP$	her
tiny	JJ	tiny
size	NN	size
.	SENT	.
"	''	"
Either	RB	either
,	,	,
"	''	"
he	PP	he
said	VBD	say
,	,	,
"	``	"
it	PP	it
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
seed	NN	seed
,	,	,
"	''	"
"	``	"
or	CC	or
it	PP	it
'	POS	'
s	JJ	<unknown>
bad	JJ	bad
soil	NN	soil
.	SENT	.
"	``	"
And	CC	and
I	PP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
so	RB	so
tired	VBN	tire
from	IN	from
labor	NN	labor
to	TO	to
lose	VB	lose
the	DT	the
thread	NN	thread
of	IN	of
his	PP$	his
logic	NN	logic
:	:	:
my	PP$	my
newborn	NN	newborn
,	,	,
according	VBG	accord
to	TO	to
the	DT	the
doctor	NN	doctor
,	,	,
was	VBD	be
a	DT	a
bad	JJ	bad
plant	NN	plant
.	SENT	.
Eventually	RB	eventually
,	,	,
I	PP	I
learned	VBD	learn
that	IN	that
my	PP$	my
daughter	NN	daughter
had	VBD	have
an	DT	an
ultra-rare	JJ	<unknown>
chromosomal	JJ	chromosomal
condition	NN	condition
called	VBN	call
Wolf-Hirschhorn	NP	Wolf-Hirschhorn
syndrome	NN	syndrome
.	SENT	.
She	PP	she
was	VBD	be
missing	VBG	miss
a	DT	a
chunk	NN	chunk
of	IN	of
her	PP$	her
fourth	JJ	fourth
chromosome	NN	chromosome
.	SENT	.
And	CC	and
although	IN	although
my	PP$	my
daughter	NN	daughter
was	VBD	be
good	JJ	good
—	:	-
she	PP	she
was	VBD	be
alive	JJ	alive
,	,	,
and	CC	and
she	PP	she
had	VBD	have
brand	NN	brand
new	JJ	new
baby	NN	baby
skin	NN	skin
and	CC	and
the	DT	the
most	RBS	most
aware	JJ	aware
onyx	NN	onyx
eyes	NNS	eye
—	:	-
I	PP	I
also	RB	also
learned	VBD	learn
that	IN	that
people	NNS	people
with	IN	with
her	PP$	her
syndrome	NN	syndrome
have	VBP	have
significant	JJ	significant
developmental	JJ	developmental
delays	NNS	delay
and	CC	and
disabilities	NNS	disability
.	SENT	.
Some	DT	some
never	RB	never
learn	VBP	learn
to	TO	to
walk	VB	walk
or	CC	or
talk	VB	talk
.	SENT	.
I	PP	I
did	VBD	do
not	RB	not
have	VB	have
the	DT	the
equanimity	NN	equanimity
of	IN	of
the	DT	the
farmer	NN	farmer
.	SENT	.
The	DT	the
situation	NN	situation
looked	VBD	look
unequivocally	RB	unequivocally
bad	JJ	bad
to	TO	to
me	PP	me
.	SENT	.
But	CC	but
here	RB	here
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
parable	NN	parable
is	VBZ	be
so	RB	so
useful	JJ	useful
,	,	,
because	IN	because
for	IN	for
weeks	NNS	week
after	IN	after
her	PP$	her
diagnosis	NN	diagnosis
,	,	,
I	PP	I
felt	VBD	feel
gripped	VBN	grip
by	IN	by
despair	NN	despair
,	,	,
locked	VBN	lock
in	IN	in
the	DT	the
story	NN	story
that	IN	that
all	DT	all
of	IN	of
this	DT	this
was	VBD	be
tragic	JJ	tragic
.	SENT	.
Reality	NN	reality
,	,	,
though	RB	though
—	:	-
thankfully	RB	thankfully
—	:	-
is	VBZ	be
much	RB	much
more	RBR	more
fluid	JJ	fluid
,	,	,
and	CC	and
it	PP	it
has	VBZ	have
much	RB	much
more	JJR	more
to	TO	to
teach	VB	teach
.	SENT	.
As	IN	as
I	PP	I
started	VBD	start
to	TO	to
get	VB	get
to	TO	to
know	VB	know
this	DT	this
mysterious	JJ	mysterious
person	NN	person
who	WP	who
was	VBD	be
my	PP$	my
kid	NN	kid
,	,	,
my	PP$	my
fixed	JJ	fixed
,	,	,
tight	JJ	tight
story	NN	story
of	IN	of
tragedy	NN	tragedy
loosened	VBN	loosen
.	SENT	.
It	PP	it
turned	VBD	turn
out	RP	out
my	PP$	my
girl	NN	girl
loved	VBD	love
reggae	NN	reggae
,	,	,
and	CC	and
she	PP	she
would	MD	would
smirk	VB	smirk
when	WRB	when
my	PP$	my
husband	NN	husband
would	MD	would
bounce	VB	bounce
her	PP$	her
tiny	JJ	tiny
body	NN	body
up	RP	up
and	CC	and
down	RP	down
to	TO	to
the	DT	the
rhythm	NN	rhythm
.	SENT	.
Her	PP$	her
onyx	NN	onyx
eyes	NNS	eye
eventually	RB	eventually
turned	VBD	turn
the	DT	the
most	RBS	most
stunning	JJ	stunning
Lake	NP	Lake
Tahoe	NP	Tahoe
blue	NN	blue
,	,	,
and	CC	and
she	PP	she
loved	VBD	love
using	VBG	use
them	PP	them
to	TO	to
gaze	VB	gaze
intently	RB	intently
into	IN	into
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
eyes	NNS	eye
.	SENT	.
At	IN	at
five	CD	five
months	NNS	month
old	JJ	old
,	,	,
she	PP	she
could	MD	could
not	RB	not
hold	VB	hold
her	PP$	her
head	NN	head
up	RP	up
like	IN	like
other	JJ	other
babies	NNS	baby
,	,	,
but	CC	but
she	PP	she
could	MD	could
hold	VB	hold
this	DT	this
deep	JJ	deep
,	,	,
intent	JJ	intent
eye	NN	eye
contact	NN	contact
.	SENT	.
One	CD	one
friend	NN	friend
said	VBD	say
,	,	,
"	``	"
She	NN	she
'	''	'
s	VBG	<unknown>
the	DT	the
most	RBS	most
aware	JJ	aware
baby	NN	baby
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
seen	VBN	see
.	SENT	.
"	``	"
But	CC	but
where	WRB	where
I	PP	I
saw	VBD	see
the	DT	the
gift	NN	gift
of	IN	of
her	PP$	her
calm	JJ	calm
,	,	,
attentive	JJ	attentive
presence	NN	presence
,	,	,
an	DT	an
occupational	JJ	occupational
therapist	NN	therapist
who	WP	who
came	VBD	come
over	RP	over
to	TO	to
our	PP$	our
house	NN	house
to	TO	to
work	VB	work
with	IN	with
Fiona	NP	Fiona
saw	VBD	see
a	DT	a
child	NN	child
who	WP	who
was	VBD	be
neurologically	RB	neurologically
dull	JJ	dull
.	SENT	.
This	DT	this
therapist	NN	therapist
was	VBD	be
especially	RB	especially
disappointed	VBN	disappoint
that	IN	that
Fiona	NP	Fiona
wasn	NP	<unknown>
'	POS	'
t	NN	t
rolling	VBG	roll
over	IN	over
yet	RB	yet
,	,	,
and	CC	and
so	RB	so
she	PP	she
told	VBD	tell
me	PP	me
we	PP	we
needed	VBD	need
to	TO	to
wake	VB	wake
her	PP$	her
neurology	NN	neurology
up	RP	up
.	SENT	.
One	CD	one
day	NN	day
she	PP	she
leaned	VBD	lean
over	RP	over
my	PP$	my
daughter	NN	daughter
'	POS	'
s	NN	S
body	NN	body
,	,	,
took	VBD	take
her	PP$	her
tiny	JJ	tiny
shoulders	NNS	shoulder
,	,	,
jostled	VBD	jostle
her	PP	her
and	CC	and
said	VBD	say
,	,	,
"	``	"
Wake	NP	Wake
up	RB	up
!	SENT	!
Wake	NN	wake
up	RB	up
!	SENT	!
"	``	"
We	PP	we
had	VBD	have
a	DT	a
few	JJ	few
therapists	NNS	therapist
visit	VBP	visit
our	PP$	our
house	NN	house
that	IN	that
first	JJ	first
year	NN	year
,	,	,
and	CC	and
they	PP	they
usually	RB	usually
focused	VBD	focus
on	IN	on
what	WP	what
they	PP	they
thought	VBD	think
was	VBD	be
bad	JJ	bad
about	IN	about
my	PP$	my
kid	NN	kid
.	SENT	.
I	PP	I
was	VBD	be
really	RB	really
happy	JJ	happy
when	WRB	when
Fiona	NP	Fiona
started	VBD	start
using	VBG	use
her	PP$	her
right	JJ	right
hand	NN	hand
to	TO	to
bully	VB	bully
a	DT	a
dangling	JJ	dangling
stuffed	JJ	stuffed
sheep	NN	sheep
,	,	,
but	CC	but
the	DT	the
therapist	NN	therapist
was	VBD	be
fixated	VBN	fixate
on	IN	on
my	PP$	my
child	NN	child
'	POS	'
s	NN	S
left	VBD	leave
hand	NN	hand
.	SENT	.
Fiona	NP	Fiona
had	VBD	have
a	DT	a
tendency	NN	tendency
not	RB	not
to	TO	to
use	VB	use
this	DT	this
hand	NN	hand
very	RB	very
often	RB	often
,	,	,
and	CC	and
she	PP	she
would	MD	would
cross	VB	cross
the	DT	the
fingers	NNS	finger
on	IN	on
that	DT	that
hand	NN	hand
.	SENT	.
So	IN	so
the	DT	the
therapist	NN	therapist
said	VBD	say
we	PP	we
should	MD	should
devise	VB	devise
a	DT	a
splint	NN	splint
,	,	,
which	WDT	which
would	MD	would
rob	VB	rob
my	PP$	my
kid	NN	kid
of	IN	of
the	DT	the
ability	NN	ability
to	TO	to
actually	RB	actually
use	VB	use
those	DT	those
fingers	NNS	finger
,	,	,
but	CC	but
it	PP	it
would	MD	would
at	IN	at
least	JJS	least
force	VB	force
them	PP	them
into	IN	into
some	DT	some
position	NN	position
that	WDT	that
looked	VBD	look
normal	JJ	normal
.	SENT	.
In	IN	in
that	DT	that
first	JJ	first
year	NN	year
,	,	,
I	PP	I
was	VBD	be
starting	VBG	start
to	TO	to
realize	VB	realize
a	DT	a
few	JJ	few
things	NNS	thing
.	SENT	.
One	CD	one
:	:	:
ancient	JJ	ancient
parables	NNS	parable
aside	RB	aside
,	,	,
my	PP$	my
kid	NN	kid
had	VBD	have
some	DT	some
bad	JJ	bad
therapists	NNS	therapist
.	SENT	.
Two	CD	two
:	:	:
I	PP	I
had	VBD	have
a	DT	a
choice	NN	choice
.	SENT	.
Like	IN	like
a	DT	a
person	NN	person
offered	VBD	offer
to	TO	to
swallow	VB	swallow
a	DT	a
red	JJ	red
pill	NN	pill
or	CC	or
a	DT	a
blue	JJ	blue
pill	NN	pill
,	,	,
I	PP	I
could	MD	could
choose	VB	choose
to	TO	to
see	VB	see
my	PP$	my
daughter	NN	daughter
'	POS	'
s	NN	S
differences	NNS	difference
as	IN	as
bad	JJ	bad
;	:	;
I	PP	I
could	MD	could
strive	VB	strive
toward	IN	toward
the	DT	the
goal	NN	goal
that	IN	that
her	PP$	her
therapists	NNS	therapist
called	VBD	call
,	,	,
"	``	"
You	PP	you
'	POS	'
d	NN	d
never	RB	never
know	VBP	know
.	SENT	.
"	''	"
They	PP	they
loved	VBD	love
to	TO	to
pat	VB	pat
themselves	PP	themselves
on	IN	on
the	DT	the
back	NN	back
when	WRB	when
they	PP	they
could	MD	could
say	VB	say
about	IN	about
a	DT	a
kid	NN	kid
,	,	,
"	''	"
You	PP	you
'	POS	'
d	NN	d
never	RB	never
know	VBP	know
he	PP	he
was	VBD	be
'	''	'
delayed	VBN	delay
'	''	'
or	CC	or
'	POS	'
autistic	JJ	autistic
'	''	'
or	CC	or
'	POS	'
different	JJ	different
.	SENT	.
'	''	'
"	``	"
I	PP	I
could	MD	could
believe	VB	believe
that	IN	that
the	DT	the
good	JJ	good
path	NN	path
was	VBD	be
the	DT	the
path	NN	path
that	WDT	that
erased	VBD	erase
as	IN	as
many	JJ	many
differences	NNS	difference
as	IN	as
possible	JJ	possible
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
this	DT	this
would	MD	would
have	VB	have
been	VBN	be
a	DT	a
disastrous	JJ	disastrous
pursuit	NN	pursuit
,	,	,
because	IN	because
at	IN	at
the	DT	the
cellular	JJ	cellular
level	NN	level
,	,	,
my	PP$	my
daughter	NN	daughter
had	VBD	have
rare	JJ	rare
blueprints	NNS	blueprint
.	SENT	.
She	PP	she
wasn	NP	<unknown>
'	POS	'
t	NN	t
designed	VBN	design
to	TO	to
be	VB	be
like	IN	like
other	JJ	other
people	NNS	people
.	SENT	.
She	PP	she
would	MD	would
lead	VB	lead
a	DT	a
rare	JJ	rare
life	NN	life
.	SENT	.
So	RB	so
,	,	,
I	PP	I
had	VBD	have
another	DT	another
choice	NN	choice
:	:	:
I	PP	I
could	MD	could
drop	VB	drop
my	PP$	my
story	NN	story
that	IN	that
neurological	JJ	neurological
differences	NNS	difference
and	CC	and
developmental	JJ	developmental
delays	NNS	delay
and	CC	and
disabilities	NNS	disability
were	VBD	be
bad	JJ	bad
,	,	,
which	WDT	which
means	VBZ	mean
I	PP	I
could	MD	could
also	RB	also
drop	VB	drop
my	PP$	my
story	NN	story
that	IN	that
a	DT	a
more	RBR	more
able-bodied	JJ	able-bodied
life	NN	life
was	VBD	be
better	JJR	good
.	SENT	.
I	PP	I
could	MD	could
release	VB	release
my	PP$	my
cultural	JJ	cultural
biases	NNS	bias
about	IN	about
what	WP	what
made	VBD	make
a	DT	a
life	NN	life
good	JJ	good
or	CC	or
bad	JJ	bad
and	CC	and
simply	RB	simply
watch	VB	watch
my	PP$	my
daughter	NN	daughter
'	POS	'
s	JJ	<unknown>
life	NN	life
as	IN	as
it	PP	it
unfolded	VBD	unfold
with	IN	with
openness	NN	openness
and	CC	and
curiosity	NN	curiosity
.	SENT	.
One	CD	one
afternoon	NN	afternoon
she	PP	she
was	VBD	be
lying	VBG	lie
on	IN	on
her	PP$	her
back	NN	back
,	,	,
and	CC	and
she	PP	she
arched	VBD	arch
her	PP$	her
back	NN	back
on	IN	on
the	DT	the
carpet	NN	carpet
stuck	VBD	stick
her	PP$	her
tongue	NN	tongue
out	RP	out
of	IN	of
the	DT	the
side	NN	side
of	IN	of
her	PP$	her
mouth	NN	mouth
and	CC	and
managed	VBN	manage
to	TO	to
torque	NN	torque
her	PP$	her
body	NN	body
onto	IN	onto
her	PP$	her
belly	NN	belly
.	SENT	.
Then	RB	then
she	PP	she
tipped	VBD	tip
over	RP	over
and	CC	and
rolled	VBD	roll
back	RB	back
onto	IN	onto
her	PP$	her
back	NN	back
,	,	,
and	CC	and
once	RB	once
there	RB	there
,	,	,
she	PP	she
managed	VBD	manage
to	TO	to
do	VB	do
it	PP	it
all	DT	all
over	RP	over
again	RB	again
,	,	,
rolling	VBG	roll
and	CC	and
wiggling	VBG	wiggle
her	PP$	her
12-pound	JJ	<unknown>
self	NN	self
under	IN	under
a	DT	a
coffee	NN	coffee
table	NN	table
.	SENT	.
At	IN	at
first	JJ	first
,	,	,
I	PP	I
thought	VBD	think
she	PP	she
'	''	'
d	SYM	d
gotten	VBN	get
stuck	JJ	stuck
there	RB	there
,	,	,
but	CC	but
then	RB	then
I	PP	I
saw	VBD	see
her	PP$	her
reaching	NN	reaching
for	IN	for
something	NN	something
that	IN	that
her	PP$	her
eye	NN	eye
had	VBD	have
been	VBN	be
on	IN	on
all	DT	all
along	RB	along
:	:	:
a	DT	a
black	JJ	black
electric	JJ	electric
cord	NN	cord
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
year	NN	year
old	JJ	old
.	SENT	.
Other	JJ	other
babies	NNS	baby
her	PP$	her
age	NN	age
were	VBD	be
for	IN	for
sure	RB	sure
pulling	VBG	pull
up	RP	up
to	TO	to
stand	VB	stand
and	CC	and
toddling	VBG	toddle
around	RP	around
,	,	,
some	DT	some
of	IN	of
them	PP	them
.	SENT	.
To	TO	to
some	DT	some
,	,	,
my	PP$	my
kid	NN	kid
'	POS	'
s	NN	S
situation	NN	situation
looked	VBD	look
bad	JJ	bad
:	:	:
a	DT	a
one-year-old	JJ	one-year-old
who	WP	who
could	MD	could
only	RB	only
roll	VB	roll
.	SENT	.
But	CC	but
screw	VB	screw
that	DT	that
.	SENT	.
My	PP$	my
kid	NN	kid
was	VBD	be
enjoying	VBG	enjoy
the	DT	the
new	JJ	new
,	,	,
limber	JJ	limber
freedom	NN	freedom
of	IN	of
mobility	NN	mobility
.	SENT	.
I	PP	I
rejoiced	VBD	rejoice
.	SENT	.
Then	RB	then
again	RB	again
,	,	,
what	WP	what
I	PP	I
watched	VBD	watch
that	IN	that
afternoon	NN	afternoon
was	VBD	be
a	DT	a
baby	NN	baby
yanking	VBG	yank
on	IN	on
an	DT	an
electric	JJ	electric
cord	NN	cord
,	,	,
so	RB	so
you	PP	you
know	VBP	know
,	,	,
good	JJ	good
or	CC	or
bad	JJ	bad
,	,	,
hard	JJ	hard
to	TO	to
say	VB	say
.	SENT	.
I	PP	I
started	VBD	start
seeing	VBG	see
that	IN	that
when	WRB	when
I	PP	I
released	VBD	release
my	PP$	my
grip	NN	grip
about	IN	about
what	WP	what
made	VBD	make
a	DT	a
life	NN	life
good	JJ	good
or	CC	or
bad	JJ	bad
,	,	,
I	PP	I
could	MD	could
watch	VB	watch
my	PP$	my
daughter	NN	daughter
'	POS	'
s	NN	S
life	NN	life
unfold	VB	unfold
and	CC	and
see	VB	see
what	WP	what
it	PP	it
was	VBD	be
.	SENT	.
It	PP	it
was	VBD	be
beautiful	JJ	beautiful
,	,	,
it	PP	it
was	VBD	be
complicated	JJ	complicated
,	,	,
joyful	JJ	joyful
,	,	,
hard	JJ	hard
—	:	-
in	IN	in
other	JJ	other
words	NNS	word
:	:	:
just	RB	just
another	DT	another
expression	NN	expression
of	IN	of
the	DT	the
human	JJ	human
experience	NN	experience
.	SENT	.
Eventually	RB	eventually
,	,	,
my	PP$	my
family	NN	family
and	CC	and
I	PP	I
moved	VBD	move
to	TO	to
a	DT	a
new	JJ	new
state	NN	state
in	IN	in
America	NP	America
,	,	,
and	CC	and
we	PP	we
got	VBD	get
lucky	JJ	lucky
with	IN	with
a	DT	a
brand-new	JJ	brand-new
batch	NN	batch
of	IN	of
therapists	NNS	therapist
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
focus	NN	focus
on	IN	on
all	DT	all
that	WDT	that
was	VBD	be
wrong	JJ	wrong
with	IN	with
my	PP$	my
kid	NN	kid
.	SENT	.
They	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
see	VB	see
her	PP$	her
differences	NNS	difference
as	IN	as
problems	NNS	problem
to	TO	to
fix	VB	fix
.	SENT	.
They	PP	they
acknowledged	VBD	acknowledge
her	PP$	her
limitations	NNS	limitation
,	,	,
but	CC	but
they	PP	they
also	RB	also
saw	VBD	see
her	PP$	her
strengths	NNS	strength
,	,	,
and	CC	and
they	PP	they
celebrated	VBD	celebrate
her	PP	her
for	IN	for
who	WP	who
she	PP	she
was	VBD	be
.	SENT	.
Their	PP$	their
goal	NN	goal
wasn	NN	<unknown>
'	POS	'
t	NN	t
to	TO	to
make	VB	make
Fiona	NP	Fiona
as	IN	as
normal	JJ	normal
as	IN	as
possible	JJ	possible
;	:	;
their	PP$	their
goal	NN	goal
was	VBD	be
simply	RB	simply
to	TO	to
help	VB	help
her	PP	her
be	VB	be
as	RB	as
independent	JJ	independent
as	IN	as
possible	JJ	possible
so	RB	so
that	IN	that
she	PP	she
could	MD	could
fulfill	VB	fulfill
her	PP$	her
potential	NN	potential
,	,	,
however	RB	however
that	IN	that
looked	VBN	look
for	IN	for
her	PP	her
.	SENT	.
But	CC	but
the	DT	the
culture	NN	culture
at	IN	at
large	JJ	large
does	VBZ	do
not	RB	not
take	VB	take
this	DT	this
open	JJ	open
attitude	NN	attitude
about	IN	about
disabilities	NNS	disability
.	SENT	.
We	PP	we
call	VBP	call
congenital	JJ	congenital
differences	NNS	difference
"	''	"
birth	NN	birth
defects	NNS	defect
,	,	,
"	''	"
as	IN	as
though	IN	though
human	JJ	human
beings	NNS	being
were	VBD	be
objects	NNS	object
on	IN	on
a	DT	a
factory	NN	factory
line	NN	line
.	SENT	.
We	PP	we
might	MD	might
offer	VB	offer
