Everyone	NN	everyone
looked	VBD	look
at	IN	at
what	WP	what
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
to	TO	to
help	VB	help
their	PP$	their
teachers	NNS	teacher
improve	VB	improve
.	SENT	.
Consider	VB	consider
the	DT	the
rankings	NNS	ranking
for	IN	for
reading	VBG	read
proficiency	NN	proficiency
.	SENT	.
The	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
isn	NP	isn
'	POS	'
t	NN	t
number	NN	number
one	CD	one
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
not	RB	not
even	RB	even
in	IN	in
the	DT	the
top	JJ	top
10	CD	@card@
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
tied	VBN	tie
for	IN	for
15th	JJ	15th
with	IN	with
Iceland	NP	Iceland
and	CC	and
Poland	NP	Poland
.	SENT	.
Now	RB	now
,	,	,
out	IN	out
of	IN	of
all	PDT	all
the	DT	the
places	NNS	place
that	WDT	that
do	VBP	do
better	JJR	good
than	IN	than
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
in	IN	in
reading	NN	reading
,	,	,
how	WRB	how
many	JJ	many
of	IN	of
them	PP	them
have	VBP	have
a	DT	a
formal	JJ	formal
system	NN	system
for	IN	for
helping	VBG	help
teachers	NNS	teacher
improve	VB	improve
?	SENT	?
Eleven	NN	eleven
out	RB	out
of	IN	of
14	CD	@card@
.	SENT	.
The	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
is	VBZ	be
tied	VBN	tie
for	IN	for
15th	JJ	15th
in	IN	in
reading	NN	reading
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
23rd	JJ	23rd
in	IN	in
science	NN	science
and	CC	and
31st	JJ	31st
in	IN	in
math	NN	math
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	NNS	<unknown>
really	RB	really
only	RB	only
one	CD	one
area	NN	area
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
near	IN	near
the	DT	the
top	NN	top
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
in	IN	in
failing	VBG	fail
to	TO	to
give	VB	give
our	PP$	our
teachers	NNS	teacher
the	DT	the
help	NN	help
they	PP	they
need	VBP	need
to	TO	to
develop	VB	develop
their	PP$	their
skills	NNS	skill
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
look	VBP	look
at	IN	at
the	DT	the
best	RBS	well
academic	JJ	academic
performer	NN	performer
:	:	:
the	DT	the
province	NN	province
of	IN	of
Shanghai	NP	Shanghai
,	,	,
China	NP	China
.	SENT	.
Now	RB	now
,	,	,
they	PP	they
rank	VBP	rank
number	NN	number
one	CD	one
across	IN	across
the	DT	the
board	NN	board
,	,	,
in	IN	in
reading	NN	reading
,	,	,
math	NN	math
and	CC	and
science	NN	science
,	,	,
and	CC	and
one	CD	one
of	IN	of
the	DT	the
keys	NNS	key
to	TO	to
Shanghai	NP	Shanghai
'	POS	'
s	JJ	<unknown>
incredible	JJ	incredible
success	NN	success
is	VBZ	be
the	DT	the
way	NN	way
they	PP	they
help	VBP	help
teachers	NNS	teacher
keep	VB	keep
improving	VBG	improve
.	SENT	.
They	PP	they
made	VBD	make
sure	RB	sure
that	IN	that
younger	JJR	young
teachers	NNS	teacher
get	VBP	get
a	DT	a
chance	NN	chance
to	TO	to
watch	VB	watch
master	NN	master
teachers	NNS	teacher
at	IN	at
work	NN	work
.	SENT	.
They	PP	they
have	VBP	have
weekly	JJ	weekly
study	NN	study
groups	NNS	group
,	,	,
where	WRB	where
teachers	NNS	teacher
get	VBP	get
together	RB	together
and	CC	and
talk	VB	talk
about	RB	about
what	WP	what
'	POS	'
s	NN	S
working	NN	working
.	SENT	.
They	PP	they
even	RB	even
require	VBP	require
each	DT	each
teacher	NN	teacher
to	TO	to
observe	VB	observe
and	CC	and
give	VB	give
feedback	NN	feedback
to	TO	to
their	PP$	their
colleagues	NNS	colleague
.	SENT	.
You	PP	you
might	MD	might
ask	VB	ask
,	,	,
why	WRB	why
is	VBZ	be
a	DT	a
system	NN	system
like	IN	like
this	DT	this
so	RB	so
important	JJ	important
?	SENT	?
It	PP	it
'	POS	'
s	NNS	<unknown>
because	IN	because
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
variation	NN	variation
in	IN	in
the	DT	the
teaching	NN	teaching
profession	NN	profession
.	SENT	.
Some	DT	some
teachers	NNS	teacher
are	VBP	be
far	RB	far
more	RBR	more
effective	JJ	effective
than	IN	than
others	NNS	other
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
there	EX	there
are	VBP	be
teachers	NNS	teacher
throughout	IN	throughout
the	DT	the
country	NN	country
who	WP	who
are	VBP	be
helping	VBG	help
their	PP$	their
students	NNS	student
make	VBP	make
extraordinary	JJ	extraordinary
gains	NNS	gain
.	SENT	.
If	IN	if
today	NN	today
'	POS	'
s	JJ	<unknown>
average	JJ	average
teacher	NN	teacher
could	MD	could
become	VB	become
as	RB	as
good	JJ	good
as	IN	as
those	DT	those
teachers	NNS	teacher
,	,	,
our	PP$	our
students	NNS	student
would	MD	would
be	VB	be
blowing	VBG	blow
away	RP	away
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
So	RB	so
we	PP	we
need	VBP	need
a	DT	a
system	NN	system
that	WDT	that
helps	VBZ	help
all	PDT	all
our	PP$	our
teachers	NNS	teacher
be	VB	be
as	RB	as
good	JJ	good
as	IN	as
the	DT	the
best	JJS	good
.	SENT	.
What	WP	what
would	MD	would
that	DT	that
system	NN	system
look	VBP	look
like	IN	like
?	SENT	?
Well	RB	well
,	,	,
to	TO	to
find	VB	find
out	RP	out
,	,	,
our	PP$	our
foundation	NN	foundation
has	VBZ	have
been	VBN	be
working	VBG	work
with	IN	with
3	CD	@card@
,	,	,
000	CD	@card@
teachers	NNS	teacher
in	IN	in
districts	NNS	district
across	IN	across
the	DT	the
country	NN	country
on	IN	on
a	DT	a
project	NN	project
called	VBD	call
Measures	NNS	measure
of	IN	of
Effective	JJ	effective
Teaching	NN	teaching
.	SENT	.
We	PP	we
had	VBD	have
observers	NNS	observer
watch	VBP	watch
videos	NNS	video
of	IN	of
teachers	NNS	teacher
in	IN	in
the	DT	the
classroom	NN	classroom
and	CC	and
rate	NN	rate
how	WRB	how
they	PP	they
did	VBD	do
on	IN	on
a	DT	a
range	NN	range
of	IN	of
practices	NNS	practice
.	SENT	.
For	IN	for
example	NN	example
,	,	,
did	VBD	do
they	PP	they
ask	VB	ask
their	PP$	their
students	NNS	student
challenging	VBG	challenge
questions	NNS	question
?	SENT	?
Did	VBD	do
they	PP	they
find	VBP	find
multiple	JJ	multiple
ways	NNS	way
to	TO	to
explain	VB	explain
an	DT	an
idea	NN	idea
?	SENT	?
We	PP	we
also	RB	also
had	VBD	have
students	NNS	student
fill	VBP	fill
out	RP	out
surveys	NNS	survey
with	IN	with
questions	NNS	question
like	VBP	like
,	,	,
"	''	"
Does	VBZ	do
your	PP$	your
teacher	NN	teacher
know	VB	know
when	WRB	when
the	DT	the
class	NN	class
understands	VBZ	understand
a	DT	a
lesson	NN	lesson
?	SENT	?
"	''	"
"	``	"
Do	VBP	do
you	PP	you
learn	VBP	learn
to	TO	to
correct	VB	correct
your	PP$	your
mistakes	NNS	mistake
?	SENT	?
"	''	"
And	CC	and
what	WP	what
we	PP	we
found	VBN	find
is	VBZ	be
very	RB	very
exciting	JJ	exciting
.	SENT	.
First	RB	first
,	,	,
the	DT	the
teachers	NNS	teacher
who	WP	who
did	VBD	do
well	RB	well
on	IN	on
these	DT	these
observations	NNS	observation
had	VBD	have
far	RB	far
better	JJR	good
student	NN	student
outcomes	NNS	outcome
.	SENT	.
So	RB	so
it	PP	it
tells	VBZ	tell
us	PP	us
we	PP	we
'	''	'
re	IN	re
asking	VBG	ask
the	DT	the
right	JJ	right
questions	NNS	question
.	SENT	.
And	CC	and
second	JJ	second
,	,	,
teachers	NNS	teacher
in	IN	in
the	DT	the
program	NN	program
told	VBD	tell
us	PP	us
that	IN	that
these	DT	these
videos	NNS	video
and	CC	and
these	DT	these
surveys	NNS	survey
from	IN	from
the	DT	the
students	NNS	student
were	VBD	be
very	RB	very
helpful	JJ	helpful
diagnostic	JJ	diagnostic
tools	NNS	tool
,	,	,
because	IN	because
they	PP	they
pointed	VBD	point
to	TO	to
specific	JJ	specific
places	NNS	place
where	WRB	where
they	PP	they
can	MD	can
improve	VB	improve
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
what	WP	what
this	DT	this
video	JJ	video
component	NN	component
of	IN	of
MET	VBN	meet
looks	NNS	look
like	IN	like
in	IN	in
action	NN	action
.	SENT	.
Sarah	NP	Sarah
Brown	NP	Brown
Wessling	NP	Wessling
:	:	:
Good	JJ	good
morning	NN	morning
everybody	NN	everybody
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
talk	NN	talk
about	IN	about
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
today	NN	today
.	SENT	.
To	TO	to
get	VB	get
started	VBN	start
,	,	,
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
a	DT	a
peer	NN	peer
review	NN	review
day	NN	day
,	,	,
okay	JJ	okay
?	SENT	?
A	DT	a
peer	NN	peer
review	NN	review
day	NN	day
,	,	,
and	CC	and
our	PP$	our
goal	NN	goal
by	IN	by
the	DT	the
end	NN	end
of	IN	of
class	NN	class
is	VBZ	be
for	IN	for
you	PP	you
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
determine	VB	determine
whether	IN	whether
or	CC	or
not	RB	not
you	PP	you
have	VBP	have
moves	NNS	move
to	TO	to
prove	VB	prove
in	IN	in
your	PP$	your
essays	NNS	essay
.	SENT	.
My	PP$	my
name	NN	name
is	VBZ	be
Sarah	NP	Sarah
Brown	NP	Brown
Wessling	NP	Wessling
.	SENT	.
I	PP	I
am	VBP	be
a	DT	a
high	JJ	high
school	NN	school
English	JJ	English
teacher	NN	teacher
at	IN	at
Johnston	NP	Johnston
High	NP	High
School	NP	School
in	IN	in
Johnston	NP	Johnston
,	,	,
Iowa	NP	Iowa
.	SENT	.
Turn	VB	turn
to	TO	to
somebody	NN	somebody
next	JJ	next
to	TO	to
you	PP	you
.	SENT	.
Tell	VB	tell
them	PP	them
what	WP	what
you	PP	you
think	VBP	think
I	PP	I
mean	VB	mean
when	WRB	when
I	PP	I
talk	VBP	talk
about	IN	about
moves	NNS	move
to	TO	to
prove	VB	prove
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
talk	NN	talk
about	RB	about
—	:	-
I	PP	I
think	VBP	think
that	IN	that
there	EX	there
is	VBZ	be
a	DT	a
difference	NN	difference
for	IN	for
teachers	NNS	teacher
between	IN	between
the	DT	the
abstract	NN	abstract
of	IN	of
how	WRB	how
we	PP	we
see	VBP	see
our	PP$	our
practice	NN	practice
and	CC	and
then	RB	then
the	DT	the
concrete	JJ	concrete
reality	NN	reality
of	IN	of
it	PP	it
.	SENT	.
Okay	RB	okay
,	,	,
so	RB	so
I	PP	I
would	MD	would
like	VB	like
you	PP	you
to	TO	to
please	VB	please
bring	VB	bring
up	RP	up
your	PP$	your
papers	NNS	paper
.	SENT	.
I	PP	I
think	VBP	think
what	WP	what
video	NN	video
offers	VBZ	offer
for	IN	for
us	PP	us
is	VBZ	be
a	DT	a
certain	JJ	certain
degree	NN	degree
of	IN	of
reality	NN	reality
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
really	RB	really
dispute	VBP	dispute
what	WP	what
you	PP	you
see	VBP	see
on	IN	on
the	DT	the
video	NN	video
,	,	,
and	CC	and
there	EX	there
is	VBZ	be
a	DT	a
lot	NN	lot
to	TO	to
be	VB	be
learned	VBN	learn
from	IN	from
that	DT	that
,	,	,
and	CC	and
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
ways	NNS	way
that	IN	that
we	PP	we
can	MD	can
grow	VB	grow
as	IN	as
a	DT	a
profession	NN	profession
when	WRB	when
we	PP	we
actually	RB	actually
get	VBP	get
to	TO	to
see	VB	see
this	DT	this
.	SENT	.
I	PP	I
just	RB	just
have	VBP	have
a	DT	a
flip	JJ	flip
camera	NN	camera
and	CC	and
a	DT	a
little	JJ	little
tripod	NN	tripod
and	CC	and
invested	VBN	invest
in	IN	in
this	DT	this
tiny	JJ	tiny
little	JJ	little
wide-angle	NN	wide-angle
lens	NN	lens
.	SENT	.
At	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
class	NN	class
,	,	,
I	PP	I
just	RB	just
perch	VBP	perch
it	PP	it
in	IN	in
the	DT	the
back	NN	back
of	IN	of
the	DT	the
classroom	NN	classroom
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
perfect	JJ	perfect
shot	NN	shot
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
catch	VB	catch
every	DT	every
little	JJ	little
thing	NN	thing
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
But	CC	but
I	PP	I
can	MD	can
hear	VB	hear
the	DT	the
sound	NN	sound
.	SENT	.
I	PP	I
can	MD	can
see	VB	see
a	DT	a
lot	NN	lot
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
learn	VB	learn
a	DT	a
lot	NN	lot
from	IN	from
it	PP	it
.	SENT	.
So	RB	so
it	PP	it
really	RB	really
has	VBZ	have
been	VBN	be
a	DT	a
simple	JJ	simple
but	CC	but
powerful	JJ	powerful
tool	NN	tool
in	IN	in
my	PP$	my
own	JJ	own
reflection	NN	reflection
.	SENT	.
All	DT	all
right	NN	right
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
look	NN	look
at	IN	at
the	DT	the
long	JJ	long
one	CD	one
first	JJ	first
,	,	,
okay	JJ	okay
?	SENT	?
Once	IN	once
I	PP	I
'	POS	'
m	NN	m
finished	VBD	finish
taping	NN	taping
,	,	,
then	RB	then
I	PP	I
put	VBP	put
it	PP	it
in	IN	in
my	PP$	my
computer	NN	computer
,	,	,
and	CC	and
then	RB	then
I	NP	I
'	POS	'
ll	NNS	<unknown>
scan	VB	scan
it	PP	it
and	CC	and
take	VB	take
a	DT	a
peek	NN	peek
at	IN	at
it	PP	it
.	SENT	.
If	IN	if
I	PP	I
don	VBP	don
'	''	'
t	NN	t
write	VB	write
things	NNS	thing
down	RB	down
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
remember	VB	remember
them	PP	them
.	SENT	.
So	IN	so
having	VBG	have
the	DT	the
notes	NNS	note
is	VBZ	be
a	DT	a
part	NN	part
of	IN	of
my	PP$	my
thinking	NN	thinking
process	NN	process
,	,	,
and	CC	and
I	PP	I
discover	VBP	discover
what	WP	what
I	PP	I
'	POS	'
m	NN	m
seeing	VBG	see
as	IN	as
I	PP	I
'	POS	'
m	NN	m
writing	NN	writing
.	SENT	.
I	PP	I
really	RB	really
have	VBP	have
used	VBN	use
it	PP	it
for	IN	for
my	PP$	my
own	JJ	own
personal	JJ	personal
growth	NN	growth
and	CC	and
my	PP$	my
own	JJ	own
personal	JJ	personal
reflection	NN	reflection
on	IN	on
teaching	VBG	teach
strategy	NN	strategy
and	CC	and
methodology	NN	methodology
and	CC	and
classroom	NN	classroom
management	NN	management
,	,	,
and	CC	and
just	RB	just
all	RB	all
of	IN	of
those	DT	those
different	JJ	different
facets	NNS	facet
of	IN	of
the	DT	the
classroom	NN	classroom
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
glad	JJ	glad
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
actually	RB	actually
done	VBN	do
the	DT	the
process	NN	process
before	IN	before
so	RB	so
we	PP	we
can	MD	can
kind	RB	kind
of	IN	of
compare	VB	compare
what	WP	what
works	VBZ	work
,	,	,
what	WP	what
doesn	NP	<unknown>
'	POS	'
t	NN	t
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
video	NN	video
exposes	VBZ	expose
so	RB	so
much	RB	much
of	IN	of
what	WP	what
'	POS	'
s	NN	S
intrinsic	JJ	intrinsic
to	TO	to
us	PP	us
as	IN	as
teachers	NNS	teacher
in	IN	in
ways	NNS	way
that	WDT	that
help	VBP	help
us	PP	us
learn	VB	learn
and	CC	and
help	VB	help
us	PP	us
understand	VB	understand
,	,	,
and	CC	and
then	RB	then
help	VB	help
our	PP$	our
broader	JJR	broad
communities	NNS	community
understand	VBP	understand
what	WP	what
this	DT	this
complex	JJ	complex
work	NN	work
is	VBZ	be
really	RB	really
all	RB	all
about	RB	about
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
is	VBZ	be
a	DT	a
way	NN	way
to	TO	to
exemplify	VB	exemplify
and	CC	and
illustrate	VB	illustrate
things	NNS	thing
that	IN	that
we	PP	we
cannot	MD	can
convey	VB	convey
in	IN	in
a	DT	a
lesson	NN	lesson
plan	NN	plan
,	,	,
things	NNS	thing
you	PP	you
cannot	MD	can
convey	VB	convey
in	IN	in
a	DT	a
standard	NN	standard
,	,	,
things	NNS	thing
that	IN	that
you	PP	you
cannot	MD	can
even	RB	even
sometimes	RB	sometimes
convey	VB	convey
in	IN	in
a	DT	a
book	NN	book
of	IN	of
pedagogy	NN	pedagogy
.	SENT	.
Alrighty	NP	<unknown>
,	,	,
everybody	NN	everybody
,	,	,
have	VBP	have
a	DT	a
great	JJ	great
weekend	NN	weekend
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
see	VBP	see
you	PP	you
later	RBR	later
.	SENT	.
[	SYM	[
Every	DT	every
classroom	NN	classroom
could	MD	could
look	VB	look
like	IN	like
that	WDT	that
]	SYM	]
Bill	NP	Bill
Gates	NP	Gates
:	:	:
One	CD	one
day	NN	day
,	,	,
we	PP	we
'	POS	'
d	NN	d
like	IN	like
every	DT	every
classroom	NN	classroom
in	IN	in
America	NP	America
to	TO	to
look	VB	look
something	NN	something
like	IN	like
that	DT	that
.	SENT	.
But	CC	but
we	PP	we
still	RB	still
have	VBP	have
more	JJR	more
work	NN	work
to	TO	to
do	VB	do
.	SENT	.
Diagnosing	VBG	diagnose
areas	NNS	area
where	WRB	where
a	DT	a
teacher	NN	teacher
needs	VBZ	need
to	TO	to
improve	VB	improve
is	VBZ	be
only	RB	only
half	PDT	half
the	DT	the
battle	NN	battle
.	SENT	.
We	PP	we
also	RB	also
have	VB	have
to	TO	to
give	VB	give
them	PP	them
the	DT	the
tools	NNS	tool
they	PP	they
need	VBP	need
to	TO	to
act	VB	act
on	IN	on
the	DT	the
diagnosis	NN	diagnosis
.	SENT	.
If	IN	if
you	PP	you
learn	VBP	learn
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
improve	VB	improve
the	DT	the
way	NN	way
you	PP	you
teach	VBP	teach
fractions	NNS	fraction
,	,	,
you	PP	you
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
watch	VB	watch
a	DT	a
video	NN	video
of	IN	of
the	DT	the
best	JJS	good
person	NN	person
in	IN	in
the	DT	the
world	NN	world
teaching	NN	teaching
fractions	NNS	fraction
.	SENT	.
So	RB	so
building	VBG	build
this	DT	this
complete	JJ	complete
teacher	NN	teacher
feedback	NN	feedback
and	CC	and
improvement	NN	improvement
system	NN	system
won	VBD	win
'	''	'
t	NN	t
be	VB	be
easy	JJ	easy
.	SENT	.
For	IN	for
example	NN	example
,	,	,
I	PP	I
know	VBP	know
some	DT	some
teachers	NNS	teacher
aren	NN	<unknown>
'	POS	'
t	NN	t
immediately	RB	immediately
comfortable	JJ	comfortable
with	IN	with
the	DT	the
idea	NN	idea
of	IN	of
a	DT	a
camera	NN	camera
in	IN	in
the	DT	the
classroom	NN	classroom
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
understandable	JJ	understandable
,	,	,
but	CC	but
our	PP$	our
experience	NN	experience
with	IN	with
MET	VBN	meet
suggests	VBZ	suggest
that	IN	that
if	IN	if
teachers	NNS	teacher
manage	VBP	manage
the	DT	the
process	NN	process
,	,	,
if	IN	if
they	PP	they
collect	VBP	collect
video	NN	video
in	IN	in
their	PP$	their
own	JJ	own
classrooms	NNS	classroom
,	,	,
and	CC	and
they	PP	they
pick	VBP	pick
the	DT	the
lessons	NNS	lesson
they	PP	they
want	VBP	want
to	TO	to
submit	VB	submit
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
will	MD	will
be	VB	be
eager	JJ	eager
to	TO	to
participate	VB	participate
.	SENT	.
Building	VBG	build
this	DT	this
system	NN	system
will	MD	will
also	RB	also
require	VB	require
a	DT	a
considerable	JJ	considerable
investment	NN	investment
.	SENT	.
Our	PP$	our
foundation	NN	foundation
estimates	VBZ	estimate
that	IN	that
it	PP	it
could	MD	could
cost	VB	cost
up	RP	up
to	TO	to
five	CD	five
billion	NN	billion
dollars	NNS	dollar
.	SENT	.
Now	RB	now
that	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
big	JJ	big
number	NN	number
,	,	,
but	CC	but
to	TO	to
put	VB	put
it	PP	it
in	IN	in
perspective	NN	perspective
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
less	RBR	less
than	IN	than
two	CD	two
percent	NN	percent
of	IN	of
what	WP	what
we	PP	we
spend	VBP	spend
every	DT	every
year	NN	year
on	IN	on
teacher	NN	teacher
salaries	NNS	salary
.	SENT	.
The	DT	the
impact	NN	impact
for	IN	for
teachers	NNS	teacher
would	MD	would
be	VB	be
phenomenal	JJ	phenomenal
.	SENT	.
We	PP	we
would	MD	would
finally	RB	finally
have	VB	have
a	DT	a
way	NN	way
to	TO	to
give	VB	give
them	PP	them
feedback	NN	feedback
,	,	,
as	RB	as
well	RB	well
as	IN	as
the	DT	the
means	VBZ	mean
to	TO	to
act	VB	act
on	IN	on
it	PP	it
.	SENT	.
But	CC	but
this	DT	this
system	NN	system
would	MD	would
have	VB	have
an	DT	an
even	RB	even
more	RBR	more
important	JJ	important
benefit	NN	benefit
for	IN	for
our	PP$	our
country	NN	country
.	SENT	.
It	PP	it
would	MD	would
put	VB	put
us	PP	us
on	IN	on
a	DT	a
path	NN	path
to	TO	to
making	VBG	make
sure	JJ	sure
all	PDT	all
