By	IN	by
going	VBG	go
through	IN	through
the	DT	the
Fourth	JJ	fourth
Industrial	NP	Industrial
Revolution	NP	Revolution
right	RB	right
now	RB	now
,	,	,
which	WDT	which
means	VBZ	mean
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
merger	NN	merger
of	IN	of
the	DT	the
physical	JJ	physical
,	,	,
cyber	NN	<unknown>
,	,	,
and	CC	and
biological	JJ	biological
worlds	NNS	world
.	SENT	.
It	PP	it
means	VBZ	mean
that	IN	that
because	IN	because
of	IN	of
massive	JJ	massive
interconnectivity	NN	interconnectivity
and	CC	and
the	DT	the
availability	NN	availability
of	IN	of
artificial	JJ	artificial
intelligence	NN	intelligence
and	CC	and
robotics	NNS	robotic
,	,	,
many	JJ	many
of	IN	of
the	DT	the
jobs	NNS	job
that	WDT	that
we	PP	we
know	VBP	know
and	CC	and
are	VBP	be
used	VBN	use
to	TO	to
right	RB	right
now	RB	now
won	VBN	win
'	''	'
t	NN	t
exist	VBP	exist
in	IN	in
the	DT	the
future	NN	future
.	SENT	.
So	IN	so
the	DT	the
challenge	NN	challenge
is	VBZ	be
a	DT	a
lot	RB	lot
greater	JJR	great
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
than	IN	than
it	PP	it
even	RB	even
was	VBD	be
when	WRB	when
Asia	NP	Asia
was	VBD	be
industrializing	VBG	industrialize
,	,	,
for	IN	for
example	NN	example
.	SENT	.
To	TO	to
add	VB	add
to	TO	to
this	DT	this
,	,	,
one	CD	one
of	IN	of
the	DT	the
kinds	NNS	kind
of	IN	of
person	NN	person
that	IN	that
you	PP	you
need	VBP	need
for	IN	for
industrialization	NN	industrialization
is	VBZ	be
an	DT	an
engineer	NN	engineer
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
really	RB	really
in	IN	in
short	JJ	short
supply	NN	supply
on	IN	on
the	DT	the
continent	NN	continent
.	SENT	.
If	IN	if
you	PP	you
compare	VBP	compare
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
number	NN	number
of	IN	of
engineers	NNS	engineer
that	IN	that
those	DT	those
same	JJ	same
Asian	JJ	Asian
countries	NNS	country
had	VBD	have
a	DT	a
couple	NN	couple
of	IN	of
decades	NNS	decade
ago	RB	ago
when	WRB	when
they	PP	they
were	VBD	be
industrializing	VBG	industrialize
,	,	,
we	PP	we
fall	VBP	fall
far	RB	far
short	JJ	short
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
taught	VBD	teach
for	IN	for
a	DT	a
while	NN	while
,	,	,
and	CC	and
many	JJ	many
of	IN	of
the	DT	the
students	NNS	student
who	WP	who
are	VBP	be
studying	VBG	study
engineering	NN	engineering
end	NN	end
up	IN	up
actually	RB	actually
working	VBG	work
in	IN	in
auditing	VBG	audit
firms	NNS	firm
and	CC	and
banks	NNS	bank
,	,	,
and	CC	and
many	JJ	many
of	IN	of
them	PP	them
spend	VBP	spend
half	PDT	half
their	PP$	their
time	NN	time
doing	VBG	do
accounting	NN	accounting
and	CC	and
so	RB	so
on	IN	on
as	IN	as
they	PP	they
'	''	'
re	IN	re
preparing	VBG	prepare
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
was	VBD	be
fortunate	JJ	fortunate
enough	RB	enough
to	TO	to
do	VB	do
my	PP$	my
undergrad	NN	<unknown>
and	CC	and
postgrad	NN	<unknown>
education	NN	education
in	IN	in
the	DT	the
UK	NP	UK
and	CC	and
the	DT	the
US	NP	US
,	,	,
in	IN	in
countries	NNS	country
,	,	,
environments	NNS	environment
,	,	,
where	WRB	where
there	EX	there
was	VBD	be
all	PDT	all
the	DT	the
equipment	NN	equipment
that	IN	that
you	PP	you
required	VBD	require
,	,	,
all	RB	all
the	DT	the
sophistication	NN	sophistication
in	IN	in
the	DT	the
systems	NNS	system
,	,	,
and	CC	and
then	RB	then
I	PP	I
worked	VBD	work
for	IN	for
about	RB	about
three	CD	three
years	NNS	year
in	IN	in
Japan	NP	Japan
doing	VBG	do
R&D	NN	R&D
for	IN	for
a	DT	a
large	JJ	large
firm	NN	firm
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
was	VBD	be
very	RB	very
used	VBN	use
to	TO	to
having	VBG	have
good	JJ	good
equipment	NN	equipment
,	,	,
and	CC	and
went	VBD	go
back	RB	back
home	NN	home
and	CC	and
joined	VBD	join
the	DT	the
Faculty	NN	faculty
of	IN	of
Engineering	NP	Engineering
at	IN	at
the	DT	the
University	NP	University
of	IN	of
Nairobi	NP	Nairobi
,	,	,
wanting	VBG	want
to	TO	to
contribute	VB	contribute
and	CC	and
be	VB	be
on	IN	on
the	DT	the
continent	NN	continent
.	SENT	.
And	CC	and
I	PP	I
quickly	RB	quickly
found	VBD	find
I	PP	I
was	VBD	be
really	RB	really
quite	RB	quite
useless	JJ	useless
,	,	,
because	IN	because
there	RB	there
wasn	NN	<unknown>
'	''	'
t	NN	t
all	PDT	all
the	DT	the
equipment	NN	equipment
that	IN	that
I	PP	I
had	VBD	have
become	VBN	become
accustomed	VBN	accustom
to	TO	to
available	JJ	available
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
teaching	VBG	teach
students	NNS	student
who	WP	who
I	PP	I
would	MD	would
find	VB	find
very	RB	very
bright	JJ	bright
ideas	NNS	idea
in	IN	in
their	PP$	their
minds	NNS	mind
and	CC	and
they	PP	they
'	POS	'
d	NN	d
be	VB	be
presenting	VBG	present
things	NNS	thing
that	IN	that
I	PP	I
knew	VBD	know
if	IN	if
only	RB	only
we	PP	we
had	VBD	have
sufficient	JJ	sufficient
equipment	NN	equipment
,	,	,
they	PP	they
'	POS	'
d	NN	d
be	VB	be
able	JJ	able
to	TO	to
really	RB	really
contribute	VB	contribute
to	TO	to
the	DT	the
challenge	NN	challenge
of	IN	of
industrialization	NN	industrialization
.	SENT	.
So	RB	so
I	PP	I
kind	JJ	kind
of	IN	of
had	VBD	have
to	TO	to
change	VB	change
hats	NNS	hat
,	,	,
and	CC	and
became	VBD	become
quite	RB	quite
entrepreneurial	JJ	entrepreneurial
and	CC	and
started	VBD	start
looking	VBG	look
for	IN	for
money	NN	money
to	TO	to
buy	VB	buy
the	DT	the
equipment	NN	equipment
that	IN	that
we	PP	we
required	VBD	require
.	SENT	.
And	CC	and
I	PP	I
heard	VBD	hear
about	IN	about
a	DT	a
concept	NN	concept
out	RP	out
of	IN	of
MIT	NP	MIT
,	,	,
called	VBD	call
the	DT	the
Fab	NP	Fab
Labs	NP	Labs
.	SENT	.
These	DT	these
are	VBP	be
digital	JJ	digital
fabrication	NN	fabrication
labs	NNS	lab
that	WDT	that
allow	VBP	allow
,	,	,
in	IN	in
a	DT	a
rather	RB	rather
small	JJ	small
space	NN	space
with	IN	with
not	RB	not
very	RB	very
expensive	JJ	expensive
equipment	NN	equipment
,	,	,
people	NNS	people
to	TO	to
have	VB	have
access	NN	access
to	TO	to
these	DT	these
tools	NNS	tool
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
make	VB	make
almost	RB	almost
anything	NN	anything
,	,	,
as	IN	as
the	DT	the
slogan	NN	slogan
goes	VBZ	go
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
convince	VB	convince
a	DT	a
government	NN	government
official	NN	official
to	TO	to
buy	VB	buy
one	CD	one
of	IN	of
these	DT	these
for	IN	for
the	DT	the
university	NN	university
where	WRB	where
I	PP	I
was	VBD	be
teaching	VBG	teach
.	SENT	.
And	CC	and
immediately	RB	immediately
,	,	,
we	PP	we
had	VBD	have
wonderful	JJ	wonderful
results	NNS	result
.	SENT	.
We	PP	we
saw	VBD	see
all	DT	all
kinds	NNS	kind
of	IN	of
innovations	NNS	innovation
coming	VBG	come
through	RP	through
,	,	,
and	CC	and
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
this	DT	this
context	NN	context
at	IN	at
the	DT	the
university	NN	university
,	,	,
engineering	NN	engineering
students	NNS	student
from	IN	from
different	JJ	different
disciplines	NNS	discipline
were	VBD	be
doing	VBG	do
the	DT	the
lab	NN	lab
and	CC	and
practical	JJ	practical
exercises	NNS	exercise
together	RB	together
in	IN	in
the	DT	the
same	JJ	same
space	NN	space
.	SENT	.
Normally	RB	normally
,	,	,
they	PP	they
'	POS	'
d	NN	d
be	VB	be
siloed	VBN	<unknown>
.	SENT	.
And	CC	and
not	RB	not
just	RB	just
that	IN	that
,	,	,
but	CC	but
students	NNS	student
who	WP	who
weren	NNS	<unknown>
'	POS	'
t	NN	t
engineers	NNS	engineer
at	IN	at
all	DT	all
were	VBD	be
also	RB	also
working	VBG	work
in	IN	in
the	DT	the
same	JJ	same
place	NN	place
,	,	,
and	CC	and
non-students	NNS	non-student
,	,	,
people	NNS	people
who	WP	who
had	VBD	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
the	DT	the
university	NN	university
,	,	,
were	VBD	be
also	RB	also
coming	VBG	come
into	IN	into
this	DT	this
space	NN	space
.	SENT	.
So	RB	so
you	PP	you
had	VBD	have
this	DT	this
rich	JJ	rich
mix	NN	mix
of	IN	of
people	NNS	people
,	,	,
people	NNS	people
who	WP	who
think	VBP	think
differently	RB	differently
from	IN	from
one	CD	one
another	DT	another
,	,	,
and	CC	and
this	DT	this
always	RB	always
is	VBZ	be
really	RB	really
good	JJ	good
for	IN	for
innovation	NN	innovation
.	SENT	.
I	PP	I
was	VBD	be
really	RB	really
proud	JJ	proud
of	IN	of
what	WP	what
we	PP	we
were	VBD	be
seeing	VBG	see
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
my	PP$	my
surprise	NN	surprise
when	WRB	when
one	CD	one
day	NN	day
the	DT	the
dean	NN	dean
of	IN	of
engineering	NN	engineering
came	VBD	come
and	CC	and
said	VBD	say
to	TO	to
me	PP	me
,	,	,
"	''	"
Kamau	NP	<unknown>
,	,	,
the	DT	the
students	NNS	student
who	WP	who
spend	VBP	spend
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
in	IN	in
the	DT	the
Fab	NP	Fab
Lab	NP	Lab
are	VBP	be
failing	VBG	fail
their	PP$	their
exams	NNS	exam
.	SENT	.
"	''	"
I	PP	I
said	VBD	say
,	,	,
"	``	"
What	WP	what
do	VBP	do
you	PP	you
mean	VBP	mean
?	SENT	?
"	``	"
And	CC	and
I	PP	I
looked	VBD	look
into	IN	into
it	PP	it
,	,	,
and	CC	and
he	PP	he
was	VBD	be
right	JJ	right
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
they	PP	they
were	VBD	be
failing	VBG	fail
is	VBZ	be
that	IN	that
they	PP	they
'	POS	'
d	NN	d
honed	VBD	hone
their	PP$	their
skills	NNS	skill
so	RB	so
well	RB	well
in	IN	in
certain	JJ	certain
things	NNS	thing
that	IN	that
they	PP	they
were	VBD	be
going	VBG	go
out	RP	out
into	IN	into
the	DT	the
city	NN	city
and	CC	and
offering	NN	offering
services	NNS	service
for	IN	for
money	NN	money
.	SENT	.
So	RB	so
they	PP	they
were	VBD	be
making	VBG	make
money	NN	money
—	:	-
and	CC	and
they	PP	they
therefore	RB	therefore
weren	NNS	<unknown>
'	POS	'
t	NN	t
focusing	VBG	focus
on	IN	on
their	PP$	their
studies	NNS	study
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
,	,	,
what	WP	what
a	DT	a
good	JJ	good
problem	NN	problem
to	TO	to
have	VB	have
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
quote	VB	quote
me	PP	me
on	IN	on
that	DT	that
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
an	DT	an
academician	NN	academician
.	SENT	.
So	RB	so
we	PP	we
needed	VBD	need
to	TO	to
scale	VB	scale
this	DT	this
,	,	,
and	CC	and
at	IN	at
the	DT	the
university	NN	university
,	,	,
things	NNS	thing
were	VBD	be
a	DT	a
bit	NN	bit
too	RB	too
bureaucratic	JJ	bureaucratic
,	,	,
and	CC	and
so	RB	so
I	PP	I
moved	VBD	move
out	RP	out
and	CC	and
I	PP	I
hooked	VBD	hook
up	RP	up
with	IN	with
people	NNS	people
who	WP	who
,	,	,
in	IN	in
Nairobi	NP	Nairobi
,	,	,
were	VBD	be
providing	VBG	provide
spaces	NNS	space
for	IN	for
IT	PP	it
experts	NNS	expert
to	TO	to
share	VB	share
fast	JJ	fast
internet	NN	Internet
and	CC	and
things	NNS	thing
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
some	DT	some
of	IN	of
these	DT	these
places	NNS	place
are	VBP	be
really	RB	really
quite	RB	quite
famous	JJ	famous
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
made	VBD	make
Kenya	NP	Kenya
famous	JJ	famous
for	IN	for
IT	PP	it
.	SENT	.
And	CC	and
together	RB	together
we	PP	we
set	VBD	set
up	RP	up
a	DT	a
space	NN	space
which	WDT	which
we	PP	we
are	VBP	be
setting	VBG	set
up	RP	up
right	RB	right
now	RB	now
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
moved	VBD	move
from	IN	from
where	WRB	where
we	PP	we
were	VBD	be
.	SENT	.
We	PP	we
are	VBP	be
in	IN	in
a	DT	a
much	RB	much
larger	JJR	large
space	NN	space
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
sort	NN	sort
of	IN	of
making	VBG	make
available	JJ	available
a	DT	a
wide	JJ	wide
range	NN	range
of	IN	of
equipment	NN	equipment
,	,	,
including	VBG	include
the	DT	the
digital	JJ	digital
fabrication	NN	fabrication
tools	NNS	tool
that	IN	that
I	PP	I
mentioned	VBD	mention
,	,	,
and	CC	and
analog	JJ	analog
tools	NNS	tool
,	,	,
to	TO	to
anybody	NN	anybody
really	RB	really
,	,	,
on	IN	on
a	DT	a
membership	NN	membership
basis	NN	basis
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
bit	NN	bit
like	IN	like
a	DT	a
gym	NN	gym
,	,	,
so	RB	so
you	PP	you
come	VBP	come
in	IN	in
,	,	,
you	PP	you
pay	VBP	pay
,	,	,
you	PP	you
get	VBP	get
taught	VBN	teach
how	WRB	how
to	TO	to
use	VB	use
the	DT	the
equipment	NN	equipment
,	,	,
and	CC	and
then	RB	then
you	PP	you
'	POS	'
re	NN	re
set	VBD	set
free	JJ	free
to	TO	to
innovate	VB	innovate
and	CC	and
do	VB	do
whatever	WDT	whatever
it	PP	it
is	VBZ	be
that	IN	that
you	PP	you
want	VBP	want
,	,	,
and	CC	and
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
an	DT	an
engineer	NN	engineer
,	,	,
necessarily	RB	necessarily
.	SENT	.
And	CC	and
some	DT	some
of	IN	of
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
space	NN	space
are	VBP	be
setting	VBG	set
up	RP	up
a	DT	a
small	JJ	small
company	NN	company
.	SENT	.
They	PP	they
just	RB	just
need	VBP	need
a	DT	a
space	NN	space
at	IN	at
a	DT	a
desk	NN	desk
,	,	,
and	CC	and
so	RB	so
we	PP	we
provide	VBP	provide
that	IN	that
at	IN	at
a	DT	a
fee	NN	fee
,	,	,
and	CC	and
others	NNS	other
take	VBP	take
up	RB	up
bigger	JJR	big
spaces	NNS	space
and	CC	and
are	VBP	be
able	JJ	able
to	TO	to
set	VB	set
up	RP	up
their	PP$	their
offices	NNS	office
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
further	RBR	further
along	RB	along
.	SENT	.
Maybe	RB	maybe
their	PP$	their
company	NN	company
has	VBZ	have
been	VBN	be
running	VBG	run
for	IN	for
a	DT	a
certain	JJ	certain
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
And	CC	and
so	IN	so
we	PP	we
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
accommodate	VB	accommodate
all	DT	all
of	IN	of
this	DT	this
in	IN	in
an	DT	an
innovation	NN	innovation
space	NN	space
that	WDT	that
is	VBZ	be
really	RB	really
quite	RB	quite
active	JJ	active
.	SENT	.
What	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
in	IN	in
this	DT	this
image	NN	image
over	IN	over
here	RB	here
is	VBZ	be
Douglas	NP	Douglas
,	,	,
and	CC	and
Douglas	NP	Douglas
is	VBZ	be
an	DT	an
electrical	JJ	electrical
engineer	NN	engineer
,	,	,
one	CD	one
of	IN	of
the	DT	the
people	NNS	people
who	WP	who
was	VBD	be
really	RB	really
active	JJ	active
in	IN	in
the	DT	the
Fab	NP	Fab
Lab	NP	Lab
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
pretty	RB	pretty
sure	RB	sure
he	PP	he
passed	VBD	pass
his	PP$	his
exams	NNS	exam
.	SENT	.
And	CC	and
the	DT	the
image	NN	image
on	IN	on
the	DT	the
top	JJ	top
left	NN	left
is	VBZ	be
a	DT	a
copper	NN	copper
sheet	NN	sheet
.	SENT	.
And	CC	and
he	PP	he
designed	VBD	design
a	DT	a
circuit	NN	circuit
that	IN	that
the	DT	the
client	NN	client
came	VBD	come
to	TO	to
him	PP	him
and	CC	and
said	VBD	say
,	,	,
"	``	"
I	PP	I
need	VBP	need
this	DT	this
circuit	NN	circuit
for	IN	for
a	DT	a
pay-as-you-go	JJ	pay-as-you-go
system	NN	system
.	SENT	.
"	''	"
And	CC	and
so	RB	so
this	DT	this
is	VBZ	be
a	DT	a
model	NN	model
for	IN	for
business	NN	business
that	RB	that
'	POS	'
s	NN	S
made	VBD	make
accessibility	NN	accessibility
to	TO	to
goods	NNS	good
and	CC	and
services	NNS	service
for	IN	for
very	RB	very
poor	JJ	poor
people	NNS	people
really	RB	really
much	RB	much
easier	JJR	easy
,	,	,
because	IN	because
they	PP	they
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
pay	VB	pay
a	DT	a
little	JJ	little
bit	NN	bit
,	,	,
like	IN	like
a	DT	a
dollar	NN	dollar
a	DT	a
day	NN	day
,	,	,
for	IN	for
example	NN	example
,	,	,
for	IN	for
a	DT	a
specific	JJ	specific
service	NN	service
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
company	NN	company
wanted	VBD	want
to	TO	to
pilot	VB	pilot
a	DT	a
new	JJ	new
idea	NN	idea
that	IN	that
they	PP	they
had	VBD	have
,	,	,
and	CC	and
so	RB	so
they	PP	they
just	RB	just
needed	VBD	need
50	CD	@card@
circuits	NNS	circuit
,	,	,
so	RB	so
they	PP	they
hired	VBD	hire
him	PP	him
to	TO	to
make	VB	make
them	PP	them
,	,	,
and	CC	and
what	WP	what
you	PP	you
'	''	'
re	IN	re
seeing	VBG	see
him	PP	him
doing	VBG	do
there	RB	there
is	VBZ	be
,	,	,
he	PP	he
'	POS	'
s	NN	S
able	JJ	able
to	TO	to
design	VB	design
on	IN	on
the	DT	the
computer	NN	computer
what	WP	what
the	DT	the
circuit	NN	circuit
will	MD	will
be	VB	be
and	CC	and
then	RB	then
transfer	VB	transfer
it	PP	it
to	TO	to
an	DT	an
etching	NN	etching
process	NN	process
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
image	NN	image
on	IN	on
the	DT	the
top	JJ	top
right	NN	right
—	:	-
and	CC	and
then	RB	then
populate	VB	populate
the	DT	the
board	NN	board
using	VBG	use
this	DT	this
robot	NN	robot
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
would	MD	would
normally	RB	normally
take	VB	take
him	PP	him
maybe	RB	maybe
a	DT	a
day	NN	day
or	CC	or
something	NN	something
to	TO	to
solder	VB	solder
by	IN	by
hand	NN	hand
,	,	,
he	PP	he
can	MD	can
do	VB	do
in	IN	in
a	DT	a
few	JJ	few
minutes	NNS	minute
using	VBG	use
this	DT	this
machine	NN	machine
.	SENT	.
So	RB	so
he	PP	he
was	VBD	be
able	JJ	able
to	TO	to
complete	VB	complete
the	DT	the
entire	JJ	entire
order	NN	order
within	IN	within
Gearbox	NN	gearbox
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
really	RB	really
important	JJ	important
,	,	,
because	IN	because
if	IN	if
it	PP	it
wasn	NN	<unknown>
'	POS	'
t	NN	t
for	IN	for
what	WP	what
we	PP	we
provided	VBD	provide
right	RB	right
now	RB	now
,	,	,
he	PP	he
would	MD	would
have	VB	have
had	VBN	have
to	TO	to
have	VB	have
hired	VBN	hire
a	DT	a
company	NN	company
in	IN	in
China	NP	China
to	TO	to
do	VB	do
this	DT	this
,	,	,
and	CC	and
because	IN	because
it	PP	it
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
small	JJ	small
order	NN	order
,	,	,
it	PP	it
would	MD	would
have	VB	have
taken	VBN	take
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
It	PP	it
would	MD	would
be	VB	be
a	DT	a
small	JJ	small
company	NN	company
,	,	,
because	IN	because
big	JJ	big
companies	NNS	company
wouldn	NN	<unknown>
'	POS	'
t	NN	t
take	VB	take
small	JJ	small
orders	NNS	order
,	,	,
and	CC	and
even	RB	even
then	RB	then
,	,	,
if	IN	if
they	PP	they
got	VBD	get
a	DT	a
bigger	JJR	big
order	NN	order
,	,	,
they	PP	they
'	POS	'
d	NN	d
bump	VB	bump
him	PP	him
off	RP	off
in	IN	in
favor	NN	favor
of	IN	of
that	DT	that
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NN	S
language	NN	language
problems	NNS	problem
and	CC	and
so	RB	so
on	RB	on
,	,	,
so	RB	so
being	VBG	be
able	JJ	able
to	TO	to
do	VB	do
it	PP	it
in	IN	in
country	NN	country
is	VBZ	be
really	RB	really
very	RB	very
important	JJ	important
,	,	,
and	CC	and
of	IN	of
course	NN	course
piloting	NN	piloting
as	IN	as
a	DT	a
phase	NN	phase
within	IN	within
the	DT	the
progress	NN	progress
of	IN	of
the	DT	the
business	NN	business
idea	NN	idea
is	VBZ	be
extremely	RB	extremely
important	JJ	important
,	,	,
because	IN	because
you	PP	you
can	MD	can
go	VB	go
back	RB	back
and	CC	and
make	VB	make
corrections	NNS	correction
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
In	IN	in
this	DT	this
image	NN	image
—	:	-
Thank	VB	thank
you	PP	you
.	SENT	.
In	IN	in
this	DT	this
image	NN	image
you	PP	you
see	VBP	see
on	IN	on
the	DT	the
top	JJ	top
left	NN	left
,	,	,
what	WP	what
you	PP	you
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
is	VBZ	be
a	DT	a
3D	JJ	3D
render	NN	render
of	IN	of
a	DT	a
digital	JJ	digital
fabrication	NN	fabrication
machine	NN	machine
.	SENT	.
In	IN	in
this	DT	this
instance	NN	instance
,	,	,
it	PP	it
doubles	VBZ	double
as	IN	as
a	DT	a
plasma	NN	plasma
cutter	NN	cutter
and	CC	and
also	RB	also
a	DT	a
wood	NN	wood
router	NN	router
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
plasma	NN	plasma
cutter	NN	cutter
makes	VBZ	make
possible	JJ	possible
the	DT	the
cutting	NN	cutting
of	IN	of
plate	NN	plate
and	CC	and
sheet	NN	sheet
metal	NN	metal
,	,	,
and	CC	and
basically	RB	basically
,	,	,
you	PP	you
make	VBP	make
a	DT	a
design	NN	design
on	IN	on
the	DT	the
computer	NN	computer
and	CC	and
send	VB	send
it	PP	it
over	RP	over
to	TO	to
the	DT	the
machine	NN	machine
,	,	,
and	CC	and
then	RB	then
quickly	RB	quickly
and	CC	and
precisely	RB	precisely
,	,	,
it	PP	it
will	MD	will
cut	VB	cut
the	DT	the
shapes	NNS	shape
you	PP	you
want	VBP	want
.	SENT	.
But	CC	but
in	IN	in
this	DT	this
machine	NN	machine
,	,	,
you	PP	you
can	MD	can
also	RB	also
change	VB	change
the	DT	the
plasma	NN	plasma
cutter	NN	cutter
and	CC	and
put	VB	put
on	IN	on
a	DT	a
spindle	NN	spindle
,	,	,
and	CC	and
then	RB	then
you	PP	you
can	MD	can
carve	VB	carve
wood	NN	wood
as	IN	as
well	RB	well
.	SENT	.
So	RB	so
this	DT	this
was	VBD	be
designed	VBN	design
by	IN	by
my	PP$	my
Head	NP	Head
of	IN	of
Engineering	NP	Engineering
.	SENT	.
His	PP$	his
name	NN	name
is	VBZ	be
Wachira	NP	<unknown>
,	,	,
and	CC	and
when	WRB	when
I	PP	I
hired	VBD	hire
him	PP	him
about	IN	about
two	CD	two
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
asked	VBD	ask
him	PP	him
,	,	,
"	``	"
Just	RB	just
give	VB	give
me	PP	me
two	CD	two
years	NNS	year
,	,	,
and	CC	and
by	IN	by
the	DT	the
time	NN	time
you	PP	you
'	POS	'
ve	NN	ve
trained	VBD	train
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
so	IN	so
that	WDT	that
we	PP	we
have	VBP	have
good	JJ	good
staff	NN	staff
under	IN	under
you	PP	you
,	,	,
then	RB	then
you	PP	you
can	MD	can
move	VB	move
out	RP	out
and	CC	and
become	VB	become
a	DT	a
good	JJ	good
story	NN	story
for	IN	for
us	PP	us
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
'	POS	'
s	NN	S
just	RB	just
happened	VBD	happen
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
got	VBD	get
two	CD	two
types	NNS	type
of	IN	of
customers	NNS	customer
.	SENT	.
The	DT	the
higher-tier	NN	<unknown>
customer	NN	customer
