Lindsay	NP	Lindsay
in	IN	in
,	,	,
the	DT	the
range	NN	range
of	IN	of
services	NNS	service
and	CC	and
products	NNS	product
,	,	,
of	IN	of
industries	NNS	industry
and	CC	and
different	JJ	different
types	NNS	type
of	IN	of
buildings	NNS	building
and	CC	and
stores	NNS	store
and	CC	and
fulfillment	NN	fulfillment
centers	NNS	center
,	,	,
and	CC	and
of	IN	of
course	NN	course
,	,	,
all	DT	all
of	IN	of
our	PP$	our
online	JJ	online
infrastructure	NN	infrastructure
and	CC	and
business	NN	business
as	IN	as
well	RB	well
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
committed	VBN	commit
to	TO	to
reaching	VBG	reach
net	JJ	net
zero	CD	zero
emissions	NNS	emission
.	SENT	.
I	PP	I
think	VBP	think
our	PP$	our
size	NN	size
and	CC	and
our	PP$	our
scale	NN	scale
can	MD	can
actually	RB	actually
be	VB	be
a	DT	a
tremendous	JJ	tremendous
advantage	NN	advantage
.	SENT	.
It	PP	it
forces	VBZ	force
us	PP	us
to	TO	to
think	VB	think
about	IN	about
our	PP$	our
carbon	NN	carbon
footprint	NN	footprint
throughout	IN	throughout
all	DT	all
of	IN	of
our	PP$	our
businesses	NNS	business
,	,	,
our	PP$	our
operations	NNS	operation
,	,	,
our	PP$	our
technologies	NNS	technology
,	,	,
our	PP$	our
services	NNS	service
,	,	,
our	PP$	our
products	NNS	product
.	SENT	.
And	CC	and
at	IN	at
one	CD	one
end	NN	end
,	,	,
we	PP	we
want	VBP	want
to	TO	to
power	VB	power
our	PP$	our
operations	NNS	operation
by	IN	by
100	CD	@card@
percent	NN	percent
renewable	JJ	renewable
energy	NN	energy
by	IN	by
2025	CD	@card@
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
also	RB	also
making	VBG	make
sure	JJ	sure
that	IN	that
when	WRB	when
you	PP	you
receive	VBP	receive
a	DT	a
shipment	NN	shipment
,	,	,
we	PP	we
'	POS	'
re	NN	re
at	IN	at
net	JJ	net
zero	NN	zero
carbon	NN	carbon
all	PDT	all
the	DT	the
way	NN	way
through	IN	through
those	DT	those
operations	NNS	operation
.	SENT	.
And	CC	and
we	PP	we
want	VBP	want
to	TO	to
do	VB	do
this	DT	this
in	IN	in
a	DT	a
very	RB	very
Amazonian	JJ	Amazonian
way	NN	way
.	SENT	.
So	RB	so
we	PP	we
took	VBD	take
a	DT	a
number	NN	number
of	IN	of
years	NNS	year
to	TO	to
build	VB	build
what	WP	what
we	PP	we
call	VBP	call
"	``	"
a	DT	a
carbon	NN	carbon
system	NN	system
of	IN	of
record	NN	record
.	SENT	.
"	``	"
These	DT	these
are	VBP	be
tools	NNS	tool
that	WDT	that
allow	VBP	allow
us	PP	us
to	TO	to
think	VB	think
about	IN	about
this	DT	this
holistically	RB	holistically
across	IN	across
the	DT	the
company	NN	company
.	SENT	.
LL	NP	LL
:	:	:
Dave	NP	Dave
,	,	,
Amazon	NP	Amazon
has	VBZ	have
made	VBN	make
a	DT	a
pledge	NN	pledge
,	,	,
you	PP	you
call	VBP	call
it	PP	it
"	``	"
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
,	,	,
"	''	"
to	TO	to
be	VB	be
net	JJ	net
zero	NN	zero
across	IN	across
your	PP$	your
business	NN	business
by	IN	by
2040	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
10	CD	@card@
years	NNS	year
ahead	RB	ahead
of	IN	of
the	DT	the
Paris	NP	Paris
Agreement	NP	Agreement
.	SENT	.
Give	VB	give
us	PP	us
a	DT	a
sense	NN	sense
of	IN	of
the	DT	the
scale	NN	scale
of	IN	of
transformation	NN	transformation
that	IN	that
that	DT	that
calls	NNS	call
for	IN	for
across	IN	across
your	PP$	your
operations	NNS	operation
.	SENT	.
DC	NP	DC
:	:	:
It	PP	it
'	POS	'
s	NN	S
very	RB	very
daunting	JJ	daunting
.	SENT	.
When	WRB	when
we	PP	we
started	VBD	start
this	DT	this
process	NN	process
,	,	,
we	PP	we
started	VBD	start
from	IN	from
a	DT	a
position	NN	position
of	IN	of
science	NN	science
,	,	,
of	IN	of
digging	VBG	dig
in	RP	in
and	CC	and
understanding	VBG	understand
all	PDT	all
the	DT	the
inputs	NNS	input
of	IN	of
our	PP$	our
business	NN	business
,	,	,
what	WDT	what
parts	NNS	part
of	IN	of
our	PP$	our
business	NN	business
create	VB	create
and	CC	and
put	VB	put
carbon	NN	carbon
into	IN	into
the	DT	the
environment	NN	environment
,	,	,
what	WP	what
are	VBP	be
the	DT	the
elements	NNS	element
,	,	,
each	DT	each
piece	NN	piece
of	IN	of
that	DT	that
process	NN	process
,	,	,
and	CC	and
how	WRB	how
do	VBP	do
we	PP	we
improve	VB	improve
them	PP	them
.	SENT	.
And	CC	and
as	IN	as
we	PP	we
started	VBD	start
looking	VBG	look
at	IN	at
that	DT	that
,	,	,
we	PP	we
said	VBD	say
,	,	,
well	RB	well
,	,	,
how	WRB	how
are	VBP	be
we	PP	we
going	VBG	go
to	TO	to
meet	VB	meet
these	DT	these
objectives	NNS	objective
?	SENT	?
And	CC	and
it	PP	it
really	RB	really
requires	VBZ	require
innovation	NN	innovation
across	IN	across
almost	RB	almost
every	DT	every
aspect	NN	aspect
of	IN	of
the	DT	the
business	NN	business
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
in	IN	in
our	PP$	our
renewable	JJ	renewable
space	NN	space
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
in	IN	in
electrification	NN	electrification
of	IN	of
our	PP$	our
vehicles	NNS	vehicle
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
in	IN	in
our	PP$	our
packaging	NN	packaging
and	CC	and
processes	NNS	process
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
working	VBG	work
with	IN	with
manufacturers	NNS	manufacturer
.	SENT	.
Essentially	RB	essentially
,	,	,
the	DT	the
entire	JJ	entire
span	NN	span
of	IN	of
our	PP$	our
supply	NN	supply
chain	NN	chain
is	VBZ	be
required	VBN	require
to	TO	to
modify	VB	modify
to	TO	to
meet	VB	meet
the	DT	the
objectives	NNS	objective
of	IN	of
this	DT	this
over	IN	over
time	NN	time
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
was	VBD	be
so	RB	so
important	JJ	important
.	SENT	.
LL	NP	LL
:	:	:
Kara	NP	Kara
,	,	,
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
is	VBZ	be
not	RB	not
just	RB	just
about	IN	about
Amazon	NP	Amazon
.	SENT	.
You	PP	you
'	''	'
re	IN	re
inviting	VBG	invite
other	JJ	other
companies	NNS	company
to	TO	to
join	VB	join
you	PP	you
.	SENT	.
KH	NP	KH
:	:	:
We	PP	we
know	VBP	know
with	IN	with
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
we	PP	we
cannot	MD	can
do	VB	do
this	DT	this
alone	RB	alone
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
take	VB	take
companies	NNS	company
,	,	,
but	CC	but
partnership	NN	partnership
also	RB	also
with	IN	with
governments	NNS	government
and	CC	and
communities	NNS	community
and	CC	and
individuals	NNS	individual
who	WP	who
will	MD	will
come	VB	come
up	RP	up
with	IN	with
solutions	NNS	solution
and	CC	and
new	JJ	new
technologies	NNS	technology
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
engage	VB	engage
our	PP$	our
full	JJ	full
supply	NN	supply
chain	NN	chain
as	RB	as
well	RB	well
as	IN	as
other	JJ	other
companies	NNS	company
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
really	RB	really
excited	VBN	excite
that	IN	that
already	RB	already
11	CD	@card@
major	JJ	major
organizations	NNS	organization
have	VBP	have
signed	VBN	sign
on	RP	on
to	TO	to
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
with	IN	with
us	PP	us
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
accelerate	VB	accelerate
innovation	NN	innovation
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
established	VBD	establish
a	DT	a
two-billion-dollar	JJ	two-billion-dollar
Climate	NN	climate
Pledge	NN	pledge
Fund	NP	Fund
to	TO	to
invest	VB	invest
in	IN	in
these	DT	these
companies	NNS	company
whose	WP$	whose
products	NNS	product
and	CC	and
solutions	NNS	solution
will	MD	will
facilitate	VB	facilitate
the	DT	the
transition	NN	transition
to	TO	to
a	DT	a
low-carbon	NN	low-carbon
economy	NN	economy
.	SENT	.
So	RB	so
we	PP	we
know	VBP	know
this	DT	this
is	VBZ	be
a	DT	a
very	RB	very
ambitious	JJ	ambitious
challenge	NN	challenge
,	,	,
but	CC	but
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
the	DT	the
greatest	JJS	great
impact	NN	impact
in	IN	in
the	DT	the
shortest	JJS	short
possible	JJ	possible
timeline	NN	timeline
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
exciting	JJ	exciting
to	TO	to
share	VB	share
the	DT	the
complexity	NN	complexity
about	IN	about
how	WRB	how
we	PP	we
think	VBP	think
about	IN	about
this	DT	this
at	IN	at
Amazon	NP	Amazon
with	IN	with
other	JJ	other
companies	NNS	company
and	CC	and
invite	VB	invite
them	PP	them
to	TO	to
come	VB	come
along	RP	along
with	IN	with
us	PP	us
.	SENT	.
LL	NP	LL
:	:	:
Dave	NP	Dave
,	,	,
when	WRB	when
a	DT	a
company	NN	company
like	IN	like
Amazon	NP	Amazon
moves	NNS	move
,	,	,
it	PP	it
can	MD	can
have	VB	have
a	DT	a
huge	JJ	huge
impact	NN	impact
across	IN	across
supply	NN	supply
chains	NNS	chain
.	SENT	.
Give	VB	give
us	PP	us
an	DT	an
example	NN	example
or	CC	or
two	CD	two
of	IN	of
how	WRB	how
a	DT	a
decision	NN	decision
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
made	VBN	make
is	VBZ	be
catalyzing	VBG	catalyze
innovation	NN	innovation
across	IN	across
the	DT	the
sector	NN	sector
.	SENT	.
DC	NP	DC
:	:	:
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
,	,	,
just	RB	just
the	DT	the
example	NN	example
of	IN	of
Rivian	NP	<unknown>
.	SENT	.
Rivian	NP	<unknown>
is	VBZ	be
the	DT	the
electric	JJ	electric
vehicle	NN	vehicle
manufacturer	NN	manufacturer
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
build	VB	build
100	CD	@card@
,	,	,
000	CD	@card@
electric	JJ	electric
delivery	NN	delivery
vehicles	NNS	vehicle
for	IN	for
our	PP$	our
delivery	NN	delivery
fleet	NN	fleet
.	SENT	.
When	WRB	when
we	PP	we
went	VBD	go
out	RP	out
and	CC	and
made	VBD	make
this	DT	this
investment	NN	investment
,	,	,
the	DT	the
number	NN	number
of	IN	of
new	JJ	new
companies	NNS	company
that	WDT	that
started	VBD	start
to	TO	to
spawn	VB	spawn
relative	JJ	relative
to	TO	to
supporting	VBG	support
Rivian	NP	<unknown>
,	,	,
to	TO	to
new	JJ	new
electric	JJ	electric
delivery	NN	delivery
vehicles	NNS	vehicle
,	,	,
to	TO	to
even	RB	even
alternative	JJ	alternative
fuels	NNS	fuel
--	:	--
we	PP	we
started	VBD	start
getting	VBG	get
calls	NNS	call
about	IN	about
alternative	JJ	alternative
jet	NN	jet
fuel	VB	fuel
the	DT	the
day	NN	day
we	PP	we
put	VBD	put
out	RP	out
that	DT	that
announcement	NN	announcement
on	IN	on
Rivian	NP	<unknown>
.	SENT	.
So	RB	so
as	RB	as
soon	RB	soon
as	IN	as
people	NNS	people
saw	VBD	see
that	IN	that
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
invest	VB	invest
real	JJ	real
capital	NN	capital
for	IN	for
substantive	JJ	substantive
portions	NNS	portion
of	IN	of
our	PP$	our
operations	NNS	operation
--	:	--
these	DT	these
aren	NN	<unknown>
'	POS	'
t	NN	t
hobbies	NNS	hobby
,	,	,
but	CC	but
putting	VBG	put
real	JJ	real
money	NN	money
into	IN	into
big	JJ	big
pieces	NNS	piece
of	IN	of
our	PP$	our
operations	NNS	operation
--	:	--
it	PP	it
was	VBD	be
amazing	JJ	amazing
,	,	,
the	DT	the
amount	NN	amount
of	IN	of
companies	NNS	company
that	WDT	that
started	VBD	start
coming	VBG	come
out	RP	out
who	WP	who
had	VBD	have
an	DT	an
emergent	JJ	emergent
technology	NN	technology
here	RB	here
or	CC	or
had	VBD	have
a	DT	a
great	JJ	great
idea	NN	idea
and	CC	and
needed	JJ	needed
help	NN	help
in	IN	in
getting	VBG	get
manufacturing	NN	manufacturing
started	VBD	start
.	SENT	.
There	EX	there
was	VBD	be
just	RB	just
example	NN	example
after	IN	after
example	NN	example
of	IN	of
those	DT	those
.	SENT	.
LL	NP	LL
:	:	:
Dave	NP	Dave
,	,	,
Kara	NP	Kara
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
being	VBG	be
with	IN	with
us	PP	us
.	SENT	.
We	PP	we
wish	VBP	wish
you	PP	you
every	DT	every
success	NN	success
with	IN	with
the	DT	the
Climate	NN	climate
Pledge	NN	pledge
and	CC	and
really	RB	really
can	MD	can
'	''	'
t	NN	t
wait	VB	wait
to	TO	to
see	VB	see
the	DT	the
progress	NN	progress
you	PP	you
guys	NNS	guy
are	VBP	be
going	VBG	go
to	TO	to
make	VB	make
.	SENT	.
DC	NP	DC
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
honor	NN	honor
to	TO	to
be	VB	be
here	RB	here
and	CC	and
be	VB	be
part	NN	part
of	IN	of
such	PDT	such
an	DT	an
amazing	JJ	amazing
event	NN	event
.	SENT	.
KH	NP	KH
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
