Six	CD	six
what	WP	what
he	PP	he
called	VBD	call
the	DT	the
most	RBS	most
ambitious	JJ	ambitious
and	CC	and
comprehensive	JJ	comprehensive
open	JJ	open
data	NNS	datum
legislation	NN	legislation
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
In	IN	in
a	DT	a
lot	NN	lot
of	IN	of
ways	NNS	way
,	,	,
he	PP	he
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
In	IN	in
the	DT	the
last	JJ	last
two	CD	two
years	NNS	year
,	,	,
the	DT	the
city	NN	city
has	VBZ	have
released	VBN	release
1	CD	@card@
,	,	,
000	CD	@card@
datasets	NNS	<unknown>
on	IN	on
our	PP$	our
open	JJ	open
data	NNS	datum
portal	NN	portal
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
awesome	JJ	awesome
.	SENT	.
So	RB	so
you	PP	you
go	VBP	go
and	CC	and
look	VBP	look
at	IN	at
data	NNS	datum
like	IN	like
this	DT	this
,	,	,
and	CC	and
instead	RB	instead
of	IN	of
just	RB	just
counting	VBG	count
the	DT	the
number	NN	number
of	IN	of
cabs	NNS	cab
,	,	,
we	PP	we
can	MD	can
start	VB	start
to	TO	to
ask	VB	ask
different	JJ	different
questions	NNS	question
.	SENT	.
So	RB	so
I	PP	I
had	VBD	have
a	DT	a
question	NN	question
.	SENT	.
When	WRB	when
'	POS	'
s	JJ	<unknown>
rush	NN	rush
hour	NN	hour
in	IN	in
New	NP	New
York	NP	York
City	NP	City
?	SENT	?
It	PP	it
can	MD	can
be	VB	be
pretty	RB	pretty
bothersome	JJ	bothersome
.	SENT	.
When	WRB	when
is	VBZ	be
rush	NN	rush
hour	NN	hour
exactly	RB	exactly
?	SENT	?
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
these	DT	these
cabs	NNS	cab
aren	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
numbers	NNS	number
,	,	,
these	DT	these
are	VBP	be
GPS	NP	GPS
recorders	NNS	recorder
driving	VBG	drive
around	RP	around
in	IN	in
our	PP$	our
city	NN	city
streets	NNS	street
recording	VBG	record
each	DT	each
and	CC	and
every	DT	every
ride	NN	ride
they	PP	they
take	VBP	take
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
data	NNS	datum
there	RB	there
,	,	,
and	CC	and
I	PP	I
looked	VBD	look
at	IN	at
that	DT	that
data	NNS	datum
,	,	,
and	CC	and
I	PP	I
made	VBD	make
a	DT	a
plot	NN	plot
of	IN	of
the	DT	the
average	JJ	average
speed	NN	speed
of	IN	of
taxis	NNS	taxi
in	IN	in
New	NP	New
York	NP	York
City	NP	City
throughout	IN	throughout
the	DT	the
day	NN	day
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
that	IN	that
from	IN	from
about	IN	about
midnight	NN	midnight
to	TO	to
around	RB	around
5:18	CD	@card@
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
speed	NN	speed
increases	NNS	increase
,	,	,
and	CC	and
at	IN	at
that	DT	that
point	NN	point
,	,	,
things	NNS	thing
turn	VBP	turn
around	RP	around
,	,	,
and	CC	and
they	PP	they
get	VBP	get
slower	JJR	slow
and	CC	and
slower	JJR	slow
and	CC	and
slower	JJR	slow
until	IN	until
about	RB	about
8:35	CD	@card@
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
when	WRB	when
they	PP	they
end	VBP	end
up	RP	up
at	IN	at
around	IN	around
11	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
miles	NNS	mile
per	IN	per
hour	NN	hour
.	SENT	.
The	DT	the
average	JJ	average
taxi	NN	taxi
is	VBZ	be
going	VBG	go
11	CD	@card@
and	CC	and
a	DT	a
half	JJ	half
miles	NNS	mile
per	IN	per
hour	NN	hour
on	IN	on
our	PP$	our
city	NN	city
streets	NNS	street
,	,	,
and	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
it	PP	it
stays	VBZ	stay
that	IN	that
way	NN	way
for	IN	for
the	DT	the
entire	JJ	entire
day	NN	day
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
to	TO	to
myself	PP	myself
,	,	,
I	PP	I
guess	VBP	guess
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
rush	NN	rush
hour	NN	hour
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
just	RB	just
a	DT	a
rush	NN	rush
day	NN	day
.	SENT	.
Makes	VBZ	make
sense	NN	sense
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
important	JJ	important
for	IN	for
a	DT	a
couple	NN	couple
of	IN	of
reasons	NNS	reason
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
transportation	NN	transportation
planner	NN	planner
,	,	,
this	DT	this
might	MD	might
be	VB	be
pretty	RB	pretty
interesting	JJ	interesting
to	TO	to
know	VB	know
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
get	VB	get
somewhere	RB	somewhere
quickly	RB	quickly
,	,	,
you	PP	you
now	RB	now
know	VBP	know
to	TO	to
set	VB	set
your	PP$	your
alarm	NN	alarm
for	IN	for
4:45	CD	@card@
in	IN	in
the	DT	the
morning	NN	morning
and	CC	and
you	PP	you
'	POS	'
re	NN	re
all	RB	all
set	VBN	set
.	SENT	.
New	NP	New
York	NP	York
,	,	,
right	RB	right
?	SENT	?
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
story	NN	story
behind	IN	behind
this	DT	this
data	NNS	datum
.	SENT	.
This	DT	this
data	NNS	datum
wasn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
available	JJ	available
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
.	SENT	.
It	PP	it
actually	RB	actually
came	VBD	come
from	IN	from
something	NN	something
called	VBD	call
a	DT	a
Freedom	NN	freedom
of	IN	of
Information	NP	Information
Law	NP	Law
Request	NN	request
,	,	,
or	CC	or
a	DT	a
FOIL	NN	foil
Request	NN	request
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
form	NN	form
you	PP	you
can	MD	can
find	VB	find
on	IN	on
the	DT	the
Taxi	NN	taxi
and	CC	and
Limousine	NN	limousine
Commission	NN	commission
website	NN	website
.	SENT	.
In	IN	in
order	NN	order
to	TO	to
access	VB	access
this	DT	this
data	NNS	datum
,	,	,
you	PP	you
need	VBP	need
to	TO	to
go	VB	go
get	VB	get
this	DT	this
form	NN	form
,	,	,
fill	VB	fill
it	PP	it
out	RP	out
,	,	,
and	CC	and
they	PP	they
will	MD	will
notify	VB	notify
you	PP	you
,	,	,
and	CC	and
a	DT	a
guy	NN	guy
named	VBN	name
Chris	NP	Chris
Whong	NP	<unknown>
did	VBD	do
exactly	RB	exactly
that	RB	that
.	SENT	.
Chris	NP	Chris
went	VBD	go
down	RP	down
,	,	,
and	CC	and
they	PP	they
told	VBD	tell
him	PP	him
,	,	,
"	``	"
Just	RB	just
bring	VB	bring
a	DT	a
brand	NN	brand
new	JJ	new
hard	JJ	hard
drive	NN	drive
down	RB	down
to	TO	to
our	PP$	our
office	NN	office
,	,	,
leave	VB	leave
it	PP	it
here	RB	here
for	IN	for
five	CD	five
hours	NNS	hour
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
copy	VBP	copy
the	DT	the
data	NNS	datum
and	CC	and
you	PP	you
take	VBP	take
it	PP	it
back	RB	back
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
where	WRB	where
this	DT	this
data	NNS	datum
came	VBD	come
from	IN	from
.	SENT	.
Now	RB	now
,	,	,
Chris	NP	Chris
is	VBZ	be
the	DT	the
kind	NN	kind
of	IN	of
guy	NN	guy
who	WP	who
wants	VBZ	want
to	TO	to
make	VB	make
the	DT	the
data	NNS	datum
public	NN	public
,	,	,
and	CC	and
so	RB	so
it	PP	it
ended	VBD	end
up	RB	up
online	JJ	online
for	IN	for
all	DT	all
to	TO	to
use	VB	use
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
where	WRB	where
this	DT	this
graph	NN	graph
came	VBD	come
from	IN	from
.	SENT	.
And	CC	and
the	DT	the
fact	NN	fact
that	IN	that
it	PP	it
exists	VBZ	exist
is	VBZ	be
amazing	JJ	amazing
.	SENT	.
These	DT	these
GPS	NP	GPS
recorders	NNS	recorder
—	:	-
really	RB	really
cool	JJ	cool
.	SENT	.
But	CC	but
the	DT	the
fact	NN	fact
that	IN	that
we	PP	we
have	VBP	have
citizens	NNS	citizen
walking	VBG	walk
around	RP	around
with	IN	with
hard	JJ	hard
drives	NNS	drive
picking	VBG	pick
up	RP	up
data	NNS	datum
from	IN	from
city	NN	city
agencies	NNS	agency
to	TO	to
make	VB	make
it	PP	it
public	JJ	public
—	:	-
it	PP	it
was	VBD	be
already	RB	already
kind	JJ	kind
of	IN	of
public	NN	public
,	,	,
you	PP	you
could	MD	could
get	VB	get
to	TO	to
it	PP	it
,	,	,
but	CC	but
it	PP	it
was	VBD	be
"	``	"
public	JJ	public
,	,	,
"	''	"
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
public	NN	public
.	SENT	.
And	CC	and
we	PP	we
can	MD	can
do	VB	do
better	JJR	good
than	IN	than
that	DT	that
as	IN	as
a	DT	a
city	NN	city
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
our	PP$	our
citizens	NNS	citizen
walking	VBG	walk
around	RP	around
with	IN	with
hard	JJ	hard
drives	NNS	drive
.	SENT	.
Now	RB	now
,	,	,
not	RB	not
every	DT	every
dataset	NN	<unknown>
is	VBZ	be
behind	IN	behind
a	DT	a
FOIL	NN	foil
Request	NN	request
.	SENT	.
Here	RB	here
is	VBZ	be
a	DT	a
map	NN	map
I	PP	I
made	VBD	make
with	IN	with
the	DT	the
most	RBS	most
dangerous	JJ	dangerous
intersections	NNS	intersection
in	IN	in
New	NP	New
York	NP	York
City	NP	City
based	VBN	base
on	IN	on
cyclist	NN	cyclist
accidents	NNS	accident
.	SENT	.
So	IN	so
the	DT	the
red	JJ	red
areas	NNS	area
are	VBP	be
more	RBR	more
dangerous	JJ	dangerous
.	SENT	.
And	CC	and
what	WP	what
it	PP	it
shows	VBZ	show
is	VBZ	be
first	RB	first
the	DT	the
East	JJ	East
side	NN	side
of	IN	of
Manhattan	NP	Manhattan
,	,	,
especially	RB	especially
in	IN	in
the	DT	the
lower	JJR	low
area	NN	area
of	IN	of
Manhattan	NP	Manhattan
,	,	,
has	VBZ	have
more	JJR	more
cyclist	NN	cyclist
accidents	NNS	accident
.	SENT	.
That	DT	that
might	MD	might
make	VB	make
sense	NN	sense
because	IN	because
there	EX	there
are	VBP	be
more	JJR	more
cyclists	NNS	cyclist
coming	VBG	come
off	RP	off
the	DT	the
bridges	NNS	bridge
there	RB	there
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	JJ	<unknown>
other	JJ	other
hotspots	NNS	hotspot
worth	JJ	worth
studying	VBG	study
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
Williamsburg	NP	Williamsburg
.	SENT	.
There	EX	there
'	''	'
s	VBZ	<unknown>
Roosevelt	NP	Roosevelt
Avenue	NP	Avenue
in	IN	in
Queens	NP	Queens
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
exactly	RB	exactly
the	DT	the
kind	NN	kind
of	IN	of
data	NNS	datum
we	PP	we
need	VBP	need
for	IN	for
Vision	NP	Vision
Zero	NP	Zero
.	SENT	.
This	DT	this
is	VBZ	be
exactly	RB	exactly
what	WP	what
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
for	IN	for
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
story	NN	story
behind	IN	behind
this	DT	this
data	NNS	datum
as	RB	as
well	RB	well
.	SENT	.
This	DT	this
data	NNS	datum
didn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
appear	VBP	appear
.	SENT	.
How	WRB	how
many	JJ	many
of	IN	of
you	PP	you
guys	NNS	guy
know	VBP	know
this	DT	this
logo	NN	logo
?	SENT	?
Yeah	RB	yeah
,	,	,
I	PP	I
see	VBP	see
some	DT	some
shakes	VBZ	shake
.	SENT	.
Have	VBP	have
you	PP	you
ever	RB	ever
tried	VBD	try
to	TO	to
copy	VB	copy
and	CC	and
paste	VB	paste
data	NNS	datum
out	RP	out
of	IN	of
a	DT	a
PDF	NN	PDF
and	CC	and
make	VB	make
sense	NN	sense
of	IN	of
it	PP	it
?	SENT	?
I	PP	I
see	VBP	see
more	RBR	more
shakes	VBZ	shake
.	SENT	.
More	JJR	more
of	IN	of
you	PP	you
tried	VBD	try
copying	VBG	copy
and	CC	and
pasting	VBG	paste
than	IN	than
knew	VBD	know
the	DT	the
logo	NN	logo
.	SENT	.
I	PP	I
like	VBP	like
that	RB	that
.	SENT	.
So	RB	so
what	WP	what
happened	VBN	happen
is	VBZ	be
,	,	,
the	DT	the
data	NN	data
that	IN	that
you	PP	you
just	RB	just
saw	VBD	see
was	VBD	be
actually	RB	actually
on	IN	on
a	DT	a
PDF	NN	PDF
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
hundreds	NNS	hundred
and	CC	and
hundreds	NNS	hundred
and	CC	and
hundreds	NNS	hundred
of	IN	of
pages	NNS	page
of	IN	of
PDF	NP	PDF
put	VBD	put
out	RP	out
by	IN	by
our	PP$	our
very	RB	very
own	JJ	own
NYPD	NN	<unknown>
,	,	,
and	CC	and
in	IN	in
order	NN	order
to	TO	to
access	VB	access
it	PP	it
,	,	,
you	PP	you
would	MD	would
either	RB	either
have	VB	have
to	TO	to
copy	VB	copy
and	CC	and
paste	VB	paste
for	IN	for
hundreds	NNS	hundred
and	CC	and
hundreds	NNS	hundred
of	IN	of
hours	NNS	hour
,	,	,
or	CC	or
you	PP	you
could	MD	could
be	VB	be
John	NP	John
Krauss	NP	Krauss
.	SENT	.
John	NP	John
Krauss	NP	Krauss
was	VBD	be
like	JJ	like
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
copy	VB	copy
and	CC	and
paste	VB	paste
this	DT	this
data	NNS	datum
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
write	VB	write
a	DT	a
program	NN	program
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBD	call
the	DT	the
NYPD	NP	<unknown>
Crash	NP	Crash
Data	NP	Data
Band-Aid	NP	Band-Aid
,	,	,
and	CC	and
it	PP	it
goes	VBZ	go
to	TO	to
the	DT	the
NYPD	NN	<unknown>
'	POS	'
s	NN	S
website	NN	website
and	CC	and
it	PP	it
would	MD	would
download	VB	<unknown>
PDFs	NNS	<unknown>
.	SENT	.
Every	DT	every
day	NN	day
it	PP	it
would	MD	would
search	VB	search
;	:	;
if	IN	if
it	PP	it
found	VBD	find
a	DT	a
PDF	NN	PDF
,	,	,
it	PP	it
would	MD	would
download	VB	<unknown>
it	PP	it
and	CC	and
then	RB	then
it	PP	it
would	MD	would
run	VB	run
some	DT	some
PDF-scraping	JJ	<unknown>
program	NN	program
,	,	,
and	CC	and
out	RB	out
would	MD	would
come	VB	come
the	DT	the
text	NN	text
,	,	,
and	CC	and
it	PP	it
would	MD	would
go	VB	go
on	IN	on
the	DT	the
Internet	NN	Internet
,	,	,
and	CC	and
then	RB	then
people	NNS	people
could	MD	could
make	VB	make
maps	NNS	map
like	IN	like
that	DT	that
.	SENT	.
And	CC	and
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
data	NNS	datum
'	POS	'
s	NNS	<unknown>
here	RB	here
,	,	,
the	DT	the
fact	NN	fact
that	IN	that
we	PP	we
have	VBP	have
access	NN	access
to	TO	to
it	PP	it
—	:	-
Every	DT	every
accident	NN	accident
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
is	VBZ	be
a	DT	a
row	NN	row
in	IN	in
this	DT	this
table	NN	table
.	SENT	.
You	PP	you
can	MD	can
imagine	VB	imagine
how	WRB	how
many	JJ	many
PDFs	NNS	<unknown>
that	WDT	that
is	VBZ	be
.	SENT	.
The	DT	the
fact	NN	fact
that	IN	that
we	PP	we
have	VBP	have
access	NN	access
to	TO	to
that	WDT	that
is	VBZ	be
great	JJ	great
,	,	,
but	CC	but
let	VB	let
'	''	'
s	NNS	<unknown>
not	RB	not
release	VB	release
it	PP	it
in	IN	in
PDF	NN	PDF
form	NN	form
,	,	,
because	IN	because
then	RB	then
we	PP	we
'	''	'
re	IN	re
having	VBG	have
our	PP$	our
citizens	NNS	citizen
write	VB	write
PDF	NN	PDF
scrapers	NNS	scraper
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
best	JJS	good
use	NN	use
of	IN	of
our	PP$	our
citizens	NNS	citizen
'	POS	'
time	NN	time
,	,	,
and	CC	and
we	PP	we
as	RB	as
a	DT	a
city	NN	city
can	MD	can
do	VB	do
better	JJR	good
than	IN	than
that	DT	that
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
good	JJ	good
news	NN	news
is	VBZ	be
that	IN	that
the	DT	the
de	NP	de
Blasio	NP	<unknown>
administration	NN	administration
actually	RB	actually
recently	RB	recently
released	VBN	release
this	DT	this
data	NN	data
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
,	,	,
and	CC	and
so	RB	so
now	RB	now
we	PP	we
can	MD	can
actually	RB	actually
have	VB	have
access	NN	access
to	TO	to
it	PP	it
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
data	NNS	datum
still	RB	still
entombed	VBN	entomb
in	IN	in
PDF	NP	PDF
.	SENT	.
For	IN	for
example	NN	example
,	,	,
our	PP$	our
crime	NN	crime
data	NNS	datum
is	VBZ	be
still	RB	still
only	RB	only
available	JJ	available
in	IN	in
PDF	NP	PDF
.	SENT	.
And	CC	and
not	RB	not
just	RB	just
our	PP$	our
crime	NN	crime
data	NNS	datum
,	,	,
our	PP$	our
own	JJ	own
city	NN	city
budget	NN	budget
.	SENT	.
Our	PP$	our
city	NN	city
budget	NN	budget
is	VBZ	be
only	RB	only
readable	JJ	readable
right	RB	right
now	RB	now
in	IN	in
PDF	NN	PDF
form	NN	form
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
us	PP	us
that	DT	that
can	NN	can
'	POS	'
t	NN	t
analyze	VB	analyze
it	PP	it
—	:	-
our	PP$	our
own	JJ	own
legislators	NNS	legislator
who	WP	who
vote	VBP	vote
for	IN	for
the	DT	the
budget	NN	budget
also	RB	also
only	RB	only
get	VB	get
it	PP	it
in	IN	in
PDF	NP	PDF
.	SENT	.
So	IN	so
our	PP$	our
legislators	NNS	legislator
cannot	MD	can
analyze	VB	analyze
the	DT	the
budget	NN	budget
that	IN	that
they	PP	they
are	VBP	be
voting	VBG	vote
for	IN	for
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
as	IN	as
a	DT	a
city	NN	city
we	PP	we
can	MD	can
do	VB	do
a	DT	a
little	RB	little
better	JJR	good
than	IN	than
that	IN	that
as	RB	as
well	RB	well
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
data	NNS	datum
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
hidden	VBN	hide
in	IN	in
PDFs	NP	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
an	DT	an
example	NN	example
of	IN	of
a	DT	a
map	NN	map
I	PP	I
made	VBD	make
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
dirtiest	JJS	dirty
waterways	NNS	waterway
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
Now	RB	now
,	,	,
how	WRB	how
do	VBP	do
I	PP	I
measure	VB	measure
dirty	JJ	dirty
?	SENT	?
Well	RB	well
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
a	DT	a
little	JJ	little
weird	NN	weird
,	,	,
but	CC	but
I	PP	I
looked	VBD	look
at	IN	at
the	DT	the
level	NN	level
of	IN	of
fecal	JJ	fecal
coliform	JJ	coliform
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
measurement	NN	measurement
of	IN	of
fecal	JJ	fecal
matter	NN	matter
in	IN	in
each	DT	each
of	IN	of
our	PP$	our
waterways	NNS	waterway
.	SENT	.
The	DT	the
larger	JJR	large
the	DT	the
circle	NN	circle
,	,	,
the	DT	the
dirtier	JJR	dirty
the	DT	the
water	NN	water
,	,	,
so	RB	so
the	DT	the
large	JJ	large
circles	NNS	circle
are	VBP	be
dirty	JJ	dirty
water	NN	water
,	,	,
the	DT	the
small	JJ	small
circles	NNS	circle
are	VBP	be
cleaner	JJR	clean
.	SENT	.
What	WP	what
you	PP	you
see	VBP	see
is	VBZ	be
inland	RB	inland
waterways	NNS	waterway
.	SENT	.
This	DT	this
is	VBZ	be
all	DT	all
data	NN	data
that	WDT	that
was	VBD	be
sampled	VBN	sample
by	IN	by
the	DT	the
city	NN	city
over	IN	over
the	DT	the
last	JJ	last
five	CD	five
years	NNS	year
.	SENT	.
And	CC	and
inland	JJ	inland
waterways	NNS	waterway
are	VBP	be
,	,	,
in	IN	in
general	JJ	general
,	,	,
dirtier	JJR	dirty
.	SENT	.
That	DT	that
makes	VBZ	make
sense	NN	sense
,	,	,
right	RB	right
?	SENT	?
And	CC	and
the	DT	the
bigger	JJR	big
circles	NNS	circle
are	VBP	be
dirty	JJ	dirty
.	SENT	.
And	CC	and
I	PP	I
learned	VBD	learn
a	DT	a
few	JJ	few
things	NNS	thing
from	IN	from
this	DT	this
.	SENT	.
Number	NN	number
one	CD	one
:	:	:
Never	RB	never
swim	VBP	swim
in	IN	in
anything	NN	anything
that	WDT	that
ends	VBZ	end
in	IN	in
"	``	"
creek	NN	creek
"	''	"
or	CC	or
"	``	"
canal	NN	canal
.	SENT	.
"	''	"
But	CC	but
number	NN	number
two	CD	two
:	:	:
I	PP	I
also	RB	also
found	VBD	find
the	DT	the
dirtiest	JJS	dirty
waterway	NN	waterway
in	IN	in
New	NP	New
York	NP	York
City	NP	City
,	,	,
by	IN	by
this	DT	this
measure	NN	measure
,	,	,
one	CD	one
measure	NN	measure
.	SENT	.
In	IN	in
Coney	NP	Coney
Island	NP	Island
Creek	NP	Creek
,	,	,
which	WDT	which
is	VBZ	be
not	RB	not
the	DT	the
Coney	NP	Coney
Island	NP	Island
you	PP	you
swim	VBP	swim
in	IN	in
,	,	,
