So	RB	so
new	JJ	new
format	NN	format
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
why	WRB	why
I	PP	I
bring	VBP	bring
up	RP	up
radio	NN	radio
is	VBZ	be
that	IN	that
I	PP	I
think	VBP	think
radio	NN	radio
is	VBZ	be
a	DT	a
great	JJ	great
example	NN	example
of	IN	of
how	WRB	how
a	DT	a
new	JJ	new
medium	NN	medium
defines	VBZ	define
new	JJ	new
formats	NNS	format
which	WDT	which
then	RB	then
define	VBP	define
new	JJ	new
stories	NNS	story
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
today	NN	today
,	,	,
we	PP	we
have	VBP	have
an	DT	an
entirely	RB	entirely
new	JJ	new
medium	NN	medium
to	TO	to
play	VB	play
with	IN	with
,	,	,
which	WDT	which
is	VBZ	be
this	DT	this
online	JJ	online
world	NN	world
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
map	NN	map
of	IN	of
verified	VBN	verify
users	NNS	user
on	IN	on
Twitter	NN	twitter
and	CC	and
the	DT	the
connections	NNS	connection
between	IN	between
them	PP	them
.	SENT	.
There	EX	there
are	VBP	be
thousands	NNS	thousand
upon	IN	upon
thousands	NNS	thousand
of	IN	of
them	PP	them
.	SENT	.
Every	DT	every
single	JJ	single
one	CD	one
of	IN	of
these	DT	these
points	NNS	point
is	VBZ	be
its	PP$	its
own	JJ	own
broadcaster	NN	broadcaster
.	SENT	.
We	PP	we
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
to	TO	to
this	DT	this
world	NN	world
of	IN	of
many	JJ	many
to	TO	to
many	JJ	many
,	,	,
where	WRB	where
access	NN	access
to	TO	to
the	DT	the
tools	NNS	tool
is	VBZ	be
the	DT	the
only	JJ	only
barrier	NN	barrier
to	TO	to
broadcasting	NN	broadcasting
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
we	PP	we
should	MD	should
start	VB	start
to	TO	to
see	VB	see
wildly	RB	wildly
new	JJ	new
formats	NNS	format
emerge	VBP	emerge
as	IN	as
people	NNS	people
learn	VBP	learn
how	WRB	how
to	TO	to
tell	VB	tell
stories	NNS	story
in	IN	in
this	DT	this
new	JJ	new
medium	NN	medium
.	SENT	.
I	PP	I
actually	RB	actually
believe	VBP	believe
that	IN	that
we	PP	we
are	VBP	be
in	IN	in
a	DT	a
wide	JJ	wide
open	JJ	open
frontier	NN	frontier
for	IN	for
creative	JJ	creative
experimentation	NN	experimentation
,	,	,
if	IN	if
you	PP	you
will	MD	will
,	,	,
that	IN	that
we	PP	we
'	POS	'
ve	NNS	<unknown>
explored	VBN	explore
and	CC	and
begun	VBN	begin
to	TO	to
settle	VB	settle
this	DT	this
wild	JJ	wild
land	NN	land
of	IN	of
the	DT	the
Internet	NN	Internet
and	CC	and
are	VBP	be
now	RB	now
just	RB	just
getting	VBG	get
ready	JJ	ready
to	TO	to
start	VB	start
to	TO	to
build	VB	build
structures	NNS	structure
on	IN	on
it	PP	it
,	,	,
and	CC	and
those	DT	those
structures	NNS	structure
are	VBP	be
the	DT	the
new	JJ	new
formats	NNS	format
of	IN	of
storytelling	NN	storytelling
that	IN	that
the	DT	the
Internet	NN	Internet
will	MD	will
allow	VB	allow
us	PP	us
to	TO	to
create	VB	create
.	SENT	.
I	PP	I
believe	VBP	believe
this	DT	this
starts	NNS	start
with	IN	with
an	DT	an
evolution	NN	evolution
of	IN	of
existing	VBG	exist
methods	NNS	method
.	SENT	.
The	DT	the
short	JJ	short
story	NN	story
,	,	,
for	IN	for
example	NN	example
,	,	,
people	NNS	people
are	VBP	be
saying	VBG	say
that	IN	that
the	DT	the
short	JJ	short
story	NN	story
is	VBZ	be
experiencing	VBG	experience
a	DT	a
renaissance	NN	renaissance
of	IN	of
sorts	NNS	sort
thanks	NNS	thanks
to	TO	to
e-readers	NP	<unknown>
,	,	,
digital	JJ	digital
marketplaces	NNS	marketplace
.	SENT	.
One	CD	one
writer	NN	writer
,	,	,
Hugh	NP	Hugh
Howey	NP	Howey
,	,	,
experimented	VBN	experiment
with	IN	with
short	JJ	short
stories	NNS	story
on	IN	on
Amazon	NP	Amazon
by	IN	by
releasing	VBG	release
one	CD	one
very	JJ	very
short	JJ	short
story	NN	story
called	VBN	call
"	``	"
Wool	NP	Wool
.	SENT	.
"	``	"
And	CC	and
he	PP	he
actually	RB	actually
says	VBZ	say
that	IN	that
he	PP	he
didn	NNS	<unknown>
'	POS	'
t	NN	t
intend	VBP	intend
for	IN	for
"	``	"
Wool	NP	Wool
"	''	"
to	TO	to
become	VB	become
a	DT	a
series	NN	series
,	,	,
but	CC	but
that	IN	that
the	DT	the
audience	NN	audience
loved	VBD	love
the	DT	the
first	JJ	first
story	NN	story
so	RB	so
much	RB	much
they	PP	they
demanded	VBD	demand
more	JJR	more
,	,	,
and	CC	and
so	RB	so
he	PP	he
gave	VBD	give
them	PP	them
more	RBR	more
.	SENT	.
He	PP	he
gave	VBD	give
them	PP	them
"	``	"
Wool	NP	Wool
2	CD	@card@
,	,	,
"	''	"
which	WDT	which
was	VBD	be
a	DT	a
little	JJ	little
bit	NN	bit
longer	RBR	longer
than	IN	than
the	DT	the
first	JJ	first
one	CD	one
,	,	,
"	''	"
Wool	NP	Wool
3	CD	@card@
,	,	,
"	''	"
which	WDT	which
was	VBD	be
even	RB	even
longer	RBR	longer
,	,	,
culminating	VBG	culminate
in	IN	in
"	``	"
Wool	NP	Wool
5	CD	@card@
,	,	,
"	''	"
which	WDT	which
was	VBD	be
a	DT	a
60	CD	@card@
,	,	,
000-word	NN	<unknown>
novel	NN	novel
.	SENT	.
I	PP	I
think	VBP	think
Howey	NP	Howey
was	VBD	be
able	JJ	able
to	TO	to
do	VB	do
all	DT	all
of	IN	of
this	DT	this
because	IN	because
he	PP	he
had	VBD	have
the	DT	the
quick	JJ	quick
feedback	NN	feedback
system	NN	system
of	IN	of
e-books	NP	<unknown>
.	SENT	.
He	PP	he
was	VBD	be
able	JJ	able
to	TO	to
write	VB	write
and	CC	and
publish	VB	publish
in	IN	in
relatively	RB	relatively
short	JJ	short
order	NN	order
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
mediator	NN	mediator
between	IN	between
him	PP	him
and	CC	and
the	DT	the
audience	NN	audience
.	SENT	.
It	PP	it
was	VBD	be
just	RB	just
him	PP	him
directly	RB	directly
connected	VBN	connect
with	IN	with
his	PP$	his
audience	NN	audience
and	CC	and
building	NN	building
on	IN	on
the	DT	the
feedback	NN	feedback
and	CC	and
enthusiasm	NN	enthusiasm
that	IN	that
they	PP	they
were	VBD	be
giving	VBG	give
him	PP	him
.	SENT	.
So	IN	so
this	DT	this
whole	JJ	whole
project	NN	project
was	VBD	be
an	DT	an
experiment	NN	experiment
.	SENT	.
It	PP	it
started	VBD	start
with	IN	with
the	DT	the
one	CD	one
short	JJ	short
story	NN	story
,	,	,
and	CC	and
I	PP	I
think	VBP	think
the	DT	the
experimentation	NN	experimentation
actually	RB	actually
became	VBD	become
a	DT	a
part	NN	part
of	IN	of
Howey	NP	Howey
'	POS	'
s	NN	S
format	NN	format
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
this	DT	this
medium	NN	medium
enabled	VBD	enable
,	,	,
was	VBD	be
experimentation	NN	experimentation
being	VBG	be
a	DT	a
part	NN	part
of	IN	of
the	DT	the
format	NN	format
itself	PP	itself
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
short	JJ	short
story	NN	story
by	IN	by
the	DT	the
author	NN	author
Jennifer	NP	Jennifer
Egan	NP	Egan
called	VBD	call
"	``	"
Black	NP	Black
Box	NP	Box
.	SENT	.
"	``	"
It	PP	it
was	VBD	be
originally	RB	originally
written	VBN	write
specifically	RB	specifically
with	IN	with
Twitter	NN	twitter
in	IN	in
mind	NN	mind
.	SENT	.
Egan	NP	Egan
convinced	VBD	convince
The	DT	the
New	NP	New
Yorker	NP	Yorker
to	TO	to
start	VB	start
a	DT	a
New	NP	New
Yorker	NP	Yorker
fiction	NN	fiction
account	NN	account
from	IN	from
which	WDT	which
they	PP	they
could	MD	could
tweet	VB	tweet
all	DT	all
of	IN	of
these	DT	these
lines	NNS	line
that	IN	that
she	PP	she
created	VBD	create
.	SENT	.
Now	RB	now
Twitter	NN	twitter
,	,	,
of	IN	of
course	NN	course
,	,	,
has	VBZ	have
a	DT	a
140-character	JJ	<unknown>
limit	NN	limit
.	SENT	.
Egan	NP	Egan
mocked	VBD	mock
that	IN	that
up	RB	up
just	RB	just
writing	VBG	write
manually	RB	manually
in	IN	in
this	DT	this
storyboard	NN	storyboard
sketchbook	NN	sketchbook
,	,	,
used	VBD	use
the	DT	the
physical	JJ	physical
space	NN	space
constraints	NNS	constraint
of	IN	of
those	DT	those
storyboard	NN	storyboard
squares	VBZ	square
to	TO	to
write	VB	write
each	DT	each
individual	NN	individual
tweet	VB	tweet
,	,	,
and	CC	and
those	DT	those
tweets	VBZ	tweet
ended	VBN	end
up	RP	up
becoming	VBG	become
over	IN	over
600	CD	@card@
of	IN	of
them	PP	them
that	WDT	that
were	VBD	be
serialized	VBN	serialize
by	IN	by
The	DT	the
New	NP	New
Yorker	NP	Yorker
.	SENT	.
Every	DT	every
night	NN	night
,	,	,
at	IN	at
8	CD	@card@
p	NN	p
.	SENT	.
m	NN	m
.	SENT	.
,	,	,
you	PP	you
could	MD	could
tune	VB	tune
in	IN	in
to	TO	to
a	DT	a
short	JJ	short
story	NN	story
from	IN	from
The	DT	the
New	NP	New
Yorker	NP	Yorker
'	POS	'
s	JJ	<unknown>
fiction	NN	fiction
account	NN	account
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
pretty	RB	pretty
exciting	JJ	exciting
:	:	:
tune-in	NN	<unknown>
literary	JJ	literary
fiction	NN	fiction
.	SENT	.
The	DT	the
experience	NN	experience
of	IN	of
Egan	NP	Egan
'	POS	'
s	NN	S
story	NN	story
,	,	,
of	IN	of
course	NN	course
,	,	,
like	IN	like
anything	NN	anything
on	IN	on
Twitter	NN	twitter
,	,	,
there	EX	there
were	VBD	be
multiple	JJ	multiple
ways	NNS	way
to	TO	to
experience	VB	experience
it	PP	it
.	SENT	.
You	PP	you
could	MD	could
scroll	VB	scroll
back	RB	back
through	IN	through
it	PP	it
,	,	,
but	CC	but
interestingly	RB	interestingly
,	,	,
if	IN	if
you	PP	you
were	VBD	be
watching	VBG	watch
it	PP	it
live	VBP	live
,	,	,
there	EX	there
was	VBD	be
this	DT	this
suspense	NN	suspense
that	WDT	that
built	VBD	build
because	IN	because
the	DT	the
actual	JJ	actual
tweets	VBZ	tweet
,	,	,
you	PP	you
had	VBD	have
no	DT	no
control	NN	control
over	IN	over
when	WRB	when
you	PP	you
would	MD	would
read	VB	read
them	PP	them
.	SENT	.
They	PP	they
were	VBD	be
coming	VBG	come
at	IN	at
a	DT	a
pretty	JJ	pretty
regular	JJ	regular
clip	NN	clip
,	,	,
but	CC	but
as	IN	as
the	DT	the
story	NN	story
was	VBD	be
building	VBG	build
,	,	,
normally	RB	normally
,	,	,
as	IN	as
a	DT	a
reader	NN	reader
,	,	,
you	PP	you
control	VBP	control
how	WRB	how
fast	JJ	fast
you	PP	you
move	VBP	move
through	IN	through
a	DT	a
text	NN	text
,	,	,
but	CC	but
in	IN	in
this	DT	this
case	NN	case
,	,	,
The	DT	the
New	NP	New
Yorker	NP	Yorker
did	VBD	do
,	,	,
and	CC	and
they	PP	they
were	VBD	be
sending	VBG	send
you	PP	you
bit	NN	bit
by	IN	by
bit	NN	bit
by	IN	by
bit	NN	bit
,	,	,
and	CC	and
you	PP	you
had	VBD	have
this	DT	this
suspense	NN	suspense
of	IN	of
waiting	VBG	wait
for	IN	for
the	DT	the
next	JJ	next
line	NN	line
.	SENT	.
Another	DT	another
great	JJ	great
example	NN	example
of	IN	of
fiction	NN	fiction
and	CC	and
the	DT	the
short	JJ	short
story	NN	story
on	IN	on
Twitter	NN	twitter
,	,	,
Elliott	NP	Elliott
Holt	NP	Holt
is	VBZ	be
an	DT	an
author	NN	author
who	WP	who
wrote	VBD	write
a	DT	a
story	NN	story
called	VBN	call
"	``	"
Evidence	NN	evidence
.	SENT	.
"	''	"
It	PP	it
began	VBD	begin
with	IN	with
this	DT	this
tweet	VBP	tweet
:	:	:
"	``	"
On	IN	on
November	NP	November
28	CD	@card@
at	IN	at
10:13	CD	@card@
p	NN	p
.	SENT	.
m	NN	m
.	SENT	.
,	,	,
a	DT	a
woman	NN	woman
identified	VBN	identify
as	IN	as
Miranda	NP	Miranda
Brown	NP	Brown
,	,	,
44	CD	@card@
,	,	,
of	IN	of
Brooklyn	NP	Brooklyn
,	,	,
fell	VBD	fall
to	TO	to
her	PP$	her
death	NN	death
from	IN	from
the	DT	the
roof	NN	roof
of	IN	of
a	DT	a
Manhattan	NP	Manhattan
hotel	NN	hotel
.	SENT	.
"	''	"
It	PP	it
begins	VBZ	begin
in	IN	in
Elliott	NP	Elliott
'	POS	'
s	NN	S
voice	NN	voice
,	,	,
but	CC	but
then	RB	then
Elliott	NP	Elliott
'	POS	'
s	NN	S
voice	NN	voice
recedes	VBZ	recede
,	,	,
and	CC	and
we	PP	we
hear	VBP	hear
the	DT	the
voices	NNS	voice
of	IN	of
Elsa	NP	Elsa
,	,	,
Margot	NP	Margot
and	CC	and
Simon	NP	Simon
,	,	,
characters	VBZ	character
that	IN	that
Elliott	NP	Elliott
created	VBD	create
on	IN	on
Twitter	NN	twitter
specifically	RB	specifically
to	TO	to
tell	VB	tell
this	DT	this
story	NN	story
,	,	,
a	DT	a
story	NN	story
from	IN	from
multiple	JJ	multiple
perspectives	NNS	perspective
leading	VBG	lead
up	RP	up
to	TO	to
this	DT	this
moment	NN	moment
at	IN	at
10:13	CD	@card@
p	NN	p
.	SENT	.
m	NN	m
.	SENT	.
when	WRB	when
this	DT	this
woman	NN	woman
falls	VBZ	fall
to	TO	to
her	PP$	her
death	NN	death
.	SENT	.
These	DT	these
three	CD	three
characters	NNS	character
brought	VBD	bring
an	DT	an
authentic	JJ	authentic
vision	NN	vision
from	IN	from
multiple	JJ	multiple
perspectives	NNS	perspective
.	SENT	.
One	CD	one
reviewer	NN	reviewer
called	VBN	call
Elliott	NP	Elliott
'	POS	'
s	JJ	<unknown>
story	NN	story
"	''	"
Twitter	NN	twitter
fiction	NN	fiction
done	VBN	do
right	RB	right
,	,	,
"	``	"
because	IN	because
she	PP	she
did	VBD	do
.	SENT	.
She	PP	she
captured	VBD	capture
that	IN	that
voice	NN	voice
and	CC	and
she	PP	she
had	VBD	have
multiple	JJ	multiple
characters	NNS	character
and	CC	and
it	PP	it
happened	VBD	happen
in	IN	in
real	JJ	real
time	NN	time
.	SENT	.
Interestingly	RB	interestingly
,	,	,
though	RB	though
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
just	RB	just
Twitter	NN	twitter
as	IN	as
a	DT	a
distribution	NN	distribution
mechanism	NN	mechanism
.	SENT	.
It	PP	it
was	VBD	be
also	RB	also
Twitter	NN	twitter
as	IN	as
a	DT	a
production	NN	production
mechanism	NN	mechanism
.	SENT	.
Elliott	NP	Elliott
told	VBD	tell
me	PP	me
later	RBR	later
she	PP	she
wrote	VBD	write
the	DT	the
whole	JJ	whole
thing	NN	thing
with	IN	with
her	PP$	her
thumbs	NNS	thumb
.	SENT	.
She	PP	she
laid	VBD	lay
on	IN	on
the	DT	the
couch	NN	couch
and	CC	and
just	RB	just
went	VBD	go
back	RB	back
and	CC	and
forth	RB	forth
between	IN	between
different	JJ	different
characters	NNS	character
tweeting	VBG	tweet
out	RP	out
each	DT	each
line	NN	line
,	,	,
line	NN	line
by	IN	by
line	NN	line
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
this	DT	this
kind	NN	kind
of	IN	of
spontaneous	JJ	spontaneous
creation	NN	creation
of	IN	of
what	WP	what
was	VBD	be
coming	VBG	come
out	RP	out
of	IN	of
the	DT	the
characters	NNS	character
'	POS	'
voices	NNS	voice
really	RB	really
lent	VBD	lend
an	DT	an
authenticity	NN	authenticity
to	TO	to
the	DT	the
characters	NNS	character
themselves	PP	themselves
,	,	,
but	CC	but
also	RB	also
to	TO	to
this	DT	this
format	NN	format
that	IN	that
she	PP	she
had	VBD	have
created	VBN	create
of	IN	of
multiple	JJ	multiple
perspectives	NNS	perspective
in	IN	in
a	DT	a
single	JJ	single
story	NN	story
on	IN	on
Twitter	NN	twitter
.	SENT	.
As	IN	as
you	PP	you
begin	VBP	begin
to	TO	to
play	VB	play
with	IN	with
flexible	JJ	flexible
identity	NN	identity
online	JJ	online
,	,	,
it	PP	it
gets	VBZ	get
even	RB	even
more	RBR	more
interesting	JJ	interesting
as	IN	as
you	PP	you
start	VBP	start
to	TO	to
interact	VB	interact
with	IN	with
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
Things	NNS	thing
like	IN	like
Invisible	JJ	invisible
Obama	NP	<unknown>
or	CC	or
the	DT	the
famous	JJ	famous
"	``	"
binders	NNS	binder
full	JJ	full
of	IN	of
women	NNS	woman
"	''	"
that	WDT	that
came	VBD	come
up	RP	up
during	IN	during
the	DT	the
2012	CD	@card@
election	NN	election
cycle	NN	cycle
,	,	,
or	CC	or
even	RB	even
the	DT	the
fan	NN	fan
fiction	NN	fiction
universe	NN	universe
of	IN	of
"	``	"
West	NP	West
Wing	NP	Wing
"	''	"
Twitter	NN	twitter
in	IN	in
which	WDT	which
you	PP	you
have	VBP	have
all	DT	all
of	IN	of
these	DT	these
accounts	NNS	account
for	IN	for
every	DT	every
single	JJ	single
one	CD	one
of	IN	of
the	DT	the
characters	NNS	character
in	IN	in
"	``	"
The	DT	the
West	NP	West
Wing	NP	Wing
,	,	,
"	''	"
including	VBG	include
the	DT	the
bird	NN	bird
that	IN	that
taps	NNS	tap
at	IN	at
Josh	NP	Josh
Lyman	NP	Lyman
'	POS	'
s	JJ	<unknown>
window	NN	window
in	IN	in
one	CD	one
single	JJ	single
episode	NN	episode
.	SENT	.
All	DT	all
of	IN	of
these	DT	these
are	VBP	be
rapid	JJ	rapid
iterations	NNS	iteration
on	IN	on
a	DT	a
theme	NN	theme
.	SENT	.
They	PP	they
are	VBP	be
creative	JJ	creative
people	NNS	people
experimenting	VBG	experiment
with	IN	with
the	DT	the
bounds	NNS	bound
of	IN	of
what	WP	what
is	VBZ	be
possible	JJ	possible
in	IN	in
this	DT	this
medium	NN	medium
.	SENT	.
You	PP	you
look	VBP	look
at	IN	at
something	NN	something
like	IN	like
"	``	"
West	NP	West
Wing	NP	Wing
"	''	"
Twitter	NN	twitter
,	,	,
in	IN	in
which	WDT	which
you	PP	you
have	VBP	have
these	DT	these
fictional	JJ	fictional
characters	NNS	character
that	WDT	that
engage	VBP	engage
with	IN	with
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
They	PP	they
comment	VB	comment
on	IN	on
politics	NNS	politics
,	,	,
they	PP	they
cry	VBP	cry
out	RP	out
against	IN	against
the	DT	the
evils	NNS	evil
of	IN	of
Congress	NP	Congress
.	SENT	.
Keep	VB	keep
in	IN	in
mind	NN	mind
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	DT	all
Democrats	NPS	Democrats
.	SENT	.
And	CC	and
they	PP	they
engage	VBP	engage
with	IN	with
the	DT	the
real	JJ	real
world	NN	world
.	SENT	.
They	PP	they
respond	VBP	respond
to	TO	to
it	PP	it
.	SENT	.
So	RB	so
once	RB	once
you	PP	you
take	VBP	take
flexible	JJ	flexible
identity	NN	identity
,	,	,
anonymity	NN	anonymity
,	,	,
engagement	NN	engagement
with	IN	with
the	DT	the
real	JJ	real
world	NN	world
,	,	,
and	CC	and
you	PP	you
move	VBP	move
beyond	IN	beyond
simple	JJ	simple
homage	NN	homage
or	CC	or
parody	NN	parody
and	CC	and
you	PP	you
put	VBD	put
these	DT	these
tools	NNS	tool
to	TO	to
work	VB	work
in	IN	in
telling	VBG	tell
a	DT	a
story	NN	story
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
things	NNS	thing
get	VBP	get
really	RB	really
interesting	JJ	interesting
.	SENT	.
So	RB	so
during	IN	during
the	DT	the
Chicago	NP	Chicago
mayoral	JJ	mayoral
election	NN	election
there	EX	there
was	VBD	be
a	DT	a
parody	NN	parody
account	NN	account
.	SENT	.
It	PP	it
was	VBD	be
Mayor	NP	Mayor
Emanuel	NP	Emanuel
.	SENT	.
It	PP	it
gave	VBD	give
you	PP	you
everything	NN	everything
you	PP	you
wanted	VBD	want
from	IN	from
Rahm	NP	Rahm
Emanuel	NP	Emanuel
,	,	,
particularly	RB	particularly
in	IN	in
the	DT	the
expletive	NN	expletive
department	NN	department
.	SENT	.
This	DT	this
foul-mouthed	JJ	foul-mouthed
account	NN	account
followed	VBD	follow
the	DT	the
daily	JJ	daily
activities	NNS	activity
of	IN	of
the	DT	the
race	NN	race
,	,	,
providing	VBG	provide
commentary	NN	commentary
as	IN	as
it	PP	it
went	VBD	go
.	SENT	.
It	PP	it
followed	VBD	follow
all	RB	all
of	IN	of
the	DT	the
natural	JJ	natural
tropes	NNS	trope
of	IN	of
a	DT	a
good	JJ	good
,	,	,
solid	JJ	solid
Twitter	NN	twitter
parody	NN	parody
account	NN	account
,	,	,
but	CC	but
then	RB	then
started	VBD	start
to	TO	to
get	VB	get
weird	JJ	weird
.	SENT	.
And	CC	and
as	IN	as
it	PP	it
progressed	VBD	progress
,	,	,
it	PP	it
moved	VBD	move
from	IN	from
this	DT	this
commentary	NN	commentary
to	TO	to
a	DT	a
multi-week	NN	<unknown>
,	,	,
real-time	JJ	real-time
science	NN	science
fiction	NN	fiction
epic	NN	epic
in	IN	in
which	WDT	which
your	PP$	your
protagonist	NN	protagonist
,	,	,
Rahm	NP	Rahm
Emanuel	NP	Emanuel
,	,	,
engages	VBZ	engage
in	IN	in
multi-dimensional	JJ	multi-dimensional
travel	NN	travel
on	IN	on
election	NN	election
day	NN	day
,	,	,
which	WDT	which
is	VBZ	be
—	:	-
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
happen	VB	happen
.	SENT	.
I	PP	I
double	RB	double
checked	VBD	check
the	DT	the
newspapers	NNS	newspaper
.	SENT	.
And	CC	and
then	RB	then
,	,	,
very	RB	very
interestingly	RB	interestingly
,	,	,
it	PP	it
came	VBD	come
to	TO	to
an	DT	an
end	NN	end
.	SENT	.
This	DT	this
is	VBZ	be
something	NN	something
that	IN	that
doesn	NP	<unknown>
'	POS	'
t	NN	t
usually	RB	usually
happen	VB	happen
with	IN	with
a	DT	a
Twitter	NN	twitter
parody	NN	parody
account	NN	account
.	SENT	.
It	PP	it
ended	VBD	end
,	,	,
a	DT	a
true	JJ	true
narrative	NN	narrative
conclusion	NN	conclusion
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
author	NN	author
,	,	,
Dan	NP	Dan
Sinker	NN	sinker
,	,	,
who	WP	who
was	VBD	be
a	DT	a
journalist	NN	journalist
,	,	,
who	WP	who
was	VBD	be
completely	RB	completely
anonymous	JJ	anonymous
this	DT	this
whole	JJ	whole
time	NN	time
,	,	,
I	PP	I
think	VBP	think
Dan	NP	Dan
—	:	-
it	PP	it
made	VBD	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
for	IN	for
him	PP	him
to	TO	to
turn	VB	turn
this	DT	this
into	IN	into
a	DT	a
book	NN	book
,	,	,
because	IN	because
it	PP	it
was	VBD	be
a	DT	a
narrative	JJ	narrative
format	NN	format
in	IN	in
the	DT	the
end	NN	end
,	,	,
and	CC	and
I	PP	I
think	VBP	think
that	IN	that
turning	VBG	turn
it	PP	it
into	IN	into
a	DT	a
book	NN	book
is	VBZ	be
representative	JJ	representative
of	IN	of
this	DT	this
idea	NN	idea
that	IN	that
he	PP	he
had	VBD	have
created	VBN	create
something	NN	something
new	JJ	new
that	IN	that
needed	VBN	need
to	TO	to
be	VB	be
translated	VBN	translate
into	IN	into
previous	JJ	previous
formats	NNS	format
.	SENT	.
One	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
examples	NNS	example
of	IN	of
something	NN	something
that	RB	that
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
on	IN	on
Twitter	NN	twitter
right	RB	right
now	RB	now
,	,	,
actually	RB	actually
,	,	,
is	VBZ	be
