Hello	UH	hello
if	IN	if
I	PP	I
will	MD	will
make	VB	make
it	PP	it
back	RB	back
to	TO	to
them	PP	them
.	SENT	.
Being	VBG	be
a	DT	a
fixer	NN	fixer
and	CC	and
a	DT	a
journalist	NN	journalist
is	VBZ	be
difficult	JJ	difficult
and	CC	and
dangerous	JJ	dangerous
in	IN	in
Gaza	NP	Gaza
.	SENT	.
But	CC	but
when	WRB	when
I	PP	I
hear	VBP	hear
the	DT	the
sound	NN	sound
of	IN	of
the	DT	the
shelling	VBG	shell
or	CC	or
the	DT	the
sound	NN	sound
of	IN	of
the	DT	the
bombing	NN	bombing
,	,	,
I	PP	I
just	RB	just
head	VBP	head
straight	RB	straight
toward	IN	toward
it	PP	it
,	,	,
because	IN	because
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
there	RB	there
first	JJ	first
,	,	,
because	IN	because
these	DT	these
stories	NNS	story
should	MD	should
be	VB	be
told	VBN	tell
.	SENT	.
When	WRB	when
my	PP$	my
children	NNS	child
were	VBD	be
small	JJ	small
and	CC	and
we	PP	we
heard	VBD	hear
the	DT	the
sound	NN	sound
of	IN	of
the	DT	the
war	NN	war
,	,	,
I	PP	I
used	VBD	use
to	TO	to
tell	VB	tell
them	PP	them
that	IN	that
they	PP	they
were	VBD	be
fireworks	NNS	firework
.	SENT	.
Now	RB	now
they	PP	they
are	VBP	be
older	JJR	old
,	,	,
they	PP	they
understand	VBP	understand
.	SENT	.
I	PP	I
do	VBP	do
have	VB	have
terrible	JJ	terrible
nightmares	NNS	nightmare
because	IN	because
of	IN	of
all	PDT	all
that	DT	that
I	PP	I
witnessed	VBD	witness
during	IN	during
war	NN	war
times	NNS	time
,	,	,
especially	RB	especially
these	DT	these
lifeless	JJ	lifeless
bodies	NNS	body
of	IN	of
young	JJ	young
children	NNS	child
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
a	DT	a
little	JJ	little
girl	NN	girl
,	,	,
her	PP$	her
name	NN	name
is	VBZ	be
Hala	NP	Hala
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
the	DT	the
only	JJ	only
survivor	NN	survivor
from	IN	from
her	PP$	her
family	NN	family
.	SENT	.
Her	PP$	her
picture	NN	picture
will	MD	will
be	VB	be
with	IN	with
me	PP	me
forever	RB	forever
.	SENT	.
I	PP	I
will	MD	will
never	RB	never
forget	VB	forget
her	PP	her
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
proud	JJ	proud
that	IN	that
I	PP	I
can	MD	can
stand	VB	stand
here	RB	here
and	CC	and
be	VB	be
here	RB	here
today	RB	today
with	IN	with
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
proud	JJ	proud
that	IN	that
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
stories	NNS	story
,	,	,
sad	JJ	sad
and	CC	and
happy	JJ	happy
,	,	,
stories	NNS	story
about	IN	about
my	PP$	my
small	JJ	small
corner	NN	corner
of	IN	of
the	DT	the
world	NN	world
,	,	,
Gaza	NP	Gaza
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
proud	JJ	proud
that	IN	that
I	PP	I
am	VBP	be
the	DT	the
first	JJ	first
female	JJ	female
fixer	NN	fixer
working	VBG	work
in	IN	in
Gaza	NP	Gaza
.	SENT	.
And	CC	and
the	DT	the
funny	JJ	funny
thing	NN	thing
is	VBZ	be
they	PP	they
call	VBP	call
me	PP	me
Mr	NN	Mr
.	SENT	.
Rambo	NP	Rambo
in	IN	in
Gaza	NP	Gaza
.	SENT	.
I	PP	I
hope	VBP	hope
one	CD	one
day	NN	day
,	,	,
I	PP	I
will	MD	will
get	VB	get
the	DT	the
chance	NN	chance
to	TO	to
tell	VB	tell
the	DT	the
stories	NNS	story
of	IN	of
all	DT	all
other	JJ	other
women	NNS	woman
,	,	,
all	DT	all
other	JJ	other
amazing	JJ	amazing
women	NNS	woman
I	PP	I
know	VBP	know
in	IN	in
my	PP$	my
country	NN	country
.	SENT	.
I	PP	I
hope	VBP	hope
that	IN	that
one	CD	one
day	NN	day
I	PP	I
can	MD	can
help	VB	help
other	JJ	other
women	NNS	woman
in	IN	in
my	PP$	my
country	NN	country
to	TO	to
be	VB	be
fixers	NNS	fixer
like	IN	like
me	PP	me
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
sometimes	RB	sometimes
,	,	,
I	PP	I
feel	VBP	feel
I	PP	I
can	MD	can
'	''	'
t	NN	t
do	VBP	do
this	DT	this
work	NN	work
anymore	RB	anymore
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
too	RB	too
much	JJ	much
for	IN	for
me	PP	me
.	SENT	.
But	CC	but
I	PP	I
remember	VBP	remember
these	DT	these
words	NNS	word
:	:	:
"	``	"
Don	NP	Don
'	POS	'
t	NN	t
limit	VB	limit
your	PP$	your
challenge	NN	challenge
,	,	,
but	CC	but
challenge	VB	challenge
your	PP$	your
limit	NN	limit
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
allow	VBP	allow
others	NNS	other
to	TO	to
stand	VB	stand
in	IN	in
front	NN	front
of	IN	of
your	PP$	your
dreams	NNS	dream
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
.	SENT	.
