Hi	NP	Hi
to	TO	to
be	VB	be
very	RB	very
easily	RB	easily
understood	VBN	understand
by	IN	by
a	DT	a
typical	JJ	typical
viewer	NN	viewer
.	SENT	.
The	DT	the
rule	NN	rule
of	IN	of
thumb	NN	thumb
was	VBD	be
that	IN	that
,	,	,
if	IN	if
my	PP$	my
mother	NN	mother
couldn	NN	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
it	PP	it
,	,	,
then	RB	then
we	PP	we
couldn	NN	<unknown>
'	POS	'
t	NN	t
use	VB	use
it	PP	it
in	IN	in
the	DT	the
video	NN	video
.	SENT	.
They	PP	they
wanted	VBD	want
band	NN	band
integration	NN	integration
,	,	,
that	WDT	that
is	VBZ	be
,	,	,
the	DT	the
machine	NN	machine
acting	VBG	act
upon	IN	upon
the	DT	the
band	NN	band
members	NNS	member
,	,	,
specifically	RB	specifically
not	RB	not
the	DT	the
other	JJ	other
way	NN	way
around	RB	around
.	SENT	.
They	PP	they
wanted	VBD	want
the	DT	the
machine	NN	machine
action	NN	action
to	TO	to
follow	VB	follow
the	DT	the
song	NN	song
feeling	NN	feeling
.	SENT	.
So	RB	so
as	IN	as
the	DT	the
song	NN	song
picks	VBZ	pick
up	RP	up
emotion	NN	emotion
,	,	,
so	RB	so
should	MD	should
the	DT	the
machine	NN	machine
get	VB	get
grander	JJR	grand
in	IN	in
its	PP$	its
process	NN	process
.	SENT	.
They	PP	they
wanted	VBD	want
us	PP	us
to	TO	to
make	VB	make
use	NN	use
of	IN	of
the	DT	the
space	NN	space
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
this	DT	this
10	CD	@card@
,	,	,
000-square-foot	NN	<unknown>
warehouse	NN	warehouse
we	PP	we
were	VBD	be
using	VBG	use
,	,	,
divided	VBN	divide
between	IN	between
two	CD	two
floors	NNS	floor
.	SENT	.
It	PP	it
included	VBD	include
an	DT	an
exterior	JJ	exterior
loading	NN	loading
dock	NN	dock
.	SENT	.
We	PP	we
used	VBD	use
all	DT	all
of	IN	of
that	WDT	that
,	,	,
including	VBG	include
a	DT	a
giant	JJ	giant
hole	NN	hole
in	IN	in
the	DT	the
floor	NN	floor
that	IN	that
we	PP	we
actually	RB	actually
descended	VBD	descend
the	DT	the
camera	NN	camera
and	CC	and
cameraman	NN	cameraman
through	RB	through
.	SENT	.
They	PP	they
wanted	VBD	want
it	PP	it
messy	JJ	messy
,	,	,
and	CC	and
we	PP	we
were	VBD	be
happy	JJ	happy
to	TO	to
oblige	VB	oblige
.	SENT	.
The	DT	the
machine	NN	machine
itself	PP	itself
would	MD	would
start	VB	start
the	DT	the
music	NN	music
.	SENT	.
So	IN	so
the	DT	the
machine	NN	machine
would	MD	would
get	VB	get
started	VBN	start
,	,	,
it	PP	it
would	MD	would
travel	VB	travel
some	DT	some
distance	NN	distance
,	,	,
reacting	VBG	react
along	IN	along
the	DT	the
way	NN	way
,	,	,
hit	VBD	hit
play	NN	play
on	IN	on
an	DT	an
iPod	NN	<unknown>
or	CC	or
a	DT	a
tape	NN	tape
deck	NN	deck
or	CC	or
something	NN	something
that	WDT	that
would	MD	would
start	VB	start
playback	NN	playback
.	SENT	.
And	CC	and
the	DT	the
machine	NN	machine
would	MD	would
maintain	VB	maintain
synchronization	NN	synchronization
throughout	IN	throughout
.	SENT	.
And	CC	and
speaking	VBG	speak
of	IN	of
synchronization	NN	synchronization
,	,	,
they	PP	they
wanted	VBD	want
it	PP	it
to	TO	to
sync	VB	sync
to	TO	to
the	DT	the
rhythm	NN	rhythm
and	CC	and
to	TO	to
hit	VB	hit
specific	JJ	specific
beats	NNS	beat
along	IN	along
the	DT	the
way	NN	way
.	SENT	.
Okay	JJ	okay
.	SENT	.
They	PP	they
wanted	VBD	want
it	PP	it
to	TO	to
end	VB	end
precisely	RB	precisely
on	IN	on
time	NN	time
.	SENT	.
Okay	RB	okay
,	,	,
so	RB	so
now	RB	now
the	DT	the
start	NN	start
to	TO	to
finish	VB	finish
timing	NN	timing
has	VBZ	have
to	TO	to
be	VB	be
perfect	JJ	perfect
.	SENT	.
And	CC	and
they	PP	they
wanted	VBD	want
the	DT	the
music	NN	music
to	TO	to
drop	VB	drop
out	RP	out
at	IN	at
a	DT	a
certain	JJ	certain
point	NN	point
in	IN	in
the	DT	the
video	NN	video
and	CC	and
actual	JJ	actual
live	JJ	live
audio	NN	audio
from	IN	from
the	DT	the
machine	NN	machine
to	TO	to
play	VB	play
part	NN	part
of	IN	of
the	DT	the
song	NN	song
.	SENT	.
And	CC	and
as	IN	as
if	IN	if
that	DT	that
wasn	NN	<unknown>
'	POS	'
t	NN	t
enough	RB	enough
,	,	,
all	DT	all
of	IN	of
these	DT	these
incredibly	RB	incredibly
complicating	VBG	complicate
things	NNS	thing
,	,	,
right	RB	right
,	,	,
they	PP	they
wanted	VBD	want
it	PP	it
in	IN	in
one	CD	one
shot	NN	shot
.	SENT	.
Okay	JJ	okay
.	SENT	.
So	RB	so
,	,	,
just	RB	just
some	DT	some
statistics	NNS	statistic
about	IN	about
what	WP	what
we	PP	we
went	VBD	go
through	RP	through
in	IN	in
the	DT	the
process	NN	process
.	SENT	.
The	DT	the
machine	NN	machine
itself	PP	itself
has	VBZ	have
89	CD	@card@
distinct	JJ	distinct
interactions	NNS	interaction
.	SENT	.
It	PP	it
took	VBD	take
us	PP	us
85	CD	@card@
takes	VBZ	take
to	TO	to
get	VB	get
it	PP	it
on	IN	on
film	NN	film
to	TO	to
our	PP$	our
satisfaction	NN	satisfaction
.	SENT	.
Of	IN	of
those	DT	those
85	CD	@card@
takes	VBZ	take
,	,	,
only	RB	only
three	CD	three
actually	RB	actually
successfully	RB	successfully
completed	VBN	complete
their	PP$	their
run	NN	run
.	SENT	.
We	PP	we
destroyed	VBD	destroy
two	CD	two
pianos	NNS	piano
and	CC	and
10	CD	@card@
televisions	NNS	television
in	IN	in
the	DT	the
process	NN	process
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
Home	NP	Home
Depot	NP	Depot
well	RB	well
over	IN	over
a	DT	a
hundred	CD	hundred
times	NNS	time
.	SENT	.
And	CC	and
we	PP	we
lost	VBD	lose
one	CD	one
high-heeled	JJ	high-heeled
shoe	NN	shoe
when	WRB	when
one	CD	one
of	IN	of
our	PP$	our
engineers	NNS	engineer
,	,	,
Heather	NP	Heather
Knight	NP	Knight
,	,	,
left	VBD	leave
her	PP$	her
high-	NN	high-
heeled	JJ	heeled
shoe	NN	shoe
—	:	-
after	IN	after
a	DT	a
nice	JJ	nice
dinner	NN	dinner
,	,	,
and	CC	and
returned	VBD	return
back	RB	back
to	TO	to
the	DT	the
build	VB	build
—	:	-
and	CC	and
left	VBD	leave
it	PP	it
in	IN	in
a	DT	a
pile	NN	pile
of	IN	of
stuff	NN	stuff
.	SENT	.
And	CC	and
another	DT	another
engineer	NN	engineer
thought	VBD	think
,	,	,
"	``	"
Well	UH	well
,	,	,
that	WDT	that
would	MD	would
be	VB	be
a	DT	a
really	RB	really
good	JJ	good
thing	NN	thing
to	TO	to
use	VB	use
"	''	"
and	CC	and
ended	VBD	end
up	RP	up
using	VBG	use
it	PP	it
as	IN	as
a	DT	a
really	RB	really
nice	JJ	nice
trigger	NN	trigger
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
in	IN	in
the	DT	the
machine	NN	machine
.	SENT	.
So	RB	so
what	WP	what
did	VBD	do
we	PP	we
learn	VBP	learn
from	IN	from
all	DT	all
of	IN	of
this	DT	this
?	SENT	?
Well	UH	well
,	,	,
having	VBG	have
completed	VBN	complete
this	DT	this
,	,	,
we	PP	we
have	VBP	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
step	VB	step
back	RB	back
and	CC	and
reflect	VB	reflect
on	IN	on
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
.	SENT	.
And	CC	and
we	PP	we
learned	VBD	learn
that	IN	that
small	JJ	small
stuff	NN	stuff
stinks	NNS	stink
.	SENT	.
Little	JJ	little
balls	NNS	ball
in	IN	in
wooden	JJ	wooden
tracks	NNS	track
are	VBP	be
really	RB	really
susceptible	JJ	susceptible
to	TO	to
humidity	NN	humidity
and	CC	and
temperature	NN	temperature
and	CC	and
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
dust	NN	dust
,	,	,
and	CC	and
they	PP	they
fall	VBP	fall
out	RP	out
of	IN	of
the	DT	the
tracks	NNS	track
,	,	,
the	DT	the
exact	JJ	exact
angles	NNS	angle
makes	VBZ	make
it	PP	it
hard	JJ	hard
to	TO	to
get	VB	get
right	RB	right
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
a	DT	a
bowling	NN	bowling
ball	NN	ball
will	MD	will
always	RB	always
follow	VB	follow
the	DT	the
same	JJ	same
path	NN	path
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
what	WDT	what
temperature	NN	temperature
it	PP	it
is	VBZ	be
,	,	,
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
what	WP	what
'	POS	'
s	NN	S
in	IN	in
its	PP$	its
way	NN	way
;	:	;
it	PP	it
will	MD	will
pretty	RB	pretty
much	RB	much
get	VB	get
where	WRB	where
it	PP	it
needs	VBZ	need
to	TO	to
go	VB	go
.	SENT	.
But	CC	but
as	RB	as
much	RB	much
as	IN	as
the	DT	the
small	JJ	small
stuff	NN	stuff
stinks	NNS	stink
,	,	,
we	PP	we
needed	VBD	need
somewhere	RB	somewhere
to	TO	to
start	VB	start
,	,	,
so	RB	so
that	IN	that
we	PP	we
would	MD	would
have	VB	have
somewhere	RB	somewhere
to	TO	to
go	VB	go
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
have	VBP	have
to	TO	to
start	VB	start
with	IN	with
it	PP	it
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
focus	VB	focus
on	IN	on
it	PP	it
.	SENT	.
Small	JJ	small
stuff	NN	stuff
stinks	NNS	stink
,	,	,
but	CC	but
,	,	,
of	IN	of
course	NN	course
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
essential	JJ	essential
,	,	,
right	RB	right
?	SENT	?
What	WP	what
else	RB	else
?	SENT	?
Planning	NN	planning
is	VBZ	be
incredibly	RB	incredibly
important	JJ	important
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
we	PP	we
spent	VBD	spend
a	DT	a
lot	NN	lot
of	IN	of
time	NN	time
ideating	VBG	ideate
and	CC	and
even	RB	even
building	VBG	build
some	DT	some
of	IN	of
these	DT	these
things	NNS	thing
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
said	VBD	say
that	IN	that
,	,	,
"	``	"
No	DT	no
battle	NN	battle
plan	NN	plan
survives	VBZ	survive
contact	NN	contact
with	IN	with
the	DT	the
enemy	NN	enemy
.	SENT	.
"	``	"
I	PP	I
think	VBP	think
our	PP$	our
enemy	NN	enemy
was	VBD	be
physics	NNS	physic
—	:	-
and	CC	and
she	PP	she
'	POS	'
s	NN	S
a	DT	a
cruel	JJ	cruel
mistress	NN	mistress
.	SENT	.
Often	RB	often
,	,	,
we	PP	we
had	VBD	have
to	TO	to
pull	VB	pull
things	NNS	thing
out	RP	out
as	IN	as
a	DT	a
result	NN	result
because	IN	because
of	IN	of
timing	NN	timing
or	CC	or
aesthetics	NN	aesthetics
or	CC	or
whatever	JJ	whatever
.	SENT	.
And	CC	and
so	RB	so
while	IN	while
planning	NN	planning
is	VBZ	be
important	JJ	important
,	,	,
so	RB	so
is	VBZ	be
flexibility	NN	flexibility
.	SENT	.
These	DT	these
are	VBP	be
all	DT	all
things	NNS	thing
that	WDT	that
ended	VBD	end
up	RP	up
not	RB	not
making	VBG	make
it	PP	it
into	IN	into
the	DT	the
final	JJ	final
machine	NN	machine
.	SENT	.
So	RB	so
also	RB	also
,	,	,
put	VBD	put
reliable	JJ	reliable
stuff	NN	stuff
last	JJ	last
,	,	,
the	DT	the
stuff	NN	stuff
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
run	VB	run
every	DT	every
time	NN	time
.	SENT	.
Again	RB	again
,	,	,
small	JJ	small
to	TO	to
large	JJ	large
is	VBZ	be
relevant	JJ	relevant
here	RB	here
.	SENT	.
The	DT	the
little	JJ	little
Lego	NP	Lego
car	NN	car
in	IN	in
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
video	NN	video
references	VBZ	reference
the	DT	the
big	JJ	big
,	,	,
real	JJ	real
car	NN	car
near	IN	near
the	DT	the
end	NN	end
of	IN	of
the	DT	the
video	NN	video
.	SENT	.
The	DT	the
big	JJ	big
,	,	,
real	JJ	real
car	NN	car
works	VBZ	work
every	DT	every
time	NN	time
;	:	;
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
problem	NN	problem
about	IN	about
it	PP	it
.	SENT	.
The	DT	the
little	JJ	little
one	CD	one
had	VBD	have
a	DT	a
tendency	NN	tendency
to	TO	to
try	VB	try
to	TO	to
run	VB	run
off	RP	off
the	DT	the
track	NN	track
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
problem	NN	problem
.	SENT	.
But	CC	but
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
have	VB	have
to	TO	to
reset	VB	reset
the	DT	the
whole	JJ	whole
machine	NN	machine
because	IN	because
the	DT	the
Lego	NP	Lego
car	NN	car
at	IN	at
the	DT	the
end	NN	end
doesn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
,	,	,
right	RB	right
.	SENT	.
So	RB	so
you	PP	you
put	VBP	put
that	IN	that
up	RB	up
front	JJ	front
so	RB	so
that	IN	that
,	,	,
if	IN	if
it	PP	it
fails	VBZ	fail
,	,	,
at	IN	at
least	JJS	least
you	PP	you
know	VBP	know
you	PP	you
don	VB	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
reset	VB	reset
the	DT	the
whole	JJ	whole
thing	NN	thing
.	SENT	.
Life	NN	life
can	MD	can
be	VB	be
messy	JJ	messy
.	SENT	.
There	EX	there
were	VBD	be
incredibly	RB	incredibly
difficult	JJ	difficult
moments	NNS	moment
in	IN	in
the	DT	the
building	NN	building
of	IN	of
this	DT	this
thing	NN	thing
.	SENT	.
Months	NNS	month
were	VBD	be
spent	VBN	spend
in	IN	in
this	DT	this
tiny	JJ	tiny
,	,	,
cold	JJ	cold
warehouse	NN	warehouse
.	SENT	.
And	CC	and
the	DT	the
wonderful	JJ	wonderful
elation	NN	elation
that	IN	that
we	PP	we
had	VBN	have
when	WRB	when
we	PP	we
finally	RB	finally
completed	VBD	complete
it	PP	it
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
remember	VB	remember
that	IN	that
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	<unknown>
good	JJ	good
or	CC	or
it	PP	it
'	POS	'
s	NNS	<unknown>
bad	JJ	bad
,	,	,
"	''	"
This	DT	this
Too	NP	Too
Shall	NP	Shall
Pass	NP	Pass
.	SENT	.
"	``	"
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
And	CC	and
now	RB	now
to	TO	to
introduce	VB	introduce
their	PP$	their
music	NN	music
video	NN	video
,	,	,
we	PP	we
have	VBP	have
OK	JJ	OK
Go	NP	Go
.	SENT	.
OK	JJ	OK
Go	NP	Go
:	:	:
An	DT	an
introduction	NN	introduction
.	SENT	.
Hello	UH	hello
TEDxUSC	NP	<unknown>
.	SENT	.
We	PP	we
are	VBP	be
OK	JJ	OK
Go	NP	Go
.	SENT	.
What	WP	what
are	VBP	be
we	PP	we
doing	VBG	do
?	SENT	?
Oh	UH	oh
,	,	,
just	RB	just
hanging	VBG	hang
out	RP	out
with	IN	with
our	PP$	our
Grammy	NP	Grammy
.	SENT	.
What	WP	what
what	WP	what
!	SENT	!
It	PP	it
think	VBP	think
we	PP	we
can	MD	can
do	VB	do
better	JJR	good
than	IN	than
this	DT	this
.	SENT	.
Hello	UH	hello
TEDxUSC	NP	<unknown>
.	SENT	.
We	PP	we
are	VBP	be
OK	JJ	OK
Go	NP	Go
.	SENT	.
Have	VBP	have
you	PP	you
read	VBP	read
the	DT	the
"	``	"
Natural	JJ	natural
Curiosity	NN	curiosity
Cabinet	NP	Cabinet
?	SENT	?
"	``	"
I	PP	I
mean	VBP	mean
,	,	,
"	``	"
Curiosity	NN	curiosity
"	''	"
—	:	-
excuse	VB	excuse
me	PP	me
.	SENT	.
Let	VB	let
me	PP	me
start	VB	start
again	RB	again
.	SENT	.
We	PP	we
need	VBP	need
some	DT	some
more	RBR	more
ridiculous	JJ	ridiculous
things	NNS	thing
besides	IN	besides
"	``	"
The	DT	the
Cabinet	NP	Cabinet
of	IN	of
Natural	NP	Natural
Curiosities	NNS	curiosity
.	SENT	.
"	''	"
Tim	NP	Tim
'	POS	'
s	JJ	<unknown>
sundial	NN	sundial
hat	NN	hat
.	SENT	.
Have	VBP	have
you	PP	you
seen	VBN	see
the	DT	the
new	JJ	new
work	VB	work
they	PP	they
'	POS	'
ve	NNS	<unknown>
done	VBN	do
to	TO	to
the	DT	the
Waltz	NP	Waltz
Towers	NP	Towers
?	SENT	?
Sorry	RB	sorry
,	,	,
start	VB	start
again	RB	again
.	SENT	.
Dogs	NNS	dog
.	SENT	.
Hello	UH	hello
,	,	,
TEDxUSC	NP	<unknown>
.	SENT	.
We	PP	we
are	VBP	be
OK	JJ	OK
Go	NP	Go
,	,	,
and	CC	and
this	DT	this
our	PP$	our
new	JJ	new
video	NN	video
,	,	,
"	''	"
This	DT	this
Too	NP	Too
Shall	NP	Shall
Pass	NP	Pass
.	SENT	.
"	''	"
[	SYM	[
unclear	JJ	unclear
]	SYM	]
Kay	NP	Kay
,	,	,
we	PP	we
can	MD	can
still	RB	still
do	VB	do
one	PP	one
better	RBR	well
I	PP	I
think	VBP	think
,	,	,
yeah	RB	yeah
.	SENT	.
That	DT	that
one	CD	one
'	POS	'
s	NN	S
pretty	RB	pretty
good	JJ	good
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
getting	VBG	get
better	JJR	good
.	SENT	.
You	PP	you
know	VBP	know
you	PP	you
can	MD	can
'	''	'
t	NN	t
keep	VB	keep
letting	VBG	let
it	PP	it
get	VB	get
you	PP	you
down	RP	down
And	CC	and
you	PP	you
can	MD	can
'	''	'
t	NN	t
keep	VB	keep
dragging	VBG	drag
that	DT	that
dead	JJ	dead
weight	NN	weight
around	RB	around
If	IN	if
there	RB	there
ain	NN	ain
'	POS	'
t	NN	t
all	RB	all
that	IN	that
much	RB	much
to	TO	to
lug	VB	lug
around	RP	around
Better	JJR	good
run	NN	run
like	IN	like
hell	NN	hell
when	WRB	when
you	PP	you
hit	VBD	hit
the	DT	the
ground	NN	ground
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
You	PP	you
can	MD	can
'	''	'
t	NN	t
stop	VB	stop
these	DT	these
kids	NNS	kid
from	IN	from
dancing	VBG	dance
Why	WRB	why
would	MD	would
you	PP	you
want	VBP	want
to	TO	to
?	SENT	?
Especially	RB	especially
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
already	RB	already
getting	VBG	get
yours	PP	yours
Cuz	NP	Cuz
if	IN	if
your	PP$	your
mind	NN	mind
don	NN	don
'	POS	'
t	NN	t
move	NN	move
and	CC	and
your	PP$	your
knees	NNS	knee
don	NN	don
'	POS	'
t	NN	t
bend	VBP	bend
Well	RB	well
don	VB	don
'	''	'
t	NN	t
go	VB	go
blaming	VBG	blame
the	DT	the
kids	NNS	kid
again	RB	again
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
Let	VB	let
it	PP	it
go	VB	go
This	DT	this
too	RB	too
shall	MD	shall
pass	VB	pass
Let	VB	let
it	PP	it
go	VB	go
This	DT	this
too	RB	too
shall	MD	shall
pass	VB	pass
You	PP	you
know	VBP	know
you	PP	you
can	MD	can
'	''	'
t	NN	t
keep	VB	keep
letting	VBG	let
it	PP	it
get	VBP	get
you	PP	you
down	RB	down
No	RB	no
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
keep	VB	keep
letting	VBG	let
it	PP	it
get	VBP	get
you	PP	you
down	RB	down
Let	VB	let
it	PP	it
go	VB	go
This	DT	this
too	RB	too
shall	MD	shall
pass	VB	pass
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
When	WRB	when
the	DT	the
morning	NN	morning
comes	VBZ	come
