Intelligence	NP	Intelligence
,	,	,
for	IN	for
the	DT	the
development	NN	development
of	IN	of
universal	JJ	universal
states	NNS	state
that	WDT	that
maximize	VBP	maximize
the	DT	the
diversity	NN	diversity
of	IN	of
possible	JJ	possible
futures	NNS	future
.	SENT	.
In	IN	in
game	NN	game
play	NN	play
,	,	,
for	IN	for
example	NN	example
,	,	,
in	IN	in
Go	NP	Go
â	NP	<unknown>
everyone	NN	everyone
remembers	VBZ	remember
in	IN	in
1997	CD	@card@
when	WRB	when
IBM	NP	IBM
'	POS	'
s	NN	S
Deep	NP	Deep
Blue	NP	Blue
beat	VBD	beat
Garry	NP	Garry
Kasparov	NP	Kasparov
at	IN	at
chess	NN	chess
â	NP	<unknown>
fewer	JJR	few
people	NNS	people
are	VBP	be
aware	JJ	aware
that	IN	that
in	IN	in
the	DT	the
past	JJ	past
10	CD	@card@
years	NNS	year
or	CC	or
so	RB	so
,	,	,
the	DT	the
game	NN	game
of	IN	of
Go	NP	Go
,	,	,
arguably	RB	arguably
a	DT	a
much	RB	much
more	RBR	more
challenging	JJ	challenging
game	NN	game
because	IN	because
it	PP	it
has	VBZ	have
a	DT	a
much	RB	much
higher	JJR	high
branching	NN	branching
factor	NN	factor
,	,	,
has	VBZ	have
also	RB	also
started	VBN	start
to	TO	to
succumb	VB	succumb
to	TO	to
computer	NN	computer
game	NN	game
players	NNS	player
for	IN	for
the	DT	the
same	JJ	same
reason	NN	reason
:	:	:
the	DT	the
best	JJS	good
techniques	NNS	technique
right	RB	right
now	RB	now
for	IN	for
computers	NNS	computer
playing	VBG	play
Go	NP	Go
are	VBP	be
techniques	NNS	technique
that	WDT	that
try	VBP	try
to	TO	to
maximize	VB	maximize
future	JJ	future
options	NNS	option
during	IN	during
game	NN	game
play	NN	play
.	SENT	.
Finally	RB	finally
,	,	,
in	IN	in
robotic	JJ	robotic
motion	NN	motion
planning	NN	planning
,	,	,
there	EX	there
have	VBP	have
been	VBN	be
a	DT	a
variety	NN	variety
of	IN	of
recent	JJ	recent
techniques	NNS	technique
that	WDT	that
have	VBP	have
tried	VBN	try
to	TO	to
take	VB	take
advantage	NN	advantage
of	IN	of
abilities	NNS	ability
of	IN	of
robots	NNS	robot
to	TO	to
maximize	VB	maximize
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
in	IN	in
order	NN	order
to	TO	to
accomplish	VB	accomplish
complex	JJ	complex
tasks	NNS	task
.	SENT	.
And	CC	and
so	RB	so
,	,	,
taking	VBG	take
all	DT	all
of	IN	of
these	DT	these
different	JJ	different
threads	NNS	thread
and	CC	and
putting	VBG	put
them	PP	them
together	RB	together
,	,	,
I	PP	I
asked	VBD	ask
,	,	,
starting	VBG	start
several	JJ	several
years	NNS	year
ago	RB	ago
,	,	,
is	VBZ	be
there	RB	there
an	DT	an
underlying	VBG	underlie
mechanism	NN	mechanism
for	IN	for
intelligence	NN	intelligence
that	IN	that
we	PP	we
can	MD	can
factor	VB	factor
out	RP	out
of	IN	of
all	DT	all
of	IN	of
these	DT	these
different	JJ	different
threads	NNS	thread
?	SENT	?
Is	VBZ	be
there	RB	there
a	DT	a
single	JJ	single
equation	NN	equation
for	IN	for
intelligence	NN	intelligence
?	SENT	?
And	CC	and
the	DT	the
answer	NN	answer
,	,	,
I	PP	I
believe	VBP	believe
,	,	,
is	VBZ	be
yes	UH	yes
.	SENT	.
[	SYM	[
"	``	"
F	NP	F
=	SYM	=
T	NN	T
â	NP	<unknown>
SĎ	NP	<unknown>
"	''	"
]	SYM	]
What	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
is	VBZ	be
probably	RB	probably
the	DT	the
closest	JJS	close
equivalent	NN	equivalent
to	TO	to
an	DT	an
E	NN	E
=	SYM	=
mcÂ˛	NN	<unknown>
for	IN	for
intelligence	NN	intelligence
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
seen	VBN	see
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
here	RB	here
is	VBZ	be
a	DT	a
statement	NN	statement
of	IN	of
correspondence	NN	correspondence
that	IN	that
intelligence	NN	intelligence
is	VBZ	be
a	DT	a
force	NN	force
,	,	,
F	NP	F
,	,	,
that	WDT	that
acts	VBZ	act
so	RB	so
as	RB	as
to	TO	to
maximize	VB	maximize
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
.	SENT	.
It	PP	it
acts	VBZ	act
to	TO	to
maximize	VB	maximize
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
,	,	,
or	CC	or
keep	VB	keep
options	NNS	option
open	JJ	open
,	,	,
with	IN	with
some	DT	some
strength	NN	strength
T	NN	T
,	,	,
with	IN	with
the	DT	the
diversity	NN	diversity
of	IN	of
possible	JJ	possible
accessible	JJ	accessible
futures	NNS	future
,	,	,
S	NP	S
,	,	,
up	RB	up
to	TO	to
some	DT	some
future	JJ	future
time	NN	time
horizon	NN	horizon
,	,	,
tau	NN	tau
.	SENT	.
In	IN	in
short	JJ	short
,	,	,
intelligence	NN	intelligence
doesn	NN	<unknown>
'	POS	'
t	NN	t
like	VBP	like
to	TO	to
get	VB	get
trapped	VBN	trap
.	SENT	.
Intelligence	NP	Intelligence
tries	VBZ	try
to	TO	to
maximize	VB	maximize
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
and	CC	and
keep	VB	keep
options	NNS	option
open	JJ	open
.	SENT	.
And	CC	and
so	RB	so
,	,	,
given	VBN	give
this	DT	this
one	CD	one
equation	NN	equation
,	,	,
it	PP	it
'	POS	'
s	NN	S
natural	JJ	natural
to	TO	to
ask	VB	ask
,	,	,
so	RB	so
what	WP	what
can	MD	can
you	PP	you
do	VB	do
with	IN	with
this	DT	this
?	SENT	?
How	WRB	how
predictive	JJ	predictive
is	VBZ	be
it	PP	it
?	SENT	?
Does	VBZ	do
it	PP	it
predict	VBP	predict
human-level	JJ	human-level
intelligence	NN	intelligence
?	SENT	?
Does	VBZ	do
it	PP	it
predict	VBP	predict
artificial	JJ	artificial
intelligence	NN	intelligence
?	SENT	?
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
now	RB	now
a	DT	a
video	NN	video
that	WDT	that
will	MD	will
,	,	,
I	PP	I
think	VBP	think
,	,	,
demonstrate	VBP	demonstrate
some	DT	some
of	IN	of
the	DT	the
amazing	JJ	amazing
applications	NNS	application
of	IN	of
just	RB	just
this	DT	this
single	JJ	single
equation	NN	equation
.	SENT	.
Narrator	NN	narrator
:	:	:
Recent	JJ	Recent
research	NN	research
in	IN	in
cosmology	NN	cosmology
has	VBZ	have
suggested	VBN	suggest
that	IN	that
universes	NNS	universe
that	WDT	that
produce	VBP	produce
more	JJR	more
disorder	NN	disorder
,	,	,
or	CC	or
"	``	"
entropy	NN	entropy
,	,	,
"	''	"
over	IN	over
their	PP$	their
lifetimes	NNS	lifetime
should	MD	should
tend	VB	tend
to	TO	to
have	VB	have
more	JJR	more
favorable	JJ	favorable
conditions	NNS	condition
for	IN	for
the	DT	the
existence	NN	existence
of	IN	of
intelligent	JJ	intelligent
beings	NNS	being
such	JJ	such
as	IN	as
ourselves	PP	ourselves
.	SENT	.
But	CC	but
what	WP	what
if	IN	if
that	DT	that
tentative	JJ	tentative
cosmological	JJ	cosmological
connection	NN	connection
between	IN	between
entropy	NN	entropy
and	CC	and
intelligence	NN	intelligence
hints	NNS	hint
at	IN	at
a	DT	a
deeper	JJR	deep
relationship	NN	relationship
?	SENT	?
What	WP	what
if	IN	if
intelligent	JJ	intelligent
behavior	NN	behavior
doesn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
correlate	VBP	correlate
with	IN	with
the	DT	the
production	NN	production
of	IN	of
long-term	JJ	long-term
entropy	NN	entropy
,	,	,
but	CC	but
actually	RB	actually
emerges	VBZ	emerge
directly	RB	directly
from	IN	from
it	PP	it
?	SENT	?
To	TO	to
find	VB	find
out	RP	out
,	,	,
we	PP	we
developed	VBD	develop
a	DT	a
software	NN	software
engine	NN	engine
called	VBN	call
Entropica	NP	<unknown>
,	,	,
designed	VBN	design
to	TO	to
maximize	VB	maximize
the	DT	the
production	NN	production
of	IN	of
long-term	JJ	long-term
entropy	NN	entropy
of	IN	of
any	DT	any
system	NN	system
that	IN	that
it	PP	it
finds	VBZ	find
itself	PP	itself
in	RP	in
.	SENT	.
Amazingly	RB	amazingly
,	,	,
Entropica	NP	<unknown>
was	VBD	be
able	JJ	able
to	TO	to
pass	VB	pass
multiple	JJ	multiple
animal	JJ	animal
intelligence	NN	intelligence
tests	NNS	test
,	,	,
play	VB	play
human	JJ	human
games	NNS	game
,	,	,
and	CC	and
even	RB	even
earn	VB	earn
money	NN	money
trading	NN	trading
stocks	NNS	stock
,	,	,
all	RB	all
without	IN	without
being	VBG	be
instructed	VBN	instruct
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
Here	RB	here
are	VBP	be
some	DT	some
examples	NNS	example
of	IN	of
Entropica	NP	<unknown>
in	IN	in
action	NN	action
.	SENT	.
Just	RB	just
like	IN	like
a	DT	a
human	JJ	human
standing	NN	standing
upright	NN	upright
without	IN	without
falling	VBG	fall
over	RP	over
,	,	,
here	RB	here
we	PP	we
see	VBP	see
Entropica	NP	<unknown>
automatically	RB	automatically
balancing	VBG	balance
a	DT	a
pole	NN	pole
using	VBG	use
a	DT	a
cart	NN	cart
.	SENT	.
This	DT	this
behavior	NN	behavior
is	VBZ	be
remarkable	JJ	remarkable
in	IN	in
part	NN	part
because	IN	because
we	PP	we
never	RB	never
gave	VBD	give
Entropica	NP	<unknown>
a	DT	a
goal	NN	goal
.	SENT	.
It	PP	it
simply	RB	simply
decided	VBD	decide
on	IN	on
its	PP$	its
own	JJ	own
to	TO	to
balance	VB	balance
the	DT	the
pole	NN	pole
.	SENT	.
This	DT	this
balancing	NN	balancing
ability	NN	ability
will	MD	will
have	VB	have
appliactions	NNS	appliaction
for	IN	for
humanoid	JJ	humanoid
robotics	NNS	robotic
and	CC	and
human	JJ	human
assistive	JJ	<unknown>
technologies	NNS	technology
.	SENT	.
Just	RB	just
as	IN	as
some	DT	some
animals	NNS	animal
can	MD	can
use	VB	use
objects	NNS	object
in	IN	in
their	PP$	their
environments	NNS	environment
as	IN	as
tools	NNS	tool
to	TO	to
reach	VB	reach
into	IN	into
narrow	JJ	narrow
spaces	NNS	space
,	,	,
here	RB	here
we	PP	we
see	VBP	see
that	IN	that
Entropica	NP	<unknown>
,	,	,
again	RB	again
on	IN	on
its	PP$	its
own	JJ	own
initiative	NN	initiative
,	,	,
was	VBD	be
able	JJ	able
to	TO	to
move	VB	move
a	DT	a
large	JJ	large
disk	NN	disk
representing	VBG	represent
an	DT	an
animal	NN	animal
around	IN	around
so	RB	so
as	RB	as
to	TO	to
cause	VB	cause
a	DT	a
small	JJ	small
disk	NN	disk
,	,	,
representing	VBG	represent
a	DT	a
tool	NN	tool
,	,	,
to	TO	to
reach	VB	reach
into	IN	into
a	DT	a
confined	VBN	confine
space	NN	space
holding	VBG	hold
a	DT	a
third	JJ	third
disk	NN	disk
and	CC	and
release	VB	release
the	DT	the
third	JJ	third
disk	NN	disk
from	IN	from
its	PP$	its
initially	RB	initially
fixed	VBN	fix
position	NN	position
.	SENT	.
This	DT	this
tool	NN	tool
use	NN	use
ability	NN	ability
will	MD	will
have	VB	have
applications	NNS	application
for	IN	for
smart	JJ	smart
manufacturing	NN	manufacturing
and	CC	and
agriculture	NN	agriculture
.	SENT	.
In	IN	in
addition	NN	addition
,	,	,
just	RB	just
as	IN	as
some	DT	some
other	JJ	other
animals	NNS	animal
are	VBP	be
able	JJ	able
to	TO	to
cooperate	VB	cooperate
by	IN	by
pulling	VBG	pull
opposite	JJ	opposite
ends	NNS	end
of	IN	of
a	DT	a
rope	NN	rope
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
to	TO	to
release	VB	release
food	NN	food
,	,	,
here	RB	here
we	PP	we
see	VBP	see
that	IN	that
Entropica	NP	<unknown>
is	VBZ	be
able	JJ	able
to	TO	to
accomplish	VB	accomplish
a	DT	a
model	NN	model
version	NN	version
of	IN	of
that	DT	that
task	NN	task
.	SENT	.
This	DT	this
cooperative	JJ	cooperative
ability	NN	ability
has	VBZ	have
interesting	JJ	interesting
implications	NNS	implication
for	IN	for
economic	JJ	economic
planning	NN	planning
and	CC	and
a	DT	a
variety	NN	variety
of	IN	of
other	JJ	other
fields	NNS	field
.	SENT	.
Entropica	NP	<unknown>
is	VBZ	be
broadly	RB	broadly
applicable	JJ	applicable
to	TO	to
a	DT	a
variety	NN	variety
of	IN	of
domains	NNS	domain
.	SENT	.
For	IN	for
example	NN	example
,	,	,
here	RB	here
we	PP	we
see	VBP	see
it	PP	it
successfully	RB	successfully
playing	VBG	play
a	DT	a
game	NN	game
of	IN	of
pong	NN	pong
against	IN	against
itself	PP	itself
,	,	,
illustrating	VBG	illustrate
its	PP$	its
potential	NN	potential
for	IN	for
gaming	NN	gaming
.	SENT	.
Here	RB	here
we	PP	we
see	VBP	see
Entropica	NP	<unknown>
orchestrating	VBG	orchestrate
new	JJ	new
connections	NNS	connection
on	IN	on
a	DT	a
social	JJ	social
network	NN	network
where	WRB	where
friends	NNS	friend
are	VBP	be
constantly	RB	constantly
falling	VBG	fall
out	RP	out
of	IN	of
touch	NN	touch
and	CC	and
successfully	RB	successfully
keeping	VBG	keep
the	DT	the
network	NN	network
well	RB	well
connected	VBN	connect
.	SENT	.
This	DT	this
same	JJ	same
network	NN	network
orchestration	NN	orchestration
ability	NN	ability
also	RB	also
has	VBZ	have
applications	NNS	application
in	IN	in
health	NN	health
care	NN	care
,	,	,
energy	NN	energy
,	,	,
and	CC	and
intelligence	NN	intelligence
.	SENT	.
Here	RB	here
we	PP	we
see	VBP	see
Entropica	NP	<unknown>
directing	VBG	direct
the	DT	the
paths	NNS	path
of	IN	of
a	DT	a
fleet	NN	fleet
of	IN	of
ships	NNS	ship
,	,	,
successfully	RB	successfully
discovering	VBG	discover
and	CC	and
utilizing	VBG	utilize
the	DT	the
Panama	NP	Panama
Canal	NP	Canal
to	TO	to
globally	RB	globally
extend	VB	extend
its	PP$	its
reach	NN	reach
from	IN	from
the	DT	the
Atlantic	NP	Atlantic
to	TO	to
the	DT	the
Pacific	NP	Pacific
.	SENT	.
By	IN	by
the	DT	the
same	JJ	same
token	NN	token
,	,	,
Entropica	NP	<unknown>
is	VBZ	be
broadly	RB	broadly
applicable	JJ	applicable
to	TO	to
problems	NNS	problem
in	IN	in
autonomous	JJ	autonomous
defense	NN	defense
,	,	,
logistics	NNS	logistic
and	CC	and
transportation	NN	transportation
.	SENT	.
Finally	RB	finally
,	,	,
here	RB	here
we	PP	we
see	VBP	see
Entropica	NP	<unknown>
spontaneously	RB	spontaneously
discovering	VBG	discover
and	CC	and
executing	VBG	execute
a	DT	a
buy-	NN	<unknown>
low	JJ	low
,	,	,
sell-high	JJ	<unknown>
strategy	NN	strategy
on	IN	on
a	DT	a
simulated	JJ	simulated
range	NN	range
traded	VBN	trade
stock	NN	stock
,	,	,
successfully	RB	successfully
growing	VBG	grow
assets	NNS	asset
under	IN	under
management	NN	management
exponentially	RB	exponentially
.	SENT	.
This	DT	this
risk	NN	risk
management	NN	management
ability	NN	ability
will	MD	will
have	VB	have
broad	JJ	broad
applications	NNS	application
in	IN	in
finance	NN	finance
and	CC	and
insurance	NN	insurance
.	SENT	.
Alex	NP	Alex
Wissner-Gross	NP	Wissner-Gross
:	:	:
So	RB	so
what	WP	what
you	PP	you
'	POS	'
ve	NN	ve
just	RB	just
seen	VBN	see
is	VBZ	be
that	IN	that
a	DT	a
variety	NN	variety
of	IN	of
signature	NN	signature
human	JJ	human
intelligent	JJ	intelligent
cognitive	JJ	cognitive
behaviors	NNS	behavior
such	JJ	such
as	IN	as
tool	NN	tool
use	NN	use
and	CC	and
walking	VBG	walk
upright	JJ	upright
and	CC	and
social	JJ	social
cooperation	NN	cooperation
all	DT	all
follow	NN	follow
from	IN	from
a	DT	a
single	JJ	single
equation	NN	equation
,	,	,
which	WDT	which
drives	VBZ	drive
a	DT	a
system	NN	system
to	TO	to
maximize	VB	maximize
its	PP$	its
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
profound	JJ	profound
irony	NN	irony
here	RB	here
.	SENT	.
Going	VBG	go
back	RB	back
to	TO	to
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
usage	NN	usage
of	IN	of
the	DT	the
term	NN	term
robot	NN	robot
,	,	,
the	DT	the
play	NN	play
"	``	"
RUR	NP	RUR
,	,	,
"	``	"
there	EX	there
was	VBD	be
always	RB	always
a	DT	a
concept	NN	concept
that	IN	that
if	IN	if
we	PP	we
developed	VBD	develop
machine	NN	machine
intelligence	NN	intelligence
,	,	,
there	EX	there
would	MD	would
be	VB	be
a	DT	a
cybernetic	JJ	cybernetic
revolt	NN	revolt
.	SENT	.
The	DT	the
machines	NNS	machine
would	MD	would
rise	VB	rise
up	RP	up
against	IN	against
us	PP	us
.	SENT	.
One	CD	one
major	JJ	major
consequence	NN	consequence
of	IN	of
this	DT	this
work	NN	work
is	VBZ	be
that	IN	that
maybe	RB	maybe
all	RB	all
of	IN	of
these	DT	these
decades	NNS	decade
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
the	DT	the
whole	JJ	whole
concept	NN	concept
of	IN	of
cybernetic	JJ	cybernetic
revolt	NN	revolt
in	IN	in
reverse	NN	reverse
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
that	IN	that
machines	NNS	machine
first	RB	first
become	VBP	become
intelligent	JJ	intelligent
and	CC	and
then	RB	then
megalomaniacal	JJ	megalomaniacal
and	CC	and
try	VB	try
to	TO	to
take	VB	take
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
quite	PDT	quite
the	DT	the
opposite	NN	opposite
,	,	,
that	IN	that
the	DT	the
urge	NN	urge
to	TO	to
take	VB	take
control	NN	control
of	IN	of
all	DT	all
possible	JJ	possible
futures	NNS	future
is	VBZ	be
a	DT	a
more	RBR	more
fundamental	JJ	fundamental
principle	NN	principle
than	IN	than
that	IN	that
of	IN	of
intelligence	NN	intelligence
,	,	,
that	DT	that
general	JJ	general
intelligence	NN	intelligence
may	MD	may
in	IN	in
fact	NN	fact
emerge	VBP	emerge
directly	RB	directly
from	IN	from
this	DT	this
sort	NN	sort
of	IN	of
control-grabbing	NN	<unknown>
,	,	,
rather	RB	rather
than	IN	than
vice	JJ	vice
versa	RB	versa
.	SENT	.
Another	DT	another
important	JJ	important
consequence	NN	consequence
is	VBZ	be
goal	NN	goal
seeking	VBG	seek
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
often	RB	often
asked	VBD	ask
,	,	,
how	WRB	how
does	VBZ	do
the	DT	the
ability	NN	ability
to	TO	to
seek	VB	seek
goals	NNS	goal
follow	VB	follow
from	IN	from
this	DT	this
sort	NN	sort
of	IN	of
framework	NN	framework
?	SENT	?
And	CC	and
the	DT	the
answer	NN	answer
is	VBZ	be
,	,	,
the	DT	the
ability	NN	ability
to	TO	to
seek	VB	seek
goals	NNS	goal
