What	WP	what
and	CC	and
reading	VBG	read
as	RB	as
well	RB	well
as	IN	as
the	DT	the
ability	NN	ability
to	TO	to
avoid	VB	avoid
distraction	NN	distraction
and	CC	and
exert	VB	exert
self-control	NN	self-control
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
important	JJ	important
,	,	,
because	IN	because
those	DT	those
are	VBP	be
the	DT	the
very	JJ	very
skills	NNS	skill
that	IN	that
children	NNS	child
living	VBG	live
in	IN	in
poverty	NN	poverty
are	VBP	be
most	RBS	most
likely	JJ	likely
to	TO	to
struggle	VB	struggle
with	IN	with
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
a	DT	a
child	NN	child
living	NN	living
with	IN	with
poverty	NN	poverty
is	VBZ	be
likely	JJ	likely
to	TO	to
perform	VB	perform
worse	JJR	bad
on	IN	on
tests	NNS	test
of	IN	of
language	NN	language
and	CC	and
impulse	NN	impulse
control	NN	control
before	IN	before
they	PP	they
even	RB	even
turn	VBP	turn
two	CD	two
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
are	VBP	be
a	DT	a
few	JJ	few
points	NNS	point
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
highlight	VB	highlight
about	IN	about
this	DT	this
study	NN	study
.	SENT	.
Number	NN	number
one	CD	one
:	:	:
this	DT	this
link	NN	link
between	IN	between
family	NN	family
income	NN	income
and	CC	and
children	NNS	child
'	POS	'
s	NN	S
brain	NN	brain
structure	NN	structure
was	VBD	be
strongest	JJS	strong
at	IN	at
the	DT	the
lowest	JJS	low
income	NN	income
levels	NNS	level
.	SENT	.
So	RB	so
that	DT	that
means	VBZ	mean
that	DT	that
dollar	NN	dollar
for	IN	for
dollar	NN	dollar
,	,	,
relatively	RB	relatively
small	JJ	small
differences	NNS	difference
in	IN	in
family	NN	family
income	NN	income
were	VBD	be
associated	VBN	associate
with	IN	with
proportionately	RB	proportionately
greater	JJR	great
differences	NNS	difference
in	IN	in
brain	NN	brain
structure	NN	structure
among	IN	among
the	DT	the
most	RBS	most
disadvantaged	JJ	disadvantaged
families	NNS	family
.	SENT	.
And	CC	and
intuitively	RB	intuitively
,	,	,
that	WDT	that
makes	VBZ	make
sense	NN	sense
,	,	,
right	RB	right
?	SENT	?
An	DT	an
extra	JJ	extra
20	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
for	IN	for
a	DT	a
family	NN	family
earning	NN	earning
,	,	,
say	VBP	say
,	,	,
150	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
would	MD	would
certainly	RB	certainly
be	VB	be
nice	JJ	nice
,	,	,
but	CC	but
probably	RB	probably
not	RB	not
game-changing	VBG	game-change
,	,	,
whereas	IN	whereas
an	DT	an
extra	JJ	extra
20	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
for	IN	for
a	DT	a
family	NN	family
only	RB	only
earning	VBG	earn
20	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
would	MD	would
likely	RB	likely
make	VB	make
a	DT	a
remarkable	JJ	remarkable
difference	NN	difference
in	IN	in
their	PP$	their
day-to-day	JJ	day-to-day
lives	NNS	life
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
second	JJ	second
point	NN	point
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
highlight	VB	highlight
is	VBZ	be
that	IN	that
this	DT	this
link	NN	link
between	IN	between
family	NN	family
income	NN	income
and	CC	and
children	NNS	child
'	POS	'
s	NN	S
brain	NN	brain
structure	NN	structure
didn	NN	<unknown>
'	POS	'
t	NN	t
depend	VBP	depend
on	IN	on
the	DT	the
children	NNS	child
'	POS	'
s	NN	S
age	NN	age
,	,	,
it	PP	it
didn	NNS	<unknown>
'	POS	'
t	NN	t
depend	VBP	depend
on	IN	on
their	PP$	their
sex	NN	sex
and	CC	and
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
depend	VBP	depend
on	IN	on
their	PP$	their
race	NN	race
or	CC	or
ethnicity	NN	ethnicity
.	SENT	.
And	CC	and
the	DT	the
final	JJ	final
point	NN	point
—	:	-
and	CC	and
this	DT	this
one	CD	one
'	POS	'
s	NN	S
key	NN	key
—	:	-
there	EX	there
was	VBD	be
tremendous	JJ	tremendous
variability	NN	variability
from	IN	from
one	CD	one
child	NN	child
to	TO	to
the	DT	the
next	JJ	next
,	,	,
by	IN	by
which	WDT	which
I	PP	I
mean	VBP	mean
there	EX	there
were	VBD	be
plenty	NN	plenty
of	IN	of
children	NNS	child
from	IN	from
higher-income	JJ	higher-income
homes	NNS	home
with	IN	with
smaller	JJR	small
brain	NN	brain
surfaces	NNS	surface
and	CC	and
plenty	NN	plenty
of	IN	of
children	NNS	child
from	IN	from
lower-income	JJ	lower-income
homes	NNS	home
with	IN	with
larger	JJR	large
brain	NN	brain
surfaces	NNS	surface
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
an	DT	an
analogy	NN	analogy
.	SENT	.
We	PP	we
all	RB	all
know	VBP	know
that	IN	that
in	IN	in
childhood	NN	childhood
,	,	,
boys	NNS	boy
tend	VBP	tend
to	TO	to
be	VB	be
taller	JJR	tall
than	IN	than
girls	NNS	girl
,	,	,
but	CC	but
go	VB	go
into	IN	into
any	DT	any
elementary	JJ	elementary
school	NN	school
classroom	NN	classroom
,	,	,
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
find	VBP	find
some	DT	some
girls	NNS	girl
who	WP	who
are	VBP	be
taller	JJR	tall
than	IN	than
some	DT	some
boys	NNS	boy
.	SENT	.
So	RB	so
while	IN	while
growing	VBG	grow
up	RP	up
in	IN	in
poverty	NN	poverty
is	VBZ	be
certainly	RB	certainly
a	DT	a
risk	NN	risk
factor	NN	factor
for	IN	for
a	DT	a
smaller	JJR	small
brain	NN	brain
surface	NN	surface
,	,	,
in	IN	in
no	DT	no
way	NN	way
can	MD	can
I	PP	I
know	VB	know
an	DT	an
individual	JJ	individual
child	NN	child
'	POS	'
s	JJ	<unknown>
family	NN	family
income	NN	income
and	CC	and
know	VB	know
with	IN	with
any	DT	any
accuracy	NN	accuracy
what	WP	what
that	DT	that
particular	JJ	particular
child	NN	child
'	POS	'
s	NN	S
brain	NN	brain
would	MD	would
look	VB	look
like	IN	like
.	SENT	.
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
imagine	VB	imagine
,	,	,
for	IN	for
a	DT	a
moment	NN	moment
,	,	,
two	CD	two
children	NNS	child
.	SENT	.
One	PP	one
is	VBZ	be
a	DT	a
young	JJ	young
child	NN	child
born	VBN	bear
into	IN	into
poverty	NN	poverty
in	IN	in
America	NP	America
;	:	;
the	DT	the
other	JJ	other
is	VBZ	be
also	RB	also
an	DT	an
American	JJ	American
child	NN	child
,	,	,
but	CC	but
one	CD	one
who	WP	who
was	VBD	be
born	VBN	bear
into	IN	into
more	JJR	more
fortunate	JJ	fortunate
circumstances	NNS	circumstance
.	SENT	.
Now	RB	now
,	,	,
at	IN	at
birth	NN	birth
,	,	,
we	PP	we
find	VBP	find
absolutely	RB	absolutely
no	DT	no
differences	NNS	difference
in	IN	in
how	WRB	how
their	PP$	their
brains	NNS	brain
work	VBP	work
.	SENT	.
But	CC	but
by	IN	by
the	DT	the
time	NN	time
those	DT	those
two	CD	two
kids	NNS	kid
are	VBP	be
ready	JJ	ready
to	TO	to
start	VB	start
kindergarten	NN	kindergarten
,	,	,
we	PP	we
know	VBP	know
that	IN	that
the	DT	the
child	NN	child
living	NN	living
in	IN	in
poverty	NN	poverty
is	VBZ	be
likely	JJ	likely
to	TO	to
have	VB	have
cognitive	JJ	cognitive
scores	NNS	score
that	WDT	that
are	VBP	be
,	,	,
on	IN	on
average	NN	average
,	,	,
60	CD	@card@
percent	NN	percent
lower	JJR	low
than	IN	than
those	DT	those
of	IN	of
the	DT	the
other	JJ	other
child	NN	child
.	SENT	.
Later	RBR	later
on	RB	on
,	,	,
that	DT	that
child	NN	child
living	NN	living
in	IN	in
poverty	NN	poverty
will	MD	will
be	VB	be
five	CD	five
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
drop	VB	drop
out	RP	out
of	IN	of
high	JJ	high
school	NN	school
,	,	,
and	CC	and
if	IN	if
she	PP	she
does	VBZ	do
graduate	JJ	graduate
high	JJ	high
school	NN	school
,	,	,
she	PP	she
'	POS	'
ll	NNS	<unknown>
be	VB	be
less	RBR	less
likely	JJ	likely
to	TO	to
earn	VB	earn
a	DT	a
college	NN	college
degree	NN	degree
.	SENT	.
By	IN	by
the	DT	the
time	NN	time
those	DT	those
two	CD	two
kids	NNS	kid
are	VBP	be
35	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
if	IN	if
the	DT	the
first	JJ	first
child	NN	child
spent	VBD	spend
her	PP$	her
entire	JJ	entire
childhood	NN	childhood
living	VBG	live
in	IN	in
poverty	NN	poverty
,	,	,
she	PP	she
is	VBZ	be
up	RB	up
to	TO	to
75	CD	@card@
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
be	VB	be
poor	JJ	poor
herself	PP	herself
.	SENT	.
But	CC	but
it	PP	it
doesn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
that	DT	that
way	NN	way
.	SENT	.
As	IN	as
a	DT	a
neuroscientist	NN	neuroscientist
,	,	,
one	CD	one
of	IN	of
things	NNS	thing
I	PP	I
find	VBP	find
most	RBS	most
exciting	JJ	exciting
about	IN	about
the	DT	the
human	JJ	human
brain	NN	brain
is	VBZ	be
that	IN	that
our	PP$	our
experiences	NNS	experience
change	VB	change
our	PP$	our
brains	NNS	brain
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
concept	NN	concept
,	,	,
known	VBN	know
as	IN	as
neuroplasticity	NN	neuroplasticity
,	,	,
means	VBZ	mean
that	IN	that
these	DT	these
differences	NNS	difference
in	IN	in
children	NNS	child
'	POS	'
s	NN	S
brain	NN	brain
structure	NN	structure
don	NN	don
'	POS	'
t	NN	t
doom	NN	doom
a	DT	a
child	NN	child
to	TO	to
a	DT	a
life	NN	life
of	IN	of
low	JJ	low
achievement	NN	achievement
.	SENT	.
The	DT	the
brain	NN	brain
is	VBZ	be
not	RB	not
destiny	NN	destiny
.	SENT	.
And	CC	and
if	IN	if
a	DT	a
child	NN	child
'	POS	'
s	NN	S
brain	NN	brain
can	MD	can
be	VB	be
changed	VBN	change
,	,	,
then	RB	then
anything	NN	anything
is	VBZ	be
possible	JJ	possible
.	SENT	.
As	IN	as
a	DT	a
society	NN	society
,	,	,
we	PP	we
spend	VBP	spend
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
each	DT	each
year	NN	year
,	,	,
educating	VBG	educate
our	PP$	our
children	NNS	child
.	SENT	.
So	RB	so
what	WP	what
can	MD	can
we	PP	we
tell	VB	tell
schools	NNS	school
,	,	,
teachers	NNS	teacher
and	CC	and
parents	NNS	parent
who	WP	who
want	VBP	want
to	TO	to
help	VB	help
support	NN	support
kids	NNS	kid
from	IN	from
disadvantaged	JJ	disadvantaged
backgrounds	NNS	background
to	TO	to
do	VB	do
their	PP$	their
best	JJS	good
in	IN	in
school	NN	school
and	CC	and
in	IN	in
life	NN	life
?	SENT	?
Well	RB	well
,	,	,
emerging	VBG	emerge
science	NN	science
suggests	VBZ	suggest
that	IN	that
growing	VBG	grow
up	RP	up
in	IN	in
poverty	NN	poverty
is	VBZ	be
associated	VBN	associate
with	IN	with
a	DT	a
host	NN	host
of	IN	of
different	JJ	different
experiences	NNS	experience
and	CC	and
that	IN	that
these	DT	these
experiences	NNS	experience
in	IN	in
turn	NN	turn
may	MD	may
work	VB	work
together	RB	together
to	TO	to
help	VB	help
shape	NN	shape
brain	NN	brain
development	NN	development
and	CC	and
ultimately	RB	ultimately
help	VB	help
kids	NNS	kid
learn	VB	learn
.	SENT	.
And	CC	and
so	RB	so
if	IN	if
this	DT	this
is	VBZ	be
right	JJ	right
,	,	,
it	PP	it
begs	VBZ	beg
the	DT	the
question	NN	question
:	:	:
Where	WRB	where
along	RB	along
this	DT	this
pathway	NN	pathway
can	MD	can
we	PP	we
step	VB	step
in	RP	in
and	CC	and
provide	VB	provide
help	VB	help
?	SENT	?
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
consider	VBP	consider
first	RB	first
intervening	VBG	intervene
at	IN	at
the	DT	the
level	NN	level
of	IN	of
learning	VBG	learn
itself	PP	itself
—	:	-
most	RBS	most
commonly	RB	commonly
through	IN	through
school-based	JJ	school-based
initiatives	NNS	initiative
.	SENT	.
Now	RB	now
,	,	,
should	MD	should
we	PP	we
be	VB	be
encouraging	VBG	encourage
teachers	NNS	teacher
to	TO	to
focus	VB	focus
on	IN	on
the	DT	the
kinds	NNS	kind
of	IN	of
skills	NNS	skill
that	IN	that
disadvantaged	JJ	disadvantaged
kids	NNS	kid
are	VBP	be
most	RBS	most
likely	JJ	likely
to	TO	to
struggle	VB	struggle
with	IN	with
?	SENT	?
Of	IN	of
course	NN	course
.	SENT	.
The	DT	the
importance	NN	importance
of	IN	of
high-quality	JJ	high-quality
education	NN	education
based	VBN	base
in	IN	in
scientific	JJ	scientific
evidence	NN	evidence
really	RB	really
can	MD	can
'	''	'
t	NN	t
be	VB	be
overstated	VBN	overstate
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
examples	NNS	example
of	IN	of
excellent	JJ	excellent
interventions	NNS	intervention
targeting	VBG	target
things	NNS	thing
like	IN	like
literacy	NN	literacy
or	CC	or
self-	NN	<unknown>
regulation	NN	regulation
that	WDT	that
do	VBP	do
in	IN	in
fact	NN	fact
improve	VB	improve
kids	NNS	kid
'	POS	'
cognitive	JJ	cognitive
development	NN	development
and	CC	and
their	PP$	their
test	NN	test
scores	NNS	score
.	SENT	.
But	CC	but
as	IN	as
any	DT	any
intervention	NN	intervention
scientist	NN	scientist
doing	VBG	do
this	DT	this
work	NN	work
would	MD	would
tell	VB	tell
you	PP	you
,	,	,
this	DT	this
work	NN	work
is	VBZ	be
challenging	VBG	challenge
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
implement	VB	implement
high-quality	JJ	high-quality
,	,	,
evidence-based	JJ	<unknown>
education	NN	education
.	SENT	.
And	CC	and
it	PP	it
can	MD	can
be	VB	be
labor-intensive	JJ	labor-intensive
,	,	,
it	PP	it
'	POS	'
s	NN	S
sometimes	RB	sometimes
costly	JJ	costly
.	SENT	.
And	CC	and
in	IN	in
many	JJ	many
cases	NNS	case
,	,	,
these	DT	these
disparities	NNS	disparity
in	IN	in
child	NN	child
development	NN	development
emerge	VBP	emerge
early	RB	early
—	:	-
well	RB	well
before	IN	before
the	DT	the
start	NN	start
of	IN	of
formal	JJ	formal
schooling	NN	schooling
—	:	-
sometimes	RB	sometimes
when	WRB	when
kids	NNS	kid
are	VBP	be
just	RB	just
toddlers	NNS	toddler
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
would	MD	would
argue	VB	argue
:	:	:
school	NN	school
is	VBZ	be
very	RB	very
important	JJ	important
,	,	,
but	CC	but
if	IN	if
we	PP	we
'	POS	'
re	NN	re
focusing	VBG	focus
all	DT	all
of	IN	of
our	PP$	our
policy	NN	policy
efforts	NNS	effort
on	IN	on
formal	JJ	formal
schooling	NN	schooling
,	,	,
we	PP	we
'	POS	'
re	NN	re
probably	RB	probably
starting	VBG	start
too	RB	too
late	JJ	late
.	SENT	.
So	RB	so
what	WP	what
about	IN	about
taking	VBG	take
a	DT	a
step	NN	step
back	RB	back
and	CC	and
focusing	VBG	focus
on	IN	on
trying	VBG	try
to	TO	to
change	VB	change
children	NNS	child
'	POS	'
s	NN	S
experiences	NNS	experience
?	SENT	?
What	WP	what
particular	JJ	particular
experiences	NNS	experience
are	VBP	be
associated	VBN	associate
with	IN	with
growing	VBG	grow
up	RP	up
in	IN	in
poverty	NN	poverty
and	CC	and
might	MD	might
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
targeted	VBN	target
to	TO	to
promote	VB	promote
brain	NN	brain
development	NN	development
and	CC	and
learning	VBG	learn
outcomes	NNS	outcome
for	IN	for
kids	NNS	kid
?	SENT	?
Of	IN	of
course	NN	course
,	,	,
there	EX	there
are	VBP	be
many	JJ	many
,	,	,
right	RB	right
?	SENT	?
Nutrition	NN	nutrition
,	,	,
access	NN	access
to	TO	to
health	NN	health
care	NN	care
,	,	,
exposure	NN	exposure
to	TO	to
second-hand	JJ	second-hand
smoke	NN	smoke
or	CC	or
lead	NN	lead
,	,	,
experience	NN	experience
of	IN	of
stress	NN	stress
or	CC	or
discrimination	NN	discrimination
,	,	,
to	TO	to
name	VB	name
a	DT	a
few	JJ	few
.	SENT	.
In	IN	in
my	PP$	my
laboratory	NN	laboratory
,	,	,
we	PP	we
'	POS	'
re	NN	re
particularly	RB	particularly
focused	VBN	focus
on	IN	on
a	DT	a
few	JJ	few
types	NNS	type
of	IN	of
experiences	NNS	experience
that	IN	that
we	PP	we
believe	VBP	believe
may	MD	may
be	VB	be
able	JJ	able
to	TO	to
be	VB	be
targeted	VBN	target
to	TO	to
promote	VB	promote
children	NNS	child
'	POS	'
s	NN	S
brain	NN	brain
development	NN	development
and	CC	and
ultimately	RB	ultimately
improve	VB	improve
their	PP$	their
learning	VBG	learn
outcomes	NNS	outcome
.	SENT	.
As	IN	as
one	CD	one
example	NN	example
,	,	,
take	VB	take
something	NN	something
I	PP	I
'	POS	'
ll	NNS	<unknown>
call	VBP	call
the	DT	the
home	NN	home
language	NN	language
environment	NN	environment
,	,	,
by	IN	by
which	WDT	which
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
know	VBP	know
that	IN	that
the	DT	the
number	NN	number
of	IN	of
words	NNS	word
kids	NNS	kid
hear	VBP	hear
and	CC	and
the	DT	the
number	NN	number
of	IN	of
conversations	NNS	conversation
they	PP	they
'	POS	'
re	NN	re
engaged	VBD	engage
in	IN	in
every	DT	every
day	NN	day
can	MD	can
vary	VB	vary
tremendously	RB	tremendously
.	SENT	.
By	IN	by
some	DT	some
estimates	NNS	estimate
,	,	,
kids	NNS	kid
from	IN	from
more	RBR	more
advantaged	VBN	advantage
backgrounds	NNS	background
hear	VBP	hear
an	DT	an
average	NN	average
of	IN	of
30	CD	@card@
million	CD	million
more	RBR	more
spoken	VBN	speak
words	NNS	word
in	IN	in
the	DT	the
first	JJ	first
few	JJ	few
years	NNS	year
of	IN	of
life	NN	life
compared	VBN	compare
to	TO	to
kids	NNS	kid
from	IN	from
less	JJR	less
advantaged	VBN	advantage
backgrounds	NNS	background
.	SENT	.
Now	RB	now
,	,	,
in	IN	in
our	PP$	our
work	NN	work
,	,	,
we	PP	we
'	POS	'
re	NN	re
finding	VBG	find
that	IN	that
kids	NNS	kid
who	WP	who
experience	VBP	experience
more	JJR	more
back-and-forth	NP	back-and-forth
,	,	,
responsive	JJ	responsive
conversational	JJ	conversational
turns	NNS	turn
tend	VBP	tend
to	TO	to
have	VB	have
a	DT	a
larger	JJR	large
brain	NN	brain
surface	NN	surface
in	IN	in
parts	NNS	part
of	IN	of
the	DT	the
brain	NN	brain
that	IN	that
we	PP	we
know	VBP	know
are	VBP	be
responsible	JJ	responsible
for	IN	for
language	NN	language
and	CC	and
reading	NN	reading
skills	NNS	skill
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
number	NN	number
of	IN	of
conversations	NNS	conversation
they	PP	they
hear	VBP	hear
seems	VBZ	seem
to	TO	to
matter	VB	matter
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
than	IN	than
the	DT	the
sheer	JJ	sheer
number	NN	number
of	IN	of
words	NNS	word
they	PP	they
hear	VBP	hear
.	SENT	.
So	IN	so
one	CD	one
tantalizing	VBG	tantalize
possibility	NN	possibility
is	VBZ	be
that	IN	that
we	PP	we
should	MD	should
be	VB	be
teaching	VBG	teach
parents	NNS	parent
not	RB	not
just	RB	just
to	TO	to
talk	VB	talk
a	DT	a
lot	NN	lot
,	,	,
but	CC	but
to	TO	to
actually	RB	actually
have	VBP	have
more	JJR	more
conversations	NNS	conversation
with	IN	with
their	PP$	their
children	NNS	child
.	SENT	.
In	IN	in
this	DT	this
way	NN	way
,	,	,
it	PP	it
'	POS	'
s	NN	S
possible	JJ	possible
that	IN	that
we	PP	we
'	POS	'
ll	NNS	<unknown>
promote	VBP	promote
brain	NN	brain
development	NN	development
and	CC	and
perhaps	RB	perhaps
their	PP$	their
kids	NNS	kid
'	POS	'
language	NN	language
and	CC	and
reading	NN	reading
skills	NNS	skill
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
a	DT	a
number	NN	number
of	IN	of
scientists	NNS	scientist
are	VBP	be
testing	VBG	test
that	IN	that
exciting	JJ	exciting
possibility	NN	possibility
right	RB	right
now	RB	now
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
we	PP	we
all	RB	all
know	VBP	know
that	IN	that
growing	VBG	grow
up	RP	up
in	IN	in
poverty	NN	poverty
is	VBZ	be
associated	VBN	associate
with	IN	with
lots	NNS	lot
of	IN	of
different	JJ	different
experiences	NNS	experience
beyond	IN	beyond
just	RB	just
how	WRB	how
many	JJ	many
conversations	NNS	conversation
kids	NNS	kid
are	VBP	be
having	VBG	have
.	SENT	.
So	RB	so
how	WRB	how
do	VBP	do
we	PP	we
choose	VBP	choose
what	WP	what
else	RB	else
to	TO	to
focus	VB	focus
on	RP	on
?	SENT	?
The	DT	the
list	NN	list
can	MD	can
be	VB	be
overwhelming	JJ	overwhelming
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
high-quality	JJ	high-quality
interventions	NNS	intervention
that	WDT	that
do	VBP	do
try	VB	try
to	TO	to
change	VB	change
children	NNS	child
'	POS	'
s	NN	S
experience	NN	experience
,	,	,
many	JJ	many
of	IN	of
which	WDT	which
are	VBP	be
quite	RB	quite
effective	JJ	effective
.	SENT	.
But	CC	but
again	RB	again
,	,	,
just	RB	just
like	IN	like
school-	NN	<unknown>
based	VBN	base
initiatives	NNS	initiative
,	,	,
this	DT	this
is	VBZ	be
hard	JJ	hard
work	NN	work
.	SENT	.
It	PP	it
can	MD	can
be	VB	be
challenging	VBG	challenge
,	,	,
it	PP	it
can	MD	can
be	VB	be
labor-	NN	<unknown>
intensive	JJ	intensive
,	,	,
sometimes	RB	sometimes
costly	JJ	costly
.	SENT	.
.	SENT	.
.	SENT	.
and	CC	and
on	IN	on
occasion	NN	occasion
,	,	,
it	PP	it
can	MD	can
be	VB	be
somewhat	RB	somewhat
patronizing	JJ	patronizing
for	IN	for
scientists	NNS	scientist
to	TO	to
swoop	VB	swoop
in	RP	in
and	CC	and
tell	VB	tell
a	DT	a
family	NN	family
what	WP	what
they	PP	they
need	VBP	need
to	TO	to
change	VB	change
in	IN	in
order	NN	order
for	IN	for
their	PP$	their
child	NN	child
to	TO	to
succeed	VB	succeed
.	SENT	.
So	RB	so
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
an	DT	an
idea	NN	idea
with	IN	with
you	PP	you
.	SENT	.
What	WP	what
if	IN	if
we	PP	we
tried	VBD	try
to	TO	to
help	VB	help
young	JJ	young
children	NNS	child
in	IN	in
poverty	NN	poverty
by	IN	by
simply	RB	simply
giving	VBG	give
their	PP$	their
families	NNS	family
more	JJR	more
money	NN	money
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
privileged	JJ	privileged
to	TO	to
be	VB	be
working	VBG	work
with	IN	with
a	DT	a
team	NN	team
of	IN	of
economists	NNS	economist
,	,	,
social	JJ	social
policy	NN	policy
experts	NNS	expert
and	CC	and
neuroscientists	NNS	neuroscientist
in	IN	in
