Four	CD	four
sexuality	NN	sexuality
up	IN	up
a	DT	a
lot	NN	lot
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
seen	VBN	see
as	IN	as
power	NN	power
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
strong	JJ	strong
characters	NNS	character
who	WP	who
happen	VBP	happen
to	TO	to
be	VB	be
female	JJ	female
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
completely	RB	completely
flat	JJ	flat
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
basically	RB	basically
cardboard	JJ	cardboard
characters	NNS	character
.	SENT	.
The	DT	the
problem	NN	problem
with	IN	with
this	DT	this
is	VBZ	be
that	IN	that
then	JJ	then
people	NNS	people
expect	VBP	expect
women	NNS	woman
to	TO	to
be	VB	be
that	IN	that
easy	JJ	easy
to	TO	to
understand	VB	understand
,	,	,
and	CC	and
women	NNS	woman
are	VBP	be
mad	JJ	mad
at	IN	at
themselves	PP	themselves
for	IN	for
not	RB	not
being	VBG	be
that	DT	that
simple	NN	simple
,	,	,
when	WRB	when
,	,	,
in	IN	in
actuality	NN	actuality
,	,	,
women	NNS	woman
are	VBP	be
complicated	VBN	complicate
,	,	,
women	NNS	woman
are	VBP	be
multifaceted	JJ	multifaceted
—	:	-
not	RB	not
because	IN	because
women	NNS	woman
are	VBP	be
crazy	JJ	crazy
,	,	,
but	CC	but
because	IN	because
people	NNS	people
are	VBP	be
crazy	JJ	crazy
,	,	,
and	CC	and
women	NNS	woman
happen	VBP	happen
to	TO	to
be	VB	be
people	NNS	people
.	SENT	.
So	IN	so
the	DT	the
flaws	NNS	flaw
are	VBP	be
the	DT	the
key	NN	key
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
the	DT	the
first	JJ	first
person	NN	person
to	TO	to
say	VB	say
this	DT	this
.	SENT	.
What	WP	what
makes	VBZ	make
a	DT	a
strong	JJ	strong
female	JJ	female
character	NN	character
is	VBZ	be
a	DT	a
character	NN	character
who	WP	who
has	VBZ	have
weaknesses	NNS	weakness
,	,	,
who	WP	who
has	VBZ	have
flaws	NNS	flaw
,	,	,
who	WP	who
is	VBZ	be
maybe	RB	maybe
not	RB	not
immediately	RB	immediately
likable	JJ	likable
,	,	,
but	CC	but
eventually	RB	eventually
relatable	JJ	relatable
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
like	VBP	like
to	TO	to
acknowledge	VB	acknowledge
a	DT	a
problem	NN	problem
without	IN	without
also	RB	also
acknowledging	VBG	acknowledge
those	DT	those
who	WP	who
work	VBP	work
to	TO	to
fix	VB	fix
it	PP	it
,	,	,
so	RB	so
just	RB	just
wanted	VBD	want
to	TO	to
acknowledge	VB	acknowledge
shows	NNS	show
like	IN	like
"	``	"
Mad	JJ	mad
Men	NN	Men
,	,	,
"	''	"
movies	NNS	movie
like	IN	like
"	``	"
Bridesmaids	NNS	bridesmaid
,	,	,
"	''	"
whose	WP$	whose
female	JJ	female
characters	NNS	character
or	CC	or
protagonists	NNS	protagonist
are	VBP	be
complex	JJ	complex
,	,	,
multifaceted	JJ	multifaceted
.	SENT	.
Lena	NP	Lena
Dunham	NP	Dunham
,	,	,
who	WP	who
'	POS	'
s	NN	S
on	IN	on
here	RB	here
,	,	,
her	PP$	her
show	NN	show
on	IN	on
HBO	NP	HBO
that	WDT	that
premiers	VBZ	premier
next	JJ	next
month	NN	month
,	,	,
"	''	"
Girls	NNS	girl
,	,	,
"	''	"
she	PP	she
said	VBD	say
she	PP	she
wanted	VBD	want
to	TO	to
start	VB	start
it	PP	it
because	IN	because
she	PP	she
felt	VBD	feel
that	IN	that
every	DT	every
woman	NN	woman
she	PP	she
knew	VBD	know
was	VBD	be
just	RB	just
a	DT	a
bundle	NN	bundle
of	IN	of
contradictions	NNS	contradiction
,	,	,
and	CC	and
that	WDT	that
feels	VBZ	feel
accurate	JJ	accurate
for	IN	for
all	DT	all
people	NNS	people
,	,	,
but	CC	but
you	PP	you
don	VBP	don
'	''	'
t	NN	t
see	VB	see
women	NNS	woman
represented	VBN	represent
like	IN	like
that	DT	that
as	RB	as
much	JJ	much
.	SENT	.
Congrats	NN	congrats
,	,	,
guys	NNS	guy
.	SENT	.
But	CC	but
I	PP	I
don	NN	don
'	POS	'
t	NN	t
feel	NN	feel
that	WDT	that
—	:	-
I	PP	I
still	RB	still
feel	VBP	feel
that	IN	that
there	EX	there
are	VBP	be
some	DT	some
types	NNS	type
of	IN	of
women	NNS	woman
who	WP	who
are	VBP	be
not	RB	not
represented	VBN	represent
that	DT	that
way	NN	way
,	,	,
and	CC	and
one	CD	one
group	NN	group
that	IN	that
we	PP	we
'	POS	'
ll	JJ	<unknown>
focus	NN	focus
on	IN	on
today	NN	today
are	VBP	be
teens	NNS	teen
,	,	,
because	IN	because
I	PP	I
think	VBP	think
teenagers	NNS	teenager
are	VBP	be
especially	RB	especially
contradictory	JJ	contradictory
and	CC	and
still	RB	still
figuring	VBG	figure
it	PP	it
out	RP	out
,	,	,
and	CC	and
in	IN	in
the	DT	the
'	''	'
90s	NN	90s
there	EX	there
was	VBD	be
"	``	"
Freaks	VBZ	freak
and	CC	and
Geeks	NNS	geek
"	''	"
and	CC	and
"	``	"
My	PP$	my
So-Called	JJ	so-called
Life	NN	life
,	,	,
"	''	"
and	CC	and
their	PP$	their
characters	NNS	character
,	,	,
Lindsay	NP	Lindsay
Weir	NP	Weir
and	CC	and
Angela	NP	Angela
Chase	NP	Chase
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
the	DT	the
whole	JJ	whole
premise	NN	premise
of	IN	of
the	DT	the
shows	NNS	show
were	VBD	be
just	RB	just
them	PP	them
trying	VBG	try
to	TO	to
figure	VB	figure
themselves	PP	themselves
out	RP	out
,	,	,
basically	RB	basically
,	,	,
but	CC	but
those	DT	those
shows	NNS	show
only	RB	only
lasted	VBD	last
a	DT	a
season	NN	season
each	DT	each
,	,	,
and	CC	and
I	PP	I
haven	NN	haven
'	POS	'
t	NN	t
really	RB	really
seen	VBN	see
anything	NN	anything
like	IN	like
that	IN	that
on	IN	on
TV	NN	TV
since	RB	since
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
a	DT	a
scientific	JJ	scientific
diagram	NN	diagram
of	IN	of
my	PP$	my
brain	NN	brain
—	:	-
—	:	-
around	IN	around
the	DT	the
time	NN	time
when	WRB	when
I	PP	I
was	VBD	be
,	,	,
when	WRB	when
I	PP	I
started	VBD	start
watching	VBG	watch
those	DT	those
TV	NN	TV
shows	VBZ	show
.	SENT	.
I	PP	I
was	VBD	be
ending	VBG	end
middle	JJ	middle
school	NN	school
,	,	,
starting	VBG	start
high	JJ	high
school	NN	school
—	:	-
I	PP	I
'	POS	'
m	NN	m
a	DT	a
sophomore	NN	sophomore
now	RB	now
—	:	-
and	CC	and
I	PP	I
was	VBD	be
trying	VBG	try
to	TO	to
reconcile	VB	reconcile
all	DT	all
of	IN	of
these	DT	these
differences	NNS	difference
that	IN	that
you	PP	you
'	POS	'
re	NN	re
told	VBD	tell
you	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
growing	VBG	grow
up	RP	up
as	IN	as
a	DT	a
girl	NN	girl
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
smart	JJ	smart
and	CC	and
pretty	RB	pretty
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
a	DT	a
feminist	JJ	feminist
who	WP	who
'	POS	'
s	NN	S
also	RB	also
interested	JJ	interested
in	IN	in
fashion	NN	fashion
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
care	NN	care
about	IN	about
clothes	NNS	clothes
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
what	WP	what
other	JJ	other
people	NNS	people
,	,	,
usually	RB	usually
men	NNS	man
,	,	,
will	MD	will
think	VB	think
of	IN	of
you	PP	you
.	SENT	.
So	RB	so
I	PP	I
was	VBD	be
trying	VBG	try
to	TO	to
figure	VB	figure
all	PDT	all
that	DT	that
out	RP	out
,	,	,
and	CC	and
I	PP	I
felt	VBD	feel
a	DT	a
little	RB	little
confused	VBN	confuse
,	,	,
and	CC	and
I	PP	I
said	VBD	say
so	RB	so
on	IN	on
my	PP$	my
blog	NN	<unknown>
,	,	,
and	CC	and
I	PP	I
said	VBD	say
that	IN	that
I	PP	I
wanted	VBD	want
to	TO	to
start	VB	start
a	DT	a
website	NN	website
for	IN	for
teenage	JJ	teenage
girls	NNS	girl
that	WDT	that
was	VBD	be
not	RB	not
this	DT	this
kind	NN	kind
of	IN	of
one-dimensional	JJ	one-dimensional
strong	JJ	strong
character	NN	character
empowerment	NN	empowerment
thing	NN	thing
because	IN	because
I	PP	I
think	VBP	think
one	CD	one
thing	NN	thing
that	WDT	that
can	MD	can
be	VB	be
very	RB	very
alienating	JJ	alienating
about	IN	about
a	DT	a
misconception	NN	misconception
of	IN	of
feminism	NN	feminism
is	VBZ	be
that	IN	that
girls	NNS	girl
then	RB	then
think	VBP	think
that	IN	that
to	TO	to
be	VB	be
a	DT	a
feminist	NN	feminist
,	,	,
they	PP	they
have	VBP	have
to	TO	to
live	VB	live
up	RP	up
to	TO	to
being	VBG	be
perfectly	RB	perfectly
consistent	JJ	consistent
in	IN	in
your	PP$	your
beliefs	NNS	belief
,	,	,
never	RB	never
being	VBG	be
insecure	JJ	insecure
,	,	,
never	RB	never
having	VBG	have
doubts	NNS	doubt
,	,	,
having	VBG	have
all	DT	all
of	IN	of
the	DT	the
answers	NNS	answer
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
not	RB	not
true	JJ	true
,	,	,
and	CC	and
,	,	,
actually	RB	actually
,	,	,
reconciling	VBG	reconcile
all	PDT	all
the	DT	the
contradictions	NNS	contradiction
I	PP	I
was	VBD	be
feeling	VBG	feel
became	VBD	become
easier	JJR	easy
once	IN	once
I	PP	I
understood	VBD	understand
that	IN	that
feminism	NN	feminism
was	VBD	be
not	RB	not
a	DT	a
rulebook	NN	rulebook
but	CC	but
a	DT	a
discussion	NN	discussion
,	,	,
a	DT	a
conversation	NN	conversation
,	,	,
a	DT	a
process	NN	process
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
spread	NN	spread
from	IN	from
a	DT	a
zine	NN	<unknown>
that	IN	that
I	PP	I
made	VBD	make
last	JJ	last
year	NN	year
when	WRB	when
I	PP	I
—	:	-
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
think	VBP	think
I	PP	I
'	''	'
ve	NNS	<unknown>
let	VBP	let
myself	PP	myself
go	VB	go
a	DT	a
bit	NN	bit
on	IN	on
the	DT	the
illustration	NN	illustration
front	NN	front
since	RB	since
.	SENT	.
But	CC	but
,	,	,
yeah	RB	yeah
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
on	IN	on
my	PP$	my
blog	NN	<unknown>
that	IN	that
I	PP	I
wanted	VBD	want
to	TO	to
start	VB	start
this	DT	this
publication	NN	publication
for	IN	for
teenage	JJ	teenage
girls	NNS	girl
and	CC	and
ask	VB	ask
people	NNS	people
to	TO	to
submit	VB	submit
their	PP$	their
writing	NN	writing
,	,	,
their	PP$	their
photography	NN	photography
,	,	,
whatever	WDT	whatever
,	,	,
to	TO	to
be	VB	be
a	DT	a
member	NN	member
of	IN	of
our	PP$	our
staff	NN	staff
.	SENT	.
I	PP	I
got	VBD	get
about	IN	about
3	CD	@card@
,	,	,
000	CD	@card@
emails	NNS	email
.	SENT	.
My	PP$	my
editorial	JJ	editorial
director	NN	director
and	CC	and
I	PP	I
went	VBD	go
through	IN	through
them	PP	them
and	CC	and
put	VB	put
together	RB	together
a	DT	a
staff	NN	staff
of	IN	of
people	NNS	people
,	,	,
and	CC	and
we	PP	we
launched	VBD	launch
last	JJ	last
September	NP	September
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
an	DT	an
excerpt	NN	excerpt
from	IN	from
my	PP$	my
first	JJ	first
editor	NN	editor
'	POS	'
s	NN	S
letter	NN	letter
,	,	,
where	WRB	where
I	PP	I
say	VBP	say
that	DT	that
Rookie	NN	rookie
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
all	PDT	all
the	DT	the
answers	NNS	answer
,	,	,
we	PP	we
'	POS	'
re	NN	re
still	RB	still
figuring	VBG	figure
it	PP	it
out	RP	out
too	RB	too
,	,	,
but	CC	but
the	DT	the
point	NN	point
is	VBZ	be
not	RB	not
to	TO	to
give	VB	give
girls	NNS	girl
the	DT	the
answers	NNS	answer
,	,	,
and	CC	and
not	RB	not
even	RB	even
give	VB	give
them	PP	them
permission	NN	permission
to	TO	to
find	VB	find
the	DT	the
answers	NNS	answer
themselves	PP	themselves
,	,	,
but	CC	but
hopefully	RB	hopefully
inspire	VB	inspire
them	PP	them
to	TO	to
understand	VB	understand
that	IN	that
they	PP	they
can	MD	can
give	VB	give
themselves	PP	themselves
that	DT	that
permission	NN	permission
,	,	,
they	PP	they
can	MD	can
ask	VB	ask
their	PP$	their
own	JJ	own
questions	NNS	question
,	,	,
find	VB	find
their	PP$	their
own	JJ	own
answers	NNS	answer
,	,	,
all	RB	all
of	IN	of
that	DT	that
,	,	,
and	CC	and
Rookie	NN	rookie
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
make	VB	make
it	PP	it
a	DT	a
nice	JJ	nice
place	NN	place
for	IN	for
all	DT	all
of	IN	of
that	WDT	that
to	TO	to
be	VB	be
figured	VBN	figure
out	RP	out
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
saying	VBG	say
,	,	,
"	''	"
Be	NP	Be
like	IN	like
us	PP	us
,	,	,
"	''	"
and	CC	and
"	``	"
We	PP	we
'	''	'
re	IN	re
perfect	JJ	perfect
role	NN	role
models	NNS	model
,	,	,
"	``	"
because	IN	because
we	PP	we
'	POS	'
re	NN	re
not	RB	not
,	,	,
but	CC	but
we	PP	we
just	RB	just
want	VBP	want
to	TO	to
help	VB	help
represent	VB	represent
girls	NNS	girl
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
shows	VBZ	show
those	DT	those
different	JJ	different
dimensions	NNS	dimension
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
have	VBP	have
articles	NNS	article
called	VBN	call
"	``	"
On	IN	on
Taking	VBG	take
Yourself	PP	yourself
Seriously	RB	seriously
:	:	:
How	WRB	how
to	TO	to
Not	RB	not
Care	NN	Care
What	WP	what
People	NNS	people
Think	VBP	think
of	IN	of
You	PP	you
,	,	,
"	``	"
but	CC	but
we	PP	we
also	RB	also
have	VBP	have
articles	NNS	article
like	VB	like
,	,	,
oops	NP	oops
—	:	-
I	PP	I
'	POS	'
m	NN	m
figuring	VBG	figure
it	PP	it
out	RP	out
!	SENT	!
Ha	NP	Ha
ha	NP	ha
.	SENT	.
If	IN	if
you	PP	you
use	VBP	use
that	IN	that
,	,	,
you	PP	you
can	MD	can
get	VB	get
away	RB	away
with	IN	with
anything	NN	anything
.	SENT	.
We	PP	we
also	RB	also
have	VBP	have
articles	NNS	article
called	VBN	call
"	``	"
How	WRB	how
to	TO	to
Look	VB	look
Like	IN	like
You	PP	you
Weren	NP	<unknown>
'	POS	'
t	NN	t
Just	RB	just
Crying	VBG	cry
in	IN	in
Less	JJR	less
than	IN	than
Five	CD	five
Minutes	NPS	Minutes
.	SENT	.
"	''	"
So	RB	so
all	RB	all
of	IN	of
that	RB	that
being	VBG	be
said	VBN	say
,	,	,
I	PP	I
still	RB	still
really	RB	really
appreciate	VB	appreciate
those	DT	those
characters	NNS	character
in	IN	in
movies	NNS	movie
and	CC	and
articles	NNS	article
like	VBP	like
that	IN	that
on	IN	on
our	PP$	our
site	NN	site
,	,	,
that	DT	that
aren	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
about	IN	about
being	VBG	be
totally	RB	totally
powerful	JJ	powerful
,	,	,
maybe	RB	maybe
finding	VBG	find
your	PP$	your
acceptance	NN	acceptance
with	IN	with
yourself	PP	yourself
and	CC	and
self-esteem	NN	self-esteem
and	CC	and
your	PP$	your
flaws	NNS	flaw
and	CC	and
how	WRB	how
you	PP	you
accept	VBP	accept
those	DT	those
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
you	PP	you
to	TO	to
take	VB	take
away	RP	away
from	IN	from
my	PP$	my
talk	NN	talk
,	,	,
the	DT	the
lesson	NN	lesson
of	IN	of
all	DT	all
of	IN	of
this	DT	this
,	,	,
is	VBZ	be
to	TO	to
just	RB	just
be	VB	be
Stevie	NP	Stevie
Nicks	NPS	Nick
.	SENT	.
Like	IN	like
,	,	,
that	WDT	that
'	POS	'
s	NN	S
all	RB	all
you	PP	you
have	VBP	have
to	TO	to
do	VB	do
.	SENT	.
Because	IN	because
my	PP$	my
favorite	JJ	favorite
thing	NN	thing
about	IN	about
her	PP	her
,	,	,
other	JJ	other
than	IN	than
,	,	,
like	VB	like
,	,	,
everything	NN	everything
,	,	,
is	VBZ	be
that	IN	that
she	PP	she
is	VBZ	be
very	RB	very
—	:	-
has	VBZ	have
always	RB	always
been	VBN	be
unapologetically	RB	unapologetically
present	JJ	present
on	IN	on
stage	NN	stage
,	,	,
and	CC	and
unapologetic	JJ	unapologetic
about	IN	about
her	PP$	her
flaws	NNS	flaw
and	CC	and
about	RB	about
reconciling	VBG	reconcile
all	DT	all
of	IN	of
her	PP$	her
contradictory	JJ	contradictory
feelings	NNS	feeling
and	CC	and
she	PP	she
makes	VBZ	make
you	PP	you
listen	VB	listen
to	TO	to
them	PP	them
and	CC	and
think	VBP	think
about	IN	about
them	PP	them
,	,	,
and	CC	and
yeah	RB	yeah
,	,	,
so	RB	so
please	RB	please
be	VB	be
Stevie	NP	Stevie
Nicks	NPS	Nick
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
