Today	NN	today
in	IN	in
our	PP$	our
ideas	NNS	idea
about	IN	about
choice	NN	choice
.	SENT	.
From	IN	from
my	PP$	my
American	JJ	American
perspective	NN	perspective
,	,	,
when	WRB	when
a	DT	a
paying	VBG	pay
customer	NN	customer
makes	VBZ	make
a	DT	a
reasonable	JJ	reasonable
request	NN	request
based	VBN	base
on	IN	on
her	PP$	her
preferences	NNS	preference
,	,	,
she	PP	she
has	VBZ	have
every	DT	every
right	NN	right
to	TO	to
have	VB	have
that	DT	that
request	NN	request
met	VBD	meet
.	SENT	.
The	DT	the
American	JJ	American
way	NN	way
,	,	,
to	TO	to
quote	VB	quote
Burger	NP	Burger
King	NP	King
,	,	,
is	VBZ	be
to	TO	to
"	``	"
have	VBP	have
it	PP	it
your	PP$	your
way	NN	way
,	,	,
"	''	"
because	IN	because
,	,	,
as	IN	as
Starbucks	NP	Starbucks
says	VBZ	say
,	,	,
"	``	"
happiness	NN	happiness
is	VBZ	be
in	IN	in
your	PP$	your
choices	NNS	choice
.	SENT	.
"	''	"
But	CC	but
from	IN	from
the	DT	the
Japanese	JJ	Japanese
perspective	NN	perspective
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
their	PP$	their
duty	NN	duty
to	TO	to
protect	VB	protect
those	DT	those
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
know	VBP	know
any	DT	any
better	RBR	well
—	:	-
in	IN	in
this	DT	this
case	NN	case
,	,	,
the	DT	the
ignorant	JJ	ignorant
gaijin	NN	<unknown>
—	:	-
from	IN	from
making	VBG	make
the	DT	the
wrong	JJ	wrong
choice	NN	choice
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
face	VBP	face
it	PP	it
:	:	:
the	DT	the
way	NN	way
I	PP	I
wanted	VBD	want
my	PP$	my
tea	NN	tea
was	VBD	be
inappropriate	JJ	inappropriate
according	VBG	accord
to	TO	to
cultural	JJ	cultural
standards	NNS	standard
,	,	,
and	CC	and
they	PP	they
were	VBD	be
doing	VBG	do
their	PP$	their
best	JJS	good
to	TO	to
help	VB	help
me	PP	me
save	VB	save
face	NN	face
.	SENT	.
Americans	NPS	Americans
tend	VBP	tend
to	TO	to
believe	VB	believe
that	IN	that
they	PP	they
'	POS	'
ve	NN	ve
reached	VBD	reach
some	DT	some
sort	NN	sort
of	IN	of
pinnacle	NN	pinnacle
in	IN	in
the	DT	the
way	NN	way
they	PP	they
practice	VBP	practice
choice	NN	choice
.	SENT	.
They	PP	they
think	VBP	think
that	DT	that
choice	NN	choice
,	,	,
as	RB	as
seen	VBN	see
through	IN	through
the	DT	the
American	JJ	American
lens	NN	lens
best	JJS	good
fulfills	VBZ	fulfill
an	DT	an
innate	JJ	innate
and	CC	and
universal	JJ	universal
desire	NN	desire
for	IN	for
choice	NN	choice
in	IN	in
all	DT	all
humans	NNS	human
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
these	DT	these
beliefs	NNS	belief
are	VBP	be
based	VBN	base
on	IN	on
assumptions	NNS	assumption
that	DT	that
don	NN	don
'	POS	'
t	NN	t
always	RB	always
hold	VBP	hold
true	JJ	true
in	IN	in
many	JJ	many
countries	NNS	country
,	,	,
in	IN	in
many	JJ	many
cultures	NNS	culture
.	SENT	.
At	IN	at
times	NNS	time
they	PP	they
don	VBP	don
'	''	'
t	NN	t
even	RB	even
hold	VBP	hold
true	JJ	true
at	IN	at
America	NP	America
'	POS	'
s	JJ	<unknown>
own	JJ	own
borders	NNS	border
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
discuss	VB	discuss
some	DT	some
of	IN	of
these	DT	these
assumptions	NNS	assumption
and	CC	and
the	DT	the
problems	NNS	problem
associated	VBN	associate
with	IN	with
them	PP	them
.	SENT	.
As	IN	as
I	PP	I
do	VBP	do
so	RB	so
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
'	''	'
ll	NNS	<unknown>
start	VBP	start
thinking	VBG	think
about	IN	about
some	DT	some
of	IN	of
your	PP$	your
own	JJ	own
assumptions	NNS	assumption
and	CC	and
how	WRB	how
they	PP	they
were	VBD	be
shaped	VBN	shape
by	IN	by
your	PP$	your
backgrounds	NNS	background
.	SENT	.
First	JJ	first
assumption	NN	assumption
:	:	:
if	IN	if
a	DT	a
choice	NN	choice
affects	VBZ	affect
you	PP	you
,	,	,
then	RB	then
you	PP	you
should	MD	should
be	VB	be
the	DT	the
one	CD	one
to	TO	to
make	VB	make
it	PP	it
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
ensure	VB	ensure
that	IN	that
your	PP$	your
preferences	NNS	preference
and	CC	and
interests	NNS	interest
will	MD	will
be	VB	be
most	RBS	most
fully	RB	fully
accounted	VBN	account
for	IN	for
.	SENT	.
It	PP	it
is	VBZ	be
essential	JJ	essential
for	IN	for
success	NN	success
.	SENT	.
In	IN	in
America	NP	America
,	,	,
the	DT	the
primary	JJ	primary
locus	NN	locus
of	IN	of
choice	NN	choice
is	VBZ	be
the	DT	the
individual	NN	individual
.	SENT	.
People	NNS	people
must	MD	must
choose	VB	choose
for	IN	for
themselves	PP	themselves
,	,	,
sometimes	RB	sometimes
sticking	VBG	stick
to	TO	to
their	PP$	their
guns	NNS	gun
,	,	,
regardless	RB	regardless
of	IN	of
what	WP	what
other	JJ	other
people	NNS	people
want	VBP	want
or	CC	or
recommend	VBP	recommend
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
called	VBN	call
"	''	"
being	VBG	be
true	JJ	true
to	TO	to
yourself	PP	yourself
.	SENT	.
"	''	"
But	CC	but
do	VB	do
all	DT	all
individuals	NNS	individual
benefit	NN	benefit
from	IN	from
taking	VBG	take
such	PDT	such
an	DT	an
approach	NN	approach
to	TO	to
choice	NN	choice
?	SENT	?
Mark	NP	Mark
Lepper	NP	Lepper
and	CC	and
I	PP	I
did	VBD	do
a	DT	a
series	NN	series
of	IN	of
studies	NNS	study
in	IN	in
which	WDT	which
we	PP	we
sought	VBD	seek
the	DT	the
answer	NN	answer
to	TO	to
this	DT	this
very	JJ	very
question	NN	question
.	SENT	.
In	IN	in
one	CD	one
study	NN	study
,	,	,
which	WDT	which
we	PP	we
ran	VBD	run
in	IN	in
Japantown	NP	<unknown>
,	,	,
San	NP	San
Francisco	NP	Francisco
,	,	,
we	PP	we
brought	VBD	bring
seven-	NN	seven-
to	TO	to
nine-year-old	JJ	nine-year-old
Anglo-	NP	<unknown>
and	CC	and
Asian-	NP	<unknown>
American	NP	American
children	NNS	child
into	IN	into
the	DT	the
laboratory	NN	laboratory
,	,	,
and	CC	and
we	PP	we
divided	VBD	divide
them	PP	them
up	RP	up
into	IN	into
three	CD	three
groups	NNS	group
.	SENT	.
The	DT	the
first	JJ	first
group	NN	group
came	VBD	come
in	IN	in
,	,	,
and	CC	and
they	PP	they
were	VBD	be
greeted	VBN	greet
by	IN	by
Miss	NP	Miss
Smith	NP	Smith
,	,	,
who	WP	who
showed	VBD	show
them	PP	them
six	CD	six
big	JJ	big
piles	NNS	pile
of	IN	of
anagram	NN	anagram
puzzles	NNS	puzzle
.	SENT	.
The	DT	the
kids	NNS	kid
got	VBD	get
to	TO	to
choose	VB	choose
which	WDT	which
pile	NN	pile
of	IN	of
anagrams	NNS	anagram
they	PP	they
would	MD	would
like	VB	like
to	TO	to
do	VB	do
,	,	,
and	CC	and
they	PP	they
even	RB	even
got	VBD	get
to	TO	to
choose	VB	choose
which	WDT	which
marker	NN	marker
they	PP	they
would	MD	would
write	VB	write
their	PP$	their
answers	NNS	answer
with	IN	with
.	SENT	.
When	WRB	when
the	DT	the
second	JJ	second
group	NN	group
of	IN	of
children	NNS	child
came	VBD	come
in	IN	in
,	,	,
they	PP	they
were	VBD	be
brought	VBN	bring
to	TO	to
the	DT	the
same	JJ	same
room	NN	room
,	,	,
shown	VBN	show
the	DT	the
same	JJ	same
anagrams	NNS	anagram
,	,	,
but	CC	but
this	DT	this
time	NN	time
Miss	NP	Miss
Smith	NP	Smith
told	VBD	tell
them	PP	them
which	WDT	which
anagrams	NNS	anagram
to	TO	to
do	VB	do
and	CC	and
which	WDT	which
markers	NNS	marker
to	TO	to
write	VB	write
their	PP$	their
answers	NNS	answer
with	IN	with
.	SENT	.
Now	RB	now
when	WRB	when
the	DT	the
third	JJ	third
group	NN	group
came	VBD	come
in	IN	in
,	,	,
they	PP	they
were	VBD	be
told	VBN	tell
that	IN	that
their	PP$	their
anagrams	NNS	anagram
and	CC	and
their	PP$	their
markers	NNS	marker
had	VBD	have
been	VBN	be
chosen	VBN	choose
by	IN	by
their	PP$	their
mothers	NNS	mother
.	SENT	.
In	IN	in
reality	NN	reality
,	,	,
the	DT	the
kids	NNS	kid
who	WP	who
were	VBD	be
told	VBN	tell
what	WP	what
to	TO	to
do	VB	do
,	,	,
whether	IN	whether
by	IN	by
Miss	NP	Miss
Smith	NP	Smith
or	CC	or
their	PP$	their
mothers	NNS	mother
,	,	,
were	VBD	be
actually	RB	actually
given	VBN	give
the	DT	the
very	RB	very
same	JJ	same
activity	NN	activity
,	,	,
which	WDT	which
their	PP$	their
counterparts	NNS	counterpart
in	IN	in
the	DT	the
first	JJ	first
group	NN	group
had	VBD	have
freely	RB	freely
chosen	VBN	choose
.	SENT	.
With	IN	with
this	DT	this
procedure	NN	procedure
,	,	,
we	PP	we
were	VBD	be
able	JJ	able
to	TO	to
ensure	VB	ensure
that	IN	that
the	DT	the
kids	NNS	kid
across	IN	across
the	DT	the
three	CD	three
groups	NNS	group
all	RB	all
did	VBD	do
the	DT	the
same	JJ	same
activity	NN	activity
,	,	,
making	VBG	make
it	PP	it
easier	JJR	easy
for	IN	for
us	PP	us
to	TO	to
compare	VB	compare
performance	NN	performance
.	SENT	.
Such	JJ	such
small	JJ	small
differences	NNS	difference
in	IN	in
the	DT	the
way	NN	way
we	PP	we
administered	VBD	administer
the	DT	the
activity	NN	activity
yielded	VBD	yield
striking	JJ	striking
differences	NNS	difference
in	IN	in
how	WRB	how
well	RB	well
they	PP	they
performed	VBD	perform
.	SENT	.
Anglo-Americans	NNS	Anglo-American
,	,	,
they	PP	they
did	VBD	do
two	CD	two
and	CC	and
a	DT	a
half	NN	half
times	CC	times
more	JJR	more
anagrams	NNS	anagram
when	WRB	when
they	PP	they
got	VBD	get
to	TO	to
choose	VB	choose
them	PP	them
,	,	,
as	RB	as
compared	VBN	compare
to	TO	to
when	WRB	when
it	PP	it
was	VBD	be
chosen	VBN	choose
for	IN	for
them	PP	them
by	IN	by
Miss	NP	Miss
Smith	NP	Smith
or	CC	or
their	PP$	their
mothers	NNS	mother
.	SENT	.
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
who	WP	who
did	VBD	do
the	DT	the
choosing	NN	choosing
,	,	,
if	IN	if
the	DT	the
task	NN	task
was	VBD	be
dictated	VBN	dictate
by	IN	by
another	DT	another
,	,	,
their	PP$	their
performance	NN	performance
suffered	VBD	suffer
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
some	DT	some
of	IN	of
the	DT	the
kids	NNS	kid
were	VBD	be
visibly	RB	visibly
embarrassed	VBN	embarrass
when	WRB	when
they	PP	they
were	VBD	be
told	VBN	tell
that	IN	that
their	PP$	their
mothers	NNS	mother
had	VBD	have
been	VBN	be
consulted	VBN	consult
.	SENT	.
One	CD	one
girl	NN	girl
named	VBN	name
Mary	NP	Mary
said	VBD	say
,	,	,
"	``	"
You	PP	you
asked	VBD	ask
my	PP$	my
mother	NN	mother
?	SENT	?
"	''	"
In	IN	in
contrast	NN	contrast
,	,	,
Asian-American	NP	Asian-American
children	NNS	child
performed	VBD	perform
best	JJS	good
when	WRB	when
they	PP	they
believed	VBD	believe
their	PP$	their
mothers	NNS	mother
had	VBD	have
made	VBN	make
the	DT	the
choice	NN	choice
,	,	,
second	JJ	second
best	VBP	best
when	WRB	when
they	PP	they
chose	VBD	choose
for	IN	for
themselves	PP	themselves
,	,	,
and	CC	and
least	RBS	least
well	RB	well
when	WRB	when
it	PP	it
had	VBD	have
been	VBN	be
chosen	VBN	choose
by	IN	by
Miss	NP	Miss
Smith	NP	Smith
.	SENT	.
A	DT	a
girl	NN	girl
named	VBN	name
Natsumi	NP	<unknown>
even	RB	even
approached	VBD	approach
Miss	NP	Miss
Smith	NP	Smith
as	IN	as
she	PP	she
was	VBD	be
leaving	VBG	leave
the	DT	the
room	NN	room
and	CC	and
tugged	VBD	tug
on	IN	on
her	PP$	her
skirt	NN	skirt
and	CC	and
asked	VBD	ask
,	,	,
"	``	"
Could	MD	could
you	PP	you
please	VB	please
tell	VB	tell
my	PP$	my
mommy	NN	mommy
I	PP	I
did	VBD	do
it	PP	it
just	RB	just
like	VBP	like
she	PP	she
said	VBD	say
?	SENT	?
"	''	"
The	DT	the
first-	NN	<unknown>
generation	NN	generation
children	NNS	child
were	VBD	be
strongly	RB	strongly
influenced	VBN	influence
by	IN	by
their	PP$	their
immigrant	NN	immigrant
parents	NNS	parent
'	POS	'
approach	NN	approach
to	TO	to
choice	NN	choice
.	SENT	.
For	IN	for
them	PP	them
,	,	,
choice	NN	choice
was	VBD	be
not	RB	not
just	RB	just
a	DT	a
way	NN	way
of	IN	of
defining	VBG	define
and	CC	and
asserting	VBG	assert
their	PP$	their
individuality	NN	individuality
,	,	,
but	CC	but
a	DT	a
way	NN	way
to	TO	to
create	VB	create
community	NN	community
and	CC	and
harmony	NN	harmony
by	IN	by
deferring	VBG	defer
to	TO	to
the	DT	the
choices	NNS	choice
of	IN	of
people	NNS	people
whom	WP	whom
they	PP	they
trusted	VBN	trust
and	CC	and
respected	VBN	respect
.	SENT	.
If	IN	if
they	PP	they
had	VBD	have
a	DT	a
concept	NN	concept
of	IN	of
being	VBG	be
true	JJ	true
to	TO	to
one	CD	one
'	POS	'
s	NN	S
self	NN	self
,	,	,
then	RB	then
that	DT	that
self	NN	self
,	,	,
most	RBS	most
likely	RB	likely
,	,	,
[	SYM	[
was	VBD	be
]	SYM	]
composed	VBN	compose
,	,	,
not	RB	not
of	IN	of
an	DT	an
individual	NN	individual
,	,	,
but	CC	but
of	IN	of
a	DT	a
collective	JJ	collective
.	SENT	.
Success	NN	success
was	VBD	be
just	RB	just
as	RB	as
much	JJ	much
about	IN	about
pleasing	VBG	please
key	JJ	key
figures	NNS	figure
as	IN	as
it	PP	it
was	VBD	be
about	RB	about
satisfying	VBG	satisfy
one	PP	one
'	POS	'
s	JJ	<unknown>
own	JJ	own
preferences	NNS	preference
.	SENT	.
Or	CC	or
,	,	,
you	PP	you
could	MD	could
say	VB	say
that	IN	that
the	DT	the
individual	NN	individual
'	POS	'
s	NN	S
preferences	NNS	preference
were	VBD	be
shaped	VBN	shape
by	IN	by
the	DT	the
preferences	NNS	preference
of	IN	of
specific	JJ	specific
others	NNS	other
.	SENT	.
The	DT	the
assumption	NN	assumption
then	RB	then
that	IN	that
we	PP	we
do	VBP	do
best	JJS	good
when	WRB	when
the	DT	the
individual	JJ	individual
self	NN	self
chooses	VBZ	choose
only	RB	only
holds	VBZ	hold
when	WRB	when
that	DT	that
self	NN	self
is	VBZ	be
clearly	RB	clearly
divided	VBN	divide
from	IN	from
others	NNS	other
.	SENT	.
When	WRB	when
,	,	,
in	IN	in
contrast	NN	contrast
,	,	,
two	CD	two
or	CC	or
more	JJR	more
individuals	NNS	individual
see	VBP	see
their	PP$	their
choices	NNS	choice
and	CC	and
their	PP$	their
outcomes	NNS	outcome
as	IN	as
intimately	RB	intimately
connected	VBN	connect
,	,	,
then	RB	then
they	PP	they
may	MD	may
amplify	VB	amplify
one	PP	one
another	DT	another
'	POS	'
s	JJ	<unknown>
success	NN	success
by	IN	by
turning	VBG	turn
choosing	NN	choosing
into	IN	into
a	DT	a
collective	JJ	collective
act	NN	act
.	SENT	.
To	TO	to
insist	VB	insist
that	IN	that
they	PP	they
choose	VBP	choose
independently	RB	independently
might	MD	might
actually	RB	actually
compromise	VB	compromise
both	CC	both
their	PP$	their
performance	NN	performance
and	CC	and
their	PP$	their
relationships	NNS	relationship
.	SENT	.
Yet	CC	yet
that	DT	that
is	VBZ	be
exactly	RB	exactly
what	WP	what
the	DT	the
American	JJ	American
paradigm	NN	paradigm
demands	NNS	demand
.	SENT	.
It	PP	it
leaves	VBZ	leave
little	JJ	little
room	NN	room
for	IN	for
interdependence	NN	interdependence
or	CC	or
an	DT	an
acknowledgment	NN	acknowledgment
of	IN	of
individual	JJ	individual
fallibility	NN	fallibility
.	SENT	.
It	PP	it
requires	VBZ	require
that	IN	that
everyone	NN	everyone
treat	NN	treat
choice	NN	choice
as	IN	as
a	DT	a
private	JJ	private
and	CC	and
self-defining	JJ	<unknown>
act	NN	act
.	SENT	.
People	NNS	people
that	WDT	that
have	VBP	have
grown	VBN	grow
up	RP	up
in	IN	in
such	PDT	such
a	DT	a
paradigm	NN	paradigm
might	MD	might
find	VB	find
it	PP	it
motivating	VBG	motivate
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
a	DT	a
mistake	NN	mistake
to	TO	to
assume	VB	assume
that	DT	that
everyone	NN	everyone
thrives	VBZ	thrive
under	IN	under
the	DT	the
pressure	NN	pressure
of	IN	of
choosing	VBG	choose
alone	RB	alone
.	SENT	.
The	DT	the
second	JJ	second
assumption	NN	assumption
which	WDT	which
informs	VBZ	inform
the	DT	the
American	JJ	American
view	NN	view
of	IN	of
choice	NN	choice
goes	VBZ	go
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
The	DT	the
more	JJR	more
choices	NNS	choice
you	PP	you
have	VBP	have
,	,	,
the	DT	the
more	RBR	more
likely	JJ	likely
you	PP	you
are	VBP	be
to	TO	to
make	VB	make
the	DT	the
best	JJS	good
choice	NN	choice
.	SENT	.
So	RB	so
bring	VB	bring
it	PP	it
on	RP	on
,	,	,
Walmart	NP	<unknown>
,	,	,
with	IN	with
100	CD	@card@
,	,	,
000	CD	@card@
different	JJ	different
products	NNS	product
,	,	,
and	CC	and
Amazon	NP	Amazon
,	,	,
with	IN	with
27	CD	@card@
million	CD	million
books	NNS	book
and	CC	and
Match	NN	match
.	SENT	.
com	NN	com
with	IN	with
—	:	-
what	WP	what
is	VBZ	be
it	PP	it
?	SENT	?
—	:	-
15	CD	@card@
million	CD	million
date	NN	date
possibilities	NNS	possibility
now	RB	now
.	SENT	.
You	PP	you
will	MD	will
surely	RB	surely
find	VB	find
the	DT	the
perfect	JJ	perfect
match	NN	match
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
test	VBP	test
this	DT	this
assumption	NN	assumption
by	IN	by
heading	VBG	head
over	RP	over
to	TO	to
Eastern	NP	Eastern
Europe	NP	Europe
.	SENT	.
Here	RB	here
,	,	,
I	PP	I
interviewed	VBD	interview
people	NNS	people
who	WP	who
were	VBD	be
residents	NNS	resident
of	IN	of
formerly	RB	formerly
communist	JJ	communist
countries	NNS	country
,	,	,
who	WP	who
had	VBD	have
all	RB	all
faced	VBN	face
the	DT	the
challenge	NN	challenge
of	IN	of
transitioning	VBG	<unknown>
to	TO	to
a	DT	a
more	RBR	more
democratic	JJ	democratic
and	CC	and
capitalistic	JJ	capitalistic
society	NN	society
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
most	RBS	most
interesting	JJ	interesting
revelations	NNS	revelation
came	VBD	come
not	RB	not
from	IN	from
an	DT	an
answer	NN	answer
to	TO	to
a	DT	a
question	NN	question
,	,	,
but	CC	but
from	IN	from
a	DT	a
simple	JJ	simple
gesture	NN	gesture
of	IN	of
hospitality	NN	hospitality
.	SENT	.
When	WRB	when
the	DT	the
participants	NNS	participant
arrived	VBN	arrive
for	IN	for
their	PP$	their
interview	NN	interview
,	,	,
I	PP	I
offered	VBD	offer
them	PP	them
a	DT	a
set	NN	set
of	IN	of
drinks	NNS	drink
:	:	:
Coke	NP	Coke
,	,	,
Diet	NP	Diet
Coke	NP	Coke
,	,	,
Sprite	NN	sprite
—	:	-
seven	CD	seven
,	,	,
to	TO	to
be	VB	be
exact	JJ	exact
.	SENT	.
During	IN	during
the	DT	the
very	RB	very
first	JJ	first
session	NN	session
,	,	,
which	WDT	which
was	VBD	be
run	VBN	run
in	IN	in
Russia	NP	Russia
,	,	,
one	CD	one
of	IN	of
the	DT	the
participants	NNS	participant
made	VBD	make
a	DT	a
comment	NN	comment
that	WDT	that
really	RB	really
caught	VBD	catch
me	PP	me
off	IN	off
guard	NN	guard
.	SENT	.
"	``	"
Oh	UH	oh
,	,	,
but	CC	but
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
all	DT	all
just	JJ	just
soda	NN	soda
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
just	RB	just
one	CD	one
choice	NN	choice
.	SENT	.
"	``	"
I	PP	I
was	VBD	be
so	RB	so
struck	VBN	strike
by	IN	by
this	DT	this
comment	NN	comment
that	IN	that
from	IN	from
then	RB	then
on	RB	on
,	,	,
I	PP	I
started	VBD	start
to	TO	to
offer	VB	offer
all	PDT	all
the	DT	the
participants	NNS	participant
those	DT	those
seven	CD	seven
sodas	NNS	soda
,	,	,
and	CC	and
I	PP	I
asked	VBD	ask
them	PP	them
,	,	,
"	``	"
How	WRB	how
many	JJ	many
choices	NNS	choice
are	VBP	be
these	DT	these
?	SENT	?
"	''	"
Again	RB	again
and	CC	and
again	RB	again
,	,	,
they	PP	they
perceived	VBD	perceive
these	DT	these
seven	CD	seven
different	JJ	different
sodas	NNS	soda
,	,	,
not	RB	not
as	IN	as
seven	CD	seven
choices	NNS	choice
,	,	,
but	CC	but
as	RB	as
one	CD	one
choice	NN	choice
:	:	:
soda	NN	soda
or	CC	or
no	DT	no
soda	NN	soda
.	SENT	.
When	WRB	when
I	PP	I
put	VBD	put
out	RP	out
juice	NN	juice
and	CC	and
water	NN	water
in	IN	in
addition	NN	addition
to	TO	to
these	DT	these
seven	CD	seven
sodas	NNS	soda
,	,	,
now	RB	now
they	PP	they
perceived	VBD	perceive
it	PP	it
as	IN	as
only	RB	only
three	CD	three
choices	NNS	choice
—	:	-
juice	NN	juice
,	,	,
water	NN	water
and	CC	and
soda	NN	soda
.	SENT	.
Compare	VB	compare
this	DT	this
to	TO	to
the	DT	the
die-hard	JJ	die-hard
devotion	NN	devotion
of	IN	of
many	JJ	many
Americans	NPS	Americans
,	,	,
not	RB	not
just	RB	just
to	TO	to
