When	WRB	when
insects	NNS	insect
in	IN	in
amber	NN	amber
—	:	-
in	IN	in
fact	NN	fact
,	,	,
this	DT	this
mosquito	NN	mosquito
was	VBD	be
actually	RB	actually
used	VBN	use
for	IN	for
the	DT	the
inspiration	NN	inspiration
for	IN	for
"	``	"
Jurassic	JJ	Jurassic
Park	NP	Park
"	''	"
—	:	-
but	CC	but
from	IN	from
woolly	JJ	woolly
mammoths	NNS	mammoth
,	,	,
the	DT	the
well	RB	well
preserved	VBN	preserve
remains	NNS	remains
of	IN	of
woolly	JJ	woolly
mammoths	NNS	mammoth
in	IN	in
the	DT	the
permafrost	NN	permafrost
.	SENT	.
Woollies	NNS	woolly
are	VBP	be
a	DT	a
particularly	RB	particularly
interesting	JJ	interesting
,	,	,
quintessential	JJ	quintessential
image	NN	image
of	IN	of
the	DT	the
Ice	NP	Ice
Age	NP	Age
.	SENT	.
They	PP	they
were	VBD	be
large	JJ	large
.	SENT	.
They	PP	they
were	VBD	be
hairy	JJ	hairy
.	SENT	.
They	PP	they
had	VBD	have
large	JJ	large
tusks	NNS	tusk
,	,	,
and	CC	and
we	PP	we
seem	VBP	seem
to	TO	to
have	VB	have
a	DT	a
very	RB	very
deep	JJ	deep
connection	NN	connection
with	IN	with
them	PP	them
,	,	,
like	IN	like
we	PP	we
do	VBP	do
with	IN	with
elephants	NNS	elephant
.	SENT	.
Maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
because	IN	because
elephants	NNS	elephant
share	VBP	share
many	JJ	many
things	NNS	thing
in	IN	in
common	JJ	common
with	IN	with
us	PP	us
.	SENT	.
They	PP	they
bury	VBP	bury
their	PP$	their
dead	JJ	dead
.	SENT	.
They	PP	they
educate	VBP	educate
the	DT	the
next	JJ	next
of	IN	of
kin	NN	kin
.	SENT	.
They	PP	they
have	VBP	have
social	JJ	social
knits	NNS	knit
that	WDT	that
are	VBP	be
very	RB	very
close	JJ	close
.	SENT	.
Or	CC	or
maybe	RB	maybe
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
because	IN	because
we	PP	we
'	POS	'
re	NN	re
bound	VBN	bind
by	IN	by
deep	JJ	deep
time	NN	time
,	,	,
because	IN	because
elephants	NNS	elephant
,	,	,
like	IN	like
us	PP	us
,	,	,
share	VB	share
their	PP$	their
origins	NNS	origin
in	IN	in
Africa	NP	Africa
some	DT	some
seven	CD	seven
million	CD	million
years	NNS	year
ago	RB	ago
,	,	,
and	CC	and
as	IN	as
habitats	NNS	habitat
changed	VBN	change
and	CC	and
environments	NNS	environment
changed	VBD	change
,	,	,
we	PP	we
actually	RB	actually
,	,	,
like	IN	like
the	DT	the
elephants	NNS	elephant
,	,	,
migrated	VBD	migrate
out	RP	out
into	IN	into
Europe	NP	Europe
and	CC	and
Asia	NP	Asia
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
large	JJ	large
mammoth	NN	mammoth
that	WDT	that
appears	VBZ	appear
on	IN	on
the	DT	the
scene	NN	scene
is	VBZ	be
meridionalis	NN	<unknown>
,	,	,
which	WDT	which
was	VBD	be
standing	VBG	stand
four	CD	four
meters	NNS	meter
tall	JJ	tall
weighing	VBG	weigh
about	RB	about
10	CD	@card@
tons	NNS	ton
,	,	,
and	CC	and
was	VBD	be
a	DT	a
woodland-adapted	JJ	<unknown>
species	NN	species
and	CC	and
spread	NN	spread
from	IN	from
Western	NP	Western
Europe	NP	Europe
clear	JJ	clear
across	IN	across
Central	NP	Central
Asia	NP	Asia
,	,	,
across	IN	across
the	DT	the
Bering	NP	Bering
land	NN	land
bridge	NN	bridge
and	CC	and
into	IN	into
parts	NNS	part
of	IN	of
North	NP	North
America	NP	America
.	SENT	.
And	CC	and
then	RB	then
,	,	,
again	RB	again
,	,	,
as	IN	as
climate	NN	climate
changed	VBN	change
as	IN	as
it	PP	it
always	RB	always
does	VBZ	do
,	,	,
and	CC	and
new	JJ	new
habitats	NNS	habitat
opened	VBD	open
up	RP	up
,	,	,
we	PP	we
had	VBD	have
the	DT	the
arrival	NN	arrival
of	IN	of
a	DT	a
steppe-adapted	JJ	<unknown>
species	NN	species
called	VBD	call
trogontherii	NNS	<unknown>
in	IN	in
Central	NP	Central
Asia	NP	Asia
pushing	VBG	push
meridionalis	NNS	<unknown>
out	RP	out
into	IN	into
Western	NP	Western
Europe	NP	Europe
.	SENT	.
And	CC	and
the	DT	the
open	JJ	open
grassland	NN	grassland
savannas	NNS	savanna
of	IN	of
North	NP	North
America	NP	America
opened	VBD	open
up	RP	up
,	,	,
leading	VBG	lead
to	TO	to
the	DT	the
Columbian	JJ	Columbian
mammoth	NN	mammoth
,	,	,
a	DT	a
large	JJ	large
,	,	,
hairless	JJ	hairless
species	NNS	specie
in	IN	in
North	NP	North
America	NP	America
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
really	RB	really
only	RB	only
about	IN	about
500	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
later	RBR	later
that	IN	that
we	PP	we
had	VBD	have
the	DT	the
arrival	NN	arrival
of	IN	of
the	DT	the
woolly	NN	woolly
,	,	,
the	DT	the
one	CD	one
that	IN	that
we	PP	we
all	RB	all
know	VBP	know
and	CC	and
love	VBP	love
so	RB	so
much	RB	much
,	,	,
spreading	VBG	spread
from	IN	from
an	DT	an
East	JJ	East
Beringian	JJ	<unknown>
point	NN	point
of	IN	of
origin	NN	origin
across	IN	across
Central	NP	Central
Asia	NP	Asia
,	,	,
again	RB	again
pushing	VBG	push
the	DT	the
trogontherii	NN	<unknown>
out	RP	out
through	IN	through
Central	NP	Central
Europe	NP	Europe
,	,	,
and	CC	and
over	IN	over
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
years	NNS	year
migrating	VBG	migrate
back	RB	back
and	CC	and
forth	RB	forth
across	IN	across
the	DT	the
Bering	NP	Bering
land	NN	land
bridge	NN	bridge
during	IN	during
times	NNS	time
of	IN	of
glacial	JJ	glacial
peaks	NNS	peak
and	CC	and
coming	VBG	come
into	IN	into
direct	JJ	direct
contact	NN	contact
with	IN	with
the	DT	the
Columbian	JJ	Columbian
relatives	NNS	relative
living	VBG	live
in	IN	in
the	DT	the
south	NN	south
,	,	,
and	CC	and
there	RB	there
they	PP	they
survive	VBP	survive
over	IN	over
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
years	NNS	year
during	IN	during
traumatic	JJ	traumatic
climatic	JJ	climatic
shifts	NNS	shift
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
highly	RB	highly
plastic	JJ	plastic
animal	NN	animal
dealing	VBG	deal
with	IN	with
great	JJ	great
transitions	NNS	transition
in	IN	in
temperature	NN	temperature
and	CC	and
environment	NN	environment
,	,	,
and	CC	and
doing	VBG	do
very	RB	very
,	,	,
very	RB	very
well	RB	well
.	SENT	.
And	CC	and
there	EX	there
they	PP	they
survive	VBP	survive
on	IN	on
the	DT	the
mainland	NN	mainland
until	IN	until
about	RB	about
10	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
and	CC	and
actually	RB	actually
,	,	,
surprisingly	RB	surprisingly
,	,	,
on	IN	on
the	DT	the
small	JJ	small
islands	NNS	island
off	RB	off
of	IN	of
Siberia	NP	Siberia
and	CC	and
Alaska	NP	Alaska
until	IN	until
about	RB	about
3	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
So	RB	so
Egyptians	NNS	Egyptian
are	VBP	be
building	VBG	build
pyramids	NNS	pyramid
and	CC	and
woollies	NNS	woolly
are	VBP	be
still	RB	still
living	VBG	live
on	IN	on
islands	NNS	island
.	SENT	.
And	CC	and
then	RB	then
they	PP	they
disappear	VBP	disappear
.	SENT	.
Like	IN	like
99	CD	@card@
percent	NN	percent
of	IN	of
all	PDT	all
the	DT	the
animals	NNS	animal
that	WDT	that
have	VBP	have
once	RB	once
lived	VBN	live
,	,	,
they	PP	they
go	VBP	go
extinct	JJ	extinct
,	,	,
likely	RB	likely
due	JJ	due
to	TO	to
a	DT	a
warming	NN	warming
climate	NN	climate
and	CC	and
fast-encroaching	VBG	fast-encroach
dense	JJ	dense
forests	NNS	forest
that	WDT	that
are	VBP	be
migrating	VBG	migrate
north	RB	north
,	,	,
and	CC	and
also	RB	also
,	,	,
as	IN	as
the	DT	the
late	JJ	late
,	,	,
great	JJ	great
Paul	NP	Paul
Martin	NP	Martin
once	RB	once
put	VBD	put
it	PP	it
,	,	,
probably	RB	probably
Pleistocene	JJ	Pleistocene
overkill	NN	overkill
,	,	,
so	RB	so
the	DT	the
large	JJ	large
game	NN	game
hunters	NNS	hunter
that	WDT	that
took	VBD	take
them	PP	them
down	RP	down
.	SENT	.
Fortunately	RB	fortunately
,	,	,
we	PP	we
find	VBP	find
millions	NNS	million
of	IN	of
their	PP$	their
remains	NNS	remains
strewn	VBN	strew
across	IN	across
the	DT	the
permafrost	NN	permafrost
buried	VBN	bury
deep	RB	deep
in	IN	in
Siberia	NP	Siberia
and	CC	and
Alaska	NP	Alaska
,	,	,
and	CC	and
we	PP	we
can	MD	can
actually	RB	actually
go	VB	go
up	RP	up
there	RB	there
and	CC	and
actually	RB	actually
take	VB	take
them	PP	them
out	RP	out
.	SENT	.
And	CC	and
the	DT	the
preservation	NN	preservation
is	VBZ	be
,	,	,
again	RB	again
,	,	,
like	IN	like
those	DT	those
insects	NNS	insect
in	RB	in
[	SYM	[
amber	NN	amber
]	SYM	]
,	,	,
phenomenal	JJ	phenomenal
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
teeth	NNS	tooth
,	,	,
bones	NNS	bone
with	IN	with
blood	NN	blood
which	WDT	which
look	VBP	look
like	IN	like
blood	NN	blood
,	,	,
you	PP	you
have	VBP	have
hair	NN	hair
,	,	,
and	CC	and
you	PP	you
have	VBP	have
intact	JJ	intact
carcasses	NNS	carcass
or	CC	or
heads	NNS	head
which	WDT	which
still	RB	still
have	VBP	have
brains	NNS	brain
in	IN	in
them	PP	them
.	SENT	.
So	IN	so
the	DT	the
preservation	NN	preservation
and	CC	and
the	DT	the
survival	NN	survival
of	IN	of
DNA	NP	DNA
depends	VBZ	depend
on	IN	on
many	JJ	many
factors	NNS	factor
,	,	,
and	CC	and
I	PP	I
have	VBP	have
to	TO	to
admit	VB	admit
,	,	,
most	JJS	most
of	IN	of
which	WDT	which
we	PP	we
still	RB	still
don	VBP	don
'	POS	'
t	NN	t
quite	RB	quite
understand	VBP	understand
,	,	,
but	CC	but
depending	VBG	depend
upon	IN	upon
when	WRB	when
an	DT	an
organism	NN	organism
dies	VBZ	die
and	CC	and
how	WRB	how
quickly	RB	quickly
he	PP	he
'	POS	'
s	NN	S
buried	VBD	bury
,	,	,
the	DT	the
depth	NN	depth
of	IN	of
that	DT	that
burial	NN	burial
,	,	,
the	DT	the
constancy	NN	constancy
of	IN	of
the	DT	the
temperature	NN	temperature
of	IN	of
that	DT	that
burial	NN	burial
environment	NN	environment
,	,	,
will	MD	will
ultimately	RB	ultimately
dictate	VB	dictate
how	WRB	how
long	JJ	long
DNA	NN	DNA
will	MD	will
survive	VB	survive
over	IN	over
geologically	RB	geologically
meaningful	JJ	meaningful
time	NN	time
frames	NNS	frame
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
probably	RB	probably
surprising	JJ	surprising
to	TO	to
many	JJ	many
of	IN	of
you	PP	you
sitting	VBG	sit
in	IN	in
this	DT	this
room	NN	room
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
time	NN	time
that	WDT	that
matters	VBZ	matter
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
length	NN	length
of	IN	of
preservation	NN	preservation
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
consistency	NN	consistency
of	IN	of
the	DT	the
temperature	NN	temperature
of	IN	of
that	DT	that
preservation	NN	preservation
that	IN	that
matters	NNS	matter
most	RBS	most
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
were	VBD	be
to	TO	to
go	VB	go
deep	RB	deep
now	RB	now
within	IN	within
the	DT	the
bones	NNS	bone
and	CC	and
the	DT	the
teeth	NNS	tooth
that	WDT	that
actually	RB	actually
survived	VBD	survive
the	DT	the
fossilization	NN	fossilization
process	NN	process
,	,	,
the	DT	the
DNA	NN	DNA
which	WDT	which
was	VBD	be
once	RB	once
intact	JJ	intact
,	,	,
tightly	RB	tightly
wrapped	VBN	wrap
around	IN	around
histone	NN	histone
proteins	NNS	protein
,	,	,
is	VBZ	be
now	RB	now
under	IN	under
attack	NN	attack
by	IN	by
the	DT	the
bacteria	NNS	bacterium
that	WDT	that
lived	VBD	live
symbiotically	RB	<unknown>
with	IN	with
the	DT	the
mammoth	NN	mammoth
for	IN	for
years	NNS	year
during	IN	during
its	PP$	its
lifetime	NN	lifetime
.	SENT	.
So	IN	so
those	DT	those
bacteria	NNS	bacterium
,	,	,
along	RB	along
with	IN	with
the	DT	the
environmental	JJ	environmental
bacteria	NNS	bacterium
,	,	,
free	JJ	free
water	NN	water
and	CC	and
oxygen	NN	oxygen
,	,	,
actually	RB	actually
break	VB	break
apart	RP	apart
the	DT	the
DNA	NN	DNA
into	IN	into
smaller	JJR	small
and	CC	and
smaller	JJR	small
and	CC	and
smaller	JJR	small
DNA	NN	DNA
fragments	NNS	fragment
,	,	,
until	IN	until
all	DT	all
you	PP	you
have	VBP	have
are	VBP	be
fragments	NNS	fragment
that	WDT	that
range	VBP	range
from	IN	from
10	CD	@card@
base	NN	base
pairs	VBZ	pair
to	TO	to
,	,	,
in	IN	in
the	DT	the
best	JJS	good
case	NN	case
scenarios	NNS	scenario
,	,	,
a	DT	a
few	JJ	few
hundred	CD	hundred
base	NN	base
pairs	NNS	pair
in	IN	in
length	NN	length
.	SENT	.
So	IN	so
most	JJS	most
fossils	NNS	fossil
out	RP	out
there	RB	there
in	IN	in
the	DT	the
fossil	JJ	fossil
record	NN	record
are	VBP	be
actually	RB	actually
completely	RB	completely
devoid	JJ	devoid
of	IN	of
all	DT	all
organic	JJ	organic
signatures	NNS	signature
.	SENT	.
But	CC	but
a	DT	a
few	JJ	few
of	IN	of
them	PP	them
actually	RB	actually
have	VBP	have
DNA	NN	DNA
fragments	NNS	fragment
that	WDT	that
survive	VBP	survive
for	IN	for
thousands	NNS	thousand
,	,	,
even	RB	even
a	DT	a
few	JJ	few
millions	NNS	million
of	IN	of
years	NNS	year
in	IN	in
time	NN	time
.	SENT	.
And	CC	and
using	VBG	use
state-of-the-art	JJ	state-of-the-art
clean	JJ	clean
room	NN	room
technology	NN	technology
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
devised	VBD	devise
ways	NNS	way
that	IN	that
we	PP	we
can	MD	can
actually	RB	actually
pull	VB	pull
these	DT	these
DNAs	NP	<unknown>
away	RB	away
from	IN	from
all	PDT	all
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
gunk	NN	gunk
in	IN	in
there	RB	there
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
surprising	JJ	surprising
to	TO	to
any	DT	any
of	IN	of
you	PP	you
sitting	VBG	sit
in	IN	in
the	DT	the
room	NN	room
that	IN	that
if	IN	if
I	PP	I
take	VBP	take
a	DT	a
mammoth	JJ	mammoth
bone	NN	bone
or	CC	or
a	DT	a
tooth	NN	tooth
and	CC	and
I	PP	I
extract	VBP	extract
its	PP$	its
DNA	NN	DNA
that	IN	that
I	NP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
mammoth	JJ	mammoth
DNA	NN	DNA
,	,	,
but	CC	but
I	PP	I
'	POS	'
ll	NNS	<unknown>
also	RB	also
get	VB	get
all	PDT	all
the	DT	the
bacteria	NNS	bacterium
that	WDT	that
once	RB	once
lived	VBD	live
with	IN	with
the	DT	the
mammoth	JJ	mammoth
,	,	,
and	CC	and
,	,	,
more	RBR	more
complicated	JJ	complicated
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
all	PDT	all
the	DT	the
DNA	NN	DNA
that	WDT	that
survived	VBD	survive
in	IN	in
that	DT	that
environment	NN	environment
with	IN	with
it	PP	it
,	,	,
so	RB	so
the	DT	the
bacteria	NNS	bacterium
,	,	,
the	DT	the
fungi	NNS	fungus
,	,	,
and	CC	and
so	RB	so
on	RB	on
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
Not	RB	not
surprising	JJ	surprising
then	RB	then
again	RB	again
that	IN	that
a	DT	a
mammoth	NN	mammoth
preserved	VBN	preserve
in	IN	in
the	DT	the
permafrost	NN	permafrost
will	MD	will
have	VB	have
something	NN	something
on	IN	on
the	DT	the
order	NN	order
of	IN	of
50	CD	@card@
percent	NN	percent
of	IN	of
its	PP$	its
DNA	NP	DNA
being	VBG	be
mammoth	JJ	mammoth
,	,	,
whereas	IN	whereas
something	NN	something
like	IN	like
the	DT	the
Columbian	JJ	Columbian
mammoth	NN	mammoth
,	,	,
living	VBG	live
in	IN	in
a	DT	a
temperature	NN	temperature
and	CC	and
buried	VBN	bury
in	IN	in
a	DT	a
temperate	JJ	temperate
environment	NN	environment
over	IN	over
its	PP$	its
laying-in	NN	<unknown>
will	MD	will
only	RB	only
have	VB	have
3	CD	@card@
to	TO	to
10	CD	@card@
percent	NN	percent
endogenous	JJ	endogenous
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
ve	NNS	<unknown>
come	VBP	come
up	RP	up
with	IN	with
very	RB	very
clever	JJ	clever
ways	NNS	way
that	IN	that
we	PP	we
can	MD	can
actually	RB	actually
discriminate	VB	discriminate
,	,	,
capture	VB	capture
and	CC	and
discriminate	VB	discriminate
,	,	,
the	DT	the
mammoth	NN	mammoth
from	IN	from
the	DT	the
non-mammoth	JJ	non-mammoth
DNA	NN	DNA
,	,	,
and	CC	and
with	IN	with
the	DT	the
advances	NNS	advance
in	IN	in
high-throughput	NN	high-throughput
sequencing	VBG	sequence
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
pull	VB	pull
out	RP	out
and	CC	and
bioinformatically	RB	<unknown>
re-jig	NN	<unknown>
all	PDT	all
these	DT	these
small	JJ	small
mammoth	JJ	mammoth
fragments	NNS	fragment
and	CC	and
place	VB	place
them	PP	them
onto	IN	onto
a	DT	a
backbone	NN	backbone
of	IN	of
an	DT	an
Asian	JJ	Asian
or	CC	or
African	JJ	African
elephant	NN	elephant
chromosome	NN	chromosome
.	SENT	.
And	CC	and
so	RB	so
by	IN	by
doing	VBG	do
that	IN	that
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
get	VB	get
all	PDT	all
the	DT	the
little	JJ	little
points	NNS	point
that	WDT	that
discriminate	VBP	discriminate
between	IN	between
a	DT	a
mammoth	JJ	mammoth
and	CC	and
an	DT	an
Asian	JJ	Asian
elephant	NN	elephant
,	,	,
and	CC	and
what	WP	what
do	VBP	do
we	PP	we
know	VBP	know
,	,	,
then	RB	then
,	,	,
about	IN	about
a	DT	a
mammoth	NN	mammoth
?	SENT	?
Well	RB	well
,	,	,
the	DT	the
mammoth	JJ	mammoth
genome	NN	genome
is	VBZ	be
almost	RB	almost
at	IN	at
full	JJ	full
completion	NN	completion
,	,	,
and	CC	and
we	PP	we
know	VBP	know
that	IN	that
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
really	RB	really
big	JJ	big
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
mammoth	NN	mammoth
.	SENT	.
So	IN	so
a	DT	a
hominid	JJ	hominid
genome	NN	genome
is	VBZ	be
about	RB	about
three	CD	three
billion	NN	billion
base	NN	base
pairs	NNS	pair
,	,	,
but	CC	but
an	DT	an
elephant	NN	elephant
and	CC	and
mammoth	JJ	mammoth
genome	NN	genome
is	VBZ	be
about	RB	about
two	CD	two
billion	NN	billion
base	NN	base
pairs	NNS	pair
larger	JJR	large
,	,	,
and	CC	and
most	JJS	most
of	IN	of
that	WDT	that
is	VBZ	be
composed	VBN	compose
of	IN	of
small	JJ	small
,	,	,
repetitive	JJ	repetitive
DNAs	NP	<unknown>
that	WDT	that
make	VBP	make
it	PP	it
very	RB	very
difficult	JJ	difficult
to	TO	to
actually	RB	actually
re-jig	VBG	<unknown>
the	DT	the
entire	JJ	entire
structure	NN	structure
of	IN	of
the	DT	the
genome	NN	genome
.	SENT	.
So	IN	so
having	VBG	have
this	DT	this
information	NN	information
allows	VBZ	allow
us	PP	us
to	TO	to
answer	VB	answer
one	CD	one
of	IN	of
the	DT	the
interesting	JJ	interesting
relationship	NN	relationship
questions	NNS	question
between	IN	between
mammoths	NNS	mammoth
and	CC	and
their	PP$	their
living	NN	living
relatives	NNS	relative
,	,	,
the	DT	the
African	NP	African
and	CC	and
the	DT	the
Asian	JJ	Asian
elephant	NN	elephant
,	,	,
all	DT	all
of	IN	of
which	WDT	which
shared	VBD	share
an	DT	an
ancestor	NN	ancestor
seven	CD	seven
million	CD	million
years	NNS	year
ago	RB	ago
,	,	,
but	CC	but
the	DT	the
genome	NN	genome
of	IN	of
the	DT	the
mammoth	NN	mammoth
shows	VBZ	show
it	PP	it
to	TO	to
share	VB	share
a	DT	a
most	RBS	most
recent	JJ	recent
common	JJ	common
ancestor	NN	ancestor
with	IN	with
Asian	JJ	Asian
elephants	NNS	elephant
about	IN	about
six	CD	six
million	CD	million
years	NNS	year
ago	RB	ago
,	,	,
so	RB	so
slightly	RB	slightly
closer	RBR	closer
to	TO	to
the	DT	the
Asian	JJ	Asian
elephant	NN	elephant
.	SENT	.
With	IN	with
advances	NNS	advance
in	IN	in
ancient	JJ	ancient
DNA	NN	DNA
technology	NN	technology
,	,	,
we	PP	we
can	MD	can
actually	RB	actually
now	RB	now
start	VB	start
to	TO	to
begin	VB	begin
to	TO	to
sequence	NN	sequence
the	DT	the
genomes	NNS	genome
of	IN	of
those	DT	those
other	JJ	other
extinct	JJ	extinct
mammoth	JJ	mammoth
forms	NNS	form
that	IN	that
I	PP	I
mentioned	VBD	mention
,	,	,
and	CC	and
I	PP	I
just	RB	just
wanted	VBD	want
to	TO	to
talk	VB	talk
about	RB	about
two	CD	two
of	IN	of
them	PP	them
,	,	,
the	DT	the
woolly	NN	woolly
and	CC	and
the	DT	the
Columbian	JJ	Columbian
mammoth	NN	mammoth
,	,	,
both	CC	both
of	IN	of
which	WDT	which
were	VBD	be
living	VBG	live
very	RB	very
close	JJ	close
to	TO	to
each	DT	each
other	JJ	other
during	IN	during
glacial	JJ	glacial
peaks	NNS	peak
,	,	,
so	RB	so
when	WRB	when
the	DT	the
glaciers	NNS	glacier
were	VBD	be
massive	JJ	massive
in	IN	in
North	NP	North
America	NP	America
,	,	,
the	DT	the
woollies	NNS	woolly
were	VBD	be
pushed	VBN	push
into	IN	into
these	DT	these
subglacial	JJ	subglacial
ecotones	NNS	ecotone
,	,	,
and	CC	and
came	VBD	come
into	IN	into
contact	NN	contact
with	IN	with
the	DT	the
relatives	NNS	relative
living	VBG	live
to	TO	to
the	DT	the
south	NN	south
,	,	,
and	CC	and
there	RB	there
they	PP	they
shared	VBD	share
refugia	NNS	refugium
,	,	,
and	CC	and
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
than	IN	than
the	DT	the
refugia	NNS	refugium
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
.	SENT	.
It	PP	it
looks	VBZ	look
like	IN	like
they	PP	they
were	VBD	be
interbreeding	VBG	interbreed
.	SENT	.
And	CC	and
that	IN	that
this	DT	this
is	VBZ	be
not	RB	not
an	DT	an
uncommon	JJ	uncommon
feature	NN	feature
in	IN	in
Proboscideans	NNS	proboscidean
,	,	,
because	IN	because
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
large	JJ	large
savanna	NN	savanna
male	NN	male
elephants	NNS	elephant
will	MD	will
outcompete	VB	outcompete
the	DT	the
smaller	JJR	small
forest	NN	forest
elephants	NNS	elephant
for	IN	for
their	PP$	their
females	NNS	female
.	SENT	.
So	RB	so
large	JJ	large
,	,	,
hairless	JJ	hairless
Columbians	NNS	<unknown>
outcompeting	VBG	outcompete
the	DT	the
smaller	JJR	small
male	JJ	male
woollies	NNS	woolly
.	SENT	.
It	PP	it
reminds	VBZ	remind
me	PP	me
a	DT	a
bit	NN	bit
of	IN	of
high	JJ	high
school	NN	school
,	,	,
unfortunately	RB	unfortunately
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
not	RB	not
trivial	JJ	trivial
,	,	,
given	VBN	give
the	DT	the
idea	NN	idea
that	IN	that
we	PP	we
want	VBP	want
to	TO	to
revive	VB	revive
extinct	JJ	extinct
species	NNS	specie
,	,	,
because	IN	because
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
an	DT	an
African	JJ	African
and	CC	and
an	DT	an
Asian	JJ	Asian
elephant	NN	elephant
can	MD	can
