Chris	NP	Chris
know	VBP	know
,	,	,
you	PP	you
can	MD	can
talk	VB	talk
about	IN	about
lots	NNS	lot
of	IN	of
other	JJ	other
reasons	NNS	reason
to	TO	to
do	VB	do
the	DT	the
work	VBP	work
you	PP	you
'	''	'
re	IN	re
doing	VBG	do
,	,	,
but	CC	but
fundamentally	RB	fundamentally
,	,	,
you	PP	you
want	VBP	want
to	TO	to
think	VB	think
about	IN	about
the	DT	the
future	NN	future
and	CC	and
not	RB	not
think	VBP	think
that	IN	that
it	PP	it
sucks	VBZ	suck
.	SENT	.
EM	NN	em
:	:	:
Yeah	RB	yeah
,	,	,
absolutely	RB	absolutely
.	SENT	.
I	PP	I
think	VBP	think
in	IN	in
general	JJ	general
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
discussion	NN	discussion
of	IN	of
like	JJ	like
,	,	,
this	DT	this
problem	NN	problem
or	CC	or
that	DT	that
problem	NN	problem
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
are	VBP	be
sad	JJ	sad
about	IN	about
the	DT	the
future	NN	future
and	CC	and
they	PP	they
'	POS	'
re	NN	re
.	SENT	.
.	SENT	.
.	SENT	.
Pessimistic	JJ	pessimistic
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
.	SENT	.
.	SENT	.
.	SENT	.
this	DT	this
is	VBZ	be
.	SENT	.
.	SENT	.
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
great	JJ	great
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
really	RB	really
want	VBP	want
to	TO	to
wake	VB	wake
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
and	CC	and
look	VB	look
forward	RB	forward
to	TO	to
the	DT	the
future	NN	future
.	SENT	.
We	PP	we
want	VBP	want
to	TO	to
be	VB	be
excited	VBN	excite
about	IN	about
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
.	SENT	.
And	CC	and
life	NN	life
cannot	MD	can
simply	RB	simply
be	VB	be
about	RB	about
sort	VB	sort
of	IN	of
,	,	,
solving	VBG	solve
one	CD	one
miserable	JJ	miserable
problem	NN	problem
after	IN	after
another	DT	another
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
if	IN	if
you	PP	you
look	VBP	look
forward	RB	forward
30	CD	@card@
years	NNS	year
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
year	NN	year
2050	CD	@card@
has	VBZ	have
been	VBN	be
labeled	VBN	label
by	IN	by
scientists	NNS	scientist
as	IN	as
this	DT	this
,	,	,
kind	NN	kind
of	IN	of
,	,	,
almost	RB	almost
like	IN	like
this	DT	this
doomsday	NN	doomsday
deadline	NN	deadline
on	IN	on
climate	NN	climate
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
consensus	NN	consensus
of	IN	of
scientists	NNS	scientist
,	,	,
a	DT	a
large	JJ	large
consensus	NN	consensus
of	IN	of
scientists	NNS	scientist
,	,	,
who	WP	who
believe	VBP	believe
that	IN	that
if	IN	if
we	PP	we
haven	NN	haven
'	POS	'
t	NN	t
completely	RB	completely
eliminated	VBD	eliminate
greenhouse	NN	greenhouse
gases	NNS	gas
or	CC	or
offset	VB	offset
them	PP	them
completely	RB	completely
by	IN	by
2050	CD	@card@
,	,	,
effectively	RB	effectively
we	PP	we
'	''	'
re	IN	re
inviting	VBG	invite
climate	NN	climate
catastrophe	NN	catastrophe
.	SENT	.
Do	VBP	do
you	PP	you
believe	VBP	believe
there	EX	there
is	VBZ	be
a	DT	a
pathway	NN	pathway
to	TO	to
avoid	VB	avoid
that	DT	that
catastrophe	NN	catastrophe
?	SENT	?
And	CC	and
what	WP	what
would	MD	would
it	PP	it
look	VB	look
like	IN	like
?	SENT	?
EM	NN	em
:	:	:
Yeah	RB	yeah
,	,	,
so	RB	so
I	PP	I
am	VBP	be
not	RB	not
one	CD	one
of	IN	of
the	DT	the
doomsday	NN	doomsday
people	NNS	people
,	,	,
which	WDT	which
may	MD	may
surprise	VB	surprise
you	PP	you
.	SENT	.
I	PP	I
actually	RB	actually
think	VBP	think
we	PP	we
'	''	'
re	NN	re
on	IN	on
a	DT	a
good	JJ	good
path	NN	path
.	SENT	.
But	CC	but
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
I	PP	I
want	VBP	want
to	TO	to
caution	VB	caution
against	IN	against
complacency	NN	complacency
.	SENT	.
So	RB	so
,	,	,
so	RB	so
long	RB	long
as	IN	as
we	PP	we
are	VBP	be
not	RB	not
complacent	JJ	complacent
,	,	,
as	RB	as
long	RB	long
as	IN	as
we	PP	we
have	VBP	have
a	DT	a
high	JJ	high
sense	NN	sense
of	IN	of
urgency	NN	urgency
about	IN	about
moving	VBG	move
towards	IN	towards
a	DT	a
sustainable	JJ	sustainable
energy	NN	energy
economy	NN	economy
,	,	,
then	RB	then
I	PP	I
think	VBP	think
things	NNS	thing
will	MD	will
be	VB	be
fine	JJ	fine
.	SENT	.
So	RB	so
I	PP	I
can	MD	can
'	''	'
t	NN	t
emphasize	VBP	emphasize
that	IN	that
enough	RB	enough
,	,	,
as	RB	as
long	RB	long
as	IN	as
we	PP	we
push	VBP	push
hard	JJ	hard
and	CC	and
are	VBP	be
not	RB	not
complacent	JJ	complacent
,	,	,
the	DT	the
future	NN	future
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
great	JJ	great
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
worry	NN	worry
about	IN	about
it	PP	it
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
worry	VBP	worry
about	IN	about
it	PP	it
,	,	,
but	CC	but
if	IN	if
you	PP	you
worry	VBP	worry
about	IN	about
it	PP	it
,	,	,
ironically	RB	ironically
,	,	,
it	PP	it
will	MD	will
be	VB	be
a	DT	a
self-unfulfilling	JJ	<unknown>
prophecy	NN	prophecy
.	SENT	.
So	RB	so
,	,	,
like	VB	like
,	,	,
there	EX	there
are	VBP	be
three	CD	three
elements	NNS	element
to	TO	to
a	DT	a
sustainable	JJ	sustainable
energy	NN	energy
future	NN	future
.	SENT	.
One	PP	one
is	VBZ	be
of	IN	of
sustainable	JJ	sustainable
energy	NN	energy
generation	NN	generation
,	,	,
which	WDT	which
is	VBZ	be
primarily	RB	primarily
wind	NN	wind
and	CC	and
solar	JJ	solar
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
also	RB	also
hydro	JJ	hydro
,	,	,
geothermal	JJ	geothermal
,	,	,
I	PP	I
'	POS	'
m	NN	m
actually	RB	actually
pro-nuclear	JJ	pro-nuclear
.	SENT	.
I	PP	I
think	VBP	think
nuclear	JJ	nuclear
is	VBZ	be
fine	JJ	fine
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
primarily	RB	primarily
solar	JJ	solar
and	CC	and
wind	NN	wind
,	,	,
as	IN	as
the	DT	the
primary	JJ	primary
generators	NNS	generator
of	IN	of
energy	NN	energy
.	SENT	.
The	DT	the
second	JJ	second
part	NN	part
is	VBZ	be
you	PP	you
need	VBP	need
batteries	NNS	battery
to	TO	to
store	VB	store
the	DT	the
solar	JJ	solar
and	CC	and
wind	NN	wind
energy	NN	energy
because	IN	because
the	DT	the
sun	NN	sun
doesn	NN	<unknown>
'	POS	'
t	NN	t
shine	NN	shine
all	PDT	all
the	DT	the
time	NN	time
,	,	,
the	DT	the
wind	NN	wind
doesn	NN	<unknown>
'	POS	'
t	NN	t
blow	NN	blow
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
stationary	JJ	stationary
battery	NN	battery
packs	NNS	pack
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
need	VBP	need
electric	JJ	electric
transport	NN	transport
.	SENT	.
So	IN	so
electric	JJ	electric
cars	NNS	car
,	,	,
electric	JJ	electric
planes	NNS	plane
,	,	,
boats	NNS	boat
.	SENT	.
And	CC	and
then	RB	then
ultimately	RB	ultimately
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
really	RB	really
possible	JJ	possible
to	TO	to
make	VB	make
electric	JJ	electric
rockets	NNS	rocket
,	,	,
but	CC	but
you	PP	you
can	MD	can
make	VB	make
the	DT	the
propellant	NN	propellant
used	VBN	use
in	IN	in
rockets	NNS	rocket
using	VBG	use
sustainable	JJ	sustainable
energy	NN	energy
.	SENT	.
So	RB	so
ultimately	RB	ultimately
,	,	,
we	PP	we
can	MD	can
have	VB	have
a	DT	a
fully	RB	fully
sustainable	JJ	sustainable
energy	NN	energy
economy	NN	economy
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
those	DT	those
three	CD	three
things	NNS	thing
:	:	:
solar	JJ	solar
/	SYM	/
wind	NN	wind
,	,	,
stationary	JJ	stationary
battery	NN	battery
pack	NN	pack
,	,	,
electric	JJ	electric
vehicles	NNS	vehicle
.	SENT	.
So	RB	so
then	RB	then
what	WP	what
are	VBP	be
the	DT	the
limiting	VBG	limit
factors	NNS	factor
on	IN	on
progress	NN	progress
?	SENT	?
The	DT	the
limiting	VBG	limit
factor	NN	factor
really	RB	really
will	MD	will
be	VB	be
battery	NN	battery
cell	NN	cell
production	NN	production
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
really	RB	really
be	VB	be
the	DT	the
fundamental	JJ	fundamental
rate	NN	rate
driver	NN	driver
.	SENT	.
And	CC	and
then	RB	then
whatever	WDT	whatever
the	DT	the
slowest	JJS	slow
element	NN	element
of	IN	of
the	DT	the
whole	JJ	whole
lithium-ion	NN	<unknown>
battery	NN	battery
cells	NNS	cell
supply	NN	supply
chain	NN	chain
,	,	,
from	IN	from
mining	NN	mining
and	CC	and
the	DT	the
many	JJ	many
steps	NNS	step
of	IN	of
refining	NN	refining
to	TO	to
ultimately	RB	ultimately
creating	VBG	create
a	DT	a
battery	NN	battery
cell	NN	cell
and	CC	and
putting	VBG	put
it	PP	it
into	IN	into
a	DT	a
pack	NN	pack
,	,	,
that	WDT	that
will	MD	will
be	VB	be
the	DT	the
limiting	VBG	limit
factor	NN	factor
on	IN	on
progress	NN	progress
towards	IN	towards
sustainability	NN	sustainability
.	SENT	.
CA	MD	ca
:	:	:
All	DT	all
right	NN	right
,	,	,
so	RB	so
we	PP	we
need	VBP	need
to	TO	to
talk	VB	talk
more	JJR	more
about	IN	about
batteries	NNS	battery
,	,	,
because	IN	because
the	DT	the
key	JJ	key
thing	NN	thing
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
understand	VB	understand
,	,	,
like	VB	like
,	,	,
there	EX	there
seems	VBZ	seem
to	TO	to
be	VB	be
a	DT	a
scaling	VBG	scale
issue	NN	issue
here	RB	here
that	DT	that
is	VBZ	be
kind	NN	kind
of	IN	of
amazing	JJ	amazing
and	CC	and
alarming	JJ	alarming
.	SENT	.
You	PP	you
have	VBP	have
said	VBN	say
that	IN	that
you	PP	you
have	VBP	have
calculated	VBN	calculate
that	IN	that
the	DT	the
amount	NN	amount
of	IN	of
battery	NN	battery
production	NN	production
that	IN	that
the	DT	the
world	NN	world
needs	VBZ	need
for	IN	for
sustainability	NN	sustainability
is	VBZ	be
300	CD	@card@
terawatt	NN	<unknown>
hours	NNS	hour
of	IN	of
batteries	NNS	battery
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
end	NN	end
goal	NN	goal
?	SENT	?
EM	NN	em
:	:	:
Very	RB	very
rough	JJ	rough
numbers	NNS	number
,	,	,
and	CC	and
I	PP	I
certainly	RB	certainly
would	MD	would
invite	VB	invite
others	NNS	other
to	TO	to
check	VB	check
our	PP$	our
calculations	NNS	calculation
because	IN	because
they	PP	they
may	MD	may
arrive	VB	arrive
at	IN	at
different	JJ	different
conclusions	NNS	conclusion
.	SENT	.
But	CC	but
in	IN	in
order	NN	order
to	TO	to
transition	NN	transition
,	,	,
not	RB	not
just	RB	just
current	JJ	current
electricity	NN	electricity
production	NN	production
,	,	,
but	CC	but
also	RB	also
heating	NN	heating
and	CC	and
transport	NN	transport
,	,	,
which	WDT	which
roughly	RB	roughly
triples	VBZ	triple
the	DT	the
amount	NN	amount
of	IN	of
electricity	NN	electricity
that	IN	that
you	PP	you
need	VBP	need
,	,	,
it	PP	it
amounts	VBZ	amount
to	TO	to
approximately	RB	approximately
300	CD	@card@
terawatt	NN	<unknown>
hours	NNS	hour
of	IN	of
installed	JJ	installed
capacity	NN	capacity
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
we	PP	we
need	VBP	need
to	TO	to
give	VB	give
people	NNS	people
a	DT	a
sense	NN	sense
of	IN	of
how	WRB	how
big	JJ	big
a	DT	a
task	NN	task
that	WDT	that
is	VBZ	be
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
here	RB	here
we	PP	we
are	VBP	be
at	IN	at
the	DT	the
Gigafactory	NP	Gigafactory
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
biggest	JJS	big
buildings	NNS	building
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
What	WP	what
I	PP	I
'	POS	'
ve	NNS	<unknown>
read	VBP	read
,	,	,
and	CC	and
tell	VB	tell
me	PP	me
if	IN	if
this	DT	this
is	VBZ	be
still	RB	still
right	JJ	right
,	,	,
is	VBZ	be
that	IN	that
the	DT	the
goal	NN	goal
here	RB	here
is	VBZ	be
to	TO	to
eventually	RB	eventually
produce	VB	produce
100	CD	@card@
gigawatt	NN	gigawatt
hours	NNS	hour
of	IN	of
batteries	NNS	battery
here	RB	here
a	DT	a
year	NN	year
eventually	RB	eventually
.	SENT	.
EM	NN	em
:	:	:
We	PP	we
will	MD	will
probably	RB	probably
do	VB	do
more	RBR	more
than	IN	than
that	DT	that
,	,	,
but	CC	but
yes	UH	yes
,	,	,
hopefully	RB	hopefully
we	PP	we
get	VBP	get
there	RB	there
within	IN	within
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
.	SENT	.
CA	MD	ca
:	:	:
Right	RB	right
.	SENT	.
But	CC	but
I	PP	I
mean	VBP	mean
,	,	,
that	WDT	that
is	VBZ	be
one	CD	one
--	:	--
EM	NN	em
:	:	:
0	CD	@card@
.	SENT	.
1	CD	@card@
terrawat	NN	<unknown>
hours	NNS	hour
.	SENT	.
CA	MD	ca
:	:	:
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
still	RB	still
1	CD	@card@
/	SYM	/
100	CD	@card@
of	IN	of
what	WP	what
'	POS	'
s	NN	S
needed	VBD	need
.	SENT	.
How	WRB	how
much	RB	much
of	IN	of
the	DT	the
rest	NN	rest
of	IN	of
that	DT	that
100	CD	@card@
is	VBZ	be
Tesla	NN	tesla
planning	VBG	plan
to	TO	to
take	VB	take
on	IN	on
let	NN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
,	,	,
between	IN	between
now	RB	now
and	CC	and
2030	CD	@card@
,	,	,
2040	CD	@card@
,	,	,
when	WRB	when
we	PP	we
really	RB	really
need	VBP	need
to	TO	to
see	VB	see
the	DT	the
scale	NN	scale
up	RB	up
happen	VB	happen
?	SENT	?
EM	NN	em
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
these	DT	these
are	VBP	be
just	RB	just
guesses	VBZ	guess
.	SENT	.
So	CC	so
please	UH	please
,	,	,
people	NNS	people
shouldn	NN	<unknown>
'	POS	'
t	NN	t
hold	VBP	hold
me	PP	me
to	TO	to
these	DT	these
things	NNS	thing
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
like	IN	like
this	DT	this
is	VBZ	be
like	IN	like
some	DT	some
--	:	--
What	WP	what
tends	VBZ	tend
to	TO	to
happen	VB	happen
is	VBZ	be
I	NP	I
'	POS	'
ll	NNS	<unknown>
make	VBP	make
some	DT	some
like	JJ	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
best	JJS	good
guess	VBP	guess
and	CC	and
then	RB	then
people	NNS	people
,	,	,
in	IN	in
five	CD	five
years	NNS	year
,	,	,
there	EX	there
'	''	'
ll	NN	ll
be	VB	be
some	DT	some
jerk	NN	jerk
that	WDT	that
writes	VBZ	write
an	DT	an
article	NN	article
:	:	:
"	``	"
Elon	NP	Elon
said	VBD	say
this	DT	this
would	MD	would
happen	VB	happen
,	,	,
and	CC	and
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
.	SENT	.
He	PP	he
'	POS	'
s	NNS	<unknown>
a	DT	a
liar	NN	liar
and	CC	and
a	DT	a
fool	NN	fool
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
very	RB	very
annoying	VBG	annoy
when	WRB	when
that	DT	that
happens	VBZ	happen
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
just	RB	just
guesses	VBZ	guess
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
conversation	NN	conversation
.	SENT	.
CA	MD	ca
:	:	:
Right	RB	right
.	SENT	.
EM	NN	em
:	:	:
I	PP	I
think	VBP	think
Tesla	NN	tesla
probably	RB	probably
ends	VBZ	end
up	RP	up
doing	VBG	do
10	CD	@card@
percent	NN	percent
of	IN	of
that	DT	that
.	SENT	.
Roughly	RB	roughly
.	SENT	.
CA	MD	ca
:	:	:
Let	VB	let
'	''	'
s	NNS	<unknown>
say	VBP	say
2050	CD	@card@
we	PP	we
have	VBP	have
this	DT	this
amazing	JJ	amazing
,	,	,
you	PP	you
know	VBP	know
,	,	,
100	CD	@card@
percent	NN	percent
sustainable	JJ	sustainable
electric	JJ	electric
grid	NN	grid
made	VBN	make
up	RP	up
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
some	DT	some
mixture	NN	mixture
of	IN	of
the	DT	the
sustainable	JJ	sustainable
energy	NN	energy
sources	NNS	source
you	PP	you
talked	VBD	talk
about	RB	about
.	SENT	.
That	DT	that
same	JJ	same
grid	NN	grid
probably	RB	probably
is	VBZ	be
offering	VBG	offer
the	DT	the
world	NN	world
really	RB	really
low-cost	JJ	low-cost
energy	NN	energy
,	,	,
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
,	,	,
compared	VBN	compare
with	IN	with
now	RB	now
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
about	IN	about
like	JJ	like
,	,	,
are	VBP	be
people	NNS	people
entitled	VBN	entitle
to	TO	to
get	VB	get
a	DT	a
little	JJ	little
bit	NN	bit
excited	VBN	excite
about	IN	about
the	DT	the
possibilities	NNS	possibility
of	IN	of
that	DT	that
world	NN	world
?	SENT	?
EM	NN	em
:	:	:
People	NNS	people
should	MD	should
be	VB	be
optimistic	JJ	optimistic
about	IN	about
the	DT	the
future	NN	future
.	SENT	.
Humanity	NN	humanity
will	MD	will
solve	VB	solve
sustainable	JJ	sustainable
energy	NN	energy
.	SENT	.
It	PP	it
will	MD	will
happen	VB	happen
if	IN	if
we	PP	we
,	,	,
you	PP	you
know	VBP	know
,	,	,
continue	VBP	continue
to	TO	to
push	VB	push
hard	RB	hard
,	,	,
the	DT	the
future	NN	future
is	VBZ	be
bright	JJ	bright
and	CC	and
good	JJ	good
from	IN	from
an	DT	an
energy	NN	energy
standpoint	NN	standpoint
.	SENT	.
And	CC	and
then	RB	then
it	PP	it
will	MD	will
be	VB	be
possible	JJ	possible
to	TO	to
also	RB	also
use	VB	use
that	DT	that
energy	NN	energy
to	TO	to
do	VB	do
carbon	NN	carbon
sequestration	NN	sequestration
.	SENT	.
It	PP	it
takes	VBZ	take
a	DT	a
lot	NN	lot
of	IN	of
energy	NN	energy
to	TO	to
pull	VB	pull
carbon	NN	carbon
out	RP	out
of	IN	of
the	DT	the
atmosphere	NN	atmosphere
because	IN	because
in	IN	in
putting	VBG	put
it	PP	it
in	IN	in
the	DT	the
atmosphere	NN	atmosphere
it	PP	it
releases	VBZ	release
energy	NN	energy
.	SENT	.
So	RB	so
now	RB	now
,	,	,
you	PP	you
know	VBP	know
,	,	,
obviously	RB	obviously
in	IN	in
order	NN	order
to	TO	to
pull	VB	pull
it	PP	it
out	RP	out
,	,	,
you	PP	you
need	VBP	need
to	TO	to
use	VB	use
a	DT	a
lot	NN	lot
of	IN	of
energy	NN	energy
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
lot	NN	lot
of	IN	of
sustainable	JJ	sustainable
energy	NN	energy
from	IN	from
wind	NN	wind
and	CC	and
solar	JJ	solar
,	,	,
you	PP	you
can	MD	can
actually	RB	actually
sequester	VB	sequester
carbon	NN	carbon
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
reverse	VB	reverse
the	DT	the
CO2	JJ	<unknown>
parts	NNS	part
per	IN	per
million	CD	million
of	IN	of
the	DT	the
atmosphere	NN	atmosphere
and	CC	and
oceans	NNS	ocean
.	SENT	.
And	CC	and
also	RB	also
you	PP	you
can	MD	can
really	RB	really
have	VB	have
as	RB	as
much	JJ	much
fresh	JJ	fresh
water	NN	water
as	IN	as
you	PP	you
want	VBP	want
.	SENT	.
Earth	NP	Earth
is	VBZ	be
mostly	RB	mostly
water	NN	water
.	SENT	.
We	PP	we
should	MD	should
call	VB	call
Earth	NN	earth
"	``	"
Water	NP	Water
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
70	CD	@card@
percent	NN	percent
water	NN	water
by	IN	by
surface	NN	surface
area	NN	area
.	SENT	.
Now	RB	now
most	RBS	most
of	IN	of
that	DT	that
'	''	'
s	NN	S
seawater	NN	seawater
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
like	IN	like
we	PP	we
just	RB	just
happen	VBP	happen
to	TO	to
be	VB	be
on	IN	on
the	DT	the
bit	NN	bit
that	RB	that
'	POS	'
s	NN	S
land	NN	land
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
with	IN	with
energy	NN	energy
,	,	,
you	PP	you
can	MD	can
turn	VB	turn
seawater	NN	seawater
into	IN	into
--	:	--
EM	NN	em
:	:	:
Yes	UH	yes
.	SENT	.
CA	MD	ca
:	:	:
Irrigating	VBG	irrigate
water	NN	water
or	CC	or
whatever	WDT	whatever
water	NN	water
you	PP	you
need	VBP	need
.	SENT	.
EM	NN	em
:	:	:
At	IN	at
very	RB	very
low	JJ	low
cost	NN	cost
.	SENT	.
Things	NNS	thing
will	MD	will
be	VB	be
good	JJ	good
.	SENT	.
CA	MD	ca
:	:	:
Things	NNS	thing
will	MD	will
be	VB	be
good	JJ	good
.	SENT	.
And	CC	and
also	RB	also
,	,	,
there	EX	there
'	''	'
s	JJ	<unknown>
other	JJ	other
benefits	NNS	benefit
to	TO	to
this	DT	this
non-fossil	JJ	non-fossil
fuel	NN	fuel
world	NN	world
where	WRB	where
the	DT	the
air	NN	air
is	VBZ	be
cleaner	JJR	clean
--	:	--
EM	NN	em
:	:	:
Yes	UH	yes
,	,	,
exactly	RB	exactly
.	SENT	.
Because	RB	because
,	,	,
like	VB	like
,	,	,
when	WRB	when
you	PP	you
burn	VBP	burn
fossil	JJ	fossil
fuels	NNS	fuel
,	,	,
there	EX	there
'	''	'
s	NN	S
all	PDT	all
these	DT	these
side	NN	side
reactions	NNS	reaction
and	CC	and
toxic	JJ	toxic
gases	NNS	gas
of	IN	of
various	JJ	various
kinds	NNS	kind
.	SENT	.
And	CC	and
sort	NN	sort
of	IN	of
little	JJ	little
particulates	NNS	particulate
that	WDT	that
are	VBP	be
bad	JJ	bad
for	IN	for
your	PP$	your
lungs	NNS	lung
.	SENT	.
Like	IN	like
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
all	DT	all
sorts	NNS	sort
of	IN	of
bad	JJ	bad
things	NNS	thing
that	WDT	that
are	VBP	be
happening	VBG	happen
that	WDT	that
will	MD	will
go	VB	go
away	RB	away
.	SENT	.
And	CC	and
the	DT	the
sky	NN	sky
will	MD	will
be	VB	be
cleaner	JJR	clean
and	CC	and
quieter	JJR	quiet
.	SENT	.
The	DT	the
future	NN	future
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
good	JJ	good
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
want	VBP	want
us	PP	us
to	TO	to
switch	VB	switch
now	RB	now
to	TO	to
think	VB	think
a	DT	a
bit	NN	bit
about	IN	about
artificial	JJ	artificial
intelligence	NN	intelligence
.	SENT	.
But	CC	but
the	DT	the
segue	NN	<unknown>
there	RB	there
,	,	,
you	PP	you
mentioned	VBD	mention
how	WRB	how
annoying	VBG	annoy
it	PP	it
is	VBZ	be
when	WRB	when
people	NNS	people
call	VBP	call
you	PP	you
up	RP	up
for	IN	for
bad	JJ	bad
predictions	NNS	prediction
in	IN	in
the	DT	the
past	NN	past
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
possibly	RB	possibly
going	VBG	go
to	TO	to
be	VB	be
annoying	VBG	annoy
now	RB	now
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
about	IN	about
your	PP$	your
timelines	NNS	timeline
and	CC	and
how	WRB	how
you	PP	you
predict	VBP	predict
and	CC	and
how	WRB	how
come	VB	come
some	DT	some
things	NNS	thing
are	VBP	be
so	RB	so
amazingly	RB	amazingly
on	IN	on
the	DT	the
money	NN	money
and	CC	and
some	DT	some
aren	NN	<unknown>
'	POS	'
