When	WRB	when
passionate	JJ	passionate
caring	NN	caring
and	CC	and
through	IN	through
action	NN	action
,	,	,
both	CC	both
of	IN	of
which	WDT	which
require	VBP	require
but	CC	but
also	RB	also
create	VB	create
energy	NN	energy
.	SENT	.
So	RB	so
as	IN	as
an	DT	an
activist	NN	activist
,	,	,
I	PP	I
began	VBD	begin
working	VBG	work
with	IN	with
the	DT	the
Parkinson	NPS	Parkinson
'	POS	'
s	NN	S
Disease	NP	Disease
Foundation	NP	Foundation
â	NP	<unknown>
that	WDT	that
'	POS	'
s	NN	S
pdf	NN	pdf
.	SENT	.
org	NP	org
â	NP	<unknown>
to	TO	to
create	VB	create
a	DT	a
major	JJ	major
initiative	NN	initiative
to	TO	to
put	VB	put
women	NNS	woman
on	IN	on
the	DT	the
Parkinson	NPS	Parkinson
'	POS	'
s	JJ	<unknown>
disease	NN	disease
map	NN	map
.	SENT	.
And	CC	and
as	IN	as
a	DT	a
poet	NN	poet
,	,	,
I	PP	I
began	VBD	begin
working	VBG	work
with	IN	with
this	DT	this
subject	JJ	subject
matter	NN	matter
,	,	,
finding	VBG	find
it	PP	it
tragic	JJ	tragic
,	,	,
hilarious	JJ	hilarious
,	,	,
sometimes	RB	sometimes
even	RB	even
joyful	JJ	joyful
.	SENT	.
I	PP	I
do	VBP	do
not	RB	not
feel	VB	feel
diminished	VBN	diminish
by	IN	by
Parkinson	NP	Parkinson
'	POS	'
s	NN	S
;	:	;
I	PP	I
feel	VBP	feel
distilled	VBN	distil
by	IN	by
it	PP	it
,	,	,
and	CC	and
I	PP	I
actually	RB	actually
very	RB	very
much	JJ	much
like	IN	like
the	DT	the
woman	NN	woman
I	PP	I
'	POS	'
m	NN	m
distilling	VBG	distil
into	IN	into
.	SENT	.
"	``	"
No	DT	no
Signs	NNS	sign
of	IN	of
Struggle	NN	struggle
"	''	"
Growing	VBG	grow
small	JJ	small
requires	VBZ	require
enormity	NN	enormity
of	IN	of
will	NN	will
:	:	:
just	RB	just
sitting	VBG	sit
still	RB	still
in	IN	in
the	DT	the
doctor	NN	doctor
'	POS	'
s	JJ	<unknown>
waiting	VBG	wait
room	NN	room
watching	VBG	watch
the	DT	the
future	JJ	future
shuffle	NN	shuffle
in	IN	in
and	CC	and
out	RB	out
,	,	,
watching	VBG	watch
it	PP	it
stoop	VBP	stoop
;	:	;
stare	VBP	stare
at	IN	at
you	PP	you
while	IN	while
you	PP	you
try	VBP	try
not	RB	not
to	TO	to
look	VB	look
.	SENT	.
Rare	JJ	rare
is	VBZ	be
an	DT	an
exchange	NN	exchange
:	:	:
a	DT	a
smile	NN	smile
of	IN	of
brief	JJ	brief
,	,	,
wry	JJ	wry
recognition	NN	recognition
.	SENT	.
You	PP	you
are	VBP	be
the	DT	the
new	JJ	new
kid	NN	kid
on	IN	on
the	DT	the
block	NN	block
.	SENT	.
Everyone	NN	everyone
here	RB	here
was	VBD	be
you	PP	you
once	RB	once
.	SENT	.
You	PP	you
are	VBP	be
still	RB	still
learning	VBG	learn
that	IN	that
growing	VBG	grow
small	JJ	small
requires	VBZ	require
a	DT	a
largeness	NN	largeness
of	IN	of
spirit	NN	spirit
you	PP	you
can	MD	can
'	''	'
t	NN	t
fit	NN	fit
into	IN	into
yet	RB	yet
:	:	:
acceptance	NN	acceptance
of	IN	of
irritating	VBG	irritate
help	NN	help
from	IN	from
those	DT	those
who	WP	who
love	VBP	love
you	PP	you
;	:	;
giving	VBG	give
way	NN	way
and	CC	and
over	RB	over
,	,	,
but	CC	but
not	RB	not
up	RB	up
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
swallowed	VBD	swallow
hard	RB	hard
the	DT	the
contents	NNS	content
of	IN	of
the	DT	the
"	``	"
Drink	VBP	drink
Me	PP	me
"	''	"
bottle	NN	bottle
,	,	,
and	CC	and
felt	VBD	feel
yourself	PP	yourself
shrink	VB	shrink
.	SENT	.
Now	RB	now
,	,	,
familiar	JJ	familiar
furniture	NN	furniture
looms	NNS	loom
,	,	,
floors	NNS	floor
tilt	NN	tilt
,	,	,
and	CC	and
doorknobs	NNS	doorknob
yield	VBP	yield
only	RB	only
when	WRB	when
wrestled	VBN	wrestle
round	NN	round
with	IN	with
both	DT	both
hands	NNS	hand
.	SENT	.
It	PP	it
demands	VBZ	demand
colossal	JJ	colossal
patience	NN	patience
,	,	,
all	PDT	all
this	DT	this
growing	VBG	grow
small	JJ	small
:	:	:
your	PP$	your
diminished	JJ	diminished
sleep	NN	sleep
at	IN	at
night	NN	night
,	,	,
your	PP$	your
handwriting	NN	handwriting
,	,	,
your	PP$	your
voice	NN	voice
,	,	,
your	PP$	your
height	NN	height
.	SENT	.
You	PP	you
are	VBP	be
more	JJR	more
the	DT	the
incredible	JJ	incredible
shrinking	VBG	shrink
woman	NN	woman
than	IN	than
the	DT	the
Buddhist	NN	Buddhist
mystic	NN	mystic
,	,	,
serene	JJ	serene
,	,	,
making	NN	making
do	VBP	do
with	IN	with
less	RBR	less
.	SENT	.
Less	JJR	less
is	VBZ	be
not	RB	not
always	RB	always
more	RBR	more
.	SENT	.
Yet	RB	yet
in	IN	in
this	DT	this
emptying	VBG	empty
space	NN	space
,	,	,
space	NN	space
glimmers	NNS	glimmer
,	,	,
becoming	VBG	become
visible	JJ	visible
.	SENT	.
Here	RB	here
is	VBZ	be
a	DT	a
place	NN	place
behind	IN	behind
the	DT	the
eyes	NNS	eye
of	IN	of
those	DT	those
accustomed	JJ	accustomed
by	IN	by
what	WP	what
some	DT	some
would	MD	would
call	VB	call
diminishment	NN	diminishment
.	SENT	.
It	PP	it
is	VBZ	be
a	DT	a
place	NN	place
of	IN	of
merciless	JJ	merciless
poetry	NN	poetry
,	,	,
a	DT	a
gift	NN	gift
of	IN	of
presence	NN	presence
previously	RB	previously
ignored	VBN	ignore
,	,	,
drowned	VBN	drown
in	IN	in
the	DT	the
daily	JJ	daily
clutter	NN	clutter
.	SENT	.
Here	RB	here
every	DT	every
gesture	NN	gesture
needs	VBZ	need
intention	NN	intention
,	,	,
is	VBZ	be
alive	JJ	alive
with	IN	with
consciousness	NN	consciousness
.	SENT	.
Nothing	NN	nothing
is	VBZ	be
automatic	JJ	automatic
.	SENT	.
You	PP	you
can	MD	can
spot	VB	spot
it	PP	it
in	IN	in
the	DT	the
provocation	NN	provocation
of	IN	of
a	DT	a
button	NN	button
,	,	,
an	DT	an
arm	NN	arm
poking	VBG	poke
at	IN	at
a	DT	a
sleeve	NN	sleeve
,	,	,
a	DT	a
balancing	VBG	balance
act	NN	act
at	IN	at
a	DT	a
night-time	NN	night-time
curb	NN	curb
while	IN	while
negotiating	VBG	negotiate
the	DT	the
dark	NN	dark
.	SENT	.
Feats	NNS	feat
of	IN	of
such	JJ	such
modest	JJ	modest
valor	NN	valor
,	,	,
who	WP	who
would	MD	would
suspect	VB	suspect
them	PP	them
to	TO	to
be	VB	be
exercises	NNS	exercise
in	IN	in
an	DT	an
intimate	JJ	intimate
,	,	,
fierce	JJ	fierce
discipline	NN	discipline
,	,	,
a	DT	a
metaphysics	NN	metaphysics
of	IN	of
being	VBG	be
relentlessly	RB	relentlessly
aware	JJ	aware
?	SENT	?
Such	JJ	such
understated	VBN	understate
power	NN	power
here	RB	here
,	,	,
in	IN	in
these	DT	these
tottering	VBG	totter
dancers	NNS	dancer
who	WP	who
exert	VBP	exert
stupendous	JJ	stupendous
effort	NN	effort
on	IN	on
tasks	NNS	task
most	RBS	most
view	VBP	view
as	RB	as
insignificant	JJ	insignificant
.	SENT	.
Such	JJ	such
quiet	JJ	quiet
beauty	NN	beauty
here	RB	here
,	,	,
in	IN	in
these	DT	these
,	,	,
my	PP$	my
soft-voiced	JJ	soft-voiced
,	,	,
stiff-limbed	JJ	stiff-limbed
people	NNS	people
;	:	;
such	JJ	such
resolve	NN	resolve
masked	VBN	mask
by	IN	by
each	DT	each
placid	JJ	placid
face	NN	face
.	SENT	.
There	EX	there
is	VBZ	be
immensity	NN	immensity
required	VBN	require
in	IN	in
growing	VBG	grow
small	JJ	small
,	,	,
so	RB	so
bent	VBN	bend
on	IN	on
such	JJ	such
unbending	JJ	unbending
grace	NN	grace
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
This	DT	this
one	CD	one
is	VBZ	be
called	VBN	call
"	''	"
On	IN	on
Donating	VBG	donate
My	PP$	my
Brain	NP	Brain
to	TO	to
Science	NP	Science
.	SENT	.
"	``	"
Not	RB	not
a	DT	a
problem	NN	problem
.	SENT	.
Skip	VB	skip
over	IN	over
all	PDT	all
the	DT	the
pages	NNS	page
reassuring	VBG	reassure
religious	JJ	religious
people	NNS	people
.	SENT	.
Already	RB	already
a	DT	a
universal	JJ	universal
donor	NN	donor
:	:	:
kidneys	NNS	kidney
,	,	,
corneas	NNS	cornea
,	,	,
liver	NN	liver
,	,	,
lungs	NNS	lung
,	,	,
tissue	NN	tissue
,	,	,
heart	NN	heart
,	,	,
veins	NNS	vein
,	,	,
whatever	WDT	whatever
.	SENT	.
Odd	JJ	odd
that	IN	that
the	DT	the
modest	JJ	modest
brain	NN	brain
never	RB	never
imagined	VBD	imagine
its	PP$	its
unique	JJ	unique
value	NN	value
in	IN	in
research	NN	research
,	,	,
maybe	RB	maybe
saving	VBG	save
someone	NN	someone
else	RB	else
from	IN	from
what	WP	what
it	PP	it
is	VBZ	be
they	PP	they
'	POS	'
re	NN	re
not	RB	not
quite	RB	quite
sure	JJ	sure
I	PP	I
have	VBP	have
.	SENT	.
Flattering	VBG	flatter
,	,	,
that	RB	that
.	SENT	.
So	RB	so
fill	VB	fill
in	IN	in
the	DT	the
forms	NNS	form
,	,	,
drill	NN	drill
through	IN	through
the	DT	the
answers	NNS	answer
,	,	,
trill	NN	trill
out	IN	out
a	DT	a
blithe	JJ	blithe
spirit	NN	spirit
.	SENT	.
And	CC	and
slice	VB	slice
me	PP	me
,	,	,
dice	VB	dice
me	PP	me
,	,	,
spread	VB	spread
me	PP	me
on	IN	on
your	PP$	your
slides	NNS	slide
.	SENT	.
Find	VB	find
what	WP	what
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
tell	VB	tell
you	PP	you
.	SENT	.
Earn	VB	earn
me	PP	me
,	,	,
learn	VB	learn
me	PP	me
,	,	,
scan	VB	scan
me	PP	me
,	,	,
squint	VB	squint
through	RP	through
your	PP$	your
lens	NN	lens
.	SENT	.
Uncover	VB	uncover
what	WP	what
I	PP	I
'	POS	'
d	NN	d
hint	NN	hint
at	IN	at
if	IN	if
I	PP	I
could	MD	could
.	SENT	.
Be	VB	be
my	PP$	my
guest	NN	guest
,	,	,
do	VBP	do
your	PP$	your
best	JJS	good
,	,	,
harvest	VB	harvest
me	PP	me
,	,	,
track	VB	track
the	DT	the
clues	NNS	clue
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
good	JJ	good
brain	NN	brain
while	IN	while
alive	JJ	alive
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
brain	NN	brain
that	WDT	that
paid	VBD	pay
its	PP$	its
dues	NNS	due
.	SENT	.
So	RB	so
slice	VB	slice
me	PP	me
,	,	,
dice	VB	dice
me	PP	me
,	,	,
smear	VB	smear
me	PP	me
on	IN	on
your	PP$	your
slides	NNS	slide
,	,	,
stain	VB	stain
me	PP	me
,	,	,
explain	VB	explain
me	PP	me
,	,	,
drain	VB	drain
me	PP	me
like	IN	like
a	DT	a
cup	NN	cup
.	SENT	.
Share	VB	share
me	PP	me
,	,	,
hear	VB	hear
me	PP	me
:	:	:
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
used	VBN	use
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
used	VBN	use
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
used	VBN	use
up	RP	up
.	SENT	.
And	CC	and
this	DT	this
one	CD	one
'	POS	'
s	NN	S
called	VBD	call
"	``	"
The	DT	the
Ghost	NN	ghost
Light	NN	light
.	SENT	.
"	''	"
Lit	VBN	light
from	IN	from
within	IN	within
is	VBZ	be
the	DT	the
sole	JJ	sole
secure	JJ	secure
way	NN	way
to	TO	to
traverse	VB	traverse
dark	JJ	dark
matter	NN	matter
.	SENT	.
Some	DT	some
life	NN	life
forms	VBZ	form
â	NP	<unknown>
certain	JJ	certain
mushrooms	NNS	mushroom
,	,	,
snails	NNS	snail
,	,	,
jellyfish	NNS	jellyfish
,	,	,
worms	VBZ	worm
â	NP	<unknown>
glow	NN	glow
bioluminescent	JJ	bioluminescent
,	,	,
and	CC	and
people	NNS	people
as	RB	as
well	RB	well
;	:	;
we	PP	we
emit	VBP	emit
infra-red	JJ	infra-red
light	NN	light
from	IN	from
our	PP$	our
most	RBS	most
lucent	JJ	lucent
selves	NNS	self
.	SENT	.
Our	PP$	our
tragedy	NN	tragedy
is	VBZ	be
we	PP	we
can	MD	can
'	''	'
t	NN	t
see	VB	see
it	PP	it
.	SENT	.
We	PP	we
see	VBP	see
by	IN	by
reflecting	VBG	reflect
.	SENT	.
We	PP	we
need	VBP	need
biofluorescence	NN	biofluorescence
to	TO	to
show	VB	show
our	PP$	our
true	JJ	true
colors	NNS	color
.	SENT	.
External	JJ	external
illumination	NN	illumination
can	MD	can
distort	VB	distort
,	,	,
though	RB	though
.	SENT	.
When	WRB	when
gravity	NN	gravity
bends	NNS	bend
light	JJ	light
,	,	,
huge	JJ	huge
galaxy	NN	galaxy
clusters	NNS	cluster
can	MD	can
act	VB	act
as	IN	as
telescopes	NNS	telescope
,	,	,
elongating	VBG	elongate
background	NN	background
images	NNS	image
of	IN	of
star	NN	star
systems	NNS	system
to	TO	to
faint	VB	faint
arcs	VBZ	arc
â	NP	<unknown>
a	DT	a
lensing	VBG	<unknown>
effect	NN	effect
like	IN	like
viewing	VBG	view
distant	JJ	distant
street	NN	street
lamps	NNS	lamp
through	IN	through
a	DT	a
glass	NN	glass
of	IN	of
wine	NN	wine
.	SENT	.
A	DT	a
glass	NN	glass
of	IN	of
wine	NN	wine
or	CC	or
two	CD	two
now	RB	now
makes	VBZ	make
me	PP	me
weave	VB	weave
as	RB	as
if	IN	if
acting	VBG	act
the	DT	the
drunkard	NN	drunkard
'	POS	'
s	NN	S
part	NN	part
;	:	;
as	RB	as
if	IN	if
,	,	,
besotted	JJ	besotted
with	IN	with
unrequited	JJ	unrequited
love	NN	love
for	IN	for
the	DT	the
dynamic	JJ	dynamic
Turner	NP	Turner
canvasses	VBZ	canvass
spied	VBN	spy
out	RP	out
by	IN	by
the	DT	the
Hubble	NP	Hubble
,	,	,
I	PP	I
could	MD	could
lurch	VB	lurch
down	RP	down
a	DT	a
city	NN	city
street	NN	street
set	VBN	set
without	IN	without
provoking	VBG	provoke
every	DT	every
pedestrian	JJ	pedestrian
walk-on	NN	walk-on
stare	NN	stare
.	SENT	.
Stare	NP	Stare
as	RB	as
long	RB	long
as	IN	as
you	PP	you
need	VBP	need
to	TO	to
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
about	IN	about
it	PP	it
,	,	,
walking	VBG	walk
,	,	,
even	RB	even
standing	VBG	stand
,	,	,
is	VBZ	be
illogical	JJ	illogical
â	NP	<unknown>
such	JJ	such
tiny	JJ	tiny
things	NNS	thing
,	,	,
feet	NNS	foot
!	SENT	!
â	NP	<unknown>
especially	RB	especially
when	WRB	when
one	CD	one
'	POS	'
s	NN	S
body	NN	body
is	VBZ	be
not	RB	not
al	NP	al
dente	NN	<unknown>
anymore	RB	anymore
.	SENT	.
Besides	RB	besides
,	,	,
creature	NN	creature
of	IN	of
extremes	NNS	extreme
and	CC	and
excess	JJ	excess
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
thought	VBD	think
Apollo	NP	Apollo
beautiful	JJ	beautiful
but	CC	but
boring	JJ	boring
,	,	,
and	CC	and
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
dumb	JJ	dumb
blonde	NN	blonde
.	SENT	.
Dionysians	NP	<unknown>
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
balance	NN	balance
.	SENT	.
Balance	NN	balance
,	,	,
in	IN	in
other	JJ	other
words	NNS	word
,	,	,
has	VBZ	have
never	RB	never
been	VBN	be
my	PP$	my
strong	JJ	strong
point	NN	point
.	SENT	.
But	CC	but
I	PP	I
digress	VBP	digress
.	SENT	.
More	JJR	more
and	CC	and
more	JJR	more
these	DT	these
days	NNS	day
,	,	,
digression	NN	digression
seems	VBZ	seem
the	DT	the
most	RBS	most
direct	JJ	direct
route	NN	route
through	RP	through
from	IN	from
where	WRB	where
I	PP	I
'	POS	'
ve	NN	ve
lost	VBD	lose
or	CC	or
found	VBD	find
myself	PP	myself
out	RP	out
of	IN	of
place	NN	place
,	,	,
mind	NN	mind
,	,	,
turn	NN	turn
,	,	,
time	NN	time
.	SENT	.
Place	VB	place
your	PP$	your
foot	NN	foot
just	RB	just
so	RB	so
,	,	,
mind	VB	mind
how	WRB	how
you	PP	you
turn	VBP	turn
:	:	:
too	RB	too
swift	JJ	swift
a	DT	a
swivel	NN	swivel
can	MD	can
bring	VB	bring
you	PP	you
down	RP	down
.	SENT	.
Take	VB	take
your	PP$	your
time	NN	time
ushering	VBG	usher
the	DT	the
audience	NN	audience
out	RP	out
,	,	,
saying	VBG	say
goodbye	NN	goodbye
to	TO	to
the	DT	the
actors	NNS	actor
.	SENT	.
The	DT	the
ghost	NN	ghost
light	NN	light
is	VBZ	be
what	WP	what
they	PP	they
call	VBP	call
the	DT	the
single	JJ	single
bulb	NN	bulb
hanging	VBG	hang
above	IN	above
the	DT	the
bare	JJ	bare
stage	NN	stage
in	IN	in
an	DT	an
empty	JJ	empty
theater	NN	theater
.	SENT	.
In	IN	in
the	DT	the
empty	JJ	empty
theater	NN	theater
of	IN	of
such	PDT	such
a	DT	a
night	NN	night
,	,	,
waking	VBG	wake
to	TO	to
meet	VB	meet
no	DT	no
external	JJ	external
radiance	NN	radiance
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
final	JJ	final
struggle	NN	struggle
left	VBD	leave
to	TO	to
win	VB	win
,	,	,
this	DT	this
the	DT	the
sole	JJ	sole
beacon	NN	beacon
to	TO	to
beckon	VB	beckon
the	DT	the
darkness	NN	darkness
in	IN	in
and	CC	and
let	VB	let
the	DT	the
rest	NN	rest
begin	VB	begin
,	,	,
this	DT	this
the	DT	the
lens	NN	lens
through	IN	through
which	WDT	which
at	IN	at
last	JJ	last
to	TO	to
see	VB	see
both	DT	both
Self	NP	Self
and	CC	and
Other	NP	Other
arrayed	VBD	array
with	IN	with
the	DT	the
bright	JJ	bright
stain	NN	stain
of	IN	of
original	JJ	original
sin	NN	sin
:	:	:
lit	VBN	light
from	IN	from
within	IN	within
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
last	JJ	last
one	CD	one
.	SENT	.
"	``	"
This	DT	this
Dark	JJ	dark
Hour	NN	hour
"	''	"
Late	JJ	late
summer	NN	summer
,	,	,
4	CD	@card@
A	DT	a
.	SENT	.
M	NP	M
.	SENT	.
The	DT	the
rain	NN	rain
slows	VBZ	slow
to	TO	to
a	DT	a
stop	NN	stop
,	,	,
dripping	VBG	drip
still	RB	still
from	IN	from
the	DT	the
broad	JJ	broad
leaves	NNS	leaf
of	IN	of
blue	JJ	blue
hostas	NNS	hosta
unseen	JJ	unseen
in	IN	in
the	DT	the
garden	NN	garden
'	POS	'
s	NN	S
dark	NN	dark
.	SENT	.
Barefoot	RB	barefoot
,	,	,
careful	JJ	careful
on	IN	on
the	DT	the
slick	JJ	slick
slate	NN	slate
slabs	NNS	slab
,	,	,
I	PP	I
need	VBP	need
no	DT	no
light	NN	light
,	,	,
I	PP	I
know	VBP	know
the	DT	the
way	NN	way
,	,	,
stoop	NN	stoop
by	IN	by
the	DT	the
mint	NN	mint
bed	NN	bed
,	,	,
scoop	VB	scoop
a	DT	a
fistful	JJ	fistful
of	IN	of
moist	JJ	moist
earth	NN	earth
,	,	,
then	RB	then
grope	NN	grope
for	IN	for
a	DT	a
chair	NN	chair
,	,	,
spread	VBD	spread
a	DT	a
shawl	NN	shawl
,	,	,
and	CC	and
sit	VB	sit
,	,	,
breathing	VBG	breathe
in	IN	in
the	DT	the
wet	JJ	wet
green	JJ	green
August	NP	August
air	NN	air
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
small	JJ	small
,	,	,
still	RB	still
hour	NN	hour
before	IN	before
the	DT	the
newspaper	NN	newspaper
lands	NNS	land
in	IN	in
the	DT	the
vestibule	NN	vestibule
like	IN	like
a	DT	a
grenade	NN	grenade
,	,	,
the	DT	the
phone	NN	phone
shrills	VBZ	shrill
,	,	,
the	DT	the
computer	NN	computer
screen	NN	screen
blinks	VBZ	blink
and	CC	and
glares	VBZ	glare
awake	RB	awake
.	SENT	.
There	EX	there
is	VBZ	be
this	DT	this
hour	NN	hour
:	:	:
poem	NN	poem
in	IN	in
my	PP$	my
head	NN	head
,	,	,
soil	NN	soil
in	IN	in
my	PP$	my
hand	NN	hand
:	:	:
unnamable	JJ	unnamable
fullness	NN	fullness
.	SENT	.
This	DT	this
hour	NN	hour
,	,	,
when	WRB	when
blood	NN	blood
of	IN	of
my	PP$	my
blood	NN	blood
bone	NN	bone
of	IN	of
bone	NN	bone
,	,	,
child	NN	child
grown	VBN	grow
to	TO	to
manhood	NN	manhood
now	RB	now
â	NP	<unknown>
stranger	NN	stranger
,	,	,
intimate	JJ	intimate
,	,	,
not	RB	not
distant	JJ	distant
but	CC	but
apart	RB	apart
â	NP	<unknown>
lies	VBZ	lie
safe	JJ	safe
,	,	,
off	RB	off
dreaming	VBG	dream
melodies	NNS	melody
while	IN	while
love	NN	love
sleeps	NNS	sleep
,	,	,
safe	JJ	safe
,	,	,
in	IN	in
his	PP$	his
arms	NNS	arm
.	SENT	.
To	TO	to
have	VB	have
come	VBN	come
to	TO	to
this	DT	this
place	NN	place
,	,	,
lived	VBD	live
to	TO	to
this	DT	this
moment	NN	moment
:	:	:
immeasurable	JJ	immeasurable
lightness	NN	lightness
.	SENT	.
The	DT	the
density	NN	density
of	IN	of
black	JJ	black
starts	NNS	start
to	TO	to
blur	VB	blur
umber	JJ	umber
.	SENT	.
Tentative	JJ	tentative
,	,	,
a	DT	a
cardinal	NN	cardinal
'	POS	'
s	NN	S
coloratura	NN	coloratura
,	,	,
then	RB	then
the	DT	the
mourning	JJ	mourning
dove	NN	dove
'	POS	'
s	NN	S
elegy	NN	elegy
.	SENT	.
Sable	NP	Sable
glimmers	NNS	glimmer
toward	IN	toward
grey	NN	grey
;	:	;
objects	NNS	object
emerge	VBP	emerge
,	,	,
trailing	VBG	trail
shadows	NNS	shadow
;	:	;
night	NN	night
ages	NNS	age
toward	IN	toward
day	NN	day
.	SENT	.
The	DT	the
city	NN	city
stirs	VBZ	stir
.	SENT	.
There	EX	there
will	MD	will
be	VB	be
other	JJ	other
dawns	NNS	dawn
,	,	,
nights	NNS	night
,	,	,
gaudy	JJ	gaudy
noons	NNS	noon
.	SENT	.
Likely	RB	likely
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
lose	VBP	lose
my	PP$	my
way	NN	way
.	SENT	.
There	EX	there
will	MD	will
be	VB	be
stumbling	JJ	stumbling
,	,	,
falling	VBG	fall
,	,	,
cursing	VBG	curse
the	DT	the
dark	NN	dark
.	SENT	.
Whatever	WDT	whatever
comes	VBZ	come
,	,	,
there	EX	there
was	VBD	be
this	DT	this
hour	NN	hour
when	WRB	when
nothing	NN	nothing
mattered	VBD	matter
,	,	,
all	DT	all
was	VBD	be
unbearably	RB	unbearably
dear	RB	dear
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
done	VBN	do
with	IN	with
daylights	NNS	daylight
,	,	,
should	MD	should
those	DT	those
who	WP	who
loved	VBD	love
me	PP	me
grieve	VBP	grieve
too	RB	too
long	RB	long
a	DT	a
while	NN	while
,	,	,
let	VBD	let
them	PP	them
remember	VBP	remember
that	IN	that
I	PP	I
had	VBD	have
this	DT	this
hour	NN	hour
â	NP	<unknown>
this	DT	this
dark	JJ	dark
,	,	,
perfect	JJ	perfect
hour	NN	hour
â	NP	<unknown>
and	CC	and
smile	NN	smile
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
