Mm	NN	mm.
m	NN	m
so	RB	so
excited	VBN	excite
.	SENT	.
I	PP	I
listen	VBP	listen
to	TO	to
a	DT	a
recent	JJ	recent
podcast	NN	<unknown>
where	WRB	where
you	PP	you
said	VBD	say
that	IN	that
this	DT	this
pandemic	NN	pandemic
has	VBZ	have
made	VBN	make
it	PP	it
clear	JJ	clear
to	TO	to
you	PP	you
that	IN	that
the	DT	the
first	JJ	first
thing	NN	thing
you	PP	you
are	VBP	be
is	VBZ	be
a	DT	a
writer	NN	writer
.	SENT	.
Was	VBD	be
that	IN	that
ever	RB	ever
really	RB	really
in	IN	in
doubt	NN	doubt
?	SENT	?
No	UH	no
,	,	,
no	UH	no
.	SENT	.
It	PP	it
was	VBD	be
never	RB	never
in	IN	in
doubt	NN	doubt
inside	IN	inside
myself	PP	myself
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
meant	VBD	mean
by	IN	by
that	DT	that
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
happened	VBD	happen
after	IN	after
a	DT	a
while	NN	while
became	VBD	become
a	DT	a
bestseller	NN	bestseller
,	,	,
is	VBZ	be
suddenly	RB	suddenly
I	PP	I
had	VBD	have
so	RB	so
many	JJ	many
opportunities	NNS	opportunity
that	WDT	that
were	VBD	be
not	RB	not
writing	VBG	write
.	SENT	.
They	PP	they
were	VBD	be
writing	VBG	write
adjacent	JJ	adjacent
.	SENT	.
For	IN	for
example	NN	example
,	,	,
I	PP	I
now	RB	now
have	VBP	have
a	DT	a
really	RB	really
active	JJ	active
career	NN	career
as	IN	as
a	DT	a
as	IN	as
a	DT	a
paid	VBN	pay
public	JJ	public
speaker	NN	speaker
.	SENT	.
I	PP	I
never	RB	never
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
do	VBP	do
unpaid	JJ	unpaid
public	JJ	public
talks	NNS	talk
,	,	,
too	RB	too
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
mean	VBP	mean
is	VBZ	be
I	PP	I
never	RB	never
in	IN	in
my	PP$	my
wildest	JJS	wild
dreams	NNS	dream
imagined	VBD	imagine
that	IN	that
I	PP	I
would	MD	would
be	VB	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
traveling	VBG	travel
the	DT	the
world	NN	world
,	,	,
giving	VBG	give
talks	NNS	talk
.	SENT	.
And	CC	and
I	PP	I
and	CC	and
I	PP	I
am	VBP	be
like	IN	like
I	PP	I
actually	RB	actually
have	VBP	have
a	DT	a
whole	JJ	whole
career	NN	career
of	IN	of
that	IN	that
in	IN	in
addition	NN	addition
to	TO	to
my	PP$	my
writing	NN	writing
.	SENT	.
And	CC	and
that	WDT	that
was	VBD	be
born	VBN	bear
out	RP	out
of	IN	of
a	DT	a
combination	NN	combination
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
wild	JJ	wild
success	NN	success
.	SENT	.
And	CC	and
then	RB	then
also	RB	also
my	PP$	my
you	PP	you
know	VBP	know
,	,	,
much	RB	much
to	TO	to
my	PP$	my
surprise	NN	surprise
,	,	,
I	PP	I
'	POS	'
m	NN	m
good	JJ	good
at	IN	at
it	PP	it
and	CC	and
I	PP	I
enjoy	VBP	enjoy
it	PP	it
.	SENT	.
I	PP	I
understand	VBP	understand
that	IN	that
you	PP	you
'	''	'
re	IN	re
a	DT	a
huge	JJ	huge
planner	NN	planner
,	,	,
as	IN	as
am	VBP	be
I	PP	I
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
hard	JJ	hard
for	IN	for
you	PP	you
not	RB	not
to	TO	to
know	VB	know
what	WP	what
you	PP	you
'	''	'
re	IN	re
doing	VBG	do
next	JJ	next
month	NN	month
or	CC	or
July	NP	July
or	CC	or
August	NP	August
.	SENT	.
How	WRB	how
are	VBP	be
you	PP	you
managing	VBG	manage
your	PP$	your
schedule	NN	schedule
?	SENT	?
And	CC	and
I	PP	I
'	POS	'
m	NN	m
mostly	RB	mostly
asking	VBG	ask
this	DT	this
for	IN	for
my	PP$	my
own	JJ	own
sake	NN	sake
to	TO	to
really	RB	really
get	VB	get
a	DT	a
sense	NN	sense
of	IN	of
how	WRB	how
you	PP	you
'	POS	'
re	NN	re
managing	NN	managing
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
really	RB	really
interesting	JJ	interesting
,	,	,
isn	NP	isn
'	POS	'
t	NN	t
I	PP	I
mean	VBP	mean
,	,	,
for	IN	for
me	PP	me
,	,	,
I	PP	I
realized	VBD	realize
that	IN	that
planning	NN	planning
has	VBZ	have
always	RB	always
made	VBN	make
me	PP	me
feel	VBP	feel
safe	JJ	safe
and	CC	and
it	PP	it
'	POS	'
s	NN	S
always	RB	always
been	VBN	be
for	IN	for
me	PP	me
the	DT	the
vehicle	NN	vehicle
of	IN	of
my	PP$	my
ambitions	NNS	ambition
.	SENT	.
What	WP	what
I	PP	I
mean	VBP	mean
by	IN	by
that	WDT	that
is	VBZ	be
that	IN	that
setting	VBG	set
intentions	NNS	intention
has	VBZ	have
always	RB	always
been	VBN	be
really	RB	really
important	JJ	important
for	IN	for
me	PP	me
in	IN	in
terms	NNS	term
of	IN	of
like	JJ	like
if	IN	if
I	PP	I
'	POS	'
m	NN	m
in	IN	in
a	DT	a
place	NN	place
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
emotionally	RB	emotionally
or	CC	or
professionally	RB	professionally
or	CC	or
financially	RB	financially
,	,	,
that	IN	that
that	DT	that
that	IN	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
good	JJ	good
place	NN	place
,	,	,
I	PP	I
think	VBP	think
,	,	,
OK	UH	OK
,	,	,
my	PP$	my
intention	NN	intention
is	VBZ	be
to	TO	to
go	VB	go
there	RB	there
and	CC	and
I	PP	I
make	VBP	make
a	DT	a
plan	NN	plan
and	CC	and
I	PP	I
see	VBP	see
it	PP	it
on	IN	on
the	DT	the
horizon	NN	horizon
and	CC	and
I	PP	I
think	VBP	think
about	IN	about
the	DT	the
steps	NNS	step
I	PP	I
need	VBP	need
to	TO	to
take	VB	take
to	TO	to
get	VB	get
there	RB	there
.	SENT	.
And	CC	and
so	RB	so
on	IN	on
the	DT	the
deepest	JJS	deep
level	NN	level
,	,	,
planning	NN	planning
has	VBZ	have
been	VBN	be
actually	RB	actually
an	DT	an
incredibly	RB	incredibly
healing	VBG	heal
act	NN	act
for	IN	for
me	PP	me
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
also	RB	also
been	VBN	be
just	RB	just
I	PP	I
get	VBP	get
pleasure	NN	pleasure
from	IN	from
knowing	VBG	know
the	DT	the
logistics	NNS	logistic
of	IN	of
everything	NN	everything
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
detail	NN	detail
person	NN	person
.	SENT	.
I	PP	I
love	VBP	love
maybe	RB	maybe
that	DT	that
sense	NN	sense
of	IN	of
control	NN	control
that	IN	that
I	PP	I
have	VBP	have
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
my	PP$	my
calendar	NN	calendar
,	,	,
I	PP	I
go	VBP	go
,	,	,
OK	UH	OK
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
this	DT	this
in	IN	in
June	NP	June
and	CC	and
that	IN	that
in	IN	in
July	NP	July
and	CC	and
that	IN	that
and	CC	and
August	NP	August
.	SENT	.
And	CC	and
this	DT	this
time	NN	time
next	JJ	next
year	NN	year
will	MD	will
be	VB	be
here	RB	here
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
I	PP	I
love	VBP	love
that	RB	that
.	SENT	.
It	PP	it
gives	VBZ	give
me	PP	me
a	DT	a
kind	NN	kind
of	IN	of
.	SENT	.
Pleasure	NN	pleasure
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
even	RB	even
joke	VBP	joke
with	IN	with
my	PP$	my
husband	NN	husband
,	,	,
our	PP$	our
long	JJ	long
running	VBG	run
argument	NN	argument
,	,	,
so	RB	so
let	VBD	let
'	''	'
s	NNS	<unknown>
see	VBP	see
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
met	VBD	meet
we	PP	we
met	VBD	meet
in	IN	in
1995	CD	@card@
,	,	,
so	RB	so
I	PP	I
guess	VBP	guess
it	PP	it
'	''	'
ll	NN	ll
be	VB	be
25	CD	@card@
years	NNS	year
since	IN	since
we	PP	we
met	VBD	meet
this	DT	this
fall	NN	fall
,	,	,
this	DT	this
September	NP	September
.	SENT	.
My	PP$	my
running	VBG	run
joke	NN	joke
with	IN	with
him	PP	him
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
fighting	VBG	fight
for	IN	for
for	IN	for
decades	NNS	decade
about	IN	about
him	PP	him
not	RB	not
putting	VBG	put
things	NNS	thing
on	IN	on
the	DT	the
calendar	NN	calendar
and	CC	and
not	RB	not
being	VBG	be
a	DT	a
planner	NN	planner
.	SENT	.
And	CC	and
then	RB	then
every	DT	every
once	RB	once
in	IN	in
a	DT	a
while	NN	while
,	,	,
he	PP	he
'	POS	'
ll	NNS	<unknown>
do	VBP	do
it	PP	it
like	VB	like
he	PP	he
'	POS	'
ll	NN	ll
put	VBD	put
something	NN	something
on	IN	on
the	DT	the
calendar	NN	calendar
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
like	IN	like
,	,	,
that	WDT	that
is	VBZ	be
the	DT	the
sexiest	JJS	sexy
thing	NN	thing
you	PP	you
ever	RB	ever
did	VBD	do
for	IN	for
me	PP	me
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Yeah	RB	yeah
.	SENT	.
I	PP	I
totally	RB	totally
lost	VBD	lose
my	PP$	my
love	NN	love
language	NN	language
.	SENT	.
Yeah	RB	yeah
.	SENT	.
What	WP	what
about	IN	about
you	PP	you
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
you	PP	you
'	''	'
re	IN	re
a	DT	a
list	NN	list
maker	NN	maker
and	CC	and
you	PP	you
'	POS	'
re	NN	re
not	RB	not
only	RB	only
a	DT	a
list	NN	list
speaker	NN	speaker
,	,	,
but	CC	but
you	PP	you
make	VBP	make
sublist	NN	<unknown>
hear	VB	hear
lists	NNS	list
.	SENT	.
And	CC	and
I	PP	I
do	VBP	do
the	DT	the
same	JJ	same
thing	NN	thing
and	CC	and
I	PP	I
am	VBP	be
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
the	DT	the
word	NN	word
would	MD	would
be	VB	be
attached	VBN	attach
to	TO	to
my	PP$	my
calendar	NN	calendar
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
paper	NN	paper
calendar	NN	calendar
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
paper	NN	paper
calendar	NN	calendar
for	IN	for
decades	NNS	decade
,	,	,
and	CC	and
my	PP$	my
dad	NN	dad
used	VBN	use
to	TO	to
send	VB	send
me	PP	me
the	DT	the
American	JJ	American
Express	NP	Express
book	NN	book
calendar	NN	calendar
,	,	,
which	WDT	which
I	PP	I
used	VBD	use
to	TO	to
use	VB	use
,	,	,
and	CC	and
then	RB	then
he	PP	he
passed	VBD	pass
away	RB	away
.	SENT	.
So	RB	so
I	PP	I
needed	VBD	need
another	DT	another
vehicle	NN	vehicle
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
just	RB	just
have	VBP	have
this	DT	this
little	JJ	little
paper	NN	paper
calendar	NN	calendar
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
actually	RB	actually
little	JJ	little
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
two	CD	two
year	NN	year
calendar	NN	calendar
and	CC	and
I	PP	I
am	VBP	be
attached	VBN	attach
to	TO	to
this	DT	this
thing	NN	thing
.	SENT	.
It	PP	it
goes	VBZ	go
with	IN	with
me	PP	me
everywhere	RB	everywhere
.	SENT	.
So	IN	so
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
even	RB	even
answer	VB	answer
your	PP$	your
question	NN	question
.	SENT	.
So	RB	so
how	WRB	how
am	VBP	be
I	PP	I
dealing	VBG	deal
with	IN	with
it	PP	it
?	SENT	?
The	DT	the
first	JJ	first
thing	NN	thing
I	PP	I
was	VBD	be
kind	NN	kind
of	IN	of
in	IN	in
denial	NN	denial
.	SENT	.
Like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
,	,	,
what	WP	what
I	PP	I
decided	VBN	decide
is	VBZ	be
the	DT	the
pandemic	NN	pandemic
would	MD	would
last	VB	last
about	RB	about
eight	CD	eight
weeks	NNS	week
at	IN	at
least	JJS	least
.	SENT	.
Its	PP$	its
impact	NN	impact
on	IN	on
my	PP$	my
life	NN	life
would	MD	would
be	VB	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	WDT	that
was	VBD	be
the	DT	the
first	JJ	first
thing	NN	thing
like	IN	like
,	,	,
OK	UH	OK
,	,	,
everything	NN	everything
is	VBZ	be
canceled	VBN	cancel
in	IN	in
March	NP	March
and	CC	and
April	NP	April
and	CC	and
maybe	RB	maybe
May	NP	May
,	,	,
but	CC	but
June	NP	June
and	CC	and
July	NP	July
and	CC	and
August	NP	August
are	VBP	be
totally	RB	totally
on	RB	on
.	SENT	.
Right	RB	right
.	SENT	.
And	CC	and
then	RB	then
as	IN	as
the	DT	the
weeks	NNS	week
passed	VBN	pass
and	CC	and
I	PP	I
realized	VBD	realize
,	,	,
oh	UH	oh
,	,	,
my	PP$	my
gosh	NN	gosh
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
I	PP	I
finally	RB	finally
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
had	VBD	have
to	TO	to
do	VB	do
.	SENT	.
The	DT	the
thing	NN	thing
I	PP	I
have	VBP	have
many	JJ	many
times	NNS	time
advise	VBP	advise
others	NNS	other
to	TO	to
do	VB	do
when	WRB	when
they	PP	they
feel	VBP	feel
powerless	JJ	powerless
is	VBZ	be
to	TO	to
surrender	VB	surrender
and	CC	and
to	TO	to
accept	VB	accept
that	RB	that
'	''	'
s	NN	S
about	IN	about
accepting	VBG	accept
what	WP	what
'	POS	'
s	NNS	<unknown>
true	JJ	true
,	,	,
accepting	VBG	accept
what	WP	what
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
Really	RB	really
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
radical	JJ	radical
acts	NNS	act
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
any	DT	any
life	NN	life
,	,	,
even	RB	even
if	IN	if
what	WP	what
'	POS	'
s	JJ	<unknown>
true	JJ	true
isn	NN	isn
'	POS	'
t	NN	t
what	WP	what
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
true	JJ	true
.	SENT	.
Right	RB	right
.	SENT	.
Because	IN	because
then	RB	then
you	PP	you
can	MD	can
work	VB	work
from	IN	from
a	DT	a
place	NN	place
of	IN	of
reality	NN	reality
rather	RB	rather
than	IN	than
delusion	NN	delusion
.	SENT	.
And	CC	and
so	IN	so
I	PP	I
'	POS	'
m	NN	m
trying	VBG	try
to	TO	to
accept	VB	accept
it	PP	it
and	CC	and
let	VB	let
go	VB	go
of	IN	of
.	SENT	.
The	DT	the
future	NN	future
,	,	,
or	CC	or
at	IN	at
least	JJS	least
my	PP$	my
sense	NN	sense
of	IN	of
knowing	VBG	know
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
in	IN	in
the	DT	the
future	NN	future
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
go	VBP	go
into	IN	into
the	DT	the
past	NN	past
a	DT	a
little	JJ	little
bit	NN	bit
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
how	WRB	how
you	PP	you
have	VBP	have
navigated	VBN	navigate
the	DT	the
arc	NN	arc
of	IN	of
your	PP$	your
life	NN	life
.	SENT	.
You	PP	you
were	VBD	be
born	VBN	bear
Cheryl	NP	Cheryl
Niland	NP	Niland
in	IN	in
Spangler	NP	Spangler
,	,	,
Pennsylvania	NP	Pennsylvania
.	SENT	.
Yeah	RB	yeah
.	SENT	.
And	CC	and
moved	VBN	move
to	TO	to
Chaska	NP	Chaska
,	,	,
Minnesota	NP	Minnesota
,	,	,
when	WRB	when
you	PP	you
were	VBD	be
six	CD	six
years	NNS	year
old	JJ	old
.	SENT	.
Shortly	RB	shortly
thereafter	RB	thereafter
,	,	,
your	PP$	your
parents	NNS	parent
got	VBD	get
divorced	VBN	divorce
.	SENT	.
And	CC	and
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
time	NN	time
after	IN	after
your	PP$	your
mother	NN	mother
died	VBD	die
,	,	,
it	PP	it
seems	VBZ	seem
as	RB	as
if	IN	if
those	DT	those
years	NNS	year
were	VBD	be
some	DT	some
of	IN	of
the	DT	the
darkest	JJS	dark
years	NNS	year
of	IN	of
your	PP$	your
life	NN	life
.	SENT	.
Mm	NN	mm.
hmm	NNS	<unknown>
.	SENT	.
Did	VBD	do
you	PP	you
realize	VBP	realize
that	IN	that
at	IN	at
the	DT	the
time	NN	time
?	SENT	?
Gosh	NP	gosh
,	,	,
that	WDT	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
great	JJ	great
question	NN	question
.	SENT	.
I	PP	I
did	VBD	do
I	PP	I
did	VBD	do
realize	VB	realize
it	PP	it
to	TO	to
the	DT	the
extent	NN	extent
that	IN	that
a	DT	a
child	NN	child
can	MD	can
,	,	,
which	WDT	which
is	VBZ	be
somewhat	RB	somewhat
limited	VBN	limit
.	SENT	.
I	PP	I
was	VBD	be
born	VBN	bear
into	IN	into
a	DT	a
house	NN	house
of	IN	of
really	RB	really
extremes	NNS	extreme
.	SENT	.
On	IN	on
one	CD	one
hand	NN	hand
,	,	,
I	PP	I
had	VBD	have
this	DT	this
mother	NN	mother
who	WP	who
was	VBD	be
very	RB	very
loving	JJ	loving
and	CC	and
very	RB	very
kind	RB	kind
hearted	VBN	heart
and	CC	and
warm	JJ	warm
and	CC	and
optimistic	JJ	optimistic
and	CC	and
in	IN	in
so	RB	so
many	JJ	many
ways	NNS	way
communicated	VBN	communicate
to	TO	to
me	PP	me
and	CC	and
my	PP$	my
my	PP$	my
older	JJR	old
.	SENT	.
I	PP	I
have	VBP	have
an	DT	an
older	JJR	old
sister	NN	sister
who	WP	who
'	POS	'
s	NN	S
three	CD	three
years	NNS	year
older	JJR	old
and	CC	and
a	DT	a
younger	JJR	young
brother	NN	brother
who	WP	who
'	POS	'
s	NN	S
about	IN	about
three	CD	three
years	NNS	year
younger	JJR	young
.	SENT	.
And	CC	and
she	PP	she
always	RB	always
communicated	VBD	communicate
to	TO	to
us	PP	us
that	IN	that
sense	NN	sense
of	IN	of
of	IN	of
wonder	NN	wonder
and	CC	and
love	NN	love
and	CC	and
light	NN	light
and	CC	and
the	DT	the
beautiful	JJ	beautiful
things	NNS	thing
.	SENT	.
But	CC	but
we	PP	we
were	VBD	be
living	VBG	live
in	IN	in
a	DT	a
house	NN	house
that	WDT	that
was	VBD	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
frankly	RB	frankly
,	,	,
terrifying	JJ	terrifying
.	SENT	.
My	PP$	my
father	NN	father
was	VBD	be
violent	JJ	violent
and	CC	and
abusive	JJ	abusive
.	SENT	.
He	PP	he
was	VBD	be
emotionally	RB	emotionally
abusive	JJ	abusive
to	TO	to
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
He	PP	he
was	VBD	be
physically	RB	physically
violent	JJ	violent
to	TO	to
my	PP$	my
mother	NN	mother
to	TO	to
an	DT	an
extreme	JJ	extreme
degree	NN	degree
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
terrified	VBN	terrify
of	IN	of
him	PP	him
.	SENT	.
And	CC	and
also	RB	also
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
witnessed	VBD	witness
I	PP	I
witnessed	VBD	witness
my	PP$	my
brother	NN	brother
and	CC	and
sister	NN	sister
and	CC	and
I	PP	I
all	RB	all
witnessed	VBD	witness
horrifying	VBG	horrify
things	NNS	thing
,	,	,
things	NNS	thing
that	WDT	that
I	PP	I
that	IN	that
I	PP	I
never	RB	never
witnessed	VBD	witness
beyond	IN	beyond
that	DT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
as	IN	as
an	DT	an
adult	NN	adult
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
saw	VBD	see
as	IN	as
a	DT	a
little	JJ	little
child	NN	child
my	PP$	my
first	JJ	first
some	RB	some
of	IN	of
the	DT	the
first	JJ	first
things	NNS	thing
I	PP	I
saw	VBD	see
were	VBD	be
really	RB	really
,	,	,
you	PP	you
know	VBP	know
,	,	,
my	PP$	my
mother	NN	mother
being	VBG	be
beaten	VBN	beat
by	IN	by
my	PP$	my
father	NN	father
,	,	,
my	PP$	my
mother	NN	mother
almost	RB	almost
being	VBG	be
killed	VBN	kill
before	IN	before
my	PP$	my
eyes	NNS	eye
and	CC	and
my	PP$	my
father	NN	father
my	PP$	my
mother	NN	mother
being	VBG	be
raped	VBN	rape
by	IN	by
my	PP$	my
father	NN	father
.	SENT	.
And	CC	and
so	IN	so
my	PP$	my
memory	NN	memory
,	,	,
my	PP$	my
perception	NN	perception
of	IN	of
what	WP	what
I	PP	I
understood	VBD	understand
in	IN	in
those	DT	those
years	NNS	year
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
definitely	RB	definitely
one	CD	one
of	IN	of
fear	NN	fear
and	CC	and
and	CC	and
sorrow	NN	sorrow
and	CC	and
terror	NN	terror
and	CC	and
darkness	NN	darkness
.	SENT	.
But	CC	but
because	IN	because
that	WDT	that
was	VBD	be
my	PP$	my
life	NN	life
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
really	RB	really
until	IN	until
my	PP$	my
mother	NN	mother
finally	RB	finally
escaped	VBD	escape
my	PP$	my
dad	NN	dad
that	IN	that
I	PP	I
realized	VBD	realize
,	,	,
oh	UH	oh
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
happiness	NN	happiness
is	VBZ	be
,	,	,
this	DT	this
is	VBZ	be
how	WRB	how
it	PP	it
should	MD	should
be	VB	be
.	SENT	.
So	RB	so
,	,	,
yeah	RB	yeah
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
really	RB	really
think	VBP	think
I	PP	I
had	VBD	have
these	DT	these
kind	NN	kind
of	IN	of
two	CD	two
childhoods	NNS	childhood
,	,	,
really	RB	really
three	CD	three
childhoods	NNS	childhood
.	SENT	.
But	CC	but
the	DT	the
first	JJ	first
one	CD	one
was	VBD	be
terror	NN	terror
and	CC	and
darkness	NN	darkness
and	CC	and
violence	NN	violence
and	CC	and
abuse	NN	abuse
.	SENT	.
And	CC	and
the	DT	the
second	JJ	second
one	CD	one
was	VBD	be
my	PP$	my
mom	NN	mom
is	VBZ	be
a	DT	a
single	JJ	single
mom	NN	mom
and	CC	and
we	PP	we
were	VBD	be
very	RB	very
poor	JJ	poor
.	SENT	.
We	PP	we
were	VBD	be
poor	JJ	poor
with	IN	with
my	PP$	my
dad	NN	dad
too	RB	too
,	,	,
but	CC	but
really	RB	really
living	VBG	live
in	IN	in
poverty	NN	poverty
with	IN	with
a	DT	a
single	JJ	single
mom	NN	mom
and	CC	and
three	CD	three
kids	NNS	kid
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
chaos	NN	chaos
and	CC	and
disarray	NN	disarray
,	,	,
but	CC	but
but	CC	but
also	RB	also
a	DT	a
lot	NN	lot
of	IN	of
light	NN	light
and	CC	and
joy	NN	joy
and	CC	and
fun	NN	fun
and	CC	and
no	RB	no
longer	RBR	longer
being	VBG	be
under	IN	under
the	DT	the
the	DT	the
sort	NN	sort
of	IN	of
weight	NN	weight
of	IN	of
that	DT	that
fear	NN	fear
that	IN	that
you	PP	you
have	VBP	have
when	WRB	when
you	PP	you
live	VBP	live
with	IN	with
somebody	NN	somebody
who	WP	who
'	POS	'
s	NNS	<unknown>
abusive	JJ	abusive
.	SENT	.
I	PP	I
completely	RB	completely
understand	VBP	understand
in	IN	in
many	JJ	many
ways	NNS	way
.	SENT	.
I	PP	I
had	VBD	have
a	DT	a
lot	NN	lot
of	IN	of
similar	JJ	similar
experiences	NNS	experience
so	RB	so
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
questions	NNS	question
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
ask	VB	ask
