What	WP	what
been	VBN	be
through	IN	through
in	IN	in
this	DT	this
country	NN	country
so	RB	so
that	IN	that
I	PP	I
could	MD	could
have	VB	have
it	PP	it
better	JJR	good
,	,	,
my	PP$	my
shame	NN	shame
grew	VBD	grow
even	RB	even
deeper	JJR	deep
.	SENT	.
I	PP	I
was	VBD	be
standing	VBG	stand
on	IN	on
their	PP$	their
shoulders	NNS	shoulder
.	SENT	.
How	WRB	how
could	MD	could
I	PP	I
let	VB	let
them	PP	them
down	RP	down
?	SENT	?
I	PP	I
would	MD	would
hold	VB	hold
my	PP$	my
head	NN	head
up	RP	up
,	,	,
put	VB	put
a	DT	a
smile	NN	smile
on	IN	on
my	PP$	my
face	NN	face
and	CC	and
never	RB	never
tell	VB	tell
a	DT	a
soul	NN	soul
.	SENT	.
On	IN	on
July	NP	July
4	CD	@card@
,	,	,
2013	CD	@card@
,	,	,
my	PP$	my
world	NN	world
came	VBD	come
crashing	VBG	crash
in	IN	in
on	IN	on
me	PP	me
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
day	NN	day
I	PP	I
got	VBD	get
a	DT	a
phone	NN	phone
call	NN	call
from	IN	from
my	PP$	my
mom	NN	mom
telling	VBG	tell
me	PP	me
that	IN	that
my	PP$	my
22-year-old	JJ	22-year-old
nephew	NN	nephew
,	,	,
Paul	NP	Paul
,	,	,
had	VBD	have
ended	VBN	end
his	PP$	his
life	NN	life
,	,	,
after	IN	after
years	NNS	year
of	IN	of
battling	VBG	battle
depression	NN	depression
and	CC	and
anxiety	NN	anxiety
.	SENT	.
There	EX	there
are	VBP	be
no	DT	no
words	NNS	word
that	WDT	that
can	MD	can
describe	VB	describe
the	DT	the
devastation	NN	devastation
I	PP	I
felt	VBD	feel
.	SENT	.
Paul	NP	Paul
and	CC	and
I	PP	I
were	VBD	be
very	RB	very
close	JJ	close
,	,	,
but	CC	but
I	PP	I
had	VBD	have
no	DT	no
idea	NN	idea
he	PP	he
was	VBD	be
in	IN	in
so	RB	so
much	JJ	much
pain	NN	pain
.	SENT	.
Neither	CC	neither
one	CD	one
of	IN	of
us	PP	us
had	VBD	have
ever	RB	ever
talked	VBN	talk
to	TO	to
the	DT	the
other	JJ	other
about	IN	about
our	PP$	our
struggles	NNS	struggle
.	SENT	.
The	DT	the
shame	NN	shame
and	CC	and
stigma	NN	stigma
kept	VBD	keep
us	PP	us
both	CC	both
silent	JJ	silent
.	SENT	.
Now	RB	now
,	,	,
my	PP$	my
way	NN	way
of	IN	of
dealing	VBG	deal
with	IN	with
adversity	NN	adversity
is	VBZ	be
to	TO	to
face	VB	face
it	PP	it
head	VB	head
on	IN	on
,	,	,
so	RB	so
I	PP	I
spent	VBD	spend
the	DT	the
next	JJ	next
two	CD	two
years	NNS	year
researching	VBG	research
depression	NN	depression
and	CC	and
anxiety	NN	anxiety
,	,	,
and	CC	and
what	WP	what
I	PP	I
found	VBD	find
was	VBD	be
mind-	JJ	<unknown>
blowing	VBG	blow
.	SENT	.
The	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
reports	VBZ	report
that	IN	that
depression	NN	depression
is	VBZ	be
the	DT	the
leading	VBG	lead
cause	NN	cause
of	IN	of
sickness	NN	sickness
and	CC	and
disability	NN	disability
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
While	IN	while
the	DT	the
exact	JJ	exact
cause	NN	cause
of	IN	of
depression	NN	depression
isn	NN	isn
'	POS	'
t	NN	t
clear	JJ	clear
,	,	,
research	NN	research
suggests	VBZ	suggest
that	DT	that
most	RBS	most
mental	JJ	mental
disorders	NNS	disorder
develop	VBP	develop
,	,	,
at	IN	at
least	JJS	least
in	IN	in
part	NN	part
,	,	,
because	IN	because
of	IN	of
a	DT	a
chemical	JJ	chemical
imbalance	NN	imbalance
in	IN	in
the	DT	the
brain	NN	brain
,	,	,
and	CC	and
/	SYM	/
or	CC	or
an	DT	an
underlying	VBG	underlie
genetic	JJ	genetic
predisposition	NN	predisposition
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
'	''	'
t	NN	t
just	RB	just
shake	VB	shake
it	PP	it
off	RP	off
.	SENT	.
For	IN	for
black	JJ	black
Americans	NPS	Americans
,	,	,
stressors	NNS	<unknown>
like	IN	like
racism	NN	racism
and	CC	and
socioeconomic	JJ	socioeconomic
disparities	NNS	disparity
put	VBP	put
them	PP	them
at	IN	at
a	DT	a
20	CD	@card@
percent	NN	percent
greater	JJR	great
risk	NN	risk
of	IN	of
developing	VBG	develop
a	DT	a
mental	JJ	mental
disorder	NN	disorder
,	,	,
yet	RB	yet
they	PP	they
seek	VBP	seek
mental	JJ	mental
health	NN	health
services	NNS	service
at	IN	at
about	RB	about
half	PDT	half
the	DT	the
rate	NN	rate
of	IN	of
white	JJ	white
Americans	NPS	Americans
.	SENT	.
One	CD	one
reason	NN	reason
is	VBZ	be
the	DT	the
stigma	NN	stigma
,	,	,
with	IN	with
63	CD	@card@
percent	NN	percent
of	IN	of
black	JJ	black
Americans	NPS	Americans
mistaking	VBG	mistake
depression	NN	depression
for	IN	for
a	DT	a
weakness	NN	weakness
.	SENT	.
Sadly	RB	sadly
,	,	,
the	DT	the
suicide	NN	suicide
rate	NN	rate
among	IN	among
black	JJ	black
children	NNS	child
has	VBZ	have
doubled	VBN	double
in	IN	in
the	DT	the
past	JJ	past
20	CD	@card@
years	NNS	year
.	SENT	.
Now	RB	now
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
good	JJ	good
news	NN	news
:	:	:
seventy	CD	seventy
percent	NN	percent
of	IN	of
people	NNS	people
struggling	VBG	struggle
with	IN	with
depression	NN	depression
will	MD	will
improve	VB	improve
with	IN	with
therapy	NN	therapy
,	,	,
treatment	NN	treatment
and	CC	and
medication	NN	medication
.	SENT	.
Armed	VBN	arm
with	IN	with
this	DT	this
information	NN	information
,	,	,
I	PP	I
made	VBD	make
a	DT	a
decision	NN	decision
:	:	:
I	NP	I
wasn	NP	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
be	VB	be
silent	JJ	silent
anymore	RB	anymore
.	SENT	.
With	IN	with
my	PP$	my
family	NN	family
'	POS	'
s	NN	S
blessing	NN	blessing
,	,	,
I	PP	I
would	MD	would
share	VB	share
our	PP$	our
story	NN	story
in	IN	in
hopes	NNS	hope
of	IN	of
sparking	VBG	spark
a	DT	a
national	JJ	national
conversation	NN	conversation
.	SENT	.
A	DT	a
friend	NN	friend
,	,	,
Kelly	NP	Kelly
Pierre-Louis	NP	Pierre-Louis
,	,	,
said	VBD	say
,	,	,
"	``	"
Being	VBG	be
strong	RB	strong
is	VBZ	be
killing	VBG	kill
us	PP	us
.	SENT	.
"	``	"
She	PP	she
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
We	PP	we
have	VBP	have
got	VBN	get
to	TO	to
retire	VB	retire
those	DT	those
tired	JJ	tired
,	,	,
old	JJ	old
narratives	NNS	narrative
of	IN	of
the	DT	the
strong	JJ	strong
black	JJ	black
woman	NN	woman
and	CC	and
the	DT	the
super-masculine	JJ	super-masculine
black	JJ	black
man	NN	man
,	,	,
who	WP	who
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
many	JJ	many
times	NNS	time
they	PP	they
get	VBP	get
knocked	VBN	knock
down	RP	down
,	,	,
just	RB	just
shake	VB	shake
it	PP	it
off	RP	off
and	CC	and
soldier	VB	soldier
on	RP	on
.	SENT	.
Having	VBG	have
feelings	NNS	feeling
isn	NN	isn
'	POS	'
t	NN	t
a	DT	a
sign	NN	sign
of	IN	of
weakness	NN	weakness
.	SENT	.
Feelings	NNS	feeling
mean	VBP	mean
we	PP	we
'	''	'
re	IN	re
human	JJ	human
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
deny	VBP	deny
our	PP$	our
humanity	NN	humanity
,	,	,
it	PP	it
leaves	VBZ	leave
us	PP	us
feeling	VBG	feel
empty	JJ	empty
inside	NN	inside
,	,	,
searching	VBG	search
for	IN	for
ways	NNS	way
to	TO	to
self-medicate	NP	self-medicate
in	IN	in
order	NN	order
to	TO	to
fill	VB	fill
the	DT	the
void	NN	void
.	SENT	.
My	PP$	my
drug	NN	drug
was	VBD	be
high	JJ	high
achievement	NN	achievement
.	SENT	.
These	DT	these
days	NNS	day
,	,	,
I	PP	I
share	VBP	share
my	PP$	my
story	NN	story
openly	RB	openly
,	,	,
and	CC	and
I	PP	I
ask	VBP	ask
others	NNS	other
to	TO	to
share	VB	share
theirs	PP	theirs
,	,	,
too	RB	too
.	SENT	.
I	PP	I
believe	VBP	believe
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
it	PP	it
takes	VBZ	take
to	TO	to
help	VB	help
people	NNS	people
who	WP	who
may	MD	may
be	VB	be
suffering	VBG	suffer
in	IN	in
silence	NN	silence
to	TO	to
know	VB	know
that	IN	that
they	PP	they
are	VBP	be
not	RB	not
alone	RB	alone
and	CC	and
to	TO	to
know	VB	know
that	IN	that
with	IN	with
help	NN	help
,	,	,
they	PP	they
can	MD	can
heal	VB	heal
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
still	RB	still
have	VBP	have
my	PP$	my
struggles	NNS	struggle
,	,	,
particularly	RB	particularly
with	IN	with
the	DT	the
anxiety	NN	anxiety
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
able	JJ	able
to	TO	to
manage	VB	manage
it	PP	it
through	IN	through
daily	JJ	daily
mediation	NN	mediation
,	,	,
yoga	NN	yoga
and	CC	and
a	DT	a
relatively	RB	relatively
healthy	JJ	healthy
diet	NN	diet
.	SENT	.
If	IN	if
I	PP	I
feel	VBP	feel
like	IN	like
things	NNS	thing
are	VBP	be
starting	VBG	start
to	TO	to
spiral	NN	spiral
,	,	,
I	PP	I
make	VBP	make
an	DT	an
appointment	NN	appointment
to	TO	to
see	VB	see
my	PP$	my
therapist	NN	therapist
,	,	,
a	DT	a
dynamic	JJ	dynamic
black	JJ	black
woman	NN	woman
named	VBN	name
Dawn	NP	Dawn
Armstrong	NP	Armstrong
,	,	,
who	WP	who
has	VBZ	have
a	DT	a
great	JJ	great
sense	NN	sense
of	IN	of
humor	NN	humor
and	CC	and
a	DT	a
familiarity	NN	familiarity
that	IN	that
I	PP	I
find	VBP	find
comforting	JJ	comforting
.	SENT	.
I	PP	I
will	MD	will
always	RB	always
regret	VB	regret
that	IN	that
I	PP	I
couldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
there	RB	there
for	IN	for
my	PP$	my
nephew	NN	nephew
.	SENT	.
But	CC	but
my	PP$	my
sincerest	JJS	sincere
hope	NN	hope
is	VBZ	be
that	IN	that
I	PP	I
can	MD	can
inspire	VB	inspire
others	NNS	other
with	IN	with
the	DT	the
lesson	NN	lesson
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
.	SENT	.
Life	NN	life
is	VBZ	be
beautiful	JJ	beautiful
.	SENT	.
Sometimes	RB	sometimes
it	PP	it
'	POS	'
s	NNS	<unknown>
messy	JJ	messy
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
always	RB	always
unpredictable	JJ	unpredictable
.	SENT	.
But	CC	but
it	PP	it
will	MD	will
all	RB	all
be	VB	be
OK	RB	OK
when	WRB	when
you	PP	you
have	VB	have
your	PP$	your
support	NN	support
system	NN	system
to	TO	to
help	VB	help
you	PP	you
through	IN	through
it	PP	it
.	SENT	.
I	PP	I
hope	VBP	hope
that	IN	that
if	IN	if
your	PP$	your
burden	NN	burden
gets	VBZ	get
too	RB	too
heavy	JJ	heavy
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
ask	VBP	ask
for	IN	for
a	DT	a
hand	NN	hand
,	,	,
too	RB	too
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
