Helen	NP	Helen
that	WDT	that
looks	VBZ	look
at	IN	at
all	DT	all
of	IN	of
us	PP	us
like	VBP	like
equally	RB	equally
susceptible	JJ	susceptible
.	SENT	.
Doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
our	PP$	our
color	NN	color
,	,	,
our	PP$	our
race	NN	race
,	,	,
or	CC	or
how	WRB	how
wealthy	JJ	wealthy
we	PP	we
are	VBP	be
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
none	NN	none
of	IN	of
the	DT	the
numbers	NNS	number
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
mentioned	VBD	mention
so	RB	so
far	RB	far
are	VBP	be
in	IN	in
themselves	PP	themselves
different	JJ	different
from	IN	from
any	DT	any
other	JJ	other
infections	NNS	infection
in	IN	in
recent	JJ	recent
years	NNS	year
.	SENT	.
What	WP	what
is	VBZ	be
the	DT	the
combination	NN	combination
that	WDT	that
has	VBZ	have
made	VBN	make
this	DT	this
so	RB	so
deadly	JJ	deadly
?	SENT	?
LB	NP	LB
:	:	:
Well	UH	well
,	,	,
it	PP	it
is	VBZ	be
exactly	RB	exactly
the	DT	the
combination	NN	combination
of	IN	of
the	DT	the
short	JJ	short
incubation	NN	incubation
period	NN	period
and	CC	and
the	DT	the
high	JJ	high
transmissibility	NN	<unknown>
.	SENT	.
But	CC	but
you	PP	you
know	VBP	know
,	,	,
everybody	NN	everybody
on	IN	on
this	DT	this
call	NN	call
has	VBZ	have
known	VBN	know
somebody	NN	somebody
who	WP	who
has	VBZ	have
the	DT	the
disease	NN	disease
.	SENT	.
Sadly	RB	sadly
,	,	,
many	RB	many
have	VBP	have
lost	VBN	lose
a	DT	a
loved	VBN	love
one	CD	one
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
terrible	JJ	terrible
disease	NN	disease
when	WRB	when
it	PP	it
is	VBZ	be
serious	JJ	serious
.	SENT	.
And	CC	and
I	PP	I
get	VBP	get
calls	NNS	call
from	IN	from
doctors	NNS	doctor
in	IN	in
emergency	NN	emergency
rooms	NNS	room
and	CC	and
treating	VBG	treat
people	NNS	people
in	IN	in
ICUs	NP	<unknown>
all	DT	all
over	IN	over
the	DT	the
world	NN	world
,	,	,
and	CC	and
they	PP	they
all	RB	all
say	VBP	say
the	DT	the
same	JJ	same
thing	NN	thing
:	:	:
"	``	"
How	WRB	how
do	VBP	do
I	PP	I
choose	VBP	choose
who	WP	who
is	VBZ	be
going	VBG	go
to	TO	to
live	VB	live
and	CC	and
who	WP	who
is	VBZ	be
going	VBG	go
to	TO	to
die	VB	die
?	SENT	?
I	PP	I
have	VBP	have
so	RB	so
few	JJ	few
tools	NNS	tool
to	TO	to
deal	VB	deal
with	IN	with
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
a	DT	a
terrifying	JJ	terrifying
disease	NN	disease
,	,	,
to	TO	to
die	VB	die
alone	RB	alone
with	IN	with
a	DT	a
ventilator	NN	ventilator
in	IN	in
your	PP$	your
lungs	NNS	lung
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
disease	NN	disease
that	WDT	that
affects	VBZ	affect
all	DT	all
of	IN	of
our	PP$	our
organs	NNS	organ
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
respiratory	JJ	respiratory
disease	NN	disease
--	:	--
perhaps	RB	perhaps
misleading	VBG	mislead
.	SENT	.
Makes	VBZ	make
you	PP	you
think	VBP	think
of	IN	of
a	DT	a
flu	NN	flu
.	SENT	.
But	CC	but
so	RB	so
many	JJ	many
of	IN	of
the	DT	the
patients	NNS	patient
have	VBP	have
blood	NN	blood
in	IN	in
their	PP$	their
urine	NN	urine
from	IN	from
kidney	NN	kidney
disease	NN	disease
,	,	,
they	PP	they
have	VBP	have
gastroenteritis	NN	gastroenteritis
,	,	,
they	PP	they
certainly	RB	certainly
have	VBP	have
heart	NN	heart
failure	NN	failure
very	RB	very
often	RB	often
,	,	,
we	PP	we
know	VBP	know
that	IN	that
it	PP	it
affects	VBZ	affect
taste	NN	taste
and	CC	and
smell	NN	smell
,	,	,
the	DT	the
olfactory	JJ	olfactory
nerves	NNS	nerve
,	,	,
we	PP	we
know	VBP	know
,	,	,
of	IN	of
course	NN	course
,	,	,
about	IN	about
the	DT	the
lung	NN	lung
.	SENT	.
The	DT	the
question	NN	question
I	PP	I
have	VBP	have
:	:	:
is	VBZ	be
there	RB	there
any	DT	any
organ	NN	organ
that	IN	that
it	PP	it
does	VBZ	do
not	RB	not
affect	VB	affect
?	SENT	?
And	CC	and
in	IN	in
that	DT	that
sense	NN	sense
,	,	,
it	PP	it
reminds	VBZ	remind
me	PP	me
all	DT	all
too	RB	too
much	JJ	much
of	IN	of
smallpox	NN	smallpox
.	SENT	.
CA	MD	ca
:	:	:
So	IN	so
we	PP	we
'	POS	'
re	NN	re
in	IN	in
a	DT	a
mess	NN	mess
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
way	NN	way
forward	RB	forward
from	IN	from
here	RB	here
?	SENT	?
LB	NN	lb
:	:	:
Well	RB	well
,	,	,
the	DT	the
way	NN	way
forward	RB	forward
is	VBZ	be
still	RB	still
the	DT	the
same	JJ	same
.	SENT	.
Rapid	JJ	rapid
detection	NN	detection
,	,	,
rapid	JJ	rapid
response	NN	response
.	SENT	.
Finding	VBG	find
every	DT	every
case	NN	case
,	,	,
and	CC	and
then	RB	then
figuring	VBG	figure
out	IN	out
all	PDT	all
the	DT	the
contacts	NNS	contact
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
great	JJ	great
new	JJ	new
technology	NN	technology
for	IN	for
contact	NN	contact
tracing	NN	tracing
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
amazing	JJ	amazing
scientists	NNS	scientist
working	VBG	work
at	IN	at
the	DT	the
speed	NN	speed
of	IN	of
light	NN	light
to	TO	to
give	VB	give
us	PP	us
test	VB	test
kits	NNS	kit
and	CC	and
antivirals	NNS	<unknown>
and	CC	and
vaccines	NNS	vaccine
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
slow	VB	slow
down	RB	down
,	,	,
the	DT	the
Buddhists	NNS	Buddhist
say	VBP	say
slow	VB	slow
down	RP	down
time	NN	time
so	RB	so
that	IN	that
you	PP	you
can	MD	can
put	VB	put
your	PP$	your
heart	NN	heart
,	,	,
your	PP$	your
soul	NN	soul
,	,	,
into	IN	into
that	DT	that
space	NN	space
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
slow	VB	slow
down	RP	down
the	DT	the
speed	NN	speed
of	IN	of
this	DT	this
virus	NN	virus
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
we	PP	we
do	VBP	do
social	JJ	social
distancing	NN	distancing
.	SENT	.
Just	RB	just
to	TO	to
be	VB	be
clear	JJ	clear
--	:	--
flattening	VBG	flatten
the	DT	the
curve	NN	curve
,	,	,
social	JJ	social
distancing	NN	distancing
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
change	NN	change
the	DT	the
absolute	JJ	absolute
number	NN	number
of	IN	of
cases	NNS	case
,	,	,
but	CC	but
it	PP	it
changes	VBZ	change
what	WP	what
could	MD	could
be	VB	be
a	DT	a
Mount	NP	Mount
Fuji-like	JJ	<unknown>
peak	NN	peak
into	IN	into
a	DT	a
pulse	NN	pulse
,	,	,
and	CC	and
then	RB	then
we	PP	we
won	VBD	win
'	''	'
t	NN	t
also	RB	also
lose	VB	lose
people	NNS	people
because	IN	because
of	IN	of
competition	NN	competition
for	IN	for
hospital	NN	hospital
beds	NNS	bed
,	,	,
people	NNS	people
who	WP	who
have	VBP	have
heart	NN	heart
attacks	NNS	attack
,	,	,
need	VBP	need
chemotherapy	NN	chemotherapy
,	,	,
difficult	JJ	difficult
births	NNS	birth
,	,	,
can	MD	can
get	VB	get
into	IN	into
the	DT	the
hospital	NN	hospital
,	,	,
and	CC	and
we	PP	we
can	MD	can
use	VB	use
the	DT	the
scarce	JJ	scarce
resources	NNS	resource
we	PP	we
have	VBP	have
,	,	,
especially	RB	especially
in	IN	in
the	DT	the
developing	VBG	develop
world	NN	world
,	,	,
to	TO	to
treat	VB	treat
people	NNS	people
.	SENT	.
So	RB	so
slow	VB	slow
down	RP	down
,	,	,
slow	VB	slow
down	RP	down
the	DT	the
speed	NN	speed
of	IN	of
the	DT	the
epidemic	NN	epidemic
,	,	,
and	CC	and
then	RB	then
in	IN	in
the	DT	the
troughs	NNS	trough
,	,	,
in	IN	in
between	IN	between
waves	NNS	wave
,	,	,
jump	VB	jump
on	RP	on
,	,	,
double	RB	double
down	RB	down
,	,	,
step	NN	step
on	IN	on
it	PP	it
,	,	,
and	CC	and
find	VB	find
every	DT	every
case	NN	case
,	,	,
trace	VB	trace
every	DT	every
contact	NN	contact
,	,	,
test	VB	test
every	DT	every
case	NN	case
,	,	,
and	CC	and
then	RB	then
only	RB	only
quarantine	VB	quarantine
the	DT	the
ones	NNS	one
who	WP	who
need	VBP	need
to	TO	to
be	VB	be
quarantined	VBN	quarantine
,	,	,
and	CC	and
do	VBP	do
that	IN	that
until	IN	until
we	PP	we
have	VBP	have
a	DT	a
vaccine	NN	vaccine
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
it	PP	it
sounds	VBZ	sound
like	IN	like
we	PP	we
have	VBP	have
to	TO	to
get	VB	get
past	IN	past
the	DT	the
stage	NN	stage
of	IN	of
just	JJ	just
mitigation	NN	mitigation
,	,	,
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
just	RB	just
trying	VBG	try
to	TO	to
take	VB	take
a	DT	a
general	JJ	general
shutdown	NN	shutdown
,	,	,
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
we	PP	we
can	MD	can
start	VB	start
identifying	VBG	identify
individual	JJ	individual
cases	NNS	case
again	RB	again
and	CC	and
contact-trace	VB	contact-trace
for	IN	for
them	PP	them
and	CC	and
treat	VB	treat
them	PP	them
separately	RB	separately
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
to	TO	to
do	VB	do
that	IN	that
,	,	,
that	WDT	that
seems	VBZ	seem
